pressure_9_am,min_temp_c,wind_speed_3_pm,humidity_3_pm,wind_gust_speed,wind_dir_3_pm,location,temp_3_pm_c,cloud_3_pm,max_temp_c,pressure_3_pm,sunshine,humidity_9_am,evaporation,rain_tomorrow,rainfall,cloud_9_am,rain_today,temp_9_am_c,wind_gust_dir,wind_dir_9_am,date,wind_speed_9_am
1017.9,20.1,28.0,71.0,44.0,SSE,CoffsHarbour,25.0,8.0,27.3,1017.3,,76.0,,Yes,1.8,4.0,Yes,23.8,S,SSW,2016-02-09,24.0
1015.8,20.1,17.0,59.0,33.0,SE,CoffsHarbour,26.5,,27.0,1014.3,,70.0,,No,1.6,8.0,Yes,22.8,WSW,SW,2016-02-10,20.0
1015.1,17.7,17.0,63.0,28.0,E,CoffsHarbour,27.2,,27.7,1013.8,,80.0,,No,0.1,8.0,No,22.5,E,NW,2016-02-11,7.0
1016.2,18.0,19.0,59.0,28.0,SE,CoffsHarbour,26.6,,27.8,1015.0,,75.0,,No,0.0,2.0,No,24.2,S,SW,2016-02-12,13.0
1014.4,18.3,19.0,60.0,30.0,SE,CoffsHarbour,26.9,,27.7,1013.1,,74.0,,No,0.1,,No,24.0,SSE,SW,2016-02-13,17.0
1011.1,16.2,17.0,60.0,26.0,ESE,CoffsHarbour,26.6,,27.6,1008.7,,69.0,,No,0.0,,No,23.9,E,WSW,2016-02-14,11.0
1011.4,18.3,15.0,71.0,30.0,ESE,CoffsHarbour,27.2,,28.2,1009.8,,73.0,,No,0.0,,No,24.7,ENE,WSW,2016-02-15,17.0
1007.1,22.0,22.0,65.0,33.0,S,CoffsHarbour,27.6,1.0,30.0,1006.9,,61.0,,No,0.0,,No,26.9,S,SSW,2016-02-16,9.0
1009.2,20.8,20.0,75.0,33.0,SE,CoffsHarbour,25.0,8.0,28.0,1007.9,,77.0,,No,0.3,3.0,No,24.8,S,SSW,2016-02-17,15.0
1008.3,18.7,17.0,69.0,33.0,ESE,CoffsHarbour,29.1,,30.4,1006.3,,74.0,,No,0.0,,No,25.4,NE,NW,2016-02-18,13.0
1012.7,21.1,37.0,71.0,52.0,NE,CoffsHarbour,29.4,,30.2,1010.7,,71.0,,No,0.0,2.0,No,27.5,NE,N,2016-02-19,17.0
1016.8,22.8,39.0,67.0,52.0,NNE,CoffsHarbour,28.8,,30.3,1015.2,,70.0,,No,0.0,8.0,No,26.9,NNE,N,2016-02-20,24.0
1022.9,21.6,17.0,64.0,26.0,SE,CoffsHarbour,28.2,1.0,28.5,1023.0,,84.0,,No,0.0,8.0,No,24.5,SE,SSW,2016-02-21,13.0
1025.0,20.3,13.0,61.0,30.0,SE,CoffsHarbour,27.0,,28.1,1022.9,,76.0,,No,0.0,5.0,No,24.8,SSW,SW,2016-02-22,17.0
1021.9,18.5,17.0,60.0,24.0,ESE,CoffsHarbour,27.0,,27.9,1019.2,,70.0,,No,0.0,,No,24.5,SE,SW,2016-02-23,17.0
1018.4,18.6,24.0,56.0,35.0,NE,CoffsHarbour,27.9,,28.7,1015.9,,71.0,,No,0.0,,No,25.0,NE,NW,2016-02-24,17.0
1016.0,19.6,37.0,60.0,50.0,NE,CoffsHarbour,28.2,,30.6,1013.0,,67.0,,No,0.0,,No,25.3,NE,NNW,2016-02-25,20.0
1012.3,18.7,17.0,67.0,41.0,S,CoffsHarbour,27.8,2.0,29.8,1012.7,,65.0,,No,0.0,,No,26.4,S,NNE,2016-02-26,20.0
1016.0,22.9,22.0,68.0,39.0,S,CoffsHarbour,27.9,8.0,28.9,1015.3,,84.0,,No,0.4,8.0,No,24.6,S,SSW,2016-02-27,17.0
1016.7,22.0,28.0,65.0,39.0,SSE,CoffsHarbour,27.7,5.0,28.9,1015.2,,76.0,,No,0.0,,No,25.3,SSW,SW,2016-02-28,24.0
1019.1,20.9,30.0,60.0,41.0,SSE,CoffsHarbour,27.3,,28.6,1018.2,,70.0,,No,0.0,,No,24.8,SSE,SSW,2016-02-29,22.0
1021.4,19.8,15.0,62.0,30.0,SE,CoffsHarbour,26.0,7.0,27.4,1020.3,,91.0,,No,0.3,8.0,No,20.7,WSW,SW,2016-03-01,19.0
1021.4,20.0,20.0,71.0,33.0,NE,CoffsHarbour,27.4,8.0,28.1,1019.7,,82.0,,No,0.4,8.0,No,22.6,NE,WSW,2016-03-02,15.0
1021.8,21.4,24.0,70.0,39.0,NE,CoffsHarbour,25.8,8.0,27.7,1021.3,,79.0,,Yes,1.0,4.0,No,25.2,ENE,NNE,2016-03-03,7.0
1022.2,20.7,9.0,66.0,26.0,NE,CoffsHarbour,25.5,8.0,26.1,1020.2,,84.0,,Yes,7.2,8.0,Yes,22.7,NNW,ESE,2016-03-04,7.0
1021.9,17.8,19.0,54.0,28.0,E,CoffsHarbour,27.2,,27.6,1020.4,,79.0,,No,2.2,,Yes,23.0,E,W,2016-03-05,6.0
1022.7,17.3,15.0,67.0,35.0,ESE,CoffsHarbour,27.2,,27.8,1021.0,,89.0,,No,0.6,8.0,No,21.8,NE,W,2016-03-06,7.0
1022.5,20.3,20.0,61.0,31.0,ENE,CoffsHarbour,27.8,,28.7,1020.5,,79.0,,No,0.8,8.0,No,24.8,NE,W,2016-03-07,9.0
1022.4,18.8,19.0,72.0,,SSE,CoffsHarbour,27.1,3.0,28.2,1021.4,,72.0,,Yes,0.0,,No,24.0,,WSW,2016-03-08,17.0
1023.1,21.0,28.0,68.0,41.0,NE,CoffsHarbour,27.6,,28.8,1020.7,,84.0,,No,19.8,8.0,Yes,25.3,NNE,WSW,2016-03-09,7.0
1021.5,20.1,35.0,68.0,46.0,NE,CoffsHarbour,27.4,,30.2,1019.2,,63.0,,No,0.0,,No,24.9,NE,NW,2016-03-10,11.0
1020.6,20.4,20.0,68.0,33.0,NE,CoffsHarbour,27.0,,28.0,1018.5,,76.0,,No,0.0,,No,24.2,NNE,W,2016-03-11,2.0
1020.6,19.5,17.0,66.0,28.0,ENE,CoffsHarbour,28.1,8.0,28.7,1019.6,,75.0,,Yes,0.0,,No,24.2,NE,NW,2016-03-12,6.0
1020.5,18.7,15.0,74.0,28.0,ESE,CoffsHarbour,26.4,,27.3,1018.1,,88.0,,No,5.2,8.0,Yes,22.2,NNE,W,2016-03-13,9.0
1017.5,20.2,24.0,63.0,35.0,NE,CoffsHarbour,28.0,,28.6,1014.0,,83.0,,No,0.2,,No,23.6,NNE,,2016-03-14,0.0
1016.8,19.5,20.0,61.0,33.0,SSE,CoffsHarbour,27.6,,28.3,1015.5,,81.0,,Yes,0.0,1.0,No,23.5,SSW,SW,2016-03-15,15.0
1016.7,20.5,28.0,72.0,35.0,S,CoffsHarbour,25.2,7.0,27.2,1015.2,,84.0,,Yes,1.6,8.0,Yes,22.0,SW,WSW,2016-03-16,20.0
1015.4,20.8,17.0,67.0,,SSE,CoffsHarbour,26.2,,27.5,1011.7,,75.0,,No,6.6,7.0,Yes,23.5,,SW,2016-03-17,17.0
1008.1,18.2,44.0,72.0,59.0,NNE,CoffsHarbour,26.6,3.0,31.5,1002.4,,68.0,,Yes,0.0,,No,25.0,NNE,NNW,2016-03-18,15.0
1009.4,22.3,20.0,55.0,50.0,S,CoffsHarbour,23.2,8.0,25.6,1009.5,,63.0,,No,7.0,8.0,Yes,23.2,S,SSW,2016-03-19,28.0
1015.1,19.5,22.0,58.0,41.0,S,CoffsHarbour,24.5,4.0,25.9,1013.6,,69.0,,Yes,0.0,8.0,No,20.9,SW,SW,2016-03-20,19.0
1014.9,17.9,30.0,68.0,56.0,SSW,CoffsHarbour,23.3,5.0,24.2,1013.2,,77.0,,No,11.2,,Yes,21.0,S,SW,2016-03-21,28.0
1015.1,18.1,28.0,63.0,41.0,SSE,CoffsHarbour,24.3,3.0,25.2,1012.6,,61.0,,No,0.0,,No,21.2,SW,SW,2016-03-22,28.0
1017.2,14.0,24.0,57.0,37.0,SSE,CoffsHarbour,25.5,,26.2,1015.9,,59.0,,No,0.0,,No,21.8,WSW,SW,2016-03-23,20.0
1021.2,14.9,15.0,60.0,22.0,ESE,CoffsHarbour,25.9,,26.5,1019.1,,73.0,,No,0.0,,No,21.7,SE,WSW,2016-03-24,9.0
1020.2,16.1,31.0,60.0,44.0,NE,CoffsHarbour,26.6,,28.2,1015.7,,71.0,,No,0.0,,No,23.1,NE,NW,2016-03-25,13.0
1017.5,18.7,17.0,66.0,30.0,SE,CoffsHarbour,26.3,,27.1,1015.4,,87.0,,Yes,0.4,8.0,No,21.4,ESE,SSW,2016-03-26,9.0
1017.5,20.2,17.0,77.0,30.0,NE,CoffsHarbour,24.0,2.0,25.7,1016.4,,91.0,,No,3.4,5.0,Yes,21.8,NE,WSW,2016-03-27,9.0
1019.4,17.6,31.0,65.0,43.0,NE,CoffsHarbour,26.5,,27.6,1016.3,,77.0,,No,0.0,,No,23.6,NNE,WNW,2016-03-28,11.0
1018.6,21.4,35.0,69.0,50.0,NNE,CoffsHarbour,26.6,8.0,30.7,1014.6,,66.0,,Yes,0.0,,No,25.0,NE,NNW,2016-03-29,19.0
1016.4,20.0,6.0,75.0,26.0,NW,CoffsHarbour,23.3,8.0,24.7,1014.4,,84.0,,No,4.6,5.0,Yes,22.4,N,S,2016-03-30,7.0
1016.6,14.4,20.0,44.0,31.0,SSE,CoffsHarbour,25.7,,26.8,1015.0,,64.0,,No,0.2,,No,21.5,SW,WSW,2016-03-31,15.0
1020.0,14.2,28.0,61.0,37.0,ENE,CoffsHarbour,26.5,,27.3,1016.7,,74.0,,No,0.0,,No,20.8,ENE,W,2016-04-01,4.0
1018.4,18.5,22.0,66.0,39.0,NE,CoffsHarbour,27.8,,31.0,1015.2,,68.0,,No,0.0,,No,23.8,NNE,WNW,2016-04-02,11.0
1022.1,16.4,24.0,68.0,,S,CoffsHarbour,26.4,,27.4,1020.2,,67.0,,No,0.0,,No,25.1,,SW,2016-04-03,28.0
1022.0,21.5,19.0,54.0,28.0,E,CoffsHarbour,26.0,1.0,27.7,1019.3,,57.0,,No,0.0,,No,26.2,ESE,E,2016-04-04,17.0
1021.5,15.8,17.0,49.0,26.0,E,CoffsHarbour,25.4,,26.4,1018.9,,59.0,,No,0.0,,No,24.4,ENE,WSW,2016-04-05,9.0
1020.4,15.8,39.0,61.0,52.0,NE,CoffsHarbour,26.3,,30.1,1016.4,,49.0,,No,0.0,,No,25.4,NNE,NNW,2016-04-06,22.0
1020.1,18.4,28.0,71.0,50.0,S,CoffsHarbour,24.6,,27.3,1019.5,,66.0,,No,0.0,,No,25.0,S,SSW,2016-04-07,26.0
1022.1,18.3,15.0,80.0,43.0,SSE,CoffsHarbour,24.1,,24.7,1019.4,,78.0,,Yes,0.0,,No,23.3,SW,SW,2016-04-08,15.0
1020.3,19.4,11.0,62.0,37.0,ENE,CoffsHarbour,28.2,7.0,28.8,1017.1,,83.0,,Yes,8.4,,Yes,22.7,SW,N,2016-04-09,9.0
1019.4,19.3,17.0,81.0,33.0,NNE,CoffsHarbour,25.2,4.0,27.3,1016.3,,80.0,,No,1.2,,Yes,23.5,NW,SSW,2016-04-10,9.0
1017.1,18.4,7.0,59.0,31.0,SE,CoffsHarbour,24.6,4.0,26.2,1015.0,,73.0,,No,0.4,,No,22.5,WSW,WSW,2016-04-11,9.0
1020.9,18.9,26.0,67.0,44.0,S,CoffsHarbour,24.8,1.0,25.8,1019.0,,66.0,,Yes,0.0,7.0,No,22.9,S,WSW,2016-04-12,20.0
1025.1,17.6,26.0,64.0,37.0,S,CoffsHarbour,24.8,,25.8,1023.3,,68.0,,Yes,49.8,,Yes,22.1,S,SW,2016-04-13,20.0
1028.6,17.5,19.0,47.0,33.0,SE,CoffsHarbour,24.2,,25.4,1026.8,,82.0,,No,3.0,8.0,Yes,20.6,ESE,WSW,2016-04-14,15.0
1026.5,14.0,13.0,54.0,26.0,SE,CoffsHarbour,24.1,1.0,24.7,1022.8,,64.0,,No,0.0,8.0,No,21.7,S,SW,2016-04-15,19.0
1021.7,11.9,15.0,57.0,20.0,SE,CoffsHarbour,24.2,,24.8,1018.4,,68.0,,No,0.4,,No,21.0,SE,W,2016-04-16,9.0
1020.1,13.2,17.0,79.0,37.0,SSW,CoffsHarbour,22.2,8.0,24.9,1017.8,,81.0,,Yes,0.0,,No,19.7,SSE,W,2016-04-17,9.0
1019.8,16.5,11.0,90.0,33.0,WNW,CoffsHarbour,19.3,8.0,23.5,1017.5,,83.0,,Yes,8.0,8.0,Yes,19.7,S,WSW,2016-04-18,17.0
1020.5,14.3,20.0,67.0,31.0,S,CoffsHarbour,23.4,,24.8,1019.2,,73.0,,No,3.0,,Yes,21.5,SW,SW,2016-04-19,17.0
1023.4,15.4,17.0,72.0,28.0,SSE,CoffsHarbour,24.0,7.0,25.6,1021.3,,68.0,,No,0.0,,No,22.1,S,WSW,2016-04-20,17.0
1023.2,16.8,15.0,75.0,26.0,SSE,CoffsHarbour,23.3,8.0,24.4,1020.0,,79.0,,No,0.2,8.0,No,21.9,SW,SW,2016-04-21,13.0
1019.6,16.2,13.0,74.0,33.0,E,CoffsHarbour,24.6,,25.5,1016.7,,69.0,,Yes,0.0,,No,24.1,SW,NNE,2016-04-22,2.0
1019.3,16.7,43.0,63.0,63.0,SW,CoffsHarbour,22.2,4.0,25.6,1018.2,,70.0,,No,3.0,,Yes,21.1,SSW,SW,2016-04-23,28.0
1024.4,16.4,33.0,61.0,63.0,SSE,CoffsHarbour,22.7,8.0,23.9,1024.4,,78.0,,Yes,0.0,8.0,No,20.6,SE,SW,2016-04-24,30.0
1028.5,15.9,20.0,70.0,61.0,SSE,CoffsHarbour,22.5,5.0,23.3,1026.4,,90.0,,Yes,22.4,8.0,Yes,17.8,SSE,SW,2016-04-25,24.0
1028.8,17.2,24.0,67.0,41.0,SSE,CoffsHarbour,22.4,8.0,24.5,1026.0,,86.0,,Yes,1.8,8.0,Yes,18.5,ESE,WSW,2016-04-26,19.0
1027.0,15.7,13.0,70.0,22.0,SSE,CoffsHarbour,23.0,,23.9,1023.8,,85.0,,Yes,7.2,7.0,Yes,19.3,SSW,WSW,2016-04-27,15.0
1026.0,16.6,15.0,73.0,20.0,E,CoffsHarbour,23.2,,24.2,1023.2,,91.0,,No,7.2,8.0,Yes,19.6,NW,W,2016-04-28,9.0
1024.8,14.0,22.0,72.0,33.0,NE,CoffsHarbour,23.7,,25.8,1021.1,,65.0,,No,0.3,,No,22.5,NE,NW,2016-04-29,11.0
1021.7,19.9,28.0,75.0,41.0,NNE,CoffsHarbour,24.7,,27.3,1017.6,,65.0,,No,0.0,,No,23.5,N,NNW,2016-04-30,13.0
1017.3,20.1,37.0,87.0,56.0,SSW,CoffsHarbour,21.5,8.0,27.2,1016.4,,71.0,,Yes,0.0,,No,25.9,S,NE,2016-05-01,17.0
1018.1,13.4,17.0,68.0,37.0,NE,CoffsHarbour,24.1,,25.6,1013.6,,76.0,,No,3.1,,Yes,21.4,NW,WNW,2016-05-02,2.0
1013.4,14.8,13.0,53.0,30.0,E,CoffsHarbour,25.1,,26.2,1009.5,,62.0,,No,0.0,,No,22.5,NW,W,2016-05-03,9.0
1016.8,11.1,13.0,45.0,20.0,ESE,CoffsHarbour,24.4,,25.1,1014.9,,58.0,,No,0.0,,No,21.3,SW,WSW,2016-05-04,6.0
1021.2,10.2,22.0,64.0,33.0,NE,CoffsHarbour,23.9,,26.0,1017.8,,60.0,,No,0.0,,No,21.4,NE,WNW,2016-05-05,7.0
1019.8,13.4,13.0,65.0,20.0,NE,CoffsHarbour,24.0,,24.6,1017.4,,67.0,,No,0.0,,No,21.6,NE,W,2016-05-06,7.0
1021.2,12.1,13.0,64.0,20.0,E,CoffsHarbour,23.8,,24.5,1018.9,,76.0,,No,0.0,,No,20.6,E,SW,2016-05-07,6.0
1020.6,13.6,26.0,69.0,37.0,NE,CoffsHarbour,23.8,,25.6,1015.7,,74.0,,No,0.0,,No,21.4,NE,SW,2016-05-08,4.0
1013.6,20.2,28.0,73.0,48.0,NNE,CoffsHarbour,24.6,4.0,27.8,1009.2,,66.0,,No,0.0,6.0,No,23.2,N,NNW,2016-05-09,28.0
1009.8,21.6,9.0,56.0,30.0,NE,CoffsHarbour,24.9,,26.6,1007.6,,70.0,,No,0.0,2.0,No,23.1,WSW,NW,2016-05-10,13.0
1016.9,12.2,15.0,28.0,28.0,ENE,CoffsHarbour,23.1,,24.8,1014.8,,45.0,,No,0.0,,No,19.1,WSW,SW,2016-05-11,19.0
1018.3,4.6,17.0,45.0,33.0,NE,CoffsHarbour,23.2,,25.4,1015.8,,50.0,,No,0.0,,No,17.2,WSW,NW,2016-05-12,6.0
1023.2,7.4,17.0,59.0,28.0,NE,CoffsHarbour,22.7,,23.8,1020.9,,62.0,,No,0.0,,No,18.2,NE,SW,2016-05-13,4.0
1024.3,10.3,20.0,57.0,30.0,NE,CoffsHarbour,23.9,,25.0,1021.1,,62.0,,No,0.0,,No,19.7,NE,SW,2016-05-14,9.0
1019.8,14.0,20.0,59.0,30.0,NE,CoffsHarbour,24.5,,25.9,1016.4,,52.0,,No,0.0,,No,20.9,NNE,WNW,2016-05-15,11.0
1021.1,8.1,13.0,60.0,31.0,SSE,CoffsHarbour,24.1,5.0,25.2,1019.2,,51.0,,No,0.0,,No,20.9,SW,SW,2016-05-16,15.0
1018.9,15.6,11.0,59.0,28.0,SSE,CoffsHarbour,23.2,,25.2,1016.7,,52.0,,No,0.0,,No,21.9,NW,NNW,2016-05-17,7.0
1019.0,10.5,9.0,53.0,19.0,S,CoffsHarbour,22.3,,24.8,1015.8,,61.0,,No,0.0,,No,19.9,SSE,WSW,2016-05-18,7.0
1017.9,13.7,11.0,44.0,17.0,ESE,CoffsHarbour,23.7,,24.3,1014.5,,64.0,,No,0.0,,No,19.8,SE,S,2016-05-19,9.0
1019.9,7.0,11.0,50.0,28.0,SSE,CoffsHarbour,23.3,,23.9,1018.6,,61.0,,No,0.0,,No,18.2,S,SSW,2016-05-20,4.0
1026.7,11.2,9.0,70.0,24.0,SSE,CoffsHarbour,21.5,4.0,23.1,1024.2,,76.0,,No,0.0,,No,18.8,S,WSW,2016-05-21,15.0
1025.4,14.1,24.0,62.0,31.0,NE,CoffsHarbour,23.3,,25.2,1021.2,,81.0,,No,0.0,,No,18.3,NNE,SSW,2016-05-22,2.0
1018.2,11.5,17.0,53.0,22.0,NNE,CoffsHarbour,25.8,,26.1,1013.2,,65.0,,No,0.0,,No,20.1,NNE,W,2016-05-23,2.0
1018.9,11.8,9.0,32.0,,ENE,CoffsHarbour,21.5,,21.6,1014.6,,36.0,,No,0.0,,No,19.2,,SSW,2016-05-24,17.0
1018.1,3.7,13.0,35.0,28.0,NE,CoffsHarbour,20.7,,21.2,1015.0,,49.0,,No,0.0,,No,16.2,NW,WNW,2016-05-25,6.0
1011.9,9.4,6.0,52.0,37.0,NW,CoffsHarbour,18.9,8.0,21.4,1006.3,,39.0,,No,0.0,7.0,No,17.6,N,N,2016-05-26,9.0
1005.6,15.9,13.0,19.0,41.0,W,CoffsHarbour,23.8,,24.7,1002.7,,55.0,,No,0.4,6.0,No,18.4,NNW,NW,2016-05-27,7.0
1011.1,3.8,33.0,26.0,67.0,WNW,CoffsHarbour,21.0,,22.3,1006.6,,47.0,,No,0.0,,No,16.0,WNW,NW,2016-05-28,9.0
1017.8,2.7,13.0,39.0,24.0,ESE,CoffsHarbour,19.0,,19.6,1016.6,,50.0,,No,0.0,,No,15.2,SE,WNW,2016-05-29,6.0
1024.5,4.1,11.0,55.0,20.0,E,CoffsHarbour,19.2,,19.5,1022.8,,73.0,,No,0.0,,No,13.3,S,WSW,2016-05-30,7.0
1028.2,6.7,9.0,56.0,20.0,S,CoffsHarbour,18.6,,19.6,1025.7,,93.0,,No,0.0,8.0,No,12.0,WSW,SW,2016-05-31,9.0
1027.7,6.6,19.0,59.0,35.0,SSE,CoffsHarbour,19.7,,20.4,1024.8,,70.0,,Yes,0.0,,No,16.7,SW,SW,2016-06-01,19.0
1025.8,9.7,13.0,70.0,19.0,S,CoffsHarbour,19.0,8.0,20.1,1022.8,,88.0,,No,15.6,8.0,Yes,14.6,WSW,WSW,2016-06-02,11.0
1024.4,11.7,15.0,72.0,41.0,E,CoffsHarbour,20.0,2.0,21.2,1020.7,,88.0,,Yes,0.2,,No,15.8,N,SSW,2016-06-03,13.0
1014.0,15.8,26.0,88.0,85.0,ENE,CoffsHarbour,19.5,8.0,20.7,1008.7,,90.0,,Yes,46.8,8.0,Yes,18.8,NE,NNE,2016-06-04,56.0
998.5,14.6,19.0,83.0,70.0,NNE,CoffsHarbour,18.0,8.0,19.2,993.7,,90.0,,No,219.6,8.0,Yes,16.5,WSW,WNW,2016-06-05,9.0
1001.9,10.4,11.0,41.0,26.0,W,CoffsHarbour,21.4,1.0,21.8,1000.2,,58.0,,No,0.1,,No,16.9,WSW,E,2016-06-06,6.0
1009.4,6.9,7.0,46.0,22.0,N,CoffsHarbour,20.9,4.0,21.6,1006.2,,63.0,,No,0.0,,No,16.0,W,NNW,2016-06-07,9.0
1013.5,5.7,13.0,51.0,24.0,ENE,CoffsHarbour,20.7,,21.8,1012.0,,62.0,,No,0.0,,No,16.2,WNW,,2016-06-08,0.0
1011.5,9.7,26.0,63.0,37.0,NNE,CoffsHarbour,23.2,,27.9,1008.6,,46.0,,No,0.0,1.0,No,21.8,NNE,NNW,2016-06-09,19.0
1018.8,9.5,13.0,50.0,30.0,ENE,CoffsHarbour,21.5,,22.6,1018.3,,52.0,,No,0.0,,No,18.9,WSW,WSW,2016-06-10,9.0
1023.0,6.6,13.0,55.0,26.0,SSE,CoffsHarbour,19.6,7.0,20.4,1021.0,,74.0,,No,0.0,,No,15.1,SW,SW,2016-06-11,7.0
1032.7,13.1,30.0,71.0,48.0,S,CoffsHarbour,17.4,8.0,20.2,1032.9,,61.0,,Yes,0.0,8.0,No,16.6,S,SW,2016-06-12,24.0
1036.8,12.7,17.0,72.0,33.0,S,CoffsHarbour,18.2,8.0,19.8,1035.0,,81.0,,Yes,2.0,8.0,Yes,16.3,WSW,SW,2016-06-13,19.0
1035.6,11.2,13.0,72.0,24.0,SW,CoffsHarbour,19.4,,19.8,1032.3,,91.0,,No,1.5,8.0,Yes,14.5,WSW,WSW,2016-06-14,7.0
1032.0,10.6,17.0,64.0,30.0,S,CoffsHarbour,19.4,1.0,20.4,1028.9,,91.0,,No,0.1,,No,13.6,S,WNW,2016-06-15,2.0
1026.7,7.4,17.0,50.0,33.0,NE,CoffsHarbour,21.5,,22.4,1021.4,,81.0,,No,0.0,,No,15.5,N,W,2016-06-16,4.0
1021.5,13.8,20.0,55.0,41.0,NNE,CoffsHarbour,21.2,,22.2,1017.7,,60.0,,No,0.0,,No,19.5,N,NNW,2016-06-17,15.0
1019.9,12.3,19.0,64.0,35.0,NNW,CoffsHarbour,20.8,7.0,23.2,1016.6,,63.0,,Yes,0.0,,No,20.0,N,N,2016-06-18,19.0
1015.8,14.9,28.0,87.0,61.0,NNE,CoffsHarbour,20.5,8.0,21.3,1009.9,,95.0,,Yes,5.2,8.0,Yes,16.4,NNE,SW,2016-06-19,13.0
1003.5,16.1,26.0,43.0,61.0,WNW,CoffsHarbour,21.2,8.0,22.2,1001.5,,60.0,,No,49.4,,Yes,18.5,NW,NW,2016-06-20,15.0
1009.6,10.8,19.0,50.0,37.0,N,CoffsHarbour,18.5,,19.7,1007.0,,53.0,,No,0.0,,No,15.3,N,NW,2016-06-21,20.0
1009.4,12.8,9.0,51.0,,E,CoffsHarbour,20.9,,22.9,1007.6,,60.0,,No,0.0,7.0,No,14.9,,N,2016-06-22,20.0
1015.1,7.7,15.0,52.0,26.0,N,CoffsHarbour,18.8,6.0,20.0,1010.2,,82.0,,No,0.0,4.0,No,12.6,NW,,2016-06-23,0.0
1007.3,9.6,35.0,24.0,,W,CoffsHarbour,22.3,,25.1,1003.9,,68.0,,No,0.0,,No,17.7,,NNE,2016-06-24,20.0
1017.2,8.6,17.0,27.0,50.0,WSW,CoffsHarbour,16.1,,16.8,1016.9,,33.0,,No,0.0,,No,12.1,W,WSW,2016-06-25,28.0
1021.5,1.7,9.0,45.0,26.0,NE,CoffsHarbour,15.3,7.0,16.8,1017.3,,76.0,,No,0.0,1.0,No,9.2,N,W,2016-06-26,6.0
1014.6,9.2,22.0,52.0,35.0,SW,CoffsHarbour,16.5,,18.5,1012.0,,60.0,,No,0.0,8.0,No,14.1,WSW,WNW,2016-06-27,15.0
1018.5,3.2,31.0,44.0,65.0,SSW,CoffsHarbour,18.9,,19.2,1019.7,,48.0,,No,0.0,2.0,No,14.2,SSW,SW,2016-06-28,33.0
1027.0,8.9,15.0,53.0,31.0,SSE,CoffsHarbour,18.6,,19.5,1024.8,,54.0,,No,0.0,,No,14.6,WSW,SW,2016-06-29,13.0
1023.7,4.6,24.0,33.0,35.0,N,CoffsHarbour,19.3,3.0,20.9,1018.2,,68.0,,No,0.0,,No,14.8,N,NW,2016-06-30,15.0
1018.4,3.8,17.0,44.0,28.0,NNE,CoffsHarbour,19.2,,19.8,1015.4,,54.0,,No,0.0,,No,15.9,SW,WNW,2016-07-01,7.0
1025.0,2.9,13.0,49.0,30.0,SE,CoffsHarbour,17.4,,18.3,1023.1,,64.0,,No,0.0,,No,12.8,SSW,WSW,2016-07-02,7.0
1027.2,4.0,20.0,55.0,31.0,NNE,CoffsHarbour,19.2,,20.5,1022.7,,81.0,,No,0.0,,No,12.6,NNE,WNW,2016-07-03,6.0
1022.8,6.3,15.0,52.0,35.0,N,CoffsHarbour,19.0,8.0,20.8,1018.3,,61.0,,Yes,0.0,,No,15.8,N,WNW,2016-07-04,17.0
1013.5,11.4,17.0,72.0,43.0,NNE,CoffsHarbour,19.3,,19.7,1008.7,,93.0,,No,9.0,4.0,Yes,14.5,W,NW,2016-07-05,11.0
1011.1,5.4,11.0,44.0,31.0,E,CoffsHarbour,17.3,,18.3,1007.1,,53.0,,No,0.4,,No,13.5,WNW,WSW,2016-07-06,9.0
1012.4,5.4,,54.0,48.0,,CoffsHarbour,21.8,,22.5,,,53.0,,No,0.0,1.0,No,18.2,SSW,SW,2016-07-07,19.0
1017.6,14.1,35.0,79.0,50.0,S,CoffsHarbour,17.3,8.0,20.9,1015.7,,69.0,,No,0.0,,No,17.2,S,SSW,2016-07-08,9.0
1021.2,8.1,26.0,56.0,41.0,S,CoffsHarbour,19.4,5.0,19.7,1019.9,,65.0,,No,1.0,,No,15.5,SSW,SW,2016-07-09,20.0
1024.7,9.3,15.0,76.0,28.0,SSE,CoffsHarbour,17.9,3.0,19.1,1021.6,,68.0,,No,0.2,8.0,No,15.2,SW,SW,2016-07-10,19.0
1019.3,11.3,13.0,64.0,37.0,NNE,CoffsHarbour,19.7,8.0,20.3,1015.8,,65.0,,No,0.1,7.0,No,18.4,N,N,2016-07-11,19.0
1013.9,11.9,17.0,69.0,50.0,NNE,CoffsHarbour,19.8,8.0,22.6,1010.3,,63.0,,No,0.0,7.0,No,19.5,WNW,NNW,2016-07-12,19.0
1020.3,10.4,7.0,48.0,35.0,NNE,CoffsHarbour,16.2,7.0,16.7,1020.1,,75.0,,No,0.0,6.0,No,12.6,WNW,WNW,2016-07-13,2.0
1030.6,8.8,4.0,37.0,28.0,SSE,CoffsHarbour,14.4,,14.8,1027.3,,51.0,,No,0.0,1.0,No,11.1,WSW,SW,2016-07-14,13.0
1030.4,3.1,13.0,58.0,24.0,SSE,CoffsHarbour,16.3,,17.2,1027.3,,87.0,,No,0.0,,No,8.6,SW,WSW,2016-07-15,7.0
1030.9,7.1,20.0,69.0,30.0,SSW,CoffsHarbour,17.6,6.0,18.4,1028.6,,70.0,,Yes,0.0,,No,14.1,WSW,WSW,2016-07-16,20.0
