wind.dir.9.am,rainfall,pressure.9.am,wind.dir.3.pm,evaporation,date,humidity.9.am,sunshine,wind.speed.9.am,temp.3.pm.c,pressure.3.pm,temp.9.am.c,location,wind.gust.speed,wind.speed.3.pm,humidity.3.pm,wind.gust.dir,min.temp.c,rain.today,max.temp.c,rain.tomorrow
SSW,1.4,1014.2,SSW,,2015-12-26,47.0,,15.0,21.9,1016.1,18.0,Adelaide,50.0,19.0,35.0,W,14.7,Yes,23.8,No
ESE,0.0,1024.9,SE,,2015-12-27,44.0,,9.0,24.6,1022.4,17.2,Adelaide,37.0,13.0,19.0,ENE,11.4,No,25.9,No
SE,0.0,1024.9,SW,,2015-12-28,35.0,,9.0,26.4,1021.7,21.5,Adelaide,43.0,19.0,30.0,SE,16.0,No,29.4,No
WSW,0.0,1020.9,WSW,,2015-12-29,33.0,,6.0,32.8,1017.3,25.7,Adelaide,31.0,15.0,15.0,SW,17.0,No,34.4,No
NNE,0.0,1013.5,WNW,,2015-12-30,16.0,,11.0,36.9,1011.5,30.8,Adelaide,26.0,11.0,10.0,NNE,21.5,No,38.1,No
NE,0.0,1011.6,WSW,,2015-12-31,12.0,,7.0,39.2,1010.0,32.5,Adelaide,31.0,15.0,10.0,WSW,20.7,No,40.6,No
SSE,0.0,1014.0,W,,2016-01-01,31.0,,2.0,34.1,1012.6,27.4,Adelaide,31.0,19.0,24.0,WNW,21.7,No,35.0,No
SSE,0.0,1016.3,SE,,2016-01-02,52.0,,11.0,25.8,1013.1,19.9,Adelaide,35.0,17.0,34.0,SE,17.1,No,26.6,No
SSE,0.0,1014.5,S,,2016-01-03,60.0,,9.0,28.3,1012.3,21.4,Adelaide,43.0,13.0,39.0,W,15.5,No,29.3,No
SSE,0.0,1016.3,SE,,2016-01-04,48.0,,6.0,30.6,1013.5,23.5,Adelaide,33.0,11.0,27.0,SE,18.0,No,31.8,No
WNW,0.0,1016.0,SW,,2016-01-05,49.0,,4.0,28.9,1014.5,23.0,Adelaide,30.0,15.0,34.0,WSW,17.1,No,30.2,No
SE,0.0,1018.5,S,,2016-01-06,49.0,,7.0,28.8,1016.9,21.7,Adelaide,37.0,15.0,27.0,SE,17.5,No,29.7,No
S,0.0,1020.5,S,,2016-01-07,55.0,,2.0,29.6,1019.8,21.4,Adelaide,39.0,13.0,26.0,E,17.4,No,30.9,No
SSW,0.0,1023.5,WSW,,2016-01-08,50.0,,4.0,30.0,1020.2,20.0,Adelaide,26.0,15.0,25.0,WSW,13.8,No,31.1,No
,0.0,1020.2,WSW,,2016-01-09,45.0,,0.0,33.8,1017.7,22.9,Adelaide,22.0,15.0,13.0,WSW,16.3,No,34.8,No
,0.0,1015.5,E,,2016-01-10,29.0,,0.0,34.8,1013.0,27.4,Adelaide,28.0,6.0,14.0,NNW,19.3,No,37.6,No
NNE,0.0,1007.7,W,,2016-01-11,23.0,,7.0,36.8,1007.3,32.7,Adelaide,33.0,9.0,21.0,SSW,22.4,No,37.9,No
E,0.2,1010.9,W,,2016-01-12,37.0,,7.0,38.2,1009.2,30.2,Adelaide,24.0,11.0,21.0,W,22.5,No,39.8,No
NE,0.0,1009.3,W,,2016-01-13,30.0,,9.0,35.0,1009.9,29.8,Adelaide,43.0,11.0,28.0,WSW,23.2,No,35.1,No
S,0.0,1023.0,SE,,2016-01-14,55.0,,15.0,21.1,1024.8,18.1,Adelaide,41.0,17.0,33.0,SSE,17.3,No,23.7,No
E,0.0,1031.7,SE,,2016-01-15,38.0,,4.0,25.5,1027.3,16.7,Adelaide,35.0,13.0,19.0,ENE,13.5,No,25.7,No
SE,0.0,1026.0,WSW,,2016-01-16,42.0,,6.0,28.9,1022.0,19.0,Adelaide,35.0,17.0,24.0,E,15.8,No,30.1,No
SW,0.0,1018.9,WSW,,2016-01-17,30.0,,6.0,34.9,1015.9,24.7,Adelaide,28.0,15.0,11.0,WNW,15.9,No,36.6,No
,0.0,1014.2,W,,2016-01-18,23.0,,0.0,38.2,1012.3,28.5,Adelaide,28.0,13.0,12.0,WSW,19.0,No,38.5,No
NNE,0.0,1011.2,NW,,2016-01-19,14.0,,11.0,34.4,1009.8,31.6,Adelaide,37.0,13.0,24.0,NW,21.7,No,35.9,No
WSW,0.4,1009.9,WSW,,2016-01-20,58.0,,15.0,33.5,1009.0,28.1,Adelaide,31.0,17.0,40.0,SW,24.3,No,34.3,No
SE,0.2,1010.0,WSW,,2016-01-21,46.0,,6.0,35.7,1008.0,25.9,Adelaide,26.0,9.0,25.0,W,23.8,No,36.7,Yes
N,8.0,1008.9,ESE,,2016-01-22,77.0,,9.0,20.4,1008.7,24.5,Adelaide,61.0,9.0,93.0,WSW,21.5,Yes,29.9,Yes
SSE,7.6,1016.1,WSW,,2016-01-23,61.0,,11.0,25.0,1015.9,21.0,Adelaide,37.0,17.0,48.0,W,18.7,Yes,25.9,No
ESE,0.0,1017.2,SSE,,2016-01-24,64.0,,2.0,27.1,1013.9,19.3,Adelaide,37.0,11.0,34.0,S,15.2,No,28.5,No
SE,0.0,1016.9,S,,2016-01-25,61.0,,9.0,30.0,1014.7,20.8,Adelaide,28.0,11.0,29.0,SE,15.5,No,30.0,No
SW,0.0,1015.7,WSW,,2016-01-26,39.0,,6.0,32.0,1012.0,23.7,Adelaide,31.0,13.0,24.0,SW,17.5,No,33.3,No
N,0.0,1009.4,SW,,2016-01-27,26.0,,6.0,29.2,1008.0,26.6,Adelaide,37.0,19.0,28.0,SW,21.5,No,33.1,No
WSW,0.0,1010.1,SW,,2016-01-28,60.0,,11.0,21.1,1008.4,20.8,Adelaide,57.0,20.0,66.0,WSW,18.3,No,25.9,Yes
SSW,17.8,1008.2,W,,2016-01-29,86.0,,6.0,18.1,1004.0,14.7,Adelaide,50.0,15.0,54.0,W,12.6,Yes,19.5,Yes
S,18.6,1006.4,SW,,2016-01-30,67.0,,9.0,21.5,1005.4,17.7,Adelaide,35.0,15.0,48.0,SW,13.8,Yes,24.2,No
NNE,0.0,1006.6,SW,,2016-01-31,72.0,,7.0,23.7,1005.8,18.6,Adelaide,33.0,13.0,45.0,WSW,14.5,No,25.3,No
NE,0.0,1007.1,NW,,2016-02-01,63.0,,6.0,31.4,1003.7,21.1,Adelaide,48.0,9.0,20.0,E,15.1,No,33.1,Yes
NNE,13.2,995.5,S,,2016-02-02,61.0,,17.0,23.0,998.8,23.3,Adelaide,46.0,15.0,76.0,E,19.3,Yes,24.8,Yes
S,4.8,1013.5,S,,2016-02-03,66.0,,11.0,21.9,1014.9,19.1,Adelaide,37.0,13.0,46.0,S,16.8,Yes,22.9,No
SSE,0.0,1020.9,S,,2016-02-04,58.0,,15.0,23.5,1018.5,17.7,Adelaide,39.0,15.0,42.0,S,15.8,No,24.1,No
,0.0,1019.6,SE,,2016-02-05,67.0,,0.0,27.8,1015.4,16.4,Adelaide,30.0,11.0,36.0,ESE,13.8,No,29.5,No
,0.0,1015.6,SW,,2016-02-06,59.0,,0.0,30.4,1013.6,21.9,Adelaide,31.0,15.0,40.0,SSW,16.2,No,33.1,No
N,0.0,1017.5,SW,,2016-02-07,59.0,,6.0,30.0,1016.7,22.9,Adelaide,28.0,17.0,41.0,WSW,17.9,No,31.3,No
SE,0.0,1022.3,ESE,,2016-02-08,61.0,,2.0,28.2,1019.9,20.4,Adelaide,31.0,9.0,33.0,SE,15.0,No,29.5,No
SSW,0.0,1019.7,SW,,2016-02-09,52.0,,7.0,34.0,1016.1,22.8,Adelaide,24.0,15.0,25.0,WSW,16.2,No,34.8,No
SW,0.0,1015.2,WSW,,2016-02-10,32.0,,6.0,33.4,1012.3,24.2,Adelaide,30.0,15.0,25.0,WSW,16.9,No,34.7,No
NNW,0.0,1016.4,SSE,,2016-02-11,55.0,,6.0,31.3,1013.6,21.2,Adelaide,76.0,11.0,24.0,E,15.8,No,32.2,No
SSW,0.0,1015.5,WSW,,2016-02-12,56.0,,6.0,32.4,1012.5,21.6,Adelaide,30.0,11.0,24.0,SW,15.3,No,33.9,No
NNE,0.0,1012.5,SW,,2016-02-13,62.0,,7.0,26.4,1012.0,21.7,Adelaide,28.0,13.0,39.0,SW,16.8,No,29.3,No
SW,0.0,1016.5,SW,,2016-02-14,65.0,,9.0,24.4,1015.6,19.3,Adelaide,30.0,15.0,37.0,WSW,15.6,No,24.8,No
SSW,0.0,1017.8,WSW,,2016-02-15,58.0,,9.0,23.3,1016.5,18.2,Adelaide,33.0,15.0,41.0,WSW,15.5,No,24.3,No
SSE,0.0,1020.0,SE,,2016-02-16,67.0,,11.0,23.7,1019.3,17.9,Adelaide,35.0,11.0,33.0,SSE,15.4,No,24.4,No
SE,0.0,1020.7,W,,2016-02-17,56.0,,6.0,25.5,1017.0,16.8,Adelaide,41.0,20.0,43.0,WSW,13.1,No,26.0,No
SE,0.0,1014.1,NW,,2016-02-18,69.0,,2.0,26.3,1011.1,18.6,Adelaide,31.0,9.0,44.0,SW,14.0,No,27.5,No
S,0.0,1014.7,SW,,2016-02-19,66.0,,4.0,23.1,1015.4,19.2,Adelaide,37.0,15.0,51.0,SSE,15.6,No,24.5,No
E,0.0,1023.5,E,,2016-02-20,44.0,,9.0,24.3,1021.2,17.2,Adelaide,33.0,11.0,28.0,ESE,13.9,No,25.9,No
ENE,0.0,1020.7,N,,2016-02-21,30.0,,11.0,34.7,1018.0,24.0,Adelaide,26.0,7.0,15.0,N,17.1,No,37.0,No
W,0.0,1019.1,W,,2016-02-22,37.0,,4.0,36.7,1015.8,26.2,Adelaide,31.0,9.0,13.0,SE,23.9,No,39.5,No
S,0.0,1011.8,SW,,2016-02-23,39.0,,2.0,33.8,1011.5,27.2,Adelaide,37.0,13.0,30.0,S,22.2,No,37.0,No
,0.0,1011.0,SW,,2016-02-24,62.0,,0.0,25.2,1010.1,25.2,Adelaide,26.0,9.0,64.0,SW,22.6,No,27.7,No
SW,0.4,1014.0,WSW,,2016-02-25,73.0,,7.0,24.9,1016.0,20.9,Adelaide,35.0,15.0,44.0,SW,19.7,No,26.2,No
SSW,0.0,1022.2,WSW,,2016-02-26,63.0,,9.0,24.4,1021.4,19.8,Adelaide,37.0,20.0,46.0,SW,14.7,No,24.9,No
,0.0,1023.8,WSW,,2016-02-27,72.0,,0.0,24.7,1020.9,18.2,Adelaide,31.0,17.0,49.0,WNW,13.5,No,25.4,No
SW,0.0,1022.6,WSW,,2016-02-28,62.0,,4.0,27.1,1019.8,18.7,Adelaide,31.0,15.0,40.0,SE,13.2,No,29.7,No
SW,0.0,1020.5,SW,,2016-02-29,59.0,,4.0,29.7,1018.0,19.9,Adelaide,26.0,13.0,30.0,WSW,13.8,No,31.4,No
WNW,0.0,1015.7,WSW,,2016-03-01,42.0,,4.0,32.8,1014.5,24.8,Adelaide,24.0,9.0,19.0,WNW,17.3,No,33.3,No
,0.0,1016.5,SW,,2016-03-02,36.0,,0.0,32.8,1015.5,24.9,Adelaide,28.0,9.0,24.0,S,18.1,No,34.8,No
SW,0.0,1020.0,WSW,,2016-03-03,53.0,,7.0,32.2,1016.6,21.8,Adelaide,26.0,15.0,33.0,W,17.6,No,33.6,No
E,0.0,1015.7,SW,,2016-03-04,50.0,,2.0,31.1,1014.1,22.9,Adelaide,20.0,11.0,34.0,WSW,17.7,No,33.2,No
WSW,0.0,1017.3,SW,,2016-03-05,52.0,,2.0,36.6,1014.7,23.1,Adelaide,22.0,7.0,26.0,SE,18.9,No,38.7,No
WNW,0.2,1015.6,SSW,,2016-03-06,65.0,,6.0,34.4,1012.7,25.9,Adelaide,41.0,2.0,32.0,NNW,22.8,No,38.0,Yes
WNW,21.6,1016.3,WSW,,2016-03-07,63.0,,4.0,27.6,1016.8,25.4,Adelaide,33.0,17.0,55.0,SE,21.8,Yes,30.7,No
SW,0.0,1014.2,WNW,,2016-03-08,53.0,,4.0,35.8,1012.1,27.1,Adelaide,33.0,11.0,27.0,E,22.1,No,37.1,No
N,0.0,1015.8,NNE,,2016-03-09,75.0,,2.0,29.3,1015.3,24.1,Adelaide,24.0,9.0,47.0,NNW,22.4,No,30.3,Yes
,20.0,1018.4,WSW,,2016-03-10,93.0,,0.0,27.5,1015.9,21.9,Adelaide,22.0,9.0,65.0,SW,21.1,Yes,29.0,Yes
,2.4,1016.8,SW,,2016-03-11,76.0,,0.0,29.9,1015.2,23.9,Adelaide,28.0,13.0,51.0,WSW,20.3,Yes,31.4,No
SW,0.0,1019.9,ESE,,2016-03-12,75.0,,6.0,29.3,1018.2,22.3,Adelaide,20.0,7.0,49.0,SSE,20.1,No,30.8,No
,0.0,1018.9,WSW,,2016-03-13,69.0,,0.0,31.7,1016.7,21.9,Adelaide,26.0,15.0,38.0,W,17.6,No,32.2,No
SE,0.0,1019.8,SE,,2016-03-14,62.0,,11.0,25.5,1017.8,20.3,Adelaide,26.0,11.0,47.0,SE,18.4,No,26.7,No
SSE,0.0,1018.7,SSW,,2016-03-15,57.0,,4.0,28.3,1015.7,18.6,Adelaide,24.0,6.0,35.0,E,15.5,No,30.2,No
,0.0,1015.0,WSW,,2016-03-16,53.0,,0.0,32.7,1011.4,23.8,Adelaide,22.0,13.0,27.0,SSW,16.9,No,33.3,No
NE,0.0,1008.0,NW,,2016-03-17,44.0,,9.0,34.8,1003.6,28.4,Adelaide,35.0,11.0,30.0,W,23.2,No,35.4,Yes
SW,8.0,1010.8,SSW,,2016-03-18,49.0,,20.0,19.4,1012.7,17.1,Adelaide,57.0,20.0,37.0,SW,15.9,Yes,21.0,No
,0.4,1019.3,SW,,2016-03-19,63.0,,0.0,19.7,1018.6,15.9,Adelaide,31.0,15.0,55.0,SW,12.3,No,21.7,No
NNE,0.0,1021.3,SW,,2016-03-20,55.0,,6.0,22.3,1019.0,16.4,Adelaide,28.0,15.0,41.0,SW,12.0,No,23.6,No
,0.0,1020.7,SW,,2016-03-21,56.0,,0.0,23.4,1017.6,17.1,Adelaide,28.0,13.0,39.0,WSW,11.9,No,24.5,No
,0.0,1016.7,WSW,,2016-03-22,53.0,,0.0,29.2,1014.9,19.0,Adelaide,28.0,15.0,19.0,N,11.7,No,30.3,No
SSW,0.0,1017.3,SW,,2016-03-23,54.0,,7.0,22.1,1018.8,21.1,Adelaide,33.0,15.0,62.0,SW,17.7,No,25.3,No
E,0.0,1020.6,SW,,2016-03-24,66.0,,6.0,26.5,1017.9,19.6,Adelaide,17.0,9.0,45.0,WNW,18.4,No,27.7,Yes
SE,1.2,1023.9,WSW,,2016-03-25,61.0,,9.0,22.2,1021.3,16.7,Adelaide,37.0,19.0,45.0,W,13.6,Yes,23.4,No
SSE,0.0,1023.6,SW,,2016-03-26,53.0,,6.0,20.8,1022.3,17.1,Adelaide,22.0,11.0,53.0,WSW,12.5,No,21.4,No
E,0.0,1023.1,SE,,2016-03-27,68.0,,6.0,20.5,1020.5,16.4,Adelaide,33.0,7.0,43.0,ESE,15.5,No,21.7,No
E,0.0,1019.9,W,,2016-03-28,50.0,,13.0,22.0,1017.9,15.4,Adelaide,30.0,2.0,36.0,SE,14.7,No,22.7,No
SW,0.0,1022.7,S,,2016-03-29,56.0,,6.0,21.2,1020.7,15.4,Adelaide,33.0,15.0,34.0,SSE,14.3,No,21.7,No
N,0.0,1024.5,WSW,,2016-03-30,67.0,,7.0,19.4,1023.2,14.1,Adelaide,24.0,7.0,49.0,SW,9.2,No,20.3,No
NNE,0.0,1022.3,NW,,2016-03-31,75.0,,4.0,23.7,1019.3,14.0,Adelaide,22.0,11.0,36.0,WNW,9.9,No,23.9,No
NNE,0.0,1015.1,NW,,2016-04-01,43.0,,9.0,28.3,1012.1,19.0,Adelaide,33.0,13.0,25.0,NW,13.9,No,28.7,No
S,0.0,1020.4,WSW,,2016-04-02,69.0,,9.0,22.3,1021.8,18.7,Adelaide,33.0,19.0,47.0,WSW,15.9,No,23.8,No
E,0.0,1027.9,WSW,,2016-04-03,41.0,,11.0,20.6,1024.2,17.4,Adelaide,26.0,13.0,41.0,E,11.6,No,23.3,No
NNW,0.0,1021.4,W,,2016-04-04,45.0,,2.0,27.6,1016.0,18.6,Adelaide,24.0,9.0,25.0,N,10.5,No,27.6,No
NNE,0.0,1013.2,SW,,2016-04-05,30.0,,9.0,22.7,1012.1,22.5,Adelaide,33.0,15.0,55.0,WSW,14.5,No,28.2,Yes
SSW,4.6,1020.6,SW,,2016-04-06,82.0,,6.0,18.3,1021.7,14.6,Adelaide,39.0,15.0,51.0,SW,13.5,Yes,20.1,No
,0.2,1027.2,SW,,2016-04-07,71.0,,0.0,18.2,1023.6,13.9,Adelaide,22.0,13.0,49.0,WSW,8.8,No,19.9,No
,0.0,1026.1,SW,,2016-04-08,66.0,,0.0,18.9,1023.9,13.4,Adelaide,24.0,11.0,54.0,SSW,8.7,No,20.5,No
,0.0,1024.8,SW,,2016-04-09,76.0,,0.0,21.5,1022.4,15.9,Adelaide,20.0,9.0,50.0,SW,10.4,No,22.4,No
ENE,0.0,1024.7,SW,,2016-04-10,84.0,,2.0,21.2,1023.2,16.6,Adelaide,28.0,17.0,58.0,SW,13.0,No,22.6,No
SSW,0.4,1026.4,WSW,,2016-04-11,77.0,,9.0,22.0,1024.3,18.1,Adelaide,35.0,19.0,58.0,WSW,15.0,No,22.6,No
S,0.0,1028.3,SW,,2016-04-12,65.0,,7.0,21.7,1024.7,17.2,Adelaide,35.0,20.0,53.0,WSW,11.0,No,24.0,No
ENE,0.0,1027.8,WSW,,2016-04-13,59.0,,6.0,22.7,1024.2,17.9,Adelaide,24.0,13.0,48.0,WSW,10.4,No,24.1,No
,0.0,1025.3,NW,,2016-04-14,59.0,,0.0,26.0,1022.7,17.7,Adelaide,20.0,9.0,27.0,WNW,11.6,No,27.0,No
NE,0.0,1022.1,WSW,,2016-04-15,36.0,,7.0,27.6,1019.3,22.1,Adelaide,26.0,11.0,25.0,WSW,11.9,No,29.1,No
SSE,0.0,1023.5,SSE,,2016-04-16,66.0,,9.0,20.5,1022.6,19.2,Adelaide,30.0,13.0,57.0,ESE,11.9,No,21.4,No
ESE,0.0,1025.7,E,,2016-04-17,49.0,,9.0,21.2,1020.6,15.2,Adelaide,26.0,7.0,30.0,SSE,11.9,No,21.6,No
NE,0.0,1018.7,WNW,,2016-04-18,34.0,,11.0,24.1,1015.3,19.2,Adelaide,24.0,9.0,32.0,W,7.8,No,25.6,No
N,0.0,1016.9,SW,,2016-04-19,41.0,,6.0,28.8,1014.3,21.5,Adelaide,24.0,9.0,25.0,N,12.0,No,30.1,No
NNE,0.0,1015.5,SW,,2016-04-20,27.0,,9.0,25.9,1015.7,25.6,Adelaide,30.0,11.0,41.0,ENE,18.2,No,29.7,No
SSW,0.2,1022.5,SW,,2016-04-21,72.0,,13.0,22.9,1021.9,19.1,Adelaide,30.0,9.0,58.0,WSW,16.0,No,23.5,No
S,0.2,1030.4,SSE,,2016-04-22,70.0,,9.0,18.9,1028.3,15.6,Adelaide,30.0,11.0,42.0,SSE,12.7,No,20.2,No
,0.0,1032.0,ESE,,2016-04-23,49.0,,0.0,20.0,1028.3,15.0,Adelaide,26.0,9.0,35.0,ENE,9.1,No,20.3,No
N,0.0,1029.3,NE,,2016-04-24,52.0,,9.0,24.7,1025.4,17.7,Adelaide,26.0,9.0,21.0,E,10.3,No,25.3,No
NNE,0.0,1026.7,SW,,2016-04-25,31.0,,9.0,27.3,1023.6,21.7,Adelaide,26.0,6.0,21.0,N,9.1,No,28.1,No
NNE,0.0,1023.1,N,,2016-04-26,28.0,,7.0,29.4,1017.8,24.2,Adelaide,33.0,15.0,15.0,WNW,12.8,No,30.1,No
NNE,0.0,1014.7,NNW,,2016-04-27,24.0,,15.0,26.8,1012.5,24.6,Adelaide,44.0,15.0,24.0,N,19.9,No,27.6,No
NE,0.0,1018.0,N,,2016-04-28,84.0,,4.0,26.2,1012.4,17.3,Adelaide,28.0,7.0,40.0,NNE,16.4,No,26.9,Yes
NNE,4.0,1013.0,NW,,2016-04-29,82.0,,6.0,23.4,1011.1,17.8,Adelaide,33.0,9.0,56.0,N,16.5,Yes,24.2,No
NNE,0.0,1013.0,NW,,2016-04-30,53.0,,9.0,25.8,1007.5,19.4,Adelaide,46.0,19.0,18.0,WNW,12.4,No,26.3,Yes
WSW,1.6,1016.9,SSW,,2016-05-01,69.0,,11.0,17.7,1017.1,14.3,Adelaide,50.0,9.0,36.0,WNW,12.9,Yes,18.3,No
N,0.0,1014.8,WNW,,2016-05-02,63.0,,13.0,19.2,1011.5,14.3,Adelaide,43.0,19.0,57.0,WNW,12.4,No,19.8,No
NW,0.8,1007.7,W,,2016-05-03,87.0,,15.0,17.2,1008.0,16.2,Adelaide,54.0,20.0,86.0,WNW,14.3,No,19.6,Yes
NNE,5.2,1017.4,NW,,2016-05-04,82.0,,7.0,17.6,1015.7,14.1,Adelaide,28.0,11.0,67.0,SW,11.1,Yes,18.5,No
NNE,0.0,1016.2,NW,,2016-05-05,57.0,,11.0,24.2,1012.2,17.7,Adelaide,39.0,13.0,38.0,NW,12.9,No,24.5,No
NE,0.0,1016.0,WNW,,2016-05-06,65.0,,7.0,23.0,1013.1,17.6,Adelaide,20.0,7.0,52.0,N,12.1,No,25.0,No
,0.0,1013.4,N,,2016-05-07,70.0,,0.0,20.5,1011.0,16.5,Adelaide,48.0,11.0,52.0,NNE,12.0,No,24.3,No
NE,0.4,1002.0,NNW,,2016-05-08,78.0,,11.0,18.0,998.6,17.9,Adelaide,39.0,11.0,92.0,NNE,16.4,No,19.7,No
N,0.8,993.2,NW,,2016-05-09,75.0,,22.0,18.0,992.7,14.6,Adelaide,65.0,28.0,75.0,WNW,13.1,No,18.1,Yes
SW,16.0,1016.2,WSW,,2016-05-10,68.0,,17.0,17.6,1019.2,15.2,Adelaide,48.0,13.0,50.0,WSW,14.1,Yes,18.3,No
W,0.6,1021.2,WNW,,2016-05-11,69.0,,19.0,16.6,1019.6,15.8,Adelaide,43.0,11.0,76.0,W,13.3,No,19.0,Yes
WNW,4.6,1021.3,WNW,,2016-05-12,93.0,,9.0,17.9,1020.4,16.7,Adelaide,33.0,15.0,75.0,WNW,15.3,Yes,18.7,No
NNE,0.4,1024.0,NNW,,2016-05-13,84.0,,9.0,21.0,1020.9,14.5,Adelaide,24.0,11.0,43.0,NNW,10.6,No,21.4,No
NNE,0.0,1021.1,NNW,,2016-05-14,55.0,,11.0,22.3,1017.3,16.7,Adelaide,31.0,15.0,32.0,NNW,11.1,No,23.1,No
SE,0.0,1019.8,SW,,2016-05-15,82.0,,2.0,20.4,1018.2,16.8,Adelaide,20.0,9.0,59.0,WSW,13.2,No,21.0,No
NNE,0.6,1017.2,NW,,2016-05-16,83.0,,11.0,21.8,1013.8,14.3,Adelaide,33.0,17.0,47.0,N,10.1,No,22.4,No
WSW,0.2,1020.9,NNW,,2016-05-17,54.0,,13.0,18.8,1019.2,16.9,Adelaide,28.0,6.0,48.0,W,14.2,No,19.8,No
NE,0.0,1021.0,W,,2016-05-18,70.0,,9.0,19.7,1018.8,13.6,Adelaide,28.0,11.0,47.0,WSW,9.1,No,20.1,No
NNW,0.0,1021.0,WNW,,2016-05-19,79.0,,7.0,17.9,1019.3,15.1,Adelaide,31.0,15.0,63.0,WSW,13.0,No,18.5,No
,0.2,1024.0,NNE,,2016-05-20,87.0,,0.0,18.5,1021.6,15.7,Adelaide,17.0,2.0,64.0,NW,14.0,No,18.9,No
NNE,0.0,1020.8,NW,,2016-05-21,50.0,,9.0,23.4,1015.6,17.7,Adelaide,33.0,11.0,34.0,N,13.9,No,24.3,No
NNE,0.0,1009.3,N,,2016-05-22,36.0,,13.0,17.1,1010.2,20.5,Adelaide,57.0,13.0,69.0,WNW,17.7,No,23.2,Yes
W,7.2,1023.2,NW,,2016-05-23,63.0,,13.0,18.1,1022.7,15.9,Adelaide,35.0,11.0,59.0,W,10.8,Yes,19.0,No
NNE,0.4,1023.7,N,,2016-05-24,82.0,,6.0,20.8,1017.7,14.5,Adelaide,28.0,11.0,37.0,N,10.6,No,21.0,Yes
NE,3.4,1013.0,NNE,,2016-05-25,85.0,,7.0,14.2,1007.7,11.7,Adelaide,30.0,6.0,92.0,N,11.2,Yes,14.5,Yes
,24.2,1009.7,WSW,,2016-05-26,89.0,,0.0,16.4,1009.8,13.1,Adelaide,28.0,13.0,54.0,SW,11.4,Yes,17.0,Yes
WNW,2.8,1008.9,W,,2016-05-27,82.0,,13.0,12.9,1006.8,13.8,Adelaide,48.0,19.0,71.0,SW,10.2,Yes,16.3,Yes
SSW,17.0,1016.3,SSW,,2016-05-28,63.0,,9.0,15.7,1016.6,12.8,Adelaide,26.0,7.0,54.0,W,9.1,Yes,17.0,No
NE,0.0,1019.6,NE,,2016-05-29,52.0,,9.0,15.5,1017.7,12.9,Adelaide,26.0,7.0,55.0,NNE,8.9,No,16.3,Yes
NE,1.2,1019.7,NNE,,2016-05-30,74.0,,7.0,17.3,1018.5,13.3,Adelaide,33.0,11.0,57.0,N,11.8,Yes,17.8,No
NE,0.4,1023.8,NNE,,2016-05-31,55.0,,9.0,16.8,1022.0,15.9,Adelaide,26.0,4.0,66.0,NNE,13.3,No,18.2,No
NE,0.2,1025.7,N,,2016-06-01,70.0,,6.0,19.3,1023.0,14.8,Adelaide,20.0,7.0,49.0,NNE,9.5,No,20.0,No
NE,0.2,1024.4,,,2016-06-02,67.0,,4.0,12.7,1022.4,14.3,Adelaide,20.0,0.0,93.0,NNE,9.6,No,19.0,Yes
,18.4,1023.2,WNW,,2016-06-03,83.0,,0.0,17.3,1020.0,12.4,Adelaide,28.0,7.0,59.0,E,6.7,Yes,17.9,No
,0.0,1018.8,WSW,,2016-06-04,82.0,,0.0,15.7,1013.8,10.3,Adelaide,24.0,13.0,65.0,WSW,5.7,No,16.7,No
N,0.2,1007.7,WSW,,2016-06-05,85.0,,11.0,15.1,1005.5,11.6,Adelaide,44.0,20.0,66.0,W,9.7,No,15.8,Yes
W,11.4,1006.8,SW,,2016-06-06,93.0,,13.0,15.3,1007.2,12.6,Adelaide,50.0,20.0,66.0,W,10.8,Yes,15.9,Yes
WSW,1.6,1011.8,WSW,,2016-06-07,71.0,,13.0,15.4,1009.9,14.3,Adelaide,30.0,13.0,63.0,SW,12.0,Yes,17.0,Yes
NE,3.8,1002.4,NNW,,2016-06-08,93.0,,13.0,17.8,998.5,12.3,Adelaide,50.0,17.0,65.0,N,11.6,Yes,18.0,Yes
SW,5.2,1005.6,SW,,2016-06-09,88.0,,15.0,14.7,1013.9,14.4,Adelaide,50.0,19.0,65.0,SSW,11.6,Yes,15.7,Yes
WNW,2.4,1021.7,WNW,,2016-06-10,74.0,,9.0,15.5,1021.7,13.7,Adelaide,39.0,17.0,70.0,NW,12.3,Yes,16.2,Yes
,1.8,1030.6,S,,2016-06-11,77.0,,0.0,15.4,1031.2,12.3,Adelaide,35.0,9.0,57.0,SW,7.6,Yes,16.1,No
,0.0,1038.3,NNE,,2016-06-12,75.0,,0.0,14.7,1035.2,10.5,Adelaide,20.0,9.0,42.0,ESE,5.8,No,15.4,No
NE,0.0,1034.2,NNE,,2016-06-13,58.0,,9.0,13.7,1030.6,8.6,Adelaide,30.0,9.0,40.0,NNE,3.6,No,14.7,No
,0.0,1033.4,SW,,2016-06-14,71.0,,0.0,20.1,1030.9,12.7,Adelaide,19.0,9.0,47.0,NNE,5.3,No,20.8,No
NNE,0.0,1029.9,N,,2016-06-15,56.0,,4.0,20.0,1024.5,13.6,Adelaide,30.0,13.0,41.0,NNE,9.0,No,20.3,Yes
NNE,2.4,1015.4,N,,2016-06-16,77.0,,9.0,15.1,1010.1,15.3,Adelaide,33.0,9.0,82.0,NE,13.4,Yes,16.0,Yes
,4.0,1013.3,SSE,,2016-06-17,96.0,,0.0,16.4,1012.9,14.6,Adelaide,20.0,7.0,71.0,S,13.6,Yes,17.1,No
