RainToday,Evaporation,WindDir3pm,Temp3pmF,MaxTempF,Cloud3pm,WindSpeed9am,Rainfall,Date,Location,Humidity3pm,MinTempF,WindGustDir,RainTomorrow,Sunshine,WindDir9am,Humidity9am,Pressure3pm,WindSpeed3pm,Cloud9am,Temp9amF,WindGustSpeed,Pressure9am
No,3.2,SE,69.08,71.6,6.0,11.0,0.0,2015-05-24,AliceSprings,33.0,34.7,ENE,No,9.2,E,37.0,1020.5,11.0,3.0,53.78,30.0,1023.3
No,3.8,SSW,71.6,71.78,7.0,2.0,0.0,2015-05-25,AliceSprings,37.0,45.5,ESE,No,2.5,NW,38.0,1021.1,4.0,6.0,60.440000000000005,26.0,1023.7
No,2.4,ESE,78.25999999999999,79.16,5.0,0.0,0.0,2015-05-26,AliceSprings,25.0,52.52,ESE,No,8.3,,45.0,1019.7,11.0,6.0,63.68,26.0,1023.9
No,3.6,ESE,81.68,83.48,3.0,0.0,0.0,2015-05-27,AliceSprings,29.0,56.48,E,No,7.8,,52.0,1016.8,13.0,4.0,65.48,30.0,1021.6
No,5.6,SSE,83.48,83.66,7.0,0.0,0.0,2015-05-28,AliceSprings,36.0,52.34,ENE,No,7.5,,65.0,1016.8,9.0,6.0,66.02,30.0,1020.4
No,4.0,SE,83.3,85.1,2.0,2.0,0.0,2015-05-29,AliceSprings,26.0,49.28,E,No,10.1,SE,67.0,1017.1,13.0,2.0,62.059999999999995,24.0,1021.7
No,5.0,SSE,73.94,75.2,1.0,15.0,0.0,2015-05-30,AliceSprings,47.0,54.32,SSE,No,6.6,SE,80.0,1017.3,15.0,6.0,60.980000000000004,37.0,1021.9
No,6.2,SSE,61.34,67.46,7.0,19.0,0.0,2015-05-31,AliceSprings,75.0,60.62,SSE,No,2.1,ESE,64.0,1019.7,20.0,6.0,63.14,35.0,1021.3
No,5.0,ESE,64.04,66.02,2.0,20.0,0.0,2015-06-01,AliceSprings,44.0,53.24,ESE,No,8.8,ESE,65.0,1022.6,20.0,6.0,54.5,41.0,1024.6
No,5.6,ESE,71.96,72.86,2.0,11.0,0.0,2015-06-02,AliceSprings,26.0,39.92,E,No,10.6,E,50.0,1020.6,19.0,2.0,54.32,31.0,1025.3
No,4.0,NNW,81.68,84.02,3.0,6.0,0.0,2015-06-03,AliceSprings,21.0,45.68,SW,No,7.6,NNE,37.0,1018.6,9.0,7.0,61.519999999999996,35.0,1021.9
No,4.0,SE,74.84,76.46,1.0,9.0,0.0,2015-06-04,AliceSprings,24.0,46.76,SE,No,10.7,W,37.0,1022.4,20.0,0.0,61.88,33.0,1024.8
No,5.6,ESE,72.5,74.3,1.0,6.0,0.0,2015-06-05,AliceSprings,26.0,41.36,ESE,No,10.7,SW,56.0,1023.9,24.0,0.0,54.14,43.0,1027.4
No,5.2,E,68.0,69.98,1.0,2.0,0.0,2015-06-06,AliceSprings,20.0,36.86,E,No,10.4,E,48.0,1022.6,19.0,3.0,51.26,33.0,1027.4
No,4.2,ESE,70.16,71.42,3.0,0.0,0.0,2015-06-07,AliceSprings,17.0,34.34,ESE,No,9.0,,51.0,1021.7,13.0,5.0,46.4,26.0,1025.7
No,4.0,SSE,69.25999999999999,70.16,1.0,2.0,0.0,2015-06-08,AliceSprings,21.0,32.54,ESE,No,,WSW,43.0,1020.8,13.0,2.0,49.82,26.0,1024.5
No,,ESE,67.1,69.8,,7.0,0.0,2015-06-09,AliceSprings,27.0,35.96,SSE,No,,W,43.0,1023.3,15.0,,51.08,33.0,1026.2
No,,SE,60.62,61.7,2.0,11.0,0.0,2015-06-10,AliceSprings,49.0,42.980000000000004,SE,No,,SE,72.0,1024.9,19.0,1.0,51.44,35.0,1027.8
No,10.6,ESE,67.64,67.82,1.0,11.0,0.0,2015-06-11,AliceSprings,34.0,42.980000000000004,ESE,No,8.2,S,73.0,1022.6,17.0,6.0,50.54,35.0,1026.8
No,3.6,E,69.8,70.52,2.0,4.0,0.0,2015-06-12,AliceSprings,34.0,42.260000000000005,ESE,No,,WNW,57.0,1019.2,22.0,6.0,51.08,35.0,1023.9
No,4.0,SE,72.5,75.02,7.0,0.0,0.0,2015-06-13,AliceSprings,49.0,45.86,ESE,Yes,,,62.0,1016.7,13.0,6.0,55.58,26.0,1020.8
Yes,2.2,NW,71.24000000000001,73.94,5.0,2.0,2.4,2015-06-14,AliceSprings,50.0,50.36,WNW,No,7.5,W,97.0,1015.7,7.0,8.0,56.3,30.0,1019.7
No,2.4,WNW,75.56,78.08,6.0,9.0,0.0,2015-06-15,AliceSprings,35.0,50.36,WNW,No,7.5,NE,90.0,1016.0,13.0,8.0,60.26,31.0,1019.8
No,2.4,SE,69.62,75.56,6.0,4.0,0.0,2015-06-16,AliceSprings,58.0,52.879999999999995,S,No,6.0,E,90.0,1017.3,15.0,5.0,59.0,39.0,1019.1
No,3.0,E,66.38,68.72,1.0,0.0,0.0,2015-06-17,AliceSprings,38.0,42.08,S,No,9.8,,78.0,1018.7,15.0,1.0,53.42,48.0,1022.1
No,3.6,ESE,64.58,65.84,1.0,2.0,0.0,2015-06-18,AliceSprings,36.0,39.02,E,No,9.8,WSW,75.0,1020.1,17.0,1.0,50.54,28.0,1023.3
No,3.2,ESE,62.6,63.86,0.0,2.0,0.0,2015-06-19,AliceSprings,36.0,36.86,SSE,No,10.2,NNE,68.0,1021.9,17.0,1.0,49.64,33.0,1025.0
No,3.8,E,61.7,63.68,0.0,9.0,0.0,2015-06-20,AliceSprings,42.0,35.78,E,No,9.8,E,68.0,1021.8,11.0,1.0,50.36,33.0,1025.5
No,2.8,ENE,68.18,69.44,0.0,9.0,0.0,2015-06-21,AliceSprings,20.0,33.26,ENE,No,9.8,ENE,63.0,1019.9,9.0,0.0,49.64,26.0,1023.7
No,4.0,N,75.38,76.28,0.0,7.0,0.0,2015-06-22,AliceSprings,7.0,34.52,N,No,10.5,NW,36.0,1017.0,17.0,0.0,54.32,30.0,1021.2
No,5.0,SSW,77.9,78.98,0.0,0.0,0.0,2015-06-23,AliceSprings,11.0,42.44,SSW,No,10.4,,27.0,1018.0,19.0,1.0,62.24,33.0,1019.8
No,5.2,SE,62.6,63.32,1.0,13.0,0.0,2015-06-24,AliceSprings,39.0,39.92,SSE,No,6.5,S,57.0,1026.1,22.0,6.0,51.44,35.0,1027.8
No,3.8,ESE,59.36,60.8,1.0,15.0,0.0,2015-06-25,AliceSprings,37.0,35.42,E,No,9.2,SE,58.0,1027.8,28.0,5.0,50.72,41.0,1031.3
No,4.0,SSE,59.18,60.440000000000005,0.0,6.0,0.0,2015-06-26,AliceSprings,41.0,32.36,ESE,No,7.0,SSE,86.0,1027.2,17.0,7.0,42.8,31.0,1031.0
No,3.0,E,61.34,62.959999999999994,1.0,13.0,0.0,2015-06-27,AliceSprings,38.0,31.64,E,No,8.9,SE,71.0,1025.1,17.0,7.0,48.379999999999995,35.0,1029.4
No,2.6,E,66.56,68.54,1.0,0.0,0.0,2015-06-28,AliceSprings,35.0,34.88,E,No,10.2,,68.0,1023.9,15.0,0.0,47.3,39.0,1028.5
No,4.0,S,70.34,71.78,2.0,7.0,0.0,2015-06-29,AliceSprings,41.0,44.78,S,No,9.4,SE,66.0,1022.6,20.0,2.0,56.3,33.0,1026.4
No,4.0,ESE,64.04,65.48,1.0,15.0,0.0,2015-06-30,AliceSprings,49.0,48.56,ESE,No,4.6,SE,84.0,1025.5,19.0,8.0,54.32,33.0,1028.8
No,3.8,SSE,66.56,67.1,1.0,4.0,0.0,2015-07-01,AliceSprings,37.0,37.76,ESE,No,9.0,SW,80.0,1026.2,15.0,7.0,50.36,26.0,1030.0
No,2.0,SE,64.4,65.66,0.0,0.0,0.0,2015-07-02,AliceSprings,20.0,33.26,SSE,No,10.2,,68.0,1025.2,17.0,0.0,48.92,43.0,1028.9
No,5.2,E,63.68,64.94,0.0,0.0,0.0,2015-07-03,AliceSprings,21.0,30.92,ESE,No,10.5,,51.0,1022.0,9.0,0.0,45.86,28.0,1026.8
No,3.6,SSW,64.58,65.84,0.0,7.0,0.0,2015-07-04,AliceSprings,19.0,28.94,S,No,10.4,WNW,50.0,1020.5,17.0,0.0,45.32,31.0,1023.5
No,3.2,N,65.48,67.64,0.0,6.0,0.0,2015-07-05,AliceSprings,18.0,30.74,ESE,No,10.5,NW,47.0,1019.6,7.0,0.0,45.68,19.0,1023.1
No,3.8,ESE,69.62,71.24000000000001,0.0,6.0,0.0,2015-07-06,AliceSprings,22.0,32.9,E,No,10.4,WNW,39.0,1018.7,15.0,0.0,47.66,31.0,1021.9
No,3.2,E,67.1,68.36,1.0,0.0,0.0,2015-07-07,AliceSprings,23.0,34.7,E,No,10.4,,47.0,1019.7,19.0,1.0,49.1,41.0,1022.9
No,4.2,SE,65.84,67.1,1.0,0.0,0.0,2015-07-08,AliceSprings,23.0,34.88,E,No,10.4,,46.0,1018.5,15.0,0.0,48.02,31.0,1022.4
No,4.0,NNW,70.88,72.5,1.0,4.0,0.0,2015-07-09,AliceSprings,18.0,31.64,ENE,No,10.4,E,40.0,1018.0,11.0,0.0,53.24,28.0,1021.8
No,4.6,SSW,73.58,75.02,3.0,17.0,0.0,2015-07-10,AliceSprings,22.0,49.64,NNW,No,9.5,WSW,39.0,1018.8,9.0,1.0,57.74,24.0,1022.1
No,4.2,S,62.6,65.12,1.0,13.0,0.0,2015-07-11,AliceSprings,22.0,38.12,SSW,No,10.6,WSW,58.0,1023.3,19.0,2.0,52.16,31.0,1025.8
No,4.0,SSW,57.02,58.64,0.0,9.0,0.0,2015-07-12,AliceSprings,31.0,34.34,SSE,No,10.5,S,52.0,1025.9,17.0,0.0,45.68,35.0,1029.0
No,4.0,SE,59.540000000000006,60.980000000000004,1.0,11.0,0.0,2015-07-13,AliceSprings,36.0,31.46,ESE,No,10.4,SSE,58.0,1025.8,20.0,1.0,45.32,33.0,1029.5
No,3.2,ESE,55.94,58.459999999999994,7.0,7.0,0.0,2015-07-14,AliceSprings,44.0,32.36,SE,No,3.5,WNW,60.0,1023.4,9.0,4.0,43.879999999999995,28.0,1027.0
No,2.4,SSE,57.02,58.64,7.0,17.0,0.0,2015-07-15,AliceSprings,50.0,41.0,SSE,No,2.3,SSE,60.0,1023.2,20.0,6.0,50.0,35.0,1025.6
No,2.6,SE,58.1,59.9,0.0,11.0,0.0,2015-07-16,AliceSprings,28.0,33.26,SE,No,9.5,SSE,54.0,1024.2,22.0,4.0,46.94,46.0,1027.7
No,3.6,SE,57.74,59.36,0.0,0.0,0.0,2015-07-17,AliceSprings,25.0,27.86,ESE,No,10.4,,,1025.5,20.0,1.0,43.34,41.0,1028.3
No,3.8,ESE,58.28,59.72,0.0,6.0,0.0,2015-07-18,AliceSprings,27.0,25.52,ESE,No,10.5,SSE,45.0,1025.8,19.0,0.0,43.16,37.0,1029.1
No,3.2,SE,58.64,60.62,0.0,4.0,0.0,2015-07-19,AliceSprings,24.0,24.98,E,No,10.5,SE,59.0,1024.6,15.0,0.0,40.82,37.0,1028.8
No,3.6,ENE,62.6,64.75999999999999,0.0,0.0,0.0,2015-07-20,AliceSprings,16.0,23.0,E,No,10.5,,42.0,1022.4,9.0,0.0,42.260000000000005,28.0,1026.6
No,4.0,NNW,72.32,73.04,1.0,7.0,0.0,2015-07-21,AliceSprings,1.0,28.580000000000002,N,No,10.5,NNW,21.0,1018.4,19.0,1.0,54.68,37.0,1023.2
No,5.0,SW,76.1,76.82,3.0,7.0,0.0,2015-07-22,AliceSprings,11.0,46.04,S,No,8.4,SSW,14.0,1019.6,11.0,4.0,55.4,28.0,1021.7
No,6.2,NW,79.7,83.48,7.0,15.0,0.0,2015-07-23,AliceSprings,8.0,53.96,N,No,3.7,N,8.0,1016.7,26.0,7.0,67.28,52.0,1020.4
No,7.6,SSW,63.86,68.54,7.0,4.0,0.0,2015-07-24,AliceSprings,61.0,54.68,SSW,No,1.1,SW,42.0,1020.3,13.0,7.0,60.440000000000005,41.0,1022.3
No,2.6,ESE,67.46,68.72,1.0,13.0,0.0,2015-07-25,AliceSprings,33.0,55.94,E,No,4.0,ESE,58.0,1021.3,19.0,6.0,59.72,35.0,1024.6
No,4.0,SSE,61.7,67.64,7.0,9.0,0.0,2015-07-26,AliceSprings,53.0,42.260000000000005,SSE,No,6.0,SSE,72.0,1025.7,22.0,1.0,53.06,37.0,1028.0
No,4.4,SE,64.4,64.94,0.0,13.0,0.0,2015-07-27,AliceSprings,33.0,45.14,ESE,No,9.5,SE,59.0,1029.2,26.0,4.0,51.8,44.0,1032.9
No,5.6,E,61.34,63.32,0.0,13.0,0.0,2015-07-28,AliceSprings,19.0,30.2,ESE,No,10.6,ESE,54.0,1028.0,22.0,1.0,45.32,41.0,1034.1
No,4.4,ESE,68.0,69.8,0.0,0.0,0.0,2015-07-29,AliceSprings,11.0,26.6,ENE,No,10.6,,41.0,1024.2,11.0,1.0,46.94,26.0,1029.2
No,4.4,S,76.1,77.18,0.0,0.0,0.0,2015-07-30,AliceSprings,3.0,31.46,SSE,No,10.7,,26.0,1022.4,11.0,0.0,49.64,22.0,1026.1
No,4.6,E,79.16,81.32,0.0,0.0,0.0,2015-07-31,AliceSprings,3.0,41.9,E,No,10.7,,18.0,1019.1,13.0,0.0,57.92,31.0,1023.3
No,6.8,NNW,84.2,85.82,0.0,19.0,0.0,2015-08-01,AliceSprings,6.0,48.02,NNW,No,10.6,N,15.0,1015.3,26.0,0.0,67.1,41.0,1019.7
No,7.6,SSE,70.88,73.4,0.0,11.0,0.0,2015-08-02,AliceSprings,37.0,46.4,SE,No,10.6,SSW,37.0,1021.1,20.0,0.0,60.62,41.0,1023.0
No,5.6,SE,62.059999999999995,62.959999999999994,0.0,20.0,0.0,2015-08-03,AliceSprings,24.0,39.74,ESE,No,10.7,SE,48.0,1025.5,24.0,0.0,51.26,44.0,1028.8
No,5.8,ESE,62.6,62.78,0.0,17.0,0.0,2015-08-04,AliceSprings,28.0,32.72,SE,No,10.7,SE,49.0,1024.9,22.0,1.0,50.0,46.0,1029.1
No,4.6,S,61.519999999999996,62.6,0.0,17.0,0.0,2015-08-05,AliceSprings,27.0,30.56,ESE,No,10.7,SE,49.0,1023.2,20.0,0.0,49.82,39.0,1026.8
No,4.4,E,63.32,65.12,0.0,2.0,0.0,2015-08-06,AliceSprings,25.0,29.84,ESE,No,10.7,NE,54.0,1022.6,19.0,0.0,47.66,39.0,1026.3
No,4.6,SE,66.2,68.54,0.0,17.0,0.0,2015-08-07,AliceSprings,25.0,30.56,E,No,10.8,E,49.0,1021.7,13.0,0.0,50.18,37.0,1025.0
No,4.4,NE,72.32,73.22,0.0,9.0,0.0,2015-08-08,AliceSprings,16.0,31.64,N,No,10.8,E,35.0,1018.3,13.0,0.0,54.5,24.0,1023.4
No,4.2,NNW,77.54,79.7,0.0,2.0,0.0,2015-08-09,AliceSprings,10.0,37.4,N,No,10.8,W,24.0,1016.1,6.0,0.0,58.82,28.0,1020.1
No,6.2,SW,75.56,78.62,0.0,15.0,0.0,2015-08-10,AliceSprings,15.0,43.7,SSW,No,10.8,SW,23.0,1017.5,7.0,0.0,61.34,31.0,1021.7
No,5.4,WSW,78.08,79.52,1.0,11.0,0.0,2015-08-11,AliceSprings,11.0,41.9,W,No,10.8,WNW,25.0,1016.6,26.0,1.0,60.440000000000005,41.0,1020.2
No,8.0,S,61.88,63.68,1.0,22.0,0.0,2015-08-12,AliceSprings,17.0,43.16,SSW,No,10.9,S,37.0,1022.4,19.0,1.0,53.6,41.0,1025.0
No,6.4,ESE,63.68,66.92,1.0,11.0,0.0,2015-08-13,AliceSprings,27.0,31.46,ESE,No,11.0,ESE,40.0,1023.1,17.0,0.0,49.64,33.0,1027.2
No,4.2,ESE,67.1,69.44,0.0,0.0,0.0,2015-08-14,AliceSprings,23.0,31.82,ESE,No,10.9,,43.0,1024.3,20.0,0.0,49.64,35.0,1027.6
No,4.4,ESE,68.18,69.44,0.0,2.0,0.0,2015-08-15,AliceSprings,20.0,35.06,ESE,No,10.9,NE,46.0,1025.7,20.0,0.0,52.879999999999995,37.0,1029.5
No,5.4,SE,68.72,70.34,0.0,0.0,0.0,2015-08-16,AliceSprings,16.0,33.8,E,No,11.0,,38.0,1023.2,15.0,0.0,54.32,37.0,1027.7
No,5.2,SSE,69.98,71.24000000000001,0.0,4.0,0.0,2015-08-17,AliceSprings,17.0,36.86,SSE,No,11.0,WNW,33.0,1021.2,17.0,0.0,54.86,43.0,1025.6
No,6.8,E,71.78,73.22,4.0,0.0,0.0,2015-08-18,AliceSprings,16.0,36.32,E,No,11.1,,34.0,1019.8,20.0,1.0,56.3,37.0,1023.5
No,5.4,E,79.34,80.96,1.0,0.0,0.0,2015-08-19,AliceSprings,11.0,41.36,E,No,10.8,,30.0,1017.7,7.0,2.0,60.08,33.0,1022.5
No,4.8,N,82.4,84.02,5.0,17.0,0.0,2015-08-20,AliceSprings,9.0,50.54,NW,No,9.4,N,19.0,1014.4,13.0,7.0,67.64,33.0,1019.8
No,9.4,WNW,87.44,90.14,3.0,17.0,0.0,2015-08-21,AliceSprings,5.0,67.46,WNW,No,9.4,NNW,10.0,1012.8,26.0,6.0,73.75999999999999,43.0,1016.3
No,11.6,NNW,89.96000000000001,91.94,1.0,19.0,0.0,2015-08-22,AliceSprings,10.0,57.56,NNW,No,10.9,N,14.0,1012.3,28.0,0.0,78.62,57.0,1016.5
No,13.4,WSW,85.28,87.26,2.0,20.0,0.0,2015-08-23,AliceSprings,13.0,66.02,WSW,No,11.1,W,21.0,1014.3,26.0,1.0,76.64,44.0,1016.4
No,11.4,SE,66.56,70.16,6.0,19.0,0.0,2015-08-24,AliceSprings,30.0,44.96,SSE,No,10.9,S,39.0,1020.4,13.0,1.0,58.64,31.0,1023.6
No,4.2,ESE,67.1,68.36,6.0,24.0,0.0,2015-08-25,AliceSprings,34.0,43.7,E,No,8.9,E,52.0,1019.6,20.0,2.0,57.02,41.0,1023.7
No,5.0,ESE,62.959999999999994,65.3,7.0,15.0,0.4,2015-08-26,AliceSprings,62.0,48.2,SE,No,5.7,E,81.0,1019.2,22.0,7.0,54.68,37.0,1022.6
No,3.2,ENE,65.84,67.46,7.0,20.0,0.0,2015-08-27,AliceSprings,44.0,53.06,E,No,9.5,E,65.0,1021.1,22.0,6.0,55.76,39.0,1024.7
No,5.8,N,67.28,69.62,7.0,24.0,0.0,2015-08-28,AliceSprings,31.0,48.56,E,No,5.2,E,37.0,1020.3,17.0,7.0,55.76,39.0,1025.0
No,5.6,WSW,71.6,74.3,0.0,13.0,0.0,2015-08-29,AliceSprings,18.0,39.38,E,No,11.4,E,28.0,1020.2,15.0,1.0,58.459999999999994,31.0,1024.3
No,6.0,ESE,77.0,78.62,0.0,11.0,0.0,2015-08-30,AliceSprings,14.0,39.2,SE,No,11.3,ENE,22.0,1018.1,13.0,0.0,59.540000000000006,28.0,1022.7
No,7.2,NNW,78.25999999999999,79.88,6.0,4.0,0.0,2015-08-31,AliceSprings,11.0,52.7,N,No,7.4,S,25.0,1015.5,24.0,7.0,62.059999999999995,35.0,1020.1
No,7.0,NNW,83.48,86.36,6.0,31.0,0.0,2015-09-01,AliceSprings,12.0,61.88,NW,No,8.8,NNW,15.0,1008.1,33.0,6.0,73.94,59.0,1013.6
No,11.8,SSW,72.86,74.48,0.0,22.0,0.0,2015-09-02,AliceSprings,7.0,55.4,SW,No,11.5,S,24.0,1016.1,17.0,0.0,60.62,39.0,1018.6
No,8.0,ESE,66.74000000000001,70.34,0.0,13.0,0.0,2015-09-03,AliceSprings,40.0,39.02,ESE,No,11.3,SSE,37.0,1020.2,13.0,0.0,55.04,37.0,1024.0
No,7.0,SW,72.68,77.0,0.0,11.0,0.0,2015-09-04,AliceSprings,23.0,39.56,ESE,No,11.0,ESE,43.0,1020.0,17.0,0.0,57.2,30.0,1024.5
No,3.8,E,76.82,77.72,1.0,7.0,0.0,2015-09-05,AliceSprings,15.0,40.28,ESE,No,11.1,NE,39.0,1017.5,11.0,0.0,60.26,28.0,1023.4
No,5.8,SSE,86.0,86.9,1.0,20.0,0.0,2015-09-06,AliceSprings,10.0,43.519999999999996,SSW,No,11.2,NNW,22.0,1015.3,9.0,0.0,69.98,33.0,1019.1
No,8.0,ESE,70.88,73.4,1.0,28.0,0.0,2015-09-07,AliceSprings,20.0,47.66,ESE,No,11.1,SE,35.0,1020.9,19.0,1.0,60.62,44.0,1024.1
No,11.2,ESE,69.98,72.14,0.0,24.0,0.0,2015-09-08,AliceSprings,16.0,50.36,E,No,10.5,ESE,28.0,1023.0,24.0,6.0,58.459999999999994,41.0,1026.9
No,7.2,ESE,72.14,73.75999999999999,0.0,15.0,0.0,2015-09-09,AliceSprings,11.0,36.32,E,No,11.4,ESE,30.0,1024.6,20.0,0.0,57.74,37.0,1028.9
No,7.2,E,74.12,76.46,0.0,19.0,0.0,2015-09-10,AliceSprings,21.0,39.56,E,No,11.4,ESE,34.0,1023.8,15.0,0.0,61.7,37.0,1028.5
No,7.6,ESE,78.08,81.14,0.0,0.0,0.0,2015-09-11,AliceSprings,15.0,42.620000000000005,E,No,11.4,,30.0,1020.4,7.0,0.0,63.68,28.0,1025.9
No,5.0,SSE,83.48,84.91999999999999,0.0,11.0,0.0,2015-09-12,AliceSprings,6.0,43.16,ESE,No,11.4,ENE,15.0,1018.3,13.0,0.0,70.52,28.0,1022.6
No,8.2,NE,87.26,88.88000000000001,0.0,17.0,0.0,2015-09-13,AliceSprings,7.0,44.78,N,No,11.4,NNE,13.0,1014.8,20.0,0.0,75.92,39.0,1020.2
No,9.8,W,90.32,91.94,1.0,28.0,0.0,2015-09-14,AliceSprings,7.0,52.7,N,No,11.4,N,15.0,1013.3,17.0,0.0,79.52,39.0,1017.2
No,11.8,SE,81.5,84.02,2.0,22.0,0.0,2015-09-15,AliceSprings,19.0,51.98,ESE,No,10.7,ESE,30.0,1014.5,19.0,0.0,66.92,37.0,1019.3
No,9.2,SSW,81.68,82.4,1.0,20.0,0.0,2015-09-16,AliceSprings,14.0,53.96,SE,No,11.1,ESE,20.0,1017.6,9.0,6.0,67.82,37.0,1020.8
No,9.8,SE,73.22,75.56,3.0,24.0,0.0,2015-09-17,AliceSprings,21.0,52.7,SE,No,10.0,ESE,25.0,1021.1,19.0,5.0,62.059999999999995,48.0,1024.6
No,8.2,ESE,71.96,73.75999999999999,7.0,15.0,0.0,2015-09-18,AliceSprings,15.0,44.6,ESE,No,5.9,ESE,27.0,1020.0,15.0,6.0,62.059999999999995,41.0,1024.7
No,7.6,S,77.72,80.06,0.0,20.0,0.0,2015-09-19,AliceSprings,15.0,41.0,SSW,No,11.5,E,22.0,1016.5,17.0,0.0,64.4,35.0,1021.5
No,8.0,SSE,81.14,83.48,0.0,0.0,0.0,2015-09-20,AliceSprings,8.0,41.72,SSW,No,11.5,,19.0,1015.6,17.0,0.0,66.2,35.0,1019.2
No,9.6,ESE,73.94,77.72,0.0,26.0,0.0,2015-09-21,AliceSprings,20.0,47.3,SSE,No,11.4,SSE,27.0,1019.7,15.0,1.0,64.22,44.0,1022.6
No,6.6,ESE,71.24000000000001,72.5,0.0,28.0,0.0,2015-09-22,AliceSprings,12.0,44.96,ESE,No,11.5,SE,29.0,1022.4,26.0,0.0,59.0,48.0,1026.9
No,9.0,ESE,70.7,73.75999999999999,0.0,28.0,0.0,2015-09-23,AliceSprings,12.0,39.74,ESE,No,11.5,ESE,24.0,1022.1,28.0,0.0,61.34,54.0,1026.5
No,11.0,ESE,68.72,71.06,0.0,28.0,0.0,2015-09-24,AliceSprings,6.0,37.22,ESE,No,11.5,ESE,14.0,1020.7,22.0,0.0,58.1,46.0,1025.7
No,8.8,SE,71.06,73.75999999999999,0.0,15.0,0.0,2015-09-25,AliceSprings,5.0,33.44,ESE,No,11.7,ESE,15.0,1018.8,19.0,0.0,57.2,39.0,1024.3
No,9.6,ENE,73.75999999999999,76.82,0.0,13.0,0.0,2015-09-26,AliceSprings,6.0,36.32,ESE,No,11.7,ESE,14.0,1018.0,9.0,0.0,60.980000000000004,31.0,1022.9
No,7.2,ESE,76.28,78.62,,0.0,0.0,2015-09-27,AliceSprings,6.0,39.92,SE,No,11.8,,15.0,1016.7,11.0,0.0,65.12,35.0,1021.2
No,7.2,NNE,78.08,81.14,0.0,11.0,0.0,2015-09-28,AliceSprings,11.0,42.08,E,No,11.7,E,16.0,1015.7,9.0,0.0,67.82,37.0,1019.9
No,6.6,ESE,81.68,84.56,0.0,4.0,0.0,2015-09-29,AliceSprings,4.0,46.58,ENE,No,11.7,NNE,12.0,1017.1,26.0,0.0,72.14,39.0,1020.7
No,9.2,E,86.36,89.6,1.0,2.0,0.0,2015-09-30,AliceSprings,7.0,48.74,ESE,No,11.7,NNW,10.0,1020.3,19.0,0.0,76.46,43.0,1023.5
No,12.0,SSE,91.03999999999999,93.38000000000001,1.0,11.0,0.0,2015-10-01,AliceSprings,5.0,50.9,SSE,No,11.8,N,7.0,1021.2,19.0,0.0,81.32,35.0,1026.0
No,11.8,E,90.14,92.3,0.0,9.0,0.0,2015-10-02,AliceSprings,3.0,52.52,ESE,No,11.7,ESE,9.0,1022.4,17.0,0.0,77.36,41.0,1027.0
No,10.6,NNE,89.6,93.02,1.0,9.0,0.0,2015-10-03,AliceSprings,10.0,47.3,ENE,No,11.8,ESE,9.0,1020.0,24.0,0.0,75.02,44.0,1025.2
No,11.2,E,87.98,89.6,1.0,26.0,0.0,2015-10-04,AliceSprings,5.0,52.7,ESE,No,11.8,ENE,8.0,1018.2,30.0,0.0,80.6,50.0,1023.2
No,12.2,E,88.52,89.78,0.0,9.0,0.0,2015-10-05,AliceSprings,8.0,50.36,ENE,No,11.8,E,9.0,1014.1,28.0,0.0,79.7,50.0,1020.0
No,12.0,WNW,92.48,93.74,2.0,15.0,0.0,2015-10-06,AliceSprings,7.0,54.5,NNW,No,11.7,N,16.0,1012.8,11.0,1.0,82.04,33.0,1016.5
No,12.0,ESE,91.03999999999999,91.58000000000001,3.0,19.0,0.0,2015-10-07,AliceSprings,10.0,70.52,SE,No,10.3,SSE,25.0,1017.0,15.0,6.0,73.4,52.0,1021.7
No,11.2,ENE,90.5,93.74,,7.0,0.0,2015-10-08,AliceSprings,5.0,64.22,ESE,No,8.9,SE,19.0,1017.6,22.0,7.0,76.1,65.0,1022.5
No,13.4,E,89.78,93.2,1.0,13.0,0.0,2015-10-09,AliceSprings,9.0,57.02,ESE,No,11.8,ENE,12.0,1017.6,22.0,0.0,81.32,48.0,1022.7
No,11.4,SSE,90.5,92.3,1.0,22.0,0.0,2015-10-10,AliceSprings,12.0,56.48,ESE,No,11.8,ENE,18.0,1017.5,11.0,0.0,82.75999999999999,43.0,1021.8
No,11.2,E,93.02,95.53999999999999,1.0,13.0,0.0,2015-10-11,AliceSprings,5.0,56.84,SE,No,11.8,NE,16.0,1015.4,20.0,0.0,84.91999999999999,50.0,1019.6
No,12.4,SSE,93.02,95.36,6.0,11.0,0.0,2015-10-12,AliceSprings,7.0,60.440000000000005,SSE,No,11.9,ESE,12.0,1015.1,19.0,1.0,80.96,30.0,1020.0
No,15.6,SE,91.58000000000001,93.74,1.0,24.0,0.0,2015-10-13,AliceSprings,8.0,55.94,ESE,No,10.9,E,11.0,1015.6,17.0,1.0,77.9,41.0,1019.8
No,8.0,ESE,93.56,96.98,1.0,13.0,0.0,2015-10-14,AliceSprings,9.0,55.22,ESE,No,11.9,ENE,10.0,1013.7,15.0,1.0,80.6,35.0,1018.4
No,10.8,E,98.6,101.48,1.0,11.0,0.0,2015-10-15,AliceSprings,5.0,57.02,E,No,12.1,N,8.0,1011.1,19.0,0.0,85.82,37.0,1015.6
