Wind Speed 3 pm,Temp 9 am F,Wind Gust Dir,Pressure 9 am,Humidity 3 pm,Humidity 9 am,Wind Dir 3 pm,Rainfall,Rain Tomorrow,Cloud 9 am,Max Temp F,Wind Speed 9 am,Temp 3 pm F,Date,Cloud 3 pm,Rain Today,Location,Pressure 3 pm,Wind Gust Speed,Wind Dir 9 am,Min Temp F,Sunshine,Evaporation
20.0,55.76,NNW,988.5,63.0,75.0,NNW,6.0,Yes,7.0,57.2,11.0,54.68,2016-05-03,7.0,Yes,Hobart,988.0,80.0,N,53.06,0.4,4.2
26.0,47.120000000000005,NW,1005.2,43.0,61.0,NW,6.4,No,1.0,62.78,19.0,56.48,2016-05-04,3.0,Yes,Hobart,1005.4,56.0,NNE,42.260000000000005,8.5,2.4
39.0,62.78,NNW,1006.5,42.0,53.0,NNW,0.0,Yes,6.0,70.7,19.0,69.62,2016-05-05,6.0,No,Hobart,1002.4,69.0,N,47.120000000000005,3.8,3.4
33.0,58.1,NW,1008.1,40.0,52.0,WNW,2.2,No,2.0,65.66,28.0,63.32,2016-05-06,6.0,Yes,Hobart,1009.3,65.0,NW,55.58,8.1,3.8
9.0,51.26,NNW,1017.6,48.0,68.0,NNW,0.0,No,7.0,61.88,9.0,60.8,2016-05-07,8.0,No,Hobart,1016.2,35.0,NNW,49.46,1.8,4.0
17.0,52.34,SSW,1016.6,78.0,84.0,SSW,0.0,Yes,7.0,59.540000000000006,7.0,59.36,2016-05-08,8.0,No,Hobart,1012.3,33.0,NNE,50.36,0.0,0.6
7.0,59.18,NNW,1001.0,81.0,94.0,NE,10.2,Yes,7.0,66.02,7.0,63.14,2016-05-09,7.0,Yes,Hobart,991.8,48.0,NNW,52.34,0.2,1.8
39.0,58.1,WNW,982.2,58.0,59.0,W,12.8,Yes,3.0,59.18,24.0,51.26,2016-05-10,6.0,Yes,Hobart,991.4,72.0,NNW,53.6,4.6,3.8
31.0,50.9,WNW,996.4,54.0,61.0,NW,14.2,No,5.0,59.0,20.0,56.66,2016-05-11,7.0,Yes,Hobart,988.8,89.0,NNW,41.18,2.1,1.8
41.0,54.68,WNW,995.4,58.0,48.0,WNW,0.0,Yes,3.0,64.75999999999999,13.0,63.32,2016-05-12,4.0,No,Hobart,992.1,111.0,NW,50.72,5.8,4.2
22.0,60.08,WNW,1006.0,53.0,46.0,NNW,2.0,No,1.0,66.56,31.0,65.3,2016-05-13,7.0,Yes,Hobart,1004.3,94.0,NW,54.32,6.2,6.0
37.0,59.9,WNW,1011.0,33.0,65.0,NW,0.0,No,7.0,68.9,13.0,68.0,2016-05-14,3.0,No,Hobart,1004.1,85.0,NNW,57.379999999999995,6.6,3.4
31.0,59.72,WNW,998.0,42.0,69.0,WNW,0.0,Yes,5.0,61.16,28.0,58.28,2016-05-15,6.0,No,Hobart,999.4,83.0,NW,57.74,5.7,3.6
22.0,50.36,NNW,1013.7,39.0,62.0,NNW,5.0,Yes,3.0,61.519999999999996,7.0,59.9,2016-05-16,3.0,Yes,Hobart,1006.1,54.0,NW,45.68,7.9,3.6
11.0,51.620000000000005,NNW,1001.4,44.0,66.0,SW,1.6,No,6.0,62.42,24.0,60.26,2016-05-17,5.0,Yes,Hobart,1005.4,56.0,NNE,49.46,6.1,4.4
24.0,52.7,NW,1010.3,50.0,61.0,NW,0.0,Yes,7.0,62.959999999999994,30.0,61.519999999999996,2016-05-18,6.0,No,Hobart,1005.9,54.0,NNW,51.26,3.1,2.2
15.0,53.42,W,993.2,71.0,74.0,WNW,7.6,Yes,7.0,57.56,31.0,49.1,2016-05-19,6.0,Yes,Hobart,997.7,81.0,WNW,51.8,4.0,2.8
13.0,53.42,SSW,1013.1,42.0,50.0,NW,8.8,No,,60.62,15.0,59.36,2016-05-20,,Yes,Hobart,1015.7,65.0,W,43.879999999999995,6.6,2.8
9.0,49.82,NW,1022.2,53.0,71.0,E,0.0,No,7.0,62.059999999999995,15.0,57.2,2016-05-21,5.0,No,Hobart,1020.4,24.0,NNW,44.06,8.1,1.0
19.0,48.92,NW,1016.9,53.0,76.0,NNW,0.0,Yes,7.0,63.5,24.0,60.8,2016-05-22,7.0,No,Hobart,1011.7,35.0,NNW,46.22,6.1,1.6
22.0,51.620000000000005,WSW,1002.9,58.0,82.0,W,2.0,Yes,7.0,52.34,9.0,51.44,2016-05-23,8.0,Yes,Hobart,1004.5,63.0,NW,48.92,0.0,2.4
9.0,50.0,SSW,1013.6,46.0,52.0,W,1.4,No,4.0,53.6,28.0,51.620000000000005,2016-05-24,4.0,Yes,Hobart,1014.6,50.0,SW,43.519999999999996,7.5,1.4
20.0,39.74,NNW,1012.6,62.0,80.0,NNW,0.2,No,7.0,49.64,15.0,48.74,2016-05-25,7.0,No,Hobart,1006.4,31.0,NW,36.32,2.0,1.2
9.0,48.74,SSW,1002.9,55.0,77.0,S,0.0,No,6.0,56.48,9.0,53.78,2016-05-26,7.0,No,Hobart,1001.2,31.0,N,39.74,2.4,0.6
13.0,50.0,SW,1004.4,63.0,72.0,SSW,0.0,No,7.0,53.78,20.0,53.42,2016-05-27,7.0,No,Hobart,1004.9,39.0,SSW,48.56,0.0,1.0
7.0,44.96,N,1007.7,60.0,76.0,NNE,0.0,Yes,1.0,56.3,9.0,53.42,2016-05-28,3.0,No,Hobart,1007.0,22.0,NNW,39.02,7.1,0.6
19.0,50.18,SW,1014.8,69.0,76.0,SW,2.8,No,7.0,54.68,15.0,52.34,2016-05-29,7.0,Yes,Hobart,1017.1,41.0,SW,43.879999999999995,0.7,1.6
9.0,42.980000000000004,WSW,1027.7,55.0,83.0,NNW,0.6,No,7.0,51.26,13.0,50.9,2016-05-30,1.0,No,Hobart,1028.4,19.0,WSW,42.620000000000005,1.6,0.8
11.0,41.72,NW,1034.1,59.0,78.0,NNW,0.0,No,1.0,52.16,15.0,51.620000000000005,2016-05-31,1.0,No,Hobart,1032.0,28.0,NW,35.24,8.6,0.4
9.0,37.94,NW,1032.5,63.0,91.0,N,0.2,No,1.0,50.36,24.0,50.0,2016-06-01,1.0,No,Hobart,1030.2,35.0,NW,35.6,8.6,0.8
11.0,36.14,NNW,1031.5,52.0,89.0,NNW,0.2,No,3.0,53.42,19.0,52.7,2016-06-02,3.0,No,Hobart,1029.9,30.0,NNW,33.98,8.8,0.8
13.0,37.58,NNW,1032.5,57.0,84.0,NNW,0.0,No,7.0,51.8,20.0,51.44,2016-06-03,1.0,No,Hobart,1029.7,33.0,NW,34.16,3.5,0.8
6.0,35.78,NW,1026.9,82.0,96.0,NNE,0.0,Yes,6.0,60.980000000000004,19.0,49.1,2016-06-04,7.0,No,Hobart,1022.6,31.0,NW,35.6,0.9,0.6
11.0,60.980000000000004,NE,1012.3,89.0,71.0,N,15.4,Yes,7.0,62.6,22.0,59.72,2016-06-05,7.0,Yes,Hobart,1008.3,61.0,NNE,35.78,0.0,1.6
17.0,60.980000000000004,ENE,999.0,88.0,93.0,NE,12.8,Yes,8.0,64.04,15.0,63.5,2016-06-06,8.0,Yes,Hobart,997.9,41.0,ENE,59.0,0.0,0.4
11.0,58.82,SE,996.3,97.0,96.0,SSW,23.2,Yes,7.0,59.9,11.0,59.36,2016-06-07,8.0,Yes,Hobart,993.2,24.0,S,57.2,0.0,0.4
33.0,59.0,NW,995.4,58.0,67.0,NNW,17.8,No,1.0,64.04,22.0,61.34,2016-06-08,7.0,Yes,Hobart,995.1,65.0,NNW,55.4,7.2,0.8
20.0,53.96,NNW,993.5,73.0,81.0,SSW,0.4,No,7.0,58.459999999999994,7.0,55.76,2016-06-09,3.0,No,Hobart,995.8,41.0,S,53.06,2.6,1.4
13.0,50.18,NNW,1004.3,56.0,66.0,WNW,0.0,Yes,5.0,53.24,20.0,51.98,2016-06-10,6.0,No,Hobart,1006.2,56.0,N,49.46,1.8,2.0
7.0,42.08,W,1011.0,61.0,71.0,ENE,10.6,Yes,7.0,49.28,17.0,44.239999999999995,2016-06-11,6.0,Yes,Hobart,1018.1,78.0,SW,39.56,4.8,1.6
33.0,47.66,NW,1027.8,61.0,65.0,NNW,3.2,No,7.0,55.04,26.0,53.96,2016-06-12,7.0,Yes,Hobart,1025.2,69.0,NW,39.56,0.2,1.2
15.0,53.06,NNW,1027.3,57.0,62.0,NNW,0.0,No,7.0,59.540000000000006,24.0,58.64,2016-06-13,7.0,No,Hobart,1025.5,54.0,NNW,47.48,0.6,1.8
20.0,56.84,NW,1020.4,54.0,47.0,SW,0.0,No,6.0,61.88,28.0,54.14,2016-06-14,3.0,No,Hobart,1025.2,63.0,NW,51.98,1.8,2.2
20.0,43.34,NW,1028.8,48.0,74.0,NW,0.2,No,1.0,56.120000000000005,11.0,55.4,2016-06-15,1.0,No,Hobart,1023.9,33.0,NNW,38.12,8.4,0.2
17.0,51.8,NNW,1015.2,53.0,62.0,N,0.0,No,7.0,57.379999999999995,24.0,56.66,2016-06-16,7.0,No,Hobart,1009.5,59.0,NNW,42.980000000000004,2.4,1.8
11.0,52.879999999999995,NNW,1006.7,83.0,77.0,S,0.0,No,6.0,55.04,2.0,53.24,2016-06-17,7.0,No,Hobart,1008.8,28.0,ESE,49.28,1.2,1.0
6.0,43.519999999999996,NNW,1019.5,63.0,78.0,NNW,0.8,No,5.0,56.120000000000005,11.0,53.24,2016-06-18,3.0,No,Hobart,1020.6,33.0,WNW,39.38,7.7,1.2
11.0,42.980000000000004,NW,1023.1,61.0,89.0,NNW,0.0,No,1.0,54.5,13.0,53.96,2016-06-19,1.0,No,Hobart,1018.8,28.0,NNW,41.0,8.0,0.8
11.0,38.12,SSW,1011.6,83.0,97.0,NNW,0.0,Yes,8.0,50.9,15.0,42.980000000000004,2016-06-20,8.0,No,Hobart,1007.0,33.0,NNW,37.58,0.0,0.6
7.0,48.56,SW,993.1,64.0,84.0,WNW,14.4,Yes,8.0,53.24,20.0,51.98,2016-06-21,7.0,Yes,Hobart,987.7,50.0,SSW,37.94,0.1,2.4
24.0,50.72,W,984.4,66.0,75.0,WNW,3.4,Yes,3.0,57.02,24.0,50.54,2016-06-22,3.0,Yes,Hobart,988.0,74.0,N,48.2,3.7,1.0
15.0,49.82,N,992.1,65.0,66.0,WSW,8.6,Yes,7.0,51.44,15.0,49.64,2016-06-23,8.0,Yes,Hobart,989.8,56.0,NW,44.239999999999995,0.5,2.8
0.0,41.72,WSW,997.0,66.0,74.0,,2.2,No,6.0,50.0,11.0,46.04,2016-06-24,3.0,Yes,Hobart,1001.0,41.0,N,38.3,5.6,0.8
13.0,43.879999999999995,SW,1016.7,55.0,58.0,NNW,0.0,No,3.0,53.42,19.0,51.620000000000005,2016-06-25,3.0,No,Hobart,1016.1,43.0,WSW,37.94,7.7,0.6
15.0,45.32,NNW,1014.8,52.0,81.0,NNW,0.0,No,6.0,57.56,17.0,55.58,2016-06-26,6.0,No,Hobart,1010.2,35.0,N,41.0,6.8,1.0
26.0,46.22,WNW,1011.6,47.0,76.0,NW,0.2,No,1.0,56.120000000000005,9.0,53.42,2016-06-27,1.0,No,Hobart,1010.1,50.0,NW,42.8,7.5,1.6
13.0,53.78,NW,1012.9,55.0,70.0,NNW,0.0,Yes,7.0,60.62,20.0,59.36,2016-06-28,5.0,No,Hobart,1013.4,56.0,NW,46.22,3.5,1.6
17.0,51.620000000000005,NNW,1019.9,63.0,80.0,NW,1.8,No,4.0,57.92,13.0,56.66,2016-06-29,7.0,Yes,Hobart,1017.7,35.0,N,49.82,4.7,1.2
28.0,51.620000000000005,NNW,1005.3,55.0,66.0,NNW,0.0,No,7.0,56.3,15.0,55.76,2016-06-30,7.0,No,Hobart,999.7,48.0,NNE,47.120000000000005,0.3,1.4
22.0,45.86,NW,1011.4,53.0,77.0,N,0.0,No,3.0,55.4,15.0,53.24,2016-07-01,7.0,No,Hobart,1011.5,52.0,NNW,40.82,5.8,1.2
24.0,52.16,NW,1013.8,52.0,67.0,NNW,0.2,No,7.0,57.74,24.0,56.84,2016-07-02,7.0,No,Hobart,1013.3,59.0,NNW,45.86,4.4,2.2
26.0,55.4,NNW,1010.9,50.0,56.0,NNW,0.0,Yes,6.0,61.16,17.0,58.64,2016-07-03,7.0,No,Hobart,1008.4,59.0,N,51.620000000000005,3.6,1.0
11.0,44.239999999999995,SSW,1016.4,83.0,90.0,SSE,8.0,Yes,8.0,47.66,15.0,46.94,2016-07-04,8.0,Yes,Hobart,1016.2,26.0,SSW,44.06,0.0,2.4
20.0,47.3,SSE,1019.6,91.0,92.0,SSE,4.6,No,8.0,52.7,6.0,51.26,2016-07-05,8.0,Yes,Hobart,1018.8,44.0,NNW,44.239999999999995,0.0,0.2
19.0,47.120000000000005,SSW,1023.7,74.0,71.0,SSW,0.8,No,7.0,51.44,22.0,49.82,2016-07-06,7.0,No,Hobart,1023.3,33.0,SSW,46.58,2.1,0.4
7.0,47.3,SW,1027.6,59.0,66.0,ESE,0.0,No,7.0,51.08,11.0,49.64,2016-07-07,7.0,No,Hobart,1026.4,24.0,SW,45.86,0.3,0.2
9.0,44.239999999999995,NNW,1027.1,84.0,86.0,ESE,0.0,No,8.0,53.06,11.0,49.64,2016-07-08,7.0,No,Hobart,1025.2,48.0,NNW,41.36,2.5,0.8
7.0,45.5,NW,1024.7,59.0,88.0,ENE,0.8,No,3.0,56.48,15.0,54.32,2016-07-09,3.0,No,Hobart,1023.3,26.0,NNW,41.72,7.9,1.2
19.0,40.82,N,1022.7,60.0,97.0,N,0.0,No,3.0,56.120000000000005,13.0,54.5,2016-07-10,5.0,No,Hobart,1016.8,46.0,NW,39.56,7.5,0.2
41.0,54.14,NW,996.5,47.0,62.0,N,0.0,No,1.0,60.62,19.0,58.28,2016-07-11,7.0,No,Hobart,988.0,81.0,N,40.64,4.9,1.6
41.0,51.08,WNW,988.1,58.0,72.0,NNW,0.2,Yes,6.0,53.6,15.0,50.54,2016-07-12,7.0,No,Hobart,977.1,102.0,NNE,47.120000000000005,3.3,2.8
39.0,40.46,W,996.6,48.0,50.0,W,14.4,No,2.0,52.52,20.0,45.32,2016-07-13,6.0,Yes,Hobart,1002.2,113.0,W,36.32,5.5,3.4
46.0,51.44,WNW,1005.3,51.0,52.0,WNW,0.6,Yes,7.0,58.459999999999994,54.0,56.120000000000005,2016-07-14,7.0,No,Hobart,1005.7,107.0,WNW,37.58,2.6,4.2
13.0,56.66,NW,1019.4,52.0,59.0,NW,2.4,No,6.0,58.82,22.0,56.3,2016-07-15,7.0,Yes,Hobart,1020.2,78.0,NNW,51.26,3.3,1.6
22.0,55.04,WNW,1026.0,47.0,52.0,NNW,0.0,No,1.0,62.059999999999995,17.0,60.26,2016-07-16,1.0,No,Hobart,1024.9,70.0,W,50.9,8.4,2.4
15.0,47.48,NW,1023.5,39.0,65.0,N,0.0,No,1.0,60.08,20.0,57.92,2016-07-17,1.0,No,Hobart,1018.6,54.0,NNW,42.8,8.3,2.4
30.0,57.92,NW,1004.6,72.0,46.0,NW,0.0,Yes,7.0,58.64,54.0,56.3,2016-07-18,7.0,No,Hobart,1003.8,104.0,NW,47.48,1.4,2.8
22.0,55.04,WNW,1011.1,44.0,50.0,NW,3.2,No,2.0,60.08,24.0,57.379999999999995,2016-07-19,3.0,Yes,Hobart,1012.6,87.0,N,49.64,6.5,2.0
20.0,52.7,NNW,1018.6,42.0,65.0,NW,0.2,No,1.0,60.62,20.0,59.0,2016-07-20,2.0,No,Hobart,1018.3,43.0,NNW,50.18,8.7,1.8
19.0,46.58,NNW,1015.0,48.0,70.0,NNW,0.0,Yes,1.0,57.379999999999995,13.0,55.4,2016-07-21,6.0,No,Hobart,1008.2,46.0,NW,40.1,6.6,2.0
28.0,56.48,NW,983.9,68.0,66.0,NW,10.6,Yes,1.0,60.62,26.0,52.34,2016-07-22,6.0,Yes,Hobart,978.2,74.0,NNW,46.4,6.1,3.0
28.0,40.46,WSW,987.2,66.0,67.0,SW,7.6,Yes,7.0,45.86,15.0,40.64,2016-07-23,7.0,Yes,Hobart,993.3,65.0,WSW,38.660000000000004,3.8,3.8
17.0,40.46,NNW,1005.1,57.0,73.0,NW,6.0,No,7.0,49.28,9.0,47.84,2016-07-24,7.0,Yes,Hobart,1002.7,43.0,N,35.06,7.4,0.6
15.0,38.839999999999996,NW,998.4,56.0,84.0,NNW,0.0,Yes,5.0,53.78,20.0,52.52,2016-07-25,6.0,No,Hobart,994.2,69.0,NNW,37.04,5.8,1.0
22.0,41.18,NW,996.8,54.0,72.0,NW,10.8,Yes,3.0,50.54,26.0,47.84,2016-07-26,7.0,Yes,Hobart,998.5,72.0,NW,38.48,5.6,2.8
24.0,44.42,NW,1003.5,46.0,55.0,NW,3.0,Yes,1.0,57.02,22.0,49.64,2016-07-27,7.0,Yes,Hobart,1001.7,83.0,NNW,39.74,4.0,2.4
13.0,56.3,,1005.9,41.0,47.0,NNW,2.6,No,3.0,60.62,39.0,59.0,2016-07-28,4.0,Yes,Hobart,1007.6,,W,43.519999999999996,8.4,2.6
39.0,52.34,SW,1006.3,58.0,60.0,W,0.4,No,4.0,58.1,13.0,53.78,2016-07-29,7.0,No,Hobart,1005.1,85.0,N,49.46,3.8,2.2
15.0,40.64,N,1018.7,43.0,70.0,N,1.0,Yes,1.0,51.44,9.0,51.26,2016-07-30,7.0,No,Hobart,1012.2,33.0,NNW,35.06,8.3,1.8
20.0,50.72,WNW,1006.8,42.0,61.0,NW,1.8,No,6.0,57.74,17.0,56.48,2016-07-31,1.0,Yes,Hobart,1008.5,46.0,NNW,40.64,8.0,2.8
6.0,42.44,WSW,1008.2,64.0,67.0,S,0.0,No,1.0,53.24,11.0,52.16,2016-08-01,7.0,No,Hobart,1003.4,48.0,N,35.78,5.6,1.6
17.0,46.4,NNW,1014.8,48.0,60.0,SW,0.0,No,1.0,55.94,35.0,55.58,2016-08-02,3.0,No,Hobart,1015.2,54.0,NNW,42.44,8.8,0.6
9.0,48.74,S,1024.5,70.0,68.0,S,0.0,Yes,7.0,54.5,17.0,50.54,2016-08-03,3.0,No,Hobart,1026.4,44.0,SSW,46.4,3.7,1.4
6.0,43.519999999999996,NNW,1033.7,62.0,91.0,E,2.8,No,3.0,52.16,4.0,50.18,2016-08-04,1.0,Yes,Hobart,1032.7,17.0,NNE,40.1,5.0,1.6
6.0,42.08,NNW,1033.2,52.0,81.0,NE,0.2,No,7.0,53.42,15.0,50.9,2016-08-05,7.0,No,Hobart,1030.7,20.0,NNW,38.3,5.0,1.0
15.0,41.18,NNW,1030.3,46.0,75.0,N,0.2,No,6.0,55.94,20.0,53.42,2016-08-06,3.0,No,Hobart,1027.9,30.0,NNW,38.12,8.9,1.6
7.0,42.260000000000005,NW,1028.9,48.0,80.0,NE,0.0,No,7.0,55.76,19.0,54.68,2016-08-07,7.0,No,Hobart,1026.2,28.0,NW,39.74,7.2,1.6
15.0,42.620000000000005,WNW,1023.6,51.0,75.0,NNW,0.0,No,6.0,55.76,24.0,54.86,2016-08-08,7.0,No,Hobart,1019.0,50.0,NNW,38.48,6.3,0.8
44.0,48.56,N,1012.4,35.0,75.0,N,0.0,Yes,6.0,61.34,9.0,60.980000000000004,2016-08-09,7.0,No,Hobart,1003.0,76.0,N,42.08,5.9,1.6
41.0,50.72,NW,999.4,35.0,57.0,NW,1.4,No,1.0,57.92,31.0,55.22,2016-08-10,3.0,Yes,Hobart,999.0,67.0,NNW,48.02,8.8,3.6
6.0,44.06,SW,1005.0,53.0,71.0,NNW,0.2,No,7.0,53.96,26.0,52.52,2016-08-11,5.0,No,Hobart,1008.9,54.0,NNW,42.44,5.7,2.8
31.0,50.9,NW,1010.2,39.0,61.0,NNW,0.2,No,7.0,62.42,30.0,60.8,2016-08-12,7.0,No,Hobart,1005.4,65.0,N,42.980000000000004,5.2,2.4
24.0,50.18,W,1009.5,61.0,68.0,NNW,0.0,Yes,7.0,59.18,9.0,56.84,2016-08-13,7.0,No,Hobart,1005.1,87.0,NE,47.3,7.4,2.8
28.0,49.1,NW,1016.5,43.0,51.0,NNW,3.0,No,1.0,60.8,28.0,59.36,2016-08-14,3.0,Yes,Hobart,1015.0,65.0,N,42.980000000000004,7.9,3.6
20.0,53.42,N,1023.6,54.0,63.0,NW,0.0,No,6.0,60.08,15.0,57.74,2016-08-15,7.0,No,Hobart,1022.6,52.0,N,49.1,6.5,5.2
19.0,53.42,NNW,1018.8,34.0,49.0,NNW,0.0,Yes,7.0,66.56,33.0,66.56,2016-08-16,7.0,No,Hobart,1013.3,54.0,N,49.28,3.8,2.0
22.0,50.18,S,1019.1,64.0,77.0,S,2.2,No,7.0,53.24,11.0,50.36,2016-08-17,6.0,Yes,Hobart,1021.2,50.0,S,47.66,4.7,1.6
15.0,39.92,,1018.5,53.0,76.0,NW,1.0,No,3.0,60.08,13.0,57.92,2016-08-18,6.0,No,Hobart,1012.3,,NNW,35.06,9.0,2.0
28.0,61.7,N,1003.9,60.0,45.0,N,0.2,No,7.0,64.4,28.0,59.9,2016-08-19,7.0,No,Hobart,998.5,63.0,NNW,39.92,4.3,3.2
22.0,46.4,NNW,1000.6,55.0,66.0,NNW,0.8,No,7.0,53.24,13.0,52.16,2016-08-20,7.0,No,Hobart,999.7,54.0,NNW,43.519999999999996,0.3,3.6
30.0,50.36,NW,1005.2,47.0,53.0,NW,0.0,No,3.0,55.94,20.0,52.879999999999995,2016-08-21,3.0,No,Hobart,1005.6,52.0,N,44.42,9.7,0.4
22.0,47.3,NW,1010.2,33.0,55.0,NNW,0.2,No,2.0,56.84,11.0,55.4,2016-08-22,2.0,No,Hobart,1009.3,39.0,N,41.0,9.3,3.0
13.0,48.2,SW,1014.2,46.0,59.0,NE,0.0,No,1.0,56.84,17.0,54.14,2016-08-23,4.0,No,Hobart,1012.9,37.0,NW,37.4,8.9,1.4
17.0,47.120000000000005,SW,1013.3,44.0,65.0,SSW,0.0,No,1.0,55.76,19.0,52.7,2016-08-24,4.0,No,Hobart,1009.8,33.0,NW,39.56,9.2,3.6
17.0,43.879999999999995,S,1011.4,74.0,68.0,SE,0.0,No,5.0,57.379999999999995,17.0,49.28,2016-08-25,7.0,No,Hobart,1011.7,37.0,NNW,37.76,5.5,0.4
19.0,50.18,NNW,1012.8,44.0,57.0,NNW,0.0,No,1.0,59.72,30.0,58.28,2016-08-26,4.0,No,Hobart,1011.1,70.0,NNW,39.56,9.4,0.8
31.0,53.78,NNW,1010.6,45.0,54.0,NW,0.0,Yes,6.0,58.82,24.0,56.84,2016-08-27,7.0,No,Hobart,1007.0,69.0,N,48.56,3.8,3.6
7.0,47.48,SW,1015.9,38.0,43.0,NNW,2.0,No,5.0,54.14,24.0,53.06,2016-08-28,5.0,Yes,Hobart,1016.4,56.0,SW,41.36,8.4,3.6
15.0,44.96,NW,1024.6,51.0,61.0,SE,0.2,No,1.0,54.5,15.0,52.879999999999995,2016-08-29,3.0,No,Hobart,1023.0,26.0,NNW,35.24,10.4,2.6
9.0,46.22,NW,1023.2,59.0,71.0,SE,0.0,Yes,7.0,60.62,20.0,56.84,2016-08-30,7.0,No,Hobart,1018.6,33.0,NNW,38.660000000000004,5.4,1.8
9.0,54.5,NNW,1008.6,54.0,78.0,SE,1.2,Yes,7.0,65.12,22.0,62.6,2016-08-31,7.0,Yes,Hobart,1005.6,41.0,N,46.04,3.8,1.0
22.0,52.7,NNW,1011.8,34.0,79.0,WNW,1.2,No,3.0,60.8,22.0,59.72,2016-09-01,2.0,Yes,Hobart,1012.1,44.0,NW,49.46,9.8,1.8
17.0,49.46,ESE,1016.0,54.0,79.0,ESE,1.0,No,3.0,53.96,13.0,52.7,2016-09-02,7.0,No,Hobart,1012.2,22.0,NNE,42.620000000000005,5.1,3.8
9.0,47.3,N,1005.6,73.0,81.0,NE,0.0,No,7.0,57.379999999999995,9.0,55.04,2016-09-03,7.0,No,Hobart,1002.8,33.0,NNW,41.9,1.6,1.8
33.0,55.94,NNW,1009.8,45.0,59.0,NNW,0.0,No,2.0,62.78,28.0,59.9,2016-09-04,3.0,No,Hobart,1010.5,67.0,NNW,46.94,10.0,3.4
13.0,58.82,NW,1020.2,37.0,55.0,NW,0.0,No,4.0,67.28,17.0,65.48,2016-09-05,6.0,No,Hobart,1020.3,52.0,N,52.34,8.9,3.6
28.0,57.74,NNW,1020.3,36.0,50.0,WNW,0.0,No,7.0,66.56,24.0,65.12,2016-09-06,4.0,No,Hobart,1021.7,67.0,NNW,52.52,7.8,4.2
17.0,50.9,NNE,1032.2,43.0,66.0,N,0.0,No,6.0,65.3,13.0,64.4,2016-09-07,1.0,No,Hobart,1027.5,39.0,N,40.82,9.8,4.0
28.0,62.059999999999995,NW,1019.8,42.0,58.0,NNW,0.0,No,1.0,72.5,17.0,68.0,2016-09-08,7.0,No,Hobart,1015.1,65.0,N,50.18,7.2,3.0
11.0,58.459999999999994,N,1012.7,56.0,78.0,NNE,0.2,Yes,7.0,67.64,9.0,66.74000000000001,2016-09-09,7.0,No,Hobart,1008.0,35.0,NNW,55.94,2.1,4.6
15.0,52.879999999999995,S,1010.3,67.0,86.0,ESE,4.2,No,7.0,60.26,20.0,55.58,2016-09-10,4.0,Yes,Hobart,1010.5,35.0,S,51.44,4.4,2.6
13.0,53.42,SW,1010.4,67.0,59.0,E,0.2,No,6.0,62.959999999999994,17.0,55.76,2016-09-11,7.0,No,Hobart,1010.7,43.0,N,46.04,1.5,3.8
19.0,48.379999999999995,S,1019.6,57.0,56.0,SW,0.0,Yes,1.0,52.879999999999995,15.0,50.18,2016-09-12,7.0,No,Hobart,1020.3,31.0,NNW,38.48,6.9,1.4
17.0,48.379999999999995,ESE,1027.0,53.0,66.0,ESE,1.2,No,2.0,54.14,9.0,53.42,2016-09-13,2.0,Yes,Hobart,1023.2,24.0,NNW,39.74,9.5,3.4
19.0,51.26,E,1016.9,66.0,66.0,E,0.0,Yes,3.0,57.02,4.0,55.22,2016-09-14,7.0,No,Hobart,1011.7,35.0,SE,40.28,6.0,2.6
17.0,49.1,SSW,1002.8,83.0,93.0,S,22.2,Yes,8.0,55.04,30.0,50.18,2016-09-15,8.0,Yes,Hobart,1003.6,61.0,SSW,49.1,0.0,0.4
19.0,54.68,NNW,1011.9,42.0,48.0,WNW,12.6,No,3.0,60.980000000000004,17.0,60.62,2016-09-16,5.0,Yes,Hobart,1010.3,39.0,NW,43.34,8.4,2.6
19.0,56.120000000000005,NNW,1013.9,36.0,55.0,NW,0.0,Yes,3.0,68.18,28.0,66.02,2016-09-17,7.0,No,Hobart,1011.3,52.0,NNW,45.5,8.5,2.0
2.0,51.8,NNW,1009.2,100.0,99.0,SE,2.6,Yes,8.0,55.22,4.0,54.14,2016-09-18,7.0,Yes,Hobart,1005.7,22.0,W,49.64,0.3,3.2
13.0,51.08,ESE,1007.5,71.0,99.0,SE,8.0,No,4.0,58.82,15.0,56.48,2016-09-19,5.0,Yes,Hobart,1007.4,26.0,NNW,42.260000000000005,6.1,1.2
11.0,47.66,NNW,1013.0,36.0,73.0,NE,0.0,No,7.0,64.04,6.0,62.959999999999994,2016-09-20,2.0,No,Hobart,1010.4,30.0,NNW,43.7,6.9,2.0
9.0,53.96,SE,1013.9,62.0,73.0,ESE,0.2,No,7.0,59.18,0.0,58.28,2016-09-21,7.0,No,Hobart,1011.5,22.0,,47.66,1.3,1.8
15.0,57.02,SE,1015.5,70.0,70.0,ESE,0.0,No,7.0,60.08,7.0,57.379999999999995,2016-09-22,6.0,No,Hobart,1015.0,28.0,NNE,46.04,6.3,3.4
15.0,57.02,SSE,1017.7,61.0,69.0,SE,0.0,No,7.0,60.440000000000005,11.0,59.0,2016-09-23,6.0,No,Hobart,1014.2,22.0,ENE,50.36,5.5,1.2
