WindGustDir,Cloud9am,Temp9amC,RainToday,Sunshine,Pressure3pm,WindSpeed3pm,WindDir9am,WindGustSpeed,RainTomorrow,Cloud3pm,WindSpeed9am,Date,MinTempC,Location,Evaporation,MaxTempC,WindDir3pm,Rainfall,Humidity9am,Temp3pmC,Humidity3pm,Pressure9am
S,5.0,19.5,No,1.3,1033.7,31.0,SSE,78.0,No,7.0,46.0,2015-10-07,19.0,SydneyAirport,13.2,20.3,SSE,0.0,63.0,18.0,68.0,1029.6
ENE,7.0,18.6,No,2.2,1035.9,33.0,E,48.0,No,7.0,19.0,2015-10-08,16.6,SydneyAirport,6.6,21.5,E,0.0,51.0,19.7,58.0,1038.8
NE,7.0,20.3,No,8.7,1029.6,28.0,NNW,41.0,No,5.0,20.0,2015-10-09,17.4,SydneyAirport,5.4,24.7,NNE,0.0,48.0,23.1,44.0,1034.3
ENE,1.0,19.2,No,9.5,1025.6,17.0,WSW,28.0,No,4.0,9.0,2015-10-10,16.1,SydneyAirport,6.8,26.2,E,0.0,76.0,24.0,46.0,1028.9
WNW,6.0,19.6,No,6.4,1018.4,17.0,NW,41.0,Yes,7.0,9.0,2015-10-11,15.1,SydneyAirport,5.6,26.1,NNE,0.0,70.0,23.3,56.0,1022.6
S,1.0,22.9,Yes,9.6,1012.2,24.0,NW,59.0,Yes,6.0,13.0,2015-10-12,16.7,SydneyAirport,5.0,29.7,ENE,2.2,48.0,22.8,63.0,1016.6
SSW,4.0,18.0,Yes,0.8,1022.4,20.0,SSW,52.0,Yes,8.0,35.0,2015-10-13,17.3,SydneyAirport,7.8,21.7,ESE,3.4,85.0,18.5,86.0,1022.3
ENE,7.0,21.2,Yes,8.3,1025.1,30.0,W,43.0,No,1.0,9.0,2015-10-14,17.0,SydneyAirport,1.4,25.4,NE,2.6,70.0,23.8,52.0,1026.8
NE,1.0,22.0,No,12.0,1021.5,35.0,NNE,54.0,No,0.0,22.0,2015-10-15,17.1,SydneyAirport,7.0,26.2,NE,0.0,62.0,25.8,52.0,1026.0
NE,0.0,23.3,No,11.9,1018.2,26.0,NW,48.0,No,1.0,11.0,2015-10-16,18.1,SydneyAirport,6.8,32.0,NE,0.0,61.0,29.4,43.0,1021.6
SSE,1.0,20.2,No,9.7,1021.3,17.0,S,44.0,No,4.0,26.0,2015-10-17,19.4,SydneyAirport,9.8,24.5,ESE,0.0,77.0,23.4,63.0,1023.0
SSW,8.0,19.5,No,3.8,1027.9,17.0,SE,37.0,No,7.0,26.0,2015-10-18,18.9,SydneyAirport,7.2,22.6,SSE,1.0,68.0,21.2,61.0,1029.3
ENE,7.0,21.5,No,8.2,1022.2,33.0,N,46.0,No,4.0,9.0,2015-10-19,19.2,SydneyAirport,4.2,27.1,ENE,1.0,78.0,24.7,53.0,1026.4
NE,2.0,24.4,No,7.7,1015.8,28.0,NNW,46.0,Yes,2.0,13.0,2015-10-20,19.4,SydneyAirport,6.8,30.7,NE,0.0,59.0,29.2,45.0,1020.2
NNE,4.0,25.0,Yes,3.4,1011.4,9.0,NW,39.0,Yes,7.0,9.0,2015-10-21,19.0,SydneyAirport,7.6,29.1,SW,4.8,56.0,25.4,60.0,1013.8
S,7.0,19.4,Yes,0.7,1010.3,43.0,SSW,74.0,Yes,7.0,17.0,2015-10-22,18.8,SydneyAirport,5.0,20.3,SSW,3.6,90.0,19.1,84.0,1011.5
S,7.0,16.6,Yes,3.4,1021.7,22.0,SSW,54.0,No,7.0,28.0,2015-10-23,14.8,SydneyAirport,2.8,19.4,SSW,6.0,70.0,18.4,59.0,1022.1
NE,5.0,17.8,No,12.0,1020.6,31.0,WNW,44.0,No,1.0,13.0,2015-10-24,13.2,SydneyAirport,4.6,24.0,ENE,0.0,60.0,22.2,47.0,1024.3
NE,2.0,20.2,No,10.2,1017.4,35.0,NNE,52.0,No,3.0,11.0,2015-10-25,15.5,SydneyAirport,7.4,25.8,NE,0.0,62.0,22.3,57.0,1021.9
W,3.0,25.0,No,5.2,1014.4,13.0,N,85.0,Yes,7.0,9.0,2015-10-26,17.1,SydneyAirport,7.0,26.4,NE,0.0,50.0,21.6,58.0,1014.3
S,8.0,17.4,Yes,2.0,1025.9,37.0,S,70.0,No,7.0,44.0,2015-10-27,15.7,SydneyAirport,7.8,18.4,S,3.8,58.0,18.1,56.0,1025.8
SSW,7.0,16.1,No,8.2,1022.5,20.0,WSW,33.0,No,5.0,9.0,2015-10-28,13.5,SydneyAirport,3.8,21.8,E,1.0,72.0,20.3,44.0,1025.4
E,5.0,18.5,No,11.4,1021.9,28.0,,39.0,No,1.0,0.0,2015-10-29,13.7,SydneyAirport,5.4,23.3,E,0.0,52.0,22.6,35.0,1023.6
NE,1.0,20.7,No,9.3,1020.6,31.0,W,44.0,No,7.0,9.0,2015-10-30,15.3,SydneyAirport,8.0,24.8,NE,0.0,52.0,23.8,41.0,1023.7
NNE,7.0,22.7,No,5.7,1018.2,33.0,NE,54.0,No,8.0,30.0,2015-10-31,16.6,SydneyAirport,8.0,25.9,NE,0.0,57.0,23.9,55.0,1021.7
N,1.0,22.4,No,9.0,1010.1,35.0,NNE,56.0,Yes,3.0,15.0,2015-11-01,17.5,SydneyAirport,7.8,28.7,NE,0.0,63.0,26.7,54.0,1015.0
W,5.0,22.6,Yes,9.1,1008.9,24.0,NNW,52.0,No,5.0,15.0,2015-11-02,18.4,SydneyAirport,6.6,31.6,E,9.8,71.0,27.9,46.0,1011.1
S,8.0,18.6,No,0.0,1016.7,31.0,S,44.0,Yes,8.0,28.0,2015-11-03,17.9,SydneyAirport,6.8,19.6,SSE,0.2,94.0,19.0,87.0,1017.1
E,8.0,18.8,Yes,0.0,1016.5,33.0,ESE,63.0,Yes,8.0,28.0,2015-11-04,17.0,SydneyAirport,1.4,19.6,E,3.8,95.0,18.7,89.0,1017.8
NNE,8.0,18.8,Yes,0.7,1010.3,37.0,ENE,63.0,Yes,8.0,31.0,2015-11-05,16.4,SydneyAirport,0.0,23.6,NE,10.6,93.0,21.9,74.0,1014.9
SSW,4.0,23.5,Yes,5.2,1006.1,11.0,NW,44.0,Yes,7.0,22.0,2015-11-06,18.3,SydneyAirport,3.2,30.0,SE,9.0,73.0,22.3,67.0,1007.5
S,3.0,21.1,Yes,5.3,1012.7,26.0,S,54.0,No,7.0,13.0,2015-11-07,17.8,SydneyAirport,5.6,24.1,SSE,4.8,86.0,20.7,76.0,1012.3
S,7.0,17.5,No,4.6,1020.1,31.0,SSW,52.0,No,6.0,31.0,2015-11-08,16.3,SydneyAirport,7.2,20.2,S,0.0,75.0,19.6,69.0,1020.7
ENE,5.0,18.8,No,12.3,1017.3,20.0,SW,33.0,No,1.0,9.0,2015-11-09,13.8,SydneyAirport,6.4,23.3,E,0.0,64.0,21.9,47.0,1021.4
S,3.0,21.7,No,11.3,1013.1,22.0,NNW,39.0,No,7.0,9.0,2015-11-10,15.8,SydneyAirport,6.0,27.3,NE,0.0,57.0,26.2,35.0,1015.9
S,7.0,20.0,No,0.0,1020.3,9.0,SSW,46.0,,7.0,20.0,2015-11-11,19.1,SydneyAirport,8.6,24.4,E,0.0,83.0,22.9,60.0,1020.3
NNE,7.0,23.9,,4.2,1017.9,28.0,NNE,54.0,Yes,8.0,24.0,2015-11-12,18.3,SydneyAirport,,26.4,NE,,52.0,22.6,65.0,1020.3
SSE,1.0,24.0,Yes,7.4,1009.3,28.0,NW,44.0,Yes,7.0,11.0,2015-11-13,17.7,SydneyAirport,8.4,28.4,E,2.8,64.0,25.8,48.0,1013.1
S,8.0,17.2,Yes,0.0,1013.3,19.0,S,46.0,Yes,8.0,26.0,2015-11-14,16.9,SydneyAirport,9.0,20.8,E,18.8,94.0,19.3,73.0,1014.6
S,7.0,17.9,Yes,0.8,1017.4,37.0,S,54.0,Yes,7.0,31.0,2015-11-15,15.3,SydneyAirport,2.2,19.7,S,17.2,77.0,19.1,69.0,1017.8
S,5.0,18.6,Yes,13.0,1018.1,22.0,S,41.0,No,1.0,22.0,2015-11-16,14.5,SydneyAirport,4.4,22.0,SE,6.2,66.0,21.4,40.0,1020.2
NNE,0.0,21.1,No,12.6,1015.6,33.0,NW,50.0,No,2.0,13.0,2015-11-17,14.3,SydneyAirport,8.0,26.2,NE,0.0,51.0,25.5,37.0,1019.2
SSW,5.0,25.8,No,13.0,1009.4,28.0,NW,57.0,No,1.0,13.0,2015-11-18,17.6,SydneyAirport,11.0,37.1,WNW,0.0,38.0,36.7,14.0,1013.5
NE,1.0,25.2,No,12.5,1011.1,17.0,WNW,35.0,No,4.0,11.0,2015-11-19,18.3,SydneyAirport,10.4,35.0,NE,0.0,55.0,32.3,42.0,1015.0
S,1.0,27.2,No,12.4,1006.1,43.0,NNW,69.0,No,1.0,9.0,2015-11-20,20.9,SydneyAirport,8.8,42.8,W,0.0,61.0,42.3,7.0,1012.2
S,7.0,20.4,No,0.3,1017.4,30.0,S,61.0,No,7.0,26.0,2015-11-21,19.9,SydneyAirport,14.6,22.1,SSE,0.0,73.0,20.3,59.0,1015.6
NNE,7.0,20.1,No,2.7,1016.7,20.0,E,37.0,No,8.0,20.0,2015-11-22,18.3,SydneyAirport,6.2,23.2,NNE,0.0,55.0,22.1,52.0,1019.8
S,1.0,22.7,No,11.5,1011.1,35.0,WSW,50.0,No,2.0,13.0,2015-11-23,17.7,SydneyAirport,3.8,23.8,S,0.0,56.0,21.7,74.0,1011.9
NE,4.0,22.7,No,11.4,1013.6,37.0,E,57.0,No,1.0,6.0,2015-11-24,18.1,SydneyAirport,8.0,26.7,NE,0.0,58.0,25.3,50.0,1017.3
NNE,1.0,24.5,No,,1007.3,28.0,NW,63.0,No,0.0,11.0,2015-11-25,18.3,SydneyAirport,9.0,33.8,NE,0.0,58.0,29.1,43.0,1012.9
NW,1.0,33.4,No,9.6,1000.1,59.0,NNW,72.0,No,2.0,31.0,2015-11-26,21.0,SydneyAirport,12.6,39.2,W,0.0,28.0,36.8,9.0,999.4
ENE,7.0,17.1,No,7.1,1013.8,28.0,SE,39.0,No,4.0,20.0,2015-11-27,16.3,SydneyAirport,14.6,24.4,E,0.0,87.0,22.2,53.0,1016.4
NE,8.0,21.7,No,0.3,1016.0,30.0,ENE,43.0,No,8.0,26.0,2015-11-28,16.8,SydneyAirport,7.4,24.6,NE,0.2,67.0,23.4,48.0,1016.8
NNE,7.0,23.2,No,7.1,1009.4,28.0,NE,54.0,No,2.0,30.0,2015-11-29,20.0,SydneyAirport,6.4,27.8,NE,0.8,71.0,26.6,58.0,1013.5
S,4.0,21.2,No,11.1,1008.4,33.0,S,57.0,No,1.0,13.0,2015-11-30,18.2,SydneyAirport,7.4,28.5,ENE,0.0,71.0,25.3,58.0,1012.5
S,1.0,28.0,No,10.4,1006.1,31.0,NNW,65.0,No,5.0,11.0,2015-12-01,20.0,SydneyAirport,8.0,37.9,NE,0.0,41.0,33.9,28.0,1010.1
S,7.0,19.7,No,5.3,1017.3,50.0,S,67.0,No,7.0,31.0,2015-12-02,18.7,SydneyAirport,14.2,20.4,S,0.0,79.0,18.2,72.0,1015.1
SE,7.0,19.0,No,8.1,1026.1,24.0,SSE,31.0,No,5.0,17.0,2015-12-03,16.9,SydneyAirport,9.2,23.4,SE,0.2,55.0,21.3,47.0,1027.2
ENE,4.0,19.4,No,9.3,1024.1,22.0,WSW,33.0,No,3.0,11.0,2015-12-04,15.5,SydneyAirport,6.4,24.2,E,0.0,62.0,22.5,43.0,1026.4
NE,1.0,22.3,No,,1018.5,31.0,NW,44.0,No,1.0,13.0,2015-12-05,15.8,SydneyAirport,8.0,27.5,NE,0.0,53.0,26.0,44.0,1022.6
NE,3.0,23.1,No,12.7,1017.6,28.0,S,41.0,No,5.0,9.0,2015-12-06,17.8,SydneyAirport,9.0,27.8,ENE,0.0,56.0,26.2,43.0,1020.5
ENE,7.0,22.7,No,7.9,1019.9,26.0,SSE,37.0,No,7.0,13.0,2015-12-07,19.1,SydneyAirport,9.2,26.7,E,0.0,62.0,25.0,54.0,1021.4
NNE,7.0,23.5,No,0.3,1015.6,20.0,NNE,50.0,No,7.0,31.0,2015-12-08,20.8,SydneyAirport,7.6,26.4,NE,0.0,66.0,24.6,63.0,1018.5
SE,5.0,26.0,No,8.6,1011.6,30.0,N,54.0,Yes,3.0,17.0,2015-12-09,21.5,SydneyAirport,4.6,33.3,ENE,1.0,64.0,30.7,48.0,1014.0
SSW,7.0,21.1,Yes,6.4,1011.4,22.0,SSE,54.0,No,3.0,13.0,2015-12-10,19.3,SydneyAirport,10.0,26.5,ESE,3.6,82.0,25.6,60.0,1015.9
W,3.0,24.3,No,8.8,1001.1,35.0,WNW,69.0,No,7.0,17.0,2015-12-11,20.7,SydneyAirport,6.4,37.0,W,0.0,66.0,36.0,11.0,1005.8
ESE,3.0,21.1,No,5.8,1015.3,28.0,SSE,41.0,No,4.0,19.0,2015-12-12,18.2,SydneyAirport,12.2,23.0,ESE,0.0,56.0,20.4,50.0,1014.9
NNE,5.0,22.1,No,6.5,1015.9,39.0,NNE,52.0,No,7.0,26.0,2015-12-13,18.2,SydneyAirport,7.6,26.4,NE,0.0,54.0,24.6,50.0,1019.3
ENE,3.0,23.0,No,13.1,1013.4,22.0,E,33.0,No,3.0,6.0,2015-12-14,18.0,SydneyAirport,8.0,29.2,SE,0.0,68.0,27.2,50.0,1015.2
ENE,6.0,24.6,No,5.7,1012.3,33.0,NNE,50.0,Yes,8.0,17.0,2015-12-15,20.3,SydneyAirport,10.0,28.6,NE,0.0,68.0,27.1,56.0,1015.2
S,7.0,24.5,Yes,1.8,1016.7,15.0,NE,102.0,Yes,8.0,33.0,2015-12-16,20.7,SydneyAirport,5.4,24.6,NE,1.2,78.0,18.7,72.0,1014.6
ENE,4.0,21.7,Yes,12.0,1016.6,35.0,SW,43.0,No,1.0,9.0,2015-12-17,15.6,SydneyAirport,,27.6,ENE,5.6,73.0,25.8,51.0,1018.5
NNE,0.0,25.8,No,12.3,1013.6,39.0,N,56.0,No,1.0,11.0,2015-12-18,20.2,SydneyAirport,13.6,29.9,NE,0.0,51.0,28.5,42.0,1016.7
NE,1.0,27.7,No,13.2,1012.2,37.0,NW,61.0,No,1.0,13.0,2015-12-19,20.5,SydneyAirport,9.4,33.4,NE,0.0,52.0,30.2,37.0,1014.4
NE,1.0,25.2,No,,1008.0,46.0,N,76.0,No,1.0,11.0,2015-12-20,19.3,SydneyAirport,13.0,32.0,NE,0.0,58.0,30.0,45.0,1013.3
S,6.0,26.4,No,3.6,1017.2,43.0,SE,54.0,Yes,8.0,17.0,2015-12-21,22.3,SydneyAirport,14.0,27.0,S,0.0,56.0,20.7,92.0,1014.8
ESE,8.0,18.1,Yes,0.0,1021.6,15.0,SSW,46.0,Yes,8.0,30.0,2015-12-22,18.0,SydneyAirport,4.4,21.7,ENE,22.8,90.0,18.1,93.0,1023.3
SE,7.0,21.4,Yes,4.5,1017.9,24.0,SSE,35.0,No,7.0,19.0,2015-12-23,17.2,SydneyAirport,3.6,23.8,ESE,29.2,69.0,22.1,56.0,1019.6
ESE,4.0,22.8,No,9.5,1018.9,22.0,ESE,39.0,No,2.0,24.0,2015-12-24,18.1,SydneyAirport,5.0,25.4,ESE,0.0,53.0,23.0,55.0,1020.0
NE,5.0,22.8,No,9.6,1015.3,28.0,NNE,41.0,No,4.0,9.0,2015-12-25,17.6,SydneyAirport,7.0,26.6,ENE,0.0,50.0,25.7,40.0,1018.6
NNE,5.0,22.7,No,6.1,1005.9,31.0,N,54.0,Yes,7.0,17.0,2015-12-26,19.6,SydneyAirport,7.4,28.1,NE,1.0,71.0,23.9,80.0,1009.7
S,8.0,17.0,Yes,5.7,1018.5,39.0,S,74.0,No,1.0,41.0,2015-12-27,16.5,SydneyAirport,8.8,20.6,S,2.2,81.0,20.1,62.0,1016.7
SSW,7.0,17.0,No,4.8,1023.2,24.0,SSW,52.0,No,7.0,31.0,2015-12-28,15.1,SydneyAirport,5.8,21.4,SSE,0.4,75.0,20.7,59.0,1023.7
S,6.0,19.8,No,12.5,1020.9,26.0,S,37.0,No,1.0,24.0,2015-12-29,16.3,SydneyAirport,7.4,23.8,SE,0.0,57.0,23.4,40.0,1022.6
ESE,0.0,20.4,No,13.1,1018.7,22.0,SSE,30.0,No,1.0,11.0,2015-12-30,14.9,SydneyAirport,7.4,24.9,SE,0.0,61.0,23.6,45.0,1020.0
NE,1.0,23.4,No,12.7,1016.6,31.0,WNW,44.0,No,5.0,9.0,2015-12-31,18.1,SydneyAirport,8.0,28.7,ENE,0.0,60.0,26.1,43.0,1019.4
NE,6.0,22.3,No,12.3,1013.6,28.0,W,41.0,No,4.0,9.0,2016-01-01,18.6,SydneyAirport,11.0,26.5,ENE,0.0,61.0,25.4,48.0,1016.4
E,7.0,21.1,No,3.3,1012.5,19.0,S,31.0,No,7.0,6.0,2016-01-02,18.1,SydneyAirport,6.8,25.3,SE,0.0,68.0,23.8,57.0,1013.4
SE,8.0,22.2,No,0.0,1014.5,30.0,SSE,56.0,Yes,8.0,26.0,2016-01-03,19.9,SydneyAirport,8.0,24.3,SSE,0.0,65.0,22.5,75.0,1015.2
ESE,8.0,20.7,Yes,0.7,1016.5,20.0,E,48.0,Yes,8.0,13.0,2016-01-04,20.2,SydneyAirport,6.4,25.4,NE,3.6,85.0,18.7,94.0,1016.9
ESE,8.0,19.4,Yes,0.0,1014.9,31.0,ESE,54.0,Yes,8.0,24.0,2016-01-05,17.6,SydneyAirport,0.0,21.0,SE,51.2,83.0,19.9,91.0,1016.9
S,8.0,18.5,Yes,0.0,1011.7,31.0,SSE,63.0,Yes,8.0,28.0,2016-01-06,17.2,SydneyAirport,8.0,19.2,SSE,35.6,94.0,18.1,93.0,1012.4
SSW,7.0,18.2,Yes,7.6,1015.8,39.0,SSW,65.0,No,7.0,35.0,2016-01-07,16.9,SydneyAirport,2.0,22.3,SSW,36.4,85.0,19.4,78.0,1014.1
ESE,,22.1,No,12.1,1019.0,22.0,W,31.0,No,1.0,13.0,2016-01-08,15.8,SydneyAirport,6.6,25.8,ESE,0.0,50.0,24.5,47.0,1020.0
E,5.0,21.1,No,8.6,1018.6,26.0,WNW,35.0,No,6.0,7.0,2016-01-09,18.7,SydneyAirport,7.0,26.0,ENE,0.0,69.0,25.3,49.0,1021.9
NE,3.0,24.0,No,12.2,1017.2,30.0,NNW,50.0,No,1.0,13.0,2016-01-10,19.1,SydneyAirport,8.0,28.8,NE,0.0,64.0,27.7,49.0,1020.3
NNE,1.0,25.9,No,12.1,1008.7,30.0,NNW,43.0,No,1.0,13.0,2016-01-11,21.1,SydneyAirport,9.0,34.6,NE,0.0,65.0,33.2,44.0,1013.2
S,6.0,29.0,No,4.4,1012.4,37.0,NNW,70.0,No,7.0,13.0,2016-01-12,23.7,SydneyAirport,10.6,33.6,S,0.0,51.0,23.8,84.0,1010.2
NNE,3.0,23.6,No,11.0,1015.9,28.0,ESE,46.0,No,1.0,4.0,2016-01-13,21.1,SydneyAirport,6.0,31.1,ENE,0.0,67.0,27.2,58.0,1019.6
WSW,1.0,30.5,No,,1007.4,28.0,WNW,120.0,Yes,7.0,13.0,2016-01-14,22.9,SydneyAirport,8.4,40.6,ENE,0.0,56.0,36.1,34.0,1011.5
S,8.0,14.5,Yes,2.7,1024.1,39.0,WSW,69.0,Yes,7.0,19.0,2016-01-15,14.3,SydneyAirport,12.2,20.4,SSE,27.4,92.0,19.4,74.0,1024.6
SSW,7.0,19.4,Yes,7.2,1026.3,24.0,SSE,52.0,No,5.0,19.0,2016-01-16,14.4,SydneyAirport,6.0,22.9,SSE,7.0,65.0,22.2,49.0,1027.0
S,6.0,20.6,No,11.8,1022.8,20.0,S,37.0,No,4.0,24.0,2016-01-17,16.3,SydneyAirport,5.6,25.1,SE,0.4,74.0,24.0,48.0,1025.2
ENE,2.0,21.4,No,13.5,1017.5,24.0,S,39.0,No,2.0,9.0,2016-01-18,17.2,SydneyAirport,7.0,27.6,ENE,0.0,68.0,25.5,50.0,1020.6
NE,3.0,24.5,No,13.0,1012.8,24.0,NW,44.0,No,3.0,17.0,2016-01-19,19.1,SydneyAirport,8.0,33.3,NE,0.0,62.0,32.2,39.0,1017.3
S,1.0,29.1,No,10.0,1009.3,26.0,WNW,56.0,No,6.0,9.0,2016-01-20,22.2,SydneyAirport,11.8,40.3,NE,0.0,37.0,36.3,27.0,1012.4
SW,5.0,28.1,No,6.9,1006.8,30.0,NNW,65.0,Yes,4.0,7.0,2016-01-21,23.4,SydneyAirport,11.6,37.8,ENE,0.0,58.0,36.7,32.0,1010.4
SSE,7.0,24.2,Yes,1.4,1006.1,17.0,SSW,43.0,Yes,7.0,19.0,2016-01-22,22.7,SydneyAirport,10.4,26.9,ESE,22.8,90.0,25.8,81.0,1010.8
SSW,3.0,23.7,Yes,9.5,1008.7,39.0,S,52.0,No,6.0,31.0,2016-01-23,22.5,SydneyAirport,3.4,24.7,SSW,22.6,85.0,23.5,73.0,1006.9
SW,8.0,21.2,No,0.6,1012.1,17.0,SW,37.0,No,7.0,17.0,2016-01-24,20.2,SydneyAirport,6.6,25.3,SSE,1.0,82.0,23.6,66.0,1013.5
NE,8.0,22.3,No,0.0,1013.3,17.0,S,35.0,Yes,8.0,17.0,2016-01-25,21.1,SydneyAirport,4.6,25.0,ENE,0.0,85.0,24.3,67.0,1014.5
E,8.0,21.5,Yes,8.7,1017.2,22.0,NW,37.0,Yes,4.0,9.0,2016-01-26,20.1,SydneyAirport,2.4,27.5,E,17.6,88.0,26.6,56.0,1017.8
NE,6.0,23.8,Yes,0.5,1013.9,22.0,NNE,48.0,Yes,8.0,13.0,2016-01-27,20.2,SydneyAirport,9.8,26.4,NNE,3.6,72.0,24.4,63.0,1016.2
NE,7.0,25.0,Yes,6.7,1004.4,19.0,N,41.0,No,7.0,19.0,2016-01-28,21.6,SydneyAirport,5.6,29.4,ENE,3.6,69.0,28.5,60.0,1008.0
NNE,3.0,26.6,No,8.2,1001.7,20.0,NNE,50.0,Yes,7.0,19.0,2016-01-29,22.1,SydneyAirport,5.0,29.9,NE,0.0,69.0,22.1,91.0,1003.3
WNW,8.0,22.7,Yes,3.0,1003.0,20.0,SSW,67.0,Yes,7.0,13.0,2016-01-30,19.7,SydneyAirport,3.0,26.3,SSE,6.2,87.0,24.4,86.0,1004.9
N,1.0,23.2,Yes,10.0,1003.4,22.0,NW,43.0,No,5.0,13.0,2016-01-31,18.8,SydneyAirport,5.8,31.8,WNW,23.8,79.0,30.1,22.0,1004.3
S,5.0,21.9,No,7.4,1001.1,17.0,SSW,48.0,Yes,4.0,15.0,2016-02-01,20.6,SydneyAirport,8.0,24.8,SSE,0.0,76.0,24.1,54.0,1004.3
W,2.0,21.4,Yes,12.9,1004.1,20.0,W,35.0,No,3.0,17.0,2016-02-02,16.4,SydneyAirport,5.0,26.1,SE,2.2,58.0,25.4,53.0,1006.4
S,5.0,25.2,No,10.7,1001.9,31.0,WNW,50.0,Yes,4.0,11.0,2016-02-03,19.9,SydneyAirport,7.6,31.0,ENE,0.0,57.0,29.8,43.0,1003.6
S,8.0,20.5,Yes,0.8,1012.7,54.0,SSW,74.0,Yes,7.0,37.0,2016-02-04,19.1,SydneyAirport,7.6,23.7,S,8.2,88.0,23.3,60.0,1012.0
S,6.0,21.3,Yes,6.8,1017.8,37.0,S,61.0,No,5.0,35.0,2016-02-05,19.8,SydneyAirport,9.6,23.9,S,1.6,66.0,23.2,64.0,1017.4
S,7.0,21.1,No,8.1,1017.0,26.0,S,46.0,No,3.0,20.0,2016-02-06,19.8,SydneyAirport,8.8,26.7,SE,0.8,86.0,25.2,50.0,1018.2
SSW,5.0,23.7,No,10.1,1016.6,22.0,SSE,41.0,No,3.0,15.0,2016-02-07,20.4,SydneyAirport,7.2,26.5,SE,0.4,63.0,25.7,59.0,1018.0
SE,2.0,22.8,No,12.6,1018.0,20.0,SW,30.0,No,1.0,11.0,2016-02-08,19.4,SydneyAirport,4.6,27.1,SE,0.0,78.0,26.7,60.0,1019.1
SSW,6.0,22.9,No,10.3,1019.7,24.0,S,52.0,No,1.0,31.0,2016-02-09,21.5,SydneyAirport,9.8,26.7,SSE,0.4,76.0,25.1,57.0,1020.8
NNE,2.0,25.1,No,12.7,1012.6,31.0,WNW,48.0,No,1.0,11.0,2016-02-10,20.4,SydneyAirport,7.6,30.0,NE,0.0,62.0,28.8,42.0,1016.6
E,3.0,24.2,No,9.6,1014.1,24.0,SW,35.0,No,7.0,11.0,2016-02-11,20.4,SydneyAirport,10.4,27.9,E,0.0,72.0,26.9,56.0,1015.7
ENE,2.0,25.2,No,12.0,1014.8,30.0,WNW,41.0,No,1.0,9.0,2016-02-12,21.5,SydneyAirport,6.4,29.2,NE,0.0,67.0,27.9,55.0,1017.0
NNE,1.0,25.9,No,12.1,1011.0,31.0,N,52.0,No,1.0,17.0,2016-02-13,22.4,SydneyAirport,8.8,30.6,NE,0.0,59.0,29.7,49.0,1014.5
S,1.0,26.4,No,10.4,1005.8,35.0,N,52.0,No,5.0,13.0,2016-02-14,21.4,SydneyAirport,9.6,36.9,S,0.0,58.0,25.5,82.0,1008.4
SSW,7.0,23.8,No,6.9,1007.7,22.0,SSW,35.0,No,3.0,15.0,2016-02-15,22.4,SydneyAirport,8.0,27.3,SSE,0.0,81.0,26.9,67.0,1011.8
SSE,1.0,24.1,No,10.8,1008.9,35.0,SW,48.0,No,2.0,22.0,2016-02-16,21.1,SydneyAirport,7.0,26.5,SSE,0.0,52.0,25.3,55.0,1009.1
SSW,3.0,20.0,No,10.4,1008.7,24.0,SSW,52.0,No,1.0,28.0,2016-02-17,18.9,SydneyAirport,8.8,24.0,SSE,0.0,66.0,22.4,49.0,1011.4
E,3.0,21.8,No,11.7,1008.7,20.0,SW,33.0,No,1.0,15.0,2016-02-18,17.9,SydneyAirport,8.0,26.7,SE,0.0,71.0,25.7,49.0,1010.0
NNE,4.0,25.5,No,11.1,1009.5,28.0,NNW,43.0,No,1.0,15.0,2016-02-19,21.5,SydneyAirport,8.0,31.9,NE,0.0,66.0,30.6,54.0,1012.3
SSW,7.0,23.7,No,5.9,1018.3,31.0,SSW,59.0,Yes,5.0,37.0,2016-02-20,22.9,SydneyAirport,9.4,27.9,S,0.0,80.0,25.3,77.0,1017.7
S,6.0,21.7,Yes,4.8,1024.6,24.0,S,46.0,No,4.0,30.0,2016-02-21,20.6,SydneyAirport,8.2,26.7,S,26.8,91.0,25.3,78.0,1025.2
NE,1.0,24.9,No,11.6,1021.7,28.0,NW,41.0,No,6.0,9.0,2016-02-22,21.5,SydneyAirport,3.8,31.1,ENE,0.0,74.0,28.7,56.0,1025.3
NNE,1.0,26.7,No,12.4,1017.3,26.0,NW,48.0,No,1.0,11.0,2016-02-23,22.3,SydneyAirport,9.4,31.1,NE,0.0,58.0,30.6,46.0,1021.2
NE,0.0,26.9,No,12.3,1012.7,24.0,N,57.0,No,1.0,20.0,2016-02-24,22.1,SydneyAirport,11.0,32.0,NE,0.0,57.0,31.1,47.0,1015.9
NNE,0.0,26.7,No,12.2,1008.8,20.0,N,48.0,No,0.0,13.0,2016-02-25,22.5,SydneyAirport,8.4,37.8,NE,0.0,64.0,36.3,36.0,1012.3
S,1.0,24.0,No,5.2,1015.5,24.0,SSW,78.0,No,7.0,44.0,2016-02-26,23.2,SydneyAirport,12.2,27.5,SSE,0.0,77.0,25.4,71.0,1015.0
ESE,7.0,25.1,No,10.0,1019.0,24.0,ESE,35.0,No,5.0,15.0,2016-02-27,22.2,SydneyAirport,6.0,28.5,ESE,0.0,62.0,26.5,49.0,1019.3
E,1.0,23.7,No,10.1,1017.1,22.0,WSW,33.0,No,1.0,13.0,2016-02-28,20.7,SydneyAirport,8.0,27.9,E,0.0,66.0,27.2,48.0,1018.8
