RainTomorrow,WindSpeed3pm,WindDir3pm,Rainfall,Pressure9am,RainToday,WindGustDir,Humidity3pm,WindSpeed9am,Pressure3pm,Humidity9am,Cloud9am,MinTempF,Temp9amF,Cloud3pm,MaxTempF,WindGustSpeed,Date,Location,WindDir9am,Temp3pmF
No,15.0,NE,0.0,1014.6,No,NNE,42.0,15.0,1013.5,36.0,8.0,62.059999999999995,79.34,8.0,87.61999999999999,39.0,2015-12-07,Ballarat,NNE,78.62
No,44.0,NNW,0.8,1009.4,No,NW,32.0,9.0,1006.5,79.0,6.0,65.12,67.46,5.0,88.52,69.0,2015-12-08,Ballarat,ENE,83.12
No,20.0,W,0.4,1014.4,No,W,37.0,28.0,1014.0,69.0,8.0,50.72,60.440000000000005,1.0,77.36,43.0,2015-12-09,Ballarat,WSW,72.68
No,17.0,W,0.0,1014.6,No,NW,27.0,7.0,1010.3,54.0,,46.76,61.7,1.0,79.34,43.0,2015-12-10,Ballarat,E,74.12
Yes,35.0,WSW,0.0,1009.5,No,SW,66.0,30.0,1011.1,57.0,1.0,44.42,56.48,8.0,61.519999999999996,57.0,2015-12-11,Ballarat,WSW,54.68
No,13.0,SW,1.2,1018.0,Yes,SW,39.0,17.0,1017.4,66.0,5.0,39.74,50.18,5.0,65.66,35.0,2015-12-12,Ballarat,SSW,60.980000000000004
No,24.0,WNW,0.0,1016.0,No,N,16.0,26.0,1013.4,40.0,,42.08,63.86,8.0,78.62,46.0,2015-12-13,Ballarat,N,75.2
No,17.0,WSW,0.0,1014.2,No,SSE,13.0,15.0,1013.5,22.0,,45.86,71.96,1.0,84.56,37.0,2015-12-14,Ballarat,NW,82.04
No,24.0,SSE,0.0,1014.9,No,SE,23.0,20.0,1014.3,31.0,8.0,57.56,67.82,6.0,87.26,41.0,2015-12-15,Ballarat,SE,81.86
No,17.0,SE,0.0,1016.7,No,SE,19.0,26.0,1014.7,71.0,,53.78,65.84,,85.28,41.0,2015-12-16,Ballarat,SE,84.74
No,20.0,WSW,0.0,1014.4,No,NNE,15.0,37.0,1012.6,43.0,,51.98,73.4,,94.64,52.0,2015-12-17,Ballarat,NNE,91.22
No,26.0,N,0.0,1012.9,No,WNW,11.0,28.0,1009.1,25.0,,65.3,83.84,1.0,102.91999999999999,57.0,2015-12-18,Ballarat,N,97.88000000000001
No,48.0,NNW,0.0,1009.0,No,NNW,11.0,33.0,1005.0,21.0,2.0,67.64,88.88000000000001,6.0,105.08000000000001,76.0,2015-12-19,Ballarat,N,102.56
Yes,20.0,WSW,0.0,1003.4,No,WSW,99.0,30.0,1007.2,23.0,,73.94,85.28,8.0,90.14,61.0,2015-12-20,Ballarat,N,65.3
No,22.0,S,3.4,1020.0,Yes,SSE,38.0,30.0,1021.1,72.0,8.0,51.26,56.120000000000005,,71.6,46.0,2015-12-21,Ballarat,S,68.36
No,15.0,SSW,0.2,1022.0,No,SE,26.0,28.0,1018.4,66.0,,47.84,55.58,,80.6,46.0,2015-12-22,Ballarat,SE,77.9
No,17.0,NW,0.0,1017.6,No,SSE,19.0,9.0,1014.9,66.0,,50.36,68.54,4.0,86.36,43.0,2015-12-23,Ballarat,N,83.12
No,24.0,NNW,0.0,1016.3,No,N,23.0,33.0,1013.3,48.0,,54.32,72.68,,89.6,54.0,2015-12-24,Ballarat,NNE,85.82
Yes,41.0,NNE,0.0,1010.9,No,N,23.0,46.0,1006.0,44.0,,64.22,72.86,,91.76,69.0,2015-12-25,Ballarat,NNE,88.16
No,26.0,SW,14.8,1006.9,Yes,SSW,42.0,22.0,1010.1,98.0,8.0,48.56,50.0,8.0,63.68,54.0,2015-12-26,Ballarat,SSW,61.16
No,22.0,S,0.2,1022.4,No,S,42.0,24.0,1022.8,62.0,1.0,41.0,53.78,7.0,67.28,43.0,2015-12-27,Ballarat,S,62.78
No,15.0,SE,0.0,1024.5,No,SE,30.0,31.0,1023.1,66.0,,44.78,57.379999999999995,,76.1,46.0,2015-12-28,Ballarat,SE,72.5
No,11.0,SE,0.0,1022.5,No,SW,16.0,22.0,1020.1,57.0,,46.94,62.059999999999995,,86.18,43.0,2015-12-29,Ballarat,SE,82.94
No,17.0,N,0.0,1017.3,No,NW,11.0,17.0,1014.8,22.0,,51.620000000000005,78.62,,93.91999999999999,35.0,2015-12-30,Ballarat,N,90.5
No,26.0,WNW,0.0,1014.1,No,NW,9.0,24.0,1012.0,16.0,,62.959999999999994,84.2,3.0,97.88000000000001,50.0,2015-12-31,Ballarat,NNE,95.36
No,20.0,S,0.0,1013.6,No,S,22.0,15.0,1011.9,31.0,,61.34,74.12,,91.03999999999999,46.0,2016-01-01,Ballarat,S,89.24
No,39.0,SE,0.0,1015.3,No,SE,45.0,31.0,1012.1,77.0,2.0,54.5,60.26,,78.62,61.0,2016-01-02,Ballarat,SSE,76.82
No,26.0,SE,0.0,1016.0,No,SE,49.0,37.0,1014.3,83.0,8.0,57.92,60.8,,75.74000000000001,57.0,2016-01-03,Ballarat,SE,73.75999999999999
No,17.0,NE,0.0,1018.4,No,ESE,58.0,22.0,1016.8,71.0,,55.76,64.75999999999999,8.0,77.54,46.0,2016-01-04,Ballarat,SE,68.9
No,24.0,SSW,0.0,1017.0,No,ESE,44.0,6.0,1013.8,68.0,8.0,55.22,64.58,8.0,78.8,43.0,2016-01-05,Ballarat,SE,73.22
No,31.0,SSE,0.2,1016.9,No,SE,60.0,28.0,1017.0,74.0,8.0,56.48,65.3,8.0,77.36,52.0,2016-01-06,Ballarat,S,70.34
No,19.0,S,0.0,1020.3,No,SSE,40.0,28.0,1019.6,82.0,8.0,55.58,58.82,2.0,75.2,46.0,2016-01-07,Ballarat,SSE,72.14
,20.0,S,0.0,1022.1,No,SSE,31.0,26.0,1020.5,66.0,,48.74,57.02,,80.6,48.0,2016-01-08,Ballarat,S,74.3
No,22.0,SSE,,1020.6,,SE,25.0,19.0,1018.5,73.0,,50.18,62.24,,85.82,37.0,2016-01-09,Ballarat,SSE,81.5
No,22.0,WNW,0.0,1016.9,No,WSW,9.0,2.0,1013.7,44.0,,52.16,69.8,,94.1,46.0,2016-01-10,Ballarat,NE,91.94
Yes,24.0,WSW,0.0,1011.2,No,N,26.0,20.0,1009.1,28.0,3.0,56.84,77.72,8.0,95.9,61.0,2016-01-11,Ballarat,N,84.56
No,15.0,SE,4.0,1013.7,Yes,ESE,22.0,26.0,1013.1,79.0,,55.76,63.14,,88.7,39.0,2016-01-12,Ballarat,SE,87.08000000000001
No,31.0,WNW,0.0,1010.4,No,W,13.0,33.0,1007.3,26.0,,62.78,86.36,1.0,103.1,80.0,2016-01-13,Ballarat,NNE,100.76
No,24.0,S,0.0,1017.1,No,S,65.0,26.0,1020.5,82.0,8.0,54.32,55.22,8.0,63.68,57.0,2016-01-14,Ballarat,SSW,56.120000000000005
No,30.0,SE,0.4,1029.5,No,S,33.0,28.0,1027.8,61.0,4.0,44.42,56.3,,69.62,50.0,2016-01-15,Ballarat,S,66.02
No,9.0,SSW,0.0,1027.6,No,SE,26.0,24.0,1023.8,63.0,,49.28,59.18,,80.24000000000001,46.0,2016-01-16,Ballarat,ESE,78.25999999999999
No,17.0,WNW,0.0,1022.6,No,N,24.0,30.0,1019.6,47.0,7.0,51.44,68.0,,85.28,46.0,2016-01-17,Ballarat,NNE,81.86
No,30.0,NNW,0.0,1016.8,No,N,14.0,33.0,1013.7,26.0,,61.88,75.74000000000001,,93.56,57.0,2016-01-18,Ballarat,N,89.24
Yes,31.0,WNW,0.0,1013.1,No,NW,9.0,0.0,1010.1,33.0,,51.44,71.96,2.0,96.98,57.0,2016-01-19,Ballarat,,94.82
Yes,13.0,SSW,3.8,1010.1,Yes,NNW,54.0,11.0,1007.5,88.0,7.0,64.94,68.18,8.0,86.36,52.0,2016-01-20,Ballarat,NNW,81.5
Yes,13.0,SW,2.4,1009.5,Yes,WSW,41.0,13.0,1009.3,94.0,,60.8,66.74000000000001,,86.0,35.0,2016-01-21,Ballarat,S,80.24000000000001
Yes,15.0,SW,5.0,1010.0,Yes,W,73.0,9.0,1008.1,100.0,7.0,59.9,61.34,8.0,73.94,70.0,2016-01-22,Ballarat,SW,71.6
No,24.0,SW,7.4,1012.6,Yes,S,57.0,13.0,1013.3,98.0,8.0,56.3,58.1,6.0,72.5,37.0,2016-01-23,Ballarat,SSW,68.0
No,24.0,S,0.0,1014.5,No,S,64.0,24.0,1014.1,98.0,8.0,54.5,57.74,8.0,71.78,43.0,2016-01-24,Ballarat,S,66.38
No,28.0,SSE,0.0,1015.6,No,SSE,35.0,31.0,1014.8,84.0,8.0,55.04,59.36,,75.2,46.0,2016-01-25,Ballarat,SSE,73.58
No,22.0,SE,0.0,1016.9,No,SE,33.0,43.0,1014.8,71.0,,56.3,64.4,3.0,81.32,57.0,2016-01-26,Ballarat,SE,79.16
Yes,37.0,NNE,0.0,1010.5,No,NNE,67.0,33.0,1008.7,73.0,8.0,60.08,70.16,8.0,77.36,57.0,2016-01-27,Ballarat,NNE,72.32
No,20.0,WNW,6.6,1005.1,Yes,NW,59.0,19.0,1001.2,100.0,8.0,62.6,63.14,1.0,79.7,50.0,2016-01-28,Ballarat,N,76.46
No,9.0,SW,1.0,1002.6,No,ESE,39.0,13.0,1001.2,81.0,8.0,50.9,53.06,4.0,69.25999999999999,37.0,2016-01-29,Ballarat,SSW,63.86
Yes,20.0,SSE,0.0,1005.5,No,ESE,39.0,17.0,1003.3,84.0,8.0,50.54,56.84,6.0,72.5,39.0,2016-01-30,Ballarat,ESE,71.42
Yes,30.0,NNE,8.6,999.1,Yes,N,68.0,24.0,1000.2,100.0,8.0,55.22,55.4,8.0,62.6,46.0,2016-01-31,Ballarat,N,59.540000000000006
No,15.0,S,4.2,1006.3,Yes,E,37.0,9.0,1004.8,100.0,8.0,44.06,52.879999999999995,1.0,78.62,37.0,2016-02-01,Ballarat,SW,76.28
Yes,22.0,N,0.2,1004.7,No,N,34.0,15.0,1002.2,54.0,,52.16,68.18,4.0,81.14,39.0,2016-02-02,Ballarat,NNE,79.88
No,31.0,S,2.4,1007.6,Yes,S,62.0,15.0,1010.3,100.0,7.0,58.459999999999994,59.36,8.0,69.98,52.0,2016-02-03,Ballarat,S,66.56
No,31.0,SE,0.6,1017.5,No,SSE,45.0,37.0,1017.8,72.0,7.0,53.96,57.2,1.0,72.86,61.0,2016-02-04,Ballarat,SSE,70.52
No,22.0,SE,0.0,1019.2,No,SE,30.0,31.0,1017.2,73.0,,54.5,62.959999999999994,,81.68,50.0,2016-02-05,Ballarat,ESE,78.8
No,13.0,N,0.0,1017.7,No,NNE,26.0,41.0,1015.2,56.0,,51.44,67.46,,87.8,52.0,2016-02-06,Ballarat,N,83.3
No,17.0,SW,0.0,1016.9,No,S,25.0,17.0,1015.8,41.0,3.0,57.56,75.2,4.0,91.58000000000001,44.0,2016-02-07,Ballarat,NNE,89.24
,24.0,S,0.0,1021.2,No,,30.0,22.0,1020.4,93.0,8.0,57.92,59.9,,81.86,,2016-02-08,Ballarat,SSE,78.98
No,11.0,SSE,,1020.3,,SE,27.0,30.0,1017.5,72.0,,55.58,60.62,,85.82,46.0,2016-02-09,Ballarat,SE,81.14
No,20.0,S,0.0,1015.5,No,S,28.0,20.0,1013.6,98.0,8.0,53.42,56.84,,82.75999999999999,35.0,2016-02-10,Ballarat,SE,80.42
No,20.0,S,0.0,1015.7,No,SE,32.0,31.0,1014.1,74.0,1.0,56.120000000000005,61.34,,81.5,44.0,2016-02-11,Ballarat,SE,78.98
No,19.0,W,0.0,1015.0,No,SE,17.0,17.0,1012.5,68.0,,56.120000000000005,64.04,,88.16,44.0,2016-02-12,Ballarat,ESE,85.1
No,26.0,WNW,0.0,1009.9,No,NNW,13.0,17.0,1007.2,29.0,8.0,56.66,74.3,,91.76,56.0,2016-02-13,Ballarat,N,89.06
No,24.0,WSW,0.0,1012.0,No,WSW,51.0,9.0,1011.8,83.0,8.0,51.26,56.66,8.0,72.14,44.0,2016-02-14,Ballarat,WSW,67.28
No,26.0,WNW,0.0,1013.5,No,W,36.0,11.0,1010.2,99.0,3.0,43.34,53.24,,74.66,54.0,2016-02-15,Ballarat,WSW,71.6
No,28.0,SSW,0.2,1015.5,No,SSE,37.0,20.0,1016.0,78.0,8.0,50.54,51.98,5.0,65.3,56.0,2016-02-16,Ballarat,S,60.8
No,26.0,SSW,0.0,1015.4,No,S,60.0,24.0,1013.5,99.0,7.0,50.36,53.42,8.0,71.6,46.0,2016-02-17,Ballarat,SSW,69.98
No,11.0,S,0.2,1012.0,No,S,52.0,19.0,1010.0,98.0,8.0,52.16,54.86,2.0,74.84,28.0,2016-02-18,Ballarat,S,69.98
No,19.0,SSW,0.0,1012.0,No,SSE,60.0,9.0,1013.2,84.0,8.0,53.78,59.18,8.0,71.6,41.0,2016-02-19,Ballarat,S,68.72
No,26.0,SSE,0.0,1020.7,No,SE,41.0,26.0,1021.3,65.0,,44.78,54.32,,69.98,46.0,2016-02-20,Ballarat,SSE,67.28
No,20.0,NW,0.0,1023.1,No,SE,21.0,28.0,1021.4,72.0,,51.44,58.82,,84.91999999999999,46.0,2016-02-21,Ballarat,ESE,82.94
No,9.0,ESE,0.0,1022.8,No,ESE,21.0,2.0,1021.8,32.0,8.0,54.32,71.42,8.0,80.6,35.0,2016-02-22,Ballarat,N,79.88
No,28.0,NNW,0.0,1014.2,No,N,16.0,30.0,1009.7,33.0,5.0,59.72,80.6,8.0,101.11999999999999,59.0,2016-02-23,Ballarat,NNE,96.8
Yes,15.0,NW,0.0,1012.3,No,SSE,34.0,17.0,1008.9,59.0,8.0,68.72,72.14,6.0,87.98,37.0,2016-02-24,Ballarat,S,85.64
No,28.0,W,1.8,1010.7,Yes,W,51.0,13.0,1010.8,99.0,8.0,59.36,62.78,8.0,80.06,52.0,2016-02-25,Ballarat,WSW,76.28
No,20.0,SW,0.0,1018.3,No,SW,48.0,15.0,1019.0,98.0,8.0,50.0,56.120000000000005,7.0,69.8,35.0,2016-02-26,Ballarat,SW,68.36
No,17.0,S,0.0,1020.9,No,S,45.0,24.0,1019.2,77.0,8.0,54.5,57.92,,76.1,33.0,2016-02-27,Ballarat,SSE,73.22
No,22.0,S,0.0,1020.7,No,S,36.0,26.0,1019.4,72.0,8.0,54.14,58.28,,75.2,43.0,2016-02-28,Ballarat,S,73.22
No,19.0,SE,0.0,1020.7,No,SE,41.0,30.0,1019.2,71.0,7.0,54.5,60.26,,77.9,44.0,2016-02-29,Ballarat,SE,75.38
No,24.0,WNW,0.0,1017.4,No,NW,22.0,11.0,1016.4,64.0,,47.66,66.02,,87.08000000000001,48.0,2016-03-01,Ballarat,N,84.56
No,20.0,NNW,0.0,1017.8,No,SSW,15.0,9.0,1015.8,29.0,1.0,58.28,72.5,,95.18,56.0,2016-03-02,Ballarat,NW,91.22
No,13.0,SE,0.6,1019.6,No,ESE,36.0,31.0,1018.3,92.0,1.0,58.28,60.62,1.0,86.53999999999999,50.0,2016-03-03,Ballarat,ESE,82.75999999999999
No,20.0,NW,0.0,1017.8,No,NNW,23.0,28.0,1015.0,50.0,1.0,56.66,74.48,1.0,96.44,57.0,2016-03-04,Ballarat,NNE,93.74
No,20.0,S,0.0,1019.2,No,S,40.0,17.0,1018.6,98.0,8.0,56.120000000000005,61.16,8.0,87.44,37.0,2016-03-05,Ballarat,SE,85.82
No,37.0,SE,0.0,1019.4,No,SE,31.0,13.0,1017.1,68.0,1.0,58.64,68.18,1.0,96.61999999999999,52.0,2016-03-06,Ballarat,SE,90.5
No,43.0,SE,0.0,1018.7,No,SE,63.0,19.0,1019.6,65.0,7.0,62.6,74.84,,80.24000000000001,57.0,2016-03-07,Ballarat,SSE,74.3
No,30.0,N,0.0,1018.9,No,N,15.0,15.0,1016.4,48.0,3.0,59.9,80.24000000000001,,100.22,52.0,2016-03-08,Ballarat,NNE,98.24
Yes,22.0,SSE,0.0,1016.5,No,WSW,57.0,13.0,1017.2,69.0,8.0,71.06,71.24000000000001,4.0,81.68,39.0,2016-03-09,Ballarat,SE,78.08
Yes,11.0,E,2.0,1020.7,Yes,ESE,98.0,17.0,1019.0,100.0,8.0,61.88,63.14,7.0,67.46,35.0,2016-03-10,Ballarat,ESE,66.38
No,11.0,W,6.6,1017.7,Yes,SE,51.0,0.0,1016.3,93.0,3.0,58.82,67.28,3.0,83.66,30.0,2016-03-11,Ballarat,,80.6
No,20.0,S,0.0,1019.8,No,S,65.0,7.0,1019.7,,1.0,61.16,63.68,,80.96,35.0,2016-03-12,Ballarat,S,76.82
No,11.0,SW,0.0,1020.1,No,SE,31.0,24.0,1018.0,98.0,6.0,59.18,60.980000000000004,,85.28,39.0,2016-03-13,Ballarat,ESE,83.12
No,30.0,SSE,0.0,1020.4,No,S,54.0,26.0,1019.5,98.0,7.0,57.92,59.36,1.0,71.06,54.0,2016-03-14,Ballarat,SSE,69.08
No,24.0,ESE,0.0,1019.3,No,SE,47.0,35.0,1017.5,85.0,6.0,55.22,60.08,1.0,78.25999999999999,61.0,2016-03-15,Ballarat,ESE,76.1
No,19.0,NNE,0.0,1017.9,No,SE,34.0,28.0,1015.3,65.0,,53.6,67.64,,85.82,52.0,2016-03-16,Ballarat,NNE,81.86
Yes,31.0,N,0.0,1013.4,No,N,37.0,24.0,1007.7,56.0,,63.86,69.8,,87.44,48.0,2016-03-17,Ballarat,NNE,82.4
Yes,35.0,SW,22.0,997.9,Yes,W,64.0,24.0,1003.8,99.0,8.0,51.98,53.06,7.0,60.62,72.0,2016-03-18,Ballarat,WSW,57.379999999999995
No,24.0,S,4.4,1014.5,Yes,S,65.0,13.0,1016.8,100.0,8.0,46.76,49.82,8.0,58.28,39.0,2016-03-19,Ballarat,SSW,56.120000000000005
No,20.0,ESE,0.0,1019.7,No,SE,43.0,20.0,1018.9,75.0,8.0,48.92,51.98,,65.84,41.0,2016-03-20,Ballarat,SSE,64.94
No,30.0,SE,0.2,1020.8,No,SE,48.0,24.0,1019.0,82.0,,49.82,54.14,,68.72,48.0,2016-03-21,Ballarat,ESE,66.38
No,9.0,NNW,0.0,1019.1,No,ESE,31.0,4.0,1016.3,96.0,,45.14,53.42,,76.64,28.0,2016-03-22,Ballarat,NNE,75.02
No,24.0,WSW,0.0,1017.0,No,WNW,22.0,17.0,1016.1,46.0,7.0,53.42,63.5,8.0,81.32,43.0,2016-03-23,Ballarat,NNE,78.08
No,9.0,E,0.8,1019.9,No,ESE,66.0,15.0,1018.3,99.0,8.0,58.1,59.18,7.0,69.62,37.0,2016-03-24,Ballarat,ESE,67.82
No,19.0,SW,0.0,1020.8,No,SSW,44.0,20.0,1019.4,98.0,8.0,52.52,53.06,,67.28,37.0,2016-03-25,Ballarat,S,65.3
No,17.0,SW,0.0,1020.1,No,W,69.0,13.0,1019.7,100.0,7.0,47.84,53.78,8.0,62.24,30.0,2016-03-26,Ballarat,SW,61.34
No,24.0,SSE,0.0,1021.0,No,S,44.0,19.0,1019.2,98.0,7.0,47.120000000000005,50.54,,64.75999999999999,41.0,2016-03-27,Ballarat,S,61.519999999999996
No,26.0,SE,0.0,1018.8,No,SE,59.0,24.0,1017.8,69.0,5.0,44.06,50.9,8.0,60.08,43.0,2016-03-28,Ballarat,SSE,57.56
No,30.0,SSE,0.0,1019.5,No,SSE,63.0,30.0,1018.8,69.0,4.0,48.92,53.42,8.0,61.88,43.0,2016-03-29,Ballarat,S,57.92
No,17.0,S,0.0,1020.5,No,SSE,41.0,15.0,1019.5,71.0,8.0,46.4,52.52,4.0,62.78,37.0,2016-03-30,Ballarat,S,61.16
No,9.0,WSW,0.0,1019.8,No,SSW,58.0,9.0,1017.8,98.0,8.0,45.5,53.96,6.0,68.54,50.0,2016-03-31,Ballarat,SW,65.48
No,44.0,N,0.0,1015.1,No,NNW,32.0,17.0,1012.1,80.0,2.0,48.379999999999995,56.120000000000005,7.0,73.58,63.0,2016-04-01,Ballarat,NNE,70.52
No,24.0,SSW,0.0,1017.0,No,S,46.0,22.0,1020.1,89.0,8.0,55.76,55.94,7.0,63.5,41.0,2016-04-02,Ballarat,SSW,60.980000000000004
No,22.0,S,0.0,1026.7,No,SSE,43.0,24.0,1024.3,71.0,,39.92,52.879999999999995,,64.75999999999999,37.0,2016-04-03,Ballarat,S,63.68
No,15.0,N,0.0,1022.1,No,SE,25.0,19.0,1017.5,63.0,,46.58,57.379999999999995,,74.12,35.0,2016-04-04,Ballarat,ESE,73.04
Yes,37.0,NNW,0.0,1014.2,No,NNW,20.0,30.0,1010.2,40.0,,45.86,62.059999999999995,,81.5,59.0,2016-04-05,Ballarat,N,79.88
Yes,20.0,SW,2.6,1015.8,Yes,SW,93.0,6.0,1017.3,100.0,,50.72,51.44,8.0,56.120000000000005,48.0,2016-04-06,Ballarat,SW,54.32
No,11.0,SW,2.0,1025.2,Yes,W,56.0,2.0,1023.3,98.0,,35.96,46.76,8.0,60.08,24.0,2016-04-07,Ballarat,WSW,58.28
No,13.0,WSW,0.0,1023.7,No,WNW,58.0,9.0,1022.6,96.0,7.0,42.260000000000005,52.34,8.0,59.72,24.0,2016-04-08,Ballarat,WNW,57.92
No,20.0,W,0.0,1023.0,No,W,49.0,9.0,1020.6,76.0,8.0,46.4,56.120000000000005,8.0,68.36,33.0,2016-04-09,Ballarat,N,64.58
No,33.0,W,0.0,1020.7,No,WSW,52.0,17.0,1018.8,76.0,8.0,48.379999999999995,57.56,3.0,68.0,50.0,2016-04-10,Ballarat,W,65.66
No,17.0,SSW,0.6,1022.0,No,SW,65.0,17.0,1022.0,100.0,7.0,52.52,54.32,8.0,64.58,35.0,2016-04-11,Ballarat,SW,62.24
No,19.0,S,0.4,1026.0,No,SSE,56.0,17.0,1023.7,98.0,8.0,50.54,52.879999999999995,1.0,62.42,33.0,2016-04-12,Ballarat,SSW,60.440000000000005
No,22.0,SSE,0.2,1027.6,No,ESE,61.0,26.0,1025.4,88.0,4.0,50.18,55.22,6.0,65.66,41.0,2016-04-13,Ballarat,SE,62.959999999999994
No,24.0,NNW,0.0,1026.6,No,N,37.0,7.0,1023.7,80.0,7.0,43.34,57.2,4.0,73.75999999999999,44.0,2016-04-14,Ballarat,NW,70.34
No,24.0,WNW,0.0,1023.5,No,NW,26.0,11.0,1019.7,51.0,1.0,48.2,60.26,,76.46,43.0,2016-04-15,Ballarat,NNE,75.2
No,24.0,SSE,0.0,1022.0,No,S,83.0,15.0,1021.4,86.0,6.0,51.8,57.56,8.0,65.12,37.0,2016-04-16,Ballarat,SSE,58.1
No,30.0,SSE,0.0,1024.8,No,SE,55.0,30.0,1021.2,85.0,8.0,46.4,52.16,1.0,62.24,56.0,2016-04-17,Ballarat,SSE,61.16
No,30.0,N,0.0,1020.1,No,N,48.0,28.0,1017.2,73.0,,40.82,59.36,8.0,70.7,46.0,2016-04-18,Ballarat,NNE,68.9
No,22.0,N,0.0,1019.5,No,N,31.0,19.0,1018.3,43.0,2.0,44.6,62.42,,76.46,46.0,2016-04-19,Ballarat,NNE,73.94
No,31.0,N,0.2,1022.6,No,NNE,28.0,24.0,1019.6,51.0,2.0,48.74,65.3,,78.8,46.0,2016-04-20,Ballarat,NNE,77.36
Yes,11.0,SSW,0.0,1019.7,No,NNE,85.0,20.0,1020.1,47.0,8.0,61.16,65.12,7.0,71.06,46.0,2016-04-21,Ballarat,NNE,60.08
No,28.0,S,2.4,1027.3,Yes,S,56.0,30.0,1026.6,84.0,1.0,48.92,50.9,3.0,58.1,44.0,2016-04-22,Ballarat,S,55.76
No,26.0,S,0.0,1029.9,No,SSE,70.0,22.0,1029.0,95.0,8.0,44.78,51.8,8.0,63.14,41.0,2016-04-23,Ballarat,SSE,59.18
No,11.0,NNW,0.0,1031.1,No,SE,34.0,11.0,1028.5,83.0,,42.08,54.5,,70.16,41.0,2016-04-24,Ballarat,ESE,69.98
No,22.0,N,0.0,1030.2,No,N,32.0,22.0,1027.4,59.0,,41.54,58.64,,72.86,43.0,2016-04-25,Ballarat,N,71.78
No,30.0,N,0.0,1028.3,No,N,25.0,17.0,1023.6,54.0,,43.16,59.18,,74.12,52.0,2016-04-26,Ballarat,N,72.86
No,41.0,N,0.0,1020.6,No,N,30.0,37.0,1016.2,58.0,7.0,51.44,58.64,4.0,74.84,65.0,2016-04-27,Ballarat,N,74.3
Yes,22.0,NNE,0.0,1019.3,No,NNE,57.0,19.0,1017.2,63.0,8.0,57.56,59.72,7.0,66.74000000000001,41.0,2016-04-28,Ballarat,NNE,66.38
Yes,30.0,N,2.6,1015.5,Yes,N,99.0,30.0,1013.2,81.0,8.0,56.3,59.0,8.0,59.72,43.0,2016-04-29,Ballarat,N,58.64
Yes,35.0,NNE,2.8,1014.9,Yes,NNE,79.0,31.0,1011.0,100.0,8.0,56.66,59.0,5.0,68.36,57.0,2016-04-30,Ballarat,N,65.12
No,24.0,WSW,14.8,1007.6,Yes,NNW,76.0,31.0,1012.5,86.0,8.0,48.02,49.28,2.0,52.879999999999995,74.0,2016-05-01,Ballarat,NW,50.18
No,41.0,NNW,0.6,1013.3,No,NNW,56.0,28.0,1010.1,91.0,8.0,37.94,44.42,8.0,59.18,59.0,2016-05-02,Ballarat,N,55.94
No,33.0,NW,0.0,1002.6,No,N,83.0,46.0,1001.2,78.0,7.0,44.239999999999995,52.52,,60.26,69.0,2016-05-03,Ballarat,N,58.1
No,28.0,NNW,1.0,1015.7,No,NNW,67.0,17.0,1014.8,100.0,,35.96,44.06,8.0,55.4,43.0,2016-05-04,Ballarat,NE,54.14
No,43.0,NNW,0.0,1016.7,No,NNW,56.0,31.0,1013.4,82.0,8.0,43.7,53.96,8.0,66.2,61.0,2016-05-05,Ballarat,N,64.4
No,33.0,NNW,0.0,1016.2,No,NNW,36.0,20.0,1014.4,75.0,,50.0,56.66,2.0,73.58,44.0,2016-05-06,Ballarat,N,72.86
No,31.0,N,0.0,1017.9,No,NNE,41.0,30.0,1015.9,57.0,7.0,52.879999999999995,59.36,5.0,72.68,50.0,2016-05-07,Ballarat,NNE,69.44
Yes,30.0,NNE,0.4,1010.4,No,NNE,100.0,17.0,1004.4,100.0,7.0,54.86,55.4,8.0,62.959999999999994,54.0,2016-05-08,Ballarat,NNE,58.1
Yes,31.0,N,7.6,996.3,Yes,NNE,98.0,54.0,994.4,100.0,8.0,55.4,60.980000000000004,8.0,60.980000000000004,81.0,2016-05-09,Ballarat,NNE,55.22
Yes,33.0,W,20.2,1004.9,Yes,WNW,65.0,28.0,1010.7,100.0,8.0,48.74,50.9,8.0,55.94,67.0,2016-05-10,Ballarat,WSW,54.32
Yes,33.0,NW,1.6,1015.5,Yes,W,87.0,17.0,1010.8,98.0,8.0,46.04,47.66,8.0,56.66,50.0,2016-05-11,Ballarat,N,53.78
No,30.0,NW,2.8,1015.0,Yes,WNW,74.0,24.0,1014.2,100.0,8.0,47.66,54.86,7.0,62.6,48.0,2016-05-12,Ballarat,WNW,60.62
No,28.0,NNW,0.0,1021.9,No,NNW,65.0,19.0,1020.4,88.0,,52.52,55.22,2.0,63.86,37.0,2016-05-13,Ballarat,NNW,62.78
No,35.0,NNW,0.0,1021.0,No,NNW,51.0,31.0,1017.2,100.0,8.0,49.82,50.36,,64.94,46.0,2016-05-14,Ballarat,N,64.75999999999999
No,31.0,W,0.0,1015.8,No,WSW,49.0,9.0,1015.9,68.0,2.0,47.84,54.5,,63.86,52.0,2016-05-15,Ballarat,NNW,61.88
No,31.0,N,0.4,1018.3,No,N,74.0,20.0,1013.3,98.0,,34.34,48.02,6.0,60.08,59.0,2016-05-16,Ballarat,N,59.9
No,22.0,W,1.0,1017.8,No,W,70.0,26.0,1018.4,81.0,8.0,46.58,51.44,8.0,56.48,48.0,2016-05-17,Ballarat,WNW,54.68
