wind gust dir,temp 9 am c,wind speed 9 am,rain tomorrow,wind dir 9 am,date,temp 3 pm c,wind speed 3 pm,location,wind dir 3 pm,pressure 9 am,cloud 3 pm,min temp c,max temp c,pressure 3 pm,wind gust speed,rain today,humidity 3 pm,rainfall,humidity 9 am,cloud 9 am
E,13.6,9.0,No,SE,2014-08-22,25.8,13.0,Uluru,WNW,1023.2,,3.7,26.9,1019.4,26.0,No,12.0,0.0,32.0,
ENE,16.7,13.0,No,SE,2014-08-23,27.6,11.0,Uluru,ENE,1024.5,,4.7,28.2,1021.5,31.0,No,11.0,0.0,23.0,
ESE,16.7,17.0,No,SE,2014-08-24,26.4,22.0,Uluru,ESE,1027.1,,8.5,27.2,1023.5,50.0,No,13.0,0.0,29.0,
E,16.5,13.0,No,ESE,2014-08-25,25.5,24.0,Uluru,ESE,1028.3,,7.5,26.4,1023.4,52.0,No,15.0,0.0,31.0,
NE,15.4,7.0,No,ESE,2014-08-26,24.9,15.0,Uluru,ENE,1026.2,,4.6,26.3,1021.3,31.0,No,10.0,0.0,31.0,
ESE,15.1,9.0,No,SE,2014-08-27,25.7,22.0,Uluru,E,1023.9,,3.6,26.8,1020.5,35.0,No,9.0,0.0,24.0,
E,15.4,20.0,No,ENE,2014-08-28,24.5,20.0,Uluru,ENE,1025.2,,5.4,25.1,1021.4,37.0,No,11.0,0.0,29.0,
NE,16.2,17.0,No,E,2014-08-29,25.0,9.0,Uluru,NNE,1024.8,,4.5,26.1,1019.9,31.0,No,14.0,0.0,33.0,
E,16.0,9.0,No,ESE,2014-08-30,26.8,11.0,Uluru,WNW,1022.7,,4.4,28.0,1017.4,31.0,No,12.0,0.0,31.0,
NW,16.7,2.0,No,SE,2014-08-31,29.6,11.0,Uluru,NNW,1019.3,,4.5,30.3,1014.9,30.0,No,8.0,0.0,25.0,
SSW,20.9,17.0,No,SSW,2014-09-01,29.9,17.0,Uluru,SW,1018.2,,6.3,30.5,1015.5,41.0,No,13.0,0.0,16.0,
E,15.2,31.0,No,E,2014-09-02,22.7,19.0,Uluru,E,1025.1,,9.4,23.6,1020.8,48.0,No,29.0,0.0,45.0,
NNW,15.1,13.0,No,E,2014-09-03,27.6,11.0,Uluru,NW,1022.5,,6.4,29.3,1015.9,28.0,No,18.0,0.0,29.0,
WSW,22.0,17.0,No,S,2014-09-04,29.7,20.0,Uluru,SSE,1016.5,,11.7,29.8,1012.7,50.0,No,14.0,0.0,27.0,
ENE,16.6,22.0,No,ENE,2014-09-05,19.7,22.0,Uluru,E,1019.6,7.0,14.5,20.2,1014.9,33.0,No,30.0,0.0,39.0,8.0
E,17.7,19.0,No,E,2014-09-06,29.2,13.0,Uluru,WNW,1018.5,,11.9,30.3,1014.0,31.0,No,17.0,0.0,39.0,7.0
NNW,19.8,9.0,No,ESE,2014-09-07,34.1,22.0,Uluru,WNW,1018.1,,11.8,34.2,1013.1,39.0,No,10.0,0.0,32.0,
NW,23.5,19.0,No,NW,2014-09-08,34.4,39.0,Uluru,NW,1014.2,,9.2,35.5,1009.5,70.0,No,10.0,0.0,21.0,
WSW,24.2,17.0,No,SW,2014-09-09,30.7,26.0,Uluru,WNW,1015.2,,11.8,31.5,1013.1,48.0,No,13.0,0.0,27.0,
E,18.9,30.0,No,E,2014-09-10,27.3,13.0,Uluru,E,1020.3,,6.6,29.5,1015.5,43.0,No,14.0,0.0,30.0,
E,18.4,15.0,No,SSE,2014-09-11,30.2,13.0,Uluru,SSW,1019.7,,9.7,31.1,1016.3,28.0,No,10.0,0.0,28.0,
ENE,20.9,20.0,No,E,2014-09-12,29.7,13.0,Uluru,ENE,1023.3,,12.3,30.1,1018.5,39.0,No,10.0,0.0,23.0,
NE,20.2,19.0,No,E,2014-09-13,29.8,11.0,Uluru,SSE,1022.3,,9.8,30.5,1017.5,46.0,No,11.0,0.0,26.0,
SSW,21.0,0.0,No,,2014-09-14,32.1,15.0,Uluru,SSE,1018.2,,7.9,33.7,1014.2,35.0,No,8.0,0.0,18.0,
E,22.5,9.0,No,S,2014-09-15,30.6,17.0,Uluru,S,1018.2,5.0,12.8,32.1,1014.1,30.0,No,10.0,0.0,28.0,7.0
ENE,21.2,31.0,No,E,2014-09-16,30.1,19.0,Uluru,NE,1018.5,,14.6,31.7,1013.2,46.0,No,14.0,0.0,30.0,1.0
ENE,20.0,33.0,No,ENE,2014-09-17,28.5,17.0,Uluru,E,1020.0,8.0,17.5,28.9,1015.8,52.0,No,18.0,0.0,32.0,6.0
S,21.5,22.0,No,E,2014-09-18,33.0,19.0,Uluru,N,1019.3,1.0,16.2,34.7,1013.5,76.0,No,10.0,0.0,28.0,2.0
E,21.7,24.0,No,E,2014-09-19,32.7,20.0,Uluru,NNW,1017.9,1.0,15.7,34.6,1012.3,33.0,No,10.0,0.0,23.0,7.0
E,22.5,33.0,No,E,2014-09-20,30.1,19.0,Uluru,SSE,1019.0,,15.5,31.2,1015.6,41.0,No,10.0,0.0,20.0,
ENE,18.4,28.0,No,E,2014-09-21,26.8,24.0,Uluru,E,1023.9,,12.6,28.0,1018.9,56.0,No,13.0,0.0,35.0,
NE,18.9,28.0,No,ENE,2014-09-22,29.1,22.0,Uluru,NE,1019.6,,9.3,30.0,1012.6,50.0,No,5.0,0.0,17.0,
SSW,18.7,19.0,No,WSW,2014-09-23,24.0,20.0,Uluru,W,1014.4,2.0,12.3,25.0,1012.4,46.0,No,23.0,0.0,35.0,8.0
SSW,14.2,22.0,No,SSW,2014-09-24,22.3,19.0,Uluru,SSW,1021.1,,9.9,24.6,1018.1,44.0,No,32.0,0.0,68.0,8.0
E,16.1,20.0,No,SE,2014-09-25,27.1,15.0,Uluru,E,1023.9,,8.1,28.2,1019.4,39.0,No,21.0,0.0,54.0,
ENE,21.6,19.0,No,ENE,2014-09-26,30.6,9.0,Uluru,E,1021.7,,10.3,31.7,1017.0,33.0,No,8.0,0.0,31.0,
NNW,24.0,19.0,No,NE,2014-09-27,32.9,20.0,Uluru,NE,1020.3,,9.7,34.1,1014.4,35.0,No,9.0,0.0,22.0,
WNW,25.6,15.0,No,N,2014-09-28,35.2,30.0,Uluru,WNW,1014.7,,10.7,36.6,1011.3,44.0,No,8.0,0.0,15.0,
NNW,25.2,22.0,No,ESE,2014-09-29,34.9,13.0,Uluru,NNW,1014.9,,13.9,36.3,1010.3,41.0,No,10.0,0.0,25.0,
SSE,27.7,17.0,No,ESE,2014-09-30,35.3,19.0,Uluru,SW,1015.8,,20.3,37.1,1012.7,39.0,No,9.0,0.0,14.0,
E,23.6,30.0,No,ESE,2014-10-01,31.9,28.0,Uluru,E,1022.1,,20.0,32.6,1016.7,52.0,No,15.0,0.0,28.0,2.0
E,22.1,30.0,No,E,2014-10-02,32.7,22.0,Uluru,ENE,1020.3,,18.0,33.8,1014.6,44.0,No,10.0,0.0,23.0,
WNW,23.8,24.0,No,E,2014-10-03,35.6,17.0,Uluru,NW,1015.6,,15.5,36.5,1010.1,56.0,No,10.0,0.0,16.0,
SSE,29.6,4.0,No,E,2014-10-04,37.0,7.0,Uluru,SE,1014.4,6.0,23.1,37.4,1009.7,41.0,No,12.0,0.0,18.0,
N,30.2,24.0,No,NE,2014-10-05,37.6,28.0,Uluru,N,1012.7,1.0,19.5,39.2,1007.7,48.0,No,8.0,0.0,11.0,
S,32.2,33.0,No,NW,2014-10-06,36.3,22.0,Uluru,SW,1009.7,,19.9,38.3,1008.4,50.0,No,8.0,0.0,12.0,1.0
ESE,21.4,31.0,No,ESE,2014-10-07,28.8,26.0,Uluru,E,1018.1,,15.5,30.3,1014.4,48.0,No,16.0,0.0,28.0,
E,21.7,33.0,No,E,2014-10-08,31.7,11.0,Uluru,ENE,1019.1,,15.1,33.2,1014.0,50.0,No,11.0,0.0,21.0,
SW,25.0,20.0,No,E,2014-10-09,35.4,7.0,Uluru,SSE,1016.7,,13.8,37.2,1011.0,35.0,No,7.0,0.0,13.0,
S,23.5,24.0,No,S,2014-10-10,32.8,13.0,Uluru,SSW,1014.7,,16.4,34.1,1010.2,43.0,No,8.0,0.0,27.0,
SE,21.6,17.0,No,ESE,2014-10-11,30.4,9.0,Uluru,NE,1016.2,,12.1,31.7,1010.4,30.0,No,13.0,0.0,30.0,
SSW,25.7,19.0,No,ESE,2014-10-12,31.6,11.0,Uluru,ESE,1013.4,,11.9,33.9,1009.4,37.0,No,6.0,0.0,12.0,
SE,21.8,22.0,No,SE,2014-10-13,30.2,17.0,Uluru,SE,1017.3,2.0,12.9,30.7,1015.8,48.0,No,16.0,0.0,30.0,
E,18.2,30.0,No,E,2014-10-14,26.1,17.0,Uluru,E,1023.5,,15.6,27.9,1018.7,48.0,No,8.0,0.0,22.0,4.0
ENE,19.7,26.0,No,E,2014-10-15,27.8,7.0,Uluru,E,1022.0,,10.0,29.4,1017.3,41.0,No,8.0,0.0,17.0,
NE,21.6,20.0,No,ENE,2014-10-16,30.4,15.0,Uluru,ESE,1020.7,,8.4,32.6,1015.3,39.0,No,6.0,0.0,10.0,
E,23.2,26.0,No,NE,2014-10-17,31.1,15.0,Uluru,NE,1020.2,,9.7,33.0,1015.1,39.0,No,5.0,0.0,9.0,
NE,25.2,13.0,No,ENE,2014-10-18,34.6,17.0,Uluru,ENE,1018.9,,10.8,35.2,1013.9,43.0,No,4.0,0.0,8.0,
NNW,27.3,15.0,No,NNE,2014-10-19,35.7,17.0,Uluru,N,1017.1,,9.0,37.4,1012.9,48.0,No,3.0,0.0,6.0,
NNE,29.1,11.0,No,ENE,2014-10-20,37.8,19.0,Uluru,NNW,1016.6,,11.5,39.2,1012.2,52.0,No,3.0,0.0,5.0,
NNW,32.8,28.0,No,N,2014-10-21,38.4,22.0,Uluru,W,1016.3,,15.2,39.4,1013.3,44.0,No,7.0,0.0,9.0,
SE,30.4,20.0,No,ESE,2014-10-22,39.0,11.0,Uluru,S,1016.7,,22.1,39.7,1012.1,48.0,No,7.0,0.0,16.0,
N,33.0,26.0,No,NNE,2014-10-23,38.5,20.0,Uluru,NNW,1014.6,,18.9,39.5,1011.2,41.0,No,7.0,0.0,11.0,
ESE,32.6,13.0,No,ESE,2014-10-24,38.6,20.0,Uluru,NW,1014.7,6.0,21.8,40.8,1010.9,43.0,No,8.0,0.0,15.0,
WNW,33.4,15.0,No,N,2014-10-25,38.6,15.0,Uluru,NNW,1016.3,6.0,21.3,40.1,1011.6,50.0,No,9.0,0.0,13.0,
NW,33.1,24.0,No,W,2014-10-26,39.2,22.0,Uluru,NNW,1014.8,1.0,24.3,40.7,1009.8,44.0,No,8.0,0.0,11.0,8.0
SSE,23.1,24.0,No,SE,2014-10-27,30.4,17.0,Uluru,E,1016.9,,21.8,31.0,1014.4,48.0,No,20.0,0.0,35.0,6.0
E,26.5,31.0,No,E,2014-10-28,33.4,19.0,Uluru,E,1017.0,,19.7,35.1,1013.4,48.0,No,13.0,0.0,20.0,
ENE,29.3,22.0,No,ENE,2014-10-29,36.7,9.0,Uluru,SW,1015.7,5.0,20.0,38.1,1010.9,39.0,No,9.0,0.0,14.0,
S,29.4,24.0,No,SSE,2014-10-30,32.2,24.0,Uluru,ENE,1014.1,3.0,26.4,33.9,1009.7,61.0,No,22.0,0.0,20.0,5.0
WSW,25.5,20.0,No,NE,2014-10-31,35.2,26.0,Uluru,NW,1009.7,4.0,20.8,36.9,1006.9,78.0,No,19.0,0.0,43.0,8.0
SE,20.4,22.0,No,SSE,2014-11-01,30.3,20.0,Uluru,ESE,1015.8,,17.2,31.6,1011.3,50.0,No,31.0,0.2,57.0,
E,24.7,28.0,No,E,2014-11-02,31.4,17.0,Uluru,ENE,1017.5,,18.2,33.2,1013.2,46.0,No,19.0,0.0,27.0,
WSW,27.4,15.0,No,NE,2014-11-03,38.4,9.0,Uluru,NNW,1015.7,2.0,18.1,38.9,1010.2,85.0,No,13.0,0.0,19.0,
SE,24.8,0.0,No,,2014-11-04,36.3,15.0,Uluru,S,1016.7,,18.3,37.3,1012.2,50.0,No,15.0,0.8,55.0,
E,28.7,24.0,No,E,2014-11-05,36.4,15.0,Uluru,WSW,1018.3,,20.7,36.9,1012.9,41.0,No,10.0,0.0,22.0,
N,28.7,28.0,No,ENE,2014-11-06,38.5,13.0,Uluru,NNW,1015.0,,19.3,39.2,1008.6,41.0,No,9.0,0.0,17.0,
NNW,32.7,17.0,No,N,2014-11-07,39.8,22.0,Uluru,WNW,1011.1,,18.2,41.5,1007.5,48.0,No,9.0,0.0,12.0,
SW,30.2,26.0,No,SSE,2014-11-08,36.2,17.0,Uluru,SSE,1015.2,3.0,25.6,38.2,1012.0,43.0,No,17.0,0.0,30.0,
S,26.5,22.0,No,ESE,2014-11-09,33.0,30.0,Uluru,ENE,1017.6,6.0,24.6,34.9,1015.0,48.0,No,20.0,0.0,30.0,3.0
E,29.0,28.0,No,E,2014-11-10,37.2,22.0,Uluru,E,1017.2,,20.7,37.9,1012.7,48.0,No,9.0,0.0,11.0,
E,29.6,30.0,No,ENE,2014-11-11,39.3,11.0,Uluru,ESE,1014.3,,23.0,39.8,1009.4,44.0,No,7.0,0.0,9.0,
ENE,31.3,24.0,No,E,2014-11-12,40.7,13.0,Uluru,ESE,1012.0,,19.6,41.5,1006.4,41.0,No,5.0,0.0,6.0,
NW,35.6,19.0,Yes,NNE,2014-11-13,41.5,33.0,Uluru,NW,1007.2,1.0,23.4,43.0,1002.4,85.0,No,9.0,0.0,6.0,
SSW,22.2,11.0,Yes,WNW,2014-11-14,22.5,0.0,Uluru,,1012.7,7.0,20.9,23.5,1013.0,44.0,Yes,81.0,2.8,84.0,8.0
SSW,19.3,22.0,No,S,2014-11-15,25.6,15.0,Uluru,SSE,1015.8,7.0,18.8,27.7,1013.8,37.0,Yes,43.0,3.2,60.0,7.0
E,20.5,22.0,No,E,2014-11-16,25.9,13.0,Uluru,ENE,1017.1,8.0,16.2,26.6,1014.3,35.0,No,34.0,0.2,45.0,8.0
NNE,24.9,20.0,No,E,2014-11-17,32.2,15.0,Uluru,SE,1016.4,2.0,16.5,33.5,1012.0,39.0,No,15.0,0.0,30.0,1.0
ENE,24.9,19.0,No,E,2014-11-18,33.2,15.0,Uluru,N,1016.5,,17.6,36.2,1012.0,31.0,No,25.0,0.4,44.0,
SSW,30.0,13.0,No,ENE,2014-11-19,37.4,7.0,Uluru,ENE,1014.7,8.0,20.0,40.0,1008.5,56.0,No,15.0,0.0,24.0,
SSW,28.5,15.0,No,ESE,2014-11-20,36.6,13.0,Uluru,N,1012.1,1.0,24.2,39.0,1007.0,52.0,No,22.0,0.0,46.0,
WNW,31.3,13.0,No,NNE,2014-11-21,40.5,30.0,Uluru,WNW,1009.6,1.0,21.4,42.4,1004.5,54.0,No,12.0,0.0,40.0,
W,33.3,37.0,Yes,NNW,2014-11-22,39.5,22.0,Uluru,WNW,1009.1,3.0,21.2,42.1,1004.7,76.0,No,14.0,0.0,28.0,1.0
WNW,30.9,13.0,No,N,2014-11-23,39.1,28.0,Uluru,SW,1009.4,8.0,20.4,40.1,1006.1,54.0,Yes,14.0,1.2,39.0,
SSE,32.0,11.0,No,N,2014-11-24,38.0,28.0,Uluru,SSE,1011.4,,23.0,38.7,1008.8,41.0,No,16.0,0.0,25.0,
E,27.2,30.0,No,ESE,2014-11-25,32.9,20.0,Uluru,ENE,1015.8,,23.9,35.3,1012.1,46.0,No,20.0,0.0,24.0,1.0
E,27.6,30.0,No,E,2014-11-26,34.9,24.0,Uluru,ESE,1015.2,,19.5,36.2,1010.8,44.0,No,11.0,0.0,21.0,
ENE,29.7,26.0,No,ENE,2014-11-27,35.7,9.0,Uluru,ENE,1014.6,2.0,18.3,37.4,1010.4,43.0,No,10.0,0.0,9.0,
WNW,29.1,24.0,No,E,2014-11-28,36.7,11.0,Uluru,N,1013.4,,20.5,37.7,1008.1,37.0,No,11.0,0.0,13.0,
SSW,34.0,20.0,No,NE,2014-11-29,39.3,13.0,Uluru,WSW,1007.7,2.0,23.9,41.0,1002.9,50.0,No,12.0,0.0,8.0,
S,34.2,9.0,No,ESE,2014-11-30,39.8,19.0,Uluru,NNW,1005.9,4.0,21.4,41.2,1001.2,52.0,No,12.0,0.6,22.0,4.0
WSW,31.9,19.0,No,NE,2014-12-01,38.7,20.0,Uluru,N,1007.3,,22.6,40.1,1001.6,65.0,No,13.0,0.0,29.0,
NNW,30.9,15.0,No,NNE,2014-12-02,40.2,26.0,Uluru,NW,1004.3,1.0,24.4,41.8,1000.2,52.0,No,17.0,0.0,33.0,2.0
NNW,30.6,17.0,No,E,2014-12-03,40.7,22.0,Uluru,W,1007.3,5.0,23.2,43.3,1002.6,41.0,No,13.0,0.0,46.0,
E,31.3,13.0,No,ENE,2014-12-04,40.2,13.0,Uluru,SSW,1010.3,4.0,25.9,42.1,1005.6,50.0,No,17.0,0.0,42.0,
E,34.7,19.0,No,NNE,2014-12-05,39.9,26.0,Uluru,NNW,1007.9,,26.2,43.3,1002.1,70.0,No,19.0,0.0,32.0,
SSE,32.8,33.0,Yes,NE,2014-12-06,42.3,20.0,Uluru,NW,1006.0,4.0,24.8,42.6,999.2,56.0,No,17.0,0.0,18.0,
WSW,28.1,11.0,No,E,2014-12-07,40.2,31.0,Uluru,WSW,1002.5,1.0,22.0,41.8,998.3,61.0,Yes,14.0,5.8,56.0,
WNW,29.7,15.0,No,E,2014-12-08,40.2,22.0,Uluru,SW,1005.2,,25.0,42.3,1002.3,44.0,No,12.0,0.0,39.0,
SSW,33.1,19.0,No,NW,2014-12-09,42.2,24.0,Uluru,NW,1007.4,,26.0,43.8,1004.1,69.0,No,14.0,0.0,31.0,
SSW,30.1,22.0,Yes,NNE,2014-12-10,37.9,17.0,Uluru,NW,1008.8,8.0,25.0,39.7,1005.2,91.0,No,25.0,0.2,45.0,8.0
S,25.7,24.0,No,SSW,2014-12-11,35.2,20.0,Uluru,S,1010.4,,20.2,37.7,1007.0,39.0,Yes,25.0,18.4,50.0,
E,29.2,26.0,No,ESE,2014-12-12,36.8,20.0,Uluru,SW,1011.7,,18.6,38.7,1007.0,41.0,No,8.0,0.2,28.0,
SSE,31.2,22.0,No,NE,2014-12-13,39.7,15.0,Uluru,SSW,1010.0,,18.4,41.4,1005.1,46.0,No,7.0,0.0,18.0,
NNW,33.8,17.0,No,N,2014-12-14,42.6,20.0,Uluru,W,1007.8,1.0,21.4,44.0,1003.0,41.0,No,7.0,0.0,13.0,1.0
SSW,34.6,9.0,No,S,2014-12-15,39.7,17.0,Uluru,W,1006.1,1.0,27.3,42.9,1001.9,87.0,No,14.0,0.0,23.0,1.0
W,28.1,20.0,Yes,N,2014-12-16,39.2,11.0,Uluru,S,1007.0,,24.4,41.3,1003.0,59.0,No,19.0,0.0,52.0,
S,28.4,17.0,Yes,WNW,2014-12-17,37.1,26.0,Uluru,NW,1008.1,,23.2,38.7,1003.2,74.0,Yes,23.0,1.6,60.0,1.0
SSE,24.1,11.0,No,N,2014-12-18,33.7,7.0,Uluru,SSE,1010.3,5.0,20.1,35.2,1008.6,54.0,Yes,41.0,12.8,76.0,1.0
SE,29.2,20.0,No,ESE,2014-12-19,36.4,6.0,Uluru,W,1013.7,,22.7,37.7,1010.5,35.0,No,23.0,0.0,36.0,
WSW,32.2,17.0,Yes,ENE,2014-12-20,39.0,22.0,Uluru,NNW,1011.5,7.0,26.3,39.3,1006.1,52.0,No,18.0,0.0,27.0,3.0
WNW,25.5,4.0,Yes,SSW,2014-12-21,33.9,24.0,Uluru,NW,1009.2,8.0,22.1,37.1,1005.6,52.0,Yes,35.0,3.8,75.0,7.0
SSW,27.1,11.0,No,ENE,2014-12-22,36.7,28.0,Uluru,SW,1007.5,8.0,21.2,37.9,1003.9,69.0,Yes,27.0,1.8,58.0,
ESE,26.3,22.0,Yes,SE,2014-12-23,32.6,17.0,Uluru,SE,1011.6,8.0,23.8,33.9,1008.5,46.0,No,37.0,1.0,53.0,8.0
NE,26.6,24.0,No,ESE,2014-12-24,30.9,22.0,Uluru,ENE,1012.1,,21.8,32.3,1009.1,41.0,Yes,30.0,2.0,33.0,8.0
SSE,26.5,20.0,No,SE,2014-12-25,33.5,30.0,Uluru,SSE,1011.8,1.0,18.6,34.9,1007.8,44.0,No,17.0,0.0,40.0,
SE,24.2,28.0,No,ESE,2014-12-26,30.2,26.0,Uluru,SSE,1013.0,,18.0,32.1,1009.3,44.0,No,20.0,0.0,27.0,
SSE,23.7,24.0,No,ESE,2014-12-27,31.8,26.0,Uluru,SSE,1014.1,,16.9,33.2,1009.8,43.0,No,13.0,0.0,22.0,
NE,28.9,19.0,No,ENE,2014-12-28,34.8,20.0,Uluru,SW,1012.6,,15.1,36.8,1007.6,31.0,No,8.0,0.0,16.0,
ESE,29.7,26.0,No,ESE,2014-12-29,35.7,9.0,Uluru,SSE,1011.9,,17.3,37.8,1008.0,39.0,No,8.0,0.0,15.0,
ESE,29.8,28.0,No,ESE,2014-12-30,37.2,17.0,Uluru,SSW,1014.0,,20.1,38.5,1009.2,43.0,No,9.0,0.0,22.0,
WNW,30.1,30.0,No,ENE,2014-12-31,37.4,13.0,Uluru,SSW,1012.1,,22.5,39.6,1006.2,76.0,No,9.0,0.0,16.0,
SSW,33.1,30.0,Yes,NW,2015-01-01,39.3,11.0,Uluru,N,1007.8,,22.6,42.0,1002.3,61.0,No,12.0,0.0,21.0,7.0
N,33.6,17.0,No,NNW,2015-01-02,40.3,20.0,Uluru,ENE,1006.6,6.0,21.6,42.4,1002.7,41.0,Yes,10.0,2.2,23.0,
SSE,32.9,24.0,No,NNW,2015-01-03,38.6,11.0,Uluru,NW,1008.1,8.0,23.5,39.8,1003.9,52.0,No,16.0,0.0,23.0,
E,30.9,24.0,No,SE,2015-01-04,35.0,26.0,Uluru,ESE,1008.4,,27.3,36.1,1005.6,41.0,No,20.0,0.0,26.0,
E,32.2,28.0,No,E,2015-01-05,37.0,30.0,Uluru,ESE,1007.2,,26.1,38.8,1003.9,65.0,No,28.0,0.0,36.0,
ESE,29.5,31.0,No,E,2015-01-06,33.9,33.0,Uluru,E,1006.9,8.0,26.5,34.5,1003.0,54.0,No,33.0,0.0,51.0,
E,24.9,26.0,Yes,ESE,2015-01-07,26.8,19.0,Uluru,SE,1004.8,8.0,24.1,28.5,1002.2,41.0,No,74.0,0.4,79.0,8.0
ENE,24.4,17.0,Yes,E,2015-01-08,24.9,11.0,Uluru,SSE,1003.1,8.0,22.4,25.7,1000.1,35.0,Yes,90.0,1.8,86.0,8.0
S,24.6,19.0,Yes,S,2015-01-09,22.8,19.0,Uluru,SSE,999.2,6.0,22.5,27.1,997.4,48.0,Yes,97.0,7.2,85.0,7.0
S,16.4,28.0,Yes,S,2015-01-10,20.1,22.0,Uluru,S,1001.8,8.0,16.0,20.8,1002.0,50.0,Yes,76.0,8.6,89.0,8.0
S,19.1,22.0,No,S,2015-01-11,26.3,19.0,Uluru,SE,1006.9,8.0,15.9,27.3,1004.1,35.0,Yes,52.0,6.0,80.0,8.0
SW,24.6,2.0,No,E,2015-01-12,33.2,17.0,Uluru,SW,1006.7,1.0,18.0,34.6,1003.1,39.0,No,32.0,0.0,64.0,
SSW,27.9,17.0,No,SE,2015-01-13,35.1,20.0,Uluru,WNW,1008.6,,22.2,36.7,1005.1,35.0,No,26.0,0.0,43.0,1.0
SSE,27.9,26.0,No,ESE,2015-01-14,34.8,13.0,Uluru,SSE,1010.3,,19.8,36.4,1006.6,41.0,No,16.0,0.0,29.0,
SE,28.4,20.0,No,E,2015-01-15,35.2,20.0,Uluru,ESE,1010.6,,19.7,36.5,1006.3,44.0,No,14.0,0.0,29.0,
E,29.7,24.0,No,ENE,2015-01-16,37.4,24.0,Uluru,E,1010.4,,19.9,39.3,1007.0,48.0,No,9.0,0.0,24.0,
NE,32.6,19.0,No,SSE,2015-01-17,38.3,15.0,Uluru,ENE,1010.9,,20.0,40.3,1007.6,39.0,No,10.0,0.0,17.0,
NE,32.0,13.0,No,E,2015-01-18,39.2,11.0,Uluru,NNE,1011.7,,21.0,40.4,1008.1,39.0,No,10.0,0.0,23.0,
NNW,31.6,26.0,No,NW,2015-01-19,41.4,17.0,Uluru,NW,1009.8,1.0,21.2,41.8,1005.4,44.0,No,14.0,0.0,45.0,
WSW,36.4,31.0,No,WSW,2015-01-20,42.2,26.0,Uluru,SSW,1007.2,,28.6,43.7,1005.3,48.0,No,8.0,0.0,27.0,
SW,29.7,22.0,No,S,2015-01-21,39.2,26.0,Uluru,SSW,1009.8,,24.1,40.5,1006.1,52.0,No,16.0,0.0,33.0,
SSE,27.6,19.0,No,E,2015-01-22,37.1,13.0,Uluru,SE,1008.5,,21.1,39.6,1003.8,39.0,No,12.0,0.0,22.0,
E,32.6,15.0,No,NE,2015-01-23,39.7,9.0,Uluru,S,1007.1,,21.0,41.5,1002.9,39.0,No,11.0,0.0,23.0,
WNW,33.7,24.0,No,E,2015-01-24,39.5,19.0,Uluru,W,1005.8,4.0,23.4,41.9,1002.7,48.0,No,13.0,0.0,22.0,2.0
E,30.4,35.0,No,E,2015-01-25,37.6,11.0,Uluru,SE,1009.1,4.0,25.2,39.1,1006.0,50.0,No,15.0,0.0,15.0,
E,28.4,30.0,No,E,2015-01-26,34.6,20.0,Uluru,E,1010.7,1.0,25.2,37.2,1006.2,43.0,No,19.0,0.0,24.0,1.0
NE,28.4,28.0,No,E,2015-01-27,31.4,24.0,Uluru,ENE,1010.2,8.0,23.8,33.0,1007.1,43.0,No,21.0,0.0,19.0,3.0
E,27.2,30.0,No,E,2015-01-28,34.0,15.0,Uluru,E,1009.7,,19.2,35.4,1005.9,46.0,No,11.0,0.0,22.0,
E,26.8,22.0,No,ENE,2015-01-29,34.1,9.0,Uluru,SE,1010.0,,15.5,35.5,1006.6,44.0,No,9.0,0.0,21.0,
SSE,28.7,13.0,No,ENE,2015-01-30,36.5,13.0,Uluru,SW,1009.7,,14.4,37.9,1005.6,48.0,No,8.0,0.0,17.0,
SW,29.9,6.0,No,E,2015-01-31,38.7,15.0,Uluru,SE,1008.3,1.0,20.2,40.5,1005.1,41.0,No,9.0,0.0,17.0,7.0
SE,32.1,13.0,No,ESE,2015-02-01,39.1,17.0,Uluru,SSE,1009.7,6.0,22.9,40.9,1006.6,41.0,No,9.0,0.0,16.0,
E,27.4,35.0,No,E,2015-02-02,34.4,22.0,Uluru,E,1015.0,,23.7,36.8,1011.8,56.0,No,12.0,0.0,17.0,
ENE,26.4,31.0,No,E,2015-02-03,33.2,20.0,Uluru,SE,1016.2,,17.9,35.1,1012.3,50.0,No,7.0,0.0,17.0,
ESE,28.3,20.0,No,E,2015-02-04,35.1,13.0,Uluru,E,1014.8,,18.2,36.3,1010.7,57.0,No,11.0,0.0,21.0,
E,28.9,15.0,No,ENE,2015-02-05,35.9,19.0,Uluru,ESE,1012.8,,18.3,37.1,1009.4,44.0,No,9.0,0.0,19.0,
SE,30.7,26.0,No,NE,2015-02-06,38.1,11.0,Uluru,N,1013.7,,18.4,39.3,1009.8,43.0,No,9.0,0.0,19.0,
E,32.0,15.0,No,NE,2015-02-07,39.5,19.0,Uluru,E,1014.6,5.0,19.7,41.3,1011.3,33.0,No,10.0,0.0,23.0,
ESE,33.8,15.0,No,E,2015-02-08,40.4,13.0,Uluru,ESE,1015.9,5.0,21.8,42.4,1012.4,46.0,No,11.0,0.0,22.0,
ENE,33.8,20.0,No,ENE,2015-02-09,40.5,30.0,Uluru,ENE,1017.4,,24.0,42.2,1012.7,57.0,No,10.0,0.0,18.0,
E,33.7,13.0,No,E,2015-02-10,41.7,31.0,Uluru,ENE,1015.7,3.0,22.1,42.7,1011.5,65.0,No,9.0,0.0,16.0,
SE,34.0,15.0,No,ESE,2015-02-11,40.8,33.0,Uluru,S,1013.8,4.0,22.8,42.6,1008.8,44.0,No,9.0,0.0,15.0,
