Wind.Speed.3.pm,Rainfall,Rain.Tomorrow,Wind.Speed.9.am,Location,Date,Pressure.9.am,Humidity.3.pm,Evaporation,Cloud.3.pm,Wind.Dir.9.am,Temp.3.pm.C,Wind.Dir.3.pm,Humidity.9.am,Cloud.9.am,Min.Temp.C,Pressure.3.pm,Wind.Gust.Speed,Rain.Today,Temp.9.am.C,Sunshine,Wind.Gust.Dir,Max.Temp.C
15.0,0.0,No,13.0,Portland,2016-02-06,1016.8,45.0,7.2,,ENE,24.8,S,78.0,,13.1,1015.4,26.0,No,18.3,12.2,SSE,27.0
17.0,0.0,No,11.0,Portland,2016-02-07,1018.2,65.0,6.6,1.0,S,21.1,S,82.0,2.0,12.4,1018.9,30.0,No,18.7,12.5,S,22.4
17.0,0.2,No,17.0,Portland,2016-02-08,1024.0,59.0,7.2,1.0,SE,21.4,S,65.0,2.0,16.0,1023.8,31.0,No,17.6,10.3,SE,22.0
15.0,0.0,No,15.0,Portland,2016-02-09,1022.5,52.0,6.4,,ESE,22.1,ESE,67.0,8.0,15.0,1019.9,31.0,No,17.8,12.9,S,23.0
11.0,0.0,No,11.0,Portland,2016-02-10,1017.3,55.0,6.8,,SSE,21.3,S,74.0,4.0,8.6,1016.2,28.0,No,17.0,12.6,S,22.3
19.0,0.0,No,11.0,Portland,2016-02-11,1018.3,58.0,4.8,4.0,S,21.6,SSE,78.0,1.0,11.6,1017.0,31.0,No,17.7,11.6,SSE,23.0
22.0,0.0,No,13.0,Portland,2016-02-12,1016.9,53.0,6.2,,E,23.1,SE,76.0,5.0,10.2,1013.5,31.0,No,17.9,12.6,SE,25.5
33.0,0.0,No,13.0,Portland,2016-02-13,1009.9,68.0,7.0,8.0,WNW,21.7,W,83.0,2.0,12.4,1009.3,44.0,No,17.5,8.5,W,24.5
22.0,0.6,Yes,22.0,Portland,2016-02-14,1012.1,72.0,3.6,8.0,NW,18.6,W,77.0,4.0,11.7,1013.2,52.0,No,16.1,7.6,W,21.7
37.0,1.2,Yes,15.0,Portland,2016-02-15,1014.0,56.0,4.8,8.0,WNW,20.0,WNW,88.0,,9.2,1012.2,61.0,Yes,14.1,9.0,WNW,21.0
19.0,3.2,No,17.0,Portland,2016-02-16,1018.7,44.0,5.8,7.0,S,17.2,S,58.0,8.0,13.3,1020.5,35.0,Yes,14.5,11.0,SSW,18.1
20.0,0.0,Yes,15.0,Portland,2016-02-17,1018.5,77.0,6.0,8.0,SW,18.9,SSW,90.0,8.0,13.6,1017.0,35.0,No,15.4,0.9,SSW,19.6
13.0,1.6,Yes,6.0,Portland,2016-02-18,1013.8,65.0,1.2,7.0,WSW,20.7,SW,94.0,7.0,12.7,1011.1,33.0,Yes,15.5,4.1,SW,21.5
17.0,6.6,No,15.0,Portland,2016-02-19,1014.1,60.0,3.6,8.0,S,16.5,S,93.0,8.0,14.4,1017.0,50.0,Yes,14.6,5.5,SW,17.6
17.0,0.6,No,11.0,Portland,2016-02-20,1023.4,48.0,3.6,1.0,S,19.6,S,62.0,7.0,11.5,1024.6,31.0,No,15.5,6.0,S,20.2
15.0,0.0,No,9.0,Portland,2016-02-21,1025.3,50.0,3.6,,ENE,22.9,ESE,75.0,4.0,8.1,1022.0,35.0,No,15.9,11.7,ENE,24.3
2.0,0.0,No,0.0,Portland,2016-02-22,1022.1,63.0,6.2,8.0,,22.5,ENE,79.0,8.0,15.0,1021.3,22.0,No,18.0,2.8,ENE,23.5
33.0,0.6,Yes,9.0,Portland,2016-02-23,1010.0,33.0,4.4,8.0,NNE,27.7,WNW,61.0,,12.6,1010.1,50.0,No,20.9,1.9,WNW,31.7
6.0,5.8,Yes,7.0,Portland,2016-02-24,1012.5,92.0,5.0,7.0,NNW,17.9,ENE,93.0,8.0,17.2,1009.7,30.0,Yes,17.4,0.0,W,18.4
33.0,50.0,No,11.0,Portland,2016-02-25,1011.2,69.0,0.6,2.0,WSW,20.0,W,92.0,8.0,16.4,1012.5,52.0,Yes,16.8,8.3,WNW,21.4
24.0,0.8,Yes,20.0,Portland,2016-02-26,1019.0,64.0,4.0,7.0,WSW,18.8,W,68.0,7.0,15.3,1020.7,44.0,No,17.1,2.9,W,20.2
22.0,1.2,No,6.0,Portland,2016-02-27,1022.4,58.0,3.6,2.0,WSW,20.4,WSW,75.0,8.0,14.5,1021.4,35.0,Yes,17.0,8.2,WSW,21.2
15.0,0.0,No,13.0,Portland,2016-02-28,1021.9,74.0,5.2,8.0,SW,17.7,SSW,66.0,8.0,14.8,1022.2,30.0,No,17.1,3.0,WSW,19.6
20.0,0.0,No,11.0,Portland,2016-02-29,1023.2,59.0,3.0,,ESE,20.5,E,69.0,8.0,15.3,1021.1,37.0,No,16.6,9.1,SE,22.1
20.0,0.2,No,13.0,Portland,2016-03-01,1016.4,32.0,4.2,,NNE,26.4,W,93.0,,11.3,1015.2,37.0,No,15.6,9.7,W,28.7
15.0,0.0,No,0.0,Portland,2016-03-02,1017.2,76.0,5.8,8.0,,19.8,SSW,83.0,4.0,13.1,1018.3,30.0,No,17.6,10.8,SSW,22.4
20.0,0.0,No,17.0,Portland,2016-03-03,1021.9,60.0,6.0,,SE,21.1,SE,70.0,1.0,12.8,1020.2,33.0,No,17.8,11.2,E,22.2
19.0,0.0,No,19.0,Portland,2016-03-04,1017.6,69.0,3.6,,E,20.9,S,82.0,2.0,15.1,1016.4,35.0,No,18.3,11.3,SSE,23.5
20.0,0.0,No,17.0,Portland,2016-03-05,1020.5,63.0,6.4,8.0,SE,20.7,SE,74.0,8.0,15.9,1020.7,33.0,No,17.7,8.2,SE,22.0
24.0,0.0,No,17.0,Portland,2016-03-06,1019.7,68.0,4.6,,E,21.1,ESE,83.0,8.0,15.5,1020.0,37.0,No,16.7,7.9,E,22.2
26.0,0.0,No,24.0,Portland,2016-03-07,1021.2,75.0,4.8,8.0,SE,19.6,ESE,86.0,8.0,16.7,1021.1,46.0,No,17.0,3.2,SE,21.6
11.0,0.2,No,22.0,Portland,2016-03-08,1018.0,56.0,4.0,8.0,E,27.9,ESE,90.0,8.0,16.8,1014.5,63.0,No,18.3,7.8,W,31.3
17.0,0.0,No,6.0,Portland,2016-03-09,1017.1,86.0,3.4,8.0,SSW,18.5,SSE,90.0,7.0,16.2,1017.9,35.0,No,18.8,1.6,W,20.9
19.0,0.6,No,17.0,Portland,2016-03-10,1020.9,83.0,3.2,7.0,ESE,18.0,E,94.0,8.0,15.8,1018.6,33.0,No,15.9,0.4,ESE,18.9
13.0,0.8,No,7.0,Portland,2016-03-11,1017.6,76.0,0.8,8.0,ENE,21.6,SSW,96.0,8.0,15.8,1017.1,20.0,No,17.7,6.1,SW,23.5
13.0,0.8,No,6.0,Portland,2016-03-12,1021.5,90.0,3.6,7.0,SSE,17.3,SE,95.0,7.0,14.5,1022.2,22.0,No,16.3,1.2,SSE,18.5
17.0,0.6,Yes,15.0,Portland,2016-03-13,1021.2,75.0,2.4,8.0,E,18.6,SE,83.0,8.0,15.2,1020.3,28.0,No,16.9,6.5,ESE,19.4
26.0,1.2,No,15.0,Portland,2016-03-14,1022.7,60.0,4.2,8.0,SSE,17.3,SSE,79.0,8.0,14.4,1022.9,52.0,Yes,15.3,4.3,SE,18.4
30.0,0.0,No,15.0,Portland,2016-03-15,1021.6,62.0,4.0,,E,21.5,ESE,74.0,1.0,14.5,1018.9,48.0,No,17.4,10.1,ESE,22.4
13.0,0.0,No,13.0,Portland,2016-03-16,1017.2,46.0,5.2,,ENE,28.2,E,81.0,,13.9,1013.4,28.0,No,16.2,10.7,E,28.9
31.0,0.0,Yes,17.0,Portland,2016-03-17,1008.5,24.0,6.8,2.0,N,33.8,NNW,62.0,1.0,14.5,1002.4,59.0,No,20.8,5.6,NNW,35.0
33.0,19.4,Yes,26.0,Portland,2016-03-18,1001.8,55.0,7.6,8.0,SW,16.0,SW,65.0,8.0,12.7,1007.5,67.0,Yes,14.8,5.9,W,17.3
19.0,2.2,No,13.0,Portland,2016-03-19,1016.9,68.0,3.0,8.0,S,14.9,S,53.0,8.0,11.5,1019.4,31.0,Yes,14.9,2.4,SW,16.6
15.0,0.2,No,13.0,Portland,2016-03-20,1022.3,54.0,2.6,8.0,SSE,16.5,SSE,71.0,8.0,10.9,1022.1,28.0,No,13.4,0.6,SSE,17.7
20.0,0.0,No,7.0,Portland,2016-03-21,1022.7,58.0,1.2,,ENE,19.1,E,95.0,,6.7,1020.9,35.0,No,13.8,10.3,SE,20.3
15.0,0.2,No,9.0,Portland,2016-03-22,1019.1,51.0,5.2,,ENE,22.9,SW,88.0,,9.3,1016.4,30.0,No,13.6,10.4,NNW,24.6
13.0,0.0,No,0.0,Portland,2016-03-23,1015.8,77.0,5.0,8.0,,18.6,SSE,78.0,7.0,12.6,1017.3,24.0,No,15.9,2.1,S,20.6
11.0,0.0,No,9.0,Portland,2016-03-24,1022.1,71.0,1.2,8.0,SSE,16.2,S,78.0,8.0,14.4,1020.9,24.0,No,14.7,0.1,SSE,16.8
22.0,0.0,Yes,4.0,Portland,2016-03-25,1021.7,65.0,2.4,8.0,W,17.9,W,71.0,8.0,8.7,1021.2,35.0,No,14.9,4.2,W,19.4
22.0,2.0,No,7.0,Portland,2016-03-26,1020.7,73.0,2.2,8.0,W,17.6,W,90.0,5.0,13.0,1021.0,33.0,Yes,14.6,2.1,SW,18.9
17.0,0.2,No,13.0,Portland,2016-03-27,1023.3,49.0,1.4,6.0,S,16.0,S,57.0,8.0,13.3,1022.6,50.0,No,14.4,0.0,S,18.4
11.0,0.0,Yes,6.0,Portland,2016-03-28,1021.4,59.0,2.6,8.0,SE,15.3,S,66.0,8.0,11.5,1021.0,26.0,No,13.5,0.0,SE,16.5
15.0,1.2,No,7.0,Portland,2016-03-29,1022.9,48.0,0.6,8.0,S,16.2,S,70.0,8.0,11.8,1022.2,20.0,Yes,13.7,0.9,SSE,16.9
19.0,0.0,No,0.0,Portland,2016-03-30,1022.4,60.0,3.2,7.0,,17.3,W,64.0,8.0,11.6,1021.2,31.0,No,13.7,2.3,W,19.0
33.0,0.0,No,13.0,Portland,2016-03-31,1019.4,72.0,1.8,2.0,NNW,18.3,W,92.0,8.0,12.7,1017.7,50.0,No,15.0,6.2,W,20.6
35.0,0.0,Yes,17.0,Portland,2016-04-01,1012.1,38.0,3.8,,N,22.7,NW,64.0,7.0,11.8,1008.1,59.0,No,15.4,,NW,24.2
24.0,1.4,No,13.0,Portland,2016-04-02,1018.0,48.0,,8.0,SW,18.4,WSW,72.0,1.0,12.6,1021.5,48.0,Yes,13.4,,W,18.7
11.0,0.0,No,6.0,Portland,2016-04-03,1028.1,54.0,,8.0,W,16.7,SSE,71.0,8.0,6.7,1026.1,24.0,No,14.3,,S,17.5
19.0,0.0,No,9.0,Portland,2016-04-04,1023.4,62.0,12.6,,SE,17.6,SSW,72.0,,3.3,1017.6,24.0,No,13.9,9.3,SW,20.9
19.0,0.0,Yes,24.0,Portland,2016-04-05,1008.5,92.0,4.0,7.0,NNW,14.8,WSW,35.0,2.0,8.0,1010.9,57.0,No,19.3,3.2,WNW,23.0
26.0,7.4,No,9.0,Portland,2016-04-06,1016.6,57.0,1.4,7.0,SW,15.6,WSW,91.0,8.0,11.9,1019.0,44.0,Yes,12.3,6.4,W,16.6
19.0,0.2,No,13.0,Portland,2016-04-07,1025.1,64.0,3.0,8.0,NW,15.9,W,84.0,8.0,7.2,1023.6,30.0,No,12.6,1.2,W,17.2
26.0,0.2,No,20.0,Portland,2016-04-08,1022.9,69.0,1.4,1.0,NW,17.3,WNW,76.0,2.0,10.5,1021.7,39.0,No,15.2,6.0,W,18.7
28.0,0.8,No,22.0,Portland,2016-04-09,1022.3,73.0,2.0,8.0,NW,16.9,NW,89.0,8.0,10.8,1020.0,43.0,No,14.4,5.2,WNW,18.9
35.0,0.4,Yes,20.0,Portland,2016-04-10,1020.2,64.0,3.0,1.0,WNW,18.5,W,91.0,8.0,13.6,1018.8,52.0,No,15.2,6.5,W,19.2
22.0,2.4,Yes,22.0,Portland,2016-04-11,1023.4,79.0,1.2,8.0,SW,16.1,W,90.0,7.0,13.3,1023.1,43.0,Yes,14.5,4.2,W,17.9
13.0,3.0,Yes,11.0,Portland,2016-04-12,1027.4,69.0,2.0,8.0,SSW,16.5,S,87.0,7.0,11.7,1025.8,26.0,Yes,14.0,3.3,S,17.5
11.0,3.6,No,2.0,Portland,2016-04-13,1029.1,70.0,1.0,7.0,E,15.7,SSE,94.0,8.0,9.8,1027.1,24.0,Yes,13.5,3.0,SE,17.9
19.0,0.2,No,13.0,Portland,2016-04-14,1025.7,67.0,2.6,8.0,ENE,17.2,WSW,88.0,7.0,9.7,1023.8,28.0,No,13.7,4.5,W,19.4
17.0,0.2,Yes,11.0,Portland,2016-04-15,1022.0,62.0,1.2,8.0,WNW,18.4,W,73.0,6.0,5.9,1020.0,30.0,No,15.0,,WNW,21.4
13.0,4.2,No,15.0,Portland,2016-04-16,1024.6,79.0,,8.0,SSE,13.4,SSE,92.0,8.0,12.7,1024.5,33.0,Yes,12.8,,S,16.6
20.0,0.2,No,17.0,Portland,2016-04-17,1026.5,61.0,3.6,8.0,ESE,15.0,SE,68.0,8.0,12.2,1024.0,35.0,No,13.7,6.2,SE,16.3
11.0,0.0,No,9.0,Portland,2016-04-18,1019.7,60.0,2.0,7.0,NNE,18.3,W,95.0,4.0,4.2,1016.6,28.0,No,9.9,5.0,W,18.6
13.0,0.2,No,11.0,Portland,2016-04-19,1017.8,40.0,2.4,,N,21.2,WSW,72.0,,7.5,1016.7,22.0,No,13.0,8.1,WNW,22.3
15.0,0.0,No,11.0,Portland,2016-04-20,1019.0,26.0,4.0,3.0,N,27.3,N,54.0,3.0,9.2,1015.5,33.0,No,17.7,7.3,N,29.4
15.0,0.6,No,17.0,Portland,2016-04-21,1019.6,88.0,4.5,8.0,WSW,14.9,SSW,83.0,8.0,15.4,1021.4,44.0,No,16.4,0.4,NW,17.2
9.0,0.8,No,9.0,Portland,2016-04-22,1030.3,51.0,1.2,8.0,S,14.3,S,61.0,8.0,12.3,1029.2,31.0,No,13.1,2.7,SW,16.2
13.0,0.0,No,13.0,Portland,2016-04-23,1031.7,78.0,2.6,2.0,S,16.2,S,79.0,4.0,10.8,1030.6,24.0,No,14.9,3.5,S,17.7
11.0,0.2,No,9.0,Portland,2016-04-24,1031.7,63.0,0.6,,ENE,16.7,ESE,77.0,,9.0,1029.0,26.0,No,14.1,9.4,E,17.3
19.0,0.4,No,17.0,Portland,2016-04-25,1027.3,28.0,4.6,,N,25.4,NNW,66.0,,4.7,1024.5,39.0,No,14.2,9.6,NW,25.8
20.0,0.0,No,15.0,Portland,2016-04-26,1024.5,25.0,5.4,,N,26.6,N,55.0,,8.9,1019.8,39.0,No,16.1,9.3,N,27.0
28.0,0.0,Yes,31.0,Portland,2016-04-27,1013.7,27.0,9.0,8.0,N,25.5,NNW,34.0,7.0,13.9,1011.1,67.0,No,21.7,2.4,N,26.7
7.0,2.8,Yes,15.0,Portland,2016-04-28,1017.5,70.0,4.2,8.0,WNW,16.9,S,91.0,8.0,13.9,1016.4,30.0,Yes,15.8,,W,19.1
24.0,6.4,Yes,24.0,Portland,2016-04-29,1011.6,65.0,2.4,,NNW,19.0,NW,84.0,7.0,14.3,1010.0,43.0,Yes,15.9,,NNW,19.4
26.0,6.0,Yes,19.0,Portland,2016-04-30,1011.1,45.0,,1.0,NNW,21.3,NNW,88.0,,11.8,1007.2,44.0,Yes,15.3,,NW,21.9
35.0,11.2,Yes,24.0,Portland,2016-05-01,1007.5,56.0,,5.0,WNW,14.5,W,81.0,8.0,9.7,1012.3,72.0,Yes,11.1,,NW,15.3
33.0,1.4,Yes,28.0,Portland,2016-05-02,1009.1,65.0,,2.0,NNW,17.2,NNW,75.0,3.0,8.9,1004.6,61.0,Yes,12.0,,NW,17.3
44.0,8.2,Yes,33.0,Portland,2016-05-03,997.3,64.0,,,NW,13.0,W,92.0,8.0,12.0,1000.8,74.0,Yes,14.1,,W,14.8
26.0,9.4,No,17.0,Portland,2016-05-04,1013.5,65.0,,8.0,NNW,15.4,NW,87.0,8.0,7.9,1011.9,48.0,Yes,10.1,,W,16.3
31.0,0.2,No,28.0,Portland,2016-05-05,1012.0,54.0,,,NNW,21.0,NW,71.0,7.0,10.1,1008.9,59.0,No,16.3,,NNW,21.1
15.0,0.0,No,11.0,Portland,2016-05-06,1014.7,58.0,,8.0,W,16.6,W,85.0,8.0,13.3,1014.3,37.0,No,14.9,,NW,17.7
13.0,0.0,Yes,0.0,Portland,2016-05-07,1015.8,72.0,,7.0,,17.9,ENE,93.0,8.0,8.9,1013.4,26.0,No,13.5,,ENE,18.8
9.0,7.4,Yes,13.0,Portland,2016-05-08,1006.7,88.0,,8.0,E,17.0,E,92.0,8.0,13.5,1002.0,31.0,Yes,14.2,,NNW,17.3
20.0,4.8,Yes,9.0,Portland,2016-05-09,993.7,67.0,,8.0,N,15.8,NNW,90.0,8.0,13.5,990.6,43.0,Yes,13.5,,WSW,18.0
43.0,19.0,Yes,31.0,Portland,2016-05-10,1007.5,63.0,,7.0,SW,14.0,W,64.0,8.0,12.8,1011.4,80.0,Yes,13.2,,WSW,15.5
39.0,4.0,Yes,33.0,Portland,2016-05-11,1012.7,87.0,,8.0,W,14.5,WNW,78.0,8.0,11.2,1008.8,69.0,Yes,13.4,,WNW,15.5
41.0,7.2,Yes,31.0,Portland,2016-05-12,1012.7,91.0,,8.0,WNW,15.7,WNW,85.0,8.0,12.3,1012.0,67.0,Yes,15.4,,W,16.9
26.0,3.8,No,22.0,Portland,2016-05-13,1019.3,61.0,,1.0,NW,19.0,WNW,88.0,4.0,13.3,1017.7,46.0,Yes,14.5,,NW,19.5
22.0,0.0,Yes,20.0,Portland,2016-05-14,1017.0,50.0,,,NNW,20.9,NNW,70.0,,10.7,1013.7,48.0,No,14.3,,NNW,21.1
31.0,1.2,No,31.0,Portland,2016-05-15,1013.8,65.0,,1.0,W,15.9,WSW,84.0,8.0,14.3,1015.6,54.0,Yes,15.7,,W,17.2
35.0,0.2,Yes,17.0,Portland,2016-05-16,1014.6,88.0,,8.0,N,14.2,WNW,84.0,,6.0,1010.8,69.0,No,9.8,,NNW,19.6
24.0,13.6,No,28.0,Portland,2016-05-17,1016.4,73.0,,8.0,WSW,13.6,W,72.0,8.0,9.8,1017.4,70.0,Yes,13.6,,W,14.6
24.0,0.6,Yes,20.0,Portland,2016-05-18,1016.8,90.0,,8.0,NNW,14.4,NW,89.0,,8.3,1014.2,52.0,No,11.7,,WNW,17.0
39.0,2.6,Yes,33.0,Portland,2016-05-19,1012.7,92.0,,8.0,WNW,14.7,WNW,91.0,8.0,11.7,1011.9,70.0,Yes,14.8,,W,17.0
13.0,5.4,No,6.0,Portland,2016-05-20,1022.8,69.0,,,WNW,15.2,WNW,92.0,1.0,9.0,1021.9,24.0,Yes,11.3,,WSW,16.6
17.0,0.2,No,11.0,Portland,2016-05-21,1022.4,67.0,,7.0,N,18.7,N,92.0,,7.0,1017.6,37.0,No,9.9,,N,18.9
26.0,0.0,Yes,28.0,Portland,2016-05-22,1010.8,59.0,,8.0,N,18.4,N,74.0,,9.9,1006.8,65.0,No,14.8,,N,18.5
26.0,15.6,No,28.0,Portland,2016-05-23,1017.3,77.0,,8.0,W,14.4,W,65.0,8.0,9.2,1017.1,78.0,Yes,12.6,,W,15.2
13.0,0.2,No,7.0,Portland,2016-05-24,1021.7,72.0,,3.0,N,16.1,W,84.0,4.0,9.0,1018.5,31.0,No,10.6,,WSW,16.9
24.0,0.0,Yes,24.0,Portland,2016-05-25,1009.4,89.0,,8.0,N,11.2,NNW,57.0,7.0,9.5,1006.1,44.0,No,12.8,,N,13.1
17.0,21.8,No,17.0,Portland,2016-05-26,1006.0,63.0,,4.0,WSW,13.4,WSW,82.0,2.0,8.6,1006.4,30.0,Yes,11.2,,SW,14.0
11.0,1.0,Yes,9.0,Portland,2016-05-27,1007.7,85.0,,8.0,NNE,11.0,ENE,94.0,6.0,5.2,1004.8,28.0,No,6.7,,ESE,13.0
11.0,5.4,No,13.0,Portland,2016-05-28,1014.3,71.0,,8.0,S,10.7,SSW,76.0,8.0,6.7,1016.0,33.0,Yes,11.5,,SSW,12.9
13.0,0.0,No,7.0,Portland,2016-05-29,1021.1,62.0,,8.0,NW,11.2,NNE,71.0,8.0,8.7,1020.8,24.0,No,9.8,,NNE,11.7
17.0,0.0,No,7.0,Portland,2016-05-30,1025.1,56.0,,,NE,13.3,NE,90.0,,0.4,1023.7,48.0,No,4.0,,NE,13.7
9.0,0.0,No,9.0,Portland,2016-05-31,1028.1,61.0,,6.0,ENE,14.0,NE,83.0,8.0,4.0,1026.2,28.0,No,6.9,,NNE,14.6
9.0,0.0,No,9.0,Portland,2016-06-01,1027.8,56.0,,,N,15.5,NE,87.0,,4.0,1025.9,22.0,No,7.1,,NE,15.6
9.0,0.2,No,4.0,Portland,2016-06-02,1027.4,68.0,,5.0,N,14.5,E,95.0,1.0,3.6,1025.3,17.0,No,8.4,,E,14.9
13.0,0.2,No,7.0,Portland,2016-06-03,1025.7,74.0,,,ENE,14.1,E,96.0,7.0,5.7,1022.3,30.0,No,9.2,,E,14.5
7.0,0.2,No,6.0,Portland,2016-06-04,1017.9,74.0,,1.0,ENE,15.6,ENE,96.0,6.0,4.7,1013.1,17.0,No,7.9,,ENE,15.9
15.0,0.2,No,11.0,Portland,2016-06-05,1005.0,72.0,,8.0,NNW,13.6,N,86.0,3.0,7.4,1002.0,35.0,No,11.1,,NW,15.2
9.0,0.8,Yes,11.0,Portland,2016-06-06,999.7,88.0,,7.0,N,11.8,WSW,93.0,8.0,8.1,1000.9,28.0,No,9.7,,SW,12.9
26.0,16.4,Yes,24.0,Portland,2016-06-07,1004.4,86.0,,8.0,SW,12.8,WSW,92.0,8.0,8.9,1004.5,54.0,Yes,12.1,,WSW,13.1
15.0,1.6,Yes,17.0,Portland,2016-06-08,1006.1,92.0,,8.0,N,11.2,NE,95.0,8.0,10.1,999.7,33.0,Yes,10.2,,NNE,12.5
26.0,8.4,Yes,17.0,Portland,2016-06-09,1000.1,83.0,,8.0,W,12.5,SW,93.0,8.0,10.2,1006.8,50.0,Yes,12.3,,WSW,14.5
20.0,6.0,Yes,19.0,Portland,2016-06-10,1015.1,83.0,,8.0,NNW,12.0,WSW,91.0,8.0,9.1,1016.2,65.0,Yes,9.7,,W,14.8
13.0,12.4,No,24.0,Portland,2016-06-11,1025.4,61.0,,8.0,SW,10.9,WSW,74.0,8.0,9.2,1029.3,72.0,Yes,10.4,,WSW,12.8
13.0,0.4,No,13.0,Portland,2016-06-12,1036.6,76.0,,8.0,NNW,11.8,NW,76.0,8.0,6.3,1035.1,31.0,No,8.7,,NNW,13.0
15.0,0.0,No,13.0,Portland,2016-06-13,1035.3,59.0,,,N,11.8,NNW,81.0,,4.5,1031.2,43.0,No,5.5,,NNW,12.2
15.0,0.0,No,19.0,Portland,2016-06-14,1033.7,60.0,,,NNW,14.2,WNW,76.0,7.0,3.9,1032.6,33.0,No,7.7,,NNW,14.9
13.0,0.2,No,7.0,Portland,2016-06-15,1031.7,61.0,,,N,15.6,NNW,95.0,,3.7,1027.6,28.0,No,5.1,,WNW,16.1
24.0,0.2,No,24.0,Portland,2016-06-16,1016.5,79.0,,1.0,N,12.7,N,84.0,8.0,4.7,1010.5,41.0,No,9.4,,N,13.7
17.0,0.4,Yes,9.0,Portland,2016-06-17,1010.9,85.0,,8.0,NNW,11.7,S,95.0,8.0,9.4,1013.2,33.0,No,11.7,,S,13.4
13.0,1.6,No,11.0,Portland,2016-06-18,1021.5,64.0,,8.0,SSE,11.4,SE,69.0,8.0,7.5,1020.9,30.0,Yes,10.1,,SE,12.1
11.0,0.0,No,0.0,Portland,2016-06-19,1020.0,73.0,,8.0,,13.0,SSE,93.0,,3.6,1016.1,24.0,No,7.0,,SE,14.2
15.0,0.8,Yes,6.0,Portland,2016-06-20,1010.1,87.0,,8.0,SE,12.6,SW,88.0,8.0,7.0,1007.1,30.0,No,11.8,,SSE,13.8
31.0,7.8,Yes,22.0,Portland,2016-06-21,997.5,78.0,,8.0,NNW,14.0,WNW,84.0,8.0,7.2,994.1,69.0,Yes,9.7,,W,14.8
28.0,15.6,Yes,37.0,Portland,2016-06-22,1002.7,75.0,,7.0,WNW,12.7,WNW,71.0,6.0,9.7,1003.3,74.0,Yes,12.0,,W,14.1
9.0,10.0,Yes,28.0,Portland,2016-06-23,996.2,92.0,,8.0,NNW,8.4,W,89.0,8.0,9.7,997.2,74.0,Yes,10.2,,SW,10.7
17.0,24.6,Yes,22.0,Portland,2016-06-24,1004.8,73.0,,7.0,WSW,7.5,SW,67.0,4.0,4.3,1011.5,74.0,Yes,7.6,,SW,9.2
17.0,2.4,No,7.0,Portland,2016-06-25,1023.2,69.0,,4.0,N,11.1,WNW,87.0,7.0,5.7,1021.9,26.0,Yes,7.3,,WSW,13.0
26.0,0.2,Yes,15.0,Portland,2016-06-26,1017.6,59.0,,4.0,N,11.0,NNW,79.0,,2.4,1014.1,43.0,No,5.8,,NW,12.3
22.0,4.6,No,9.0,Portland,2016-06-27,1017.4,62.0,,4.0,N,13.1,W,95.0,1.0,5.7,1017.5,35.0,Yes,6.6,,W,13.8
20.0,0.2,Yes,15.0,Portland,2016-06-28,1022.4,82.0,,8.0,NW,13.6,NW,94.0,,6.6,1022.3,43.0,No,10.5,,WNW,15.4
26.0,2.4,Yes,20.0,Portland,2016-06-29,1024.0,57.0,,8.0,N,13.5,NNW,84.0,3.0,7.5,1018.2,48.0,Yes,8.5,,N,14.3
37.0,2.2,Yes,28.0,Portland,2016-06-30,1004.5,76.0,,8.0,N,10.7,W,84.0,8.0,8.5,1004.1,85.0,Yes,9.4,,W,11.7
26.0,14.8,Yes,26.0,Portland,2016-07-01,1020.5,74.0,1.2,8.0,WSW,13.0,WNW,74.0,8.0,7.1,1020.5,52.0,Yes,10.6,,SW,13.4
30.0,9.6,Yes,30.0,Portland,2016-07-02,1024.8,72.0,1.0,4.0,WSW,13.7,W,74.0,3.0,10.5,1023.8,50.0,Yes,12.8,,W,15.1
20.0,3.6,Yes,19.0,Portland,2016-07-03,1022.1,84.0,1.0,8.0,NNW,13.3,WNW,91.0,8.0,9.8,1019.0,43.0,Yes,11.2,,W,14.9
9.0,5.6,Yes,20.0,Portland,2016-07-04,1013.0,85.0,0.6,8.0,N,10.5,NNE,78.0,5.0,9.7,1009.7,35.0,Yes,9.8,,NNW,11.4
13.0,4.8,Yes,2.0,Portland,2016-07-05,1015.6,72.0,0.4,8.0,ENE,12.6,S,95.0,8.0,4.7,1016.2,30.0,Yes,8.8,,SSE,13.0
15.0,5.0,Yes,19.0,Portland,2016-07-06,1022.7,85.0,1.2,8.0,S,11.5,S,86.0,8.0,8.8,1023.2,43.0,Yes,11.2,,SSE,13.1
17.0,2.0,Yes,0.0,Portland,2016-07-07,1024.4,79.0,0.8,8.0,,12.9,E,91.0,8.0,9.8,1021.8,26.0,Yes,10.5,,E,15.0
22.0,3.0,Yes,9.0,Portland,2016-07-08,1020.6,78.0,0.4,2.0,NNW,13.4,WNW,95.0,5.0,6.6,1020.4,31.0,Yes,8.7,,W,13.9
7.0,4.2,No,6.0,Portland,2016-07-09,1024.6,74.0,1.6,6.0,NNW,12.9,E,94.0,,5.3,1022.3,20.0,Yes,8.0,,NW,13.4
31.0,0.6,Yes,31.0,Portland,2016-07-10,1013.3,80.0,1.4,7.0,NNE,10.8,NNE,89.0,8.0,7.7,1006.3,59.0,No,9.6,,N,11.6
39.0,4.0,Yes,43.0,Portland,2016-07-11,993.8,80.0,0.8,8.0,NNW,13.5,NW,70.0,6.0,9.5,994.4,81.0,Yes,10.9,,NNW,13.7
