Wind Gust Dir,Rain Today,Evaporation,Wind Dir 9 am,Min Temp F,Rain Tomorrow,Cloud 3 pm,Wind Speed 9 am,Temp 3 pm F,Rainfall,Wind Dir 3 pm,Humidity 3 pm,Wind Gust Speed,Location,Max Temp F,Date,Cloud 9 am,Humidity 9 am,Pressure 3 pm,Wind Speed 3 pm,Temp 9 am F,Pressure 9 am
SW,No,6.0,NE,47.84,No,5.0,6.0,74.66,0.0,WSW,36.0,24.0,Richmond,77.72,2015-09-21,1.0,88.0,1014.8,9.0,58.1,1020.1
SE,No,3.8,SW,52.16,No,7.0,26.0,63.68,0.2,SE,44.0,46.0,Richmond,71.06,2015-09-22,,41.0,1017.2,22.0,64.94,1017.1
S,No,5.8,SSW,47.84,No,2.0,30.0,60.8,0.0,S,41.0,50.0,Richmond,65.3,2015-09-23,,44.0,1025.1,33.0,55.58,1026.6
SSE,No,4.6,SSW,45.68,No,6.0,28.0,59.9,0.0,S,46.0,52.0,Richmond,64.22,2015-09-24,,48.0,1025.2,26.0,57.02,1026.2
SSW,No,4.2,SSW,52.52,Yes,8.0,22.0,59.36,0.0,SSE,67.0,43.0,Richmond,62.24,2015-09-25,8.0,58.0,1028.3,24.0,58.459999999999994,1029.7
S,Yes,,SSW,48.56,No,8.0,15.0,64.75999999999999,2.6,SSW,53.0,35.0,Richmond,68.0,2015-09-26,8.0,83.0,1025.2,15.0,58.82,1028.9
SSW,No,,SSW,50.0,No,,19.0,68.18,0.0,S,35.0,35.0,Richmond,70.34,2015-09-27,8.0,54.0,1020.4,20.0,62.42,1024.1
E,No,8.2,,41.36,No,3.0,0.0,72.68,0.0,NE,37.0,28.0,Richmond,73.58,2015-09-28,,62.0,1016.7,11.0,60.08,1021.2
NE,No,4.4,NNE,43.34,No,,6.0,78.8,0.0,NE,26.0,50.0,Richmond,79.88,2015-09-29,,73.0,1014.8,11.0,59.72,1019.6
ESE,No,3.4,SW,48.92,No,1.0,11.0,70.7,0.0,SE,60.0,33.0,Richmond,74.12,2015-09-30,8.0,71.0,1020.1,24.0,64.4,1022.5
W,No,3.2,NE,55.58,No,,11.0,82.75999999999999,0.0,NE,33.0,31.0,Richmond,85.28,2015-10-01,,69.0,1021.6,7.0,68.54,1026.3
NE,No,5.2,SE,50.9,No,,7.0,77.18,0.0,NE,44.0,31.0,Richmond,79.34,2015-10-02,1.0,58.0,1030.5,20.0,69.62,1033.8
WSW,No,,N,48.2,No,,7.0,91.76,0.0,NNW,22.0,33.0,Richmond,92.48,2015-10-03,,72.0,1024.1,9.0,66.38,1031.0
W,No,,N,50.36,No,,9.0,90.14,0.0,WSW,19.0,48.0,Richmond,91.76,2015-10-04,,37.0,1022.2,26.0,77.0,1023.7
SSE,No,,ESE,47.66,No,,6.0,98.6,0.0,WNW,13.0,20.0,Richmond,99.5,2015-10-05,,61.0,1020.4,4.0,65.66,1024.2
NW,No,19.4,NNE,53.24,No,,6.0,98.96000000000001,0.0,NNW,13.0,41.0,Richmond,99.5,2015-10-06,,58.0,1018.8,20.0,69.08,1023.4
SE,No,7.0,SSW,53.06,No,8.0,11.0,66.56,0.0,SE,61.0,41.0,Richmond,68.36,2015-10-07,8.0,73.0,1033.4,20.0,66.2,1029.8
E,No,2.0,SW,57.02,No,8.0,7.0,67.46,0.0,NE,59.0,28.0,Richmond,68.72,2015-10-08,8.0,66.0,1035.5,15.0,62.059999999999995,1038.8
E,No,1.8,NNE,59.540000000000006,No,,15.0,77.18,0.0,SW,45.0,26.0,Richmond,80.42,2015-10-09,8.0,59.0,1028.9,7.0,65.12,1034.4
ENE,No,,SSE,56.48,No,5.0,9.0,79.34,0.0,W,41.0,20.0,Richmond,82.94,2015-10-10,,80.0,1025.1,9.0,66.2,1029.0
WSW,No,,NE,49.82,Yes,8.0,2.0,72.86,0.0,NNE,59.0,35.0,Richmond,78.8,2015-10-11,,84.0,1018.2,11.0,62.6,1022.9
W,Yes,10.0,NE,56.48,No,1.0,7.0,89.41999999999999,3.2,WNW,26.0,46.0,Richmond,90.68,2015-10-12,,63.0,1011.5,22.0,69.62,1016.9
S,No,6.3,S,63.14,No,8.0,13.0,63.32,0.2,SW,98.0,24.0,Richmond,65.3,2015-10-13,8.0,85.0,1022.4,15.0,63.32,1022.6
ENE,No,0.4,E,55.58,No,,7.0,78.08,0.2,ENE,50.0,31.0,Richmond,79.88,2015-10-14,6.0,98.0,1024.0,15.0,63.14,1026.8
ENE,No,4.0,NNE,54.14,No,,7.0,84.56,0.2,ENE,38.0,31.0,Richmond,87.08000000000001,2015-10-15,,79.0,1020.5,15.0,65.66,1026.1
ENE,No,5.8,ESE,56.120000000000005,No,,2.0,91.94,0.0,NNE,20.0,28.0,Richmond,93.91999999999999,2015-10-16,,78.0,1017.5,13.0,68.72,1021.5
E,No,,NE,58.82,No,,11.0,86.72,0.0,ENE,48.0,26.0,Richmond,89.06,2015-10-17,1.0,73.0,1019.6,13.0,70.52,1023.0
SE,No,,SSW,63.32,No,8.0,13.0,70.88,0.2,ENE,63.0,31.0,Richmond,71.78,2015-10-18,8.0,95.0,1027.6,9.0,63.5,1029.3
E,No,12.8,NE,62.78,No,,9.0,83.12,0.4,NNE,45.0,30.0,Richmond,84.56,2015-10-19,8.0,78.0,1021.0,9.0,68.72,1026.5
S,No,4.2,NNE,60.08,No,,7.0,83.48,0.0,NNW,43.0,35.0,Richmond,90.32,2015-10-20,,72.0,1015.9,20.0,70.88,1020.6
NE,No,4.0,N,58.28,Yes,7.0,7.0,74.3,0.0,NW,82.0,20.0,Richmond,77.18,2015-10-21,,69.0,1011.4,7.0,73.4,1014.2
SSE,Yes,0.2,WSW,62.959999999999994,Yes,8.0,7.0,64.4,1.4,WSW,98.0,52.0,Richmond,75.02,2015-10-22,8.0,89.0,1010.9,9.0,67.1,1011.5
SSW,Yes,3.6,SSW,58.28,No,8.0,17.0,68.0,11.4,SSE,52.0,31.0,Richmond,69.08,2015-10-23,8.0,65.0,1021.3,17.0,62.24,1022.5
ENE,No,,NE,46.94,No,,6.0,77.36,0.0,ENE,42.0,31.0,Richmond,78.62,2015-10-24,,82.0,1019.4,19.0,59.36,1024.4
NE,No,,E,52.7,No,1.0,2.0,84.74,0.0,NE,39.0,31.0,Richmond,85.46000000000001,2015-10-25,,84.0,1016.2,20.0,62.6,1022.2
WSW,No,11.6,NW,54.86,Yes,3.0,6.0,74.3,0.0,SE,54.0,67.0,Richmond,78.25999999999999,2015-10-26,1.0,71.0,1015.0,4.0,70.34,1014.6
SSE,Yes,2.0,SSW,57.379999999999995,No,8.0,22.0,64.22,1.6,S,54.0,46.0,Richmond,66.38,2015-10-27,8.0,80.0,1025.8,20.0,59.0,1026.4
ESE,No,2.6,SW,54.14,No,8.0,9.0,69.25999999999999,0.0,NE,48.0,24.0,Richmond,72.68,2015-10-28,8.0,70.0,1021.6,9.0,60.26,1025.6
E,No,2.8,S,49.46,No,,6.0,75.2,0.2,SE,36.0,35.0,Richmond,77.54,2015-10-29,1.0,67.0,1020.8,11.0,63.86,1023.8
E,No,5.8,ESE,47.66,No,,6.0,76.28,0.0,NNE,41.0,31.0,Richmond,77.54,2015-10-30,,68.0,1019.7,9.0,63.32,1024.0
N,No,4.0,W,52.879999999999995,No,6.0,4.0,75.2,0.0,NNW,52.0,30.0,Richmond,78.44,2015-10-31,5.0,77.0,1017.9,20.0,63.86,1022.0
WSW,No,,NNW,53.6,Yes,1.0,6.0,86.9,0.0,E,39.0,44.0,Richmond,90.14,2015-11-01,,77.0,1009.0,15.0,67.82,1015.1
W,Yes,11.6,N,63.86,No,,13.0,88.52,21.4,W,34.0,39.0,Richmond,89.6,2015-11-02,,67.0,1008.2,17.0,74.12,1011.0
SSW,No,5.8,WSW,64.22,Yes,8.0,11.0,65.12,0.0,SSE,97.0,24.0,Richmond,66.2,2015-11-03,8.0,97.0,1016.6,13.0,64.75999999999999,1017.2
E,Yes,,SSW,62.059999999999995,Yes,8.0,11.0,67.1,1.8,E,85.0,37.0,Richmond,68.54,2015-11-04,8.0,97.0,1015.8,22.0,64.58,1017.6
NE,Yes,0.4,W,60.8,Yes,8.0,13.0,69.8,13.6,SW,84.0,28.0,Richmond,73.22,2015-11-05,8.0,98.0,1009.9,11.0,62.24,1015.3
W,Yes,4.8,NNW,62.24,No,8.0,7.0,78.44,18.2,WSW,51.0,48.0,Richmond,83.48,2015-11-06,1.0,87.0,1005.0,24.0,71.06,1007.9
SE,No,,WSW,58.82,Yes,3.0,6.0,81.14,0.2,ESE,56.0,48.0,Richmond,83.12,2015-11-07,,85.0,1010.1,19.0,70.16,1012.4
ESE,Yes,,SSW,58.1,No,8.0,13.0,69.62,6.0,SSE,59.0,33.0,Richmond,70.34,2015-11-08,8.0,67.0,1019.6,17.0,64.4,1020.9
ESE,No,11.6,SSE,54.14,No,,7.0,75.2,0.0,NE,39.0,30.0,Richmond,78.08,2015-11-09,,70.0,1016.6,9.0,65.66,1021.6
E,No,6.4,SE,53.06,No,,6.0,85.46000000000001,0.0,SE,32.0,31.0,Richmond,87.44,2015-11-10,,76.0,1012.1,6.0,64.94,1015.8
S,No,5.7,SW,64.75999999999999,No,7.0,11.0,72.86,0.0,S,66.0,24.0,Richmond,74.48,2015-11-11,8.0,74.0,1020.0,9.0,69.25999999999999,1020.6
SW,No,1.0,SSE,60.980000000000004,Yes,7.0,2.0,74.66,0.0,SSW,59.0,50.0,Richmond,78.44,2015-11-12,1.0,81.0,1017.4,20.0,68.36,1020.3
SSE,Yes,3.0,NNE,60.08,Yes,4.0,7.0,77.72,4.4,SE,57.0,43.0,Richmond,85.82,2015-11-13,1.0,87.0,1009.2,22.0,67.82,1013.2
S,Yes,,SW,62.6,Yes,8.0,13.0,63.32,13.8,SE,96.0,26.0,Richmond,67.82,2015-11-14,8.0,82.0,1013.2,9.0,64.58,1014.6
SSE,Yes,,SW,57.74,Yes,8.0,17.0,66.38,28.4,SE,69.0,31.0,Richmond,67.82,2015-11-15,8.0,83.0,1017.4,19.0,61.7,1018.2
ESE,Yes,17.0,SSE,55.04,No,,15.0,73.58,7.4,NNE,42.0,30.0,Richmond,75.56,2015-11-16,,65.0,1017.0,11.0,65.3,1020.4
NE,No,5.4,SSW,53.24,No,,2.0,81.5,0.0,ENE,36.0,30.0,Richmond,83.48,2015-11-17,,72.0,1014.8,13.0,64.94,1019.3
W,No,7.2,ENE,55.4,No,,7.0,94.28,0.0,W,23.0,52.0,Richmond,96.44,2015-11-18,,59.0,1009.9,35.0,75.38,1013.7
NE,No,7.5,,59.540000000000006,No,,0.0,96.8,0.0,NNE,22.0,17.0,Richmond,100.76,2015-11-19,,70.0,1010.8,4.0,71.78,1015.0
WNW,No,5.7,N,64.58,No,,6.0,103.1,0.0,WNW,16.0,61.0,Richmond,103.46000000000001,2015-11-20,,66.0,1006.7,33.0,76.46,1012.5
SE,No,,S,62.959999999999994,No,8.0,7.0,68.54,0.0,SE,65.0,37.0,Richmond,74.3,2015-11-21,8.0,64.0,1016.5,30.0,71.42,1015.4
E,No,,,61.34,No,8.0,0.0,69.8,0.0,NE,62.0,26.0,Richmond,72.14,2015-11-22,8.0,69.0,1016.4,11.0,66.92,1019.6
ESE,No,13.2,NNE,56.84,No,,9.0,83.3,0.0,SE,46.0,48.0,Richmond,86.18,2015-11-23,,71.0,1009.0,28.0,68.54,1011.8
E,No,6.2,NNW,60.8,No,,7.0,82.75999999999999,0.0,ENE,40.0,39.0,Richmond,84.91999999999999,2015-11-24,,77.0,1012.2,17.0,70.7,1017.4
NW,No,7.8,N,55.58,No,,6.0,93.02,0.0,NW,22.0,39.0,Richmond,94.64,2015-11-25,,76.0,1006.2,17.0,68.72,1013.4
WNW,No,9.2,N,61.519999999999996,No,,22.0,95.72,0.0,SW,22.0,57.0,Richmond,99.14,2015-11-26,,42.0,1000.2,31.0,87.98,999.8
S,No,10.0,S,59.9,No,8.0,7.0,73.58,0.0,ENE,52.0,43.0,Richmond,77.0,2015-11-27,,65.0,1012.5,20.0,66.2,1016.0
ENE,No,,SW,64.75999999999999,No,8.0,11.0,74.66,0.0,ENE,52.0,30.0,Richmond,76.28,2015-11-28,6.0,80.0,1015.4,13.0,67.1,1016.6
E,No,,,65.48,No,,0.0,84.02,0.6,E,58.0,30.0,Richmond,85.46000000000001,2015-11-29,8.0,85.0,1008.4,13.0,69.62,1013.5
ENE,No,13.2,ESE,62.059999999999995,No,,6.0,89.41999999999999,0.2,NE,28.0,39.0,Richmond,92.48,2015-11-30,,64.0,1006.6,13.0,70.88,1012.3
NNW,No,6.8,NNE,59.0,No,1.0,6.0,99.32,0.0,N,16.0,44.0,Richmond,101.84,2015-12-01,,65.0,1005.5,22.0,74.3,1010.3
SE,No,9.4,SE,67.46,No,8.0,13.0,69.08,0.0,SSE,60.0,52.0,Richmond,78.98,2015-12-02,7.0,69.0,1016.2,28.0,70.16,1014.7
ESE,No,5.0,W,53.6,No,8.0,7.0,70.34,0.0,ENE,53.0,28.0,Richmond,72.5,2015-12-03,8.0,70.0,1025.2,17.0,64.4,1027.4
ESE,No,2.4,SW,51.44,No,1.0,6.0,75.38,0.0,NNE,47.0,30.0,Richmond,77.18,2015-12-04,,63.0,1023.4,9.0,66.56,1026.7
ENE,No,,NE,49.82,No,,6.0,84.38000000000001,0.0,E,25.0,30.0,Richmond,87.61999999999999,2015-12-05,,70.0,1017.4,9.0,66.38,1022.8
E,No,,E,56.48,No,,6.0,88.16,0.0,NNE,24.0,31.0,Richmond,90.14,2015-12-06,,72.0,1016.1,7.0,70.16,1020.4
ENE,No,18.4,SSW,59.18,No,,6.0,81.68,0.0,NE,48.0,33.0,Richmond,83.3,2015-12-07,1.0,74.0,1018.4,17.0,71.06,1021.3
WNW,No,4.8,N,62.6,Yes,2.0,2.0,78.44,0.0,,63.0,28.0,Richmond,78.8,2015-12-08,8.0,75.0,1015.2,0.0,70.88,1018.6
NNE,Yes,2.0,N,70.34,No,,19.0,92.48,2.6,NNW,35.0,31.0,Richmond,95.9,2015-12-09,,71.0,1010.9,9.0,77.36,1014.1
NE,No,7.2,NE,69.44,No,8.0,9.0,81.5,0.2,NE,59.0,46.0,Richmond,89.06,2015-12-10,8.0,75.0,1010.1,31.0,72.5,1015.5
W,No,6.0,N,66.92,No,,7.0,93.56,0.0,W,13.0,61.0,Richmond,95.9,2015-12-11,,77.0,1001.9,41.0,73.94,1006.3
ESE,No,,ESE,62.42,No,,6.0,75.74000000000001,0.0,E,48.0,43.0,Richmond,79.88,2015-12-12,8.0,66.0,1013.2,30.0,69.98,1014.6
ENE,No,,NE,60.8,No,,6.0,80.24000000000001,0.2,NE,46.0,31.0,Richmond,81.14,2015-12-13,8.0,73.0,1014.7,15.0,66.56,1019.4
ESE,No,23.0,NE,58.64,No,,7.0,93.74,0.0,SSE,19.0,44.0,Richmond,96.08000000000001,2015-12-14,,68.0,1011.3,13.0,72.32,1015.5
SE,No,7.8,S,57.74,Yes,,6.0,89.96000000000001,0.0,ENE,38.0,43.0,Richmond,92.84,2015-12-15,,63.0,1010.5,9.0,72.14,1015.3
ESE,Yes,5.6,WNW,67.64,Yes,8.0,11.0,62.24,2.8,WSW,93.0,56.0,Richmond,78.08,2015-12-16,6.0,92.0,1018.3,26.0,71.06,1015.1
NE,Yes,2.2,NNW,56.66,No,,4.0,82.4,7.6,ENE,49.0,31.0,Richmond,84.56,2015-12-17,8.0,89.0,1015.7,9.0,65.66,1018.9
ENE,No,6.0,N,59.9,No,,7.0,92.48,0.2,NNE,27.0,37.0,Richmond,94.64,2015-12-18,,75.0,1012.3,11.0,71.42,1016.6
ENE,No,,ENE,62.959999999999994,No,,6.0,98.6,0.0,NNE,20.0,35.0,Richmond,99.14,2015-12-19,,66.0,1010.8,11.0,78.62,1014.5
NNW,No,,E,58.1,No,,9.0,102.56,0.0,N,15.0,48.0,Richmond,103.46000000000001,2015-12-20,,56.0,1007.3,30.0,73.94,1013.4
SSE,No,27.2,SE,72.86,Yes,8.0,7.0,73.4,0.0,SE,86.0,44.0,Richmond,91.94,2015-12-21,,39.0,1016.7,17.0,86.36,1014.1
SW,Yes,8.2,SW,61.519999999999996,Yes,8.0,15.0,63.5,37.4,WNW,97.0,24.0,Richmond,68.0,2015-12-22,8.0,93.0,1021.7,9.0,61.7,1023.8
SE,Yes,1.4,S,61.7,Yes,8.0,13.0,69.98,24.8,E,83.0,39.0,Richmond,71.42,2015-12-23,5.0,80.0,1017.5,7.0,67.82,1019.7
ESE,Yes,1.8,S,57.379999999999995,No,8.0,11.0,74.84,2.0,ESE,49.0,35.0,Richmond,78.25999999999999,2015-12-24,6.0,74.0,1017.8,22.0,69.44,1020.1
NE,No,,SSE,59.18,No,8.0,6.0,75.74000000000001,0.0,NE,58.0,31.0,Richmond,78.8,2015-12-25,1.0,66.0,1014.5,17.0,69.44,1018.7
NW,No,,NE,61.16,No,8.0,13.0,78.44,0.0,NNW,66.0,37.0,Richmond,84.91999999999999,2015-12-26,2.0,77.0,1005.7,22.0,70.7,1009.5
SSE,No,,S,60.8,No,5.0,17.0,72.68,0.8,SE,46.0,44.0,Richmond,75.2,2015-12-27,8.0,75.0,1017.9,20.0,64.22,1016.9
SE,No,19.8,SSW,58.459999999999994,No,8.0,9.0,69.08,0.2,SSE,55.0,39.0,Richmond,72.86,2015-12-28,8.0,71.0,1022.6,24.0,62.959999999999994,1023.9
ENE,No,3.0,SSE,56.66,No,1.0,15.0,76.64,0.0,N,43.0,31.0,Richmond,79.16,2015-12-29,,61.0,1019.8,9.0,67.46,1022.6
SE,No,6.0,,52.16,No,,0.0,81.68,0.0,SE,32.0,28.0,Richmond,83.84,2015-12-30,,70.0,1017.2,13.0,65.12,1020.0
ENE,No,6.8,N,57.02,No,,7.0,84.38000000000001,0.0,ENE,47.0,31.0,Richmond,86.36,2015-12-31,,70.0,1015.3,15.0,68.18,1019.6
ENE,No,,N,58.64,No,,6.0,85.1,0.0,ESE,43.0,30.0,Richmond,85.82,2016-01-01,,67.0,1011.9,6.0,70.7,1016.5
ESE,No,,NNE,58.82,No,1.0,4.0,78.44,0.0,SE,53.0,33.0,Richmond,79.88,2016-01-02,,75.0,1011.2,20.0,68.9,1013.4
ESE,No,,SSW,64.94,Yes,8.0,11.0,68.54,0.0,E,78.0,33.0,Richmond,75.74000000000001,2016-01-03,8.0,73.0,1014.8,24.0,69.25999999999999,1015.4
ESE,Yes,19.2,SSW,64.58,Yes,8.0,11.0,69.62,6.6,WSW,86.0,35.0,Richmond,72.14,2016-01-04,5.0,86.0,1015.7,11.0,68.54,1016.6
SSE,Yes,,SSW,62.24,Yes,8.0,19.0,65.84,61.2,SSE,97.0,33.0,Richmond,67.64,2016-01-05,8.0,98.0,1014.2,22.0,62.6,1016.6
SSE,Yes,,SSW,61.88,Yes,8.0,19.0,64.94,74.0,SSW,97.0,37.0,Richmond,70.16,2016-01-06,8.0,98.0,1011.8,20.0,62.42,1013.0
SSE,Yes,1.0,S,61.34,No,3.0,24.0,74.84,15.2,SSW,55.0,44.0,Richmond,77.72,2016-01-07,5.0,66.0,1015.2,24.0,68.9,1014.5
E,No,4.5,N,55.04,No,,6.0,79.88,0.8,S,43.0,30.0,Richmond,82.4,2016-01-08,,73.0,1018.1,9.0,66.02,1020.2
E,No,,N,66.02,No,,7.0,79.7,0.0,NE,58.0,31.0,Richmond,83.84,2016-01-09,,79.0,1018.0,15.0,68.9,1022.0
E,No,,NE,61.16,No,,6.0,86.18,0.0,NE,47.0,30.0,Richmond,89.24,2016-01-10,,82.0,1016.1,11.0,69.44,1020.6
SSW,No,17.2,NE,64.75999999999999,No,,4.0,97.88000000000001,0.0,NE,32.0,35.0,Richmond,98.24,2016-01-11,,77.0,1007.9,11.0,74.48,1013.4
ESE,No,11.2,NNE,67.82,No,,7.0,89.06,0.0,ESE,49.0,41.0,Richmond,96.26,2016-01-12,1.0,74.0,1010.7,28.0,77.9,1010.3
NE,No,4.6,NNE,64.94,No,,7.0,87.8,0.0,ENE,54.0,28.0,Richmond,93.2,2016-01-13,8.0,76.0,1014.9,15.0,73.4,1019.6
SE,No,4.6,NNE,68.54,Yes,8.0,15.0,95.18,0.0,S,34.0,80.0,Richmond,104.0,2016-01-14,,60.0,1007.6,19.0,86.36,1011.4
SSE,Yes,9.2,WSW,54.32,Yes,8.0,15.0,71.42,37.2,S,56.0,50.0,Richmond,73.4,2016-01-15,8.0,93.0,1023.7,30.0,56.120000000000005,1025.2
SE,Yes,,SSW,56.120000000000005,Yes,8.0,20.0,69.25999999999999,2.6,S,67.0,39.0,Richmond,75.38,2016-01-16,8.0,74.0,1025.8,13.0,65.48,1027.5
ESE,Yes,,S,57.92,No,8.0,13.0,75.56,1.2,NE,52.0,26.0,Richmond,76.82,2016-01-17,,68.0,1022.1,15.0,68.9,1025.3
NE,No,10.4,N,57.2,No,,4.0,81.68,0.2,ENE,47.0,28.0,Richmond,84.56,2016-01-18,,80.0,1016.7,13.0,67.64,1020.9
NE,No,6.2,N,60.62,No,,4.0,92.11999999999999,0.0,NE,35.0,24.0,Richmond,93.74,2016-01-19,,81.0,1012.4,11.0,70.16,1017.5
SSE,No,7.2,NNE,62.42,No,,4.0,99.5,0.0,N,18.0,33.0,Richmond,99.86,2016-01-20,,63.0,1009.1,15.0,78.25999999999999,1012.6
SSW,No,8.4,N,70.52,Yes,,6.0,100.58000000000001,0.0,NNW,31.0,56.0,Richmond,101.48,2016-01-21,,71.0,1006.0,9.0,78.98,1010.6
N,Yes,6.2,ESE,71.96,Yes,8.0,2.0,77.36,12.4,W,90.0,50.0,Richmond,80.78,2016-01-22,8.0,95.0,1006.3,6.0,74.84,1010.6
SE,Yes,,S,69.98,Yes,8.0,7.0,78.25999999999999,24.0,SSE,66.0,50.0,Richmond,82.94,2016-01-23,4.0,96.0,1008.1,19.0,75.56,1006.8
ESE,Yes,,SSW,66.2,No,8.0,9.0,75.2,1.2,SE,72.0,24.0,Richmond,77.0,2016-01-24,8.0,93.0,1011.6,9.0,67.82,1013.7
ENE,No,9.2,WSW,66.56,No,,9.0,74.12,0.4,SE,83.0,26.0,Richmond,78.8,2016-01-25,8.0,89.0,1012.9,19.0,70.52,1014.7
E,No,,S,67.46,No,1.0,4.0,82.75999999999999,0.2,E,53.0,35.0,Richmond,84.2,2016-01-26,8.0,91.0,1015.7,13.0,71.78,1017.5
NE,No,6.0,ENE,66.2,No,8.0,6.0,75.74000000000001,0.0,ENE,67.0,28.0,Richmond,76.82,2016-01-27,,81.0,1013.6,4.0,72.14,1016.1
ENE,No,1.5,NNE,68.9,No,,13.0,84.2,0.0,ESE,53.0,24.0,Richmond,87.08000000000001,2016-01-28,7.0,93.0,1004.0,9.0,70.52,1008.2
NNW,No,5.8,SE,69.98,Yes,1.0,2.0,78.25999999999999,0.2,SSE,72.0,57.0,Richmond,83.84,2016-01-29,8.0,89.0,1001.8,15.0,74.84,1003.2
W,Yes,,S,65.3,Yes,1.0,2.0,85.46000000000001,8.0,E,60.0,69.0,Richmond,87.8,2016-01-30,1.0,83.0,1001.2,20.0,71.06,1005.1
NNW,Yes,12.8,S,62.78,No,7.0,4.0,82.4,21.0,NW,35.0,39.0,Richmond,84.74,2016-01-31,8.0,99.0,1003.9,22.0,67.46,1004.3
SSE,No,6.3,SW,64.94,No,,6.0,77.72,0.0,SSW,56.0,35.0,Richmond,80.42,2016-02-01,7.0,82.0,1001.0,11.0,66.92,1004.3
E,No,5.8,SSE,58.28,No,,7.0,82.75999999999999,0.0,WSW,43.0,35.0,Richmond,84.2,2016-02-02,,75.0,1003.3,7.0,68.54,1006.5
ESE,No,6.1,NNE,62.24,Yes,,6.0,88.52,0.0,ENE,41.0,33.0,Richmond,90.68,2016-02-03,7.0,85.0,1001.0,7.0,69.44,1004.0
SSW,Yes,5.8,SSW,64.94,No,8.0,11.0,76.46,10.4,SSE,51.0,54.0,Richmond,78.08,2016-02-04,7.0,92.0,1012.8,22.0,66.56,1012.5
SE,No,4.8,S,64.94,No,5.0,20.0,77.36,0.0,SSE,49.0,48.0,Richmond,79.52,2016-02-05,8.0,70.0,1017.2,26.0,67.82,1018.0
SSE,No,,SSE,63.68,No,8.0,9.0,75.74000000000001,0.0,SW,72.0,39.0,Richmond,80.06,2016-02-06,8.0,85.0,1016.2,13.0,65.3,1018.8
E,No,,SSW,61.34,No,6.0,6.0,79.88,0.6,SE,53.0,28.0,Richmond,82.75999999999999,2016-02-07,7.0,86.0,1015.7,20.0,68.9,1018.3
SE,No,8.2,NNW,61.16,No,1.0,6.0,83.84,0.0,SW,48.0,31.0,Richmond,86.53999999999999,2016-02-08,,84.0,1016.9,6.0,68.36,1019.4
E,No,6.0,SSW,65.12,No,8.0,7.0,79.7,0.0,ESE,52.0,37.0,Richmond,83.12,2016-02-09,8.0,81.0,1018.7,17.0,71.24000000000001,1020.9
E,No,4.6,NNE,62.78,No,,7.0,84.91999999999999,0.0,ENE,47.0,30.0,Richmond,87.61999999999999,2016-02-10,,81.0,1011.9,13.0,70.34,1016.6
E,No,7.4,SSE,62.059999999999995,No,,6.0,84.02,0.0,ESE,51.0,30.0,Richmond,86.53999999999999,2016-02-11,,81.0,1012.9,9.0,71.6,1015.7
ESE,No,2.4,SSW,65.3,No,,6.0,85.1,0.0,ENE,46.0,28.0,Richmond,87.44,2016-02-12,,84.0,1013.8,9.0,73.22,1017.0
,No,,N,63.32,,,6.0,,0.0,,,,Richmond,,2016-02-13,,81.0,,,71.96,1014.5
SE,,,NNE,64.04,No,,6.0,97.7,,ENE,28.0,48.0,Richmond,99.86,2016-02-14,,81.0,1004.5,9.0,72.86,1008.5
E,No,19.3,S,71.96,No,,7.0,87.61999999999999,0.0,E,54.0,28.0,Richmond,90.32,2016-02-15,8.0,74.0,1006.4,15.0,75.38,1011.9
ESE,No,6.4,SSE,60.980000000000004,No,3.0,6.0,80.78,0.0,SE,51.0,41.0,Richmond,84.38000000000001,2016-02-16,,72.0,1007.7,28.0,71.78,1009.4
ESE,No,7.0,SSE,64.75999999999999,No,,11.0,76.64,0.0,E,46.0,37.0,Richmond,80.42,2016-02-17,7.0,66.0,1007.5,13.0,68.0,1011.6
E,No,5.6,SSE,60.08,No,,13.0,80.78,0.0,NNE,50.0,31.0,Richmond,83.3,2016-02-18,8.0,75.0,1007.9,13.0,65.84,1010.2
ENE,No,5.4,NE,64.4,No,,6.0,90.32,0.0,NE,48.0,31.0,Richmond,92.66,2016-02-19,2.0,80.0,1008.7,13.0,73.58,1012.4
S,No,,S,72.86,Yes,8.0,17.0,82.4,0.0,SE,62.0,41.0,Richmond,84.38000000000001,2016-02-20,8.0,74.0,1017.8,19.0,74.48,1018.1
E,Yes,,S,68.0,No,3.0,13.0,83.66,3.0,ENE,63.0,30.0,Richmond,85.28,2016-02-21,8.0,86.0,1023.6,11.0,71.96,1025.4
NNE,No,14.0,NNW,65.66,No,,4.0,87.26,0.2,NNE,50.0,28.0,Richmond,89.06,2016-02-22,,86.0,1021.1,11.0,72.86,1025.4
ENE,No,6.6,SSE,62.959999999999994,No,,6.0,87.98,0.0,ENE,38.0,30.0,Richmond,90.86,2016-02-23,,86.0,1016.7,13.0,71.06,1021.5
NE,No,6.4,,61.34,No,,0.0,93.91999999999999,0.0,ENE,28.0,30.0,Richmond,97.16,2016-02-24,,84.0,1011.8,11.0,70.88,1016.1
SSW,No,6.5,NNE,63.32,No,,6.0,100.94,0.0,NNW,26.0,26.0,Richmond,103.28,2016-02-25,,77.0,1008.4,9.0,73.58,1012.4
SE,No,8.4,S,68.0,No,8.0,17.0,79.52,0.0,SE,64.0,33.0,Richmond,83.3,2016-02-26,6.0,70.0,1015.0,22.0,76.64,1015.5
