Temp_9_am_C,Humidity_9_am,Location,Humidity_3_pm,Max_Temp_C,Date,Evaporation,Rainfall,Pressure_3_pm,Wind_Dir_3_pm,Wind_Speed_3_pm,Wind_Gust_Dir,Cloud_9_am,Wind_Gust_Speed,Cloud_3_pm,Pressure_9_am,Sunshine,Wind_Speed_9_am,Rain_Today,Rain_Tomorrow,Min_Temp_C,Wind_Dir_9_am,Temp_3_pm_C
20.5,79.0,PerthAirport,58.0,24.1,2015-10-04,3.6,0.0,1018.5,WNW,28.0,NNW,5.0,41.0,7.0,1020.5,6.9,15.0,No,Yes,15.6,N,21.8
19.3,51.0,PerthAirport,45.0,20.2,2015-10-05,7.4,1.6,1020.8,SW,33.0,SW,5.0,59.0,7.0,1019.0,8.4,30.0,Yes,No,15.9,W,18.4
14.1,41.0,PerthAirport,22.0,21.6,2015-10-06,5.2,0.0,1026.1,SE,15.0,NE,1.0,46.0,0.0,1029.8,11.2,22.0,No,No,4.9,E,20.9
19.1,25.0,PerthAirport,12.0,27.6,2015-10-07,5.8,0.0,1019.5,ENE,17.0,ENE,2.0,50.0,5.0,1024.7,11.2,31.0,No,No,7.6,ENE,26.9
23.7,24.0,PerthAirport,28.0,30.2,2015-10-08,6.6,0.0,1018.7,SW,26.0,SW,1.0,35.0,1.0,1021.8,11.6,15.0,No,No,9.0,ENE,29.1
25.9,28.0,PerthAirport,24.0,34.7,2015-10-09,7.4,0.0,1018.9,WSW,20.0,ENE,0.0,33.0,1.0,1021.8,11.7,7.0,No,No,12.7,ENE,30.7
23.0,47.0,PerthAirport,32.0,33.2,2015-10-10,8.0,0.0,1019.8,WSW,19.0,W,2.0,31.0,1.0,1022.9,11.2,7.0,No,No,12.0,SSW,32.0
24.0,48.0,PerthAirport,24.0,32.9,2015-10-11,7.8,0.0,1018.5,E,17.0,E,2.0,43.0,2.0,1021.7,9.9,20.0,No,No,16.5,ENE,32.5
24.7,42.0,PerthAirport,26.0,33.5,2015-10-12,8.2,0.0,1014.7,WSW,22.0,ENE,1.0,43.0,1.0,1018.8,11.8,4.0,No,No,18.1,E,30.6
19.6,70.0,PerthAirport,38.0,32.4,2015-10-13,7.0,0.0,1011.3,W,17.0,SW,1.0,50.0,1.0,1014.6,9.5,9.0,No,No,13.1,N,26.2
18.5,82.0,PerthAirport,60.0,21.9,2015-10-14,6.6,0.4,1014.1,WSW,26.0,W,8.0,41.0,7.0,1014.3,5.8,20.0,No,Yes,12.9,SW,19.8
16.7,50.0,PerthAirport,35.0,20.5,2015-10-15,5.6,1.8,1021.2,SW,22.0,SW,7.0,37.0,2.0,1022.7,9.4,22.0,Yes,No,8.0,S,18.6
18.2,40.0,PerthAirport,32.0,22.7,2015-10-16,3.8,0.0,1020.3,WSW,24.0,SW,1.0,41.0,0.0,1024.1,12.0,15.0,No,No,3.7,S,22.3
21.0,39.0,PerthAirport,23.0,30.1,2015-10-17,6.8,0.0,1013.1,W,24.0,ENE,0.0,37.0,1.0,1017.8,12.1,20.0,No,No,6.3,ENE,28.1
20.1,50.0,PerthAirport,63.0,22.7,2015-10-18,7.2,0.0,1017.0,NW,24.0,WNW,6.0,43.0,7.0,1017.4,5.7,24.0,No,No,10.1,WSW,19.4
17.3,56.0,PerthAirport,42.0,22.4,2015-10-19,4.2,1.0,1020.7,WSW,22.0,WNW,3.0,41.0,1.0,1022.9,10.2,17.0,No,No,8.0,SSE,21.3
20.7,44.0,PerthAirport,32.0,28.4,2015-10-20,5.8,0.0,1018.0,W,19.0,S,0.0,43.0,0.0,1021.8,12.0,17.0,No,No,7.1,ENE,27.2
23.9,38.0,PerthAirport,32.0,32.9,2015-10-21,8.8,0.0,1014.5,WSW,22.0,ENE,0.0,35.0,0.0,1017.4,12.3,20.0,No,No,11.4,ENE,29.9
20.4,74.0,PerthAirport,63.0,24.2,2015-10-22,7.0,0.0,1014.3,W,17.0,WSW,7.0,33.0,7.0,1014.3,5.3,6.0,No,No,11.4,WSW,22.1
20.0,64.0,PerthAirport,56.0,22.5,2015-10-23,5.0,0.0,1016.1,SW,28.0,SW,7.0,41.0,7.0,1016.5,6.6,24.0,No,No,16.2,WSW,20.9
18.7,64.0,PerthAirport,39.0,25.0,2015-10-24,4.8,0.0,1016.7,SSW,24.0,SE,7.0,41.0,4.0,1020.1,6.3,11.0,No,No,12.6,SSW,24.3
19.3,48.0,PerthAirport,43.0,24.5,2015-10-25,5.6,0.0,1017.1,SE,20.0,ESE,3.0,65.0,5.0,1019.8,8.8,13.0,No,No,15.2,SE,23.3
20.3,55.0,PerthAirport,34.0,28.5,2015-10-26,6.4,0.6,1015.2,E,15.0,E,2.0,48.0,1.0,1019.0,12.0,22.0,No,No,14.9,E,27.7
20.5,56.0,PerthAirport,37.0,27.3,2015-10-27,8.0,0.0,1013.0,S,15.0,E,7.0,56.0,8.0,1015.9,5.6,28.0,No,Yes,15.2,ESE,26.6
21.9,69.0,PerthAirport,48.0,27.2,2015-10-28,5.0,2.6,1013.6,WSW,22.0,E,3.0,48.0,2.0,1014.9,11.1,15.0,Yes,No,17.7,NE,25.4
21.2,72.0,PerthAirport,59.0,26.6,2015-10-29,7.2,0.0,1014.0,SW,19.0,WNW,8.0,31.0,0.0,1016.2,10.1,13.0,No,No,15.4,NW,25.2
22.4,61.0,PerthAirport,52.0,27.7,2015-10-30,5.2,0.0,1014.9,WNW,24.0,W,5.0,37.0,7.0,1016.1,5.8,17.0,No,Yes,16.8,N,25.1
21.8,69.0,PerthAirport,47.0,24.8,2015-10-31,5.0,11.0,1015.3,W,24.0,W,7.0,35.0,3.0,1016.6,10.8,11.0,Yes,No,16.0,WNW,24.3
17.5,72.0,PerthAirport,37.0,26.1,2015-11-01,7.0,0.0,1008.5,W,20.0,W,7.0,31.0,3.0,1014.1,6.9,17.0,No,Yes,11.1,E,25.4
18.1,69.0,PerthAirport,55.0,23.4,2015-11-02,5.6,14.8,1011.9,W,28.0,W,4.0,39.0,4.0,1010.6,10.3,13.0,Yes,No,13.9,SSW,22.6
20.8,49.0,PerthAirport,40.0,26.2,2015-11-03,5.8,0.0,1016.0,WSW,22.0,W,0.0,35.0,1.0,1018.8,12.6,11.0,No,No,14.8,NE,25.3
20.1,58.0,PerthAirport,42.0,25.6,2015-11-04,7.2,0.0,1011.1,W,24.0,W,1.0,33.0,1.0,1015.6,12.2,7.0,No,No,13.0,SW,23.9
20.8,57.0,PerthAirport,50.0,24.5,2015-11-05,7.0,0.0,1006.4,WSW,20.0,WSW,6.0,37.0,7.0,1008.2,9.0,13.0,No,No,10.0,SW,22.0
19.9,57.0,PerthAirport,50.0,26.6,2015-11-06,6.0,0.0,1003.6,SW,28.0,SSW,7.0,44.0,3.0,1007.2,8.3,15.0,No,Yes,15.0,S,25.0
18.8,63.0,PerthAirport,49.0,24.1,2015-11-07,7.4,1.2,1013.3,SW,22.0,S,8.0,39.0,6.0,1013.6,4.0,24.0,Yes,No,17.3,SSW,23.5
20.1,57.0,PerthAirport,47.0,26.2,2015-11-08,4.2,0.0,1016.7,SW,33.0,SW,0.0,44.0,1.0,1019.0,12.7,11.0,No,No,13.6,S,24.2
22.6,58.0,PerthAirport,40.0,30.4,2015-11-09,7.0,0.0,1016.0,SW,30.0,E,1.0,52.0,2.0,1019.7,12.4,13.0,No,No,14.7,S,28.1
25.2,45.0,PerthAirport,37.0,32.1,2015-11-10,8.6,0.0,1014.3,WSW,24.0,ENE,3.0,54.0,6.0,1017.2,12.8,22.0,No,No,17.1,ENE,29.8
22.8,59.0,PerthAirport,29.0,30.5,2015-11-11,8.6,0.0,1014.9,SW,24.0,WSW,0.0,35.0,1.0,1017.1,12.6,9.0,No,No,11.5,SSW,29.8
24.9,46.0,PerthAirport,36.0,34.8,2015-11-12,8.6,0.0,1016.8,WSW,24.0,W,5.0,39.0,5.0,1019.1,11.9,19.0,No,No,14.8,E,31.4
26.6,36.0,PerthAirport,21.0,36.1,2015-11-13,10.8,0.0,1014.4,WSW,22.0,E,1.0,69.0,1.0,1018.3,12.6,26.0,No,No,19.7,E,35.4
33.8,23.0,PerthAirport,21.0,39.2,2015-11-14,8.0,0.0,1008.5,W,28.0,E,1.0,56.0,1.0,1012.2,12.6,24.0,No,No,21.9,NNE,35.2
27.6,40.0,PerthAirport,38.0,32.5,2015-11-15,13.2,0.0,1011.7,SW,26.0,WSW,1.0,37.0,0.0,1012.5,12.2,13.0,No,No,18.7,S,29.4
25.9,37.0,PerthAirport,17.0,32.5,2015-11-16,10.8,0.0,1009.1,W,13.0,ENE,0.0,30.0,0.0,1012.3,13.1,11.0,No,No,12.9,NE,31.3
24.2,65.0,PerthAirport,56.0,26.2,2015-11-17,10.8,0.0,1008.7,WNW,31.0,W,1.0,52.0,7.0,1006.1,9.0,20.0,No,No,14.0,WNW,23.4
20.9,38.0,PerthAirport,58.0,21.8,2015-11-18,7.2,0.8,1016.3,WSW,24.0,WSW,6.0,50.0,7.0,1015.9,8.5,28.0,No,No,16.3,W,18.3
18.9,42.0,PerthAirport,33.0,22.8,2015-11-19,6.2,0.6,1022.3,SW,26.0,WSW,3.0,48.0,1.0,1023.3,12.7,19.0,No,No,8.8,SW,21.0
19.9,39.0,PerthAirport,15.0,30.1,2015-11-20,7.6,0.0,1020.5,E,15.0,E,1.0,56.0,6.0,1026.1,13.1,26.0,No,No,12.9,E,29.5
24.5,28.0,PerthAirport,10.0,34.8,2015-11-21,11.0,0.0,1016.5,NE,20.0,E,3.0,76.0,3.0,1021.0,12.9,31.0,No,No,15.4,NE,33.9
31.2,14.0,PerthAirport,12.0,36.2,2015-11-22,12.2,0.0,1013.2,NW,30.0,E,6.0,61.0,0.0,1014.9,11.9,31.0,No,No,21.8,NNE,33.4
23.2,67.0,PerthAirport,48.0,28.6,2015-11-23,10.0,0.0,1012.3,W,17.0,NNW,4.0,35.0,5.0,1014.8,11.5,9.0,No,No,15.3,NW,26.3
22.6,57.0,PerthAirport,42.0,27.1,2015-11-24,7.8,0.0,1012.5,WSW,33.0,WSW,5.0,48.0,1.0,1015.2,12.5,24.0,No,No,16.6,SSW,26.3
21.1,50.0,PerthAirport,39.0,26.5,2015-11-25,10.4,0.0,1013.8,SW,30.0,SE,1.0,48.0,1.0,1017.3,13.2,13.0,No,No,14.7,S,25.5
21.2,38.0,PerthAirport,22.0,31.0,2015-11-26,9.8,0.0,1012.1,E,13.0,E,1.0,50.0,6.0,1017.6,12.0,30.0,No,No,14.3,E,30.0
25.5,37.0,PerthAirport,34.0,31.5,2015-11-27,9.0,0.0,1009.8,W,22.0,ESE,2.0,33.0,,1012.3,13.0,11.0,No,No,16.9,N,29.4
23.8,45.0,PerthAirport,47.0,28.7,2015-11-28,9.8,0.0,1013.5,W,24.0,W,2.0,37.0,1.0,1014.6,12.6,9.0,No,No,16.3,SSE,26.6
22.9,50.0,PerthAirport,44.0,27.1,2015-11-29,8.6,0.0,1014.8,SW,33.0,SW,3.0,50.0,1.0,1016.2,13.0,7.0,No,No,13.7,SW,24.4
19.6,47.0,PerthAirport,37.0,25.7,2015-11-30,9.8,0.0,1016.9,SW,37.0,SSE,4.0,41.0,0.0,1020.3,13.2,26.0,No,No,12.1,SSE,23.4
19.7,37.0,PerthAirport,17.0,29.1,2015-12-01,12.0,0.0,1017.2,ESE,20.0,,0.0,,0.0,1021.8,13.1,28.0,No,No,13.9,E,28.2
24.3,31.0,PerthAirport,16.0,36.2,2015-12-02,10.2,0.0,1009.5,ENE,15.0,ESE,6.0,56.0,7.0,1015.8,9.1,31.0,No,No,15.9,ENE,35.0
28.2,38.0,PerthAirport,43.0,30.3,2015-12-03,9.4,0.0,1008.9,WSW,26.0,SW,2.0,41.0,7.0,1009.1,9.8,9.0,No,No,22.6,NW,26.3
21.2,53.0,PerthAirport,44.0,25.0,2015-12-04,10.8,0.0,1011.4,SW,30.0,WSW,7.0,46.0,5.0,1012.3,9.1,20.0,No,Yes,16.3,SSW,23.4
15.3,73.0,PerthAirport,64.0,18.9,2015-12-05,7.6,4.8,1011.5,SSE,9.0,W,7.0,54.0,7.0,1012.5,4.3,20.0,Yes,Yes,12.7,SSW,16.2
17.3,89.0,PerthAirport,67.0,21.7,2015-12-06,4.8,11.0,1013.5,WSW,28.0,SW,7.0,52.0,7.0,1013.2,1.9,24.0,Yes,Yes,11.3,W,20.3
19.8,54.0,PerthAirport,48.0,23.4,2015-12-07,2.8,1.6,1017.4,SW,35.0,SW,6.0,54.0,4.0,1018.1,11.5,26.0,Yes,No,12.7,SW,21.4
18.7,50.0,PerthAirport,42.0,24.7,2015-12-08,8.0,0.0,1018.4,SW,28.0,WSW,3.0,43.0,0.0,1020.8,12.9,13.0,No,No,8.3,SSE,22.8
21.3,51.0,PerthAirport,48.0,25.1,2015-12-09,7.8,0.0,1017.3,W,26.0,W,2.0,39.0,5.0,1020.3,12.1,13.0,No,No,13.1,SSW,23.4
21.6,44.0,PerthAirport,35.0,27.8,2015-12-10,8.0,0.0,1017.2,SW,33.0,SW,1.0,44.0,1.0,1020.2,13.1,19.0,No,No,13.9,SE,26.2
22.6,33.0,PerthAirport,26.0,32.5,2015-12-11,11.2,0.0,1013.9,WSW,31.0,E,1.0,69.0,2.0,1019.2,12.7,26.0,No,No,15.9,ENE,30.2
25.0,45.0,PerthAirport,32.0,29.4,2015-12-12,7.8,0.0,1010.5,SW,30.0,WSW,8.0,43.0,8.0,1011.6,6.2,13.0,No,No,16.0,SSW,27.1
22.6,56.0,PerthAirport,51.0,26.1,2015-12-13,6.8,0.0,1012.9,WSW,24.0,W,4.0,39.0,1.0,1014.6,12.1,17.0,No,No,15.0,S,24.0
22.4,54.0,PerthAirport,43.0,26.0,2015-12-14,6.6,0.0,1013.2,SW,24.0,SW,1.0,46.0,1.0,1014.7,13.3,6.0,No,No,13.0,NW,25.5
23.5,49.0,PerthAirport,49.0,28.7,2015-12-15,8.8,0.0,1011.7,W,24.0,W,0.0,37.0,0.0,1013.3,13.3,9.0,No,No,12.3,WNW,25.8
22.1,51.0,PerthAirport,49.0,27.6,2015-12-16,8.8,0.0,1012.5,SW,35.0,SW,3.0,48.0,1.0,1014.7,12.9,19.0,No,No,15.9,S,25.5
24.7,45.0,PerthAirport,42.0,29.7,2015-12-17,10.0,0.0,1009.4,W,26.0,SSW,3.0,43.0,1.0,1013.3,13.0,13.0,No,No,16.6,SSW,28.3
23.2,48.0,PerthAirport,50.0,26.5,2015-12-18,9.2,0.0,1008.9,SSW,41.0,SW,4.0,54.0,3.0,1009.6,12.8,7.0,No,No,17.0,WNW,24.2
19.9,30.0,PerthAirport,33.0,23.8,2015-12-19,11.0,0.0,1012.1,SW,35.0,WSW,5.0,54.0,2.0,1014.8,13.2,35.0,No,No,14.3,S,21.9
19.4,41.0,PerthAirport,16.0,30.0,2015-12-20,10.6,0.0,1009.9,E,17.0,ENE,5.0,56.0,1.0,1015.2,11.5,31.0,No,No,15.3,E,29.1
27.5,28.0,PerthAirport,20.0,36.3,2015-12-21,11.8,0.0,1007.5,SW,37.0,E,1.0,61.0,1.0,1010.4,12.5,28.0,No,No,17.8,ENE,33.8
31.7,31.0,PerthAirport,22.0,39.8,2015-12-22,12.2,0.0,1008.8,SW,31.0,SW,0.0,46.0,2.0,1011.8,13.0,15.0,No,No,23.1,E,37.2
32.6,34.0,PerthAirport,27.0,40.0,2015-12-23,12.0,0.0,1005.8,WSW,33.0,SW,1.0,48.0,2.0,1010.2,12.8,28.0,No,No,21.7,ENE,35.8
22.7,51.0,PerthAirport,47.0,27.9,2015-12-24,12.0,0.0,1009.9,SW,37.0,SW,1.0,56.0,0.0,1010.7,13.0,33.0,No,No,18.1,SSW,24.9
19.7,39.0,PerthAirport,14.0,30.3,2015-12-25,12.6,0.0,1014.7,E,15.0,ESE,0.0,48.0,0.0,1018.2,13.1,24.0,No,No,12.1,ESE,28.8
21.6,32.0,PerthAirport,14.0,33.9,2015-12-26,11.8,0.0,1012.4,S,13.0,E,0.0,57.0,0.0,1016.7,13.3,31.0,No,No,14.4,E,33.4
30.3,14.0,PerthAirport,10.0,38.7,2015-12-27,11.8,0.0,1012.2,WSW,22.0,E,0.0,44.0,0.0,1014.7,13.2,22.0,No,No,16.9,NE,37.0
35.4,9.0,PerthAirport,9.0,41.7,2015-12-28,12.4,0.0,1010.5,SW,28.0,ENE,0.0,39.0,1.0,1013.9,13.2,24.0,No,No,20.0,NNE,40.2
35.7,9.0,PerthAirport,39.0,36.9,2015-12-29,15.2,0.0,1007.2,W,24.0,W,6.0,35.0,7.0,1008.0,10.1,19.0,No,No,22.4,NNE,30.5
23.6,45.0,PerthAirport,40.0,32.2,2015-12-30,10.8,0.0,1008.9,W,24.0,E,3.0,59.0,7.0,1011.0,7.2,19.0,No,No,21.0,SE,29.4
22.4,44.0,PerthAirport,21.0,32.2,2015-12-31,9.0,0.0,1011.9,ESE,19.0,ESE,1.0,67.0,1.0,1015.0,12.9,33.0,No,No,17.8,E,31.4
22.5,43.0,PerthAirport,20.0,35.0,2016-01-01,13.2,0.0,1010.8,E,28.0,E,3.0,85.0,7.0,1016.0,12.2,35.0,No,Yes,16.8,E,33.1
25.5,48.0,PerthAirport,25.0,36.6,2016-01-02,13.2,1.2,1007.8,SSE,15.0,E,2.0,59.0,1.0,1011.0,11.4,37.0,Yes,No,19.5,ENE,35.8
28.5,41.0,PerthAirport,34.0,37.4,2016-01-03,10.8,0.0,1009.0,WSW,30.0,E,4.0,41.0,4.0,1012.1,12.3,11.0,No,No,22.5,ESE,34.8
29.4,39.0,PerthAirport,38.0,31.4,2016-01-04,13.4,0.0,1010.1,WSW,20.0,W,8.0,37.0,7.0,1010.9,4.2,9.0,No,No,24.0,S,30.2
24.1,66.0,PerthAirport,54.0,30.2,2016-01-05,7.0,0.0,1010.3,W,20.0,NW,6.0,37.0,1.0,1012.2,10.3,13.0,No,No,20.2,NNE,28.6
27.7,49.0,PerthAirport,48.0,34.9,2016-01-06,6.4,0.0,1012.4,WSW,24.0,WSW,0.0,37.0,1.0,1014.7,12.6,9.0,No,No,19.0,NNE,30.1
33.4,22.0,PerthAirport,15.0,43.0,2016-01-07,11.8,0.0,1009.9,E,24.0,E,1.0,57.0,5.0,1014.7,12.6,33.0,No,No,22.2,NE,36.6
27.5,40.0,PerthAirport,24.0,37.4,2016-01-08,15.4,0.2,1010.9,E,43.0,ESE,6.0,61.0,7.0,1012.5,6.1,30.0,No,No,26.5,E,34.6
29.5,38.0,PerthAirport,31.0,35.5,2016-01-09,10.4,0.0,1008.9,WNW,28.0,WNW,1.0,41.0,5.0,1012.4,11.6,11.0,No,No,17.5,NNE,34.3
22.9,64.0,PerthAirport,48.0,25.9,2016-01-10,9.6,0.0,1012.5,WSW,22.0,SW,7.0,39.0,5.0,1013.0,4.7,17.0,No,No,20.8,WSW,25.4
22.8,66.0,PerthAirport,51.0,27.6,2016-01-11,5.4,0.0,1011.7,WSW,22.0,WSW,4.0,35.0,3.0,1013.0,7.9,13.0,No,No,14.7,N,25.9
22.9,69.0,PerthAirport,48.0,26.9,2016-01-12,7.0,0.0,1014.3,SW,24.0,SW,7.0,41.0,5.0,1014.2,7.0,22.0,No,No,17.6,WSW,26.4
21.1,41.0,PerthAirport,16.0,31.4,2016-01-13,8.8,0.0,1019.8,SE,22.0,E,6.0,57.0,1.0,1023.4,13.3,33.0,No,No,15.0,E,29.8
22.2,36.0,PerthAirport,15.0,34.1,2016-01-14,12.4,0.0,1018.4,ENE,28.0,ESE,1.0,61.0,1.0,1023.8,13.2,33.0,No,No,16.0,E,33.2
29.6,23.0,PerthAirport,11.0,36.7,2016-01-15,13.4,0.0,1014.8,WSW,7.0,E,1.0,56.0,3.0,1019.0,11.6,33.0,No,No,18.7,NE,35.8
32.5,22.0,PerthAirport,19.0,38.6,2016-01-16,11.4,0.0,1011.1,W,17.0,NNE,7.0,41.0,6.0,1013.8,8.4,28.0,No,No,22.0,NNE,35.6
28.0,43.0,PerthAirport,43.0,31.3,2016-01-17,9.6,0.0,1006.8,W,20.0,W,5.0,33.0,7.0,1010.6,9.2,9.0,No,No,17.6,SW,29.8
20.6,76.0,PerthAirport,55.0,23.9,2016-01-18,8.0,0.0,1004.7,WSW,17.0,WNW,8.0,35.0,7.0,1006.2,2.9,20.0,No,No,19.5,WNW,22.9
19.0,60.0,PerthAirport,37.0,25.9,2016-01-19,5.2,0.0,1003.4,ESE,11.0,NNE,6.0,44.0,5.0,1005.4,5.5,24.0,No,Yes,12.8,NE,25.3
19.1,75.0,PerthAirport,50.0,25.6,2016-01-20,3.1,3.4,1007.1,W,24.0,WSW,2.0,37.0,7.0,1008.5,9.0,9.0,Yes,No,13.9,NNE,24.4
22.1,60.0,PerthAirport,48.0,28.4,2016-01-21,6.4,0.0,1012.7,SW,26.0,SSW,7.0,41.0,3.0,1014.0,8.6,17.0,No,No,16.5,S,27.1
22.3,46.0,PerthAirport,38.0,30.4,2016-01-22,8.2,0.0,1014.8,SW,28.0,ENE,1.0,39.0,1.0,1018.2,13.1,24.0,No,No,16.5,E,28.1
27.2,40.0,PerthAirport,29.0,36.0,2016-01-23,10.0,0.0,1011.1,SSW,26.0,E,1.0,52.0,2.0,1014.9,11.1,24.0,No,Yes,17.6,ENE,33.7
27.4,54.0,PerthAirport,37.0,36.2,2016-01-24,9.4,1.4,1011.2,WSW,26.0,E,1.0,39.0,4.0,1015.4,12.8,20.0,Yes,Yes,18.9,E,34.3
24.8,70.0,PerthAirport,48.0,33.9,2016-01-25,10.6,9.2,1007.9,SW,15.0,E,5.0,41.0,2.0,1010.7,9.2,28.0,Yes,No,20.5,ENE,32.9
26.5,59.0,PerthAirport,36.0,33.9,2016-01-26,6.6,0.2,1010.3,S,13.0,ESE,3.0,46.0,4.0,1012.6,11.6,19.0,No,No,21.1,ENE,33.2
24.8,49.0,PerthAirport,27.0,33.8,2016-01-27,11.4,0.0,1013.2,SSE,26.0,E,7.0,46.0,7.0,1015.9,11.1,20.0,No,No,21.1,ESE,33.0
23.1,47.0,PerthAirport,23.0,34.4,2016-01-28,11.2,0.0,1013.5,ESE,26.0,E,1.0,65.0,3.0,1017.0,11.9,35.0,No,No,17.4,E,33.8
24.9,43.0,PerthAirport,18.0,37.4,2016-01-29,12.6,0.0,1008.7,ENE,26.0,E,7.0,70.0,4.0,1013.3,11.2,30.0,No,No,19.1,ENE,36.7
25.9,40.0,PerthAirport,82.0,26.1,2016-01-30,15.8,0.0,1006.1,ESE,13.0,E,7.0,59.0,8.0,1006.4,1.3,17.0,No,Yes,24.6,ENE,20.4
22.9,72.0,PerthAirport,65.0,25.3,2016-01-31,14.4,7.8,1002.8,S,43.0,SSW,7.0,61.0,7.0,1001.7,3.9,19.0,Yes,No,19.3,SSW,20.6
18.0,41.0,PerthAirport,32.0,23.1,2016-02-01,5.6,0.0,1010.5,SW,30.0,S,1.0,50.0,2.0,1011.9,11.9,20.0,No,No,7.1,SSE,22.0
19.8,36.0,PerthAirport,41.0,27.7,2016-02-02,7.2,0.0,1015.6,WSW,24.0,W,0.0,39.0,0.0,1019.1,12.7,13.0,No,No,9.7,SSE,24.9
22.9,40.0,PerthAirport,19.0,32.3,2016-02-03,8.8,0.0,1017.0,ESE,13.0,E,0.0,52.0,1.0,1020.6,12.8,31.0,No,No,15.0,E,30.5
25.4,37.0,PerthAirport,16.0,35.0,2016-02-04,9.2,0.0,1014.4,E,11.0,E,1.0,54.0,0.0,1019.2,12.6,31.0,No,No,15.3,ENE,33.7
29.1,27.0,PerthAirport,19.0,36.8,2016-02-05,11.4,0.0,1012.7,SW,33.0,WSW,0.0,46.0,0.0,1015.1,12.7,13.0,No,No,16.1,NNE,32.8
27.7,38.0,PerthAirport,29.0,34.4,2016-02-06,11.8,0.0,1013.2,SW,26.0,WSW,0.0,37.0,1.0,1015.3,12.7,17.0,No,No,18.4,ENE,32.5
26.8,43.0,PerthAirport,10.0,40.1,2016-02-07,12.0,0.0,1013.0,ENE,11.0,ENE,0.0,48.0,1.0,1016.0,12.7,30.0,No,No,19.9,ENE,39.0
34.5,12.0,PerthAirport,7.0,42.6,2016-02-08,13.2,0.0,1012.2,NNW,15.0,NNE,0.0,41.0,0.0,1015.9,12.5,28.0,No,No,20.7,NE,41.9
33.9,16.0,PerthAirport,9.0,42.5,2016-02-09,13.4,0.0,1012.0,W,22.0,WSW,0.0,37.0,0.0,1014.8,12.6,13.0,No,No,20.9,NE,39.7
30.7,28.0,PerthAirport,16.0,42.7,2016-02-10,12.0,0.0,1011.0,WSW,19.0,WSW,1.0,35.0,1.0,1013.8,12.5,15.0,No,No,21.0,NE,37.5
28.1,53.0,PerthAirport,34.0,35.2,2016-02-11,11.8,0.0,1011.1,WSW,19.0,SW,0.0,33.0,1.0,1013.0,12.3,6.0,No,No,19.0,N,33.6
24.8,63.0,PerthAirport,40.0,31.4,2016-02-12,9.8,0.0,1015.2,SW,28.0,SW,1.0,43.0,1.0,1017.3,12.4,13.0,No,No,18.8,SSW,30.0
23.3,50.0,PerthAirport,19.0,31.6,2016-02-13,10.0,0.0,1017.4,SSE,20.0,SSW,1.0,39.0,0.0,1021.3,12.5,20.0,No,No,19.4,SE,31.2
21.9,42.0,PerthAirport,20.0,31.9,2016-02-14,9.6,0.0,1017.3,E,17.0,ESE,3.0,54.0,1.0,1021.5,12.0,24.0,No,No,16.6,E,31.4
23.0,43.0,PerthAirport,18.0,34.0,2016-02-15,11.8,0.0,1016.3,ESE,31.0,,0.0,,1.0,1021.1,12.1,43.0,No,No,17.6,E,33.0
26.9,27.0,PerthAirport,14.0,39.5,2016-02-16,10.6,0.0,1012.1,NNE,15.0,E,2.0,69.0,1.0,1016.4,11.5,35.0,No,No,19.2,NE,38.1
31.7,20.0,PerthAirport,45.0,34.3,2016-02-17,9.2,0.0,1011.7,WSW,28.0,SW,1.0,39.0,1.0,1012.4,12.4,11.0,No,No,21.1,NNW,29.0
23.7,51.0,PerthAirport,31.0,31.7,2016-02-18,11.4,0.0,1013.7,SSE,17.0,ESE,6.0,50.0,6.0,1016.8,10.0,24.0,No,No,18.3,SE,30.3
24.3,45.0,PerthAirport,28.0,31.0,2016-02-19,9.0,0.0,1012.1,ESE,31.0,E,1.0,76.0,3.0,1016.3,12.1,30.0,No,No,19.8,ESE,30.2
25.8,45.0,PerthAirport,29.0,33.8,2016-02-20,11.2,0.0,1007.6,WSW,28.0,E,1.0,74.0,3.0,1012.1,10.3,22.0,No,No,18.8,ENE,32.7
23.5,67.0,PerthAirport,56.0,26.7,2016-02-21,8.4,0.0,1011.2,W,20.0,WNW,6.0,35.0,5.0,1011.7,9.2,17.0,No,No,17.8,WNW,24.8
21.2,61.0,PerthAirport,47.0,25.4,2016-02-22,5.8,0.6,1016.3,WSW,26.0,SW,6.0,44.0,5.0,1016.8,9.2,28.0,No,No,17.3,SW,23.3
20.5,58.0,PerthAirport,44.0,24.2,2016-02-23,8.0,0.2,1014.0,WSW,28.0,SW,6.0,44.0,3.0,1016.3,8.7,6.0,No,No,9.7,NE,23.3
18.9,48.0,PerthAirport,33.0,24.0,2016-02-24,8.2,0.0,1016.5,WSW,33.0,SW,2.0,50.0,1.0,1019.1,12.0,26.0,No,No,11.4,ESE,22.8
20.2,41.0,PerthAirport,18.0,29.4,2016-02-25,6.8,0.0,1018.2,SSW,11.0,E,0.0,54.0,0.0,1021.9,12.2,19.0,No,No,14.5,E,29.1
23.7,36.0,PerthAirport,20.0,37.4,2016-02-26,10.0,0.0,1013.4,SW,9.0,E,0.0,57.0,2.0,1018.9,12.1,28.0,No,No,16.0,E,36.4
33.8,27.0,PerthAirport,35.0,39.2,2016-02-27,10.8,0.0,1011.1,W,20.0,WNW,0.0,43.0,1.0,1012.4,10.8,26.0,No,No,23.5,N,33.1
