Temp9amC,RainTomorrow,WindSpeed3pm,Pressure9am,Location,WindGustSpeed,WindGustDir,WindSpeed9am,Cloud3pm,Humidity9am,Rainfall,MinTempC,Cloud9am,WindDir3pm,MaxTempC,WindDir9am,Date,Humidity3pm,Pressure3pm,RainToday,Temp3pmC
21.5,Yes,7.0,1015.6,Wollongong,52.0,SSW,6.0,5.0,57.0,1.0,17.3,,ENE,24.6,NE,2015-10-12,71.0,1012.5,No,22.8
15.4,Yes,20.0,1023.6,Wollongong,41.0,S,17.0,7.0,89.0,2.8,15.1,8.0,SSW,19.7,SW,2015-10-13,88.0,1023.5,Yes,17.1
19.7,No,33.0,1026.5,Wollongong,43.0,NE,6.0,1.0,84.0,2.2,15.3,1.0,NE,22.3,NNE,2015-10-14,74.0,1024.9,Yes,21.5
20.0,No,37.0,1024.9,Wollongong,48.0,NE,15.0,,73.0,0.0,17.9,,NE,23.4,NNE,2015-10-15,78.0,1021.0,No,20.9
22.4,No,17.0,1020.7,Wollongong,31.0,NW,11.0,,65.0,0.0,18.3,,NNE,23.5,NE,2015-10-16,75.0,1018.0,No,22.3
18.9,Yes,13.0,1022.9,Wollongong,46.0,SSW,20.0,8.0,76.0,0.0,18.2,5.0,NE,22.0,S,2015-10-17,80.0,1021.3,No,20.1
18.2,No,7.0,1029.9,Wollongong,30.0,SSE,15.0,8.0,76.0,2.0,17.7,7.0,E,21.2,SSE,2015-10-18,68.0,1028.1,Yes,19.9
19.3,No,28.0,1026.4,Wollongong,41.0,NE,17.0,,84.0,0.0,18.1,8.0,NE,22.5,NE,2015-10-19,81.0,1022.3,No,21.9
20.1,No,17.0,1019.9,Wollongong,39.0,NE,17.0,8.0,83.0,0.0,18.6,8.0,NNW,25.3,NE,2015-10-20,72.0,1015.6,No,21.9
23.3,Yes,9.0,1012.8,Wollongong,35.0,NE,9.0,8.0,56.0,0.0,19.4,8.0,NE,25.8,E,2015-10-21,57.0,1010.1,No,23.3
17.9,Yes,43.0,1012.1,Wollongong,72.0,SSW,26.0,8.0,90.0,2.0,17.2,8.0,SSW,19.8,SSW,2015-10-22,88.0,1011.9,Yes,17.8
15.5,No,24.0,1022.8,Wollongong,52.0,SSW,17.0,8.0,71.0,4.8,13.9,8.0,S,19.0,SW,2015-10-23,62.0,1022.1,Yes,17.8
19.0,No,28.0,1023.9,Wollongong,43.0,NE,9.0,,64.0,0.0,12.8,,NE,21.5,N,2015-10-24,66.0,1020.7,No,20.4
19.6,No,33.0,1021.6,Wollongong,43.0,NE,13.0,,76.0,0.2,16.1,,NE,24.4,NNE,2015-10-25,72.0,1017.8,No,21.4
24.4,Yes,22.0,1013.6,Wollongong,76.0,SSW,13.0,4.0,42.0,0.0,18.3,8.0,NNW,28.0,WSW,2015-10-26,39.0,1012.2,No,25.8
15.3,Yes,35.0,1026.9,Wollongong,63.0,S,35.0,8.0,70.0,7.0,14.5,8.0,S,18.1,SSW,2015-10-27,64.0,1027.1,Yes,16.4
16.1,No,15.0,1025.5,Wollongong,37.0,SE,19.0,3.0,72.0,2.0,12.2,6.0,ENE,20.1,S,2015-10-28,57.0,1022.3,Yes,19.5
18.9,No,22.0,1023.6,Wollongong,28.0,NE,9.0,,54.0,0.0,14.8,,NE,21.6,ESE,2015-10-29,50.0,1022.3,No,21.0
20.2,No,33.0,1023.4,Wollongong,46.0,NE,11.0,,56.0,0.0,13.9,1.0,NE,21.8,NNE,2015-10-30,66.0,1020.3,No,21.4
20.0,No,37.0,1021.7,Wollongong,48.0,NE,17.0,3.0,75.0,0.0,15.9,,NE,22.5,NNE,2015-10-31,77.0,1018.0,No,20.5
19.9,Yes,22.0,1014.9,Wollongong,61.0,W,19.0,8.0,81.0,0.0,16.6,2.0,NNE,23.1,NE,2015-11-01,81.0,1010.3,No,21.0
20.7,Yes,11.0,1010.5,Wollongong,44.0,WNW,11.0,1.0,82.0,6.4,18.3,3.0,NNE,28.2,ENE,2015-11-02,70.0,1009.2,Yes,23.4
17.1,Yes,31.0,1018.0,Wollongong,41.0,SSW,15.0,8.0,93.0,1.2,16.6,7.0,S,18.0,SW,2015-11-03,91.0,1017.6,Yes,17.2
17.3,Yes,31.0,1018.9,Wollongong,48.0,ESE,15.0,8.0,95.0,9.4,16.1,8.0,ESE,18.4,SW,2015-11-04,95.0,1018.1,Yes,17.4
17.6,Yes,30.0,1015.1,Wollongong,54.0,NE,31.0,8.0,94.0,38.0,15.8,8.0,NE,22.7,NNE,2015-11-05,91.0,1010.6,Yes,19.1
22.5,Yes,11.0,1006.4,Wollongong,48.0,NW,20.0,7.0,74.0,8.4,17.6,8.0,ENE,25.6,WNW,2015-11-06,82.0,1004.8,Yes,20.1
19.4,Yes,26.0,1012.4,Wollongong,44.0,S,9.0,8.0,89.0,11.4,16.9,8.0,S,21.2,ESE,2015-11-07,93.0,1014.3,Yes,16.2
17.9,No,24.0,1021.3,Wollongong,50.0,SSW,33.0,4.0,71.0,3.8,14.5,4.0,SSW,18.9,SSW,2015-11-08,76.0,1020.8,Yes,18.2
18.7,No,13.0,1021.4,Wollongong,22.0,NNE,6.0,,63.0,0.2,13.1,,NE,21.2,ESE,2015-11-09,64.0,1017.6,No,20.7
20.6,No,13.0,1015.2,Wollongong,52.0,SSW,15.0,,75.0,0.0,15.7,,NNE,22.8,NE,2015-11-10,70.0,1013.3,No,22.0
20.7,Yes,13.0,1020.6,Wollongong,39.0,SSW,20.0,8.0,79.0,0.0,18.3,4.0,SSE,21.7,S,2015-11-11,86.0,1020.4,No,19.9
20.3,Yes,6.0,1020.1,Wollongong,39.0,NE,15.0,7.0,81.0,1.6,17.3,8.0,NW,22.6,NE,2015-11-12,83.0,1018.6,Yes,20.4
21.2,Yes,20.0,1012.0,Wollongong,39.0,S,15.0,5.0,77.0,2.0,16.9,,S,23.8,NE,2015-11-13,83.0,1011.6,Yes,20.5
17.3,Yes,28.0,,Wollongong,46.0,SSW,20.0,5.0,89.0,7.6,16.2,8.0,SSW,18.3,SW,2015-11-14,91.0,1014.1,Yes,17.2
17.1,No,35.0,1018.6,Wollongong,50.0,S,31.0,8.0,74.0,80.8,14.3,8.0,S,19.7,SSW,2015-11-15,70.0,1017.9,Yes,18.8
18.2,No,13.0,1020.4,Wollongong,26.0,SSW,17.0,,65.0,0.0,13.7,,SE,21.1,SSW,2015-11-16,59.0,1018.3,No,20.0
21.0,No,43.0,1018.5,Wollongong,52.0,NE,13.0,,56.0,0.0,15.0,,NE,26.4,NW,2015-11-17,62.0,1015.5,No,21.3
26.4,No,28.0,1011.7,Wollongong,56.0,NW,17.0,,38.0,0.0,19.3,,WSW,36.1,NW,2015-11-18,16.0,1008.9,No,35.2
21.9,No,15.0,1014.8,Wollongong,28.0,NE,6.0,,75.0,0.0,17.3,5.0,NNE,25.1,ESE,2015-11-19,78.0,1010.4,No,23.5
22.1,No,17.0,1011.8,Wollongong,69.0,S,11.0,,84.0,0.0,20.1,,E,39.8,ENE,2015-11-20,80.0,1005.2,No,24.9
18.8,No,24.0,1016.6,Wollongong,50.0,SSW,24.0,8.0,71.0,0.0,18.8,8.0,SSE,19.7,S,2015-11-21,63.0,1017.7,No,18.9
19.1,No,24.0,1020.0,Wollongong,35.0,NNE,6.0,8.0,73.0,0.4,16.9,8.0,NE,21.1,N,2015-11-22,67.0,1016.5,No,19.8
20.3,No,31.0,1012.3,Wollongong,43.0,S,19.0,8.0,71.0,0.0,17.7,,S,21.8,SSE,2015-11-23,79.0,1011.6,No,20.3
21.2,No,39.0,1017.1,Wollongong,56.0,NE,9.0,,75.0,0.0,16.9,1.0,NE,24.9,E,2015-11-24,72.0,1013.1,No,22.1
23.8,No,26.0,1012.1,Wollongong,54.0,NE,11.0,,62.0,0.0,18.4,,NNE,28.7,N,2015-11-25,77.0,1005.9,No,23.5
27.7,No,37.0,999.5,Wollongong,98.0,NW,22.0,,42.0,0.0,21.8,,WNW,35.4,NW,2015-11-26,18.0,1001.4,No,34.3
18.7,No,20.0,1016.4,Wollongong,31.0,ENE,9.0,8.0,63.0,0.0,14.8,8.0,ENE,20.5,SSE,2015-11-27,72.0,1014.1,No,19.8
18.9,Yes,9.0,1017.3,Wollongong,31.0,NE,22.0,4.0,82.0,0.0,17.4,8.0,SSW,21.0,S,2015-11-28,85.0,1016.7,No,19.7
20.9,No,17.0,1013.5,Wollongong,56.0,S,17.0,1.0,87.0,1.6,17.8,8.0,NNE,23.2,NNE,2015-11-29,82.0,1009.3,Yes,22.1
20.0,No,7.0,1012.3,Wollongong,54.0,SSW,9.0,,75.0,0.2,16.2,,ENE,29.7,NE,2015-11-30,77.0,1009.0,No,21.9
29.7,No,20.0,1009.1,Wollongong,52.0,S,19.0,7.0,31.0,0.0,18.9,,NNE,30.0,NNE,2015-12-01,72.0,1006.1,No,24.6
18.2,No,44.0,1016.0,Wollongong,57.0,S,31.0,7.0,80.0,0.2,17.1,8.0,S,19.0,S,2015-12-02,68.0,1018.5,No,17.0
18.1,No,17.0,1027.6,Wollongong,28.0,SSW,19.0,,65.0,0.0,15.6,8.0,SE,20.7,S,2015-12-03,62.0,1026.2,No,20.3
19.0,No,20.0,1026.6,Wollongong,28.0,NE,6.0,,67.0,0.0,14.4,6.0,NE,22.3,SE,2015-12-04,58.0,1024.1,No,21.7
21.1,No,30.0,1021.9,Wollongong,37.0,ENE,19.0,,60.0,0.0,15.7,,NE,23.3,NNW,2015-12-05,69.0,1018.8,No,22.0
21.1,No,19.0,1020.4,Wollongong,24.0,NE,15.0,,80.0,0.0,16.0,,NE,23.8,SSE,2015-12-06,72.0,1017.9,No,23.2
21.8,No,15.0,1021.7,Wollongong,33.0,NNE,6.0,2.0,76.0,0.0,18.1,5.0,NE,24.2,SE,2015-12-07,70.0,1019.9,No,22.7
20.7,No,7.0,1018.8,Wollongong,46.0,N,17.0,8.0,86.0,0.2,19.5,8.0,NNE,24.2,NNE,2015-12-08,87.0,1015.4,No,20.0
21.1,No,28.0,1013.4,Wollongong,61.0,NW,11.0,3.0,81.0,1.0,19.1,3.0,NNE,24.0,N,2015-12-09,81.0,1010.5,No,21.1
19.6,No,7.0,1015.6,Wollongong,39.0,SSW,0.0,8.0,84.0,0.0,18.2,8.0,N,23.1,,2015-12-10,80.0,1011.4,No,22.0
22.0,No,24.0,1005.2,Wollongong,76.0,WNW,15.0,,81.0,0.0,19.1,,WSW,34.3,ENE,2015-12-11,14.0,1001.6,No,33.6
19.5,No,17.0,1014.9,Wollongong,28.0,S,13.0,8.0,71.0,0.0,17.4,1.0,ESE,20.9,ESE,2015-12-12,65.0,1015.6,No,18.2
19.0,No,41.0,1019.2,Wollongong,50.0,NE,15.0,,76.0,0.0,17.0,8.0,NE,22.3,NE,2015-12-13,71.0,1015.6,No,21.6
20.5,No,9.0,1015.1,Wollongong,15.0,S,9.0,,81.0,0.0,16.3,,E,24.5,SE,2015-12-14,69.0,1013.7,No,23.6
22.2,No,13.0,1015.6,Wollongong,30.0,NE,7.0,3.0,76.0,0.0,16.8,6.0,NNE,24.8,SE,2015-12-15,78.0,1013.2,No,23.0
20.9,Yes,17.0,1016.2,Wollongong,91.0,SE,24.0,2.0,88.0,0.6,19.3,8.0,N,21.6,S,2015-12-16,92.0,1017.5,No,18.2
21.5,No,9.0,1018.4,Wollongong,33.0,NE,7.0,4.0,78.0,35.8,14.6,1.0,NNE,24.0,E,2015-12-17,75.0,1016.7,Yes,22.9
22.1,No,28.0,1016.2,Wollongong,39.0,NE,19.0,2.0,75.0,0.0,19.9,1.0,NNE,28.9,NE,2015-12-18,74.0,1013.5,No,23.1
28.9,No,22.0,1013.6,Wollongong,46.0,NE,11.0,,42.0,0.0,19.8,,NNE,29.8,NNW,2015-12-19,74.0,1012.1,No,23.0
21.6,No,19.0,1012.6,Wollongong,56.0,NE,17.0,,83.0,0.0,18.1,,N,27.7,NE,2015-12-20,77.0,1007.3,No,23.0
22.1,Yes,26.0,1014.7,Wollongong,48.0,SSW,20.0,8.0,75.0,0.0,20.4,7.0,SSW,22.4,SSW,2015-12-21,95.0,1018.7,No,18.6
18.1,Yes,24.0,1023.7,Wollongong,44.0,E,15.0,7.0,81.0,38.0,17.1,8.0,SSW,19.8,SW,2015-12-22,95.0,1022.1,Yes,17.5
19.7,No,4.0,1020.4,Wollongong,28.0,ESE,20.0,8.0,77.0,16.6,16.8,,E,22.4,S,2015-12-23,74.0,1018.2,Yes,20.6
19.3,No,13.0,1021.0,Wollongong,33.0,ESE,9.0,,83.0,0.6,16.8,8.0,ESE,23.3,S,2015-12-24,64.0,1019.6,No,22.2
21.6,No,17.0,1018.7,Wollongong,35.0,NE,9.0,6.0,69.0,0.0,16.8,,NE,23.8,NNE,2015-12-25,67.0,1015.0,No,22.2
22.5,Yes,26.0,1008.9,Wollongong,67.0,SSW,26.0,8.0,74.0,0.0,19.6,3.0,NNE,24.0,NNE,2015-12-26,87.0,1005.4,No,21.4
17.4,Yes,35.0,1017.3,Wollongong,67.0,SSW,20.0,,72.0,4.4,16.3,8.0,S,19.6,SSW,2015-12-27,63.0,1019.3,Yes,19.1
15.7,No,28.0,1024.4,Wollongong,52.0,S,28.0,8.0,78.0,2.6,14.9,8.0,S,19.7,SSW,2015-12-28,71.0,1024.1,Yes,18.2
19.6,No,13.0,1023.1,Wollongong,28.0,SSE,19.0,,63.0,0.0,15.7,,ESE,21.9,S,2015-12-29,57.0,1021.0,No,21.3
20.3,No,13.0,1020.0,Wollongong,46.0,ESE,6.0,,63.0,0.0,13.3,,E,22.7,ESE,2015-12-30,63.0,1018.8,No,22.0
22.1,No,19.0,1019.1,Wollongong,33.0,NNE,9.0,,68.0,0.0,17.3,,NE,24.4,ENE,2015-12-31,69.0,1016.3,No,23.2
22.7,No,24.0,1016.3,Wollongong,31.0,NE,7.0,,68.0,0.0,17.7,,NE,23.9,NE,2016-01-01,67.0,1013.6,No,23.0
21.1,No,9.0,1013.3,Wollongong,24.0,S,9.0,7.0,77.0,0.0,17.4,7.0,SE,22.9,ENE,2016-01-02,71.0,1012.8,No,22.5
21.0,Yes,20.0,1016.2,Wollongong,33.0,SE,24.0,6.0,77.0,0.0,18.6,8.0,SSE,22.9,S,2016-01-03,72.0,1015.7,No,22.1
19.2,Yes,30.0,1017.8,Wollongong,50.0,E,19.0,8.0,91.0,2.8,18.7,8.0,E,22.4,SSW,2016-01-04,93.0,1017.3,Yes,18.5
20.6,Yes,24.0,1018.0,Wollongong,39.0,ESE,30.0,8.0,74.0,44.2,18.1,8.0,ESE,21.0,ESE,2016-01-05,85.0,1016.6,Yes,18.4
18.9,Yes,39.0,1014.2,Wollongong,59.0,SSE,26.0,8.0,89.0,16.2,17.9,8.0,S,19.6,SSE,2016-01-06,88.0,1013.5,Yes,19.2
18.5,No,59.0,1015.0,Wollongong,83.0,S,39.0,8.0,78.0,20.2,16.2,8.0,S,21.9,SW,2016-01-07,81.0,1016.8,Yes,18.1
21.8,No,13.0,1020.2,Wollongong,20.0,ESE,9.0,,68.0,0.2,15.7,,E,23.3,SSE,2016-01-08,65.0,1019.1,No,22.5
21.9,No,20.0,1021.6,Wollongong,28.0,NE,9.0,7.0,73.0,0.0,18.4,,NE,24.5,NE,2016-01-09,66.0,1018.6,No,23.3
22.8,No,22.0,1020.1,Wollongong,43.0,NE,15.0,,75.0,0.0,17.7,,NNE,24.8,NNW,2016-01-10,75.0,1016.9,No,24.2
23.3,No,11.0,1012.4,Wollongong,30.0,ENE,13.0,7.0,83.0,0.0,20.8,,N,31.5,ENE,2016-01-11,88.0,1009.2,No,22.6
27.8,No,35.0,1009.2,Wollongong,57.0,S,11.0,8.0,49.0,1.0,21.7,8.0,S,28.0,SSE,2016-01-12,82.0,1013.1,No,22.6
22.3,No,17.0,1019.4,Wollongong,41.0,NE,7.0,,77.0,0.0,18.7,,NNE,29.2,ENE,2016-01-13,75.0,1015.7,No,24.3
28.2,Yes,13.0,1010.5,Wollongong,80.0,SSW,13.0,8.0,62.0,0.0,22.2,7.0,NNE,36.0,NE,2016-01-14,76.0,1009.2,No,25.9
14.8,Yes,44.0,1025.0,Wollongong,67.0,S,20.0,8.0,76.0,27.8,13.2,8.0,SSW,19.9,SW,2016-01-15,73.0,1025.7,Yes,19.0
17.2,No,30.0,1027.8,Wollongong,46.0,SSW,20.0,8.0,82.0,5.4,14.8,8.0,SSE,20.9,SW,2016-01-16,69.0,1027.2,Yes,20.1
20.3,No,13.0,1025.7,Wollongong,22.0,SSW,17.0,,67.0,0.6,15.9,,SE,22.8,S,2016-01-17,59.0,1022.9,No,22.2
21.1,No,22.0,1020.5,Wollongong,31.0,NE,7.0,,71.0,0.0,16.0,,NE,25.0,SE,2016-01-18,64.0,1017.2,No,24.8
23.2,No,13.0,1016.7,Wollongong,33.0,ENE,17.0,,76.0,0.0,18.6,,N,30.3,NE,2016-01-19,75.0,1012.7,No,25.0
30.3,No,31.0,1010.6,Wollongong,50.0,S,19.0,,30.0,0.0,23.0,,NE,36.5,WNW,2016-01-20,70.0,1008.5,No,26.8
27.0,Yes,13.0,1009.9,Wollongong,65.0,SSW,15.0,4.0,59.0,0.0,22.2,8.0,NNW,28.0,NW,2016-01-21,76.0,1006.8,No,25.7
23.5,Yes,2.0,1010.2,Wollongong,50.0,NW,13.0,8.0,86.0,20.2,22.5,8.0,NE,25.9,S,2016-01-22,82.0,1006.7,Yes,24.1
21.5,Yes,26.0,1007.7,Wollongong,44.0,S,33.0,8.0,87.0,10.6,21.4,8.0,SSW,23.7,S,2016-01-23,76.0,1009.1,Yes,22.5
20.7,No,17.0,1013.8,Wollongong,37.0,SE,13.0,8.0,79.0,4.6,19.0,8.0,SSE,23.9,SW,2016-01-24,66.0,1012.2,Yes,23.0
20.8,Yes,13.0,1014.8,Wollongong,35.0,NE,7.0,8.0,88.0,1.0,19.9,8.0,S,23.6,SSW,2016-01-25,79.0,1013.8,No,23.3
22.6,No,15.0,1017.8,Wollongong,26.0,S,13.0,3.0,81.0,3.8,20.7,6.0,SSE,25.8,N,2016-01-26,79.0,1017.5,Yes,24.1
22.7,No,17.0,1016.0,Wollongong,46.0,NNE,17.0,8.0,75.0,0.0,21.3,1.0,NNE,24.0,N,2016-01-27,75.0,1013.9,No,23.9
23.5,No,13.0,1008.0,Wollongong,37.0,NNE,6.0,1.0,75.0,0.0,22.0,,NNE,25.9,NE,2016-01-28,80.0,1004.5,No,24.4
23.4,Yes,6.0,1003.3,Wollongong,44.0,N,9.0,8.0,86.0,0.0,20.2,1.0,WSW,25.9,N,2016-01-29,85.0,1002.5,No,22.6
22.4,No,19.0,1005.1,Wollongong,31.0,SSE,13.0,8.0,84.0,18.2,18.6,3.0,S,24.7,SSW,2016-01-30,85.0,1003.4,Yes,23.7
24.4,No,13.0,1003.6,Wollongong,35.0,NW,11.0,8.0,72.0,1.0,21.4,,S,25.8,ESE,2016-01-31,71.0,1004.2,No,24.1
22.0,Yes,9.0,1004.4,Wollongong,59.0,SSW,2.0,6.0,59.0,0.2,20.1,6.0,ESE,23.2,S,2016-02-01,68.0,1001.4,No,22.6
21.1,No,13.0,1006.1,Wollongong,,,20.0,,64.0,15.2,16.3,,ESE,24.7,SW,2016-02-02,64.0,1003.8,Yes,24.6
23.5,Yes,13.0,1003.4,Wollongong,61.0,S,7.0,4.0,65.0,0.2,19.5,,NNE,26.8,NNE,2016-02-03,72.0,1002.6,No,26.1
20.0,No,57.0,1013.2,Wollongong,72.0,S,33.0,6.0,84.0,18.2,18.4,8.0,S,22.9,SW,2016-02-04,64.0,1013.8,Yes,22.3
21.4,No,35.0,1018.8,Wollongong,61.0,SSE,43.0,2.0,65.0,0.0,19.7,8.0,S,23.6,S,2016-02-05,63.0,1018.8,No,23.0
22.1,No,28.0,1019.0,Wollongong,44.0,SSE,28.0,8.0,70.0,0.0,19.8,8.0,SSE,24.0,S,2016-02-06,67.0,1017.7,No,23.2
22.1,No,13.0,1018.7,Wollongong,22.0,SW,15.0,,75.0,0.0,19.4,8.0,SE,24.8,SSW,2016-02-07,71.0,1016.8,No,24.2
23.1,No,11.0,1019.2,Wollongong,26.0,SSE,7.0,,72.0,0.0,17.9,,ESE,25.6,S,2016-02-08,66.0,1018.1,No,24.9
22.8,No,20.0,1021.5,Wollongong,39.0,S,30.0,,74.0,0.0,20.2,6.0,SSE,24.7,S,2016-02-09,64.0,1019.7,No,24.1
23.5,No,33.0,1016.1,Wollongong,50.0,NE,20.0,,68.0,0.0,19.8,,NE,27.0,NNW,2016-02-10,62.0,1012.2,No,25.5
23.7,No,20.0,1015.9,Wollongong,26.0,ENE,7.0,1.0,74.0,0.0,19.7,,ENE,26.1,NE,2016-02-11,71.0,1014.3,No,25.5
24.0,No,20.0,1017.1,Wollongong,31.0,NNE,7.0,,76.0,0.0,19.7,1.0,NE,26.8,SE,2016-02-12,70.0,1015.0,No,26.4
24.2,No,31.0,1013.8,Wollongong,52.0,NE,15.0,,70.0,0.0,22.2,,NE,28.5,N,2016-02-13,70.0,1010.6,No,25.7
28.3,No,24.0,1007.1,Wollongong,43.0,S,19.0,,47.0,0.0,22.2,8.0,S,31.9,NNW,2016-02-14,81.0,1007.0,No,23.9
23.0,No,19.0,1012.0,Wollongong,39.0,SSW,17.0,,78.0,0.6,20.8,8.0,SSE,24.7,SSW,2016-02-15,77.0,1007.8,No,24.0
23.7,No,37.0,1009.6,Wollongong,46.0,S,20.0,8.0,62.0,0.0,19.4,,SSE,24.2,SW,2016-02-16,74.0,1009.8,No,22.0
19.3,No,19.0,1011.9,Wollongong,39.0,SSW,20.0,,55.0,0.6,16.6,3.0,SSE,22.8,SSW,2016-02-17,47.0,1008.3,No,22.3
21.6,No,13.0,1010.1,Wollongong,28.0,NW,7.0,,65.0,0.0,16.9,,ENE,25.0,SSW,2016-02-18,59.0,1008.8,No,24.3
24.1,No,24.0,1012.1,Wollongong,43.0,NNW,19.0,,69.0,0.0,21.4,4.0,NNE,27.4,N,2016-02-19,74.0,1009.2,No,26.7
22.7,Yes,26.0,1018.7,Wollongong,57.0,SSW,24.0,4.0,78.0,0.0,22.1,8.0,S,24.8,SSW,2016-02-20,77.0,1018.9,No,24.4
21.6,No,20.0,1025.6,Wollongong,28.0,SSE,20.0,5.0,84.0,14.4,20.3,7.0,S,24.2,S,2016-02-21,78.0,1024.9,Yes,23.7
23.9,No,19.0,1025.2,Wollongong,43.0,NE,9.0,,77.0,0.2,20.5,,NNE,27.3,NW,2016-02-22,75.0,1021.3,No,27.1
23.1,No,26.0,1020.9,Wollongong,44.0,NE,15.0,,79.0,0.0,20.0,,NNE,27.4,NW,2016-02-23,68.0,1016.7,No,26.6
25.0,No,22.0,1015.2,Wollongong,46.0,NE,11.0,,73.0,0.0,22.1,,NNE,26.4,NE,2016-02-24,77.0,1012.1,No,25.8
24.3,No,9.0,1011.4,Wollongong,39.0,NE,15.0,,81.0,0.0,22.2,,NNE,27.7,NE,2016-02-25,75.0,1008.6,No,26.6
23.6,No,22.0,1016.3,Wollongong,57.0,S,33.0,8.0,76.0,0.0,22.6,6.0,S,24.5,SSW,2016-02-26,80.0,1016.0,No,23.3
23.1,No,15.0,1019.8,Wollongong,26.0,E,11.0,2.0,82.0,0.0,22.0,7.0,SSE,24.9,ESE,2016-02-27,77.0,1019.4,No,24.2
22.4,No,17.0,1018.7,Wollongong,20.0,ENE,0.0,,80.0,0.0,18.8,,NE,26.3,,2016-02-28,66.0,1017.1,No,25.6
22.1,Yes,26.0,1021.6,Wollongong,43.0,S,6.0,7.0,77.0,0.0,19.5,8.0,S,24.7,S,2016-02-29,80.0,1020.8,No,21.9
22.7,No,31.0,1022.1,Wollongong,41.0,NE,11.0,1.0,87.0,1.2,20.1,8.0,NE,26.5,SSW,2016-03-01,68.0,1019.1,Yes,25.4
23.8,No,30.0,1020.6,Wollongong,50.0,NE,9.0,,75.0,0.0,21.6,,NE,26.2,NNE,2016-03-02,69.0,1017.9,No,25.4
23.4,No,37.0,1020.7,Wollongong,54.0,NE,17.0,,80.0,0.0,21.7,,NE,26.3,NNW,2016-03-03,76.0,1018.8,No,25.2
24.4,No,33.0,1021.8,Wollongong,39.0,NE,20.0,,71.0,0.0,22.2,2.0,NE,26.7,NNW,2016-03-04,74.0,1019.6,No,24.9
22.9,No,28.0,1021.5,Wollongong,44.0,NE,15.0,,79.0,0.0,19.3,,NE,25.4,NNE,2016-03-05,70.0,1019.0,No,24.6
22.0,No,37.0,1023.1,Wollongong,44.0,NE,7.0,,80.0,0.0,18.4,3.0,NE,25.5,NE,2016-03-06,74.0,1020.4,No,24.5
22.4,No,13.0,1021.5,Wollongong,41.0,NE,2.0,,81.0,0.0,19.5,,N,25.3,E,2016-03-07,80.0,1018.6,No,23.2
22.5,No,11.0,1023.6,Wollongong,26.0,N,13.0,,79.0,0.0,20.1,,NNE,25.9,NNE,2016-03-08,74.0,1022.2,No,23.7
23.7,No,22.0,1021.2,Wollongong,37.0,N,13.0,,75.0,0.0,20.5,,N,23.8,NE,2016-03-09,79.0,1017.5,No,22.7
21.5,No,13.0,1020.3,Wollongong,28.0,SE,15.0,2.0,92.0,0.0,18.3,,S,24.1,SSW,2016-03-10,83.0,1019.0,No,22.3
21.0,No,9.0,1020.2,Wollongong,33.0,NNE,11.0,8.0,93.0,0.0,20.1,8.0,N,23.7,ESE,2016-03-11,86.0,1018.8,No,22.0
21.4,No,9.0,1019.6,Wollongong,30.0,N,7.0,,85.0,0.2,19.4,,NNE,25.3,SSE,2016-03-12,77.0,1018.0,No,24.4
22.1,No,22.0,1020.8,Wollongong,31.0,NNE,17.0,1.0,79.0,0.0,20.2,4.0,NE,24.8,NNE,2016-03-13,71.0,1017.7,No,23.8
22.2,Yes,35.0,1016.2,Wollongong,48.0,S,6.0,7.0,90.0,0.0,19.7,7.0,S,24.0,SW,2016-03-14,87.0,1015.4,No,21.5
20.0,Yes,39.0,1020.0,Wollongong,50.0,SSW,15.0,,85.0,17.0,19.2,8.0,S,23.3,SW,2016-03-15,71.0,1019.1,Yes,22.6
21.0,Yes,30.0,1020.7,Wollongong,50.0,SE,20.0,2.0,82.0,21.0,18.0,,S,23.3,SSW,2016-03-16,78.0,1018.5,Yes,22.5
20.3,No,15.0,1017.3,Wollongong,31.0,NNE,2.0,,90.0,12.0,18.7,8.0,NE,24.8,SW,2016-03-17,71.0,1012.9,Yes,23.8
22.1,Yes,22.0,1002.9,Wollongong,57.0,W,26.0,1.0,78.0,0.2,20.0,6.0,NNE,26.9,NNE,2016-03-18,70.0,995.3,No,26.5
18.5,Yes,28.0,1011.1,Wollongong,54.0,W,15.0,,40.0,3.0,15.4,,SSE,21.0,SW,2016-03-19,45.0,1011.3,Yes,20.6
17.8,Yes,44.0,1018.3,Wollongong,61.0,S,26.0,8.0,61.0,1.2,15.4,1.0,S,20.7,SW,2016-03-20,77.0,1017.2,Yes,19.1
16.7,Yes,31.0,1018.6,Wollongong,56.0,SSW,19.0,8.0,74.0,9.2,15.2,8.0,SSW,20.4,SW,2016-03-21,78.0,1017.5,Yes,19.0
16.4,No,37.0,1018.3,Wollongong,59.0,SSW,24.0,6.0,76.0,12.6,15.2,8.0,SSW,21.6,SW,2016-03-22,68.0,1016.7,Yes,20.3
19.4,No,11.0,1018.2,Wollongong,28.0,WSW,7.0,,66.0,0.6,15.8,,NE,23.6,WSW,2016-03-23,54.0,1016.5,No,22.8
21.7,No,24.0,1020.3,Wollongong,31.0,NNE,0.0,,51.0,0.0,17.2,,ENE,26.8,,2016-03-24,49.0,1018.5,No,26.0
22.0,No,13.0,1018.7,Wollongong,31.0,SSW,17.0,7.0,58.0,0.0,20.7,8.0,ENE,24.9,N,2016-03-25,64.0,1015.8,No,23.2
