rain_today,cloud_9_am,wind_dir_3_pm,wind_gust_dir,wind_speed_9_am,max_temp_f,humidity_3_pm,min_temp_f,location,evaporation,temp_9_am_f,rain_tomorrow,date,temp_3_pm_f,wind_speed_3_pm,pressure_9_am,rainfall,wind_dir_9_am,sunshine,wind_gust_speed,humidity_9_am,cloud_3_pm,pressure_3_pm
Yes,8.0,WNW,NNW,13.0,75.02,57.0,57.2,Canberra,,62.959999999999994,No,2015-03-24,71.42,17.0,1011.8,7.8,NNW,,56.0,97.0,8.0,1009.5
No,,NNE,ENE,0.0,72.14,37.0,42.620000000000005,Canberra,,55.58,No,2015-03-25,69.62,13.0,1017.1,0.4,,,35.0,73.0,2.0,1015.0
No,,WNW,NW,17.0,69.62,33.0,47.120000000000005,Canberra,,54.5,No,2015-03-26,67.1,39.0,1016.5,0.0,NNW,,59.0,58.0,,1015.5
No,,WNW,W,20.0,68.54,33.0,45.32,Canberra,,51.44,No,2015-03-27,67.64,28.0,1019.9,0.0,NNW,,50.0,59.0,,1017.4
No,,W,W,4.0,73.04,26.0,33.08,Canberra,,46.4,No,2015-03-28,70.88,13.0,1023.1,0.0,SW,,28.0,80.0,,1020.1
No,8.0,NW,N,7.0,74.48,29.0,37.4,Canberra,,48.02,No,2015-03-29,71.78,13.0,1023.0,0.0,NNW,,28.0,99.0,,1020.3
No,,NNW,N,7.0,70.34,36.0,41.36,Canberra,,49.64,No,2015-03-30,68.54,9.0,1025.3,0.0,S,,17.0,77.0,,1022.6
No,,ENE,ENE,9.0,79.16,33.0,44.78,Canberra,,55.76,No,2015-03-31,73.94,13.0,1026.8,0.0,SSE,,31.0,64.0,,1024.1
No,7.0,WNW,WNW,7.0,79.88,41.0,43.879999999999995,Canberra,,53.96,No,2015-04-01,79.34,19.0,1025.6,0.0,N,,31.0,94.0,4.0,1019.9
No,3.0,NNW,NNW,26.0,77.9,39.0,53.06,Canberra,,68.18,No,2015-04-02,76.28,24.0,1019.0,0.0,NW,,41.0,55.0,,1017.0
No,8.0,E,E,15.0,61.7,65.0,53.06,Canberra,,53.6,No,2015-04-03,60.62,13.0,1024.5,0.0,S,,26.0,74.0,8.0,1023.1
No,7.0,ENE,ESE,9.0,61.88,70.0,53.24,Canberra,,58.1,No,2015-04-04,61.16,13.0,1022.1,0.0,SE,,28.0,77.0,7.0,1018.7
No,,SW,SW,6.0,73.4,79.0,49.64,Canberra,,60.62,No,2015-04-05,62.24,13.0,1011.9,0.0,SW,,31.0,63.0,8.0,1007.3
No,8.0,N,W,6.0,66.56,65.0,41.72,Canberra,,52.52,Yes,2015-04-06,65.48,15.0,1008.0,0.4,S,,37.0,94.0,8.0,1005.5
Yes,,NNW,NNW,9.0,61.88,91.0,41.54,Canberra,,56.84,Yes,2015-04-07,48.02,24.0,1007.6,15.6,SSE,,41.0,75.0,8.0,1008.4
Yes,,S,SW,19.0,60.26,57.0,40.82,Canberra,,55.76,No,2015-04-08,58.64,19.0,1013.0,53.2,SSW,,48.0,67.0,8.0,1016.2
No,,SSE,S,35.0,66.02,42.0,45.68,Canberra,,58.1,No,2015-04-09,64.22,22.0,1022.5,0.0,S,,50.0,54.0,,1020.8
No,1.0,E,S,20.0,69.08,50.0,44.239999999999995,Canberra,,58.1,No,2015-04-10,66.74000000000001,19.0,1025.6,0.0,S,,31.0,63.0,4.0,1023.3
No,,NW,NW,6.0,72.14,42.0,42.8,Canberra,,54.14,No,2015-04-11,69.8,9.0,1023.7,0.0,SSW,,24.0,80.0,,1018.7
No,1.0,W,WSW,2.0,71.78,51.0,44.42,Canberra,,55.94,No,2015-04-12,65.66,19.0,1020.0,0.0,S,,30.0,78.0,8.0,1017.8
No,8.0,NNW,E,0.0,69.44,48.0,43.34,Canberra,,53.24,No,2015-04-13,67.82,9.0,1024.3,0.0,,,30.0,89.0,,1020.1
No,8.0,NNW,SW,9.0,70.34,49.0,42.08,Canberra,,53.24,No,2015-04-14,68.0,9.0,1023.8,0.0,SSE,,15.0,81.0,5.0,1020.7
No,,SE,W,4.0,71.42,69.0,44.6,Canberra,,61.34,Yes,2015-04-15,65.84,9.0,1024.5,0.0,NNW,,26.0,72.0,7.0,1022.9
Yes,,W,NW,6.0,79.88,28.0,45.32,Canberra,,62.42,Yes,2015-04-16,78.62,20.0,1023.6,1.6,ENE,,37.0,81.0,,1020.9
Yes,8.0,NE,ENE,2.0,66.02,95.0,55.4,Canberra,,58.82,Yes,2015-04-17,61.16,4.0,1025.1,5.6,SSE,,17.0,93.0,8.0,1021.1
Yes,3.0,NW,NNW,22.0,72.86,64.0,52.16,Canberra,,65.84,Yes,2015-04-18,69.44,30.0,1017.5,5.4,N,,52.0,79.0,5.0,1013.3
Yes,8.0,SSE,S,20.0,62.24,70.0,45.14,Canberra,,56.3,Yes,2015-04-19,51.08,15.0,1019.4,5.2,NNW,,43.0,77.0,8.0,1021.7
Yes,8.0,SSE,SSE,28.0,58.82,52.0,43.879999999999995,Canberra,,47.84,No,2015-04-20,55.22,39.0,1028.5,2.2,S,,65.0,75.0,1.0,1026.0
No,3.0,SSE,S,26.0,56.84,62.0,46.58,Canberra,,51.08,No,2015-04-21,52.7,30.0,1026.3,0.0,SSE,,56.0,63.0,8.0,1023.3
No,6.0,S,S,35.0,65.12,63.0,50.36,Canberra,,55.76,No,2015-04-22,61.7,43.0,1018.9,0.0,S,,59.0,70.0,3.0,1015.2
No,8.0,ESE,S,6.0,74.12,67.0,48.92,Canberra,,59.9,No,2015-04-23,67.28,9.0,1014.1,0.2,NW,,35.0,78.0,8.0,1009.9
No,8.0,NW,NW,17.0,64.04,68.0,53.96,Canberra,,59.540000000000006,No,2015-04-24,61.519999999999996,24.0,1007.7,0.4,NNW,,43.0,89.0,7.0,1006.1
No,7.0,SSW,NNW,7.0,63.32,73.0,40.1,Canberra,,51.08,Yes,2015-04-25,52.52,13.0,1008.9,0.0,SSE,,59.0,87.0,8.0,1007.1
Yes,2.0,S,S,2.0,64.22,55.0,39.56,Canberra,,47.66,No,2015-04-26,61.7,15.0,1010.9,2.0,E,,33.0,93.0,7.0,1011.6
No,,WNW,WNW,7.0,60.8,42.0,30.56,Canberra,,46.94,No,2015-04-27,60.440000000000005,11.0,1019.8,0.0,NNW,,24.0,77.0,,1018.7
No,,N,E,13.0,61.7,40.0,36.86,Canberra,,49.1,No,2015-04-28,60.440000000000005,11.0,1026.8,0.0,SE,,19.0,69.0,,1024.5
No,,ESE,E,9.0,64.22,47.0,33.44,Canberra,,47.66,No,2015-04-29,61.7,11.0,1031.4,0.0,SE,,28.0,81.0,8.0,1028.2
No,4.0,E,E,11.0,61.88,60.0,41.36,Canberra,,55.94,No,2015-04-30,59.36,19.0,1032.0,0.0,SSE,,31.0,69.0,8.0,1029.2
No,7.0,E,ESE,11.0,62.78,64.0,40.82,Canberra,,56.48,No,2015-05-01,61.519999999999996,17.0,1030.9,0.0,SE,,30.0,76.0,7.0,1026.7
No,8.0,E,E,11.0,66.92,64.0,45.68,Canberra,,56.84,No,2015-05-02,65.48,11.0,1024.0,0.0,S,,26.0,94.0,8.0,1019.5
No,,SE,SW,13.0,73.94,60.0,46.04,Canberra,,60.08,No,2015-05-03,68.9,11.0,1018.9,0.0,SE,,26.0,79.0,4.0,1016.0
No,8.0,NNW,N,0.0,70.7,58.0,42.44,Canberra,,48.2,No,2015-05-04,69.8,19.0,1018.4,0.0,,,30.0,99.0,,1014.1
No,,NW,NW,30.0,69.44,40.0,39.2,Canberra,,59.540000000000006,No,2015-05-05,67.46,44.0,1009.4,0.0,NW,,67.0,66.0,2.0,1004.2
No,,WNW,WNW,24.0,57.2,47.0,42.620000000000005,Canberra,,50.9,No,2015-05-06,55.58,30.0,1014.2,0.0,WNW,,56.0,53.0,,1015.0
No,,WNW,W,20.0,57.02,46.0,45.68,Canberra,,51.8,No,2015-05-07,54.68,28.0,1017.5,0.0,WNW,,56.0,55.0,,1017.5
No,,NW,WNW,20.0,60.980000000000004,45.0,39.2,Canberra,,48.56,No,2015-05-08,60.26,26.0,1020.3,0.0,NNW,,44.0,68.0,,1016.4
No,5.0,WNW,WNW,24.0,59.540000000000006,59.0,43.34,Canberra,,54.32,No,2015-05-09,55.22,26.0,1017.5,0.0,WNW,,48.0,62.0,,1015.4
No,8.0,NW,NW,39.0,57.379999999999995,91.0,47.66,Canberra,,51.26,Yes,2015-05-10,50.54,37.0,1009.1,0.0,NW,,78.0,62.0,8.0,1005.8
Yes,8.0,WNW,NW,30.0,61.519999999999996,55.0,47.48,Canberra,,50.54,No,2015-05-11,58.28,33.0,1010.2,2.0,N,,50.0,77.0,3.0,1010.5
No,8.0,WNW,,28.0,58.1,63.0,48.02,Canberra,,53.06,No,2015-05-12,55.22,28.0,1014.1,0.0,NW,,,75.0,8.0,1011.8
No,,SW,W,24.0,53.24,48.0,38.839999999999996,Canberra,,45.86,No,2015-05-13,48.74,13.0,1016.4,0.0,WNW,,54.0,55.0,8.0,1018.1
No,,N,N,2.0,57.379999999999995,54.0,23.54,Canberra,,39.2,No,2015-05-14,55.04,19.0,1026.3,0.0,NW,,28.0,81.0,,1025.7
No,,SSE,SSW,2.0,64.04,45.0,29.3,Canberra,,50.9,No,2015-05-15,62.959999999999994,9.0,1033.6,0.0,NE,,26.0,71.0,,1032.0
No,,N,SSW,13.0,62.959999999999994,46.0,32.54,Canberra,,46.22,No,2015-05-16,62.059999999999995,11.0,1037.7,0.0,ESE,,28.0,77.0,,1034.2
No,,N,ESE,7.0,65.12,32.0,26.42,Canberra,,39.74,No,2015-05-17,63.86,6.0,1037.2,0.0,NNW,,17.0,93.0,,1032.5
No,,NNW,W,9.0,64.22,42.0,28.04,Canberra,,40.64,No,2015-05-18,63.86,9.0,1033.0,0.0,S,,19.0,70.0,,1027.1
No,6.0,NNW,NW,0.0,57.92,89.0,38.839999999999996,Canberra,,47.84,Yes,2015-05-19,56.120000000000005,22.0,1020.9,0.0,,,41.0,99.0,8.0,1015.0
Yes,,NW,,26.0,64.75999999999999,62.0,51.98,Canberra,,56.84,No,2015-05-20,61.7,26.0,1016.1,9.4,NNW,,,85.0,3.0,1014.7
No,8.0,WNW,WNW,0.0,60.980000000000004,50.0,33.8,Canberra,,44.96,No,2015-05-21,59.36,9.0,1021.0,0.0,,,20.0,98.0,8.0,1018.9
No,3.0,S,S,41.0,58.1,50.0,44.78,Canberra,,49.64,No,2015-05-22,55.58,26.0,1023.4,0.6,S,,57.0,71.0,6.0,1024.8
No,,NW,NW,9.0,59.36,36.0,27.32,Canberra,,41.0,No,2015-05-23,58.459999999999994,9.0,1031.4,0.0,SSE,,19.0,79.0,,1028.8
No,,WNW,WNW,0.0,60.62,35.0,21.560000000000002,Canberra,,36.14,No,2015-05-24,60.08,11.0,1033.5,0.0,,,17.0,90.0,,1031.0
No,,NNW,,0.0,58.28,51.0,28.4,Canberra,,37.94,No,2015-05-25,56.3,2.0,1033.2,0.0,,,,85.0,,1029.8
No,,WNW,WNW,6.0,59.36,51.0,23.9,Canberra,,37.22,No,2015-05-26,55.4,11.0,1031.1,0.2,N,,15.0,91.0,,1026.5
No,,WNW,WNW,7.0,62.24,61.0,31.46,Canberra,,44.42,No,2015-05-27,59.72,24.0,1026.3,0.0,ESE,,33.0,85.0,8.0,1022.6
No,8.0,NNW,NNW,6.0,58.64,74.0,32.18,Canberra,,44.78,No,2015-05-28,57.56,13.0,1024.8,0.0,NE,,44.0,99.0,8.0,1021.1
No,,WNW,NNW,17.0,62.78,48.0,44.78,Canberra,,56.84,No,2015-05-29,61.16,24.0,1021.1,0.0,NNW,,39.0,61.0,,1021.1
No,,NW,WNW,4.0,57.56,51.0,28.4,Canberra,,36.86,No,2015-05-30,55.04,22.0,1023.3,0.0,SSW,,39.0,98.0,,1018.1
No,,W,WNW,7.0,57.2,49.0,32.0,Canberra,,45.68,Yes,2015-05-31,52.16,20.0,1016.4,0.0,N,,50.0,78.0,1.0,1013.6
Yes,,SW,NW,15.0,51.44,30.0,34.52,Canberra,,40.82,No,2015-06-01,49.28,24.0,1018.5,1.2,SSE,,44.0,66.0,8.0,1019.3
No,,W,SSE,4.0,53.06,44.0,19.4,Canberra,,33.26,No,2015-06-02,51.98,13.0,1026.2,0.0,NE,,35.0,82.0,,1023.8
No,,NNW,NNW,7.0,54.86,42.0,22.82,Canberra,,36.5,No,2015-06-03,53.24,13.0,1025.1,0.0,WNW,,19.0,81.0,,1021.9
No,,NNW,N,0.0,52.52,46.0,19.58,Canberra,,30.92,No,2015-06-04,50.36,26.0,1022.8,0.0,,,37.0,93.0,,1018.3
No,7.0,WNW,NW,0.0,57.2,47.0,30.56,Canberra,,40.64,No,2015-06-05,56.84,9.0,1020.9,1.0,,,19.0,91.0,,1021.0
No,8.0,NNW,NW,0.0,57.02,56.0,24.98,Canberra,,31.46,No,2015-06-06,55.94,9.0,1030.7,0.0,,,19.0,99.0,,1028.6
No,,NNW,NW,0.0,61.7,49.0,22.1,Canberra,,33.08,No,2015-06-07,59.72,24.0,1030.1,0.2,,,41.0,95.0,,1025.8
No,,NW,NW,26.0,59.72,53.0,32.18,Canberra,,50.72,No,2015-06-08,57.56,31.0,1024.7,0.0,NW,,54.0,74.0,,1020.9
No,1.0,NW,NW,31.0,59.18,71.0,46.04,Canberra,,52.16,No,2015-06-09,53.96,33.0,1021.2,0.0,NW,,46.0,67.0,8.0,1022.1
No,,ENE,S,9.0,57.92,52.0,26.060000000000002,Canberra,,42.8,No,2015-06-10,53.96,7.0,1032.8,0.0,SE,,30.0,72.0,7.0,1032.4
No,,NW,SE,7.0,58.82,48.0,26.42,Canberra,,37.76,No,2015-06-11,57.74,4.0,1039.0,0.0,SE,,17.0,79.0,,1035.1
No,,SSW,ENE,6.0,63.5,42.0,23.9,Canberra,,36.32,No,2015-06-12,61.88,4.0,1036.2,0.0,NW,,17.0,90.0,,1032.2
No,1.0,NNW,NNW,7.0,61.34,57.0,28.22,Canberra,,38.3,No,2015-06-13,58.82,13.0,1032.5,0.0,NNW,,24.0,99.0,,1028.0
No,5.0,NW,WNW,0.0,61.34,50.0,28.76,Canberra,,39.56,No,2015-06-14,60.26,7.0,1030.4,0.2,,,15.0,99.0,,1026.7
No,4.0,ENE,ENE,6.0,60.62,70.0,31.64,Canberra,,46.76,Yes,2015-06-15,56.48,15.0,1029.8,0.0,SW,,35.0,93.0,8.0,1026.6
Yes,8.0,NNW,SW,13.0,55.04,99.0,46.76,Canberra,,51.620000000000005,Yes,2015-06-16,54.86,6.0,1022.4,6.4,WSW,,17.0,99.0,8.0,1018.6
Yes,,NW,,7.0,55.04,87.0,50.54,Canberra,,52.16,Yes,2015-06-17,55.04,13.0,1012.8,23.0,SW,,,99.0,8.0,1010.2
Yes,7.0,E,S,2.0,51.26,90.0,39.56,Canberra,,47.48,Yes,2015-06-18,49.1,13.0,1016.5,17.0,NW,,31.0,99.0,8.0,1015.7
Yes,,SSE,S,17.0,52.16,57.0,35.96,Canberra,,45.32,No,2015-06-19,50.36,15.0,1020.6,5.6,SSE,,37.0,70.0,8.0,1019.7
No,,SSW,S,2.0,52.879999999999995,52.0,27.32,Canberra,,38.660000000000004,No,2015-06-20,51.26,7.0,1026.3,0.2,NNE,,28.0,77.0,1.0,1024.4
No,,NNW,NNW,7.0,54.68,48.0,25.7,Canberra,,34.16,No,2015-06-21,53.42,19.0,1029.9,0.0,N,,26.0,94.0,,1027.8
No,,NNW,NNW,2.0,55.58,61.0,23.72,Canberra,,32.18,No,2015-06-22,51.08,17.0,1030.1,0.0,SW,,33.0,95.0,,1026.6
No,,NW,NNW,0.0,56.84,64.0,27.68,Canberra,,40.1,No,2015-06-23,52.34,24.0,1026.8,0.0,,,35.0,89.0,,1024.2
No,3.0,WSW,NW,6.0,60.26,71.0,38.3,Canberra,,51.08,No,2015-06-24,56.120000000000005,7.0,1024.0,0.0,N,,31.0,86.0,7.0,1021.5
No,7.0,NW,SSE,4.0,60.8,56.0,33.98,Canberra,,41.0,No,2015-06-25,59.9,7.0,1025.7,0.2,N,,19.0,99.0,,1024.9
No,,NNW,SE,11.0,57.74,49.0,30.38,Canberra,,41.54,No,2015-06-26,55.94,4.0,1034.9,0.0,SE,,26.0,78.0,,1032.0
No,8.0,SSW,NNW,6.0,54.32,69.0,26.42,Canberra,,35.96,No,2015-06-27,51.98,7.0,1034.4,0.0,SE,,19.0,99.0,,1031.0
No,8.0,NW,SSE,9.0,55.76,55.0,32.36,Canberra,,37.04,No,2015-06-28,54.86,7.0,1035.3,0.0,SSE,,19.0,98.0,,1032.4
No,,NNW,NNW,6.0,57.92,52.0,30.38,Canberra,,40.64,No,2015-06-29,56.66,7.0,1034.8,0.2,NNW,,19.0,90.0,,1030.7
No,8.0,NNW,NNW,7.0,52.879999999999995,72.0,28.4,Canberra,,40.64,No,2015-06-30,46.58,26.0,1029.9,0.0,WSW,,35.0,99.0,7.0,1026.6
No,8.0,NNW,N,6.0,50.0,55.0,24.62,Canberra,,32.0,No,2015-07-01,49.28,17.0,1028.8,0.0,NNW,,28.0,99.0,,1024.3
No,4.0,WSW,NNW,13.0,51.44,44.0,30.56,Canberra,,40.46,No,2015-07-02,50.72,28.0,1022.0,0.0,NW,,48.0,85.0,2.0,1018.9
No,,NW,NNW,0.0,50.9,37.0,19.4,Canberra,,32.9,No,2015-07-03,49.28,17.0,1028.8,0.0,,,28.0,84.0,,1025.5
No,,WSW,WSW,2.0,48.74,56.0,22.1,Canberra,,30.92,No,2015-07-04,47.66,4.0,1024.0,0.2,W,,19.0,94.0,,1022.3
No,8.0,SSW,N,7.0,45.14,78.0,23.54,Canberra,,31.46,No,2015-07-05,42.8,9.0,1024.0,0.0,SSW,,15.0,99.0,,1019.8
No,8.0,NW,NNW,13.0,52.16,55.0,27.68,Canberra,,35.06,No,2015-07-06,51.08,19.0,1018.4,0.2,SW,,26.0,99.0,,1015.8
No,,SE,SSE,0.0,52.7,59.0,23.54,Canberra,,34.88,No,2015-07-07,51.08,13.0,1022.6,0.0,,,20.0,95.0,8.0,1022.4
No,,NW,ESE,9.0,54.68,44.0,26.6,Canberra,,38.12,No,2015-07-08,54.14,6.0,1029.9,0.0,ESE,,19.0,79.0,,1027.9
No,,NNW,N,0.0,56.84,46.0,29.66,Canberra,,41.0,Yes,2015-07-09,55.58,9.0,1031.0,0.0,,,24.0,87.0,,1026.7
Yes,8.0,NW,NNW,7.0,49.82,84.0,31.1,Canberra,,39.92,Yes,2015-07-10,49.1,17.0,1023.4,2.6,NE,,35.0,99.0,7.0,1019.2
Yes,8.0,NNW,W,17.0,54.5,73.0,38.48,Canberra,,47.66,Yes,2015-07-11,53.06,24.0,1015.3,7.2,NNW,,43.0,91.0,8.0,1009.3
Yes,8.0,WNW,WNW,20.0,48.56,65.0,37.58,Canberra,,38.48,Yes,2015-07-12,44.96,24.0,1005.1,10.2,NW,,39.0,90.0,,1002.1
Yes,7.0,WSW,W,17.0,56.48,46.0,38.48,Canberra,,46.04,No,2015-07-13,55.4,26.0,1004.6,1.4,NW,,48.0,72.0,,1006.1
No,,NNW,NNW,30.0,50.0,65.0,39.38,Canberra,,44.96,No,2015-07-14,44.6,35.0,1012.1,0.0,NW,,52.0,68.0,,1012.7
No,8.0,SSE,NNW,7.0,46.22,79.0,33.98,Canberra,,38.3,Yes,2015-07-15,45.68,7.0,1018.0,0.0,E,,30.0,93.0,8.0,1017.3
Yes,1.0,SSW,S,11.0,51.44,65.0,31.1,Canberra,,40.82,No,2015-07-16,48.92,24.0,1018.9,3.2,SE,,35.0,88.0,8.0,1015.1
No,,SSE,S,26.0,51.44,44.0,39.56,Canberra,,42.620000000000005,No,2015-07-17,50.72,22.0,1015.8,0.4,S,,54.0,58.0,,1016.8
No,,S,S,22.0,51.8,52.0,26.78,Canberra,,42.8,No,2015-07-18,49.1,22.0,1027.9,0.2,S,,37.0,68.0,5.0,1028.9
No,,WNW,NW,0.0,55.04,62.0,22.82,Canberra,,33.62,No,2015-07-19,49.64,9.0,1034.8,0.0,,,15.0,90.0,,1032.3
No,,N,N,0.0,57.379999999999995,39.0,23.54,Canberra,,33.44,No,2015-07-20,55.22,9.0,1036.5,0.2,,,19.0,99.0,,1032.6
No,,NNW,NW,0.0,57.379999999999995,50.0,23.9,Canberra,,34.52,No,2015-07-21,56.48,22.0,1033.5,0.0,,,35.0,98.0,,1029.5
No,8.0,NNE,SW,11.0,49.28,96.0,32.36,Canberra,,39.74,Yes,2015-07-22,48.02,15.0,1026.7,0.2,S,,22.0,99.0,8.0,1024.8
Yes,7.0,NNW,SW,0.0,51.44,96.0,39.74,Canberra,,45.32,Yes,2015-07-23,49.28,9.0,1028.0,6.6,,,13.0,99.0,8.0,1025.1
Yes,8.0,NW,NW,6.0,52.879999999999995,95.0,32.9,Canberra,,39.92,Yes,2015-07-24,50.0,17.0,1020.8,2.2,S,,50.0,99.0,8.0,1015.8
Yes,1.0,WNW,NW,28.0,56.120000000000005,60.0,39.92,Canberra,,46.4,No,2015-07-25,51.26,24.0,1018.1,2.4,NW,,52.0,79.0,2.0,1017.0
No,1.0,W,WNW,30.0,52.7,66.0,43.7,Canberra,,49.1,No,2015-07-26,46.22,37.0,1016.5,0.0,NNW,,59.0,75.0,8.0,1015.8
No,,WSW,W,26.0,52.7,42.0,34.52,Canberra,,42.08,No,2015-07-27,50.18,30.0,1025.4,0.0,WNW,,48.0,57.0,,1026.3
No,,NW,NW,0.0,55.4,47.0,24.62,Canberra,,36.86,No,2015-07-28,54.14,13.0,1035.1,0.0,,,24.0,87.0,,1032.2
No,,NW,NW,0.0,55.22,47.0,26.060000000000002,Canberra,,37.04,No,2015-07-29,51.98,22.0,1036.1,0.0,,,35.0,90.0,,1031.2
No,,NW,NNW,24.0,54.14,59.0,27.5,Canberra,,46.4,No,2015-07-30,49.82,30.0,1026.2,0.0,NW,,48.0,72.0,,1021.7
No,1.0,NW,NNW,11.0,59.18,48.0,36.32,Canberra,,46.58,No,2015-07-31,58.1,24.0,1022.0,0.0,N,,39.0,73.0,,1020.1
No,8.0,WNW,WNW,31.0,59.18,60.0,36.14,Canberra,,47.66,Yes,2015-08-01,57.02,24.0,1016.4,0.0,NNW,,59.0,72.0,1.0,1014.2
Yes,8.0,NW,NNE,15.0,58.28,86.0,45.32,Canberra,,49.28,Yes,2015-08-02,50.9,28.0,1014.5,31.4,NW,,48.0,88.0,8.0,1012.5
Yes,3.0,WNW,NW,33.0,51.98,57.0,38.839999999999996,Canberra,,48.56,No,2015-08-03,50.0,30.0,1014.7,1.2,NW,,65.0,62.0,1.0,1015.3
No,,N,NW,0.0,48.02,50.0,22.46,Canberra,,32.18,No,2015-08-04,45.32,31.0,1023.1,0.0,,,48.0,86.0,,1018.7
No,6.0,NW,WNW,28.0,50.18,80.0,32.0,Canberra,,38.12,No,2015-08-05,44.42,30.0,1013.8,0.0,NNW,,63.0,88.0,8.0,1010.7
No,,WNW,WNW,19.0,53.96,43.0,31.82,Canberra,,40.64,No,2015-08-06,53.06,20.0,1017.4,0.0,NW,,35.0,74.0,2.0,1017.3
No,8.0,NNW,N,2.0,55.4,54.0,25.7,Canberra,,34.34,No,2015-08-07,53.96,15.0,1025.2,0.0,WNW,,28.0,99.0,2.0,1022.0
No,8.0,NNW,WNW,0.0,56.120000000000005,41.0,26.6,Canberra,,31.28,No,2015-08-08,54.68,9.0,1026.4,0.2,,,20.0,99.0,,1022.9
No,,NNW,WNW,6.0,55.94,50.0,23.54,Canberra,,37.04,No,2015-08-09,52.52,19.0,1025.1,0.0,N,,30.0,90.0,1.0,1019.8
No,1.0,NW,NW,19.0,57.92,51.0,36.86,Canberra,,48.56,No,2015-08-10,56.120000000000005,28.0,1017.1,0.0,NW,,44.0,59.0,8.0,1013.2
No,,NW,NW,20.0,56.48,42.0,37.58,Canberra,,47.84,,2015-08-11,54.32,24.0,1014.7,0.0,NNW,,44.0,74.0,,1012.0
,,NW,,0.0,45.5,85.0,25.7,Canberra,,35.96,Yes,2015-08-12,40.82,30.0,1006.0,,,,,95.0,8.0,1004.1
Yes,,WNW,W,22.0,53.96,56.0,32.9,Canberra,,45.5,No,2015-08-13,51.08,33.0,1016.3,4.0,NW,,52.0,74.0,,1017.3
No,,NNW,N,6.0,59.72,56.0,26.96,Canberra,,39.74,No,2015-08-14,57.56,24.0,1026.2,0.0,SW,,31.0,84.0,,1024.2
No,8.0,N,N,6.0,59.18,49.0,29.12,Canberra,,41.72,No,2015-08-15,58.459999999999994,11.0,1032.1,0.0,NNE,,19.0,91.0,5.0,1029.4
No,,NW,WNW,4.0,59.540000000000006,46.0,32.9,Canberra,,45.14,No,2015-08-16,58.82,24.0,1028.0,0.0,WNW,,41.0,86.0,,1021.9
No,8.0,WNW,W,22.0,54.5,66.0,37.94,Canberra,,47.48,No,2015-08-17,50.72,30.0,1017.5,0.0,NW,,52.0,76.0,8.0,1014.9
No,,N,W,0.0,54.14,44.0,24.62,Canberra,,39.2,No,2015-08-18,52.16,11.0,1021.6,0.0,,,31.0,75.0,,1020.8
No,1.0,N,NNW,7.0,55.4,50.0,25.16,Canberra,,40.1,No,2015-08-19,52.52,11.0,1027.7,0.0,NW,,26.0,84.0,,1025.1
No,8.0,NNW,NW,0.0,60.08,46.0,28.76,Canberra,,39.38,No,2015-08-20,58.82,20.0,1029.2,0.2,,,30.0,99.0,,1025.5
No,,NW,NW,2.0,63.86,53.0,27.5,Canberra,,41.72,Yes,2015-08-21,59.540000000000006,28.0,1026.5,0.0,W,,41.0,83.0,,1022.2
Yes,6.0,NW,NW,7.0,69.8,48.0,36.86,Canberra,,53.24,No,2015-08-22,67.82,43.0,1021.4,1.4,SSW,,67.0,93.0,1.0,1017.1
No,6.0,NNW,NNW,20.0,61.7,73.0,51.26,Canberra,,54.86,No,2015-08-23,56.84,20.0,1021.1,0.2,NNW,,37.0,82.0,7.0,1019.4
No,8.0,SSE,SE,15.0,52.879999999999995,78.0,45.32,Canberra,,52.52,Yes,2015-08-24,50.54,20.0,1020.6,0.0,SE,,39.0,76.0,8.0,1017.7
Yes,8.0,S,S,28.0,50.9,89.0,43.7,Canberra,,49.82,Yes,2015-08-25,45.86,22.0,1019.4,22.6,S,,54.0,75.0,8.0,1020.1
Yes,7.0,S,SSW,26.0,58.82,69.0,44.96,Canberra,,49.64,Yes,2015-08-26,56.3,24.0,1024.6,2.6,S,,39.0,74.0,5.0,1021.8
Yes,7.0,NW,NNW,0.0,60.440000000000005,59.0,43.879999999999995,Canberra,,49.28,No,2015-08-27,58.459999999999994,26.0,1020.4,1.2,,,39.0,99.0,8.0,1016.7
No,7.0,NW,NW,9.0,59.36,70.0,42.08,Canberra,,47.3,Yes,2015-08-28,53.24,30.0,1021.6,0.0,NNW,,37.0,76.0,8.0,1020.7
Yes,,WNW,NW,20.0,57.2,40.0,39.2,Canberra,,47.66,No,2015-08-29,56.3,24.0,1023.0,1.8,NW,,41.0,74.0,,1019.3
No,7.0,W,SSE,2.0,58.1,49.0,26.78,Canberra,,39.02,No,2015-08-30,56.3,9.0,1022.3,0.0,NNW,,33.0,89.0,3.0,1018.8
No,,N,N,7.0,59.0,52.0,26.6,Canberra,,43.16,No,2015-08-31,55.22,13.0,1019.2,0.0,W,,31.0,65.0,4.0,1015.1
No,8.0,NNW,N,4.0,57.56,55.0,26.42,Canberra,,37.04,No,2015-09-01,55.58,28.0,1016.7,0.0,N,,37.0,99.0,,1013.7
No,,NNW,NNW,4.0,62.24,38.0,26.96,Canberra,,40.1,Yes,2015-09-02,61.519999999999996,19.0,1017.7,0.0,NW,,31.0,89.0,,1011.3
Yes,8.0,SSW,S,17.0,55.22,77.0,39.92,Canberra,,49.64,Yes,2015-09-03,51.44,17.0,1006.7,7.6,NW,,41.0,85.0,7.0,1009.5
