MaxTempC,WindSpeed9am,Humidity9am,Sunshine,WindGustSpeed,Cloud3pm,RainTomorrow,Pressure3pm,Pressure9am,Location,WindGustDir,WindDir3pm,WindSpeed3pm,Date,Evaporation,MinTempC,RainToday,Temp3pmC,Cloud9am,WindDir9am,Humidity3pm,Temp9amC,Rainfall
33.3,6.0,48.0,9.2,37.0,5.0,No,1007.6,1011.3,Brisbane,SSE,ENE,13.0,2015-11-07,4.0,19.5,No,30.0,4.0,NW,52.0,29.2,0.0
25.0,11.0,75.0,0.7,28.0,8.0,Yes,1012.4,1014.5,Brisbane,SE,NE,6.0,2015-11-08,7.8,22.1,No,24.2,8.0,E,71.0,23.6,0.4
25.9,6.0,78.0,0.4,39.0,7.0,No,1014.4,1017.1,Brisbane,ESE,ESE,17.0,2015-11-09,3.8,18.3,Yes,24.5,7.0,S,55.0,21.7,14.0
26.6,2.0,59.0,11.9,24.0,2.0,No,1013.0,1016.2,Brisbane,ENE,ENE,11.0,2015-11-10,5.6,17.0,No,24.8,4.0,E,53.0,23.3,0.0
26.5,7.0,70.0,8.9,28.0,3.0,No,1017.3,1019.1,Brisbane,ENE,E,15.0,2015-11-11,6.4,17.3,No,26.0,7.0,SE,46.0,22.1,0.0
26.4,11.0,60.0,7.8,26.0,7.0,No,1018.1,1021.2,Brisbane,E,ENE,9.0,2015-11-12,7.2,17.2,No,24.6,7.0,ESE,60.0,24.2,0.0
28.1,4.0,65.0,12.3,28.0,1.0,No,1012.1,1016.6,Brisbane,NE,NE,11.0,2015-11-13,6.6,19.0,No,27.0,5.0,NE,56.0,24.5,0.0
26.7,4.0,81.0,3.2,24.0,7.0,Yes,1006.8,1012.9,Brisbane,N,NNE,4.0,2015-11-14,7.0,19.8,No,23.8,7.0,S,80.0,22.7,1.0
27.3,9.0,65.0,8.8,41.0,5.0,No,1009.5,1010.9,Brisbane,SE,SE,19.0,2015-11-15,3.6,19.7,Yes,25.9,7.0,SSW,54.0,24.5,10.6
27.0,9.0,47.0,9.8,35.0,7.0,No,1013.7,1016.0,Brisbane,ESE,E,13.0,2015-11-16,6.4,17.9,No,24.7,4.0,SSE,54.0,24.6,0.2
26.0,7.0,55.0,12.6,28.0,2.0,No,1017.6,1019.5,Brisbane,E,NE,11.0,2015-11-17,7.0,16.5,No,23.9,5.0,SE,51.0,23.8,0.6
28.2,4.0,53.0,13.0,22.0,1.0,No,1016.5,1020.1,Brisbane,N,NNE,7.0,2015-11-18,7.6,16.1,No,27.4,2.0,NE,48.0,24.1,0.0
33.4,2.0,54.0,11.9,22.0,1.0,No,1014.1,1018.0,Brisbane,ENE,ENE,11.0,2015-11-19,7.0,17.2,No,30.2,0.0,N,53.0,26.8,0.0
30.9,7.0,48.0,12.7,26.0,1.0,No,1014.0,1017.5,Brisbane,NE,NNE,11.0,2015-11-20,8.0,18.7,No,29.9,0.0,ENE,46.0,30.1,0.0
33.3,6.0,39.0,12.2,41.0,0.0,No,1011.2,1015.5,Brisbane,ESE,ENE,13.0,2015-11-21,9.2,19.9,No,30.3,0.0,ENE,54.0,29.6,0.0
28.4,13.0,71.0,1.8,31.0,8.0,No,1015.1,1017.9,Brisbane,SE,ESE,9.0,2015-11-22,9.0,22.4,No,24.5,8.0,E,73.0,24.6,0.0
29.9,7.0,59.0,11.6,31.0,1.0,No,1010.7,1014.6,Brisbane,NE,NE,13.0,2015-11-23,3.8,22.0,No,28.4,3.0,ENE,59.0,27.5,0.0
30.5,6.0,59.0,11.1,24.0,5.0,No,1012.4,1014.7,Brisbane,E,E,13.0,2015-11-24,7.8,20.2,No,28.2,3.0,E,62.0,28.1,0.0
31.0,6.0,60.0,12.4,24.0,1.0,No,1012.2,1016.1,Brisbane,NE,NE,9.0,2015-11-25,9.6,23.3,No,29.7,4.0,N,54.0,27.7,0.0
31.8,6.0,56.0,12.1,31.0,2.0,No,1008.3,1013.4,Brisbane,NE,NNE,13.0,2015-11-26,8.4,21.6,No,29.7,1.0,N,62.0,28.2,0.0
31.1,15.0,59.0,10.1,35.0,3.0,No,1010.1,1012.1,Brisbane,E,ENE,11.0,2015-11-27,8.6,23.5,No,29.8,3.0,E,57.0,28.1,0.0
30.4,4.0,62.0,7.3,24.0,5.0,No,1012.4,1014.5,Brisbane,E,NE,11.0,2015-11-28,8.2,23.1,No,29.4,6.0,NNW,65.0,27.4,0.0
31.0,7.0,58.0,8.7,57.0,6.0,Yes,1009.1,1013.6,Brisbane,WNW,NE,15.0,2015-11-29,6.7,24.1,No,29.0,3.0,NNE,64.0,29.7,0.2
31.8,7.0,63.0,10.3,28.0,6.0,No,1009.8,1012.7,Brisbane,NE,NE,11.0,2015-11-30,11.0,20.6,Yes,29.9,3.0,NNE,65.0,29.0,16.6
31.3,6.0,58.0,8.2,30.0,8.0,No,1013.2,1015.6,Brisbane,NE,NE,11.0,2015-12-01,8.0,22.1,No,28.5,3.0,NNE,64.0,29.2,0.0
27.9,6.0,69.0,0.2,22.0,7.0,Yes,1015.1,1016.2,Brisbane,WNW,WNW,6.0,2015-12-02,7.6,23.8,No,25.1,7.0,NNW,75.0,26.6,0.4
27.9,7.0,78.0,6.9,35.0,7.0,No,1019.9,1020.5,Brisbane,SE,SSE,13.0,2015-12-03,2.0,21.2,Yes,26.5,7.0,SSW,42.0,24.1,2.0
25.6,9.0,52.0,4.2,33.0,7.0,No,1019.8,1022.0,Brisbane,SSE,SSE,11.0,2015-12-04,10.0,17.3,No,24.0,7.0,S,56.0,23.8,0.2
28.4,7.0,51.0,12.7,33.0,2.0,No,1016.9,1020.2,Brisbane,ESE,ESE,17.0,2015-12-05,5.6,16.9,No,25.8,4.0,S,48.0,25.4,0.0
29.1,6.0,50.0,13.1,35.0,1.0,No,1016.1,1018.9,Brisbane,E,E,15.0,2015-12-06,9.0,17.5,No,27.1,3.0,ESE,42.0,25.9,0.0
29.8,6.0,55.0,13.1,28.0,5.0,No,1017.6,1019.9,Brisbane,ENE,ENE,11.0,2015-12-07,9.6,18.0,No,28.4,2.0,ESE,54.0,27.5,0.0
30.7,7.0,51.0,12.8,26.0,2.0,No,1018.5,1021.6,Brisbane,ENE,NE,11.0,2015-12-08,4.0,18.3,No,28.8,3.0,NE,51.0,28.5,0.0
30.8,6.0,58.0,8.7,26.0,7.0,No,1016.3,1020.0,Brisbane,NE,NE,11.0,2015-12-09,8.4,20.7,No,27.7,7.0,NW,59.0,27.5,0.0
32.3,4.0,56.0,8.7,41.0,6.0,No,1012.5,1016.4,Brisbane,SE,NNE,7.0,2015-12-10,8.8,23.1,No,28.4,6.0,WSW,60.0,28.2,0.0
32.5,4.0,60.0,9.4,33.0,5.0,No,1007.0,1012.4,Brisbane,NNE,NE,11.0,2015-12-11,7.8,20.0,No,28.3,1.0,NNE,67.0,28.9,0.6
22.4,6.0,79.0,0.0,22.0,8.0,Yes,1013.5,1013.7,Brisbane,W,,0.0,2015-12-12,7.0,22.2,No,21.4,8.0,WSW,79.0,22.4,1.0
27.3,6.0,91.0,4.5,28.0,4.0,No,1016.6,1018.7,Brisbane,E,SE,11.0,2015-12-13,4.4,19.7,Yes,26.7,8.0,SSW,41.0,20.7,9.8
29.1,6.0,55.0,12.8,24.0,1.0,No,1014.8,1017.9,Brisbane,ENE,ENE,11.0,2015-12-14,3.8,17.6,No,27.6,5.0,NE,52.0,26.4,0.8
29.9,4.0,59.0,8.5,31.0,7.0,No,1012.8,1016.1,Brisbane,E,ENE,13.0,2015-12-15,7.2,19.8,No,27.6,7.0,NNE,56.0,26.1,0.0
27.3,6.0,58.0,1.3,20.0,7.0,Yes,1013.3,1015.7,Brisbane,E,ESE,6.0,2015-12-16,7.2,21.9,No,26.5,7.0,E,51.0,25.9,0.0
29.7,11.0,52.0,10.1,33.0,4.0,Yes,1013.5,1015.1,Brisbane,E,ESE,15.0,2015-12-17,4.8,19.8,Yes,28.2,7.0,ESE,42.0,26.0,3.8
28.6,7.0,59.0,10.9,28.0,2.0,No,1014.8,1017.1,Brisbane,NE,ENE,11.0,2015-12-18,9.0,18.7,Yes,27.2,7.0,ESE,49.0,25.6,3.2
28.7,6.0,58.0,13.2,30.0,1.0,No,1015.3,1017.3,Brisbane,ENE,ENE,15.0,2015-12-19,7.6,18.4,No,27.2,3.0,NW,52.0,25.1,0.0
30.1,6.0,43.0,12.1,28.0,3.0,No,1016.2,1019.1,Brisbane,NE,ENE,13.0,2015-12-20,10.0,18.8,No,27.7,3.0,NNE,59.0,28.0,0.0
31.2,6.0,45.0,11.5,26.0,1.0,No,1015.9,1019.0,Brisbane,NE,NNE,11.0,2015-12-21,7.4,21.9,No,29.6,2.0,NE,39.0,28.2,0.0
30.5,7.0,53.0,9.6,24.0,7.0,No,1014.9,1018.2,Brisbane,NE,NE,11.0,2015-12-22,10.4,21.6,No,27.5,6.0,ENE,55.0,27.1,0.0
30.6,7.0,49.0,12.0,28.0,2.0,Yes,1011.0,1014.7,Brisbane,E,ENE,13.0,2015-12-23,8.2,20.8,No,29.3,6.0,ENE,45.0,28.2,0.0
28.1,6.0,63.0,1.3,28.0,7.0,Yes,1011.9,1014.2,Brisbane,SSE,ENE,7.0,2015-12-24,8.8,20.8,Yes,26.9,7.0,SSW,59.0,26.0,3.2
28.4,7.0,64.0,10.3,26.0,6.0,No,1011.4,1014.1,Brisbane,SE,SE,13.0,2015-12-25,4.6,19.7,Yes,27.1,7.0,SW,54.0,24.8,9.2
32.0,2.0,57.0,12.9,24.0,2.0,No,1008.8,1012.6,Brisbane,N,NE,9.0,2015-12-26,7.2,19.0,No,30.4,5.0,ESE,52.0,26.1,0.4
31.2,4.0,65.0,0.8,26.0,8.0,No,1010.5,1012.7,Brisbane,SE,ENE,4.0,2015-12-27,8.8,23.6,No,27.6,8.0,NNE,76.0,28.1,0.8
29.0,13.0,51.0,5.1,35.0,7.0,No,1014.8,1017.1,Brisbane,SSE,SE,11.0,2015-12-28,5.8,20.1,No,25.9,6.0,SE,56.0,25.6,0.8
26.5,11.0,51.0,8.2,33.0,6.0,No,1014.8,1016.9,Brisbane,SSE,SE,11.0,2015-12-29,9.0,18.5,No,25.2,4.0,S,51.0,23.4,0.0
29.8,7.0,47.0,11.6,33.0,3.0,No,1013.5,1015.9,Brisbane,SSE,ESE,13.0,2015-12-30,8.0,19.1,No,27.1,3.0,S,48.0,26.2,0.0
29.9,7.0,44.0,11.4,35.0,1.0,No,1012.5,1015.0,Brisbane,E,SE,17.0,2015-12-31,10.8,19.4,No,28.2,7.0,SSE,43.0,26.0,0.0
30.8,7.0,46.0,11.5,30.0,1.0,No,1009.7,1013.4,Brisbane,ESE,E,13.0,2016-01-01,10.4,19.1,No,28.2,4.0,SSE,46.0,25.8,0.0
30.1,6.0,46.0,11.9,28.0,4.0,No,1007.8,1011.6,Brisbane,ENE,ENE,13.0,2016-01-02,8.8,18.5,No,28.3,1.0,SE,43.0,25.7,0.0
28.0,2.0,64.0,0.9,24.0,7.0,Yes,1009.5,1011.6,Brisbane,SE,E,11.0,2016-01-03,8.8,21.0,No,26.4,7.0,S,55.0,23.8,0.0
26.8,6.0,69.0,0.5,19.0,8.0,Yes,1009.7,1012.6,Brisbane,ENE,ENE,9.0,2016-01-04,4.0,18.5,Yes,25.9,7.0,SSW,69.0,23.5,8.8
,9.0,95.0,0.0,,8.0,,1007.9,1010.9,Brisbane,,,0.0,2016-01-05,4.4,20.6,Yes,21.4,8.0,E,94.0,20.9,23.2
32.5,9.0,61.0,13.3,,1.0,No,1004.1,1006.2,Brisbane,,W,13.0,2016-01-06,0.6,20.8,,32.1,1.0,SW,41.0,27.2,
30.0,7.0,52.0,13.0,28.0,2.0,No,1009.6,1010.4,Brisbane,NE,ENE,13.0,2016-01-07,8.0,21.6,No,29.1,3.0,E,53.0,27.7,0.0
29.5,6.0,45.0,12.5,,1.0,No,1016.7,1018.9,Brisbane,,ENE,13.0,2016-01-08,10.6,20.9,No,27.4,5.0,SE,48.0,25.6,0.0
30.3,6.0,57.0,12.6,26.0,1.0,No,1017.2,1020.7,Brisbane,ENE,ENE,13.0,2016-01-09,9.6,19.4,No,28.1,5.0,WNW,54.0,26.0,0.0
30.7,4.0,60.0,10.4,24.0,2.0,No,1015.9,1019.2,Brisbane,ENE,E,15.0,2016-01-10,7.8,20.6,No,28.5,3.0,W,57.0,26.8,0.0
30.4,6.0,55.0,13.1,,1.0,No,1013.8,1017.5,Brisbane,,ENE,11.0,2016-01-11,7.4,19.9,No,29.3,3.0,ESE,49.0,27.1,0.0
31.4,6.0,57.0,12.7,24.0,1.0,No,1013.6,1016.7,Brisbane,ENE,NE,9.0,2016-01-12,8.0,22.3,No,30.6,2.0,NE,53.0,28.0,0.0
30.9,6.0,56.0,11.3,22.0,5.0,No,1016.9,1018.5,Brisbane,ENE,ENE,11.0,2016-01-13,6.8,21.8,No,29.7,1.0,NNE,50.0,28.6,0.0
31.1,6.0,53.0,12.7,24.0,1.0,No,1015.6,1018.5,Brisbane,ENE,NE,9.0,2016-01-14,7.8,20.3,No,30.0,2.0,NNE,53.0,27.6,0.0
31.9,4.0,57.0,10.8,39.0,4.0,No,1013.9,1016.3,Brisbane,SE,E,19.0,2016-01-15,9.2,21.9,No,29.3,4.0,SSW,58.0,28.5,0.0
26.4,4.0,86.0,0.0,31.0,7.0,No,1019.0,1021.1,Brisbane,ESE,ESE,15.0,2016-01-16,8.8,18.7,No,25.1,8.0,SSW,53.0,20.1,1.0
28.3,13.0,48.0,10.1,35.0,4.0,No,1017.8,1020.5,Brisbane,ESE,SE,15.0,2016-01-17,6.2,18.0,No,26.7,5.0,SE,45.0,26.1,0.0
28.6,9.0,47.0,12.4,26.0,3.0,No,1016.2,1018.8,Brisbane,E,E,13.0,2016-01-18,9.0,19.7,No,26.8,6.0,SSE,45.0,25.6,0.0
29.9,4.0,54.0,12.7,24.0,6.0,No,1015.4,1019.3,Brisbane,ENE,NE,11.0,2016-01-19,9.2,18.4,No,28.5,4.0,WNW,49.0,25.4,0.0
30.5,6.0,52.0,12.8,30.0,1.0,No,1014.6,1018.3,Brisbane,NE,NNE,9.0,2016-01-20,8.0,19.3,No,29.2,3.0,NE,48.0,27.2,0.0
30.7,7.0,50.0,12.9,28.0,3.0,No,1013.6,1016.8,Brisbane,NE,NE,13.0,2016-01-21,8.0,21.7,No,29.5,3.0,NNE,51.0,27.6,0.0
32.7,6.0,48.0,11.7,28.0,6.0,No,1010.5,1014.7,Brisbane,NE,NE,11.0,2016-01-22,10.8,21.3,No,30.3,5.0,NW,52.0,27.8,0.0
30.1,6.0,56.0,2.5,26.0,8.0,Yes,1006.3,1008.9,Brisbane,WSW,ENE,6.0,2016-01-23,10.0,23.2,No,27.8,7.0,N,69.0,27.8,0.0
31.8,7.0,64.0,9.1,31.0,4.0,No,1008.6,1010.9,Brisbane,E,E,17.0,2016-01-24,3.0,21.1,Yes,29.1,7.0,SSE,57.0,28.0,10.2
30.8,6.0,70.0,6.6,30.0,7.0,Yes,1010.4,1013.6,Brisbane,ENE,ENE,17.0,2016-01-25,8.6,21.9,No,28.6,7.0,E,61.0,27.1,0.0
28.5,4.0,82.0,2.6,28.0,8.0,No,1013.7,1014.5,Brisbane,ESE,E,15.0,2016-01-26,7.0,23.0,Yes,26.0,7.0,SSW,70.0,25.0,2.0
29.4,4.0,63.0,9.5,22.0,7.0,No,1012.0,1015.5,Brisbane,ENE,ENE,9.0,2016-01-27,4.0,20.6,No,27.3,6.0,SSE,57.0,26.3,0.4
29.9,6.0,70.0,0.3,22.0,7.0,Yes,1006.5,1010.9,Brisbane,NE,NNE,6.0,2016-01-28,7.0,23.2,No,26.9,8.0,NNW,73.0,25.6,0.2
35.7,4.0,69.0,6.1,28.0,7.0,Yes,1001.4,1005.1,Brisbane,ENE,NE,9.0,2016-01-29,2.6,23.3,Yes,29.3,3.0,NNE,74.0,29.6,1.8
30.8,7.0,70.0,1.2,24.0,7.0,Yes,1005.8,1007.3,Brisbane,NNE,NE,7.0,2016-01-30,6.2,23.2,Yes,28.1,7.0,NNE,84.0,29.0,1.2
34.0,7.0,62.0,8.4,33.0,5.0,No,1006.1,1010.1,Brisbane,NNE,NNE,13.0,2016-01-31,3.6,23.6,Yes,32.8,6.0,NNW,60.0,29.6,2.6
35.0,7.0,68.0,7.5,30.0,4.0,No,1002.4,1008.3,Brisbane,E,ENE,13.0,2016-02-01,7.2,24.6,No,31.6,7.0,NE,67.0,29.7,0.0
36.2,6.0,57.0,4.8,41.0,8.0,No,1001.5,1004.7,Brisbane,W,WNW,11.0,2016-02-02,6.8,23.5,No,35.5,6.0,E,32.0,32.1,0.0
34.1,6.0,59.0,7.1,30.0,6.0,,1000.7,1004.3,Brisbane,N,NE,9.0,2016-02-03,9.2,24.4,No,31.3,7.0,SSW,57.0,29.5,0.2
27.4,6.0,80.0,0.0,,8.0,,1005.2,1005.2,Brisbane,,ESE,9.0,2016-02-04,6.2,24.8,,26.5,8.0,SSE,69.0,26.5,
27.0,4.0,69.0,0.0,30.0,8.0,Yes,1007.8,1009.1,Brisbane,ESE,S,6.0,2016-02-05,3.6,21.7,,26.8,7.0,S,71.0,25.8,
29.9,11.0,72.0,7.2,43.0,7.0,Yes,1009.2,1011.5,Brisbane,SE,SE,13.0,2016-02-06,6.0,22.1,Yes,27.1,6.0,SE,67.0,25.9,1.2
28.6,9.0,64.0,3.8,30.0,7.0,No,1012.4,1013.7,Brisbane,SSE,SE,11.0,2016-02-07,7.4,21.4,Yes,26.4,7.0,SSW,59.0,25.9,7.8
30.9,9.0,53.0,12.2,30.0,3.0,No,1012.6,1015.9,Brisbane,ESE,SE,13.0,2016-02-08,8.0,19.9,No,29.5,2.0,SSW,45.0,26.2,0.2
30.4,11.0,54.0,12.5,39.0,1.0,No,1013.3,1015.8,Brisbane,SSE,ESE,15.0,2016-02-09,8.2,20.0,No,29.4,4.0,SE,46.0,27.4,0.0
30.9,11.0,53.0,7.7,37.0,5.0,No,1011.0,1014.0,Brisbane,E,ESE,15.0,2016-02-10,10.4,21.7,No,29.3,6.0,SSE,53.0,26.7,0.0
31.0,11.0,60.0,12.1,35.0,5.0,No,1010.7,1013.1,Brisbane,E,ESE,15.0,2016-02-11,9.8,20.4,No,29.9,3.0,SE,49.0,27.5,0.0
30.6,13.0,58.0,11.4,41.0,7.0,No,1011.4,1013.2,Brisbane,SE,SE,17.0,2016-02-12,9.2,20.8,No,29.3,3.0,SSE,49.0,27.4,0.0
28.9,7.0,54.0,2.9,41.0,7.0,No,1009.3,1011.5,Brisbane,SE,SE,13.0,2016-02-13,10.6,20.5,No,27.4,7.0,S,56.0,26.8,0.0
32.5,9.0,56.0,12.3,31.0,1.0,No,1006.1,1008.9,Brisbane,E,E,17.0,2016-02-14,5.4,20.3,No,31.1,3.0,S,49.0,27.2,0.2
34.3,7.0,60.0,12.5,28.0,1.0,No,1007.0,1010.1,Brisbane,ENE,ESE,13.0,2016-02-15,9.2,20.9,No,32.5,2.0,SW,49.0,27.6,0.0
36.0,4.0,66.0,11.3,26.0,2.0,No,1004.5,1008.9,Brisbane,NE,ENE,13.0,2016-02-16,8.6,21.3,No,32.7,2.0,WSW,51.0,27.8,0.0
33.8,7.0,63.0,9.5,33.0,2.0,No,1005.5,1008.1,Brisbane,E,ENE,15.0,2016-02-17,6.6,24.9,No,30.5,7.0,SE,57.0,28.9,0.0
32.6,7.0,60.0,11.8,30.0,1.0,No,1005.2,1008.6,Brisbane,NE,NE,13.0,2016-02-18,8.6,24.6,No,31.1,4.0,NNE,57.0,30.0,0.0
32.7,9.0,75.0,7.8,28.0,6.0,Yes,1010.9,1013.4,Brisbane,NE,NE,11.0,2016-02-19,9.6,26.0,No,30.7,7.0,NE,63.0,27.7,0.4
32.3,2.0,65.0,11.2,28.0,1.0,No,1014.9,1017.3,Brisbane,E,NE,13.0,2016-02-20,8.2,22.2,Yes,30.1,5.0,NW,55.0,27.7,3.6
31.8,11.0,59.0,11.9,44.0,2.0,No,1019.1,1020.9,Brisbane,SE,ESE,17.0,2016-02-21,8.0,22.3,No,30.3,3.0,ESE,42.0,28.2,0.0
31.8,11.0,56.0,12.0,41.0,5.0,No,1019.2,1022.6,Brisbane,E,ESE,15.0,2016-02-22,10.2,21.2,No,29.7,4.0,SE,47.0,27.1,0.2
31.7,15.0,57.0,12.0,35.0,3.0,No,1016.2,1019.5,Brisbane,E,ESE,11.0,2016-02-23,10.6,20.5,No,29.6,6.0,SE,47.0,27.2,0.0
32.0,7.0,57.0,12.0,24.0,1.0,No,1014.5,1017.9,Brisbane,E,ENE,11.0,2016-02-24,8.8,20.1,No,29.6,2.0,ESE,46.0,26.0,0.0
31.9,2.0,55.0,12.0,24.0,1.0,No,1013.1,1016.4,Brisbane,NE,NE,11.0,2016-02-25,8.0,19.8,No,30.0,3.0,ESE,50.0,26.6,0.0
32.8,7.0,62.0,11.7,24.0,1.0,No,1008.3,1012.7,Brisbane,E,ENE,11.0,2016-02-26,8.0,20.5,No,31.9,2.0,WNW,49.0,26.7,0.0
35.5,11.0,46.0,12.1,31.0,1.0,No,1009.6,1013.2,Brisbane,E,ESE,17.0,2016-02-27,8.6,21.2,No,33.7,2.0,SE,37.0,29.5,0.0
32.9,7.0,60.0,11.1,33.0,3.0,No,1011.4,1014.7,Brisbane,SSE,ESE,13.0,2016-02-28,11.2,23.0,No,30.7,6.0,SSW,53.0,28.6,0.0
32.9,4.0,64.0,10.8,37.0,2.0,No,1014.0,1016.9,Brisbane,SE,ESE,15.0,2016-02-29,9.4,23.0,No,31.8,6.0,SSE,47.0,26.3,0.0
30.5,7.0,72.0,8.1,30.0,6.0,Yes,1016.9,1018.5,Brisbane,E,SSE,11.0,2016-03-01,8.5,22.1,No,24.8,5.0,SSE,88.0,27.0,0.4
29.8,2.0,74.0,10.3,30.0,3.0,Yes,1017.8,1019.9,Brisbane,E,ENE,15.0,2016-03-02,9.0,21.2,Yes,28.9,7.0,SSW,64.0,26.4,20.8
30.3,9.0,63.0,11.0,30.0,1.0,No,1018.7,1021.3,Brisbane,NE,ENE,15.0,2016-03-03,6.4,21.8,Yes,29.1,6.0,ENE,51.0,26.8,6.6
29.9,4.0,66.0,11.1,33.0,2.0,No,1017.8,1021.2,Brisbane,E,E,11.0,2016-03-04,8.4,20.7,No,29.7,4.0,ESE,44.0,25.7,0.4
28.6,9.0,65.0,4.9,26.0,7.0,Yes,1018.3,1020.8,Brisbane,SE,SE,15.0,2016-03-05,9.2,20.5,No,26.7,7.0,SE,62.0,25.9,0.0
30.5,6.0,69.0,10.0,26.0,4.0,Yes,1018.3,1021.4,Brisbane,E,E,11.0,2016-03-06,5.6,19.6,Yes,29.0,6.0,W,54.0,25.4,1.8
30.4,4.0,77.0,5.8,33.0,7.0,Yes,1018.6,1021.0,Brisbane,E,E,13.0,2016-03-07,6.0,20.9,Yes,27.7,7.0,S,55.0,25.4,3.2
30.1,4.0,77.0,8.7,28.0,3.0,Yes,1018.3,1020.0,Brisbane,E,E,13.0,2016-03-08,7.4,21.4,Yes,28.7,6.0,SSW,62.0,25.9,1.2
27.2,9.0,84.0,3.3,30.0,7.0,Yes,1019.4,1021.8,Brisbane,E,E,15.0,2016-03-09,5.2,22.1,Yes,26.0,6.0,E,73.0,25.1,6.2
30.9,6.0,68.0,7.8,31.0,7.0,Yes,1018.4,1021.0,Brisbane,ENE,ENE,15.0,2016-03-10,4.2,20.4,Yes,27.7,7.0,S,71.0,26.8,6.8
28.2,0.0,79.0,7.8,22.0,6.0,No,1017.0,1019.6,Brisbane,NE,ENE,11.0,2016-03-11,4.6,22.4,Yes,27.5,7.0,,69.0,26.9,4.4
30.8,11.0,64.0,7.5,31.0,7.0,Yes,1016.6,1019.4,Brisbane,SE,SE,17.0,2016-03-12,5.2,21.4,No,29.6,6.0,SSE,45.0,27.1,0.0
28.0,6.0,90.0,8.2,28.0,6.0,Yes,1015.1,1017.9,Brisbane,E,E,11.0,2016-03-13,5.8,22.1,Yes,27.5,7.0,WSW,72.0,24.5,7.0
30.0,9.0,67.0,10.1,26.0,3.0,No,1012.8,1016.1,Brisbane,E,E,9.0,2016-03-14,4.0,21.6,Yes,28.8,3.0,SSE,56.0,27.3,16.4
31.4,9.0,64.0,9.1,30.0,2.0,Yes,1011.7,1014.4,Brisbane,SE,ESE,15.0,2016-03-15,7.4,20.5,No,29.6,2.0,S,59.0,26.8,0.0
30.3,6.0,70.0,9.6,31.0,7.0,No,1011.5,1014.1,Brisbane,SE,SE,11.0,2016-03-16,8.0,21.4,Yes,28.8,6.0,S,60.0,26.5,1.4
29.3,11.0,64.0,7.9,28.0,4.0,No,1009.4,1013.2,Brisbane,SE,SE,11.0,2016-03-17,7.2,21.9,No,27.7,6.0,SE,58.0,26.8,0.2
30.9,6.0,68.0,11.3,24.0,1.0,Yes,1004.6,1009.6,Brisbane,ENE,ENE,11.0,2016-03-18,5.4,21.3,No,29.6,2.0,WSW,57.0,26.5,0.0
33.5,4.0,71.0,9.9,35.0,5.0,No,1005.8,1007.9,Brisbane,SE,E,17.0,2016-03-19,7.0,22.0,Yes,29.5,2.0,WNW,59.0,27.1,6.8
29.7,6.0,65.0,6.3,28.0,4.0,No,1009.6,1012.7,Brisbane,SE,ESE,11.0,2016-03-20,7.6,21.2,No,28.8,5.0,SW,56.0,25.1,0.2
28.9,7.0,61.0,6.5,31.0,7.0,No,1008.8,1012.8,Brisbane,ESE,ESE,15.0,2016-03-21,5.0,21.2,No,27.1,2.0,S,55.0,26.4,0.0
28.8,7.0,57.0,10.5,28.0,2.0,No,1011.0,1013.4,Brisbane,E,ESE,11.0,2016-03-22,6.4,19.0,No,26.9,1.0,S,52.0,24.6,0.0
29.4,4.0,64.0,10.8,22.0,2.0,Yes,1014.5,1017.5,Brisbane,E,ENE,13.0,2016-03-23,7.0,19.0,No,27.8,4.0,S,48.0,24.3,0.4
30.1,6.0,63.0,8.3,26.0,3.0,No,1017.5,1021.4,Brisbane,NE,ENE,11.0,2016-03-24,7.2,19.9,Yes,27.0,6.0,SSW,59.0,25.5,2.8
30.4,2.0,62.0,11.1,22.0,1.0,No,1015.9,1020.1,Brisbane,ENE,ENE,9.0,2016-03-25,4.6,19.2,No,28.1,2.0,WSW,49.0,25.5,0.0
30.8,4.0,60.0,9.6,24.0,5.0,Yes,1013.8,1017.7,Brisbane,ENE,ENE,13.0,2016-03-26,6.4,19.4,No,29.1,5.0,SW,50.0,25.8,0.0
25.7,6.0,75.0,0.2,15.0,8.0,No,1015.5,1017.6,Brisbane,WSW,,0.0,2016-03-27,6.6,19.9,Yes,25.1,7.0,SW,71.0,23.3,3.4
28.9,7.0,75.0,9.9,20.0,3.0,No,1016.3,1019.4,Brisbane,NE,NE,9.0,2016-03-28,2.0,19.5,No,27.2,3.0,WSW,59.0,24.4,0.4
30.7,6.0,67.0,10.8,20.0,1.0,No,1015.9,1019.6,Brisbane,NE,NE,9.0,2016-03-29,4.4,19.3,No,28.9,1.0,SSW,53.0,25.9,0.2
31.9,6.0,60.0,8.3,24.0,3.0,Yes,1013.5,1017.4,Brisbane,WNW,NE,7.0,2016-03-30,8.0,19.5,No,28.5,3.0,N,55.0,26.9,0.0
31.9,4.0,69.0,10.6,22.0,2.0,No,1013.3,1016.8,Brisbane,E,E,7.0,2016-03-31,7.2,20.0,Yes,29.0,2.0,SW,56.0,25.3,26.4
29.5,4.0,58.0,10.7,22.0,4.0,No,1016.4,1019.6,Brisbane,ENE,E,13.0,2016-04-01,5.4,19.5,No,27.1,1.0,W,58.0,25.4,0.0
30.4,6.0,69.0,10.1,22.0,1.0,No,1016.0,1019.9,Brisbane,ENE,NE,7.0,2016-04-02,5.0,19.9,No,29.6,2.0,WSW,51.0,25.3,0.0
