Location,Rainfall,Temp.3.pm.F,Wind.Dir.9.am,Wind.Speed.3.pm,Wind.Gust.Dir,Pressure.3.pm,Humidity.9.am,Rain.Today,Wind.Dir.3.pm,Max.Temp.F,Humidity.3.pm,Min.Temp.F,Pressure.9.am,Date,Temp.9.am.F,Wind.Speed.9.am,Wind.Gust.Speed,Rain.Tomorrow
GoldCoast,0.0,82.58,SSE,41.0,SE,1013.1,62.0,No,SE,85.82,69.0,69.08,1015.6,2016-02-08,80.6,20.0,61.0,No
GoldCoast,0.0,81.86,SSE,50.0,SE,1014.2,72.0,No,SSE,83.66,64.0,72.5,1015.8,2016-02-09,80.24000000000001,37.0,65.0,No
GoldCoast,0.0,81.5,SSE,46.0,SE,1011.6,73.0,No,SE,84.56,78.0,70.88,1014.2,2016-02-10,77.54,33.0,59.0,No
GoldCoast,0.4,83.84,SSE,35.0,SSE,1011.6,81.0,No,SE,85.82,70.0,70.7,1013.4,2016-02-11,81.5,28.0,50.0,Yes
GoldCoast,1.4,82.58,SSE,44.0,SE,1012.3,87.0,Yes,SE,85.28,65.0,70.7,1013.4,2016-02-12,80.96,28.0,56.0,No
GoldCoast,0.0,80.96,S,43.0,SSE,1009.7,88.0,No,SE,82.04,80.0,72.32,1012.0,2016-02-13,75.38,35.0,57.0,Yes
GoldCoast,2.2,84.02,SSE,39.0,SE,1007.0,73.0,Yes,SE,86.9,71.0,71.78,1009.0,2016-02-14,80.6,33.0,50.0,No
GoldCoast,0.0,84.38000000000001,SSE,39.0,,1007.7,77.0,No,SSE,87.61999999999999,72.0,70.16,1010.1,2016-02-15,82.94,30.0,,
GoldCoast,,84.2,NE,19.0,NE,1005.2,81.0,,NE,85.82,82.0,70.7,1008.6,2016-02-16,81.5,6.0,33.0,No
GoldCoast,0.0,83.48,E,31.0,SE,1006.2,84.0,No,SE,87.44,87.0,74.48,1008.0,2016-02-17,82.75999999999999,11.0,37.0,No
GoldCoast,0.0,85.28,N,39.0,NNE,1005.6,83.0,No,NNE,87.44,82.0,75.02,1008.5,2016-02-18,84.38000000000001,19.0,46.0,No
GoldCoast,0.0,84.2,NNE,28.0,NE,1011.5,85.0,No,NE,87.98,83.0,78.08,1013.7,2016-02-19,83.84,24.0,35.0,Yes
GoldCoast,2.8,83.3,NE,22.0,NE,1015.6,81.0,Yes,E,85.28,74.0,76.1,1017.5,2016-02-20,82.94,13.0,35.0,No
GoldCoast,0.4,83.84,SE,41.0,,1020.0,74.0,No,SSE,86.36,67.0,75.2,1021.2,2016-02-21,82.04,33.0,,
GoldCoast,,83.3,SSE,39.0,SSE,1019.9,70.0,,SE,85.64,67.0,74.3,1022.9,2016-02-22,82.4,35.0,54.0,Yes
GoldCoast,5.8,82.58,SSE,35.0,SE,1017.0,92.0,Yes,SE,84.2,70.0,70.88,1019.8,2016-02-23,79.34,35.0,44.0,No
GoldCoast,0.2,82.04,SSE,26.0,SE,1015.2,68.0,No,E,85.1,68.0,71.24000000000001,1017.9,2016-02-24,80.96,22.0,37.0,No
GoldCoast,0.0,82.04,SE,17.0,E,1013.7,71.0,No,ENE,83.84,66.0,70.7,1016.4,2016-02-25,82.04,11.0,26.0,No
GoldCoast,0.0,82.75999999999999,NNE,22.0,SSE,1009.6,78.0,No,ESE,83.66,70.0,68.18,1012.5,2016-02-26,80.78,9.0,54.0,No
GoldCoast,0.0,86.36,S,44.0,SSE,1011.0,67.0,No,SSE,86.9,63.0,75.2,1013.2,2016-02-27,81.5,44.0,67.0,No
GoldCoast,0.6,77.72,SSE,33.0,SSE,1012.7,88.0,No,SSE,87.44,97.0,72.32,1014.7,2016-02-28,81.5,31.0,54.0,No
GoldCoast,1.0,85.1,SSE,37.0,SSE,1015.0,91.0,No,SSE,86.9,69.0,73.75999999999999,1017.1,2016-02-29,78.25999999999999,31.0,57.0,Yes
GoldCoast,6.2,75.74000000000001,S,37.0,ESE,1017.4,100.0,Yes,SSE,80.6,100.0,71.6,1018.6,2016-03-01,75.92,19.0,52.0,Yes
GoldCoast,6.8,81.68,E,28.0,S,1018.5,100.0,Yes,E,83.84,94.0,71.6,1020.2,2016-03-02,79.88,17.0,33.0,No
GoldCoast,0.8,82.75999999999999,E,20.0,E,1019.5,86.0,No,ESE,84.56,74.0,75.2,1021.5,2016-03-03,80.42,20.0,33.0,No
GoldCoast,0.0,82.94,ESE,28.0,SE,1018.5,72.0,No,SE,85.64,60.0,75.38,1021.3,2016-03-04,80.6,26.0,39.0,No
GoldCoast,0.6,71.78,SSE,15.0,SE,1019.3,83.0,No,N,82.22,100.0,70.7,1021.0,2016-03-05,79.7,26.0,48.0,Yes
GoldCoast,14.0,83.84,SSE,19.0,SE,1019.1,93.0,Yes,SE,86.72,74.0,69.62,1021.6,2016-03-06,77.9,22.0,41.0,
GoldCoast,,81.32,ESE,26.0,,1019.3,82.0,,SE,84.56,81.0,72.86,1021.3,2016-03-07,81.5,26.0,,Yes
GoldCoast,5.6,81.32,S,28.0,S,1019.1,100.0,Yes,E,83.12,84.0,72.32,1019.9,2016-03-08,78.62,26.0,39.0,Yes
GoldCoast,14.0,81.68,ESE,28.0,,1019.6,97.0,Yes,ESE,82.94,83.0,73.22,1021.9,2016-03-09,80.42,30.0,,
GoldCoast,,84.56,SSE,28.0,SE,1018.7,88.0,,SE,87.08000000000001,83.0,70.88,1021.2,2016-03-10,81.14,24.0,33.0,No
GoldCoast,0.4,83.48,ESE,20.0,ENE,1017.6,89.0,No,ESE,86.36,81.0,74.12,1019.9,2016-03-11,81.5,22.0,37.0,No
GoldCoast,0.0,83.48,SSE,35.0,SE,1017.4,,No,SSE,87.08000000000001,,73.75999999999999,1019.6,2016-03-12,82.4,26.0,59.0,Yes
GoldCoast,11.8,80.6,SSE,31.0,SE,1015.6,,Yes,E,82.75999999999999,,73.58,1018.0,2016-03-13,76.82,35.0,48.0,Yes
GoldCoast,2.2,82.94,SSE,20.0,,1013.3,,Yes,ESE,87.44,64.0,73.04,1016.3,2016-03-14,82.04,17.0,,
GoldCoast,,,SSE,,,,66.0,,,,,71.6,1014.4,2016-03-15,80.96,35.0,,
GoldCoast,,76.82,,33.0,,1012.6,,,SE,,88.0,,,2016-03-16,,,,
GoldCoast,,77.9,SSE,31.0,,1010.0,84.0,,SE,83.66,84.0,71.06,1013.3,2016-03-17,77.18,30.0,,
GoldCoast,,83.12,SSE,30.0,NNE,1004.8,75.0,,NNE,84.56,68.0,69.98,1009.4,2016-03-18,79.88,9.0,33.0,Yes
GoldCoast,3.0,79.52,NNW,43.0,SSE,1006.6,78.0,Yes,SSE,87.26,81.0,72.68,1007.4,2016-03-19,80.78,17.0,57.0,No
GoldCoast,0.2,81.14,S,43.0,SSE,1010.3,64.0,No,SSE,84.91999999999999,69.0,72.68,1012.3,2016-03-20,80.24000000000001,30.0,57.0,Yes
GoldCoast,2.0,79.34,SSE,41.0,SSE,1009.7,71.0,Yes,SE,83.84,62.0,71.06,1012.9,2016-03-21,79.88,26.0,54.0,No
GoldCoast,0.4,79.16,S,39.0,SE,1011.4,62.0,No,SE,83.48,63.0,66.92,1013.3,2016-03-22,75.92,37.0,54.0,No
GoldCoast,0.0,80.06,SSE,28.0,ESE,1014.9,50.0,No,SE,82.58,60.0,68.0,1017.3,2016-03-23,78.44,22.0,33.0,No
GoldCoast,0.0,80.06,SE,24.0,ESE,1018.0,57.0,No,ESE,83.66,66.0,68.0,1021.1,2016-03-24,80.78,13.0,35.0,No
GoldCoast,0.0,79.16,SSE,19.0,E,1016.2,58.0,No,E,83.3,58.0,67.46,1020.0,2016-03-25,79.34,11.0,24.0,No
GoldCoast,0.0,82.04,NW,28.0,SSE,1014.0,59.0,No,NNE,84.74,64.0,68.54,1017.3,2016-03-26,79.88,13.0,43.0,No
GoldCoast,0.0,73.94,S,11.0,ESE,1015.9,71.0,No,ENE,79.16,90.0,69.25999999999999,1017.3,2016-03-27,76.1,9.0,24.0,No
GoldCoast,0.4,80.6,S,13.0,E,1016.6,75.0,No,ENE,83.48,66.0,68.36,1019.3,2016-03-28,78.62,17.0,31.0,No
GoldCoast,0.2,81.86,WNW,20.0,N,1016.2,61.0,No,NE,84.02,66.0,69.08,1019.4,2016-03-29,78.8,11.0,30.0,No
GoldCoast,0.0,81.68,NW,20.0,NW,1014.0,66.0,No,NNE,87.8,69.0,70.52,1017.1,2016-03-30,78.8,20.0,35.0,No
GoldCoast,0.0,81.32,SE,30.0,SE,1014.2,70.0,No,SE,84.2,54.0,68.72,1016.5,2016-03-31,78.98,11.0,35.0,No
GoldCoast,0.0,81.32,SSE,17.0,ESE,1016.9,59.0,No,ESE,84.56,63.0,67.46,1019.4,2016-04-01,80.6,15.0,28.0,No
GoldCoast,0.0,82.04,NNW,28.0,NNE,1016.3,63.0,No,NE,84.56,64.0,69.08,1019.5,2016-04-02,79.88,11.0,31.0,No
GoldCoast,0.0,82.75999999999999,,30.0,SSE,1018.2,68.0,No,SE,84.38000000000001,63.0,68.72,1020.1,2016-04-03,80.06,0.0,41.0,No
GoldCoast,0.0,81.5,SSE,39.0,SSE,1016.8,62.0,No,SSE,85.1,55.0,72.68,1020.1,2016-04-04,79.88,30.0,52.0,No
GoldCoast,0.0,80.96,SSE,31.0,SE,1017.4,60.0,No,SE,83.3,54.0,68.72,1019.7,2016-04-05,79.88,28.0,48.0,No
GoldCoast,0.0,81.32,SSE,17.0,SSE,1017.7,63.0,No,ESE,84.91999999999999,61.0,66.56,1020.9,2016-04-06,79.88,17.0,24.0,No
GoldCoast,0.0,82.04,NW,28.0,NNE,1017.3,64.0,No,NNE,85.64,63.0,66.38,1020.1,2016-04-07,77.72,20.0,35.0,No
GoldCoast,0.0,82.22,WNW,17.0,NE,1018.8,71.0,No,NE,84.2,57.0,71.42,1021.4,2016-04-08,78.25999999999999,9.0,24.0,No
GoldCoast,0.0,81.86,N,24.0,NE,1018.7,68.0,No,NE,83.84,66.0,68.54,1021.7,2016-04-09,79.16,7.0,28.0,No
GoldCoast,0.0,82.04,NW,31.0,NNE,1016.8,66.0,No,NNE,85.46000000000001,67.0,70.34,1020.7,2016-04-10,78.98,20.0,37.0,No
GoldCoast,0.0,82.04,NW,9.0,WNW,1014.4,78.0,No,NNW,82.22,56.0,70.7,1017.2,2016-04-11,76.46,17.0,33.0,Yes
GoldCoast,65.0,76.82,S,19.0,E,1016.9,100.0,Yes,SSE,77.18,71.0,66.92,1019.8,2016-04-12,71.42,28.0,59.0,Yes
GoldCoast,2.6,76.1,S,31.0,SSE,1021.6,68.0,Yes,S,79.88,66.0,67.1,1022.5,2016-04-13,75.56,30.0,54.0,Yes
GoldCoast,20.8,77.36,SE,43.0,ESE,1023.8,85.0,Yes,SE,79.16,57.0,66.92,1025.1,2016-04-14,73.4,44.0,76.0,Yes
GoldCoast,4.4,75.56,S,28.0,SE,1021.3,71.0,Yes,SSE,77.36,69.0,63.32,1024.7,2016-04-15,73.4,24.0,59.0,No
GoldCoast,0.2,75.02,S,15.0,E,1017.3,64.0,No,ESE,79.52,72.0,61.88,1020.6,2016-04-16,72.5,11.0,35.0,No
GoldCoast,0.0,76.28,SSE,26.0,SE,1016.1,68.0,No,SE,80.96,58.0,64.22,1019.0,2016-04-17,75.56,15.0,33.0,No
GoldCoast,0.0,77.36,S,26.0,SE,1015.8,55.0,No,SE,80.78,64.0,62.959999999999994,1018.3,2016-04-18,75.92,9.0,31.0,No
GoldCoast,0.0,77.0,SSE,20.0,SE,1017.8,71.0,No,ESE,79.52,66.0,62.42,1019.9,2016-04-19,72.68,6.0,31.0,No
GoldCoast,0.0,78.98,SSW,31.0,SSE,1019.7,66.0,No,SE,82.22,70.0,63.86,1021.6,2016-04-20,75.2,13.0,39.0,No
GoldCoast,0.2,76.82,SE,15.0,SE,1019.1,73.0,No,SE,81.86,66.0,65.66,1021.9,2016-04-21,77.0,13.0,37.0,No
GoldCoast,0.0,78.8,SSE,13.0,E,1015.8,71.0,No,E,80.78,73.0,66.38,1019.7,2016-04-22,76.82,9.0,22.0,No
GoldCoast,0.0,78.44,S,35.0,S,1015.6,64.0,No,SSE,81.32,51.0,66.38,1017.6,2016-04-23,77.0,24.0,59.0,No
GoldCoast,0.0,74.66,S,50.0,SSE,1020.1,55.0,No,SSE,79.88,63.0,67.28,1020.7,2016-04-24,73.94,46.0,74.0,No
GoldCoast,0.0,72.68,SSE,50.0,SE,1022.7,64.0,No,SSE,78.62,80.0,66.74000000000001,1024.4,2016-04-25,72.32,41.0,76.0,Yes
GoldCoast,4.4,74.48,SE,35.0,SE,1023.1,66.0,Yes,SSE,78.44,65.0,66.2,1024.8,2016-04-26,75.74000000000001,43.0,61.0,No
GoldCoast,0.6,73.75999999999999,SSE,26.0,SE,1021.7,73.0,No,SSE,75.2,75.0,66.2,1024.5,2016-04-27,72.5,30.0,54.0,Yes
GoldCoast,1.6,77.72,SSE,24.0,SSE,1022.0,85.0,Yes,ESE,80.78,68.0,65.84,1024.2,2016-04-28,74.12,24.0,33.0,
GoldCoast,,76.64,SSW,20.0,,1020.6,93.0,,ESE,80.78,70.0,64.94,1024.2,2016-04-29,70.88,11.0,,Yes
GoldCoast,7.2,78.25999999999999,SSE,9.0,N,1018.5,100.0,Yes,ENE,80.42,78.0,68.18,1021.9,2016-04-30,73.04,13.0,31.0,No
GoldCoast,1.0,71.78,WNW,20.0,ESE,1015.6,99.0,No,ENE,74.3,100.0,70.88,1019.8,2016-05-01,71.06,11.0,30.0,Yes
GoldCoast,8.0,77.72,SSW,19.0,SSE,1013.2,92.0,Yes,ESE,79.88,76.0,67.82,1017.1,2016-05-02,74.3,7.0,30.0,Yes
GoldCoast,6.2,79.7,WNW,19.0,W,1009.8,85.0,Yes,NE,83.12,64.0,66.2,1014.2,2016-05-03,71.78,17.0,31.0,No
GoldCoast,0.0,76.46,SSW,31.0,SE,1014.5,48.0,No,SE,80.42,59.0,62.42,1016.5,2016-05-04,73.4,9.0,37.0,No
GoldCoast,0.0,76.28,SSE,20.0,ESE,1017.9,65.0,No,SE,80.06,64.0,62.24,1020.6,2016-05-05,74.48,15.0,28.0,No
GoldCoast,0.0,77.36,SW,15.0,ESE,1017.2,72.0,No,E,79.34,71.0,63.86,1019.8,2016-05-06,73.58,7.0,19.0,No
GoldCoast,0.0,76.28,S,30.0,SE,1018.0,66.0,No,SE,80.6,64.0,63.68,1020.3,2016-05-07,74.66,15.0,33.0,No
GoldCoast,0.0,77.36,SSE,19.0,SSE,1016.0,70.0,No,ESE,80.78,72.0,63.86,1019.6,2016-05-08,75.74000000000001,17.0,30.0,Yes
GoldCoast,1.6,77.72,NW,30.0,N,1012.2,80.0,Yes,NNE,80.78,74.0,66.02,1015.8,2016-05-09,74.3,17.0,37.0,No
GoldCoast,0.0,81.32,NNW,20.0,W,1009.1,75.0,No,WNW,83.12,53.0,71.06,1011.6,2016-05-10,74.48,19.0,37.0,No
GoldCoast,0.0,73.22,SW,20.0,S,1015.7,51.0,No,S,77.36,33.0,65.48,1016.9,2016-05-11,69.25999999999999,9.0,37.0,No
GoldCoast,0.0,74.84,NNW,24.0,WNW,1016.4,39.0,No,ESE,80.24000000000001,39.0,53.6,1018.0,2016-05-12,65.48,24.0,31.0,No
GoldCoast,0.0,74.66,W,19.0,SE,1020.7,50.0,No,ESE,78.08,57.0,58.64,1022.5,2016-05-13,69.62,7.0,28.0,No
GoldCoast,0.0,75.38,SW,20.0,SE,1021.1,72.0,No,SE,79.16,61.0,61.519999999999996,1023.5,2016-05-14,69.44,11.0,26.0,No
GoldCoast,0.0,76.28,WNW,26.0,NNE,1017.4,57.0,No,NNE,78.8,58.0,60.980000000000004,1021.2,2016-05-15,71.6,11.0,30.0,No
GoldCoast,0.2,76.82,,13.0,NE,1018.7,69.0,No,NNE,77.36,56.0,58.1,1020.5,2016-05-16,68.0,0.0,17.0,No
GoldCoast,0.0,77.0,NW,24.0,NW,1016.9,65.0,No,N,80.96,61.0,61.34,1020.7,2016-05-17,72.5,17.0,30.0,No
GoldCoast,0.0,77.54,N,26.0,NNE,1015.5,79.0,No,NNE,80.06,64.0,59.9,1018.5,2016-05-18,69.44,9.0,31.0,No
GoldCoast,0.0,76.1,NW,17.0,SSE,1014.1,82.0,No,E,79.88,68.0,60.980000000000004,1017.3,2016-05-19,68.54,11.0,26.0,No
GoldCoast,0.0,76.82,WNW,19.0,,1017.5,66.0,No,SE,78.08,49.0,56.48,1019.3,2016-05-20,67.46,9.0,,
GoldCoast,,75.2,S,30.0,SSE,1022.9,63.0,,SSE,78.8,66.0,64.22,1025.6,2016-05-21,73.04,13.0,39.0,No
GoldCoast,0.0,75.56,S,17.0,SE,1021.3,72.0,No,ESE,78.8,55.0,64.94,1024.7,2016-05-22,70.16,13.0,28.0,No
GoldCoast,0.0,77.18,NW,26.0,NNE,1014.5,73.0,No,NNE,81.14,61.0,59.0,1020.2,2016-05-23,69.08,13.0,31.0,No
GoldCoast,0.0,73.75999999999999,S,24.0,SSE,1015.2,41.0,No,SE,77.54,40.0,63.86,1017.6,2016-05-24,74.3,31.0,43.0,No
GoldCoast,0.0,73.4,W,13.0,NW,1015.5,41.0,No,E,75.2,39.0,52.34,1017.9,2016-05-25,64.94,7.0,20.0,No
GoldCoast,0.0,76.1,NW,30.0,NNW,1007.5,50.0,No,N,77.9,56.0,53.42,1015.0,2016-05-26,66.56,15.0,52.0,No
GoldCoast,0.0,76.64,NW,37.0,WNW,1005.4,65.0,No,W,77.72,33.0,66.56,1007.9,2016-05-27,71.96,30.0,61.0,No
GoldCoast,0.0,72.5,W,37.0,WNW,1009.2,36.0,No,WNW,73.22,29.0,57.74,1012.7,2016-05-28,63.5,28.0,52.0,No
GoldCoast,0.0,67.28,WNW,13.0,WNW,1016.6,44.0,No,ENE,69.08,42.0,54.68,1018.1,2016-05-29,62.24,11.0,33.0,No
GoldCoast,0.0,71.06,SSW,17.0,E,1021.8,58.0,No,E,73.4,55.0,53.24,1023.5,2016-05-30,65.12,7.0,24.0,No
GoldCoast,0.4,68.9,S,31.0,E,1024.2,57.0,No,SE,75.2,61.0,57.56,1026.4,2016-05-31,66.74000000000001,15.0,44.0,No
GoldCoast,0.0,69.8,S,28.0,S,1022.9,59.0,No,SSE,72.32,58.0,61.88,1025.3,2016-06-01,66.74000000000001,26.0,41.0,Yes
GoldCoast,4.2,64.94,S,13.0,SSE,1021.5,82.0,Yes,S,71.6,87.0,60.440000000000005,1024.3,2016-06-02,64.94,17.0,41.0,Yes
GoldCoast,7.6,67.1,S,11.0,NE,1018.9,81.0,Yes,ESE,71.78,88.0,59.0,1022.8,2016-06-03,66.92,17.0,63.0,Yes
GoldCoast,73.0,68.0,ENE,24.0,NE,1006.2,99.0,Yes,N,69.98,100.0,64.22,1011.6,2016-06-04,69.25999999999999,41.0,78.0,Yes
GoldCoast,129.0,66.02,WNW,37.0,W,997.6,69.0,Yes,WNW,70.34,53.0,58.82,999.5,2016-06-05,63.32,30.0,59.0,No
GoldCoast,0.0,65.84,W,22.0,W,1003.4,48.0,No,W,67.1,43.0,58.82,1004.8,2016-06-06,61.519999999999996,22.0,46.0,No
GoldCoast,0.0,70.7,NNW,28.0,W,1007.6,59.0,No,W,71.24000000000001,33.0,54.14,1011.7,2016-06-07,61.16,15.0,48.0,No
GoldCoast,0.0,69.8,WNW,13.0,WNW,1012.9,47.0,No,ENE,72.32,44.0,53.6,1014.8,2016-06-08,64.4,26.0,33.0,No
GoldCoast,0.0,74.3,NW,26.0,NNW,1011.8,51.0,No,NNE,80.42,58.0,54.86,1014.3,2016-06-09,68.36,15.0,31.0,No
GoldCoast,0.0,71.42,W,19.0,NW,1018.2,39.0,No,ESE,76.64,56.0,61.88,1018.5,2016-06-10,70.34,13.0,31.0,No
GoldCoast,0.0,68.72,NW,11.0,SW,1020.6,73.0,No,ENE,70.88,58.0,55.4,1023.0,2016-06-11,62.959999999999994,11.0,19.0,No
GoldCoast,0.0,63.14,S,35.0,SSE,1029.4,63.0,No,S,67.64,82.0,57.379999999999995,1029.5,2016-06-12,64.4,30.0,57.0,No
GoldCoast,0.8,68.18,S,39.0,SE,1031.8,82.0,No,SE,71.06,65.0,59.540000000000006,1033.5,2016-06-13,63.14,26.0,70.0,No
GoldCoast,0.6,69.8,S,33.0,,1029.7,82.0,No,SE,72.86,68.0,61.519999999999996,1032.7,2016-06-14,64.75999999999999,28.0,,
GoldCoast,,69.98,SSE,33.0,SSE,1027.0,76.0,,SSE,71.06,58.0,60.62,1029.4,2016-06-15,66.56,31.0,48.0,No
GoldCoast,0.0,70.34,SSE,20.0,S,1021.4,77.0,No,ENE,73.22,49.0,61.7,1025.6,2016-06-16,65.66,19.0,37.0,No
GoldCoast,0.4,69.08,SSW,9.0,SW,1018.7,83.0,No,N,73.04,69.0,55.94,1022.1,2016-06-17,63.68,6.0,19.0,No
GoldCoast,0.2,69.25999999999999,,9.0,NW,1017.4,80.0,No,ENE,73.94,81.0,58.459999999999994,1021.0,2016-06-18,67.46,0.0,19.0,Yes
GoldCoast,3.2,68.18,NE,37.0,NNE,1010.2,92.0,Yes,NNE,71.78,100.0,63.14,1014.7,2016-06-19,70.88,33.0,59.0,Yes
GoldCoast,62.6,66.74000000000001,NW,24.0,WNW,1006.7,63.0,Yes,WNW,67.46,50.0,59.72,1009.1,2016-06-20,63.32,30.0,74.0,No
GoldCoast,0.0,66.92,NW,28.0,WNW,1009.7,57.0,No,NW,68.9,45.0,54.68,1013.1,2016-06-21,60.62,28.0,44.0,No
GoldCoast,0.0,70.7,NW,26.0,WNW,1010.1,64.0,No,W,70.88,47.0,57.92,1012.4,2016-06-22,59.9,24.0,39.0,No
GoldCoast,0.0,61.88,W,9.0,NW,1012.2,70.0,No,NNW,66.02,70.0,58.459999999999994,1015.3,2016-06-23,60.62,11.0,28.0,No
GoldCoast,0.2,73.22,WNW,35.0,WNW,1007.4,69.0,No,WNW,74.12,48.0,60.26,1010.9,2016-06-24,65.48,41.0,72.0,No
GoldCoast,0.0,62.24,WSW,15.0,W,1016.8,32.0,No,E,64.58,31.0,49.46,1017.9,2016-06-25,57.02,15.0,41.0,No
GoldCoast,0.0,62.78,NW,11.0,WNW,1017.4,64.0,No,NNE,65.3,46.0,43.879999999999995,1021.3,2016-06-26,54.32,13.0,19.0,No
GoldCoast,0.0,65.3,NW,31.0,W,1012.6,76.0,No,NW,65.84,58.0,54.32,1016.5,2016-06-27,60.26,19.0,48.0,No
GoldCoast,0.0,68.36,WNW,22.0,WNW,1019.3,48.0,No,S,69.44,35.0,48.56,1019.9,2016-06-28,55.22,26.0,41.0,No
GoldCoast,0.0,69.25999999999999,S,20.0,S,1023.6,54.0,No,SSE,70.34,52.0,49.64,1025.8,2016-06-29,62.78,19.0,35.0,No
GoldCoast,0.0,67.46,W,13.0,N,1020.1,62.0,No,ENE,69.62,67.0,51.8,1023.9,2016-06-30,61.7,11.0,28.0,No
GoldCoast,0.0,70.7,NNW,20.0,W,1016.8,70.0,No,WNW,71.24000000000001,32.0,52.52,1019.9,2016-07-01,62.78,6.0,37.0,No
GoldCoast,0.0,67.28,W,13.0,SSE,1022.6,49.0,No,ESE,69.62,40.0,48.74,1024.5,2016-07-02,58.28,9.0,26.0,No
GoldCoast,0.0,67.1,SW,17.0,ENE,1023.2,63.0,No,ENE,70.88,57.0,51.08,1026.8,2016-07-03,61.34,7.0,20.0,No
GoldCoast,0.0,68.54,WNW,13.0,NNE,1019.0,67.0,No,ENE,70.88,69.0,50.18,1023.5,2016-07-04,62.42,7.0,24.0,Yes
GoldCoast,6.4,64.58,WNW,13.0,NW,1011.2,100.0,Yes,NNW,66.56,86.0,60.8,1015.1,2016-07-05,64.4,11.0,35.0,Yes
GoldCoast,1.2,62.78,NNW,33.0,WNW,1011.0,46.0,Yes,WNW,64.04,40.0,51.44,1014.8,2016-07-06,57.02,13.0,52.0,No
GoldCoast,0.0,71.06,W,11.0,WNW,1012.3,49.0,No,ESE,73.04,51.0,53.6,1013.4,2016-07-07,62.059999999999995,28.0,48.0,No
GoldCoast,0.0,73.04,WNW,15.0,W,1014.5,66.0,No,W,73.4,41.0,54.14,1018.0,2016-07-08,61.88,11.0,31.0,No
GoldCoast,0.0,69.25999999999999,WSW,24.0,SSE,1018.4,65.0,No,SSE,71.96,47.0,52.52,1020.4,2016-07-09,62.6,9.0,39.0,No
GoldCoast,0.0,68.72,WNW,30.0,SE,1020.7,70.0,No,SE,72.86,66.0,50.54,1023.6,2016-07-10,62.059999999999995,9.0,33.0,No
GoldCoast,0.0,71.24000000000001,WNW,15.0,NW,1017.4,85.0,No,N,72.14,68.0,57.2,1021.5,2016-07-11,62.6,9.0,35.0,No
GoldCoast,0.0,70.52,N,17.0,NNW,1014.2,96.0,No,NNW,70.88,78.0,60.440000000000005,1018.4,2016-07-12,62.78,13.0,30.0,No
GoldCoast,0.0,67.28,WNW,11.0,WNW,1020.1,54.0,No,SW,70.7,30.0,61.16,1020.5,2016-07-13,62.24,19.0,33.0,No
GoldCoast,0.0,61.88,S,20.0,S,1025.9,46.0,No,S,65.84,54.0,54.14,1027.5,2016-07-14,63.14,26.0,39.0,No
GoldCoast,0.0,62.42,SSE,31.0,SSE,1025.0,70.0,No,S,64.04,65.0,55.58,1027.6,2016-07-15,62.6,30.0,48.0,No
GoldCoast,0.0,64.58,SSE,37.0,SSE,1026.2,69.0,No,SE,66.2,75.0,61.16,1028.9,2016-07-16,62.959999999999994,31.0,52.0,Yes
GoldCoast,8.6,69.25999999999999,S,30.0,E,1024.7,93.0,Yes,SE,71.06,78.0,60.08,1027.6,2016-07-17,65.3,11.0,41.0,No
GoldCoast,0.0,70.16,SSW,19.0,S,1023.9,94.0,No,SE,71.6,77.0,60.62,1026.6,2016-07-18,66.56,7.0,31.0,No
GoldCoast,0.2,73.4,WNW,24.0,NNE,1020.5,81.0,No,NNE,76.64,70.0,59.72,1024.0,2016-07-19,68.36,11.0,30.0,No
GoldCoast,0.0,74.3,NW,20.0,N,1017.9,83.0,No,N,77.54,65.0,59.72,1022.3,2016-07-20,68.36,13.0,31.0,
GoldCoast,,71.78,NW,22.0,,1015.5,80.0,,SE,76.82,80.0,62.78,1018.4,2016-07-21,68.0,15.0,,No
GoldCoast,0.0,76.46,N,22.0,NNW,1010.4,87.0,No,N,80.42,66.0,62.059999999999995,1015.7,2016-07-22,69.8,11.0,31.0,No
GoldCoast,0.0,82.4,NW,31.0,W,1006.5,72.0,No,W,84.02,34.0,64.75999999999999,1008.4,2016-07-23,74.3,24.0,56.0,No
GoldCoast,0.0,67.28,SW,17.0,W,1013.2,45.0,No,ENE,69.25999999999999,51.0,54.5,1016.7,2016-07-24,66.02,2.0,26.0,No
GoldCoast,0.0,70.34,WNW,15.0,WNW,1014.8,31.0,No,NNW,71.6,30.0,55.76,1017.8,2016-07-25,64.4,20.0,28.0,No
GoldCoast,0.0,66.02,NW,9.0,NNW,1015.7,60.0,No,NNE,68.36,45.0,55.04,1019.0,2016-07-26,59.540000000000006,11.0,26.0,No
GoldCoast,0.0,66.02,WNW,13.0,W,1015.9,41.0,No,NNW,67.46,39.0,58.82,1017.4,2016-07-27,61.7,19.0,35.0,No
GoldCoast,0.0,70.16,WNW,26.0,SSE,1021.6,42.0,No,SE,72.68,51.0,46.58,1023.6,2016-07-28,62.6,9.0,31.0,
GoldCoast,,73.22,NW,13.0,,1019.1,68.0,,NNW,74.48,34.0,51.8,1023.5,2016-07-29,62.24,11.0,,No
GoldCoast,0.0,69.08,WNW,19.0,ESE,1018.4,66.0,No,ESE,70.7,59.0,51.26,1020.9,2016-07-30,59.72,9.0,24.0,No
GoldCoast,0.0,74.3,NW,13.0,NNE,1016.3,69.0,No,NW,75.38,32.0,54.32,1020.4,2016-07-31,63.68,11.0,31.0,No
