wind dir 9 am,wind gust dir,date,wind speed 9 am,wind dir 3 pm,max temp c,temp 9 am c,humidity 3 pm,humidity 9 am,rain today,temp 3 pm c,location,wind gust speed,wind speed 3 pm,rain tomorrow,min temp c,rainfall
ESE,E,2016-01-01,22.0,E,25.8,17.9,38.0,57.0,No,24.1,SalmonGums,44.0,28.0,No,13.0,0.0
ENE,ENE,2016-01-02,30.0,ENE,22.9,17.9,63.0,67.0,No,21.3,SalmonGums,50.0,24.0,No,15.9,0.0
E,ESE,2016-01-03,22.0,ESE,32.7,22.0,31.0,61.0,No,32.5,SalmonGums,44.0,28.0,No,14.3,0.4
ENE,ENE,2016-01-04,28.0,E,30.6,20.4,34.0,58.0,No,28.7,SalmonGums,46.0,19.0,No,15.5,0.0
SE,E,2016-01-05,11.0,E,29.9,21.4,33.0,57.0,No,28.7,SalmonGums,48.0,28.0,Yes,17.0,0.0
ESE,ESE,2016-01-06,26.0,E,33.4,21.8,24.0,62.0,Yes,32.4,SalmonGums,44.0,22.0,No,15.1,1.2
ENE,E,2016-01-07,26.0,E,32.3,22.5,22.0,53.0,No,30.3,SalmonGums,44.0,20.0,,13.9,0.0
NE,,2016-01-08,20.0,ESE,34.8,22.8,14.0,48.0,,33.7,SalmonGums,,7.0,No,,
NNE,NW,2016-01-09,15.0,ENE,37.2,27.0,12.0,37.0,No,37.0,SalmonGums,48.0,13.0,Yes,14.0,0.0
WNW,NNE,2016-01-10,11.0,SSW,33.5,19.9,29.0,83.0,Yes,32.0,SalmonGums,43.0,11.0,Yes,19.5,1.4
S,S,2016-01-11,13.0,WSW,38.2,25.5,22.0,57.0,Yes,37.4,SalmonGums,41.0,2.0,No,16.8,1.4
S,S,2016-01-12,15.0,SSW,31.3,23.0,41.0,61.0,No,28.4,SalmonGums,48.0,26.0,No,16.5,0.0
S,S,2016-01-13,19.0,SSE,25.1,19.2,29.0,56.0,No,23.6,SalmonGums,43.0,24.0,No,11.4,0.0
E,E,2016-01-14,22.0,ENE,28.8,19.6,21.0,43.0,No,27.4,SalmonGums,44.0,24.0,No,5.7,0.0
ENE,ENE,2016-01-15,20.0,NE,30.6,22.5,23.0,40.0,No,29.2,SalmonGums,39.0,9.0,No,13.2,0.0
NNE,ESE,2016-01-16,15.0,ESE,34.4,24.7,13.0,43.0,No,32.6,SalmonGums,37.0,9.0,No,14.1,0.0
N,NNW,2016-01-17,20.0,N,38.3,29.7,16.0,26.0,No,33.2,SalmonGums,69.0,22.0,Yes,19.4,0.0
NNW,SSW,2016-01-18,11.0,WSW,32.6,25.1,45.0,62.0,Yes,28.3,SalmonGums,50.0,19.0,Yes,17.4,2.2
NW,ESE,2016-01-19,9.0,SE,30.2,23.6,38.0,68.0,Yes,28.3,SalmonGums,37.0,9.0,No,16.6,15.4
NNW,NW,2016-01-20,9.0,NW,32.2,21.8,28.0,75.0,No,29.6,SalmonGums,44.0,22.0,Yes,16.3,0.0
SSW,S,2016-01-21,13.0,S,23.0,20.3,73.0,78.0,Yes,20.8,SalmonGums,43.0,26.0,No,15.7,4.8
SSE,SSE,2016-01-22,4.0,S,26.4,17.2,37.0,64.0,No,24.7,SalmonGums,35.0,7.0,No,14.4,1.0
NE,SSW,2016-01-23,13.0,ENE,32.8,21.6,31.0,61.0,No,31.4,SalmonGums,33.0,17.0,Yes,12.0,0.0
S,SE,2016-01-24,6.0,SSW,32.3,24.0,37.0,68.0,Yes,31.2,SalmonGums,43.0,7.0,No,16.9,3.4
ENE,NE,2016-01-25,13.0,N,23.1,19.5,89.0,74.0,No,19.0,SalmonGums,48.0,9.0,Yes,17.6,0.0
W,S,2016-01-26,9.0,SW,30.1,22.4,46.0,73.0,Yes,28.3,SalmonGums,31.0,7.0,No,17.3,7.4
S,SSE,2016-01-27,15.0,S,28.7,21.0,45.0,73.0,No,26.1,SalmonGums,43.0,19.0,No,17.6,0.0
SE,SSE,2016-01-28,13.0,SSE,27.2,19.1,40.0,60.0,No,25.9,SalmonGums,39.0,26.0,No,9.6,0.0
E,SE,2016-01-29,17.0,ENE,29.3,20.3,32.0,52.0,No,27.3,SalmonGums,41.0,17.0,No,16.0,0.0
NE,NE,2016-01-30,20.0,NNE,31.1,20.6,27.0,54.0,No,29.8,SalmonGums,35.0,13.0,No,13.6,0.0
NNE,NNW,2016-01-31,20.0,N,35.6,28.0,37.0,32.0,No,28.9,SalmonGums,52.0,22.0,Yes,18.6,0.0
SW,SSW,2016-02-01,24.0,SSW,21.5,16.7,44.0,60.0,Yes,19.5,SalmonGums,48.0,26.0,No,12.2,2.4
SW,S,2016-02-02,19.0,SSW,23.9,17.1,47.0,57.0,No,20.8,SalmonGums,46.0,31.0,No,7.0,0.0
ESE,S,2016-02-03,13.0,SE,27.5,19.5,27.0,47.0,No,26.0,SalmonGums,37.0,20.0,No,5.3,0.0
ENE,ENE,2016-02-04,19.0,ESE,29.3,19.9,25.0,51.0,No,27.5,SalmonGums,33.0,19.0,No,7.5,0.0
NNE,NNE,2016-02-05,17.0,ESE,31.3,22.7,22.0,52.0,No,29.7,SalmonGums,31.0,13.0,No,13.0,0.0
NNW,S,2016-02-06,13.0,SSE,34.9,27.0,16.0,33.0,No,34.6,SalmonGums,43.0,17.0,No,10.5,0.0
ENE,E,2016-02-07,11.0,SSE,36.1,25.2,15.0,40.0,No,34.8,SalmonGums,41.0,11.0,No,10.2,0.0
NNE,E,2016-02-08,17.0,SE,35.7,26.3,15.0,37.0,No,35.1,SalmonGums,37.0,17.0,No,15.3,0.0
NNW,SSE,2016-02-09,20.0,SW,39.8,27.6,11.0,34.0,No,37.9,SalmonGums,39.0,9.0,No,12.9,0.0
S,SSE,2016-02-10,4.0,NW,41.1,29.4,11.0,32.0,No,39.9,SalmonGums,39.0,7.0,No,19.4,0.0
NNW,N,2016-02-11,24.0,WNW,43.2,33.3,8.0,19.0,No,42.2,SalmonGums,43.0,17.0,No,16.2,0.0
SSW,S,2016-02-12,19.0,SSW,32.0,20.8,35.0,73.0,No,29.1,SalmonGums,44.0,28.0,No,16.8,0.0
SSE,S,2016-02-13,22.0,S,27.3,20.9,35.0,61.0,No,25.5,SalmonGums,43.0,26.0,No,16.0,0.8
SE,SSE,2016-02-14,15.0,SSE,27.0,19.6,31.0,49.0,No,26.5,SalmonGums,39.0,17.0,No,7.4,0.0
S,SE,2016-02-15,17.0,SE,27.9,19.9,30.0,51.0,No,26.4,SalmonGums,41.0,15.0,No,6.8,0.0
ENE,E,2016-02-16,17.0,SE,30.1,20.2,23.0,56.0,No,28.9,SalmonGums,35.0,9.0,No,8.2,0.0
NNE,E,2016-02-17,19.0,ENE,34.9,24.2,20.0,44.0,No,33.3,SalmonGums,35.0,9.0,No,14.4,0.0
ESE,SE,2016-02-18,20.0,SE,30.1,24.7,32.0,51.0,No,28.8,SalmonGums,54.0,31.0,Yes,17.5,0.0
ESE,SE,2016-02-19,20.0,E,23.6,16.8,59.0,86.0,Yes,21.4,SalmonGums,43.0,20.0,Yes,16.0,1.4
E,E,2016-02-20,15.0,ESE,23.7,16.5,72.0,86.0,Yes,19.4,SalmonGums,37.0,17.0,Yes,15.7,1.6
NNE,NE,2016-02-21,20.0,NNW,34.7,23.3,24.0,57.0,Yes,33.5,SalmonGums,35.0,17.0,No,14.2,4.2
WNW,NW,2016-02-22,26.0,WNW,31.2,27.0,24.0,39.0,No,30.3,SalmonGums,54.0,22.0,No,19.8,0.0
S,SSE,2016-02-23,2.0,SW,26.8,20.7,41.0,65.0,No,24.3,SalmonGums,35.0,7.0,No,16.3,0.0
SSW,SSW,2016-02-24,15.0,SSW,22.6,18.6,45.0,62.0,No,20.6,SalmonGums,43.0,22.0,No,12.3,0.0
S,S,2016-02-25,7.0,S,25.2,16.9,25.0,52.0,No,23.9,SalmonGums,35.0,2.0,No,4.6,0.0
NE,SE,2016-02-26,17.0,E,30.1,20.0,23.0,53.0,No,28.9,SalmonGums,35.0,7.0,No,8.6,0.0
NNE,NNE,2016-02-27,19.0,NNE,36.8,26.6,18.0,31.0,No,35.0,SalmonGums,37.0,19.0,No,14.8,0.0
N,S,2016-02-28,28.0,NNW,41.7,32.5,15.0,16.0,No,39.5,SalmonGums,48.0,17.0,Yes,23.3,0.0
WSW,WSW,2016-02-29,4.0,NNE,37.9,21.1,52.0,90.0,Yes,31.3,SalmonGums,54.0,11.0,No,18.3,4.0
SSW,SSE,2016-03-01,15.0,SE,26.7,17.7,44.0,90.0,No,25.1,SalmonGums,33.0,15.0,No,16.2,0.4
E,SSE,2016-03-02,15.0,ESE,28.9,20.6,41.0,60.0,No,27.5,SalmonGums,33.0,15.0,No,8.5,0.0
NE,N,2016-03-03,19.0,N,34.6,22.3,25.0,49.0,No,34.0,SalmonGums,35.0,13.0,No,14.8,0.0
SSW,SSW,2016-03-04,24.0,SSW,25.0,19.0,57.0,86.0,No,22.5,SalmonGums,46.0,28.0,No,17.1,0.4
E,SSW,2016-03-05,2.0,SSE,28.5,19.2,42.0,91.0,No,26.4,SalmonGums,44.0,17.0,No,14.9,0.6
SE,SSE,2016-03-06,13.0,S,25.6,20.3,52.0,80.0,No,24.5,SalmonGums,37.0,20.0,No,17.0,0.6
E,SSE,2016-03-07,17.0,ESE,27.4,19.5,41.0,68.0,No,25.4,SalmonGums,44.0,9.0,No,15.8,0.4
E,SE,2016-03-08,6.0,NE,28.8,21.6,37.0,62.0,No,27.5,SalmonGums,35.0,7.0,No,14.3,0.0
NNE,ENE,2016-03-09,9.0,SE,31.6,21.9,20.0,64.0,No,30.8,SalmonGums,33.0,11.0,No,17.3,0.0
NNE,SSW,2016-03-10,20.0,NNW,37.6,25.9,19.0,55.0,No,37.0,SalmonGums,52.0,9.0,Yes,18.8,0.0
SSE,SSE,2016-03-11,13.0,SSE,22.0,19.1,76.0,86.0,Yes,20.6,SalmonGums,39.0,20.0,No,17.3,1.4
E,NE,2016-03-12,13.0,NNE,34.9,21.3,19.0,73.0,No,34.1,SalmonGums,30.0,13.0,No,17.0,0.4
ENE,SE,2016-03-13,17.0,ESE,34.4,25.1,22.0,43.0,No,33.3,SalmonGums,46.0,20.0,No,13.2,0.0
ENE,ENE,2016-03-14,26.0,E,32.4,23.1,30.0,58.0,No,31.6,SalmonGums,48.0,24.0,No,16.1,0.0
NNE,NE,2016-03-15,20.0,NE,32.8,21.5,26.0,61.0,No,32.2,SalmonGums,35.0,19.0,No,16.3,0.0
NW,SSW,2016-03-16,17.0,SSW,30.5,25.5,55.0,48.0,No,24.6,SalmonGums,50.0,35.0,No,21.2,0.0
S,SSE,2016-03-17,20.0,S,23.8,18.1,38.0,57.0,No,22.0,SalmonGums,43.0,26.0,No,14.1,1.0
ESE,E,2016-03-18,19.0,E,24.2,17.2,38.0,54.0,No,22.9,SalmonGums,30.0,17.0,No,13.4,0.0
NE,ENE,2016-03-19,20.0,ENE,28.0,20.0,31.0,53.0,No,27.1,SalmonGums,35.0,19.0,Yes,12.3,0.0
E,NE,2016-03-20,19.0,E,26.4,18.8,51.0,78.0,Yes,24.8,SalmonGums,31.0,19.0,No,14.9,4.0
NE,NNE,2016-03-21,17.0,NNW,29.8,20.5,39.0,68.0,No,28.4,SalmonGums,30.0,7.0,Yes,14.9,0.0
S,SSE,2016-03-22,15.0,SSE,19.8,19.2,92.0,93.0,Yes,19.3,SalmonGums,35.0,20.0,Yes,18.9,7.2
E,SE,2016-03-23,17.0,ESE,23.3,18.8,72.0,85.0,Yes,21.2,SalmonGums,26.0,13.0,Yes,17.1,21.4
SE,ESE,2016-03-24,24.0,SE,21.0,17.5,77.0,94.0,Yes,20.4,SalmonGums,37.0,19.0,Yes,17.0,8.0
E,NE,2016-03-25,17.0,E,25.2,18.7,53.0,80.0,Yes,23.6,SalmonGums,28.0,13.0,No,15.8,1.4
ENE,E,2016-03-26,17.0,ENE,19.9,17.0,71.0,79.0,No,19.0,SalmonGums,30.0,13.0,Yes,15.2,0.2
E,ENE,2016-03-27,17.0,ESE,17.8,14.5,88.0,86.0,Yes,15.5,SalmonGums,31.0,13.0,Yes,13.6,1.6
SE,S,2016-03-28,15.0,S,23.0,17.5,54.0,74.0,Yes,21.5,SalmonGums,28.0,17.0,No,12.8,2.8
NE,NNW,2016-03-29,6.0,SW,23.9,18.3,40.0,70.0,No,23.8,SalmonGums,30.0,2.0,No,6.5,0.0
NNW,WNW,2016-03-30,11.0,WNW,27.3,19.8,32.0,64.0,No,26.4,SalmonGums,24.0,7.0,No,7.2,0.0
NNW,NNW,2016-03-31,22.0,WNW,30.8,22.9,30.0,48.0,No,29.6,SalmonGums,37.0,17.0,No,11.0,0.0
WNW,SSW,2016-04-01,13.0,S,23.1,17.5,60.0,86.0,No,22.1,SalmonGums,33.0,19.0,No,12.6,0.0
NE,ESE,2016-04-02,13.0,SE,23.8,17.5,47.0,74.0,No,23.1,SalmonGums,22.0,7.0,No,8.2,0.0
NNE,N,2016-04-03,15.0,N,29.5,20.8,32.0,63.0,No,29.2,SalmonGums,28.0,9.0,No,10.9,0.0
NNW,SSW,2016-04-04,22.0,SSW,33.6,26.1,47.0,45.0,No,24.4,SalmonGums,52.0,31.0,No,15.2,0.0
S,SSW,2016-04-05,20.0,S,19.1,17.4,50.0,46.0,No,16.9,SalmonGums,41.0,24.0,No,13.6,0.4
SE,ESE,2016-04-06,13.0,SSE,21.5,15.7,43.0,60.0,No,19.1,SalmonGums,35.0,20.0,No,7.7,0.0
NNE,SSE,2016-04-07,9.0,S,21.6,17.6,33.0,45.0,No,20.7,SalmonGums,30.0,6.0,No,4.4,0.0
N,NNE,2016-04-08,11.0,NNE,23.5,18.1,35.0,53.0,No,22.7,SalmonGums,28.0,11.0,No,3.9,0.0
N,SSE,2016-04-09,11.0,ESE,26.0,20.4,32.0,50.0,No,25.4,SalmonGums,31.0,6.0,No,7.2,0.0
E,NE,2016-04-10,15.0,NNE,27.8,18.6,28.0,61.0,No,26.8,SalmonGums,31.0,9.0,No,9.4,0.0
NE,ENE,2016-04-11,20.0,E,26.9,19.4,33.0,63.0,No,26.0,SalmonGums,31.0,17.0,No,13.6,0.0
NNE,NNE,2016-04-12,15.0,NE,23.3,18.4,42.0,64.0,No,22.8,SalmonGums,31.0,13.0,No,15.4,0.0
N,N,2016-04-13,15.0,N,23.9,18.6,47.0,64.0,No,23.0,SalmonGums,30.0,17.0,No,15.7,1.0
NW,S,2016-04-14,13.0,SSW,28.0,21.9,50.0,63.0,No,25.8,SalmonGums,28.0,13.0,No,15.9,0.2
S,SE,2016-04-15,11.0,SE,22.8,18.5,55.0,78.0,No,22.4,SalmonGums,33.0,15.0,No,15.8,0.0
NE,NE,2016-04-16,26.0,NNE,23.8,17.8,50.0,72.0,No,23.5,SalmonGums,39.0,17.0,No,14.1,0.0
N,N,2016-04-17,22.0,NW,29.7,22.5,34.0,55.0,No,26.6,SalmonGums,43.0,15.0,No,17.7,0.0
SSE,WNW,2016-04-18,4.0,WNW,25.6,18.7,43.0,82.0,No,24.2,SalmonGums,37.0,15.0,No,15.7,0.0
W,S,2016-04-19,6.0,SSW,25.1,19.4,40.0,65.0,No,23.9,SalmonGums,31.0,17.0,No,13.2,0.0
SSW,SSW,2016-04-20,15.0,S,23.1,17.5,46.0,80.0,No,21.1,SalmonGums,30.0,17.0,No,10.4,0.0
SE,SSE,2016-04-21,11.0,SSE,21.5,14.5,47.0,93.0,No,20.6,SalmonGums,26.0,15.0,No,7.8,0.6
ENE,NNE,2016-04-22,6.0,E,23.5,13.6,44.0,94.0,No,22.5,SalmonGums,28.0,15.0,No,3.2,0.0
NE,ENE,2016-04-23,13.0,NNE,25.1,18.4,34.0,64.0,No,24.1,SalmonGums,41.0,19.0,No,10.0,0.0
N,N,2016-04-24,24.0,NW,32.4,20.9,21.0,47.0,No,30.9,SalmonGums,41.0,17.0,No,13.3,0.0
WNW,NW,2016-04-25,13.0,WNW,26.9,24.7,47.0,37.0,No,24.1,SalmonGums,48.0,24.0,Yes,18.4,0.0
NNW,W,2016-04-26,15.0,WNW,22.3,17.1,46.0,91.0,Yes,22.0,SalmonGums,72.0,30.0,Yes,16.3,5.0
WNW,WSW,2016-04-27,13.0,WNW,16.8,11.8,46.0,75.0,Yes,16.1,SalmonGums,31.0,17.0,No,6.8,16.2
NW,NW,2016-04-28,19.0,NW,20.1,13.9,47.0,68.0,No,19.0,SalmonGums,57.0,31.0,Yes,6.7,0.0
NW,NW,2016-04-29,19.0,WNW,17.7,13.2,61.0,76.0,Yes,17.6,SalmonGums,44.0,20.0,Yes,8.5,3.8
W,SW,2016-04-30,15.0,SW,15.9,12.3,65.0,76.0,Yes,14.3,SalmonGums,41.0,15.0,No,8.6,5.6
WNW,WSW,2016-05-01,13.0,W,18.0,11.7,43.0,81.0,No,16.7,SalmonGums,33.0,15.0,No,3.4,0.0
WNW,WNW,2016-05-02,19.0,W,20.0,12.7,53.0,74.0,No,19.3,SalmonGums,37.0,19.0,No,5.6,0.0
SW,WSW,2016-05-03,15.0,SSW,20.2,15.7,56.0,80.0,No,19.2,SalmonGums,31.0,17.0,No,10.9,0.0
WNW,WNW,2016-05-04,11.0,WNW,23.2,14.3,39.0,83.0,No,23.0,SalmonGums,31.0,15.0,No,6.8,0.0
W,WSW,2016-05-05,15.0,S,17.9,14.8,78.0,76.0,No,15.9,SalmonGums,28.0,13.0,No,8.2,0.0
NNE,NNW,2016-05-06,15.0,WNW,22.1,15.8,42.0,72.0,No,21.6,SalmonGums,31.0,7.0,Yes,6.1,0.0
WNW,W,2016-05-07,7.0,SW,17.6,11.7,61.0,92.0,Yes,15.4,SalmonGums,50.0,17.0,Yes,8.0,3.0
WSW,SSW,2016-05-08,22.0,SSW,17.1,12.0,77.0,93.0,Yes,15.6,SalmonGums,54.0,26.0,Yes,10.4,16.4
W,SW,2016-05-09,15.0,WSW,17.4,11.2,72.0,84.0,Yes,17.1,SalmonGums,37.0,20.0,No,8.8,9.4
WSW,SSW,2016-05-10,2.0,WNW,18.8,13.7,50.0,68.0,No,18.3,SalmonGums,19.0,6.0,No,10.1,0.0
NW,NW,2016-05-11,9.0,NNW,23.4,14.1,33.0,65.0,No,23.0,SalmonGums,19.0,9.0,No,5.5,0.0
NNW,NNW,2016-05-12,19.0,NNW,26.2,17.0,18.0,45.0,No,25.9,SalmonGums,33.0,17.0,No,7.9,0.0
NNW,NW,2016-05-13,13.0,WNW,26.6,18.0,22.0,38.0,No,26.2,SalmonGums,43.0,17.0,No,7.0,0.0
NW,W,2016-05-14,15.0,W,23.1,15.1,51.0,74.0,No,22.8,SalmonGums,33.0,11.0,No,5.8,0.0
N,W,2016-05-15,19.0,WNW,22.4,15.7,47.0,78.0,No,21.7,SalmonGums,50.0,24.0,No,6.9,0.0
W,W,2016-05-16,11.0,WNW,18.9,12.8,43.0,74.0,No,18.4,SalmonGums,30.0,7.0,No,7.3,0.0
W,WSW,2016-05-17,11.0,SW,20.4,13.0,51.0,66.0,No,18.2,SalmonGums,30.0,9.0,No,2.4,0.0
NW,WSW,2016-05-18,13.0,W,20.9,14.0,47.0,71.0,No,20.2,SalmonGums,41.0,11.0,No,2.7,0.0
,E,2016-05-19,0.0,ENE,18.4,10.9,56.0,93.0,No,18.2,SalmonGums,19.0,9.0,No,5.6,0.2
E,NW,2016-05-20,2.0,NNW,23.8,13.9,38.0,74.0,No,23.3,SalmonGums,37.0,20.0,No,9.8,0.0
N,W,2016-05-21,22.0,NNW,20.3,15.6,87.0,64.0,No,13.1,SalmonGums,63.0,28.0,Yes,13.1,0.0
WNW,WNW,2016-05-22,22.0,WNW,16.5,9.9,49.0,72.0,Yes,16.1,SalmonGums,44.0,17.0,No,5.9,3.6
NNW,N,2016-05-23,15.0,N,19.4,12.2,47.0,82.0,No,19.1,SalmonGums,37.0,19.0,Yes,7.6,0.0
NNW,NW,2016-05-24,17.0,W,16.3,12.6,81.0,80.0,Yes,15.5,SalmonGums,52.0,13.0,No,11.1,2.0
W,WNW,2016-05-25,15.0,W,15.9,12.5,52.0,77.0,No,15.8,SalmonGums,28.0,9.0,No,7.7,0.6
WNW,SW,2016-05-26,17.0,WSW,17.7,13.1,50.0,80.0,No,16.6,SalmonGums,41.0,15.0,No,6.8,0.0
SW,SSW,2016-05-27,7.0,N,17.7,10.6,37.0,76.0,No,17.0,SalmonGums,20.0,2.0,No,3.4,0.0
N,N,2016-05-28,22.0,W,18.6,12.3,42.0,57.0,No,18.1,SalmonGums,39.0,17.0,No,0.1,0.0
W,SSW,2016-05-29,11.0,SSW,14.9,10.2,79.0,90.0,No,12.4,SalmonGums,35.0,19.0,No,5.2,0.2
SSW,SSW,2016-05-30,2.0,S,13.3,9.1,66.0,95.0,No,12.7,SalmonGums,17.0,6.0,No,0.4,0.2
N,NNE,2016-05-31,6.0,S,16.9,10.5,47.0,79.0,No,16.1,SalmonGums,20.0,6.0,No,-2.5,0.0
WSW,SE,2016-06-01,2.0,SE,17.4,9.7,47.0,94.0,No,16.5,SalmonGums,20.0,6.0,No,0.0,0.0
NE,ENE,2016-06-02,6.0,ENE,16.8,8.0,50.0,95.0,No,16.4,SalmonGums,30.0,17.0,No,0.2,0.4
NNE,NE,2016-06-03,19.0,N,20.8,11.7,45.0,82.0,No,19.6,SalmonGums,41.0,19.0,No,3.6,0.2
W,SW,2016-06-04,9.0,SW,15.2,14.5,60.0,79.0,No,14.5,SalmonGums,46.0,19.0,No,11.6,0.0
WNW,SW,2016-06-05,7.0,ENE,15.8,8.2,47.0,78.0,No,14.4,SalmonGums,19.0,4.0,No,5.5,0.0
,NNE,2016-06-06,0.0,N,14.9,9.6,61.0,88.0,No,13.9,SalmonGums,30.0,15.0,No,-3.0,0.0
NNW,W,2016-06-07,17.0,W,13.0,11.7,79.0,79.0,No,11.6,SalmonGums,48.0,24.0,Yes,8.4,0.0
SSW,SW,2016-06-08,28.0,SSW,15.0,12.1,92.0,92.0,Yes,11.9,SalmonGums,65.0,22.0,Yes,9.0,20.6
NW,WNW,2016-06-09,17.0,NW,13.2,8.8,61.0,76.0,Yes,12.7,SalmonGums,30.0,15.0,No,6.8,7.4
W,WNW,2016-06-10,7.0,SSE,12.7,10.0,89.0,92.0,No,11.9,SalmonGums,22.0,6.0,No,7.3,0.2
NE,NE,2016-06-11,22.0,NE,15.1,12.0,64.0,77.0,No,14.4,SalmonGums,39.0,19.0,No,8.8,0.4
N,N,2016-06-12,17.0,NNE,15.3,11.7,62.0,74.0,No,14.8,SalmonGums,44.0,13.0,Yes,8.6,0.0
N,NW,2016-06-13,17.0,NW,16.1,11.5,69.0,80.0,Yes,15.1,SalmonGums,35.0,11.0,Yes,8.6,1.4
ESE,ESE,2016-06-14,11.0,ESE,12.4,11.1,93.0,94.0,Yes,12.1,SalmonGums,31.0,15.0,Yes,7.9,7.8
ENE,SSW,2016-06-15,6.0,S,16.2,10.9,73.0,95.0,Yes,14.4,SalmonGums,22.0,7.0,Yes,8.8,5.6
SSW,S,2016-06-16,6.0,NW,13.8,10.5,88.0,96.0,Yes,12.8,SalmonGums,26.0,6.0,Yes,5.6,5.4
SSE,SSW,2016-06-17,13.0,S,13.1,9.8,71.0,89.0,Yes,11.3,SalmonGums,30.0,11.0,No,4.4,2.4
NNW,NNE,2016-06-18,9.0,NNE,13.5,8.0,61.0,94.0,No,12.8,SalmonGums,28.0,15.0,No,-1.0,0.2
N,N,2016-06-19,22.0,N,17.4,9.0,59.0,73.0,No,16.0,SalmonGums,37.0,13.0,No,2.3,0.0
WNW,W,2016-06-20,17.0,WNW,15.6,13.1,73.0,86.0,No,14.9,SalmonGums,31.0,17.0,Yes,9.0,0.6
W,SSW,2016-06-21,11.0,WSW,14.9,10.0,53.0,89.0,Yes,13.6,SalmonGums,43.0,15.0,No,7.8,1.2
NW,W,2016-06-22,15.0,WNW,15.9,8.7,56.0,77.0,No,14.9,SalmonGums,35.0,19.0,No,2.0,0.2
W,WSW,2016-06-23,11.0,WSW,13.7,8.7,63.0,91.0,No,12.3,SalmonGums,39.0,17.0,No,7.2,0.0
NNW,NNW,2016-06-24,11.0,N,13.5,8.4,55.0,83.0,No,12.3,SalmonGums,26.0,11.0,No,0.3,0.4
NW,WSW,2016-06-25,15.0,SW,16.1,9.1,66.0,70.0,No,13.1,SalmonGums,41.0,19.0,No,3.1,0.0
WNW,W,2016-06-26,11.0,WNW,15.1,7.3,44.0,85.0,No,14.7,SalmonGums,28.0,13.0,No,2.9,1.0
NNW,NW,2016-06-27,11.0,NW,15.8,8.1,38.0,70.0,No,15.3,SalmonGums,33.0,13.0,No,0.1,0.2
N,WNW,2016-06-28,13.0,NW,18.3,10.2,36.0,62.0,No,18.1,SalmonGums,35.0,15.0,Yes,1.5,0.0
WNW,W,2016-06-29,17.0,WSW,18.0,13.6,52.0,85.0,Yes,16.9,SalmonGums,41.0,17.0,No,10.3,1.4
WNW,SSW,2016-06-30,9.0,WSW,17.0,8.9,52.0,84.0,No,15.5,SalmonGums,24.0,6.0,No,3.7,0.2
NW,N,2016-07-01,7.0,NNE,16.7,10.1,45.0,84.0,No,16.4,SalmonGums,19.0,9.0,No,3.3,0.0
NNW,NNW,2016-07-02,15.0,N,19.2,10.8,32.0,56.0,No,18.4,SalmonGums,24.0,6.0,No,-3.1,0.2
NW,SSW,2016-07-03,7.0,SW,17.2,9.9,69.0,69.0,No,13.4,SalmonGums,48.0,22.0,Yes,1.0,0.0
SSE,SE,2016-07-04,11.0,SE,12.7,8.6,65.0,89.0,Yes,12.3,SalmonGums,37.0,9.0,No,5.2,3.0
,E,2016-07-05,0.0,NE,13.4,3.9,61.0,96.0,No,12.7,SalmonGums,24.0,13.0,No,-2.0,1.0
ENE,ENE,2016-07-06,11.0,ENE,13.7,8.1,58.0,92.0,No,12.8,SalmonGums,30.0,11.0,No,3.0,0.0
N,NNW,2016-07-07,19.0,N,14.8,7.3,53.0,89.0,No,14.3,SalmonGums,28.0,15.0,No,-2.5,0.0
N,N,2016-07-08,22.0,NNW,17.3,10.3,69.0,78.0,No,15.1,SalmonGums,39.0,11.0,Yes,6.7,0.0
W,WSW,2016-07-09,6.0,WSW,10.9,8.1,83.0,93.0,Yes,10.6,SalmonGums,44.0,22.0,Yes,7.8,12.6
W,W,2016-07-10,22.0,W,13.5,8.1,63.0,90.0,Yes,13.3,SalmonGums,44.0,24.0,No,6.5,5.2
W,WSW,2016-07-11,19.0,WSW,14.3,8.9,77.0,83.0,No,10.3,SalmonGums,54.0,24.0,No,5.8,0.2
WSW,S,2016-07-12,11.0,SE,11.9,7.0,61.0,92.0,No,10.8,SalmonGums,28.0,9.0,No,3.7,1.0
ENE,NNE,2016-07-13,9.0,NNE,13.3,7.7,52.0,80.0,No,13.1,SalmonGums,30.0,13.0,No,-1.0,0.0
N,N,2016-07-14,20.0,N,15.4,8.6,41.0,65.0,No,14.9,SalmonGums,54.0,15.0,No,3.7,0.0
NNW,N,2016-07-15,20.0,N,20.1,11.2,27.0,53.0,No,19.6,SalmonGums,37.0,20.0,No,6.4,0.0
NNW,NW,2016-07-16,24.0,NW,23.1,13.5,33.0,42.0,No,22.3,SalmonGums,46.0,26.0,Yes,8.2,0.0
N,WNW,2016-07-17,19.0,WNW,16.6,13.0,71.0,86.0,Yes,14.5,SalmonGums,43.0,19.0,Yes,12.2,4.0
NW,S,2016-07-18,11.0,SW,14.9,10.5,65.0,88.0,Yes,14.2,SalmonGums,22.0,9.0,No,7.9,2.0
WSW,E,2016-07-19,6.0,E,14.7,8.9,63.0,95.0,No,12.7,SalmonGums,17.0,6.0,No,2.9,0.6
N,N,2016-07-20,6.0,N,15.6,9.2,64.0,95.0,No,14.7,SalmonGums,22.0,9.0,No,1.6,0.2
