wind dir 9 am,rainfall,wind gust speed,max temp f,humidity 9 am,wind speed 3 pm,rain today,temp 3 pm f,wind speed 9 am,temp 9 am f,location,humidity 3 pm,date,min temp f,wind gust dir,wind dir 3 pm,rain tomorrow
WSW,0.0,26.0,49.64,21.0,11.0,No,43.519999999999996,11.0,43.34,MountGinini,42.0,2015-05-25,38.48,WSW,SW,No
WSW,0.0,24.0,48.92,12.0,7.0,No,43.34,11.0,42.980000000000004,MountGinini,35.0,2015-05-26,36.68,W,WNW,No
SW,0.0,37.0,43.16,91.0,11.0,No,38.48,17.0,37.58,MountGinini,98.0,2015-05-27,34.34,SW,W,No
W,1.0,50.0,42.260000000000005,97.0,20.0,No,40.28,13.0,39.56,MountGinini,97.0,2015-05-28,36.32,WNW,WNW,Yes
WSW,11.8,63.0,42.8,97.0,13.0,Yes,41.72,26.0,36.5,MountGinini,87.0,2015-05-29,36.14,W,W,No
SW,0.0,52.0,38.12,96.0,17.0,No,36.32,20.0,28.76,MountGinini,87.0,2015-05-30,27.5,WSW,WSW,No
SW,0.0,59.0,33.8,97.0,20.0,No,32.72,28.0,30.56,MountGinini,94.0,2015-05-31,28.04,W,W,Yes
SSW,4.4,46.0,29.66,96.0,13.0,Yes,25.34,15.0,20.84,MountGinini,94.0,2015-06-01,20.48,W,SW,No
SSE,0.0,48.0,36.5,59.0,6.0,No,34.7,11.0,29.48,MountGinini,74.0,2015-06-02,19.76,S,S,No
WNW,0.0,17.0,37.22,75.0,7.0,No,36.5,6.0,31.46,MountGinini,73.0,2015-06-03,26.240000000000002,WSW,W,No
WNW,0.0,50.0,38.48,41.0,19.0,No,35.6,11.0,34.34,MountGinini,62.0,2015-06-04,25.880000000000003,WSW,WNW,Yes
ESE,2.0,28.0,39.2,98.0,4.0,Yes,37.76,6.0,28.94,MountGinini,69.0,2015-06-05,26.240000000000002,WSW,SSW,No
W,0.0,24.0,45.5,54.0,9.0,No,43.34,15.0,39.02,MountGinini,67.0,2015-06-06,28.94,W,W,No
WNW,0.0,54.0,43.34,64.0,17.0,No,41.0,22.0,35.42,MountGinini,68.0,2015-06-07,34.7,W,W,No
W,0.0,70.0,39.38,98.0,22.0,No,36.86,26.0,33.44,MountGinini,95.0,2015-06-08,32.54,W,W,No
W,0.0,81.0,37.4,98.0,20.0,No,36.14,30.0,35.42,MountGinini,98.0,2015-06-09,33.08,WSW,WSW,No
E,0.4,24.0,42.980000000000004,68.0,2.0,No,37.58,15.0,33.44,MountGinini,80.0,2015-06-10,26.060000000000002,E,ESE,No
E,0.0,22.0,51.08,29.0,4.0,No,46.04,9.0,42.8,MountGinini,67.0,2015-06-11,28.580000000000002,ENE,SW,No
ENE,0.0,17.0,54.68,31.0,4.0,No,48.56,7.0,49.82,MountGinini,37.0,2015-06-12,41.54,NNE,E,No
W,0.0,22.0,48.56,44.0,9.0,No,45.68,13.0,42.44,MountGinini,72.0,2015-06-13,39.92,WSW,WSW,No
W,0.0,31.0,47.120000000000005,58.0,2.0,No,45.68,11.0,39.56,MountGinini,64.0,2015-06-14,36.86,E,ESE,No
ENE,0.0,54.0,41.36,98.0,24.0,No,39.38,24.0,35.78,MountGinini,98.0,2015-06-15,34.7,ENE,ENE,Yes
N,14.6,46.0,42.8,97.0,13.0,Yes,42.260000000000005,13.0,41.18,MountGinini,97.0,2015-06-16,35.42,NE,NNW,Yes
E,32.4,31.0,41.72,97.0,13.0,Yes,39.92,7.0,39.92,MountGinini,97.0,2015-06-17,39.56,WNW,NNW,Yes
ESE,17.8,43.0,37.58,97.0,22.0,Yes,34.34,9.0,36.14,MountGinini,97.0,2015-06-18,35.42,E,E,Yes
SE,7.4,37.0,34.7,98.0,6.0,Yes,32.36,11.0,28.22,MountGinini,96.0,2015-06-19,26.6,SE,SSE,No
E,0.0,31.0,35.96,98.0,6.0,No,34.34,19.0,25.7,MountGinini,87.0,2015-06-20,20.48,E,E,No
WNW,0.0,35.0,39.2,94.0,17.0,No,36.86,17.0,30.2,MountGinini,71.0,2015-06-21,25.52,WNW,W,No
W,0.0,44.0,39.2,96.0,22.0,No,33.98,22.0,31.1,MountGinini,71.0,2015-06-22,28.04,W,W,No
W,0.0,52.0,39.2,98.0,20.0,No,34.52,31.0,32.9,MountGinini,98.0,2015-06-23,30.38,W,W,Yes
NW,5.6,44.0,39.2,97.0,17.0,Yes,39.02,17.0,37.94,MountGinini,97.0,2015-06-24,32.72,WNW,W,Yes
WSW,1.8,28.0,45.68,98.0,4.0,Yes,44.6,9.0,37.76,MountGinini,79.0,2015-06-25,35.78,SW,W,No
ESE,0.0,31.0,48.379999999999995,41.0,11.0,No,42.980000000000004,4.0,40.46,MountGinini,70.0,2015-06-26,32.9,WSW,W,No
WSW,0.0,37.0,46.76,22.0,20.0,No,44.78,20.0,41.36,MountGinini,33.0,2015-06-27,35.24,WSW,WSW,No
SW,0.0,20.0,49.1,23.0,9.0,No,44.96,6.0,44.42,MountGinini,53.0,2015-06-28,37.58,WSW,WSW,No
WNW,0.0,28.0,49.28,26.0,2.0,No,44.06,6.0,42.8,MountGinini,65.0,2015-06-29,35.6,NNE,ESE,No
WNW,0.0,44.0,38.839999999999996,95.0,15.0,No,35.42,17.0,30.56,MountGinini,57.0,2015-06-30,27.5,WNW,WNW,No
SSW,0.0,50.0,40.46,34.0,11.0,No,35.96,7.0,35.24,MountGinini,82.0,2015-07-01,24.26,SSW,W,No
WSW,0.0,78.0,33.44,98.0,28.0,No,26.96,22.0,28.94,MountGinini,98.0,2015-07-02,23.72,WSW,SW,No
WNW,0.8,33.0,37.22,39.0,15.0,No,32.0,11.0,29.12,MountGinini,51.0,2015-07-03,19.939999999999998,SSW,W,No
SSW,0.0,46.0,39.38,24.0,13.0,No,38.3,20.0,36.86,MountGinini,50.0,2015-07-04,24.439999999999998,SW,SSW,No
WSW,0.0,30.0,42.620000000000005,80.0,9.0,No,39.2,9.0,36.5,MountGinini,89.0,2015-07-05,31.1,WSW,W,No
SSW,0.0,50.0,37.76,60.0,7.0,No,34.34,22.0,29.3,MountGinini,94.0,2015-07-06,25.7,SW,W,No
SSE,0.0,41.0,36.32,98.0,4.0,No,33.44,13.0,30.56,MountGinini,94.0,2015-07-07,27.68,SSW,E,No
SW,0.0,22.0,38.3,97.0,6.0,No,35.96,7.0,28.76,MountGinini,77.0,2015-07-08,25.880000000000003,NE,W,No
NW,0.0,33.0,39.38,98.0,9.0,No,37.4,9.0,30.74,MountGinini,72.0,2015-07-09,25.7,N,NW,Yes
NW,9.2,54.0,33.8,98.0,13.0,Yes,32.18,22.0,31.46,MountGinini,98.0,2015-07-10,30.74,NNW,WNW,Yes
NW,11.4,67.0,34.52,97.0,19.0,Yes,32.9,19.0,33.8,MountGinini,97.0,2015-07-11,29.3,NW,NNW,Yes
WSW,19.0,43.0,29.48,97.0,13.0,Yes,27.32,9.0,23.9,MountGinini,98.0,2015-07-12,23.54,SW,WSW,Yes
WSW,6.8,63.0,31.64,98.0,15.0,Yes,31.28,26.0,29.3,MountGinini,98.0,2015-07-13,23.72,SW,WSW,Yes
WSW,4.8,44.0,30.74,98.0,11.0,Yes,27.14,13.0,26.240000000000002,MountGinini,98.0,2015-07-14,25.34,W,WNW,No
N,1.0,26.0,32.0,98.0,11.0,No,29.3,4.0,29.12,MountGinini,98.0,2015-07-15,21.560000000000002,E,ENE,Yes
ESE,6.0,43.0,31.64,98.0,7.0,Yes,30.74,9.0,28.76,MountGinini,98.0,2015-07-16,26.78,SSE,SSE,Yes
S,2.8,59.0,30.38,98.0,11.0,Yes,29.84,24.0,26.240000000000002,MountGinini,97.0,2015-07-17,24.08,S,SW,No
ESE,0.0,43.0,31.82,98.0,4.0,No,29.66,7.0,26.060000000000002,MountGinini,96.0,2015-07-18,22.82,S,SE,No
NE,0.0,30.0,36.32,99.0,4.0,No,33.98,6.0,31.46,MountGinini,94.0,2015-07-19,24.439999999999998,ESE,WNW,No
WNW,0.0,31.0,37.76,98.0,9.0,No,36.5,13.0,29.84,MountGinini,82.0,2015-07-20,25.880000000000003,NNE,WNW,No
NNW,0.0,54.0,36.68,98.0,17.0,No,35.96,17.0,33.44,MountGinini,80.0,2015-07-21,29.84,N,NW,Yes
NW,2.0,59.0,34.88,98.0,20.0,Yes,32.72,28.0,34.34,MountGinini,97.0,2015-07-22,32.18,NW,WNW,Yes
ESE,16.6,28.0,36.68,98.0,6.0,Yes,36.14,7.0,32.54,MountGinini,98.0,2015-07-23,31.82,E,E,No
WNW,0.8,63.0,34.88,98.0,22.0,No,34.34,19.0,33.08,MountGinini,97.0,2015-07-24,31.1,WNW,WNW,Yes
W,10.6,65.0,31.64,97.0,20.0,Yes,30.2,26.0,30.38,MountGinini,97.0,2015-07-25,29.66,W,WNW,No
W,0.6,59.0,31.64,97.0,24.0,No,26.6,13.0,31.28,MountGinini,97.0,2015-07-26,27.68,WSW,W,Yes
WSW,7.0,54.0,26.240000000000002,98.0,19.0,Yes,24.98,19.0,21.92,MountGinini,98.0,2015-07-27,20.3,WSW,SW,No
SSW,0.0,41.0,32.0,99.0,9.0,No,31.64,11.0,26.060000000000002,MountGinini,99.0,2015-07-28,21.92,SW,SSW,No
NNE,0.2,41.0,35.96,98.0,15.0,No,34.34,9.0,30.56,MountGinini,94.0,2015-07-29,26.060000000000002,NW,WNW,No
WSW,0.0,61.0,34.88,98.0,20.0,No,32.0,20.0,28.04,MountGinini,94.0,2015-07-30,25.7,W,WNW,No
WSW,0.0,72.0,39.02,98.0,15.0,No,37.76,17.0,31.64,MountGinini,80.0,2015-07-31,27.86,W,W,No
WNW,0.0,93.0,38.48,98.0,46.0,No,37.04,35.0,33.26,MountGinini,99.0,2015-08-01,28.94,W,W,Yes
NW,25.8,69.0,36.5,97.0,24.0,Yes,33.62,31.0,36.32,MountGinini,97.0,2015-08-02,33.08,W,W,Yes
W,3.0,72.0,29.48,98.0,20.0,Yes,27.68,20.0,27.32,MountGinini,98.0,2015-08-03,24.98,W,WSW,No
W,0.0,48.0,30.56,83.0,13.0,No,29.84,13.0,22.46,MountGinini,93.0,2015-08-04,17.240000000000002,WSW,W,No
W,0.8,57.0,28.94,98.0,22.0,No,28.4,19.0,24.98,MountGinini,99.0,2015-08-05,19.04,WSW,WSW,Yes
SW,3.6,41.0,29.3,99.0,24.0,Yes,28.04,17.0,25.52,MountGinini,99.0,2015-08-06,21.560000000000002,SW,SW,No
SW,0.0,37.0,34.7,99.0,15.0,No,32.0,17.0,29.12,MountGinini,99.0,2015-08-07,25.52,SSW,SW,No
ESE,0.0,22.0,41.36,52.0,7.0,No,39.74,4.0,33.8,MountGinini,65.0,2015-08-08,25.16,SSW,W,No
NNW,0.0,43.0,37.76,96.0,13.0,No,35.6,11.0,30.56,MountGinini,77.0,2015-08-09,27.5,NW,NNW,No
WSW,0.0,63.0,35.42,98.0,19.0,No,34.52,17.0,27.86,MountGinini,96.0,2015-08-10,26.42,WNW,WNW,No
WSW,0.0,56.0,35.78,98.0,15.0,No,35.06,19.0,29.12,MountGinini,74.0,2015-08-11,27.86,W,WNW,No
N,0.0,44.0,30.56,94.0,19.0,No,24.8,22.0,30.56,MountGinini,98.0,2015-08-12,27.68,NNW,W,Yes
SW,10.2,54.0,32.18,98.0,28.0,Yes,28.22,15.0,25.880000000000003,MountGinini,98.0,2015-08-13,24.08,SW,SW,No
SSW,0.0,54.0,41.36,99.0,15.0,No,39.92,24.0,32.18,MountGinini,71.0,2015-08-14,25.7,SW,SSW,No
E,0.0,24.0,41.18,98.0,6.0,No,39.56,13.0,32.9,MountGinini,94.0,2015-08-15,32.18,E,NE,No
W,0.0,52.0,38.839999999999996,98.0,13.0,No,37.04,17.0,32.36,MountGinini,74.0,2015-08-16,30.92,WSW,SW,No
W,0.2,70.0,32.0,98.0,24.0,No,31.46,28.0,31.1,MountGinini,98.0,2015-08-17,27.68,WSW,W,Yes
SSW,1.6,39.0,38.3,87.0,6.0,Yes,37.22,7.0,25.34,MountGinini,69.0,2015-08-18,20.3,WSW,WNW,No
NNW,0.0,30.0,40.46,46.0,6.0,No,39.2,6.0,34.7,MountGinini,77.0,2015-08-19,24.439999999999998,NNE,NNW,No
W,0.0,37.0,45.14,53.0,9.0,No,44.78,17.0,34.34,MountGinini,48.0,2015-08-20,28.22,WSW,WNW,No
WNW,0.0,67.0,46.04,63.0,19.0,No,41.18,13.0,41.18,MountGinini,81.0,2015-08-21,33.44,WNW,WNW,Yes
WNW,2.0,70.0,49.28,98.0,24.0,Yes,46.04,33.0,41.0,MountGinini,94.0,2015-08-22,38.3,WNW,WNW,No
W,0.2,48.0,41.18,98.0,11.0,No,40.46,17.0,39.38,MountGinini,98.0,2015-08-23,37.4,WNW,W,No
E,0.8,59.0,36.86,98.0,28.0,No,32.36,20.0,36.86,MountGinini,97.0,2015-08-24,35.78,ESE,E,Yes
ESE,23.8,67.0,33.08,97.0,15.0,Yes,30.92,15.0,31.64,MountGinini,97.0,2015-08-25,28.94,ESE,ESE,Yes
ESE,5.6,56.0,38.839999999999996,97.0,13.0,Yes,38.12,17.0,33.08,MountGinini,97.0,2015-08-26,30.38,ESE,ESE,Yes
N,4.2,39.0,38.660000000000004,97.0,20.0,Yes,35.96,9.0,37.4,MountGinini,97.0,2015-08-27,32.9,W,W,Yes
S,6.0,50.0,42.260000000000005,97.0,13.0,Yes,41.54,26.0,32.0,MountGinini,94.0,2015-08-28,29.12,SSW,WSW,No
WSW,0.0,41.0,39.74,98.0,17.0,No,39.02,19.0,29.66,MountGinini,58.0,2015-08-29,27.14,WSW,WSW,No
SE,0.0,33.0,42.620000000000005,94.0,2.0,No,38.660000000000004,6.0,32.36,MountGinini,89.0,2015-08-30,26.42,S,SSW,No
SW,0.4,31.0,44.6,71.0,9.0,No,43.34,13.0,32.54,MountGinini,48.0,2015-08-31,27.68,SW,W,No
SSW,0.0,46.0,46.94,31.0,11.0,No,46.4,24.0,35.78,MountGinini,41.0,2015-09-01,26.060000000000002,SSW,WSW,No
W,0.0,41.0,49.64,15.0,11.0,No,47.48,13.0,39.74,MountGinini,43.0,2015-09-02,30.74,NNE,NW,Yes
WSW,10.6,65.0,36.86,98.0,26.0,Yes,33.98,9.0,33.26,MountGinini,98.0,2015-09-03,32.36,S,SSE,Yes
W,1.6,41.0,44.42,99.0,17.0,Yes,43.7,9.0,36.86,MountGinini,77.0,2015-09-04,30.38,SSE,W,No
E,0.0,30.0,48.92,54.0,11.0,No,41.9,6.0,40.28,MountGinini,81.0,2015-09-05,29.84,WSW,NNE,No
NNE,0.0,54.0,39.02,99.0,13.0,No,37.22,15.0,34.16,MountGinini,98.0,2015-09-06,31.1,NW,N,No
WNW,0.0,70.0,37.76,98.0,22.0,No,33.62,22.0,32.54,MountGinini,80.0,2015-09-07,32.36,W,W,Yes
WSW,1.4,56.0,41.9,99.0,19.0,Yes,33.26,20.0,29.66,MountGinini,98.0,2015-09-08,24.98,WSW,WSW,No
S,1.0,56.0,50.72,41.0,9.0,No,45.14,15.0,40.64,MountGinini,74.0,2015-09-09,28.4,S,WNW,No
SE,0.0,22.0,49.82,95.0,7.0,No,49.46,6.0,35.06,MountGinini,60.0,2015-09-10,28.22,NE,W,No
W,0.0,37.0,54.14,98.0,17.0,No,52.34,20.0,39.56,MountGinini,54.0,2015-09-11,32.54,WNW,W,No
WSW,0.0,43.0,55.94,95.0,9.0,No,53.06,24.0,40.1,MountGinini,53.0,2015-09-12,35.24,WSW,W,No
SW,0.0,26.0,57.92,35.0,9.0,No,55.58,13.0,46.94,MountGinini,51.0,2015-09-13,37.94,NW,NNE,No
WNW,0.0,50.0,57.2,71.0,17.0,No,53.6,13.0,48.56,MountGinini,56.0,2015-09-14,40.46,NNW,W,Yes
NW,1.6,76.0,43.519999999999996,97.0,26.0,Yes,41.9,24.0,39.2,MountGinini,70.0,2015-09-15,39.2,W,W,No
SSW,0.2,43.0,49.82,41.0,13.0,No,47.66,6.0,39.38,MountGinini,62.0,2015-09-16,29.12,SW,WNW,No
E,0.0,28.0,50.18,97.0,6.0,No,46.4,7.0,35.24,MountGinini,50.0,2015-09-17,29.3,ESE,NNE,No
SSW,0.0,26.0,47.66,93.0,9.0,No,42.260000000000005,4.0,38.660000000000004,MountGinini,75.0,2015-09-18,31.28,E,ENE,No
ENE,0.0,33.0,43.7,98.0,9.0,No,42.08,19.0,37.4,MountGinini,93.0,2015-09-19,31.28,E,NE,No
WNW,0.0,24.0,50.72,96.0,7.0,No,46.94,6.0,42.44,MountGinini,64.0,2015-09-20,33.62,NW,NW,No
WNW,0.4,48.0,51.98,98.0,11.0,No,39.56,9.0,43.34,MountGinini,96.0,2015-09-21,37.04,SW,WSW,Yes
SSW,1.4,50.0,36.86,96.0,20.0,Yes,30.74,11.0,32.9,MountGinini,95.0,2015-09-22,27.32,S,SSW,No
SSE,0.8,54.0,35.78,87.0,19.0,No,32.54,22.0,27.32,MountGinini,62.0,2015-09-23,21.2,SSE,SSE,No
SSE,0.0,57.0,37.22,97.0,19.0,No,31.1,30.0,28.580000000000002,MountGinini,95.0,2015-09-24,22.46,SSE,SE,No
SE,0.0,46.0,45.14,98.0,13.0,No,41.72,13.0,31.1,MountGinini,62.0,2015-09-25,25.7,ESE,SSE,No
ESE,0.2,39.0,48.2,97.0,6.0,No,46.22,13.0,38.12,MountGinini,57.0,2015-09-26,30.56,ESE,ESE,No
SSW,0.0,43.0,55.04,47.0,7.0,No,48.02,20.0,43.16,MountGinini,70.0,2015-09-27,33.26,SSW,NNE,No
SW,0.0,30.0,53.78,79.0,11.0,No,48.02,13.0,42.980000000000004,MountGinini,51.0,2015-09-28,35.42,SW,SSW,No
WNW,0.0,50.0,54.14,64.0,17.0,No,50.18,17.0,45.14,MountGinini,53.0,2015-09-29,37.58,NW,W,No
WNW,0.0,37.0,55.94,62.0,13.0,No,52.34,11.0,45.32,MountGinini,42.0,2015-09-30,35.42,NW,WNW,No
WNW,0.0,57.0,56.84,64.0,20.0,No,54.86,17.0,48.379999999999995,MountGinini,41.0,2015-10-01,36.68,WNW,W,No
SW,0.0,26.0,66.02,28.0,11.0,No,64.75999999999999,4.0,53.96,MountGinini,45.0,2015-10-02,41.0,NW,NW,No
W,0.0,50.0,68.72,22.0,15.0,No,67.64,17.0,60.62,MountGinini,23.0,2015-10-03,48.02,W,W,No
WSW,0.0,56.0,69.98,37.0,17.0,No,68.72,22.0,54.14,MountGinini,23.0,2015-10-04,48.379999999999995,W,WNW,No
W,0.0,48.0,73.94,29.0,17.0,No,72.32,15.0,56.3,MountGinini,21.0,2015-10-05,53.78,W,WNW,No
NW,0.0,67.0,71.96,32.0,26.0,No,70.7,20.0,61.16,MountGinini,24.0,2015-10-06,55.94,NW,NW,No
WSW,0.0,37.0,63.14,29.0,13.0,No,48.74,11.0,60.440000000000005,MountGinini,94.0,2015-10-07,53.96,W,ENE,No
ENE,0.0,31.0,58.64,97.0,6.0,No,57.379999999999995,17.0,35.6,MountGinini,63.0,2015-10-08,31.1,ESE,W,No
SW,0.0,41.0,65.84,65.0,9.0,No,63.5,11.0,53.96,MountGinini,46.0,2015-10-09,35.42,WSW,W,No
E,0.6,28.0,65.48,37.0,9.0,No,60.8,6.0,56.84,MountGinini,47.0,2015-10-10,44.42,SSW,N,Yes
W,1.6,52.0,56.3,98.0,24.0,Yes,46.04,15.0,45.68,MountGinini,98.0,2015-10-11,44.42,WSW,W,No
W,0.4,48.0,60.8,89.0,20.0,No,58.28,17.0,48.56,MountGinini,53.0,2015-10-12,39.92,W,W,No
ENE,0.0,33.0,54.14,100.0,9.0,No,52.16,13.0,40.64,MountGinini,70.0,2015-10-13,38.660000000000004,ENE,ENE,No
WNW,0.0,37.0,64.04,97.0,9.0,No,62.059999999999995,17.0,49.46,MountGinini,62.0,2015-10-14,40.46,ENE,WNW,No
W,0.0,52.0,67.28,81.0,19.0,No,66.38,22.0,52.7,MountGinini,43.0,2015-10-15,46.94,W,WNW,No
WNW,0.0,56.0,70.16,61.0,20.0,No,67.28,22.0,56.66,MountGinini,42.0,2015-10-16,50.54,W,W,No
SW,0.0,61.0,64.4,69.0,20.0,No,62.24,19.0,53.96,MountGinini,50.0,2015-10-17,51.8,SW,W,Yes
ENE,2.6,33.0,62.6,98.0,15.0,Yes,61.88,11.0,47.3,MountGinini,62.0,2015-10-18,42.980000000000004,NW,WNW,No
WNW,0.2,41.0,66.56,98.0,15.0,No,64.58,15.0,50.72,MountGinini,53.0,2015-10-19,46.58,WNW,WNW,No
WNW,0.0,57.0,67.82,80.0,13.0,No,63.5,17.0,55.22,MountGinini,56.0,2015-10-20,49.64,W,W,Yes
NW,8.8,52.0,51.98,93.0,11.0,Yes,50.18,22.0,51.8,MountGinini,98.0,2015-10-21,48.379999999999995,NW,WNW,Yes
ESE,5.6,35.0,48.92,97.0,9.0,Yes,47.66,9.0,43.34,MountGinini,94.0,2015-10-22,41.72,ESE,SSE,No
ESE,0.0,22.0,46.58,97.0,4.0,No,44.78,6.0,37.94,MountGinini,98.0,2015-10-23,36.68,NNE,NNW,No
NNW,0.0,30.0,57.2,96.0,9.0,No,56.48,13.0,45.68,MountGinini,55.0,2015-10-24,36.5,WNW,W,No
WNW,0.0,37.0,64.22,54.0,15.0,No,62.42,13.0,51.8,MountGinini,40.0,2015-10-25,43.34,NW,WNW,No
W,0.0,61.0,63.32,69.0,22.0,No,60.440000000000005,30.0,49.28,MountGinini,52.0,2015-10-26,49.28,W,W,No
SE,0.0,41.0,51.08,95.0,17.0,No,48.74,17.0,31.82,MountGinini,51.0,2015-10-27,29.3,SE,E,No
NNW,0.0,28.0,58.82,18.0,9.0,No,57.379999999999995,2.0,50.9,MountGinini,45.0,2015-10-28,28.4,ESE,N,No
SE,0.0,26.0,59.72,59.0,7.0,No,54.32,2.0,50.9,MountGinini,60.0,2015-10-29,41.0,ENE,NE,No
NW,0.0,30.0,60.440000000000005,68.0,13.0,No,58.64,9.0,51.98,MountGinini,62.0,2015-10-30,39.92,NW,NW,No
NNE,0.0,41.0,53.6,94.0,13.0,No,47.48,11.0,51.8,MountGinini,94.0,2015-10-31,44.6,NW,NNW,Yes
WNW,4.0,67.0,60.440000000000005,95.0,17.0,Yes,56.48,13.0,52.52,MountGinini,69.0,2015-11-01,44.06,W,NW,Yes
W,51.0,52.0,58.459999999999994,97.0,24.0,Yes,54.32,17.0,48.379999999999995,MountGinini,67.0,2015-11-02,45.68,WNW,WNW,No
N,0.2,26.0,60.440000000000005,98.0,11.0,No,58.28,9.0,47.3,MountGinini,72.0,2015-11-03,44.42,NW,NW,No
ENE,0.0,59.0,53.24,97.0,15.0,No,51.44,15.0,47.66,MountGinini,97.0,2015-11-04,44.239999999999995,ENE,ENE,Yes
ENE,12.0,65.0,53.06,97.0,11.0,Yes,50.0,30.0,45.68,MountGinini,97.0,2015-11-05,44.239999999999995,ENE,NNE,Yes
W,16.0,43.0,51.44,97.0,11.0,Yes,49.46,15.0,47.3,MountGinini,97.0,2015-11-06,45.5,W,W,Yes
WSW,6.0,39.0,58.1,97.0,11.0,Yes,56.3,13.0,48.2,MountGinini,61.0,2015-11-07,43.7,WSW,W,No
E,0.0,35.0,57.2,96.0,11.0,No,55.94,19.0,40.64,MountGinini,70.0,2015-11-08,33.26,E,NE,No
ESE,0.0,31.0,66.56,36.0,2.0,No,64.04,7.0,57.2,MountGinini,55.0,2015-11-09,40.46,S,WSW,No
WSW,0.0,31.0,69.62,51.0,9.0,No,60.26,7.0,62.24,MountGinini,81.0,2015-11-10,52.879999999999995,NNW,NNE,Yes
ENE,2.4,28.0,54.14,98.0,13.0,Yes,50.36,17.0,45.14,MountGinini,98.0,2015-11-11,44.42,ENE,ENE,Yes
NW,1.6,48.0,52.52,98.0,19.0,Yes,50.36,13.0,52.52,MountGinini,98.0,2015-11-12,45.14,NW,NNW,Yes
WSW,30.6,57.0,57.2,97.0,19.0,Yes,51.44,13.0,48.379999999999995,MountGinini,98.0,2015-11-13,42.620000000000005,S,SW,Yes
E,5.4,30.0,45.86,98.0,4.0,Yes,44.239999999999995,9.0,42.08,MountGinini,97.0,2015-11-14,41.54,ESE,NE,Yes
SE,6.0,35.0,52.879999999999995,97.0,11.0,Yes,50.36,9.0,38.3,MountGinini,58.0,2015-11-15,36.5,ESE,E,No
SE,0.0,26.0,53.96,60.0,2.0,No,49.28,4.0,47.66,MountGinini,94.0,2015-11-16,35.6,E,N,No
W,0.0,41.0,63.32,94.0,11.0,No,61.519999999999996,15.0,49.64,MountGinini,50.0,2015-11-17,43.34,NW,WSW,No
WNW,0.0,57.0,68.54,52.0,24.0,No,65.66,24.0,55.76,MountGinini,41.0,2015-11-18,48.379999999999995,W,W,No
W,0.0,72.0,77.0,37.0,20.0,No,75.56,20.0,63.5,MountGinini,31.0,2015-11-19,55.4,WSW,WSW,No
W,0.0,74.0,76.82,38.0,31.0,No,74.48,24.0,66.74000000000001,MountGinini,30.0,2015-11-20,60.980000000000004,W,W,No
SSW,0.0,43.0,64.75999999999999,57.0,7.0,No,62.42,9.0,49.1,MountGinini,41.0,2015-11-21,40.64,NW,N,No
NE,0.0,37.0,61.7,98.0,13.0,No,59.0,9.0,42.980000000000004,MountGinini,57.0,2015-11-22,41.0,W,WNW,No
W,0.0,39.0,62.24,49.0,13.0,No,61.519999999999996,13.0,51.08,MountGinini,42.0,2015-11-23,42.620000000000005,WSW,W,No
WSW,0.0,37.0,64.4,53.0,17.0,No,62.059999999999995,13.0,49.82,MountGinini,37.0,2015-11-24,40.82,W,W,No
WNW,0.0,72.0,68.0,39.0,17.0,No,65.84,11.0,54.5,MountGinini,31.0,2015-11-25,47.120000000000005,NW,WNW,No
WNW,0.0,80.0,52.879999999999995,72.0,28.0,No,50.36,31.0,51.08,MountGinini,39.0,2015-11-26,49.82,WNW,WSW,No
WSW,0.0,43.0,57.74,36.0,15.0,No,54.32,11.0,41.0,MountGinini,42.0,2015-11-27,30.02,SW,WNW,No
ENE,0.0,31.0,60.8,95.0,11.0,No,59.18,11.0,48.2,MountGinini,47.0,2015-11-28,37.58,ENE,NNE,No
WNW,0.0,39.0,62.42,98.0,13.0,No,59.72,11.0,47.84,MountGinini,47.0,2015-11-29,46.04,W,W,No
W,0.0,46.0,65.48,66.0,19.0,No,63.86,15.0,49.82,MountGinini,42.0,2015-11-30,41.9,W,W,No
NW,0.0,81.0,73.58,43.0,33.0,No,70.34,35.0,61.34,MountGinini,28.0,2015-12-01,49.64,NW,NW,No
WSW,0.2,39.0,56.120000000000005,50.0,7.0,No,54.68,9.0,43.879999999999995,MountGinini,28.0,2015-12-02,37.58,WSW,SW,No
E,0.0,24.0,62.6,61.0,9.0,No,60.08,6.0,49.1,MountGinini,44.0,2015-12-03,35.24,ENE,ENE,No
SE,0.0,26.0,66.74000000000001,42.0,7.0,No,62.78,6.0,57.02,MountGinini,48.0,2015-12-04,43.879999999999995,ENE,ENE,No
SW,0.0,30.0,69.44,51.0,6.0,No,63.86,9.0,60.8,MountGinini,46.0,2015-12-05,48.92,S,NE,No
NW,0.0,30.0,74.3,45.0,11.0,No,70.7,7.0,62.24,MountGinini,33.0,2015-12-06,52.34,NW,SW,No
NW,0.0,41.0,67.46,57.0,9.0,No,63.68,2.0,59.18,MountGinini,60.0,2015-12-07,51.620000000000005,ENE,NE,No
NNW,0.0,65.0,63.32,84.0,28.0,No,52.7,20.0,55.94,MountGinini,98.0,2015-12-08,51.08,WNW,WNW,Yes
WNW,2.6,52.0,65.48,98.0,17.0,Yes,64.58,17.0,53.6,MountGinini,67.0,2015-12-09,51.620000000000005,NW,W,No
W,0.2,46.0,67.82,52.0,17.0,No,64.58,9.0,58.1,MountGinini,45.0,2015-12-10,48.379999999999995,WNW,W,No
