pressure.9.am,location,temp.9.am.c,rainfall,pressure.3.pm,humidity.3.pm,evaporation,min.temp.c,wind.dir.3.pm,wind.speed.9.am,wind.dir.9.am,rain.today,cloud.3.pm,temp.3.pm.c,cloud.9.am,rain.tomorrow,humidity.9.am,sunshine,wind.speed.3.pm,wind.gust.dir,wind.gust.speed,max.temp.c,date
1016.1,Perth,19.9,0.0,1011.4,26.0,7.6,16.2,ESE,15.0,SE,No,3.0,27.9,1.0,No,53.0,9.6,11.0,SE,39.0,28.5,2016-03-17
1014.5,Perth,21.3,0.0,1010.0,38.0,9.8,16.9,ESE,13.0,ESE,No,7.0,28.9,1.0,No,54.0,10.7,13.0,ESE,41.0,29.8,2016-03-18
1012.0,Perth,21.7,0.0,1009.0,59.0,9.0,20.7,E,7.0,ESE,No,7.0,25.1,7.0,Yes,54.0,1.2,11.0,ENE,37.0,25.2,2016-03-19
1013.6,Perth,24.4,1.2,1010.3,46.0,2.0,17.1,SSW,9.0,E,Yes,3.0,30.2,1.0,No,64.0,10.9,13.0,SW,28.0,31.6,2016-03-20
1011.5,Perth,26.4,0.0,1009.1,46.0,8.0,19.1,SSW,6.0,ENE,No,7.0,27.8,7.0,No,52.0,6.8,17.0,SW,31.0,33.3,2016-03-21
1012.3,Perth,22.5,0.0,1011.4,57.0,7.6,20.7,SE,11.0,SE,No,7.0,24.6,6.0,No,68.0,2.2,15.0,SE,31.0,27.3,2016-03-22
1017.9,Perth,20.6,0.0,1016.4,60.0,4.0,19.2,SE,13.0,SE,No,7.0,23.2,8.0,No,72.0,1.6,13.0,SE,35.0,24.0,2016-03-23
1022.6,Perth,21.3,0.0,1020.1,57.0,4.0,18.5,E,13.0,E,No,6.0,25.6,7.0,No,71.0,7.2,11.0,SE,43.0,27.1,2016-03-24
1020.8,Perth,25.2,0.0,1017.6,46.0,6.4,20.9,NE,13.0,ENE,No,7.0,32.2,7.0,Yes,62.0,7.3,6.0,ESE,33.0,32.7,2016-03-25
1019.9,Perth,20.3,9.0,1016.5,94.0,5.0,19.9,ESE,6.0,ESE,Yes,8.0,21.3,8.0,Yes,94.0,0.0,9.0,E,20.0,23.0,2016-03-26
1019.0,Perth,17.8,6.6,1018.4,56.0,2.2,16.9,SSE,13.0,SE,Yes,7.0,22.0,7.0,No,76.0,5.3,17.0,SSE,37.0,23.0,2016-03-27
1024.1,Perth,19.5,0.0,1021.9,42.0,3.2,13.2,SE,9.0,SE,No,1.0,25.0,1.0,No,68.0,10.9,11.0,ESE,30.0,26.0,2016-03-28
1025.8,Perth,20.5,0.0,1021.8,40.0,5.4,12.7,SSW,9.0,ENE,No,1.0,26.8,1.0,No,62.0,11.0,15.0,SW,30.0,28.4,2016-03-29
1023.2,Perth,22.6,0.0,1018.2,37.0,7.0,13.4,S,11.0,NE,No,0.0,29.1,3.0,No,57.0,11.1,7.0,SW,28.0,30.1,2016-03-30
1016.5,Perth,20.2,0.0,1014.8,59.0,7.0,13.4,SW,11.0,SSE,No,3.0,23.7,7.0,No,70.0,10.3,17.0,SW,35.0,25.7,2016-03-31
1018.0,Perth,22.0,0.0,1017.0,54.0,6.0,15.8,SW,4.0,ENE,No,2.0,24.5,3.0,No,70.0,8.1,15.0,SSW,28.0,25.3,2016-04-01
1022.6,Perth,21.0,0.0,1018.8,39.0,4.0,14.1,NNE,9.0,E,No,2.0,29.9,1.0,No,65.0,9.9,7.0,SSW,26.0,30.5,2016-04-02
1020.8,Perth,24.5,0.0,1016.7,36.0,6.4,15.5,W,7.0,ESE,No,4.0,31.4,1.0,No,52.0,10.5,13.0,SW,28.0,33.8,2016-04-03
1018.0,Perth,21.3,0.0,1016.0,63.0,5.2,15.3,SSW,13.0,S,No,7.0,23.9,7.0,No,77.0,4.3,19.0,SW,37.0,25.1,2016-04-04
1024.7,Perth,16.4,0.0,1022.8,32.0,6.2,13.2,SE,15.0,SSE,No,0.0,21.5,1.0,No,60.0,10.5,15.0,SSE,37.0,22.4,2016-04-05
1028.9,Perth,17.1,0.0,1025.0,33.0,5.8,10.2,SSE,13.0,ESE,No,1.0,23.4,1.0,No,54.0,10.4,13.0,ESE,30.0,24.3,2016-04-06
1025.6,Perth,17.4,0.0,1021.2,34.0,6.4,13.7,SE,11.0,E,No,7.0,24.6,8.0,No,58.0,8.3,9.0,E,52.0,24.8,2016-04-07
1019.1,Perth,19.0,0.0,1016.3,40.0,4.0,15.9,NE,9.0,ESE,No,5.0,25.8,7.0,No,51.0,6.3,11.0,ESE,24.0,27.5,2016-04-08
1019.8,Perth,18.7,0.0,1018.0,63.0,5.8,17.6,SSE,7.0,E,No,6.0,22.3,8.0,Yes,68.0,2.6,11.0,SE,31.0,24.1,2016-04-09
1020.8,Perth,20.9,11.2,1018.6,52.0,2.4,17.4,E,15.0,E,Yes,2.0,26.3,2.0,No,65.0,7.5,15.0,ESE,39.0,26.5,2016-04-10
1020.7,Perth,23.4,0.2,1021.7,91.0,5.8,20.8,NE,22.0,NE,No,7.0,20.0,7.0,Yes,65.0,0.5,19.0,NE,43.0,23.7,2016-04-11
1021.8,Perth,21.0,5.0,1018.7,74.0,1.6,18.9,WNW,9.0,NNE,Yes,7.0,23.9,7.0,Yes,92.0,0.8,11.0,NNW,24.0,25.0,2016-04-12
1020.2,Perth,21.4,3.4,1018.6,67.0,0.8,20.0,WSW,0.0,,Yes,4.0,23.7,7.0,No,89.0,5.5,11.0,SW,24.0,24.9,2016-04-13
1022.6,Perth,18.9,0.0,1021.8,71.0,4.0,13.9,SSW,6.0,NNE,No,6.0,21.9,5.0,No,86.0,5.6,13.0,SSW,31.0,23.8,2016-04-14
1025.2,Perth,20.9,0.0,1021.6,49.0,3.4,13.9,E,11.0,ESE,No,6.0,25.5,2.0,No,63.0,10.5,9.0,SE,31.0,26.7,2016-04-15
1017.9,Perth,23.1,0.0,1014.5,43.0,6.8,18.0,WNW,13.0,NE,No,7.0,28.3,7.0,Yes,61.0,7.7,13.0,NNE,35.0,32.6,2016-04-16
1017.0,Perth,19.2,1.6,1014.6,82.0,4.0,17.8,NW,7.0,NNE,Yes,7.0,22.7,7.0,No,97.0,0.0,13.0,WNW,31.0,24.4,2016-04-17
1016.4,Perth,19.6,0.0,1013.9,69.0,0.2,15.5,W,0.0,,No,8.0,21.2,7.0,Yes,84.0,0.5,7.0,SSW,35.0,23.3,2016-04-18
1015.1,Perth,18.8,25.8,1015.1,64.0,1.0,15.4,WSW,2.0,S,Yes,2.0,23.0,3.0,No,97.0,10.1,13.0,SW,31.0,24.3,2016-04-19
1024.2,Perth,19.2,0.2,1023.3,56.0,4.0,13.0,SSW,6.0,ESE,No,3.0,23.3,1.0,No,74.0,10.5,17.0,SSW,30.0,24.5,2016-04-20
1029.1,Perth,18.1,0.0,1025.3,46.0,3.6,12.4,ESE,15.0,E,No,1.0,24.8,1.0,No,69.0,10.5,11.0,E,31.0,25.5,2016-04-21
1027.1,Perth,19.5,0.0,1023.1,37.0,5.0,14.6,E,15.0,ENE,No,7.0,25.8,5.0,No,57.0,8.8,13.0,ENE,31.0,26.1,2016-04-22
1021.1,Perth,21.5,0.0,1016.7,27.0,4.8,17.0,NNE,20.0,NE,No,2.0,29.4,2.0,No,47.0,10.1,11.0,NE,37.0,30.0,2016-04-23
1014.9,Perth,22.2,0.0,1013.8,67.0,4.2,15.9,WNW,0.0,,No,7.0,24.8,8.0,Yes,51.0,5.9,9.0,NW,28.0,26.5,2016-04-24
1014.2,Perth,19.4,2.6,1012.6,80.0,2.4,18.8,WNW,9.0,WNW,Yes,8.0,20.7,7.0,Yes,94.0,0.0,9.0,W,28.0,21.0,2016-04-25
1009.9,Perth,18.6,9.2,1012.0,75.0,3.0,17.5,WSW,15.0,W,Yes,6.0,17.5,7.0,Yes,79.0,4.9,11.0,SW,56.0,21.5,2016-04-26
1018.6,Perth,13.1,2.0,1016.3,49.0,1.6,10.1,WNW,2.0,NNE,Yes,2.0,19.2,6.0,Yes,83.0,6.4,7.0,SSW,20.0,19.5,2016-04-27
1015.7,Perth,17.5,2.0,1013.8,68.0,2.6,10.8,W,9.0,NW,Yes,4.0,19.7,4.0,Yes,80.0,5.2,24.0,SW,41.0,20.9,2016-04-28
1016.2,Perth,17.1,1.2,1014.5,49.0,1.8,13.0,W,13.0,WNW,Yes,5.0,20.3,7.0,Yes,82.0,5.0,17.0,WSW,41.0,21.4,2016-04-29
1021.0,Perth,14.6,3.8,1019.7,46.0,2.8,12.4,S,9.0,SSE,Yes,5.0,18.6,7.0,No,64.0,5.5,9.0,SSE,28.0,19.6,2016-04-30
1023.6,Perth,15.4,0.0,1020.8,50.0,3.6,12.8,SSW,4.0,NE,No,7.0,18.9,7.0,No,58.0,2.9,11.0,SW,24.0,19.4,2016-05-01
1022.2,Perth,15.8,0.0,1020.2,78.0,3.6,9.9,W,9.0,NNE,No,5.0,19.4,2.0,No,69.0,5.8,6.0,SW,24.0,20.6,2016-05-02
1022.4,Perth,15.8,0.2,1019.6,60.0,2.6,9.7,SSE,6.0,NE,No,7.0,20.4,5.0,No,82.0,3.3,7.0,SSE,17.0,21.5,2016-05-03
1018.0,Perth,15.3,0.0,1014.6,59.0,1.4,11.2,WSW,7.0,NE,No,1.0,21.2,7.0,No,82.0,4.7,11.0,WSW,24.0,22.3,2016-05-04
1016.5,Perth,16.7,0.0,1013.6,69.0,2.2,11.6,WSW,6.0,NE,No,7.0,19.7,7.0,Yes,85.0,2.8,6.0,SSW,48.0,21.0,2016-05-05
1012.9,Perth,15.2,1.6,1008.0,71.0,1.8,13.2,WNW,7.0,S,Yes,3.0,18.9,7.0,Yes,93.0,5.3,11.0,WNW,44.0,20.3,2016-05-06
1008.5,Perth,14.7,18.0,1009.9,63.0,2.0,12.4,SW,9.0,S,Yes,2.0,17.1,2.0,Yes,86.0,8.1,24.0,SW,44.0,18.6,2016-05-07
1019.8,Perth,12.9,1.2,1019.0,46.0,2.8,4.6,SSW,9.0,SSE,Yes,6.0,16.4,1.0,No,65.0,9.2,15.0,SSE,35.0,17.0,2016-05-08
1025.5,Perth,14.2,0.0,1023.8,50.0,3.0,5.0,S,0.0,,No,3.0,19.9,1.0,No,67.0,8.9,9.0,SSE,24.0,20.9,2016-05-09
1029.0,Perth,14.4,0.0,1026.0,45.0,2.4,7.0,SSE,6.0,S,No,5.0,21.8,1.0,No,82.0,9.6,11.0,SW,22.0,22.8,2016-05-10
1024.7,Perth,16.0,0.0,1020.8,42.0,2.6,7.3,WSW,7.0,NE,No,0.0,23.5,0.0,No,69.0,9.6,11.0,NNE,24.0,25.5,2016-05-11
1016.6,Perth,15.3,0.0,1014.4,50.0,4.0,6.0,WNW,11.0,NE,No,1.0,23.2,0.0,No,59.0,9.7,11.0,NNE,24.0,25.5,2016-05-12
1016.2,Perth,15.8,0.0,1014.3,68.0,2.4,10.5,NW,9.0,NNE,No,3.0,20.8,1.0,Yes,86.0,9.2,9.0,WNW,26.0,22.7,2016-05-13
1018.7,Perth,18.9,4.6,1018.4,51.0,0.8,13.9,SW,0.0,,Yes,2.0,21.2,7.0,No,98.0,6.8,13.0,WSW,31.0,22.3,2016-05-14
1018.7,Perth,15.9,0.0,1017.2,62.0,2.4,10.2,W,9.0,NNE,No,3.0,20.8,4.0,Yes,78.0,7.1,15.0,WSW,39.0,22.4,2016-05-15
1022.0,Perth,14.2,2.2,1018.7,46.0,2.2,9.4,WSW,6.0,SW,Yes,1.0,20.9,1.0,No,78.0,9.2,7.0,SW,19.0,21.2,2016-05-16
1021.8,Perth,13.1,0.0,1020.8,57.0,2.6,8.9,W,9.0,NNE,No,3.0,20.7,7.0,Yes,80.0,4.5,11.0,WSW,20.0,21.5,2016-05-17
1023.5,Perth,16.4,3.6,1020.9,67.0,1.0,12.5,WSW,7.0,NE,Yes,5.0,21.3,5.0,No,87.0,5.5,9.0,WSW,17.0,22.0,2016-05-18
1019.5,Perth,15.1,0.0,1015.5,62.0,1.6,13.1,S,4.0,S,No,7.0,19.7,7.0,No,92.0,0.0,2.0,S,11.0,19.8,2016-05-19
1013.0,Perth,15.8,0.0,1008.1,61.0,2.8,9.1,NW,9.0,S,No,5.0,20.9,1.0,Yes,78.0,8.5,13.0,NNW,30.0,22.0,2016-05-20
996.4,Perth,16.2,36.4,1001.9,50.0,4.2,15.1,W,11.0,NW,Yes,5.0,16.3,8.0,Yes,98.0,2.6,26.0,WSW,70.0,17.5,2016-05-21
1017.0,Perth,15.7,8.6,1018.8,56.0,3.8,10.5,WNW,2.0,WSW,Yes,4.0,19.4,3.0,Yes,80.0,6.9,15.0,WNW,39.0,19.6,2016-05-22
1019.8,Perth,13.2,2.8,1012.4,44.0,1.8,10.6,N,9.0,NNE,Yes,2.0,20.4,7.0,Yes,84.0,6.7,19.0,NNE,37.0,20.6,2016-05-23
1007.0,Perth,17.6,23.8,1008.1,69.0,2.8,13.2,S,17.0,WSW,Yes,7.0,16.6,7.0,Yes,71.0,6.1,15.0,NW,61.0,19.5,2016-05-24
1012.4,Perth,13.0,2.6,1011.6,58.0,2.8,10.1,W,7.0,NNE,Yes,5.0,18.3,6.0,Yes,92.0,7.5,9.0,WNW,28.0,19.2,2016-05-25
1017.3,Perth,16.9,2.2,1019.3,63.0,2.0,12.8,SW,0.0,,Yes,7.0,18.3,7.0,No,72.0,4.7,13.0,SW,33.0,19.8,2016-05-26
1022.9,Perth,12.5,0.4,1018.0,43.0,1.6,7.0,NE,6.0,NE,No,1.0,20.0,1.0,Yes,79.0,9.1,9.0,NNE,30.0,20.7,2016-05-27
1014.9,Perth,18.2,3.4,1014.3,49.0,1.8,12.5,WSW,13.0,WSW,Yes,2.0,19.4,1.0,No,54.0,7.2,15.0,SSW,56.0,20.0,2016-05-28
1019.6,Perth,13.9,0.4,1017.5,50.0,4.6,11.0,SSE,7.0,ENE,No,7.0,17.9,4.0,No,80.0,4.4,2.0,ESE,17.0,19.3,2016-05-29
1020.1,Perth,13.6,0.0,1017.3,42.0,1.2,7.3,SE,7.0,ENE,No,1.0,18.9,1.0,No,66.0,9.2,4.0,NE,20.0,20.0,2016-05-30
1021.3,Perth,12.4,0.0,1019.1,43.0,2.2,5.0,SSW,4.0,ENE,No,6.0,19.7,1.0,No,69.0,9.2,13.0,SSW,22.0,20.6,2016-05-31
1023.2,Perth,13.5,0.0,1019.9,39.0,2.4,4.9,SE,6.0,S,No,0.0,20.8,1.0,No,71.0,9.0,9.0,ESE,24.0,21.2,2016-06-01
1020.8,Perth,14.3,0.0,1015.8,42.0,3.6,8.5,ENE,11.0,ENE,No,0.0,20.9,0.0,No,59.0,9.2,13.0,NE,30.0,21.4,2016-06-02
1012.7,Perth,16.4,0.0,1010.5,71.0,4.0,14.3,NW,15.0,NE,No,6.0,21.2,6.0,Yes,64.0,8.0,13.0,WNW,31.0,24.3,2016-06-03
1015.6,Perth,15.3,8.6,1015.4,52.0,2.0,14.7,SSW,11.0,S,Yes,7.0,17.0,7.0,No,73.0,5.3,11.0,SW,43.0,17.8,2016-06-04
1017.1,Perth,12.5,0.4,1013.6,48.0,2.0,9.5,ENE,7.0,ENE,No,2.0,17.3,5.0,No,68.0,3.9,6.0,ENE,22.0,18.1,2016-06-05
1011.0,Perth,11.4,0.0,1006.5,83.0,2.8,5.4,N,9.0,NE,No,6.0,17.2,2.0,Yes,88.0,2.7,9.0,WSW,50.0,17.3,2016-06-06
1010.6,Perth,11.4,19.4,1013.0,61.0,2.0,10.9,SSW,9.0,S,Yes,6.0,12.9,7.0,Yes,82.0,3.3,20.0,SSW,46.0,14.2,2016-06-07
1025.5,Perth,10.8,2.2,1024.8,51.0,1.8,5.9,SSE,9.0,S,Yes,2.0,14.7,2.0,No,69.0,8.4,15.0,S,39.0,15.1,2016-06-08
1028.3,Perth,10.5,0.0,1025.8,58.0,1.8,8.3,NNW,9.0,NNE,No,5.0,16.5,7.0,Yes,66.0,3.2,9.0,N,22.0,17.3,2016-06-09
1026.8,Perth,12.7,2.0,1025.7,83.0,1.2,10.5,NE,6.0,N,Yes,7.0,16.8,8.0,Yes,96.0,2.6,9.0,NNE,20.0,18.5,2016-06-10
1026.2,Perth,13.6,2.0,1022.5,51.0,0.6,8.1,NNE,15.0,NE,Yes,7.0,18.4,6.0,No,70.0,6.0,13.0,NNE,35.0,19.6,2016-06-11
1018.9,Perth,13.9,0.0,1013.4,47.0,2.8,10.9,N,15.0,NE,No,7.0,19.5,3.0,Yes,61.0,5.1,15.0,N,37.0,21.1,2016-06-12
1015.5,Perth,12.1,26.0,1016.3,65.0,3.2,11.5,WSW,4.0,E,Yes,5.0,17.9,6.0,No,99.0,6.6,11.0,SSW,28.0,18.5,2016-06-13
1022.9,Perth,12.4,0.0,1020.7,59.0,1.8,10.9,SSE,9.0,SSE,No,7.0,18.4,8.0,No,94.0,4.5,9.0,SE,28.0,19.8,2016-06-14
1022.7,Perth,12.6,0.2,1020.1,61.0,1.6,8.3,SSW,0.0,,No,5.0,18.5,1.0,No,94.0,8.2,6.0,SSW,19.0,19.1,2016-06-15
1021.9,Perth,10.6,0.0,1019.4,58.0,3.2,8.6,SSE,0.0,,No,6.0,20.2,7.0,No,93.0,5.7,4.0,SW,20.0,20.3,2016-06-16
1023.0,Perth,12.9,0.0,1021.5,64.0,0.8,10.5,ENE,11.0,E,No,2.0,15.3,1.0,No,75.0,9.2,11.0,ENE,24.0,17.4,2016-06-17
1021.8,Perth,11.8,0.0,1016.9,50.0,2.2,5.4,N,13.0,NE,No,1.0,19.1,1.0,No,76.0,9.2,13.0,NE,35.0,19.6,2016-06-18
1011.6,Perth,13.7,0.0,1008.5,74.0,2.0,8.8,NNW,9.0,NNE,No,7.0,19.6,7.0,Yes,71.0,2.2,11.0,NNW,31.0,20.6,2016-06-19
1010.2,Perth,15.1,8.6,1009.0,90.0,1.2,12.1,WSW,2.0,NNW,Yes,8.0,15.8,8.0,Yes,99.0,0.0,9.0,SSW,30.0,17.2,2016-06-20
1016.7,Perth,12.2,3.6,1015.8,53.0,1.4,8.5,S,2.0,S,Yes,6.0,15.8,1.0,Yes,79.0,7.1,9.0,SSE,30.0,16.8,2016-06-21
1017.7,Perth,11.7,2.0,1016.4,61.0,1.8,9.6,SW,0.0,,Yes,7.0,16.9,8.0,Yes,97.0,4.2,15.0,SW,43.0,18.4,2016-06-22
1021.7,Perth,11.5,2.2,1020.4,52.0,1.4,9.1,SSW,0.0,,Yes,7.0,16.2,5.0,No,99.0,1.8,9.0,SSW,28.0,16.9,2016-06-23
1020.8,Perth,12.0,0.0,1017.4,51.0,4.2,9.5,NNE,9.0,NE,No,7.0,16.6,7.0,Yes,66.0,3.4,7.0,NNE,24.0,17.4,2016-06-24
1019.5,Perth,11.0,9.6,1020.4,56.0,1.0,9.5,SSW,6.0,NE,Yes,2.0,16.7,7.0,Yes,98.0,5.7,13.0,SSW,30.0,17.0,2016-06-25
1026.0,Perth,8.8,4.4,1022.8,52.0,0.4,3.4,NW,6.0,ENE,Yes,1.0,17.9,1.0,No,79.0,8.8,9.0,NNE,19.0,18.4,2016-06-26
1021.3,Perth,10.5,0.0,1016.0,40.0,1.4,6.6,NNW,7.0,NNE,No,0.0,17.7,6.0,No,67.0,9.0,11.0,NNE,33.0,17.9,2016-06-27
1013.0,Perth,14.1,0.4,1011.3,92.0,2.2,8.0,W,9.0,NNE,No,7.0,16.1,5.0,Yes,74.0,2.2,11.0,NNW,28.0,18.6,2016-06-28
1018.1,Perth,13.5,17.8,1019.3,60.0,2.4,9.7,SW,6.0,W,Yes,4.0,18.3,6.0,No,95.0,6.8,15.0,SW,28.0,19.2,2016-06-29
1027.2,Perth,11.1,0.0,1024.7,47.0,2.4,5.0,SSE,2.0,SSW,No,1.0,17.7,1.0,No,89.0,9.3,7.0,SSE,22.0,18.4,2016-06-30
1028.9,Perth,8.8,0.0,1025.2,42.0,2.0,2.9,ENE,6.0,SW,No,0.0,18.5,0.0,No,85.0,9.3,6.0,NE,17.0,19.3,2016-07-01
1024.8,Perth,12.1,0.0,1021.1,54.0,2.6,6.4,SW,7.0,ENE,No,6.0,18.9,0.0,No,63.0,5.5,9.0,SSW,24.0,20.7,2016-07-02
1024.0,Perth,12.2,0.0,1023.9,57.0,3.0,6.3,SSE,4.0,S,No,4.0,15.7,5.0,No,82.0,5.3,17.0,S,33.0,16.6,2016-07-03
1030.3,Perth,8.3,0.4,1026.9,53.0,0.6,4.8,ESE,11.0,ESE,No,6.0,14.1,6.0,No,68.0,7.6,13.0,ESE,35.0,14.7,2016-07-04
1025.2,Perth,10.1,0.0,1022.0,59.0,2.2,8.2,E,7.0,E,No,4.0,15.5,7.0,No,70.0,3.8,13.0,ENE,30.0,16.7,2016-07-05
1022.1,Perth,10.1,0.0,1018.8,58.0,2.2,7.2,NE,6.0,ESE,No,3.0,16.6,7.0,No,73.0,8.0,9.0,E,41.0,17.6,2016-07-06
1019.4,Perth,10.9,0.0,1015.3,70.0,2.4,10.1,NNE,15.0,NNE,No,7.0,15.7,7.0,Yes,79.0,0.4,11.0,NE,28.0,15.9,2016-07-07
1009.9,Perth,14.4,13.2,1006.4,51.0,1.6,10.9,W,19.0,WSW,Yes,5.0,17.1,7.0,Yes,78.0,5.3,13.0,WSW,37.0,17.4,2016-07-08
1007.9,Perth,10.6,27.4,1008.8,88.0,3.0,8.2,WSW,19.0,S,Yes,7.0,8.4,6.0,Yes,74.0,3.1,11.0,SSW,57.0,14.5,2016-07-09
1014.1,Perth,12.0,29.8,1014.9,67.0,4.0,8.4,SW,15.0,SSW,Yes,5.0,14.2,6.0,Yes,85.0,6.4,19.0,SSW,35.0,16.4,2016-07-10
1022.6,Perth,9.7,2.6,1022.6,58.0,3.2,6.8,SSW,0.0,,Yes,5.0,15.4,1.0,No,99.0,7.8,17.0,SSW,31.0,16.6,2016-07-11
1030.5,Perth,7.5,0.2,1029.1,46.0,1.2,4.1,E,2.0,SSE,No,4.0,13.5,7.0,No,86.0,7.3,11.0,ESE,24.0,14.2,2016-07-12
1030.3,Perth,8.0,0.0,1025.5,42.0,1.6,0.6,NE,7.0,NE,No,2.0,15.3,6.0,No,76.0,9.4,13.0,NE,33.0,16.0,2016-07-13
1020.7,Perth,10.8,0.0,1016.0,46.0,2.0,4.0,NNE,17.0,NNE,No,2.0,17.4,1.0,No,56.0,7.6,17.0,N,44.0,18.2,2016-07-14
1017.3,Perth,15.6,0.0,1015.1,41.0,3.2,10.8,NNW,11.0,NNE,No,7.0,21.0,7.0,No,50.0,1.8,19.0,NNW,31.0,22.0,2016-07-15
1012.8,Perth,15.7,0.0,1007.2,73.0,2.6,15.3,NNW,9.0,N,No,7.0,21.0,7.0,Yes,69.0,0.7,17.0,NW,44.0,21.1,2016-07-16
1010.6,Perth,15.7,32.8,1010.3,52.0,3.0,14.3,WNW,13.0,WNW,Yes,6.0,17.4,5.0,Yes,74.0,5.3,17.0,W,41.0,19.4,2016-07-17
1020.3,Perth,11.4,6.8,1020.0,54.0,3.0,8.5,SSE,13.0,S,Yes,2.0,16.3,1.0,No,80.0,9.2,13.0,SSW,28.0,16.8,2016-07-18
1024.0,Perth,10.0,0.0,1020.3,48.0,4.4,3.6,S,7.0,NE,No,2.0,17.5,1.0,No,81.0,8.0,4.0,ENE,20.0,18.0,2016-07-19
1017.5,Perth,10.3,0.0,1012.9,51.0,1.6,4.5,NW,11.0,NNE,No,3.0,17.8,1.0,Yes,71.0,8.5,11.0,N,33.0,19.0,2016-07-20
1012.4,Perth,9.1,15.4,1013.8,51.0,2.2,8.8,WSW,13.0,S,Yes,7.0,14.3,7.0,Yes,91.0,4.0,17.0,W,44.0,15.3,2016-07-21
1023.4,Perth,11.2,4.0,1022.9,47.0,2.0,6.9,SSW,9.0,SE,Yes,1.0,15.0,1.0,No,68.0,9.4,11.0,SW,39.0,15.7,2016-07-22
1023.8,Perth,11.5,0.0,1022.4,91.0,2.4,8.0,SSW,6.0,SSE,No,5.0,12.6,4.0,No,75.0,5.0,15.0,SSW,31.0,17.1,2016-07-23
1029.1,Perth,8.0,0.6,1026.1,53.0,1.8,1.2,SSW,6.0,SSE,No,1.0,14.3,1.0,No,76.0,8.8,11.0,S,28.0,15.1,2016-07-24
1028.6,Perth,11.9,0.0,1026.5,52.0,1.2,6.7,SSE,6.0,ENE,No,6.0,16.8,1.0,No,72.0,8.2,4.0,SE,26.0,17.1,2016-07-25
1029.2,Perth,9.1,0.0,1026.9,57.0,1.6,4.7,SSW,6.0,NE,No,3.0,17.9,3.0,No,84.0,8.7,7.0,SW,20.0,18.4,2016-07-26
1027.0,Perth,8.8,0.0,1023.0,54.0,2.2,5.1,NE,0.0,,No,7.0,17.8,7.0,No,98.0,5.0,9.0,NNE,22.0,19.0,2016-07-27
1022.8,Perth,15.3,0.0,1019.1,38.0,1.4,8.7,SSE,4.0,NE,No,5.0,20.8,6.0,No,72.0,4.6,2.0,WSW,13.0,21.1,2016-07-28
1015.5,Perth,16.5,0.0,1011.4,69.0,1.8,10.6,NW,11.0,NNE,No,7.0,21.9,7.0,No,72.0,3.5,20.0,NNW,56.0,22.5,2016-07-29
1017.7,Perth,16.2,0.0,1015.7,59.0,3.8,12.2,NW,6.0,W,No,7.0,17.4,5.0,Yes,61.0,7.2,17.0,WNW,41.0,19.4,2016-07-30
1018.5,Perth,12.5,6.4,1023.2,67.0,2.6,12.3,SSW,20.0,WSW,Yes,3.0,13.4,7.0,No,83.0,5.7,15.0,SW,56.0,15.6,2016-07-31
1031.9,Perth,8.1,0.8,1029.0,44.0,3.4,1.6,NE,6.0,S,No,1.0,15.3,0.0,No,77.0,9.6,9.0,NE,24.0,15.8,2016-08-01
1026.3,Perth,10.2,0.0,1021.3,40.0,2.0,2.3,ENE,11.0,E,No,1.0,16.8,1.0,No,61.0,9.7,11.0,NNE,39.0,17.3,2016-08-02
1016.4,Perth,11.8,0.0,1015.1,43.0,3.0,4.6,NNE,11.0,NNE,No,8.0,17.7,7.0,Yes,52.0,0.1,9.0,NNE,28.0,17.8,2016-08-03
1016.7,Perth,12.7,3.0,1015.3,82.0,1.2,11.8,ESE,6.0,NE,Yes,7.0,15.6,8.0,Yes,97.0,0.3,6.0,ESE,17.0,15.9,2016-08-04
1019.9,Perth,11.0,3.0,1017.4,70.0,0.8,7.1,SSE,7.0,ESE,Yes,7.0,16.3,7.0,No,99.0,1.2,7.0,ESE,17.0,16.7,2016-08-05
1013.3,Perth,13.6,0.0,1008.9,77.0,1.6,9.2,NNE,17.0,NE,No,3.0,16.2,1.0,Yes,80.0,7.0,11.0,WNW,41.0,17.7,2016-08-06
1013.4,Perth,14.6,5.0,1012.9,45.0,4.2,10.3,WNW,11.0,WNW,Yes,4.0,17.1,6.0,Yes,63.0,7.1,17.0,NW,54.0,17.7,2016-08-07
1014.9,Perth,12.9,12.2,1015.8,71.0,1.6,10.3,WSW,15.0,W,Yes,7.0,12.8,7.0,Yes,69.0,4.3,22.0,WSW,57.0,15.1,2016-08-08
1021.5,Perth,13.0,5.2,1020.3,51.0,1.8,10.5,WSW,7.0,SW,Yes,3.0,15.8,3.0,Yes,67.0,4.8,17.0,SW,37.0,17.0,2016-08-09
1024.5,Perth,11.6,4.8,1022.1,63.0,1.8,8.6,WNW,7.0,NNE,Yes,6.0,17.1,7.0,No,93.0,5.7,11.0,W,22.0,18.4,2016-08-10
1020.0,Perth,13.9,0.4,1017.3,56.0,1.2,11.5,WNW,11.0,N,No,6.0,18.5,7.0,Yes,76.0,5.3,19.0,W,39.0,19.3,2016-08-11
1026.6,Perth,11.1,5.4,1024.8,43.0,3.0,4.9,SW,4.0,SSE,Yes,1.0,17.5,5.0,No,89.0,9.2,9.0,SSW,24.0,17.9,2016-08-12
