Sunshine,Temp3pmF,Rainfall,WindGustDir,RainToday,WindSpeed3pm,WindSpeed9am,RainTomorrow,Cloud3pm,Pressure3pm,WindDir9am,Humidity3pm,Evaporation,Humidity9am,WindGustSpeed,Temp9amF,Cloud9am,Date,MaxTempF,Location,MinTempF,WindDir3pm,Pressure9am
,76.28,,WSW,,11.0,22.0,No,,1005.2,NW,41.0,,56.0,70.0,68.54,1.0,2015-04-25,77.54,Williamtown,56.120000000000005,N,1009.3
3.2,64.4,0.0,NW,No,28.0,33.0,No,7.0,1009.6,WNW,56.0,11.0,66.0,52.0,57.92,7.0,2015-04-26,65.66,Williamtown,54.5,WSW,1008.5
10.4,66.02,0.4,WNW,No,24.0,26.0,No,1.0,1018.4,WNW,46.0,3.2,61.0,35.0,61.34,1.0,2015-04-27,68.18,Williamtown,54.32,S,1019.1
10.0,66.2,0.0,S,No,30.0,17.0,Yes,2.0,1023.9,WSW,61.0,3.0,61.0,44.0,61.7,1.0,2015-04-28,68.36,Williamtown,49.46,SSW,1025.2
6.5,66.02,3.0,S,Yes,17.0,13.0,No,5.0,1027.8,W,70.0,4.0,85.0,35.0,60.440000000000005,6.0,2015-04-29,68.36,Williamtown,52.879999999999995,SSE,1029.8
,67.64,0.6,S,No,24.0,6.0,,4.0,1027.4,W,69.0,2.0,94.0,37.0,60.62,6.0,2015-04-30,69.25999999999999,Williamtown,53.06,S,1030.3
,65.48,,SSW,,9.0,11.0,,8.0,1022.6,SSW,91.0,,94.0,50.0,61.519999999999996,8.0,2015-05-01,69.62,Williamtown,58.64,SE,1026.3
,69.98,,ESE,,17.0,17.0,,8.0,1013.8,E,93.0,,88.0,50.0,68.0,8.0,2015-05-02,71.42,Williamtown,60.62,ESE,1018.4
,69.62,,SSW,,24.0,19.0,Yes,8.0,1012.1,SSW,89.0,,92.0,43.0,69.25999999999999,8.0,2015-05-03,70.88,Williamtown,65.84,SSW,1013.0
0.1,66.74000000000001,81.8,SW,Yes,11.0,13.0,No,8.0,1013.2,W,88.0,,79.0,28.0,66.2,7.0,2015-05-04,68.36,Williamtown,63.14,WNW,1015.6
10.3,78.98,0.4,WNW,No,28.0,11.0,No,1.0,1006.4,NNW,39.0,0.6,86.0,52.0,64.75999999999999,1.0,2015-05-05,80.96,Williamtown,56.66,NW,1011.0
9.8,67.82,0.0,WNW,No,31.0,28.0,No,0.0,1013.3,WNW,30.0,5.4,47.0,48.0,62.24,0.0,2015-05-06,68.36,Williamtown,52.16,WNW,1015.3
,68.0,0.0,NW,No,31.0,28.0,No,1.0,1015.8,WNW,37.0,5.4,50.0,48.0,58.459999999999994,1.0,2015-05-07,68.72,Williamtown,50.0,WNW,1019.2
,66.38,0.0,NW,No,20.0,28.0,No,,1016.8,WNW,33.0,,50.0,39.0,56.66,,2015-05-08,67.28,Williamtown,48.02,W,1020.3
,66.56,0.0,WNW,No,28.0,28.0,No,,1014.7,WNW,35.0,,53.0,43.0,57.2,,2015-05-09,67.82,Williamtown,46.76,WNW,1018.4
10.1,68.54,0.0,WNW,No,48.0,26.0,No,3.0,1009.0,WNW,29.0,14.4,43.0,80.0,62.059999999999995,1.0,2015-05-10,70.7,Williamtown,47.48,NW,1013.7
10.2,69.8,0.0,WNW,No,46.0,46.0,No,1.0,1010.4,WNW,38.0,10.0,48.0,80.0,65.3,1.0,2015-05-11,71.06,Williamtown,60.62,WNW,1010.5
10.2,70.88,0.0,WNW,No,41.0,28.0,No,0.0,1011.4,WNW,36.0,7.2,53.0,59.0,64.04,0.0,2015-05-12,72.32,Williamtown,53.78,WNW,1015.7
5.8,62.78,0.0,W,No,30.0,19.0,No,2.0,1015.9,W,27.0,6.2,53.0,50.0,59.36,7.0,2015-05-13,65.3,Williamtown,52.34,WSW,1015.9
,64.04,0.0,SW,No,28.0,30.0,,1.0,1024.6,WNW,30.0,6.0,48.0,46.0,51.98,0.0,2015-05-14,65.3,Williamtown,42.980000000000004,SW,1025.2
,65.12,,SSW,,31.0,20.0,,8.0,1030.0,WNW,66.0,,56.0,54.0,57.2,4.0,2015-05-15,68.54,Williamtown,48.2,SSW,1030.9
,63.14,,SSE,,28.0,9.0,,6.0,1032.7,WSW,83.0,,97.0,39.0,58.459999999999994,8.0,2015-05-16,66.02,Williamtown,55.4,SSE,1034.6
,65.48,,SSW,,13.0,11.0,Yes,7.0,1032.1,NW,69.0,,96.0,19.0,55.58,4.0,2015-05-17,66.92,Williamtown,51.08,S,1035.1
,66.56,32.6,NNE,Yes,15.0,9.0,,7.0,1027.3,WSW,76.0,3.6,98.0,28.0,60.62,7.0,2015-05-18,66.92,Williamtown,54.14,ENE,1031.4
,66.92,,NNE,,11.0,7.0,,1.0,1016.8,NW,73.0,,99.0,19.0,56.3,8.0,2015-05-19,69.08,Williamtown,51.98,N,1021.5
,73.22,,NW,,13.0,33.0,,3.0,1014.4,NW,63.0,,81.0,44.0,63.32,8.0,2015-05-20,75.56,Williamtown,56.3,WNW,1017.9
,68.9,,WNW,,13.0,20.0,,8.0,1016.6,WNW,57.0,,75.0,33.0,63.68,7.0,2015-05-21,70.88,Williamtown,57.74,SSE,1019.1
,59.18,,S,,41.0,19.0,,8.0,1017.6,W,87.0,,76.0,72.0,58.64,8.0,2015-05-22,62.6,Williamtown,53.96,SSW,1015.8
,60.08,,S,,19.0,13.0,Yes,8.0,1027.6,WNW,75.0,,89.0,57.0,54.5,8.0,2015-05-23,64.75999999999999,Williamtown,52.879999999999995,SW,1028.3
5.4,63.68,31.6,S,Yes,15.0,15.0,No,7.0,1030.8,WNW,57.0,14.6,80.0,30.0,52.52,7.0,2015-05-24,66.74000000000001,Williamtown,48.2,SSW,1032.2
7.7,66.92,0.0,NW,No,9.0,13.0,No,4.0,1028.9,NW,56.0,1.8,80.0,26.0,54.5,7.0,2015-05-25,67.64,Williamtown,48.02,N,1032.6
7.7,63.68,0.0,NW,No,9.0,19.0,No,7.0,1026.7,WNW,55.0,1.8,81.0,26.0,54.5,5.0,2015-05-26,67.28,Williamtown,47.66,WNW,1029.7
5.1,66.2,0.0,NW,No,17.0,20.0,No,6.0,1022.4,NW,52.0,2.2,77.0,30.0,57.379999999999995,5.0,2015-05-27,66.74000000000001,Williamtown,48.92,WNW,1025.5
,69.08,0.0,NNW,No,13.0,11.0,No,3.0,1021.0,NW,53.0,2.0,75.0,22.0,58.28,1.0,2015-05-28,72.32,Williamtown,48.92,NW,1024.3
,66.2,0.0,WNW,No,9.0,13.0,,8.0,1020.5,NW,74.0,,86.0,37.0,60.26,8.0,2015-05-29,66.56,Williamtown,54.86,WNW,1022.2
,68.0,,NW,,15.0,9.0,Yes,8.0,1018.1,WNW,52.0,,82.0,28.0,61.16,8.0,2015-05-30,71.24000000000001,Williamtown,51.8,NW,1022.8
,59.540000000000006,6.0,WNW,Yes,9.0,7.0,Yes,8.0,1012.5,NNW,93.0,,97.0,41.0,57.92,8.0,2015-05-31,60.62,Williamtown,55.76,NW,1016.7
9.9,59.0,2.2,W,Yes,30.0,33.0,No,1.0,1016.7,WNW,23.0,5.6,58.0,56.0,57.379999999999995,1.0,2015-06-01,63.32,Williamtown,50.36,SSW,1014.4
9.0,57.92,0.0,WSW,No,17.0,20.0,No,5.0,1022.2,WNW,46.0,5.6,54.0,31.0,48.379999999999995,1.0,2015-06-02,60.08,Williamtown,39.74,WSW,1024.1
8.0,61.16,0.0,WNW,No,13.0,22.0,No,6.0,1020.6,WNW,54.0,2.6,63.0,37.0,48.74,1.0,2015-06-03,63.14,Williamtown,41.54,S,1023.3
,61.7,0.0,NW,No,19.0,20.0,,1.0,1018.7,NW,36.0,2.2,75.0,33.0,47.84,1.0,2015-06-04,62.959999999999994,Williamtown,41.0,NW,1022.5
,59.540000000000006,,W,,17.0,13.0,,3.0,1019.2,WNW,51.0,,84.0,31.0,49.46,8.0,2015-06-05,59.72,Williamtown,39.56,WSW,1019.6
,65.66,,NW,,9.0,19.0,Yes,1.0,1027.4,NW,60.0,,64.0,30.0,54.14,3.0,2015-06-06,67.28,Williamtown,45.68,S,1028.3
9.7,68.9,2.2,NNW,Yes,11.0,15.0,No,1.0,1025.5,NW,52.0,5.2,94.0,28.0,50.72,1.0,2015-06-07,69.8,Williamtown,41.54,NNW,1030.3
7.7,70.16,0.0,WNW,No,28.0,9.0,No,1.0,1021.4,NNW,40.0,1.8,85.0,52.0,54.14,7.0,2015-06-08,71.78,Williamtown,43.879999999999995,NW,1026.1
7.8,72.32,0.0,WNW,No,35.0,24.0,Yes,2.0,1020.0,NW,33.0,2.6,72.0,63.0,57.379999999999995,6.0,2015-06-09,73.4,Williamtown,41.9,WNW,1021.9
0.2,59.72,2.0,S,Yes,17.0,11.0,Yes,8.0,1030.3,NW,83.0,4.2,89.0,35.0,53.24,7.0,2015-06-10,63.5,Williamtown,48.56,SW,1030.0
,62.059999999999995,6.4,SE,Yes,15.0,9.0,,3.0,1033.9,NW,61.0,1.4,96.0,30.0,56.3,7.0,2015-06-11,63.14,Williamtown,53.24,SE,1036.5
,62.78,,NW,,9.0,9.0,,7.0,1031.4,NW,70.0,,93.0,15.0,56.48,8.0,2015-06-12,64.75999999999999,Williamtown,53.06,S,1034.6
,64.94,,NNE,,13.0,6.0,,7.0,1027.3,N,55.0,,84.0,26.0,58.1,8.0,2015-06-13,69.25999999999999,Williamtown,55.04,NE,1031.4
,64.58,,NW,,13.0,17.0,Yes,1.0,1025.4,NW,69.0,,89.0,20.0,51.8,8.0,2015-06-14,67.64,Williamtown,45.32,SSE,1028.4
2.8,62.24,2.2,E,Yes,15.0,13.0,No,8.0,1025.1,NW,85.0,5.2,91.0,31.0,55.4,7.0,2015-06-15,64.94,Williamtown,47.84,E,1027.7
1.3,60.26,0.0,NE,No,6.0,13.0,Yes,8.0,1019.6,NNE,96.0,1.2,73.0,22.0,63.86,5.0,2015-06-16,65.66,Williamtown,55.4,NNW,1023.1
0.2,61.7,10.4,NW,Yes,0.0,0.0,Yes,7.0,1010.3,,93.0,0.8,97.0,39.0,58.64,8.0,2015-06-17,62.059999999999995,Williamtown,57.02,,1013.8
,64.75999999999999,5.8,WNW,Yes,24.0,30.0,,1.0,1013.5,WNW,53.0,1.6,69.0,50.0,58.28,1.0,2015-06-18,65.48,Williamtown,52.879999999999995,WNW,1015.0
,54.86,,SW,,19.0,13.0,,6.0,1016.8,W,92.0,,90.0,35.0,51.620000000000005,8.0,2015-06-19,55.4,Williamtown,49.82,WSW,1017.2
,56.3,,W,,13.0,13.0,Yes,,1022.9,NW,65.0,,93.0,26.0,49.28,8.0,2015-06-20,58.82,Williamtown,46.4,SW,1023.7
4.4,59.9,24.4,WNW,Yes,7.0,17.0,No,2.0,1027.4,NW,64.0,4.6,80.0,28.0,49.28,7.0,2015-06-21,60.440000000000005,Williamtown,43.7,WNW,1028.8
9.0,62.6,0.0,WNW,No,11.0,13.0,No,6.0,1027.0,NW,51.0,1.4,94.0,20.0,45.86,2.0,2015-06-22,63.68,Williamtown,39.92,NNW,1030.2
9.5,68.36,0.0,NW,No,13.0,13.0,No,1.0,1024.2,NW,48.0,1.0,79.0,26.0,50.54,1.0,2015-06-23,68.9,Williamtown,39.92,NNE,1027.8
2.3,60.8,0.0,NW,No,11.0,7.0,No,7.0,1020.9,NNW,72.0,1.8,77.0,20.0,55.76,2.0,2015-06-24,61.7,Williamtown,45.68,NW,1023.9
,64.04,0.0,SSW,No,15.0,24.0,,4.0,1022.8,WNW,79.0,0.6,76.0,35.0,59.18,5.0,2015-06-25,68.36,Williamtown,48.92,SSW,1023.2
,63.86,,S,,13.0,13.0,,,1031.0,W,50.0,,76.0,37.0,57.74,8.0,2015-06-26,66.56,Williamtown,53.6,SSW,1032.2
,64.22,,WNW,,11.0,17.0,,,1029.6,WNW,59.0,,86.0,26.0,50.36,,2015-06-27,65.12,Williamtown,43.16,NW,1033.2
,65.48,,WNW,,9.0,19.0,Yes,,1030.7,NW,48.0,,84.0,30.0,49.46,,2015-06-28,66.02,Williamtown,41.72,WNW,1032.8
,61.88,47.0,NW,Yes,13.0,17.0,No,2.0,1030.0,NW,70.0,11.8,82.0,22.0,50.72,1.0,2015-06-29,66.56,Williamtown,45.68,SE,1033.3
0.7,57.379999999999995,0.2,WNW,No,13.0,17.0,Yes,5.0,1025.9,NW,82.0,2.2,100.0,33.0,47.84,7.0,2015-06-30,58.459999999999994,Williamtown,42.8,WNW,1029.7
5.3,60.62,2.4,WNW,Yes,15.0,13.0,No,4.0,1022.7,W,71.0,0.2,84.0,24.0,57.379999999999995,5.0,2015-07-01,63.14,Williamtown,47.84,S,1025.9
,58.28,0.0,WNW,No,31.0,28.0,No,1.0,1018.0,WNW,42.0,3.6,65.0,50.0,46.22,5.0,2015-07-02,59.18,Williamtown,43.16,WNW,1021.2
,59.540000000000006,0.0,SSW,No,20.0,15.0,No,1.0,1024.3,WNW,53.0,,58.0,37.0,47.3,7.0,2015-07-03,60.62,Williamtown,40.46,SSW,1026.1
,62.6,0.0,WNW,No,30.0,11.0,No,7.0,1019.9,WNW,30.0,,83.0,52.0,47.3,8.0,2015-07-04,63.5,Williamtown,38.3,WNW,1023.7
,64.4,0.0,WNW,No,17.0,15.0,No,1.0,1018.4,NW,38.0,9.0,55.0,35.0,47.66,2.0,2015-07-05,65.12,Williamtown,37.76,WNW,1022.3
,62.24,0.0,WNW,No,26.0,28.0,No,0.0,1014.0,WNW,28.0,1.6,60.0,57.0,51.8,0.0,2015-07-06,62.959999999999994,Williamtown,37.76,WNW,1017.1
6.2,57.74,0.0,WNW,No,22.0,24.0,Yes,5.0,1020.9,W,63.0,4.0,57.0,41.0,51.08,2.0,2015-07-07,63.14,Williamtown,44.239999999999995,SSW,1020.1
5.9,57.02,6.0,S,Yes,11.0,13.0,Yes,6.0,1027.2,W,80.0,4.2,81.0,33.0,52.16,2.0,2015-07-08,62.059999999999995,Williamtown,43.16,ESE,1028.0
,61.34,3.0,S,Yes,11.0,11.0,,2.0,1027.0,NW,62.0,2.0,84.0,19.0,49.82,2.0,2015-07-09,64.4,Williamtown,42.8,SE,1030.2
,65.48,,WNW,,11.0,9.0,,,1019.1,NW,48.0,,90.0,33.0,50.9,,2015-07-10,66.2,Williamtown,39.56,NNW,1023.5
,65.48,,N,,9.0,13.0,,1.0,1010.7,NW,55.0,,83.0,33.0,53.42,,2015-07-11,67.82,Williamtown,43.879999999999995,N,1016.8
,53.96,,NW,,41.0,44.0,Yes,2.0,1004.4,NW,50.0,,64.0,80.0,47.48,8.0,2015-07-12,55.76,Williamtown,45.5,WNW,1007.1
,62.959999999999994,2.2,NW,Yes,37.0,33.0,Yes,2.0,1003.8,WNW,44.0,9.2,71.0,70.0,50.9,6.0,2015-07-13,63.14,Williamtown,47.120000000000005,WNW,1003.8
9.7,60.8,2.2,WNW,Yes,37.0,35.0,No,1.0,1011.6,WNW,37.0,4.2,64.0,65.0,53.6,2.0,2015-07-14,61.519999999999996,Williamtown,47.84,WNW,1012.9
6.7,59.72,0.0,NW,No,9.0,13.0,No,5.0,1016.2,NW,41.0,6.2,58.0,63.0,49.82,2.0,2015-07-15,60.62,Williamtown,44.96,WSW,1018.7
,56.48,0.0,WNW,No,31.0,17.0,,4.0,1013.8,WNW,48.0,1.6,78.0,50.0,48.92,5.0,2015-07-16,60.8,Williamtown,36.32,WNW,1017.2
,54.14,,WNW,,30.0,41.0,,7.0,1012.5,WNW,61.0,,83.0,59.0,44.239999999999995,,2015-07-17,55.94,Williamtown,42.08,W,1011.9
,54.68,,SSW,,20.0,19.0,Yes,8.0,1026.2,WNW,72.0,,60.0,43.0,50.18,4.0,2015-07-18,59.18,Williamtown,43.34,SW,1025.3
,58.82,5.0,SW,Yes,24.0,17.0,Yes,6.0,1030.3,WNW,71.0,8.4,93.0,33.0,48.02,6.0,2015-07-19,60.440000000000005,Williamtown,43.7,SW,1032.0
6.4,58.64,17.6,SE,Yes,15.0,11.0,No,5.0,1031.8,WNW,75.0,1.2,86.0,26.0,53.6,4.0,2015-07-20,61.88,Williamtown,46.58,SE,1034.1
6.1,64.58,0.2,ENE,No,13.0,13.0,No,4.0,1029.7,NW,53.0,1.8,97.0,26.0,45.86,7.0,2015-07-21,66.38,Williamtown,38.3,NE,1033.4
0.0,58.64,0.0,NE,No,7.0,0.0,Yes,8.0,1025.9,,75.0,1.4,97.0,22.0,48.74,8.0,2015-07-22,58.82,Williamtown,43.16,N,1028.5
,63.14,1.2,NW,Yes,13.0,2.0,,4.0,1023.3,NW,62.0,0.4,96.0,26.0,51.8,7.0,2015-07-23,64.04,Williamtown,45.14,SE,1026.0
,62.78,,WSW,,9.0,13.0,,8.0,1016.0,NW,84.0,,100.0,26.0,52.7,8.0,2015-07-24,65.48,Williamtown,48.74,NNE,1021.0
,67.64,,NW,,28.0,22.0,,,1016.9,NW,32.0,,64.0,52.0,59.18,,2015-07-25,68.0,Williamtown,48.02,WNW,1019.1
,66.92,,NW,,56.0,13.0,Yes,,1014.4,W,32.0,,60.0,76.0,55.76,8.0,2015-07-26,68.18,Williamtown,44.06,NW,1019.1
,59.18,4.2,WNW,Yes,30.0,35.0,No,1.0,1024.3,WNW,26.0,14.2,53.0,56.0,50.72,1.0,2015-07-27,60.440000000000005,Williamtown,45.68,WSW,1026.0
9.8,60.440000000000005,0.0,WNW,No,20.0,30.0,No,1.0,1030.9,WNW,37.0,3.6,55.0,43.0,48.379999999999995,1.0,2015-07-28,61.88,Williamtown,41.0,S,1033.2
7.7,61.88,0.0,WNW,No,15.0,20.0,No,2.0,1030.5,NW,55.0,1.6,68.0,31.0,48.2,4.0,2015-07-29,63.14,Williamtown,42.44,SSE,1034.9
,67.28,0.0,NW,No,19.0,9.0,No,2.0,1021.9,NNW,37.0,1.4,83.0,31.0,51.98,4.0,2015-07-30,68.18,Williamtown,39.74,NNW,1028.0
,67.1,0.0,NW,No,13.0,13.0,No,,1020.0,W,36.0,,61.0,54.0,57.2,7.0,2015-07-31,69.25999999999999,Williamtown,50.18,NNW,1022.5
,72.68,0.0,NW,No,28.0,13.0,No,,1016.8,NW,33.0,,63.0,41.0,54.5,,2015-08-01,74.12,Williamtown,36.68,WNW,1020.6
,80.96,0.0,WNW,No,35.0,9.0,No,,1011.0,NW,19.0,,59.0,56.0,60.440000000000005,,2015-08-02,81.86,Williamtown,45.68,NW,1016.8
10.1,64.94,0.0,WNW,No,35.0,35.0,No,0.0,1014.3,WNW,30.0,17.2,50.0,63.0,54.32,0.0,2015-08-03,65.48,Williamtown,52.34,WNW,1016.6
1.7,56.66,0.0,WNW,No,13.0,13.0,No,7.0,1019.3,W,39.0,6.0,61.0,35.0,49.46,7.0,2015-08-04,58.82,Williamtown,39.2,W,1022.8
8.8,58.1,0.0,WNW,No,31.0,33.0,No,5.0,1012.2,WNW,34.0,2.8,41.0,59.0,49.28,1.0,2015-08-05,59.540000000000006,Williamtown,38.839999999999996,NW,1016.0
,59.9,0.0,WNW,No,19.0,30.0,No,2.0,1016.9,WNW,29.0,4.8,62.0,41.0,51.44,1.0,2015-08-06,61.519999999999996,Williamtown,44.239999999999995,SW,1017.0
,62.6,0.0,WNW,No,7.0,30.0,No,,1021.1,WNW,33.0,,55.0,41.0,50.54,,2015-08-07,63.32,Williamtown,41.72,WSW,1024.2
,60.440000000000005,0.0,SSW,No,26.0,15.0,No,,1022.0,WNW,52.0,,63.0,41.0,51.98,4.0,2015-08-08,62.6,Williamtown,40.46,S,1024.3
9.6,61.88,0.0,SE,No,17.0,17.0,No,1.0,1019.6,WNW,53.0,9.8,79.0,28.0,49.64,5.0,2015-08-09,64.04,Williamtown,40.1,SE,1024.6
10.3,67.46,0.0,W,No,31.0,15.0,No,0.0,1014.3,NNW,29.0,1.4,57.0,52.0,54.5,1.0,2015-08-10,68.0,Williamtown,43.16,WNW,1019.0
8.7,69.8,0.0,W,No,13.0,11.0,No,2.0,1011.0,NNW,26.0,5.0,45.0,39.0,60.26,1.0,2015-08-11,71.96,Williamtown,37.94,WSW,1015.5
7.1,66.02,0.0,NW,No,26.0,7.0,No,2.0,1004.2,NNW,28.0,2.6,65.0,63.0,53.06,1.0,2015-08-12,68.54,Williamtown,34.52,WNW,1008.6
,65.66,0.0,WNW,No,30.0,39.0,,1.0,1015.2,WNW,30.0,5.6,53.0,59.0,54.86,1.0,2015-08-13,66.92,Williamtown,47.3,WNW,1015.6
,64.4,,W,,17.0,24.0,,,1023.7,WNW,35.0,,52.0,35.0,54.32,,2015-08-14,65.12,Williamtown,41.54,NW,1025.8
,59.9,,WNW,,20.0,17.0,Yes,8.0,1028.7,WNW,75.0,,70.0,30.0,51.26,8.0,2015-08-15,65.12,Williamtown,37.4,SSW,1030.4
10.5,64.4,2.0,NE,Yes,20.0,9.0,No,2.0,1022.2,WNW,66.0,11.2,81.0,28.0,59.9,1.0,2015-08-16,68.36,Williamtown,51.08,ESE,1027.6
9.9,66.02,0.0,NW,No,30.0,26.0,No,6.0,1014.3,WNW,32.0,2.6,60.0,46.0,56.3,1.0,2015-08-17,67.64,Williamtown,44.06,NW,1018.6
10.2,60.08,0.0,SSE,No,22.0,20.0,No,1.0,1020.5,WNW,41.0,5.8,56.0,33.0,55.76,1.0,2015-08-18,62.24,Williamtown,44.06,S,1020.7
10.6,63.5,0.0,SSE,No,15.0,13.0,No,1.0,1024.6,NW,48.0,3.0,68.0,30.0,53.42,1.0,2015-08-19,66.02,Williamtown,39.56,ESE,1026.9
,69.25999999999999,0.0,SSE,No,13.0,11.0,,1.0,1024.7,WNW,47.0,2.6,74.0,30.0,55.76,1.0,2015-08-20,71.96,Williamtown,41.36,S,1028.7
,69.8,,WNW,,17.0,15.0,,,1021.8,WNW,52.0,,80.0,26.0,56.48,,2015-08-21,73.94,Williamtown,42.08,ENE,1026.7
,79.88,,NW,,13.0,13.0,,,1018.1,NNW,36.0,,55.0,24.0,63.5,,2015-08-22,80.96,Williamtown,49.28,NNE,1022.9
,59.72,,S,,9.0,15.0,Yes,8.0,1019.2,S,96.0,,93.0,35.0,59.36,8.0,2015-08-23,60.62,Williamtown,57.379999999999995,NE,1022.5
3.9,64.04,26.4,S,Yes,13.0,4.0,Yes,7.0,1015.1,NNE,89.0,10.0,97.0,35.0,58.64,7.0,2015-08-24,65.12,Williamtown,55.4,SSE,1018.1
8.3,68.0,1.8,NW,Yes,37.0,13.0,No,1.0,1015.0,WNW,50.0,1.6,79.0,57.0,61.88,6.0,2015-08-25,69.98,Williamtown,55.76,WNW,1015.8
1.2,64.22,0.0,NW,No,22.0,31.0,No,7.0,1017.9,NW,58.0,4.0,61.0,50.0,58.82,7.0,2015-08-26,67.28,Williamtown,55.4,WNW,1019.3
,63.86,0.0,NW,No,30.0,17.0,No,7.0,1017.5,NW,52.0,3.4,71.0,52.0,58.82,7.0,2015-08-27,64.94,Williamtown,54.14,WNW,1020.5
,66.2,0.0,WNW,No,22.0,43.0,No,3.0,1019.3,WNW,36.0,,55.0,57.0,58.1,,2015-08-28,68.0,Williamtown,47.120000000000005,W,1020.6
,67.28,0.0,WNW,No,26.0,26.0,No,,1018.4,WNW,37.0,,60.0,44.0,56.48,,2015-08-29,68.72,Williamtown,44.6,WNW,1023.5
10.8,62.42,0.0,SE,No,24.0,26.0,No,1.0,1017.1,WNW,39.0,13.0,52.0,37.0,55.22,1.0,2015-08-30,64.75999999999999,Williamtown,44.6,S,1020.3
7.7,61.519999999999996,0.0,WSW,No,17.0,17.0,No,6.0,1014.2,WSW,49.0,3.2,53.0,30.0,58.82,1.0,2015-08-31,65.12,Williamtown,44.78,SSE,1017.5
10.9,66.92,0.4,WNW,No,20.0,30.0,No,1.0,1013.3,WNW,27.0,3.6,57.0,41.0,55.76,1.0,2015-09-01,68.0,Williamtown,45.5,W,1016.5
7.8,68.36,0.0,NNE,No,17.0,17.0,Yes,3.0,1012.8,NW,33.0,4.0,51.0,31.0,55.94,4.0,2015-09-02,69.62,Williamtown,39.56,NE,1018.7
,57.56,8.6,WNW,Yes,30.0,30.0,,6.0,1007.4,NW,72.0,6.0,52.0,52.0,62.959999999999994,1.0,2015-09-03,66.38,Williamtown,51.620000000000005,WNW,1006.6
,58.82,,SW,,13.0,17.0,,8.0,1020.7,WSW,92.0,,94.0,43.0,56.66,8.0,2015-09-04,62.059999999999995,Williamtown,51.620000000000005,W,1021.0
,65.12,,SSE,,13.0,19.0,,3.0,1019.3,NW,51.0,,100.0,31.0,53.06,8.0,2015-09-05,68.72,Williamtown,48.379999999999995,SE,1022.9
,62.78,,ESE,,19.0,13.0,Yes,,1021.8,NNW,65.0,,80.0,30.0,60.980000000000004,3.0,2015-09-06,64.94,Williamtown,52.52,ESE,1024.7
10.4,72.86,34.2,WNW,Yes,20.0,13.0,No,5.0,1015.3,NW,38.0,10.8,74.0,46.0,60.440000000000005,1.0,2015-09-07,76.28,Williamtown,45.86,WNW,1020.0
10.6,66.56,0.0,WNW,No,20.0,28.0,No,1.0,1016.0,W,29.0,4.0,40.0,39.0,55.94,1.0,2015-09-08,67.64,Williamtown,42.980000000000004,W,1020.3
10.9,64.75999999999999,0.0,N,No,22.0,17.0,Yes,1.0,1021.7,W,46.0,6.6,52.0,30.0,59.36,1.0,2015-09-09,66.56,Williamtown,49.1,SSE,1022.9
,63.68,2.2,SSW,Yes,24.0,19.0,No,6.0,1029.6,SW,58.0,5.6,81.0,35.0,60.08,7.0,2015-09-10,65.3,Williamtown,50.18,SSW,1030.5
,67.1,0.0,SE,No,26.0,7.0,No,,1028.5,N,53.0,,63.0,33.0,62.6,,2015-09-11,70.16,Williamtown,47.3,ESE,1032.7
,78.08,0.0,WNW,No,11.0,13.0,No,,1024.6,NNW,31.0,,66.0,35.0,61.88,,2015-09-12,78.98,Williamtown,43.7,WSW,1029.0
10.9,72.5,0.0,SE,No,20.0,11.0,No,1.0,1025.0,NW,57.0,10.2,67.0,33.0,63.5,1.0,2015-09-13,75.38,Williamtown,46.4,ESE,1028.8
10.9,75.92,0.0,ENE,No,22.0,11.0,No,1.0,1021.1,NW,44.0,4.4,68.0,31.0,64.04,1.0,2015-09-14,77.36,Williamtown,45.86,E,1026.4
10.6,82.22,0.0,NW,No,37.0,11.0,No,1.0,1011.7,NNW,26.0,5.0,58.0,59.0,67.46,0.0,2015-09-15,83.12,Williamtown,48.2,NW,1017.4
11.1,67.28,0.0,SE,No,20.0,17.0,No,1.0,1014.4,S,46.0,8.0,44.0,30.0,64.94,1.0,2015-09-16,68.36,Williamtown,49.28,SE,1017.8
,61.519999999999996,0.0,S,No,28.0,0.0,Yes,7.0,1017.1,,69.0,4.2,66.0,50.0,64.75999999999999,2.0,2015-09-17,67.64,Williamtown,51.44,S,1017.0
,62.059999999999995,8.0,SSW,Yes,26.0,30.0,,8.0,1024.7,SSE,68.0,4.0,52.0,48.0,64.94,,2015-09-18,68.54,Williamtown,54.14,SSW,1025.2
,63.14,,SE,,30.0,0.0,,8.0,1023.2,,74.0,,78.0,41.0,60.440000000000005,8.0,2015-09-19,67.28,Williamtown,53.06,SE,1025.8
,65.48,,ENE,,15.0,13.0,Yes,8.0,1020.9,SE,67.0,,90.0,31.0,62.059999999999995,8.0,2015-09-20,68.0,Williamtown,56.120000000000005,E,1024.0
10.0,73.22,45.0,NW,Yes,13.0,13.0,No,5.0,1015.7,NNW,47.0,13.0,72.0,30.0,62.6,1.0,2015-09-21,75.38,Williamtown,47.3,WNW,1020.5
8.2,63.68,0.6,S,No,39.0,15.0,Yes,1.0,1016.4,WNW,52.0,3.6,65.0,59.0,63.86,7.0,2015-09-22,68.54,Williamtown,51.26,S,1016.7
2.0,57.92,2.0,SSW,Yes,35.0,30.0,Yes,7.0,1024.4,SW,65.0,6.0,81.0,72.0,50.36,7.0,2015-09-23,59.18,Williamtown,48.56,SSW,1024.8
