WindDir9am,Rainfall,RainTomorrow,Date,WindSpeed9am,Pressure9am,Temp9amF,MaxTempF,RainToday,Humidity3pm,WindDir3pm,Sunshine,Temp3pmF,WindGustDir,Humidity9am,Evaporation,MinTempF,Cloud9am,Cloud3pm,Pressure3pm,Location,WindGustSpeed,WindSpeed3pm
SW,,,2015-04-18,7.0,,,,,,WNW,5.7,,WSW,,1.8,,,,,Melbourne,54.0,17.0
WSW,,,2015-04-19,26.0,,,,,,SSE,6.1,,SSE,,2.4,,,,,Melbourne,59.0,46.0
SSW,,,2015-04-20,9.0,,,,,,S,9.3,,SSE,,2.4,,,,,Melbourne,50.0,31.0
SSW,,,2015-04-21,11.0,,,,,,S,8.5,,SSE,,3.2,,,,,Melbourne,44.0,31.0
SSW,,,2015-04-22,13.0,,,,,,S,3.0,,S,,2.8,,,,,Melbourne,43.0,28.0
S,,,2015-04-23,15.0,,,,,,SSW,1.6,,S,,,,,,,Melbourne,30.0,19.0
N,,,2015-04-24,13.0,,,,,,WNW,1.8,,W,,0.8,,,,,Melbourne,48.0,19.0
,,,2015-04-25,0.0,,,,,,WSW,0.0,,SW,,2.6,,,,,Melbourne,37.0,13.0
SW,,,2015-04-26,20.0,,,,,,SSW,2.4,,WSW,,1.1,,,,,Melbourne,44.0,19.0
WSW,,,2015-04-27,22.0,,,,,,S,3.3,,SW,,2.8,,,,,Melbourne,37.0,19.0
WSW,,,2015-04-28,9.0,,,,,,S,1.8,,S,,1.8,,,,,Melbourne,35.0,17.0
NNW,,,2015-04-29,6.0,,,,,,S,9.0,,SSE,,1.6,,,,,Melbourne,20.0,4.0
N,,,2015-04-30,11.0,,,,,,SSE,10.1,,SSE,,1.6,,,,,Melbourne,28.0,15.0
NNE,,,2015-05-01,13.0,,,,,,NNE,10.0,,NNE,,2.0,,,,,Melbourne,43.0,24.0
N,,,2015-05-02,28.0,,,,,,N,4.1,,N,,5.4,,,,,Melbourne,59.0,30.0
N,,,2015-05-03,9.0,,,,,,S,7.6,,S,,3.2,,,,,Melbourne,26.0,11.0
NNW,,,2015-05-04,11.0,,,,,,N,9.0,,N,,2.8,,,,,Melbourne,78.0,35.0
N,,,2015-05-05,26.0,,,,,,WNW,6.1,,W,,7.4,,,,,Melbourne,76.0,44.0
NNW,,,2015-05-06,30.0,,,,,,NW,5.6,,NNW,,5.2,,,,,Melbourne,52.0,28.0
WNW,,,2015-05-07,30.0,,,,,,W,4.0,,WSW,,3.2,,,,,Melbourne,52.0,30.0
NW,,,2015-05-08,13.0,,,,,,NW,2.2,,W,,1.8,,,,,Melbourne,44.0,19.0
N,,,2015-05-09,22.0,,,,,,NNW,7.2,,NNW,,3.0,,,,,Melbourne,59.0,30.0
NNE,,,2015-05-10,11.0,,,,,,WSW,2.8,,WSW,,5.4,,,,,Melbourne,61.0,41.0
WSW,,,2015-05-11,33.0,,,,,,WSW,2.5,,WSW,,2.8,,,,,Melbourne,57.0,28.0
NW,,,2015-05-12,20.0,,,,,,W,2.5,,WSW,,3.0,,,,,Melbourne,70.0,31.0
W,,,2015-05-13,24.0,,,,,,SW,4.0,,SSW,,3.4,,,,,Melbourne,56.0,28.0
WSW,,,2015-05-14,30.0,,,,,,S,3.1,,SW,,2.0,,,,,Melbourne,48.0,17.0
SW,,,2015-05-15,15.0,,,,,,S,0.3,,SSW,,1.0,,,,,Melbourne,33.0,15.0
ENE,,,2015-05-16,7.0,,,,,,ESE,7.3,,S,,1.2,,,,,Melbourne,24.0,11.0
NNE,,,2015-05-17,13.0,,,,,,NNE,9.6,,NNE,,1.4,,,,,Melbourne,37.0,17.0
N,,,2015-05-18,19.0,,,,,,NNE,8.2,,N,,3.2,,,,,Melbourne,61.0,22.0
N,,,2015-05-19,28.0,,,,,,NNW,0.7,,N,,4.4,,,,,Melbourne,61.0,22.0
N,,,2015-05-20,35.0,,,,,,NNW,6.8,,N,,2.4,,,,,Melbourne,57.0,20.0
SSW,,,2015-05-21,11.0,,,,,,SSW,0.0,,SSW,,2.2,,,,,Melbourne,37.0,13.0
SW,,,2015-05-22,13.0,,,,,,S,1.4,,SSE,,0.6,,,,,Melbourne,41.0,28.0
SSW,,,2015-05-23,11.0,,,,,,SSE,6.6,,SSW,,1.4,,,,,Melbourne,26.0,17.0
WNW,,,2015-05-24,13.0,,,,,,NNE,4.3,,N,,2.0,,,,,Melbourne,31.0,20.0
N,,,2015-05-25,19.0,,,,,,NNE,2.7,,N,,1.4,,,,,Melbourne,30.0,15.0
N,,,2015-05-26,17.0,,,,,,N,3.4,,N,,2.0,,,,,Melbourne,54.0,13.0
N,,,2015-05-27,30.0,,,,,,N,6.5,,N,,3.2,,,,,Melbourne,61.0,37.0
N,,,2015-05-28,39.0,,,,,,N,7.4,,N,,4.0,,,,,Melbourne,57.0,33.0
N,,,2015-05-29,19.0,,,,,,W,4.7,,W,,3.2,,,,,Melbourne,39.0,20.0
NNW,,,2015-05-30,20.0,,,,,,NW,8.9,,NNW,,2.8,,,,,Melbourne,57.0,28.0
NNW,,,2015-05-31,22.0,,,,,,W,3.3,,W,,4.4,,,,,Melbourne,52.0,35.0
WSW,,,2015-06-01,15.0,,,,,,SSW,6.0,,SW,,1.8,,,,,Melbourne,44.0,22.0
W,,,2015-06-02,17.0,,,,,,S,0.7,,S,,1.4,,,,,Melbourne,30.0,17.0
,,,2015-06-03,0.0,,,,,,WNW,2.0,,N,,0.0,,,,,Melbourne,26.0,11.0
N,,,2015-06-04,33.0,,,,,,N,3.3,,N,,1.4,,,,,Melbourne,65.0,26.0
N,,,2015-06-05,26.0,,,,,,WNW,1.3,,N,,2.0,,,,,Melbourne,50.0,17.0
N,,,2015-06-06,28.0,,,,,,NNW,7.2,,NNE,,0.8,,,,,Melbourne,48.0,17.0
N,,,2015-06-07,57.0,,,,,,N,3.0,,N,,4.0,,,,,Melbourne,85.0,37.0
NNE,,,2015-06-08,26.0,,,,,,NW,6.8,,N,,3.0,,,,,Melbourne,91.0,39.0
W,,,2015-06-09,17.0,,,,,,WSW,5.8,,WSW,,5.0,,,,,Melbourne,46.0,31.0
WSW,,,2015-06-10,11.0,,,,,,S,2.9,,SSW,,1.8,,,,,Melbourne,31.0,24.0
N,,,2015-06-11,13.0,,,,,,SSE,8.0,,ESE,,1.6,,,,,Melbourne,19.0,6.0
NE,,,2015-06-12,7.0,,,,,,ESE,4.7,,N,,1.2,,,,,Melbourne,28.0,11.0
N,,,2015-06-13,28.0,,,,,,NNE,5.4,,NNE,,0.8,,,,,Melbourne,37.0,22.0
N,,,2015-06-14,19.0,,,,,,E,6.0,,N,,2.6,,,,,Melbourne,28.0,13.0
,,,2015-06-15,0.0,,,,,,NNE,3.1,,NNE,,0.6,,,,,Melbourne,31.0,13.0
E,,,2015-06-16,9.0,,,,,,NW,0.0,,N,,1.0,,,,,Melbourne,30.0,13.0
,,,2015-06-17,0.0,,,,,,S,0.0,,SE,,1.0,,,,,Melbourne,31.0,13.0
SSE,,,2015-06-18,22.0,,,,,,SSE,0.0,,SE,,1.0,,,,,Melbourne,41.0,24.0
S,,,2015-06-19,9.0,,,,,,SSE,4.9,,SSW,,0.8,,,,,Melbourne,31.0,20.0
W,,,2015-06-20,13.0,,,,,,S,3.8,,S,,1.2,,,,,Melbourne,22.0,11.0
N,,,2015-06-21,19.0,,,,,,NNE,9.1,,N,,0.6,,,,,Melbourne,48.0,28.0
N,,,2015-06-22,43.0,,,,,,N,3.4,,NNE,,3.4,,,,,Melbourne,74.0,35.0
NNE,,,2015-06-23,28.0,,,,,,NNE,7.8,,N,,2.8,,,,,Melbourne,76.0,41.0
NNW,,,2015-06-24,20.0,,,,,,SSW,6.7,,N,,3.8,,,,,Melbourne,63.0,17.0
W,,,2015-06-25,15.0,,,,,,WSW,3.0,,SW,,1.6,,,,,Melbourne,41.0,26.0
WNW,,,2015-06-26,11.0,,,,,,WSW,5.7,,WNW,,1.6,,,,,Melbourne,26.0,11.0
N,,,2015-06-27,19.0,,,,,,N,1.2,,NNE,,2.2,,,,,Melbourne,35.0,20.0
W,,,2015-06-28,13.0,,,,,,SW,2.1,,N,,1.2,,,,,Melbourne,24.0,9.0
,,,2015-06-29,0.0,,,,,,SW,3.6,,WNW,,0.8,,,,,Melbourne,17.0,9.0
N,,,2015-06-30,13.0,,,,,,SSW,3.9,,N,,0.8,,,,,Melbourne,20.0,7.0
WNW,,,2015-07-01,15.0,,,,,,NW,3.5,,NNW,,1.8,,,,,Melbourne,46.0,19.0
W,,,2015-07-02,22.0,,,,,,SSW,5.7,,WSW,,3.6,,,,,Melbourne,74.0,35.0
N,,,2015-07-03,9.0,,,,,,WSW,0.2,,WSW,,1.4,,,,,Melbourne,28.0,17.0
N,,,2015-07-04,31.0,,,,,,N,0.0,,N,,2.6,,,,,Melbourne,46.0,26.0
N,,,2015-07-05,28.0,,,,,,N,5.2,,N,,1.0,,,,,Melbourne,63.0,28.0
NNE,,,2015-07-06,20.0,,,,,,N,0.2,,N,,4.0,,,,,Melbourne,57.0,30.0
N,,,2015-07-07,9.0,,,,,,SSE,2.1,,N,,1.2,,,,,Melbourne,39.0,6.0
N,,,2015-07-08,19.0,,,,,,N,7.2,,N,,0.8,,,,,Melbourne,39.0,20.0
N,,,2015-07-09,22.0,,,,,,N,0.1,,N,,2.4,,,,,Melbourne,46.0,20.0
N,,,2015-07-10,26.0,,,,,,NNE,1.7,,N,,1.8,,,,,Melbourne,67.0,28.0
NNE,,,2015-07-11,28.0,,,,,,NW,1.9,,N,,3.2,,,,,Melbourne,59.0,15.0
W,,,2015-07-12,17.0,,,,,,WSW,0.0,,SSW,,1.8,,,,,Melbourne,50.0,20.0
WSW,,,2015-07-13,35.0,,,,,,WSW,0.3,,WSW,,2.8,,,,,Melbourne,56.0,26.0
WNW,,,2015-07-14,13.0,,,,,,N,0.4,,N,,1.8,,,,,Melbourne,65.0,39.0
N,,,2015-07-15,9.0,,,,,,WSW,2.7,,SSE,,3.0,,,,,Melbourne,24.0,6.0
SSE,,,2015-07-16,17.0,,,,,,S,3.7,,SSE,,0.2,,,,,Melbourne,39.0,26.0
SW,,,2015-07-17,20.0,,,,,,SSW,2.0,,S,,1.2,,,,,Melbourne,56.0,24.0
SW,,,2015-07-18,7.0,,,,,,SSE,7.0,,S,,0.8,,,,,Melbourne,31.0,17.0
N,,,2015-07-19,15.0,,,,,,NNW,8.3,,N,,1.4,,,,,Melbourne,24.0,9.0
N,,,2015-07-20,13.0,,,,,,N,9.3,,N,,1.6,,,,,Melbourne,50.0,28.0
N,,,2015-07-21,43.0,,,,,,N,6.4,,N,,4.2,,,,,Melbourne,78.0,39.0
NE,,,2015-07-22,13.0,,,,,,NW,3.3,,N,,3.4,,,,,Melbourne,67.0,17.0
N,,,2015-07-23,24.0,,,,,,N,8.6,,N,,2.0,,,,,Melbourne,48.0,20.0
NNE,,,2015-07-24,30.0,,,,,,N,4.0,,N,,2.0,,,,,Melbourne,52.0,30.0
N,,,2015-07-25,22.0,,,,,,N,3.6,,N,,2.8,,,,,Melbourne,70.0,26.0
WNW,,,2015-07-26,28.0,,,,,,W,8.2,,W,,2.0,,,,,Melbourne,83.0,22.0
W,,,2015-07-27,22.0,,,,,,WSW,8.3,,WSW,,3.2,,,,,Melbourne,44.0,30.0
W,,,2015-07-28,19.0,,,,,,SW,8.1,,WSW,,1.8,,,,,Melbourne,31.0,22.0
N,,,2015-07-29,22.0,,,,,,N,3.8,,NNE,,2.8,,,,,Melbourne,43.0,24.0
NNE,,,2015-07-30,30.0,,,,,,N,2.6,,N,,2.8,,,,,Melbourne,87.0,65.0
NNW,,,2015-07-31,11.0,,,,,,N,9.6,,N,,3.2,,,,,Melbourne,57.0,26.0
WSW,,,2015-08-01,22.0,,,,,,SW,0.0,,N,,3.6,,,,,Melbourne,80.0,17.0
N,,,2015-08-02,19.0,,,,,,WNW,6.5,,WNW,,1.4,,,,,Melbourne,52.0,31.0
W,,,2015-08-03,24.0,,,,,,SSW,5.6,,W,,3.2,,,,,Melbourne,56.0,22.0
WNW,,,2015-08-04,20.0,,,,,,WNW,3.1,,N,,3.0,,,,,Melbourne,39.0,19.0
W,,,2015-08-05,19.0,,,,,,SW,4.2,,SW,,1.8,,,,,Melbourne,59.0,35.0
WSW,,,2015-08-06,19.0,,,,,,SW,1.0,,SW,,1.4,,,,,Melbourne,41.0,24.0
WSW,,,2015-08-07,11.0,,,,,,SSW,1.5,,WSW,,1.4,,,,,Melbourne,30.0,13.0
NNW,,,2015-08-08,6.0,,,,,,SE,0.0,,N,,1.2,,,,,Melbourne,26.0,15.0
N,,,2015-08-09,26.0,,,,,,N,0.1,,NNE,,1.4,,,,,Melbourne,54.0,30.0
N,,,2015-08-10,52.0,,,,,,NNW,7.1,,N,,3.4,,,,,Melbourne,78.0,33.0
N,,,2015-08-11,28.0,,,,,,N,6.4,,N,,2.2,,,,,Melbourne,72.0,41.0
,,,2015-08-12,0.0,,,,,,W,2.6,,NNE,,5.0,,,,,Melbourne,61.0,20.0
W,,,2015-08-13,19.0,,,,,,SW,1.9,,WSW,,0.8,,,,,Melbourne,37.0,22.0
NW,,,2015-08-14,13.0,,,,,,W,4.8,,W,,2.2,,,,,Melbourne,31.0,20.0
,,,2015-08-15,0.0,,,,,,S,4.5,,S,,2.4,,,,,Melbourne,26.0,13.0
N,,,2015-08-16,15.0,,,,,,WNW,6.5,,NNW,,1.4,,,,,Melbourne,44.0,22.0
WSW,,,2015-08-17,20.0,,,,,,SW,4.4,,SW,,3.4,,,,,Melbourne,52.0,28.0
W,,,2015-08-18,15.0,,,,,,ESE,1.2,,W,,2.6,,,,,Melbourne,26.0,4.0
N,,,2015-08-19,9.0,,,,,,N,6.5,,N,,1.4,,,,,Melbourne,24.0,6.0
N,,,2015-08-20,43.0,,,,,,N,8.8,,N,,1.6,,,,,Melbourne,70.0,46.0
N,,,2015-08-21,43.0,,,,,,NNE,1.2,,N,,6.4,,,,,Melbourne,78.0,35.0
N,,,2015-08-22,20.0,,,,,,SW,7.7,,N,,3.4,,,,,Melbourne,43.0,11.0
N,,,2015-08-23,13.0,,,,,,S,7.7,,S,,3.0,,,,,Melbourne,31.0,17.0
SSW,,,2015-08-24,9.0,,,,,,S,4.0,,SSE,,2.0,,,,,Melbourne,54.0,30.0
SSE,,,2015-08-25,28.0,,,,,,SE,0.7,,SSE,,2.4,,,,,Melbourne,44.0,28.0
WNW,,,2015-08-26,9.0,,,,,,SE,0.3,,WNW,,2.0,,,,,Melbourne,19.0,7.0
WSW,,,2015-08-27,11.0,,,,,,SSW,0.0,,S,,1.2,,,,,Melbourne,44.0,13.0
SW,,,2015-08-28,15.0,,,,,,S,4.1,,S,,0.6,,,,,Melbourne,37.0,24.0
WSW,,,2015-08-29,22.0,,,,,,SW,3.5,,SW,,2.0,,,,,Melbourne,43.0,22.0
SW,,,2015-08-30,20.0,,,,,,SSW,1.9,,SSW,,0.6,,,,,Melbourne,37.0,22.0
WSW,,,2015-08-31,13.0,,,,,,S,4.2,,SSE,,1.8,,,,,Melbourne,30.0,20.0
N,,,2015-09-01,9.0,,,,,,NNW,9.8,,N,,1.6,,,,,Melbourne,61.0,6.0
NNE,,,2015-09-02,24.0,,,,,,NE,0.8,,N,,4.4,,,,,Melbourne,56.0,11.0
SSW,,,2015-09-03,22.0,,,,,,S,3.3,,S,,2.4,,,,,Melbourne,48.0,33.0
S,,,2015-09-04,9.0,,,,,,SSE,4.2,,SSW,,2.8,,,,,Melbourne,31.0,15.0
SW,,,2015-09-05,11.0,,,,,,S,3.8,,S,,1.8,,,,,Melbourne,24.0,11.0
N,,,2015-09-06,31.0,,,,,,NNE,1.8,,N,,2.2,,,,,Melbourne,69.0,31.0
WNW,,,2015-09-07,33.0,,,,,,W,2.3,,W,,2.8,,,,,Melbourne,63.0,30.0
SW,,,2015-09-08,24.0,,,,,,S,4.2,,SW,,2.6,,,,,Melbourne,43.0,15.0
SW,,,2015-09-09,20.0,,,,,,SSW,4.5,,SSW,,2.2,,,,,Melbourne,39.0,24.0
SSW,,,2015-09-10,15.0,,,,,,S,6.3,,SSE,,2.4,,,,,Melbourne,26.0,9.0
N,,,2015-09-11,28.0,,,,,,N,9.8,,N,,2.4,,,,,Melbourne,57.0,37.0
N,,,2015-09-12,43.0,,,,,,N,4.2,,N,,5.2,,,,,Melbourne,63.0,33.0
N,,,2015-09-13,35.0,,,,,,N,10.7,,N,,6.6,,,,,Melbourne,65.0,35.0
NNE,,,2015-09-14,39.0,,,,,,N,10.5,,N,,9.4,,,,,Melbourne,63.0,43.0
WSW,,,2015-09-15,31.0,,,,,,WSW,7.4,,WSW,,10.0,,,,,Melbourne,52.0,30.0
WSW,,,2015-09-16,11.0,,,,,,S,5.1,,SSW,,2.8,,,,,Melbourne,37.0,11.0
WSW,,,2015-09-17,11.0,,,,,,SSE,1.9,,SW,,3.4,,,,,Melbourne,37.0,22.0
SSW,,,2015-09-18,11.0,,,,,,SSE,1.3,,SE,,2.0,,,,,Melbourne,28.0,19.0
NNE,,,2015-09-19,7.0,,,,,,N,6.5,,NNE,,2.0,,,,,Melbourne,43.0,20.0
N,,,2015-09-20,37.0,,,,,,N,10.7,,N,,4.8,,,,,Melbourne,50.0,22.0
N,,,2015-09-21,30.0,,,,,,SW,2.4,,N,,5.6,,,,,Melbourne,56.0,28.0
SSW,,,2015-09-22,31.0,,,,,,S,7.2,,SSW,,2.2,,,,,Melbourne,57.0,35.0
S,,,2015-09-23,30.0,,,,,,S,10.6,,S,,3.6,,,,,Melbourne,44.0,31.0
SSE,,,2015-09-24,17.0,,,,,,SSE,8.5,,SE,,4.0,,,,,Melbourne,39.0,24.0
SSE,,,2015-09-25,9.0,,,,,,SSE,10.8,,S,,2.6,,,,,Melbourne,37.0,22.0
NNE,,,2015-09-26,11.0,,,,,,S,9.5,,SSE,,4.8,,,,,Melbourne,30.0,19.0
SSE,,,2015-09-27,2.0,,,,,,S,11.4,,S,,3.2,,,,,Melbourne,33.0,20.0
N,,,2015-09-28,30.0,,,,,,SSE,5.4,,N,,5.8,,,,,Melbourne,50.0,9.0
W,,,2015-09-29,17.0,,,,,,WSW,6.5,,W,,3.4,,,,,Melbourne,37.0,26.0
SSW,,,2015-09-30,15.0,,,,,,S,6.5,,SSE,,2.8,,,,,Melbourne,39.0,22.0
NNW,,,2015-10-01,9.0,,,,,,W,11.5,,SSW,,4.0,,,,,Melbourne,52.0,17.0
N,,,2015-10-02,26.0,,,,,,N,11.3,,N,,6.6,,,,,Melbourne,56.0,26.0
N,,,2015-10-03,46.0,,,,,,NW,9.8,,N,,11.0,,,,,Melbourne,69.0,28.0
,,,2015-10-04,0.0,,,,,,S,11.5,,N,,13.0,,,,,Melbourne,35.0,19.0
N,,,2015-10-05,28.0,,,,,,NNW,10.0,,N,,5.6,,,,,Melbourne,59.0,31.0
N,,,2015-10-06,37.0,,,,,,WNW,9.1,,NW,,17.0,,,,,Melbourne,98.0,46.0
SSE,,,2015-10-07,33.0,,,,,,S,11.4,,SSE,,14.4,,,,,Melbourne,48.0,33.0
W,,,2015-10-08,11.0,,,,,,SSE,10.5,,SSE,,6.6,,,,,Melbourne,31.0,20.0
N,,,2015-10-09,30.0,,,,,,N,8.4,,N,,4.4,,,,,Melbourne,46.0,11.0
N,,,2015-10-10,35.0,,,,,,NNE,4.1,,N,,8.0,,,,,Melbourne,56.0,19.0
S,,,2015-10-11,11.0,,,,,,SSE,5.9,,N,,8.4,,,,,Melbourne,46.0,15.0
SSW,,,2015-10-12,13.0,,,,,,S,0.2,,S,,3.8,,,,,Melbourne,39.0,24.0
S,,,2015-10-13,7.0,,,,,,S,11.8,,S,,7.0,,,,,Melbourne,31.0,13.0
N,,,2015-10-14,19.0,,,,,,N,11.4,,NNE,,4.4,,,,,Melbourne,50.0,22.0
N,,,2015-10-15,35.0,,,,,,NNW,9.2,,N,,8.6,,,,,Melbourne,67.0,39.0
N,,,2015-10-16,22.0,,,,,,SSE,0.5,,SW,,10.8,,,,,Melbourne,39.0,20.0
SW,,,2015-10-17,13.0,,,,,,S,8.0,,S,,4.8,,,,,Melbourne,37.0,17.0
SSE,,,2015-10-18,17.0,,,,,,SE,8.2,,SSE,,5.2,,,,,Melbourne,35.0,15.0
N,,,2015-10-19,9.0,,,,,,SSE,11.9,,SSE,,4.4,,,,,Melbourne,33.0,19.0
N,,,2015-10-20,28.0,,,,,,N,3.0,,NNE,,7.0,,,,,Melbourne,52.0,31.0
WSW,,,2015-10-21,9.0,,,,,,S,0.1,,S,,7.8,,,,,Melbourne,48.0,26.0
SW,,,2015-10-22,17.0,,,,,,SW,0.0,,S,,3.0,,,,,Melbourne,48.0,31.0
SSE,,,2015-10-23,17.0,,,,,,SSE,4.1,,SSE,,2.0,,,,,Melbourne,33.0,19.0
SSW,,,2015-10-24,7.0,,,,,,S,8.9,,S,,4.0,,,,,Melbourne,31.0,20.0
N,,,2015-10-25,39.0,,,,,,N,6.1,,N,,5.0,,,,,Melbourne,72.0,48.0
SSW,,,2015-10-26,31.0,,,,,,S,3.6,,SSW,,12.8,,,,,Melbourne,56.0,35.0
SSE,,,2015-10-27,24.0,,,,,,S,12.7,,SSE,,3.6,,,,,Melbourne,37.0,19.0
N,,,2015-10-28,43.0,,,,,,ENE,12.0,,N,,8.0,,,,,Melbourne,59.0,13.0
WNW,,,2015-10-29,9.0,,,,,,SE,10.3,,SSE,,8.0,,,,,Melbourne,37.0,24.0
ENE,,,2015-10-30,13.0,,,,,,SSE,12.1,,SSE,,7.6,,,,,Melbourne,43.0,31.0
SW,,,2015-10-31,11.0,,,,,,N,5.0,,N,,8.8,,,,,Melbourne,78.0,43.0
N,,,2015-11-01,46.0,,,,,,S,5.2,,N,,7.0,,,,,Melbourne,72.0,20.0
SW,,,2015-11-02,13.0,,,,,,S,0.1,,SSW,,4.0,,,,,Melbourne,37.0,24.0
SE,,,2015-11-03,22.0,,,,,,SE,7.1,,SSE,,3.2,,,,,Melbourne,33.0,19.0
SE,,,2015-11-04,7.0,,,,,,SSE,6.9,,NNE,,5.8,,,,,Melbourne,61.0,20.0
NNE,,,2015-11-05,4.0,,,,,,N,4.6,,NW,,5.0,,,,,Melbourne,81.0,15.0
SW,,,2015-11-06,20.0,,,,,,WSW,0.6,,WSW,,4.6,,,,,Melbourne,50.0,28.0
SW,,,2015-11-07,35.0,,,,,,S,9.8,,SW,,4.0,,,,,Melbourne,52.0,26.0
ENE,,,2015-11-08,13.0,,,,,,SSE,10.9,,SSE,,4.2,,,,,Melbourne,22.0,9.0
N,,,2015-11-09,31.0,,,,,,NNW,11.7,,N,,8.6,,,,,Melbourne,52.0,26.0
S,,,2015-11-10,22.0,,,,,,S,0.0,,SSE,,9.8,,,,,Melbourne,37.0,28.0
S,,,2015-11-11,19.0,,,,,,WSW,2.3,,S,,1.4,,,,,Melbourne,28.0,11.0
N,,,2015-11-12,6.0,,,,,,SSE,10.6,,S,,2.8,,,,,Melbourne,35.0,19.0
SSW,,,2015-11-13,19.0,,,,,,S,8.3,,S,,5.4,,,,,Melbourne,46.0,31.0
SSW,,,2015-11-14,19.0,,,,,,S,8.3,,SSE,,5.8,,,,,Melbourne,46.0,24.0
SSE,,,2015-11-15,20.0,,,,,,SSE,10.2,,SE,,5.4,,,,,Melbourne,33.0,17.0
WNW,,,2015-11-16,9.0,,,,,,SSE,11.6,,NW,,6.0,,,,,Melbourne,35.0,28.0
N,,,2015-11-17,39.0,,,,,,NW,9.2,,N,,9.8,,,,,Melbourne,61.0,39.0
SSW,,,2015-11-18,6.0,,,,,,SE,9.6,,N,,11.4,,,,,Melbourne,31.0,11.0
NNE,,,2015-11-19,20.0,,,,,,SSE,8.4,,SW,,7.6,,,,,Melbourne,57.0,28.0
SSW,,,2015-11-20,11.0,,,,,,SW,3.2,,N,,9.0,,,,,Melbourne,35.0,19.0
SW,,,2015-11-21,20.0,,,,,,SSE,7.7,,SSE,,2.6,,,,,Melbourne,48.0,28.0
SW,,,2015-11-22,15.0,,,,,,ESE,9.2,,SSE,,6.2,,,,,Melbourne,35.0,13.0
SW,,,2015-11-23,17.0,,,,,,SSE,7.8,,SSE,,6.2,,,,,Melbourne,41.0,30.0
WNW,,,2015-11-24,13.0,,,,,,WSW,11.0,,W,,5.8,,,,,Melbourne,33.0,11.0
N,,,2015-11-25,31.0,,,,,,NNW,1.3,,N,,7.2,,,,,Melbourne,93.0,48.0
WSW,,,2015-11-26,39.0,,,,,,WSW,10.8,,WSW,,16.2,,,,,Melbourne,85.0,43.0
WSW,,,2015-11-27,28.0,,,,,,W,4.7,,WNW,,8.2,,,,,Melbourne,46.0,17.0
WSW,,,2015-11-28,13.0,,,,,,SSE,11.8,,SSE,,5.0,,,,,Melbourne,35.0,20.0
SSW,,,2015-11-29,13.0,,,,,,SSE,4.8,,S,,6.8,,,,,Melbourne,35.0,24.0
N,,,2015-11-30,35.0,,,,,,N,11.0,,NW,,4.0,,,,,Melbourne,78.0,37.0
W,,,2015-12-01,19.0,,,,,,W,9.8,,SW,,12.0,,,,,Melbourne,61.0,28.0
SW,,,2015-12-02,26.0,,,,,,SSE,13.0,,SSE,,9.8,,,,,Melbourne,54.0,33.0
S,,,2015-12-03,9.0,,,,,,S,11.4,,SSE,,6.4,,,,,Melbourne,39.0,19.0
ENE,,,2015-12-04,7.0,,,,,,SE,12.1,,ESE,,5.4,,,,,Melbourne,50.0,19.0
SSW,,,2015-12-05,9.0,,,,,,S,8.5,,SSW,,10.4,,,,,Melbourne,37.0,17.0
S,,,2015-12-06,9.0,,,,,,SE,3.0,,SSW,,7.2,,,,,Melbourne,31.0,17.0
NE,,,2015-12-07,6.0,,,,,,SSW,0.0,,ENE,,6.6,,,,,Melbourne,33.0,9.0
N,,,2015-12-08,30.0,,,,,,NNW,8.8,,N,,1.6,,,,,Melbourne,69.0,28.0
WSW,,,2015-12-09,20.0,,,,,,SW,12.9,,SE,,10.6,,,,,Melbourne,44.0,22.0
S,,,2015-12-10,7.0,,,,,,S,11.4,,SE,,8.6,,,,,Melbourne,37.0,20.0
WSW,,,2015-12-11,30.0,,,,,,W,5.7,,SW,,8.6,,,,,Melbourne,65.0,35.0
SW,,,2015-12-12,24.0,,,,,,ESE,12.5,,SW,,7.2,,,,,Melbourne,41.0,17.0
NE,,,2015-12-13,9.0,,,,,,W,12.1,,S,,6.0,,,,,Melbourne,39.0,24.0
SSE,,,2015-12-14,9.0,,,,,,SSE,11.7,,SSE,,8.6,,,,,Melbourne,41.0,26.0
SSW,,,2015-12-15,13.0,,,,,,S,10.8,,SSE,,8.0,,,,,Melbourne,37.0,20.0
S,,,2015-12-16,9.0,,,,,,SSW,11.0,,S,,8.6,,,,,Melbourne,44.0,31.0
N,,,2015-12-17,44.0,,,,,,NW,13.8,,N,,10.0,,,,,Melbourne,65.0,19.0
N,,,2015-12-18,35.0,,,,,,WNW,12.3,,NNW,,16.0,,,,,Melbourne,63.0,28.0
N,,,2015-12-19,46.0,,,,,,NNW,8.0,,N,,16.0,,,,,Melbourne,76.0,41.0
N,,,2015-12-20,39.0,,,,,,WSW,6.2,,WSW,,19.8,,,,,Melbourne,74.0,46.0
SSW,,,2015-12-21,24.0,,,,,,S,5.5,,S,,9.8,,,,,Melbourne,48.0,30.0
S,,,2015-12-22,13.0,,,,,,SE,12.3,,SSE,,6.8,,,,,Melbourne,31.0,15.0
SSW,,,2015-12-23,7.0,,,,,,SSE,13.3,,SSE,,6.8,,,,,Melbourne,39.0,22.0
NNE,,,2015-12-24,33.0,,,,,,ENE,13.1,,N,,9.3,,,,,Melbourne,50.0,11.0
N,,,2015-12-25,48.0,,,,,,N,13.3,,N,,18.0,,,,,Melbourne,74.0,43.0
