Wind.Speed.9.am,Location,Cloud.3.pm,Temp.9.am.F,Pressure.9.am,Rain.Tomorrow,Wind.Gust.Speed,Cloud.9.am,Wind.Dir.9.am,Temp.3.pm.F,Wind.Speed.3.pm,Evaporation,Date,Rain.Today,Max.Temp.F,Humidity.9.am,Wind.Gust.Dir,Wind.Dir.3.pm,Pressure.3.pm,Humidity.3.pm,Min.Temp.F,Rainfall,Sunshine
11.0,WaggaWagga,2.0,46.58,1032.8,No,17.0,6.0,E,60.62,6.0,1.4,2015-05-25,No,63.14,76.0,E,SW,1029.8,48.0,40.1,0.0,7.0
13.0,WaggaWagga,7.0,44.42,1030.6,No,17.0,2.0,ESE,56.66,0.0,1.8,2015-05-26,No,57.56,81.0,ESE,,1026.7,54.0,36.5,0.0,5.1
15.0,WaggaWagga,7.0,47.120000000000005,1025.6,No,22.0,7.0,E,55.22,11.0,0.8,2015-05-27,No,57.02,88.0,NE,E,1022.5,84.0,44.06,0.6,1.1
13.0,WaggaWagga,2.0,54.32,1023.2,No,26.0,4.0,ENE,65.3,11.0,0.6,2015-05-28,No,67.1,81.0,N,N,1019.3,62.0,46.22,0.6,6.9
11.0,WaggaWagga,4.0,52.879999999999995,1022.9,No,31.0,7.0,W,60.26,22.0,1.2,2015-05-29,No,62.24,97.0,W,WSW,1021.6,52.0,50.36,0.6,6.0
0.0,WaggaWagga,7.0,42.8,1024.7,No,31.0,7.0,,57.02,13.0,2.8,2015-05-30,No,59.9,89.0,W,NW,1020.2,48.0,35.6,0.0,6.9
0.0,WaggaWagga,7.0,43.7,1018.7,Yes,43.0,6.0,,57.92,22.0,1.2,2015-05-31,No,58.82,89.0,W,WSW,1014.8,51.0,37.58,0.0,5.9
19.0,WaggaWagga,3.0,42.260000000000005,1021.1,No,63.0,1.0,SW,49.82,24.0,2.2,2015-06-01,Yes,52.16,79.0,SW,SW,1022.2,47.0,38.12,2.0,9.2
0.0,WaggaWagga,2.0,32.9,1027.4,No,19.0,8.0,,53.24,11.0,1.6,2015-06-02,No,53.96,98.0,SW,SW,1024.6,38.0,28.22,0.0,7.0
9.0,WaggaWagga,1.0,38.48,1025.1,No,17.0,1.0,E,53.6,2.0,1.4,2015-06-03,No,55.04,80.0,W,W,1022.5,44.0,29.3,0.0,7.7
0.0,WaggaWagga,5.0,35.6,1023.2,Yes,22.0,4.0,,51.98,11.0,1.0,2015-06-04,No,53.96,87.0,NW,WNW,1019.1,49.0,26.78,0.0,7.5
4.0,WaggaWagga,1.0,46.04,1021.6,No,30.0,5.0,E,53.78,6.0,1.6,2015-06-05,Yes,55.76,87.0,W,WSW,1022.3,55.0,35.06,3.6,6.4
0.0,WaggaWagga,3.0,36.68,1031.0,No,13.0,7.0,,54.5,6.0,1.2,2015-06-06,No,55.76,94.0,ENE,W,1029.2,62.0,30.38,0.2,7.5
9.0,WaggaWagga,5.0,40.82,1030.1,No,17.0,6.0,E,59.540000000000006,4.0,0.8,2015-06-07,No,59.72,86.0,E,S,1026.3,53.0,33.62,0.0,8.7
9.0,WaggaWagga,2.0,44.78,1025.0,No,37.0,1.0,E,63.5,19.0,1.2,2015-06-08,No,64.04,84.0,WNW,NW,1021.0,42.0,32.36,0.0,8.7
7.0,WaggaWagga,6.0,47.3,1022.8,No,26.0,7.0,NNW,56.84,11.0,1.8,2015-06-09,No,57.74,78.0,SW,W,1023.0,69.0,40.28,0.0,2.2
6.0,WaggaWagga,1.0,40.1,1032.2,No,17.0,0.0,ENE,55.94,7.0,0.8,2015-06-10,No,57.02,77.0,E,ESE,1031.1,43.0,27.32,0.0,8.6
15.0,WaggaWagga,0.0,44.06,1036.6,No,30.0,0.0,E,61.34,11.0,0.8,2015-06-11,No,61.7,71.0,E,E,1033.6,46.0,34.88,0.0,9.0
13.0,WaggaWagga,7.0,43.7,1035.1,No,17.0,2.0,E,59.540000000000006,4.0,1.8,2015-06-12,No,60.8,79.0,ESE,S,1031.4,56.0,35.6,0.0,9.0
13.0,WaggaWagga,7.0,46.94,1031.6,No,24.0,7.0,ESE,59.9,9.0,1.6,2015-06-13,No,60.980000000000004,81.0,ESE,E,1027.5,56.0,36.32,0.0,5.7
13.0,WaggaWagga,3.0,47.48,1028.7,No,22.0,6.0,ESE,63.32,9.0,1.4,2015-06-14,No,64.04,85.0,E,NE,1025.5,56.0,39.02,0.0,7.7
13.0,WaggaWagga,7.0,49.64,1026.7,Yes,37.0,7.0,E,60.8,20.0,1.4,2015-06-15,No,61.7,77.0,E,ENE,1023.1,61.0,40.82,0.0,1.4
9.0,WaggaWagga,8.0,54.68,1020.0,Yes,35.0,7.0,ENE,58.459999999999994,13.0,1.8,2015-06-16,Yes,58.459999999999994,96.0,ENE,N,1016.4,94.0,49.46,23.2,0.0
13.0,WaggaWagga,8.0,55.58,1010.1,Yes,41.0,8.0,SE,55.22,11.0,0.2,2015-06-17,Yes,58.459999999999994,97.0,WSW,NNE,1006.8,97.0,54.68,8.0,0.0
4.0,WaggaWagga,8.0,50.72,1015.8,Yes,39.0,8.0,N,51.44,15.0,3.2,2015-06-18,Yes,52.34,96.0,SE,WSW,1014.2,97.0,49.1,28.0,0.0
6.0,WaggaWagga,5.0,49.82,1020.5,No,22.0,1.0,ESE,55.76,13.0,5.0,2015-06-19,Yes,58.459999999999994,79.0,S,SSW,1019.6,52.0,43.519999999999996,34.0,6.8
9.0,WaggaWagga,1.0,41.9,1025.8,No,19.0,0.0,ESE,53.96,7.0,1.0,2015-06-20,No,55.22,77.0,E,SSW,1024.7,56.0,35.06,0.0,8.8
11.0,WaggaWagga,1.0,38.839999999999996,1029.3,No,15.0,0.0,ESE,55.4,4.0,0.8,2015-06-21,No,56.3,82.0,ESE,SSE,1027.4,56.0,31.1,0.0,8.8
11.0,WaggaWagga,4.0,40.28,1029.5,No,19.0,5.0,ESE,54.68,9.0,1.0,2015-06-22,No,55.76,81.0,ENE,ESE,1026.1,63.0,34.88,0.0,5.8
13.0,WaggaWagga,7.0,45.68,1026.3,No,24.0,2.0,E,58.28,17.0,1.4,2015-06-23,No,60.26,76.0,E,E,1022.4,65.0,39.56,0.0,7.2
9.0,WaggaWagga,6.0,53.24,1022.3,No,26.0,7.0,ESE,59.72,11.0,1.4,2015-06-24,No,61.34,92.0,ESE,ESE,1019.8,72.0,45.68,1.0,3.2
2.0,WaggaWagga,7.0,50.0,1026.0,No,28.0,7.0,WSW,50.9,20.0,0.6,2015-06-25,No,55.22,96.0,WSW,W,1026.9,78.0,45.14,0.0,1.5
13.0,WaggaWagga,1.0,41.0,1033.6,No,17.0,8.0,ESE,57.56,2.0,0.6,2015-06-26,No,57.74,100.0,ESE,SE,1031.6,64.0,35.42,0.0,5.6
7.0,WaggaWagga,4.0,39.92,1034.6,No,17.0,7.0,S,53.42,7.0,0.6,2015-06-27,No,55.22,99.0,WNW,W,1032.0,62.0,36.68,0.0,4.2
0.0,WaggaWagga,7.0,40.1,1034.6,No,15.0,7.0,,47.48,9.0,0.8,2015-06-28,No,48.56,95.0,ENE,E,1033.0,69.0,33.62,0.0,1.2
9.0,WaggaWagga,1.0,38.3,1033.6,No,20.0,0.0,E,57.379999999999995,11.0,0.6,2015-06-29,No,58.82,85.0,E,ENE,1029.8,55.0,29.84,0.0,9.2
4.0,WaggaWagga,7.0,41.18,1029.8,No,22.0,6.0,NNE,48.56,15.0,1.0,2015-06-30,No,50.18,94.0,W,WSW,1027.7,63.0,32.9,0.0,3.0
2.0,WaggaWagga,5.0,36.86,1029.3,No,26.0,3.0,WNW,48.2,17.0,0.8,2015-07-01,No,49.1,91.0,WSW,WSW,1026.4,68.0,30.92,0.0,7.2
7.0,WaggaWagga,7.0,43.34,1023.9,No,54.0,7.0,NNW,48.92,37.0,1.6,2015-07-02,No,53.96,83.0,WSW,WSW,1022.3,77.0,36.86,0.0,2.2
7.0,WaggaWagga,1.0,35.78,1028.9,No,15.0,1.0,ENE,49.46,4.0,1.0,2015-07-03,No,51.44,61.0,E,S,1026.4,49.0,25.52,0.6,7.9
0.0,WaggaWagga,3.0,35.06,1026.0,No,28.0,6.0,,49.82,13.0,0.2,2015-07-04,No,50.9,94.0,WSW,WSW,1023.7,51.0,30.74,0.0,6.0
2.0,WaggaWagga,7.0,36.68,1024.1,No,15.0,2.0,ESE,51.620000000000005,7.0,0.6,2015-07-05,No,52.16,91.0,WSW,NW,1020.4,62.0,28.22,0.0,7.9
0.0,WaggaWagga,7.0,41.36,1019.4,No,20.0,7.0,,50.36,13.0,1.0,2015-07-06,No,53.42,92.0,WSW,WSW,1017.8,55.0,36.68,0.0,3.0
11.0,WaggaWagga,1.0,45.5,1022.3,No,17.0,1.0,E,56.120000000000005,7.0,1.4,2015-07-07,No,57.56,83.0,SE,WNW,1022.0,56.0,37.76,0.0,8.7
9.0,WaggaWagga,1.0,43.7,1028.3,No,24.0,1.0,ENE,57.74,13.0,1.2,2015-07-08,No,58.28,79.0,ENE,ENE,1026.5,49.0,32.72,0.0,9.0
13.0,WaggaWagga,2.0,43.34,1029.4,Yes,26.0,1.0,E,57.02,13.0,1.6,2015-07-09,No,57.56,73.0,E,E,1025.1,53.0,35.06,0.0,8.3
6.0,WaggaWagga,3.0,47.84,1020.8,No,28.0,7.0,NNE,56.66,13.0,2.0,2015-07-10,Yes,58.28,93.0,ENE,NNE,1017.9,67.0,43.34,6.2,6.2
17.0,WaggaWagga,7.0,51.44,1013.2,Yes,41.0,8.0,NNE,54.14,17.0,1.0,2015-07-11,No,56.120000000000005,91.0,WNW,NNE,1006.3,84.0,45.68,0.0,0.2
15.0,WaggaWagga,3.0,42.8,1006.1,Yes,41.0,8.0,NW,48.02,11.0,1.6,2015-07-12,Yes,49.46,94.0,WSW,SW,1003.8,73.0,41.18,14.0,3.9
37.0,WaggaWagga,7.0,48.92,1008.5,Yes,54.0,7.0,WSW,49.82,33.0,1.8,2015-07-13,Yes,51.8,83.0,WSW,WSW,1010.0,72.0,42.620000000000005,3.8,0.9
17.0,WaggaWagga,7.0,40.64,1015.7,Yes,41.0,3.0,W,45.68,17.0,1.2,2015-07-14,Yes,47.48,83.0,WSW,WNW,1014.7,63.0,39.2,2.2,3.8
13.0,WaggaWagga,7.0,42.980000000000004,1016.4,Yes,26.0,8.0,NE,44.06,7.0,1.0,2015-07-15,Yes,46.4,95.0,E,SW,1016.6,87.0,40.64,6.4,0.0
13.0,WaggaWagga,7.0,46.22,1018.7,No,30.0,7.0,SE,52.52,13.0,1.0,2015-07-16,Yes,53.24,78.0,S,S,1015.5,67.0,39.56,6.8,0.1
9.0,WaggaWagga,3.0,41.54,1017.9,No,39.0,1.0,N,52.16,24.0,0.8,2015-07-17,No,52.52,75.0,SW,SW,1018.8,55.0,35.6,0.0,9.4
0.0,WaggaWagga,1.0,35.06,1028.7,No,15.0,8.0,,53.78,7.0,2.0,2015-07-18,No,55.04,98.0,NE,WNW,1028.6,49.0,32.9,0.2,6.9
0.0,WaggaWagga,1.0,39.02,1034.2,No,19.0,0.0,,55.22,7.0,1.0,2015-07-19,No,56.48,80.0,ENE,E,1031.7,48.0,32.0,0.0,9.6
15.0,WaggaWagga,2.0,44.239999999999995,1034.5,No,20.0,1.0,E,57.74,13.0,1.6,2015-07-20,No,58.64,72.0,E,E,1031.2,49.0,33.8,0.0,9.3
13.0,WaggaWagga,4.0,46.4,1032.1,Yes,30.0,1.0,E,60.62,20.0,1.4,2015-07-21,No,61.88,75.0,NE,ENE,1027.0,55.0,36.32,0.0,8.4
0.0,WaggaWagga,8.0,48.92,1025.4,Yes,33.0,8.0,,51.8,13.0,2.6,2015-07-22,Yes,52.879999999999995,96.0,W,NE,1023.6,91.0,46.4,9.0,0.0
7.0,WaggaWagga,2.0,48.74,1027.0,No,15.0,6.0,ENE,61.16,7.0,0.6,2015-07-23,Yes,62.42,93.0,ESE,WNW,1023.3,40.0,45.86,10.2,7.6
15.0,WaggaWagga,7.0,47.120000000000005,1018.9,Yes,41.0,8.0,ENE,55.94,17.0,1.6,2015-07-24,No,56.66,88.0,WNW,N,1014.2,79.0,39.92,0.0,0.2
17.0,WaggaWagga,4.0,48.74,1020.0,No,30.0,6.0,WNW,54.86,20.0,1.2,2015-07-25,Yes,56.120000000000005,79.0,WNW,NW,1018.2,58.0,44.6,7.0,6.4
19.0,WaggaWagga,7.0,47.66,1017.6,Yes,63.0,8.0,NW,51.08,35.0,1.4,2015-07-26,No,53.06,89.0,W,WSW,1018.1,55.0,44.6,0.8,1.7
11.0,WaggaWagga,7.0,37.94,1029.6,No,35.0,2.0,WNW,48.02,24.0,1.6,2015-07-27,Yes,50.54,88.0,WSW,SW,1029.4,64.0,32.36,1.2,6.7
2.0,WaggaWagga,7.0,41.36,1036.0,No,22.0,1.0,NW,51.620000000000005,13.0,1.2,2015-07-28,No,52.7,91.0,WSW,WSW,1033.8,69.0,32.54,0.0,5.4
9.0,WaggaWagga,7.0,37.76,1035.5,No,17.0,7.0,E,53.96,6.0,0.8,2015-07-29,No,54.5,99.0,E,NW,1031.1,53.0,32.9,0.2,6.6
15.0,WaggaWagga,7.0,43.879999999999995,1026.3,No,30.0,1.0,E,54.14,17.0,1.2,2015-07-30,No,55.4,82.0,NNW,NW,1021.6,56.0,35.96,0.0,6.2
9.0,WaggaWagga,3.0,47.120000000000005,1021.7,No,26.0,1.0,NW,54.14,15.0,1.2,2015-07-31,No,57.2,80.0,NW,WNW,1020.4,61.0,39.02,0.6,9.4
4.0,WaggaWagga,8.0,49.64,1017.1,Yes,26.0,7.0,E,53.78,4.0,1.6,2015-08-01,No,57.02,78.0,WNW,NE,1015.6,81.0,38.660000000000004,0.2,0.3
11.0,WaggaWagga,4.0,53.42,1013.2,No,39.0,7.0,ENE,51.08,22.0,2.6,2015-08-02,Yes,53.96,82.0,WSW,W,1015.0,72.0,47.48,29.2,4.5
26.0,WaggaWagga,7.0,47.84,1018.9,No,52.0,6.0,WNW,48.56,33.0,1.2,2015-08-03,No,52.52,83.0,WSW,WSW,1018.9,74.0,44.6,0.4,4.4
7.0,WaggaWagga,7.0,35.24,1024.6,Yes,33.0,0.0,N,45.5,17.0,2.0,2015-08-04,No,46.94,66.0,WSW,WSW,1021.9,54.0,28.76,0.4,3.9
20.0,WaggaWagga,6.0,42.8,1015.8,Yes,41.0,7.0,WNW,46.58,24.0,1.4,2015-08-05,Yes,50.18,97.0,WNW,WSW,1012.8,90.0,35.24,1.2,0.8
9.0,WaggaWagga,7.0,40.1,1020.1,No,24.0,7.0,NW,46.94,11.0,0.2,2015-08-06,Yes,48.02,89.0,WSW,SSW,1021.2,78.0,35.42,2.0,0.1
9.0,WaggaWagga,7.0,45.86,1025.7,No,26.0,7.0,NW,52.16,15.0,0.4,2015-08-07,No,54.5,91.0,WSW,SW,1023.9,67.0,39.92,0.0,2.2
9.0,WaggaWagga,2.0,38.660000000000004,1026.2,No,15.0,7.0,E,54.5,7.0,1.2,2015-08-08,No,55.76,97.0,E,WNW,1023.4,63.0,34.16,0.2,7.0
9.0,WaggaWagga,7.0,40.46,1023.9,No,17.0,7.0,E,53.6,6.0,1.0,2015-08-09,No,55.04,91.0,E,W,1019.4,68.0,33.08,0.0,2.2
9.0,WaggaWagga,7.0,48.92,1017.0,No,33.0,4.0,ENE,59.36,24.0,0.8,2015-08-10,No,60.62,74.0,NW,NW,1012.2,47.0,37.94,0.0,7.2
7.0,WaggaWagga,4.0,48.379999999999995,1015.5,No,28.0,1.0,NNW,57.02,15.0,1.8,2015-08-11,No,58.1,80.0,NNW,NW,1012.6,45.0,37.22,0.0,9.4
13.0,WaggaWagga,8.0,43.519999999999996,1004.8,Yes,43.0,8.0,N,44.239999999999995,20.0,2.0,2015-08-12,No,46.58,82.0,WNW,WNW,1005.3,94.0,40.1,0.0,0.4
9.0,WaggaWagga,7.0,44.06,1019.7,No,30.0,7.0,WNW,51.8,20.0,2.8,2015-08-13,Yes,52.879999999999995,85.0,SW,W,1020.4,72.0,39.92,12.8,4.0
6.0,WaggaWagga,7.0,43.34,1027.7,No,20.0,7.0,WSW,55.22,11.0,0.2,2015-08-14,No,55.58,97.0,WSW,WSW,1026.4,74.0,40.28,0.0,0.2
7.0,WaggaWagga,4.0,47.84,1031.6,No,13.0,1.0,NE,60.08,7.0,0.6,2015-08-15,No,60.440000000000005,88.0,NE,WNW,1029.2,51.0,35.6,0.0,10.1
6.0,WaggaWagga,5.0,48.379999999999995,1028.5,No,28.0,1.0,NNW,57.02,17.0,1.4,2015-08-16,No,59.0,87.0,WSW,W,1023.9,61.0,39.02,0.0,8.8
13.0,WaggaWagga,7.0,46.94,1019.8,Yes,41.0,7.0,NW,53.96,28.0,2.2,2015-08-17,No,56.120000000000005,88.0,W,WSW,1016.7,72.0,38.839999999999996,0.0,5.1
11.0,WaggaWagga,3.0,40.82,1022.5,No,26.0,0.0,WNW,51.620000000000005,13.0,2.4,2015-08-18,Yes,52.7,84.0,WNW,WSW,1022.2,52.0,33.26,2.2,9.5
9.0,WaggaWagga,2.0,42.08,1027.5,No,17.0,3.0,E,52.879999999999995,7.0,2.0,2015-08-19,No,54.86,79.0,SSE,ENE,1024.9,54.0,30.38,0.0,10.4
13.0,WaggaWagga,2.0,44.96,1028.4,No,20.0,1.0,E,60.980000000000004,11.0,1.4,2015-08-20,No,62.78,77.0,N,N,1025.0,47.0,33.8,0.0,10.4
17.0,WaggaWagga,7.0,49.46,1024.2,Yes,28.0,6.0,ENE,59.72,13.0,2.4,2015-08-21,No,62.6,68.0,NE,E,1020.3,65.0,41.72,0.0,4.6
9.0,WaggaWagga,3.0,61.34,1018.5,No,37.0,4.0,NNW,69.08,19.0,1.6,2015-08-22,Yes,69.62,67.0,NNW,NW,1016.2,47.0,49.28,1.4,9.8
9.0,WaggaWagga,7.0,55.94,1020.4,No,17.0,7.0,NW,59.72,9.0,3.2,2015-08-23,No,60.26,91.0,N,NNE,1018.7,77.0,52.34,0.0,0.6
9.0,WaggaWagga,7.0,56.120000000000005,1017.1,Yes,44.0,7.0,SE,53.6,17.0,0.6,2015-08-24,No,58.64,77.0,ESE,ESE,1014.3,92.0,51.44,0.4,0.6
17.0,WaggaWagga,8.0,51.26,1019.2,Yes,31.0,8.0,S,51.98,17.0,3.8,2015-08-25,Yes,56.120000000000005,76.0,S,S,1020.6,85.0,48.56,19.0,0.0
4.0,WaggaWagga,7.0,49.82,1024.4,Yes,30.0,7.0,NNW,61.34,11.0,0.4,2015-08-26,Yes,62.6,90.0,S,WSW,1021.0,53.0,46.76,7.4,1.3
15.0,WaggaWagga,7.0,50.9,1020.7,Yes,59.0,7.0,S,48.2,19.0,2.2,2015-08-27,Yes,55.76,96.0,WNW,NW,1018.9,93.0,49.46,10.2,0.8
13.0,WaggaWagga,3.0,48.02,1023.2,No,28.0,7.0,W,57.02,19.0,1.0,2015-08-28,Yes,58.28,87.0,WSW,W,1022.0,62.0,44.96,2.4,5.8
9.0,WaggaWagga,2.0,40.82,1025.1,No,33.0,7.0,W,53.42,20.0,2.2,2015-08-29,No,54.32,95.0,WSW,WSW,1022.5,52.0,38.839999999999996,0.0,8.0
0.0,WaggaWagga,4.0,38.839999999999996,1023.2,No,26.0,,,55.76,17.0,1.4,2015-08-30,No,56.120000000000005,99.0,W,W,1020.0,64.0,35.6,0.0,4.8
0.0,WaggaWagga,4.0,41.18,1020.0,No,28.0,,,57.379999999999995,22.0,1.4,2015-08-31,No,58.459999999999994,99.0,W,W,1016.9,55.0,35.24,0.0,6.8
0.0,WaggaWagga,2.0,38.48,1018.4,No,24.0,8.0,,55.94,11.0,2.0,2015-09-01,No,57.56,100.0,WSW,WSW,1015.8,54.0,35.42,0.0,7.3
19.0,WaggaWagga,3.0,45.68,1016.6,Yes,35.0,7.0,E,62.24,22.0,2.0,2015-09-02,No,62.959999999999994,79.0,ENE,ENE,1009.2,52.0,38.3,0.0,5.8
15.0,WaggaWagga,7.0,50.54,1008.1,Yes,33.0,7.0,W,55.04,17.0,3.2,2015-09-03,Yes,58.459999999999994,95.0,WSW,SW,1011.7,77.0,45.5,18.0,1.0
6.0,WaggaWagga,1.0,49.82,1023.3,No,22.0,0.0,E,60.62,13.0,0.8,2015-09-04,Yes,61.34,76.0,W,WNW,1021.1,60.0,35.6,1.2,10.2
2.0,WaggaWagga,3.0,44.78,1024.0,No,19.0,6.0,E,60.62,11.0,1.8,2015-09-05,No,61.16,93.0,NW,WSW,1020.7,56.0,37.94,0.2,9.3
13.0,WaggaWagga,7.0,49.82,1022.7,No,31.0,8.0,ENE,60.980000000000004,20.0,2.6,2015-09-06,No,61.7,86.0,N,N,1019.1,56.0,39.38,0.0,3.5
19.0,WaggaWagga,6.0,49.1,1020.1,No,54.0,7.0,WSW,53.06,33.0,2.4,2015-09-07,No,55.58,82.0,WSW,W,1018.6,56.0,46.04,0.6,7.6
15.0,WaggaWagga,5.0,44.42,1021.7,No,33.0,8.0,WNW,53.96,24.0,3.8,2015-09-08,No,56.66,90.0,W,WSW,1019.4,78.0,38.12,0.0,4.0
6.0,WaggaWagga,5.0,45.32,1026.0,No,37.0,0.0,N,59.36,24.0,0.8,2015-09-09,No,60.8,77.0,WSW,SW,1024.9,63.0,35.06,0.6,9.5
9.0,WaggaWagga,5.0,50.72,1031.3,No,22.0,1.0,E,62.059999999999995,11.0,2.2,2015-09-10,No,64.04,71.0,SSE,S,1029.3,50.0,36.68,0.0,10.1
11.0,WaggaWagga,2.0,54.68,1031.7,No,26.0,1.0,E,67.1,11.0,2.4,2015-09-11,No,67.82,70.0,NNW,NNW,1027.8,48.0,39.92,0.0,11.1
9.0,WaggaWagga,4.0,55.22,1029.2,No,22.0,5.0,E,70.7,9.0,3.2,2015-09-12,No,71.42,74.0,WNW,NW,1025.6,41.0,43.7,0.0,10.1
13.0,WaggaWagga,1.0,57.2,1028.2,No,20.0,1.0,E,72.86,6.0,3.0,2015-09-13,No,72.86,69.0,E,WSW,1024.4,50.0,44.6,0.0,11.1
13.0,WaggaWagga,1.0,60.440000000000005,1024.3,No,43.0,1.0,E,74.66,20.0,3.2,2015-09-14,No,76.1,63.0,NNE,N,1019.2,42.0,47.48,0.0,10.6
30.0,WaggaWagga,3.0,56.66,1015.5,No,48.0,7.0,W,62.42,26.0,5.6,2015-09-15,No,64.04,78.0,N,W,1015.8,49.0,56.120000000000005,0.0,7.8
6.0,WaggaWagga,3.0,49.64,1019.5,No,31.0,2.0,NNW,60.440000000000005,17.0,3.6,2015-09-16,No,61.88,88.0,WSW,SW,1017.0,47.0,37.76,0.0,9.2
6.0,WaggaWagga,3.0,47.48,1021.0,No,33.0,2.0,WNW,61.16,22.0,3.0,2015-09-17,No,63.5,80.0,SW,WSW,1020.3,46.0,35.96,0.0,9.9
13.0,WaggaWagga,3.0,53.78,1026.9,No,26.0,0.0,ESE,66.02,7.0,3.8,2015-09-18,No,66.74000000000001,70.0,E,SE,1024.8,46.0,37.22,0.0,10.6
13.0,WaggaWagga,4.0,55.94,1026.6,No,35.0,0.0,ENE,66.74000000000001,13.0,4.0,2015-09-19,No,67.82,63.0,ENE,NNE,1022.5,50.0,40.1,0.0,10.8
17.0,WaggaWagga,4.0,59.36,1023.5,No,28.0,2.0,ENE,68.0,13.0,3.8,2015-09-20,No,68.9,63.0,ENE,N,1019.7,49.0,45.14,0.0,9.2
11.0,WaggaWagga,2.0,58.64,1019.6,No,37.0,2.0,E,70.7,22.0,4.0,2015-09-21,No,71.06,69.0,WNW,WNW,1015.2,49.0,44.42,0.0,9.1
24.0,WaggaWagga,5.0,50.36,1021.5,No,46.0,2.0,SW,54.14,28.0,3.0,2015-09-22,No,59.36,67.0,SW,SW,1021.6,50.0,41.36,0.0,7.7
19.0,WaggaWagga,3.0,49.28,1030.2,No,39.0,1.0,SSE,59.18,20.0,4.0,2015-09-23,No,60.980000000000004,48.0,SSE,SSW,1027.6,28.0,30.38,0.0,11.3
11.0,WaggaWagga,4.0,49.1,1030.2,No,37.0,1.0,S,59.540000000000006,20.0,4.4,2015-09-24,No,62.78,53.0,SSW,SSW,1026.4,40.0,31.46,0.0,9.0
6.0,WaggaWagga,1.0,51.26,1032.0,No,20.0,0.0,E,64.04,9.0,4.6,2015-09-25,No,64.94,59.0,ENE,E,1028.2,39.0,31.82,0.0,11.0
11.0,WaggaWagga,2.0,56.120000000000005,1030.2,No,20.0,1.0,ESE,66.38,9.0,3.0,2015-09-26,No,68.18,57.0,S,SW,1025.5,38.0,35.78,0.2,10.4
11.0,WaggaWagga,2.0,56.120000000000005,1025.4,No,28.0,1.0,ENE,68.0,13.0,3.8,2015-09-27,No,68.9,73.0,WSW,WSW,1021.0,41.0,40.46,0.0,11.3
9.0,WaggaWagga,2.0,55.94,1021.4,No,22.0,1.0,ENE,70.16,11.0,3.8,2015-09-28,No,71.78,74.0,NW,NNW,1017.2,33.0,37.04,0.0,10.4
11.0,WaggaWagga,5.0,60.08,1018.3,No,31.0,3.0,NNE,70.34,19.0,4.0,2015-09-29,No,71.06,53.0,WNW,W,1016.5,33.0,44.96,0.0,11.1
9.0,WaggaWagga,1.0,58.28,1021.8,No,26.0,1.0,E,67.82,13.0,4.2,2015-09-30,No,68.72,58.0,SW,W,1020.3,33.0,35.78,0.0,11.2
6.0,WaggaWagga,1.0,58.459999999999994,1027.6,No,33.0,0.0,NNE,68.9,19.0,4.2,2015-10-01,No,69.25999999999999,61.0,SW,WSW,1026.3,34.0,36.86,0.0,11.7
11.0,WaggaWagga,0.0,60.62,1033.9,No,19.0,0.0,E,74.3,9.0,4.6,2015-10-02,No,76.46,55.0,E,SSE,1030.8,37.0,38.48,0.0,11.5
13.0,WaggaWagga,1.0,61.7,1032.3,No,20.0,1.0,E,79.88,9.0,4.0,2015-10-03,No,81.14,66.0,NW,NNW,1026.6,31.0,44.239999999999995,0.0,11.7
13.0,WaggaWagga,6.0,61.519999999999996,1025.1,No,26.0,7.0,ENE,84.91999999999999,9.0,4.6,2015-10-04,No,88.52,66.0,NW,SSE,1023.2,25.0,48.02,0.0,10.2
11.0,WaggaWagga,7.0,63.5,1024.9,No,20.0,6.0,E,87.08000000000001,13.0,5.6,2015-10-05,No,89.78,53.0,ENE,NNE,1022.1,25.0,46.4,0.0,8.6
9.0,WaggaWagga,1.0,71.78,1021.8,No,56.0,1.0,N,93.91999999999999,30.0,5.6,2015-10-06,No,94.46000000000001,35.0,NW,NW,1018.2,8.0,50.72,0.0,11.6
13.0,WaggaWagga,7.0,59.36,1027.3,No,46.0,7.0,W,70.7,7.0,9.2,2015-10-07,No,73.04,60.0,ENE,WSW,1028.3,43.0,53.96,0.0,5.9
26.0,WaggaWagga,6.0,60.26,1034.7,No,46.0,5.0,E,74.66,20.0,5.2,2015-10-08,No,75.38,48.0,E,ENE,1031.5,37.0,53.96,0.0,9.1
15.0,WaggaWagga,1.0,63.32,1032.9,No,35.0,3.0,E,80.42,11.0,5.0,2015-10-09,No,82.58,63.0,SE,NNE,1028.0,41.0,55.4,0.0,11.3
6.0,WaggaWagga,1.0,67.64,1028.2,No,30.0,2.0,E,83.12,9.0,6.0,2015-10-10,No,84.2,58.0,NNW,SE,1024.7,32.0,59.9,0.0,10.9
9.0,WaggaWagga,7.0,63.32,1022.4,Yes,59.0,7.0,ENE,73.94,6.0,4.2,2015-10-11,No,75.38,79.0,NNW,SSW,1019.2,54.0,54.68,0.4,4.4
11.0,WaggaWagga,1.0,61.88,1016.6,No,41.0,2.0,E,75.74000000000001,24.0,4.2,2015-10-12,Yes,76.64,73.0,WNW,W,1014.3,40.0,52.7,12.0,12.0
7.0,WaggaWagga,3.0,57.92,1021.4,No,44.0,2.0,WSW,74.3,15.0,5.8,2015-10-13,No,75.74000000000001,76.0,ENE,ENE,1019.5,41.0,44.78,0.0,11.1
