WindGustSpeed,Location,Pressure3pm,WindDir9am,RainToday,Temp3pmF,Temp9amF,WindGustDir,Humidity3pm,RainTomorrow,MinTempF,Evaporation,Date,WindDir3pm,WindSpeed3pm,Pressure9am,Rainfall,MaxTempF,Humidity9am,WindSpeed9am,Sunshine
26.0,Dartmoor,1009.2,NNE,Yes,67.46,63.14,WSW,95.0,Yes,62.78,5.0,2016-02-24,NNE,9.0,1012.1,5.2,68.72,96.0,4.0,0.0
44.0,Dartmoor,1012.4,W,Yes,73.75999999999999,62.78,WSW,51.0,No,60.62,0.6,2016-02-25,W,24.0,1011.4,27.0,75.02,96.0,4.0,8.3
35.0,Dartmoor,1020.9,WNW,No,66.92,59.540000000000006,SW,61.0,No,56.66,4.0,2016-02-26,W,9.0,1019.5,0.0,68.72,87.0,9.0,2.9
31.0,Dartmoor,1021.0,,No,71.6,60.980000000000004,SW,56.0,No,59.540000000000006,3.6,2016-02-27,SSW,13.0,1022.5,0.2,74.66,92.0,0.0,8.2
31.0,Dartmoor,1021.7,,No,69.44,62.959999999999994,SW,56.0,No,59.0,5.2,2016-02-28,SSW,17.0,1021.9,0.0,71.78,80.0,0.0,3.0
35.0,Dartmoor,1020.0,ESE,No,77.18,58.64,ESE,44.0,No,54.5,3.0,2016-02-29,SE,15.0,1023.0,0.0,79.16,83.0,4.0,9.1
37.0,Dartmoor,1014.9,NNW,No,83.12,59.18,SSW,32.0,No,52.7,4.2,2016-03-01,SSW,15.0,1016.6,0.0,89.78,91.0,4.0,9.7
33.0,Dartmoor,1017.5,,No,76.82,58.459999999999994,SSW,60.0,No,53.24,5.8,2016-03-02,SW,17.0,1017.0,0.0,77.18,88.0,0.0,10.8
41.0,Dartmoor,1018.9,SE,No,78.62,59.540000000000006,S,45.0,No,51.620000000000005,6.0,2016-03-03,SE,13.0,1021.6,0.0,81.14,82.0,7.0,11.2
33.0,Dartmoor,1014.9,ESE,No,80.78,64.75999999999999,SSW,53.0,No,55.4,3.6,2016-03-04,SW,24.0,1017.2,0.0,86.72,73.0,13.0,11.3
33.0,Dartmoor,1019.5,S,No,77.54,62.959999999999994,SE,48.0,No,57.92,6.4,2016-03-05,SE,17.0,1020.2,0.0,79.7,82.0,9.0,8.2
43.0,Dartmoor,1018.2,E,No,80.24000000000001,64.94,ESE,46.0,No,60.26,4.6,2016-03-06,SE,24.0,1018.6,0.0,82.94,75.0,13.0,7.9
52.0,Dartmoor,1019.9,SE,No,73.4,64.94,ESE,57.0,No,63.68,4.8,2016-03-07,SE,37.0,1020.0,0.0,78.25999999999999,85.0,24.0,3.2
54.0,Dartmoor,1013.7,E,No,91.22,64.75999999999999,SW,33.0,No,62.42,4.0,2016-03-08,SSW,7.0,1017.3,0.0,95.9,83.0,13.0,7.8
31.0,Dartmoor,1016.8,SSE,No,77.36,66.2,SE,63.0,No,63.32,3.4,2016-03-09,SSE,11.0,1017.0,0.0,79.16,90.0,4.0,1.6
30.0,Dartmoor,1018.2,SE,No,64.58,60.62,SE,90.0,No,60.26,3.2,2016-03-10,ESE,15.0,1020.1,1.0,72.32,94.0,15.0,0.4
30.0,Dartmoor,1016.2,E,No,78.8,64.58,S,64.0,No,60.62,0.8,2016-03-11,SW,11.0,1017.4,0.4,82.22,96.0,6.0,6.1
28.0,Dartmoor,1021.5,S,No,67.82,61.88,SE,80.0,No,61.88,3.6,2016-03-12,S,15.0,1021.3,0.2,69.25999999999999,96.0,13.0,1.2
31.0,Dartmoor,1019.3,E,No,74.3,62.78,SE,59.0,No,60.980000000000004,2.4,2016-03-13,SE,15.0,1020.8,0.0,76.28,85.0,11.0,6.5
48.0,Dartmoor,1022.4,SSE,No,64.22,59.36,SE,58.0,No,58.459999999999994,4.2,2016-03-14,SE,26.0,1022.4,0.0,67.1,81.0,20.0,4.3
46.0,Dartmoor,1017.5,SE,No,80.96,62.78,SE,41.0,No,56.66,4.0,2016-03-15,E,20.0,1020.9,0.0,82.04,80.0,15.0,10.1
39.0,Dartmoor,1012.8,E,No,89.96000000000001,61.16,W,26.0,No,56.3,5.2,2016-03-16,W,11.0,1016.7,0.0,92.11999999999999,80.0,9.0,10.7
67.0,Dartmoor,1002.5,NNE,No,93.74,74.84,WNW,24.0,Yes,55.76,6.8,2016-03-17,NNW,26.0,1008.6,0.0,95.72,50.0,15.0,5.6
56.0,Dartmoor,1008.3,WSW,Yes,62.24,55.58,SW,55.0,Yes,53.6,7.6,2016-03-18,SW,31.0,1002.6,25.2,63.68,86.0,11.0,5.9
35.0,Dartmoor,1018.9,,Yes,62.24,53.42,S,60.0,No,47.84,3.0,2016-03-19,SSE,22.0,1017.0,1.2,63.68,96.0,0.0,2.4
30.0,Dartmoor,1021.9,,No,62.24,51.620000000000005,SSE,60.0,No,48.02,2.6,2016-03-20,SSE,19.0,1022.4,0.0,64.58,97.0,0.0,0.6
44.0,Dartmoor,1019.7,ESE,No,71.24000000000001,52.7,ESE,49.0,No,44.78,1.2,2016-03-21,SE,17.0,1022.4,0.0,72.32,97.0,6.0,10.3
28.0,Dartmoor,1015.9,E,No,77.72,54.14,WNW,37.0,No,47.3,5.2,2016-03-22,WSW,7.0,1018.9,0.0,78.98,96.0,6.0,10.4
26.0,Dartmoor,1016.9,,No,69.62,57.02,SSW,51.0,No,53.96,5.0,2016-03-23,SSW,15.0,1015.9,0.0,71.96,87.0,0.0,2.1
24.0,Dartmoor,1020.5,S,No,62.78,59.0,SSW,73.0,No,56.48,1.2,2016-03-24,SSW,13.0,1021.9,0.6,64.4,88.0,7.0,0.1
33.0,Dartmoor,1021.3,N,No,66.2,52.52,SSW,56.0,No,46.76,2.4,2016-03-25,SW,11.0,1021.9,0.0,68.18,91.0,2.0,4.2
31.0,Dartmoor,1021.2,WNW,No,61.88,58.1,SW,79.0,No,52.34,2.2,2016-03-26,SSW,20.0,1021.1,0.0,66.74000000000001,93.0,7.0,2.1
30.0,Dartmoor,1022.3,SSW,No,62.24,55.76,SSW,50.0,No,54.14,1.4,2016-03-27,SSE,15.0,1023.4,0.0,63.14,83.0,6.0,0.0
28.0,Dartmoor,1020.5,,No,62.78,53.42,S,53.0,No,51.620000000000005,2.6,2016-03-28,S,13.0,1021.2,0.0,64.22,83.0,0.0,0.0
26.0,Dartmoor,1021.9,WSW,No,61.88,53.42,SSE,57.0,No,51.8,0.6,2016-03-29,SSE,13.0,1023.0,0.0,63.32,88.0,7.0,0.9
26.0,Dartmoor,1021.1,,No,65.66,53.6,W,50.0,No,51.98,3.2,2016-03-30,SW,11.0,1022.6,0.0,67.82,82.0,0.0,2.3
39.0,Dartmoor,1017.4,NNW,No,71.96,55.22,NW,51.0,No,53.42,1.8,2016-03-31,NW,20.0,1020.1,0.0,73.22,97.0,9.0,6.2
63.0,Dartmoor,1008.4,N,No,76.46,59.0,NNW,33.0,No,52.7,3.8,2016-04-01,NW,35.0,1012.7,0.0,78.62,63.0,15.0,
39.0,Dartmoor,1021.7,,No,64.75999999999999,55.94,SW,45.0,No,54.5,,2016-04-02,SSW,20.0,1018.2,0.8,66.74000000000001,92.0,0.0,
26.0,Dartmoor,1025.8,N,No,65.3,48.92,SSW,49.0,No,39.2,,2016-04-03,SSW,15.0,1028.3,0.0,67.1,90.0,4.0,
22.0,Dartmoor,1017.1,,No,72.86,49.82,SSW,36.0,No,36.68,12.6,2016-04-04,W,9.0,1023.3,0.0,75.02,89.0,0.0,9.3
46.0,Dartmoor,1010.7,NNW,No,67.46,67.1,NW,73.0,Yes,47.84,4.0,2016-04-05,W,17.0,1009.2,0.0,76.82,34.0,22.0,3.2
44.0,Dartmoor,1019.5,SW,Yes,59.9,54.68,SW,56.0,No,53.6,1.4,2016-04-06,SW,20.0,1017.0,11.4,62.78,95.0,6.0,6.4
28.0,Dartmoor,1024.0,NNE,No,56.84,51.44,WNW,92.0,No,42.980000000000004,3.0,2016-04-07,SSW,11.0,1025.5,0.8,63.86,91.0,6.0,1.2
28.0,Dartmoor,1021.8,N,No,63.86,57.02,NW,76.0,No,50.54,1.4,2016-04-08,W,4.0,1023.4,0.4,65.84,84.0,7.0,6.0
37.0,Dartmoor,1020.4,NNW,No,63.68,54.86,W,73.0,Yes,47.48,2.0,2016-04-09,WNW,22.0,1022.8,0.4,66.38,98.0,9.0,5.2
43.0,Dartmoor,1019.7,NW,Yes,66.02,58.82,W,64.0,Yes,54.5,3.0,2016-04-10,W,17.0,1020.9,1.4,67.64,94.0,9.0,6.5
30.0,Dartmoor,1023.3,WSW,Yes,62.959999999999994,58.1,SW,81.0,Yes,55.94,1.2,2016-04-11,SSW,15.0,1023.8,2.4,65.48,93.0,11.0,4.2
35.0,Dartmoor,1025.5,SSW,Yes,61.34,55.76,SSE,74.0,No,54.68,2.0,2016-04-12,SSW,9.0,1027.5,1.8,63.14,88.0,4.0,3.3
24.0,Dartmoor,1026.7,SSE,No,62.959999999999994,55.22,SE,70.0,No,48.56,1.0,2016-04-13,SSE,15.0,1029.0,0.4,63.86,97.0,4.0,3.0
28.0,Dartmoor,1023.4,ENE,No,69.08,52.34,SW,52.0,No,47.66,2.6,2016-04-14,WNW,11.0,1025.7,0.0,70.34,95.0,6.0,4.5
30.0,Dartmoor,1019.5,ENE,No,70.7,50.54,NW,56.0,No,40.64,1.2,2016-04-15,SSW,13.0,1022.4,0.0,75.02,98.0,2.0,
31.0,Dartmoor,1023.7,SSE,No,60.62,56.84,SSW,70.0,No,50.54,,2016-04-16,SSW,19.0,1024.2,0.6,63.32,96.0,13.0,
37.0,Dartmoor,1023.1,ESE,No,62.78,57.2,ESE,53.0,No,50.18,3.6,2016-04-17,SE,26.0,1026.4,0.6,64.75999999999999,65.0,19.0,6.2
22.0,Dartmoor,1016.4,ENE,No,68.18,48.92,NNW,45.0,No,40.64,2.0,2016-04-18,N,7.0,1020.1,0.0,70.16,98.0,2.0,5.0
30.0,Dartmoor,1016.2,ENE,No,76.82,51.08,NW,29.0,No,43.7,2.4,2016-04-19,NW,19.0,1017.9,0.0,78.08,91.0,4.0,8.1
43.0,Dartmoor,1014.8,NE,No,86.0,60.980000000000004,NNE,22.0,No,46.94,4.0,2016-04-20,NNE,17.0,1018.9,0.0,87.08000000000001,68.0,6.0,7.3
33.0,Dartmoor,1021.4,WSW,No,59.36,61.16,SSW,94.0,No,59.540000000000006,4.5,2016-04-21,SSW,20.0,1019.9,0.2,64.22,89.0,7.0,0.4
31.0,Dartmoor,1029.0,S,No,58.82,54.5,SSW,51.0,No,48.379999999999995,1.2,2016-04-22,SSW,20.0,1030.4,0.6,62.24,75.0,6.0,2.7
28.0,Dartmoor,1030.2,S,No,63.32,54.86,SSE,72.0,No,48.56,2.6,2016-04-23,SSW,17.0,1031.8,0.0,65.3,88.0,2.0,3.5
26.0,Dartmoor,1028.2,E,No,67.28,56.3,E,53.0,No,47.3,0.6,2016-04-24,ENE,4.0,1031.6,0.0,69.44,80.0,7.0,9.4
41.0,Dartmoor,1024.4,NE,No,79.34,54.32,NNW,25.0,No,41.36,4.6,2016-04-25,NNW,19.0,1027.5,0.2,80.06,86.0,4.0,9.6
46.0,Dartmoor,1019.7,NNE,No,81.32,62.78,N,23.0,No,41.0,5.4,2016-04-26,NNW,24.0,1024.6,0.0,82.4,53.0,7.0,9.3
63.0,Dartmoor,1011.1,N,No,80.6,70.34,NNW,25.0,Yes,62.6,9.0,2016-04-27,NNW,31.0,1014.6,0.0,82.04,35.0,22.0,2.4
20.0,Dartmoor,1016.0,NW,Yes,67.64,59.9,NW,66.0,Yes,57.74,4.2,2016-04-28,N,9.0,1017.9,1.4,68.9,96.0,6.0,
43.0,Dartmoor,1010.6,N,Yes,64.58,60.440000000000005,N,79.0,Yes,59.540000000000006,2.4,2016-04-29,NNW,19.0,1012.2,6.0,66.92,89.0,17.0,
48.0,Dartmoor,1007.3,N,Yes,71.78,59.72,NNW,45.0,Yes,54.86,,2016-04-30,NNW,28.0,1011.6,4.6,72.32,89.0,19.0,
61.0,Dartmoor,1013.1,NW,Yes,57.56,51.44,NW,58.0,Yes,48.74,,2016-05-01,WSW,20.0,1009.0,15.6,59.36,94.0,11.0,
67.0,Dartmoor,1005.8,N,Yes,62.42,53.06,NNW,70.0,Yes,46.4,,2016-05-02,NNW,30.0,1010.3,5.4,63.68,77.0,24.0,
63.0,Dartmoor,1001.9,WNW,Yes,56.120000000000005,56.84,W,72.0,Yes,53.06,,2016-05-03,WNW,22.0,998.7,5.8,60.8,92.0,24.0,
43.0,Dartmoor,1012.4,N,Yes,59.72,47.84,NNW,65.0,No,44.239999999999995,,2016-05-04,NNW,24.0,1014.4,3.0,61.34,91.0,11.0,
57.0,Dartmoor,1009.6,N,No,69.98,61.34,NNW,55.0,No,47.66,,2016-05-05,NNW,26.0,1012.8,0.2,70.34,72.0,20.0,
20.0,Dartmoor,1014.3,N,No,64.4,54.68,N,60.0,No,53.42,,2016-05-06,WNW,9.0,1014.9,0.0,65.84,90.0,2.0,
22.0,Dartmoor,1012.6,SSW,No,66.56,52.879999999999995,ESE,68.0,Yes,46.58,,2016-05-07,E,13.0,1015.2,0.0,69.25999999999999,96.0,2.0,
33.0,Dartmoor,1001.6,E,Yes,63.68,57.74,NE,82.0,Yes,52.7,,2016-05-08,NNE,19.0,1006.1,1.6,64.22,90.0,4.0,
44.0,Dartmoor,990.3,N,Yes,59.540000000000006,56.3,N,77.0,Yes,55.94,,2016-05-09,N,13.0,994.6,2.6,63.86,92.0,11.0,
59.0,Dartmoor,1012.3,SW,Yes,58.82,55.76,SW,65.0,No,53.96,,2016-05-10,W,24.0,1008.6,10.0,59.9,68.0,26.0,
52.0,Dartmoor,1010.8,NNW,No,57.56,53.06,WNW,89.0,Yes,50.9,,2016-05-11,WNW,26.0,1014.3,0.4,60.440000000000005,84.0,15.0,
50.0,Dartmoor,1013.4,NW,Yes,61.519999999999996,58.459999999999994,WNW,92.0,Yes,53.06,,2016-05-12,NW,20.0,1014.0,4.8,62.059999999999995,94.0,17.0,
41.0,Dartmoor,1018.5,NNW,Yes,65.84,58.1,NW,70.0,No,55.58,,2016-05-13,NW,22.0,1020.1,1.8,66.56,90.0,19.0,
41.0,Dartmoor,1014.3,N,No,69.25999999999999,55.58,NNW,53.0,No,46.58,,2016-05-14,NNW,22.0,1017.6,0.2,69.62,76.0,22.0,
41.0,Dartmoor,1016.2,NW,No,61.7,59.0,WSW,63.0,No,52.7,,2016-05-15,WSW,19.0,1014.9,0.0,64.75999999999999,89.0,11.0,
48.0,Dartmoor,1010.4,N,No,61.16,51.08,N,79.0,Yes,39.56,,2016-05-16,WSW,11.0,1015.3,0.0,67.64,83.0,13.0,
31.0,Dartmoor,1017.6,WSW,Yes,58.82,55.22,WNW,72.0,No,51.08,,2016-05-17,WNW,9.0,1017.3,6.8,60.26,75.0,17.0,
39.0,Dartmoor,1015.1,N,No,58.28,52.7,NNW,89.0,No,49.1,,2016-05-18,NNW,17.0,1017.5,0.2,64.22,93.0,9.0,
48.0,Dartmoor,1013.5,NW,No,59.540000000000006,58.459999999999994,WNW,88.0,Yes,52.52,,2016-05-19,WNW,28.0,1014.0,0.8,62.059999999999995,87.0,19.0,
13.0,Dartmoor,1022.1,NNW,Yes,59.540000000000006,51.98,S,78.0,No,49.1,,2016-05-20,N,2.0,1023.2,3.4,62.059999999999995,98.0,2.0,
39.0,Dartmoor,1017.5,NE,No,64.94,53.42,NNE,67.0,No,44.239999999999995,,2016-05-21,N,19.0,1022.4,0.0,66.92,87.0,7.0,
46.0,Dartmoor,1007.7,NNE,No,64.04,58.1,NNE,68.0,Yes,53.42,,2016-05-22,N,15.0,1011.3,0.2,65.66,76.0,22.0,
65.0,Dartmoor,1017.9,NNW,Yes,56.120000000000005,48.379999999999995,WNW,91.0,Yes,44.6,,2016-05-23,WNW,13.0,1018.4,13.2,59.540000000000006,89.0,9.0,
22.0,Dartmoor,1018.6,ENE,Yes,60.980000000000004,46.04,NNW,80.0,No,41.0,,2016-05-24,NNW,9.0,1022.2,1.2,63.14,97.0,2.0,
39.0,Dartmoor,1006.6,N,No,52.34,54.68,N,93.0,Yes,46.22,,2016-05-25,N,15.0,1010.5,0.0,54.68,61.0,19.0,
35.0,Dartmoor,1006.7,WNW,Yes,54.14,50.0,SW,82.0,Yes,47.66,,2016-05-26,S,11.0,1006.4,17.4,57.379999999999995,96.0,4.0,
28.0,Dartmoor,1004.1,,Yes,51.620000000000005,41.0,ESE,93.0,Yes,37.58,,2016-05-27,NE,7.0,1008.0,1.8,52.879999999999995,98.0,0.0,
31.0,Dartmoor,1016.3,S,Yes,52.16,46.22,SSW,72.0,No,40.64,,2016-05-28,SSW,11.0,1014.6,3.8,55.76,91.0,9.0,
24.0,Dartmoor,1021.0,NNE,No,49.1,48.2,NE,64.0,No,45.86,,2016-05-29,NNE,11.0,1021.7,0.2,50.18,74.0,7.0,
30.0,Dartmoor,1023.2,ENE,No,56.66,38.12,NE,59.0,No,33.44,,2016-05-30,NE,13.0,1024.8,0.0,57.02,94.0,6.0,
35.0,Dartmoor,1025.9,NNE,No,56.84,48.379999999999995,NNE,60.0,No,37.94,,2016-05-31,NE,13.0,1027.8,0.0,58.64,80.0,6.0,
19.0,Dartmoor,1025.5,ENE,No,60.26,44.6,NE,57.0,No,39.02,,2016-06-01,,0.0,1027.7,0.0,61.88,95.0,2.0,
13.0,Dartmoor,1024.6,,No,60.26,39.2,SSE,64.0,No,35.96,,2016-06-02,SE,7.0,1027.3,0.0,60.440000000000005,97.0,0.0,
22.0,Dartmoor,1021.8,SSE,No,56.48,46.76,E,76.0,No,39.2,,2016-06-03,SE,13.0,1025.3,0.0,58.28,98.0,2.0,
20.0,Dartmoor,1013.0,,No,56.3,36.5,ESE,84.0,No,34.16,,2016-06-04,ESE,13.0,1017.6,0.2,59.0,98.0,0.0,
26.0,Dartmoor,1002.2,NNW,No,55.94,51.08,NNW,80.0,Yes,36.5,,2016-06-05,N,11.0,1005.6,0.0,57.2,92.0,15.0,
24.0,Dartmoor,1001.2,,Yes,55.04,46.94,WSW,88.0,Yes,44.6,,2016-06-06,SSW,7.0,1000.0,1.6,58.64,97.0,0.0,
39.0,Dartmoor,1005.5,WSW,Yes,55.22,53.78,SW,87.0,Yes,46.76,,2016-06-07,W,17.0,1005.4,25.6,57.2,95.0,17.0,
33.0,Dartmoor,999.8,NNE,Yes,51.98,50.54,NNE,94.0,Yes,50.36,,2016-06-08,NE,15.0,1006.0,1.4,54.68,97.0,7.0,
41.0,Dartmoor,1007.4,NW,Yes,55.4,51.620000000000005,SW,83.0,Yes,50.54,,2016-06-09,SW,20.0,1000.9,6.4,57.74,95.0,13.0,
41.0,Dartmoor,1017.0,NNW,Yes,52.879999999999995,49.64,NNW,94.0,Yes,45.5,,2016-06-10,W,6.0,1016.1,2.6,59.18,94.0,13.0,
46.0,Dartmoor,1029.5,WSW,Yes,53.78,49.46,SW,55.0,No,42.44,,2016-06-11,WSW,13.0,1026.0,6.8,54.68,86.0,11.0,
22.0,Dartmoor,1035.5,N,No,54.68,44.6,NW,69.0,No,42.260000000000005,,2016-06-12,NW,11.0,1037.3,0.0,57.2,80.0,4.0,
35.0,Dartmoor,1031.5,N,No,53.24,41.0,NNW,62.0,No,33.62,,2016-06-13,N,15.0,1035.7,0.0,54.5,86.0,7.0,
26.0,Dartmoor,1032.9,NW,No,56.120000000000005,40.1,NNW,73.0,No,35.6,,2016-06-14,N,4.0,1034.6,0.0,58.459999999999994,86.0,6.0,
22.0,Dartmoor,1027.6,,No,59.72,34.16,N,64.0,No,31.1,,2016-06-15,NNW,17.0,1031.9,0.0,60.26,97.0,0.0,
35.0,Dartmoor,1011.4,NNE,No,53.42,47.84,NNE,83.0,No,34.16,,2016-06-16,N,15.0,1017.1,0.4,55.76,92.0,17.0,
33.0,Dartmoor,1013.1,N,No,53.96,52.34,S,93.0,No,47.48,,2016-06-17,S,15.0,1011.1,0.6,56.66,98.0,4.0,
24.0,Dartmoor,1020.6,SSE,No,52.879999999999995,47.84,SE,69.0,No,40.28,,2016-06-18,SE,13.0,1021.2,0.4,53.78,81.0,11.0,
26.0,Dartmoor,1015.7,SSW,No,55.76,40.82,SSE,76.0,Yes,35.78,,2016-06-19,SSE,15.0,1019.7,0.0,58.459999999999994,97.0,6.0,
28.0,Dartmoor,1007.1,SW,Yes,53.96,52.7,SSW,94.0,Yes,41.0,,2016-06-20,SW,6.0,1010.0,2.4,60.08,97.0,9.0,
52.0,Dartmoor,995.2,N,Yes,54.68,48.92,NNW,89.0,Yes,45.32,,2016-06-21,NW,20.0,998.4,5.6,57.2,90.0,19.0,
41.0,Dartmoor,1004.0,NW,Yes,56.3,48.74,W,79.0,Yes,45.68,,2016-06-22,NW,20.0,1004.3,4.8,57.379999999999995,88.0,11.0,
54.0,Dartmoor,998.0,N,Yes,46.4,49.82,SW,95.0,Yes,48.56,,2016-06-23,NW,11.0,997.7,39.4,51.08,95.0,24.0,
52.0,Dartmoor,1012.4,NW,Yes,47.48,40.64,SSW,72.0,Yes,38.660000000000004,,2016-06-24,SW,15.0,1006.1,33.6,48.92,92.0,11.0,
20.0,Dartmoor,1022.3,NNE,Yes,53.78,39.38,W,67.0,No,34.88,,2016-06-25,NNW,11.0,1023.9,2.8,54.86,97.0,2.0,
43.0,Dartmoor,1014.5,N,No,51.8,42.8,NNW,66.0,Yes,37.22,,2016-06-26,NNW,20.0,1017.9,0.2,54.14,79.0,13.0,
28.0,Dartmoor,1018.3,NNE,Yes,54.32,43.16,W,74.0,No,41.0,,2016-06-27,WNW,13.0,1018.1,1.4,56.84,97.0,4.0,
33.0,Dartmoor,1022.9,NNW,No,57.2,49.1,NW,82.0,Yes,43.16,,2016-06-28,NW,19.0,1023.4,0.6,58.82,98.0,13.0,
48.0,Dartmoor,1018.4,N,Yes,55.4,46.58,N,62.0,Yes,44.239999999999995,,2016-06-29,N,22.0,1024.5,7.6,57.56,91.0,9.0,
56.0,Dartmoor,1005.6,NNE,Yes,48.56,47.48,NNW,84.0,Yes,46.58,,2016-06-30,WNW,24.0,1005.7,7.2,50.9,95.0,17.0,
33.0,Dartmoor,1021.3,NW,Yes,55.22,47.120000000000005,SW,79.0,Yes,44.6,1.2,2016-07-01,WNW,13.0,1021.4,17.2,56.120000000000005,85.0,9.0,
31.0,Dartmoor,1024.5,NW,Yes,58.1,49.46,WNW,75.0,No,46.94,1.0,2016-07-02,WNW,15.0,1025.7,1.8,59.72,96.0,7.0,
35.0,Dartmoor,1019.9,NNW,No,53.78,52.34,NNW,95.0,Yes,49.1,1.0,2016-07-03,NNW,20.0,1022.9,1.0,56.120000000000005,95.0,11.0,
26.0,Dartmoor,1009.3,N,Yes,51.08,49.1,N,89.0,Yes,47.66,0.6,2016-07-04,NE,9.0,1013.3,2.6,52.16,83.0,13.0,
35.0,Dartmoor,1016.0,,Yes,51.620000000000005,43.34,S,86.0,Yes,41.36,0.4,2016-07-05,S,11.0,1015.4,1.8,56.120000000000005,97.0,0.0,
37.0,Dartmoor,1022.8,S,Yes,52.34,51.08,SSE,93.0,Yes,43.34,1.2,2016-07-06,S,13.0,1022.6,1.4,55.76,92.0,17.0,
20.0,Dartmoor,1021.4,SW,Yes,54.68,47.66,ESE,82.0,No,41.54,0.8,2016-07-07,E,9.0,1024.3,1.2,58.28,97.0,4.0,
15.0,Dartmoor,1020.9,NNW,No,53.24,46.58,WNW,87.0,No,42.44,0.4,2016-07-08,NW,7.0,1021.1,0.6,56.66,98.0,6.0,
11.0,Dartmoor,1022.3,E,No,55.04,38.12,E,76.0,Yes,33.98,1.6,2016-07-09,N,4.0,1025.0,0.4,57.02,98.0,2.0,
59.0,Dartmoor,1005.9,NNE,Yes,50.54,49.46,NNE,85.0,Yes,38.12,1.4,2016-07-10,NNE,31.0,1014.0,2.2,53.06,90.0,22.0,
70.0,Dartmoor,996.2,NNW,Yes,54.5,52.16,N,90.0,Yes,48.92,0.8,2016-07-11,NW,31.0,995.3,4.2,55.22,71.0,41.0,
69.0,Dartmoor,998.7,NW,Yes,42.44,44.96,WNW,89.0,Yes,44.78,1.2,2016-07-12,NW,20.0,993.7,11.8,46.22,86.0,24.0,
61.0,Dartmoor,1023.6,WNW,Yes,48.379999999999995,42.8,WSW,84.0,Yes,38.660000000000004,0.4,2016-07-13,WSW,28.0,1019.6,16.2,52.52,89.0,11.0,
41.0,Dartmoor,1028.1,NW,Yes,52.34,45.32,WNW,82.0,Yes,40.64,0.8,2016-07-14,W,17.0,1028.9,4.2,55.58,93.0,11.0,
26.0,Dartmoor,1030.7,NW,Yes,54.68,48.379999999999995,NNW,80.0,No,44.96,0.4,2016-07-15,NW,11.0,1032.2,2.2,55.94,98.0,11.0,
19.0,Dartmoor,1029.7,,No,54.5,42.44,NNW,65.0,No,38.839999999999996,1.0,2016-07-16,NNW,9.0,1032.9,0.0,55.76,96.0,0.0,
41.0,Dartmoor,1021.1,NNE,No,51.44,43.34,N,78.0,No,36.68,2.0,2016-07-17,NNE,17.0,1026.3,0.4,55.58,93.0,13.0,
41.0,Dartmoor,1016.1,NNW,No,57.56,54.14,NNW,77.0,No,43.16,1.4,2016-07-18,NW,19.0,1017.8,0.0,59.0,70.0,20.0,
19.0,Dartmoor,1020.4,NNW,No,54.68,52.16,NNW,94.0,No,51.08,0.6,2016-07-19,N,6.0,1021.5,0.0,55.22,98.0,7.0,
13.0,Dartmoor,1020.3,,No,60.8,49.28,N,68.0,Yes,48.2,0.4,2016-07-20,NE,4.0,1023.0,0.6,62.6,98.0,0.0,
50.0,Dartmoor,1008.4,N,Yes,62.6,52.7,NNW,75.0,Yes,43.879999999999995,1.2,2016-07-21,N,11.0,1013.7,1.4,64.94,92.0,9.0,
78.0,Dartmoor,995.0,NNW,Yes,55.4,56.3,W,78.0,Yes,52.7,2.0,2016-07-22,WNW,19.0,996.1,4.2,59.18,83.0,28.0,
65.0,Dartmoor,1010.4,W,Yes,49.28,44.6,W,67.0,No,42.08,3.0,2016-07-23,WSW,19.0,1008.4,17.0,52.7,76.0,9.0,
50.0,Dartmoor,1000.7,N,No,47.66,43.7,NNW,89.0,Yes,39.02,1.6,2016-07-24,N,24.0,1007.1,0.6,49.46,88.0,13.0,
83.0,Dartmoor,1002.7,N,Yes,48.2,45.32,NW,93.0,Yes,41.72,1.2,2016-07-25,WNW,24.0,1008.2,7.6,54.32,90.0,13.0,
35.0,Dartmoor,1006.4,NNW,Yes,48.379999999999995,41.0,N,82.0,Yes,37.4,1.8,2016-07-26,N,22.0,1011.5,9.8,49.28,93.0,11.0,
46.0,Dartmoor,1020.2,W,Yes,51.26,45.86,WSW,68.0,Yes,40.82,0.4,2016-07-27,WSW,17.0,1017.2,10.0,52.879999999999995,88.0,7.0,
41.0,Dartmoor,1022.6,NW,Yes,56.3,49.46,WNW,79.0,Yes,45.68,1.2,2016-07-28,WNW,20.0,1024.2,2.2,59.540000000000006,93.0,13.0,
30.0,Dartmoor,1020.2,NW,Yes,57.92,52.879999999999995,W,77.0,Yes,49.46,1.2,2016-07-29,W,9.0,1021.6,1.4,58.82,95.0,9.0,
50.0,Dartmoor,1010.8,N,Yes,56.120000000000005,51.08,N,70.0,Yes,50.18,1.8,2016-07-30,N,24.0,1018.1,1.8,58.1,91.0,13.0,
30.0,Dartmoor,1012.8,NNE,Yes,57.379999999999995,48.2,NNW,64.0,No,44.239999999999995,1.4,2016-07-31,NNW,13.0,1015.9,1.8,60.08,98.0,2.0,
46.0,Dartmoor,1012.2,NNW,No,51.44,51.98,SSW,87.0,Yes,43.519999999999996,,2016-08-01,SSW,17.0,1009.6,0.2,57.02,94.0,11.0,
39.0,Dartmoor,1023.9,SE,Yes,54.14,47.84,SW,78.0,Yes,40.28,,2016-08-02,SSW,17.0,1024.0,2.0,55.94,90.0,4.0,
