Wind.Speed.3.pm,Max.Temp.C,Humidity.3.pm,Rain.Tomorrow,Pressure.9.am,Date,Wind.Gust.Dir,Temp.9.am.C,Wind.Speed.9.am,Wind.Dir.9.am,Wind.Dir.3.pm,Rainfall,Sunshine,Min.Temp.C,Rain.Today,Wind.Gust.Speed,Location,Humidity.9.am,Pressure.3.pm,Cloud.9.am,Temp.3.pm.C,Evaporation,Cloud.3.pm
30.0,18.7,25.0,No,1022.5,2015-09-08,SW,13.8,33.0,SSW,SW,0.0,10.8,6.7,No,44.0,Moree,46.0,1020.2,0.0,18.1,5.4,0.0
26.0,20.4,35.0,No,1025.5,2015-09-09,SW,13.6,19.0,SSW,SW,0.0,11.2,4.2,No,43.0,Moree,60.0,1022.6,1.0,19.7,6.2,1.0
7.0,23.0,31.0,No,1028.7,2015-09-10,ESE,15.2,15.0,ESE,NW,0.0,,3.0,No,30.0,Moree,53.0,1025.5,0.0,21.6,5.4,1.0
6.0,24.6,29.0,No,1030.8,2015-09-11,NE,17.9,20.0,ENE,S,0.0,,8.1,No,31.0,Moree,53.0,1026.3,,24.0,,
9.0,24.7,31.0,No,1030.0,2015-09-12,NE,17.1,17.0,NE,SE,0.0,,8.1,No,30.0,Moree,59.0,1024.8,,24.1,,
7.0,26.0,31.0,No,1028.5,2015-09-13,ENE,18.3,19.0,NNE,SSW,0.0,11.1,8.4,No,31.0,Moree,58.0,1023.7,0.0,24.5,14.4,1.0
17.0,25.8,31.0,No,1026.6,2015-09-14,NE,17.7,24.0,NNE,NNE,0.0,11.2,9.0,No,37.0,Moree,61.0,1021.3,1.0,25.1,4.8,1.0
24.0,28.5,27.0,No,1020.9,2015-09-15,N,20.0,30.0,N,N,0.0,11.1,11.3,No,48.0,Moree,57.0,1015.7,1.0,27.6,6.2,3.0
20.0,28.9,27.0,No,1017.3,2015-09-16,NW,18.3,17.0,NE,WSW,0.6,9.7,11.7,No,39.0,Moree,62.0,1013.1,6.0,28.7,8.6,2.0
35.0,24.8,16.0,No,1016.5,2015-09-17,SW,16.7,7.0,S,SW,0.0,,8.9,No,56.0,Moree,55.0,1014.4,7.0,23.6,5.8,3.0
19.0,25.0,24.0,No,1021.6,2015-09-18,SE,17.3,30.0,SE,SSE,0.0,,6.1,No,48.0,Moree,47.0,1019.2,,24.5,,1.0
9.0,24.6,29.0,No,1022.6,2015-09-19,E,18.0,13.0,ESE,SSE,0.0,,7.3,No,28.0,Moree,50.0,1018.4,,22.1,,3.0
11.0,25.0,30.0,No,1021.6,2015-09-20,ENE,18.7,20.0,ENE,SE,0.0,,10.7,No,31.0,Moree,51.0,1017.5,7.0,23.1,,8.0
9.0,25.9,27.0,No,1021.2,2015-09-21,NNE,18.5,28.0,NNE,N,0.0,,10.4,No,35.0,Moree,57.0,1016.8,1.0,24.7,25.2,6.0
35.0,23.9,23.0,No,1018.8,2015-09-22,WSW,17.7,22.0,WSW,WSW,0.0,11.2,9.7,No,52.0,Moree,51.0,1017.1,3.0,22.1,5.0,1.0
31.0,20.8,27.0,No,1022.2,2015-09-23,SSW,14.3,19.0,SSW,SSW,0.0,11.5,4.1,No,46.0,Moree,47.0,1019.9,3.0,20.0,9.0,3.0
30.0,20.5,24.0,No,1024.8,2015-09-24,S,13.9,22.0,SE,S,0.0,,2.3,No,44.0,Moree,41.0,1020.1,1.0,19.5,8.0,1.0
24.0,23.4,27.0,No,1025.1,2015-09-25,SE,16.9,28.0,ESE,S,0.0,,5.6,No,41.0,Moree,45.0,1020.8,,22.0,,2.0
15.0,24.6,27.0,No,1024.8,2015-09-26,S,18.4,15.0,SE,S,0.0,,7.8,No,37.0,Moree,44.0,1019.4,,23.7,,1.0
20.0,24.8,31.0,No,1022.8,2015-09-27,SSW,17.7,9.0,N,SSW,0.0,,7.2,No,33.0,Moree,56.0,1017.7,1.0,23.1,19.4,5.0
9.0,25.7,22.0,No,1020.7,2015-09-28,SSW,18.1,13.0,NE,N,0.0,11.6,7.1,No,28.0,Moree,54.0,1016.2,0.0,25.3,7.2,1.0
22.0,28.2,13.0,No,1020.5,2015-09-29,WSW,20.2,19.0,NNE,WSW,0.0,11.2,8.1,No,39.0,Moree,45.0,1016.2,1.0,27.3,7.4,4.0
13.0,29.6,15.0,No,1022.6,2015-09-30,NE,19.7,17.0,NE,ESE,0.0,10.6,9.5,No,28.0,Moree,55.0,1018.4,1.0,27.4,7.0,5.0
19.0,30.8,18.0,No,1026.1,2015-10-01,ENE,21.7,19.0,NNE,NNE,0.0,,10.9,No,37.0,Moree,50.0,1022.1,1.0,29.2,7.8,6.0
11.0,31.0,19.0,No,1031.7,2015-10-02,NE,23.2,17.0,NE,NNE,0.0,,11.7,No,28.0,Moree,43.0,1028.0,,29.7,,
11.0,31.1,20.0,No,1032.7,2015-10-03,ENE,22.8,17.0,NNE,S,0.0,,12.2,No,30.0,Moree,47.0,1027.0,,30.4,,
6.0,33.8,16.0,No,1029.1,2015-10-04,ENE,21.9,20.0,NNE,S,0.0,,13.8,No,30.0,Moree,35.0,1025.1,,32.7,,
11.0,35.4,11.0,No,1027.1,2015-10-05,ENE,24.1,19.0,ENE,E,0.0,,13.7,No,28.0,Moree,29.0,1022.9,,34.2,,
11.0,34.9,12.0,No,1025.8,2015-10-06,ENE,24.7,24.0,NE,NNE,0.0,,16.0,No,35.0,Moree,27.0,1021.7,,33.9,,
13.0,34.6,12.0,No,1026.6,2015-10-07,ESE,23.4,20.0,NE,SSE,0.0,,15.8,No,46.0,Moree,27.0,1023.1,,33.3,,
15.0,30.7,23.0,No,1032.1,2015-10-08,E,20.7,31.0,E,ESE,0.0,,16.6,No,43.0,Moree,41.0,1028.2,0.0,29.1,60.8,0.0
19.0,29.9,28.0,No,1032.0,2015-10-09,E,20.8,26.0,E,SE,0.0,,14.1,No,33.0,Moree,50.0,1027.1,,29.4,,
15.0,29.4,26.0,No,1030.0,2015-10-10,NE,19.7,30.0,NE,NE,0.0,,14.2,No,41.0,Moree,51.0,1024.5,,27.8,,
9.0,29.8,28.0,No,1025.3,2015-10-11,NE,19.5,28.0,NNE,NW,0.0,11.7,15.3,No,39.0,Moree,56.0,1020.5,1.0,29.1,27.4,2.0
13.0,31.6,20.0,No,1021.5,2015-10-12,SW,21.1,20.0,NNE,NNW,0.0,7.6,16.5,No,50.0,Moree,43.0,1017.2,6.0,29.0,8.0,7.0
11.0,33.3,18.0,No,1018.8,2015-10-13,ESE,23.2,17.0,NNE,WSW,0.0,8.5,18.2,No,50.0,Moree,43.0,1015.4,3.0,32.6,9.2,6.0
11.0,31.7,22.0,No,1023.1,2015-10-14,E,22.3,31.0,E,NNE,0.0,11.5,16.4,No,41.0,Moree,48.0,1019.5,1.0,30.8,9.4,4.0
19.0,30.3,27.0,No,1025.7,2015-10-15,ENE,21.9,20.0,ENE,NE,0.0,,15.0,No,31.0,Moree,54.0,1021.5,1.0,29.3,9.6,4.0
11.0,31.1,25.0,No,1024.8,2015-10-16,ENE,21.6,22.0,N,NNE,0.0,,16.4,No,41.0,Moree,59.0,1020.4,,30.5,,1.0
7.0,33.7,22.0,No,1024.1,2015-10-17,ENE,21.6,19.0,N,W,0.0,,16.2,No,35.0,Moree,57.0,1020.1,,31.8,,
13.0,33.5,21.0,No,1023.8,2015-10-18,SSE,24.4,26.0,NE,NNE,0.0,,20.5,No,63.0,Moree,48.0,1020.4,,32.1,,
13.0,31.0,29.0,No,1025.4,2015-10-19,SSE,22.2,24.0,NNE,NNE,0.0,,16.6,No,48.0,Moree,55.0,1020.8,,29.5,,7.0
13.0,31.3,22.0,No,1023.4,2015-10-20,N,21.4,31.0,NNE,N,0.2,,17.0,No,44.0,Moree,49.0,1018.7,0.0,29.9,43.4,1.0
28.0,33.2,22.0,Yes,1018.3,2015-10-21,WSW,22.6,35.0,NNE,N,0.0,,18.1,No,69.0,Moree,53.0,1013.0,1.0,31.3,10.4,5.0
31.0,27.5,44.0,No,1012.6,2015-10-22,W,19.8,13.0,SSW,WSW,5.0,,17.5,Yes,50.0,Moree,82.0,1010.7,7.0,26.6,10.2,4.0
17.0,29.9,29.0,No,1017.5,2015-10-23,SSW,21.5,15.0,SE,SSW,0.0,,12.8,No,39.0,Moree,58.0,1014.2,,29.2,,4.0
9.0,30.7,26.0,No,1022.1,2015-10-24,NE,21.6,20.0,ENE,N,0.0,,16.0,No,39.0,Moree,48.0,1017.6,,28.8,,1.0
17.0,30.8,34.0,No,1022.3,2015-10-25,NE,22.3,30.0,NNE,N,0.0,7.0,18.9,No,41.0,Moree,60.0,1017.7,7.0,29.5,27.0,7.0
17.0,33.9,28.0,Yes,1020.1,2015-10-26,WSW,24.0,31.0,NE,NNE,0.0,9.1,19.6,No,72.0,Moree,62.0,1013.9,5.0,31.9,10.0,4.0
11.0,32.0,32.0,Yes,1019.0,2015-10-27,NNE,20.1,19.0,NE,WSW,3.0,11.8,15.5,Yes,56.0,Moree,79.0,1015.0,1.0,31.2,8.2,5.0
26.0,28.2,49.0,No,1019.9,2015-10-28,NE,19.4,24.0,E,NE,1.4,11.1,15.7,Yes,48.0,Moree,72.0,1016.4,6.0,26.2,9.0,7.0
20.0,28.5,47.0,No,1020.1,2015-10-29,E,21.8,31.0,NE,N,0.0,,15.0,No,52.0,Moree,56.0,1016.9,3.0,26.3,7.4,4.0
15.0,29.3,37.0,No,1021.8,2015-10-30,NNE,20.2,28.0,NE,N,0.0,,15.6,No,41.0,Moree,64.0,1017.9,1.0,27.8,,1.0
24.0,29.6,33.0,,1020.6,2015-10-31,NNE,21.5,35.0,NNE,NNE,0.0,,17.5,No,52.0,Moree,56.0,1016.0,,28.8,,8.0
24.0,31.3,33.0,Yes,1018.0,2015-11-01,NE,22.2,35.0,NNE,N,,,18.6,,56.0,Moree,51.0,1013.0,,30.1,,1.0
20.0,33.3,32.0,Yes,1015.0,2015-11-02,W,23.5,26.0,NNE,WNW,7.8,,19.1,Yes,50.0,Moree,67.0,1010.8,3.0,31.9,36.8,5.0
17.0,36.8,19.0,No,1013.4,2015-11-03,SSW,26.4,26.0,N,SW,1.8,10.8,20.7,Yes,50.0,Moree,56.0,1010.8,1.0,36.1,8.8,6.0
39.0,31.5,55.0,Yes,1013.9,2015-11-04,SSW,24.2,19.0,NE,S,0.4,3.2,21.9,No,52.0,Moree,74.0,1010.9,7.0,28.1,10.6,8.0
33.0,27.2,81.0,Yes,1011.6,2015-11-05,E,20.5,33.0,E,E,39.8,,19.6,Yes,52.0,Moree,93.0,1008.3,8.0,21.8,13.0,7.0
31.0,33.3,23.0,No,1011.1,2015-11-06,W,23.1,24.0,N,WSW,11.2,,19.4,Yes,54.0,Moree,72.0,1006.8,,32.6,,
22.0,31.9,31.0,No,1012.8,2015-11-07,SW,24.3,15.0,SSW,SSW,0.0,,16.9,No,35.0,Moree,56.0,1010.1,,30.8,,3.0
7.0,32.3,26.0,No,1013.3,2015-11-08,ENE,25.4,13.0,ESE,NE,0.0,8.5,16.7,No,50.0,Moree,38.0,1009.6,2.0,30.3,25.4,5.0
7.0,30.1,38.0,No,1017.2,2015-11-09,ESE,20.2,17.0,E,SSE,0.8,7.8,18.2,No,26.0,Moree,64.0,1013.0,7.0,28.4,8.4,6.0
15.0,31.6,29.0,No,1015.6,2015-11-10,NNE,22.5,22.0,NNE,SSW,0.0,11.6,16.9,No,33.0,Moree,54.0,1011.3,1.0,30.8,7.6,4.0
11.0,32.5,30.0,No,1016.1,2015-11-11,NE,23.9,28.0,NNE,E,0.0,12.0,19.0,No,41.0,Moree,55.0,1013.9,2.0,31.3,8.8,6.0
7.0,27.7,35.0,No,1019.8,2015-11-12,NNE,22.1,28.0,NE,ESE,0.0,,18.2,No,43.0,Moree,52.0,1016.8,4.0,27.1,11.0,8.0
9.0,32.9,32.0,,1015.0,2015-11-13,N,24.4,26.0,NNE,NNW,0.0,,18.2,No,41.0,Moree,60.0,1010.0,,31.5,,1.0
7.0,32.2,71.0,Yes,1009.8,2015-11-14,WSW,23.2,11.0,ENE,WSW,,,19.4,,87.0,Moree,66.0,1006.2,,23.1,,8.0
13.0,30.1,33.0,No,1010.9,2015-11-15,S,22.6,24.0,E,S,12.4,,15.7,Yes,48.0,Moree,64.0,1008.4,,29.0,,
13.0,29.3,31.0,No,1015.9,2015-11-16,SSE,20.6,20.0,E,SSW,0.0,,14.4,No,41.0,Moree,47.0,1012.4,1.0,27.9,31.2,4.0
7.0,30.3,29.0,No,1018.8,2015-11-17,NE,21.5,17.0,ENE,WNW,0.0,12.7,17.0,No,33.0,Moree,53.0,1015.2,3.0,28.4,11.2,4.0
13.0,34.0,20.0,No,1019.1,2015-11-18,SW,22.9,22.0,NNE,SW,0.0,13.1,17.7,No,43.0,Moree,57.0,1015.2,0.0,32.6,7.0,1.0
17.0,38.7,13.0,No,1017.9,2015-11-19,SW,27.1,13.0,NNW,S,0.0,,18.2,No,41.0,Moree,37.0,1013.7,6.0,37.3,10.6,7.0
11.0,40.7,13.0,No,1017.2,2015-11-20,N,29.9,17.0,NE,NNW,0.0,,20.0,No,31.0,Moree,31.0,1012.0,,39.4,,
24.0,37.7,17.0,No,1013.6,2015-11-21,WNW,29.4,20.0,NNE,W,0.0,13.0,22.3,No,46.0,Moree,30.0,1010.5,,36.5,,
20.0,36.7,27.0,No,1014.4,2015-11-22,NNE,25.8,35.0,NNE,NNW,0.0,12.7,18.4,No,52.0,Moree,54.0,1010.2,1.0,35.8,37.6,5.0
39.0,35.1,14.0,No,1012.4,2015-11-23,W,27.0,17.0,N,W,0.0,13.1,19.4,No,52.0,Moree,53.0,1009.4,1.0,34.5,10.8,1.0
17.0,34.7,10.0,No,1014.6,2015-11-24,SW,25.9,7.0,ENE,WNW,0.0,13.5,13.6,No,33.0,Moree,21.0,1011.0,0.0,33.3,14.4,1.0
17.0,37.7,20.0,No,1014.0,2015-11-25,NNE,26.6,30.0,NNE,NNE,0.0,13.1,16.9,No,41.0,Moree,59.0,1009.1,0.0,35.9,10.8,2.0
33.0,42.3,12.0,No,1009.0,2015-11-26,NNE,30.5,31.0,N,WNW,0.0,,26.1,No,56.0,Moree,44.0,1004.0,1.0,41.3,14.6,3.0
24.0,35.2,10.0,No,1010.6,2015-11-27,WSW,25.5,20.0,SW,WSW,0.0,,21.1,No,44.0,Moree,25.0,1009.0,,34.3,,
24.0,34.8,9.0,No,1013.4,2015-11-28,WSW,23.6,6.0,W,SW,0.0,,17.3,No,43.0,Moree,19.0,1010.3,8.0,33.7,,
30.0,36.4,9.0,No,1012.2,2015-11-29,W,27.3,15.0,NNW,WSW,0.0,,18.8,No,52.0,Moree,57.0,1007.6,,35.2,,
13.0,36.9,10.0,No,1011.5,2015-11-30,WSW,28.3,17.0,ENE,WSW,0.0,13.1,16.8,No,41.0,Moree,22.0,1008.5,0.0,35.9,57.2,1.0
33.0,36.7,28.0,Yes,1012.7,2015-12-01,NNE,28.8,26.0,NNE,N,0.0,5.6,20.8,No,67.0,Moree,53.0,1008.7,7.0,35.8,12.6,6.0
17.0,32.0,47.0,No,1015.1,2015-12-02,N,22.2,22.0,NE,N,4.8,3.9,20.1,Yes,54.0,Moree,82.0,1012.9,7.0,30.0,11.2,7.0
7.0,33.1,25.0,No,1018.8,2015-12-03,ENE,25.0,30.0,NE,SW,0.0,,13.4,No,56.0,Moree,62.0,1016.2,1.0,31.4,9.0,4.0
15.0,32.1,23.0,No,1022.3,2015-12-04,E,21.4,20.0,ENE,S,0.0,,15.8,No,39.0,Moree,44.0,1017.6,,30.9,,
20.0,33.5,23.0,No,1020.4,2015-12-05,ENE,23.0,20.0,ENE,SW,0.0,,16.8,No,39.0,Moree,47.0,1015.6,,31.6,,
13.0,35.2,22.0,No,1018.6,2015-12-06,NE,23.7,24.0,NNE,N,0.0,13.5,18.0,No,37.0,Moree,52.0,1014.2,1.0,32.8,31.4,2.0
22.0,35.7,15.0,No,1019.1,2015-12-07,NE,24.6,30.0,NNE,ENE,0.0,12.9,19.4,No,41.0,Moree,50.0,1015.0,1.0,34.6,11.6,5.0
28.0,36.3,20.0,No,1019.1,2015-12-08,NE,26.0,41.0,NE,N,0.0,11.3,21.5,No,56.0,Moree,51.0,1014.7,5.0,35.2,14.0,6.0
9.0,35.2,34.0,No,1017.7,2015-12-09,N,23.7,20.0,NNE,NNE,0.6,5.7,23.1,No,41.0,Moree,70.0,1014.7,7.0,31.4,13.8,6.0
30.0,37.3,24.0,No,1013.9,2015-12-10,SSE,28.9,24.0,N,S,0.0,,21.3,No,48.0,Moree,39.0,1010.2,7.0,35.4,9.2,6.0
28.0,39.5,13.0,No,1010.6,2015-12-11,,27.0,17.0,NNE,WSW,0.0,,22.0,No,,Moree,56.0,1004.9,8.0,37.9,,5.0
19.0,32.3,18.0,No,1012.4,2015-12-12,W,24.3,19.0,SSW,SW,0.0,,23.4,No,39.0,Moree,28.0,1010.6,2.0,30.1,,7.0
13.0,34.2,17.0,No,1017.3,2015-12-13,NNE,23.1,19.0,NNE,WSW,0.0,,16.9,No,50.0,Moree,61.0,1013.1,,32.4,,
9.0,35.4,23.0,No,1017.0,2015-12-14,NNE,24.0,24.0,NNE,NNE,0.0,13.0,19.7,No,50.0,Moree,48.0,1012.4,6.0,33.8,48.8,5.0
20.0,37.1,20.0,Yes,1014.1,2015-12-15,ENE,26.9,26.0,NNE,NNW,0.0,8.2,23.5,No,52.0,Moree,46.0,1009.4,2.0,35.4,12.0,6.0
17.0,31.5,36.0,Yes,1015.0,2015-12-16,SSE,21.1,22.0,NNE,N,3.2,6.0,20.2,Yes,117.0,Moree,81.0,1011.2,7.0,29.9,10.4,3.0
19.0,29.6,47.0,,1015.4,2015-12-17,NE,22.0,17.0,NE,NNE,39.0,,16.0,Yes,46.0,Moree,71.0,1013.0,3.0,26.8,,4.0
15.0,32.6,24.0,,1017.6,2015-12-18,E,22.5,22.0,ENE,NNE,,,17.9,,37.0,Moree,54.0,1013.3,,30.7,,
13.0,34.9,25.0,No,1016.3,2015-12-19,NE,24.7,28.0,NNE,ENE,,,19.5,,37.0,Moree,58.0,1012.1,,32.8,,
17.0,34.6,25.0,No,1017.3,2015-12-20,NE,24.6,31.0,NNE,N,0.2,13.5,20.3,No,46.0,Moree,46.0,1012.8,3.0,33.3,28.6,1.0
11.0,35.3,27.0,No,1017.5,2015-12-21,NE,25.2,28.0,NNE,NE,0.0,12.2,21.6,No,44.0,Moree,59.0,1013.3,1.0,33.8,14.2,6.0
20.0,34.3,30.0,Yes,1016.3,2015-12-22,WSW,26.6,26.0,NNE,N,0.0,5.7,23.1,No,52.0,Moree,55.0,1011.8,4.0,33.4,10.2,6.0
26.0,31.8,48.0,No,1013.0,2015-12-23,ESE,25.5,30.0,NNE,ESE,1.8,8.2,21.2,Yes,48.0,Moree,57.0,1008.9,3.0,29.5,9.6,6.0
13.0,31.2,40.0,,1013.6,2015-12-24,E,24.5,26.0,E,N,0.2,,20.0,No,54.0,Moree,57.0,1009.9,6.0,29.6,10.2,5.0
13.0,32.3,33.0,,1013.7,2015-12-25,E,23.5,22.0,E,NE,,,18.5,,59.0,Moree,63.0,1008.7,4.0,30.6,,
13.0,30.4,82.0,,1010.2,2015-12-26,NE,24.9,30.0,NNE,SW,,,19.5,,44.0,Moree,61.0,1007.9,1.0,23.8,,5.0
28.0,32.4,44.0,Yes,1012.3,2015-12-27,SW,23.0,17.0,WSW,WSW,,,21.5,,41.0,Moree,87.0,1010.6,8.0,30.7,,3.0
11.0,32.7,30.0,No,1016.9,2015-12-28,SE,22.6,28.0,E,N,11.4,12.8,19.6,Yes,48.0,Moree,37.0,1013.6,1.0,30.8,33.6,2.0
9.0,31.8,21.0,No,1018.2,2015-12-29,E,21.2,11.0,SE,E,0.0,13.6,16.1,No,43.0,Moree,41.0,1014.5,0.0,29.6,14.4,1.0
17.0,34.3,19.0,No,1017.1,2015-12-30,SW,23.0,19.0,E,E,0.0,13.6,15.7,No,33.0,Moree,42.0,1013.0,2.0,31.4,11.4,5.0
9.0,35.9,18.0,,1016.0,2015-12-31,E,24.2,15.0,NE,WSW,0.0,,20.5,No,39.0,Moree,43.0,1011.1,4.0,33.4,11.2,4.0
9.0,33.8,22.0,,1013.9,2016-01-01,NE,24.8,15.0,N,S,,,20.8,,33.0,Moree,48.0,1008.3,,32.8,,
9.0,32.5,28.0,Yes,1009.7,2016-01-02,W,23.5,30.0,NE,SE,,,22.3,,56.0,Moree,56.0,1005.7,6.0,32.5,,3.0
17.0,19.7,91.0,Yes,1010.1,2016-01-03,ESE,18.9,19.0,ENE,E,22.4,0.0,18.5,Yes,39.0,Moree,92.0,1010.3,8.0,18.6,30.4,8.0
11.0,28.2,54.0,No,1012.4,2016-01-04,E,19.7,26.0,E,SW,20.6,3.5,17.6,Yes,33.0,Moree,77.0,1009.5,8.0,25.7,2.2,7.0
17.0,27.3,71.0,No,1010.3,2016-01-05,E,23.2,11.0,SE,N,0.2,3.2,19.7,No,54.0,Moree,78.0,1006.6,7.0,25.7,4.2,7.0
28.0,29.8,44.0,No,1008.6,2016-01-06,SSW,21.1,20.0,SW,SW,0.6,12.0,17.0,No,50.0,Moree,78.0,1007.0,5.0,27.8,4.8,2.0
28.0,30.0,31.0,No,1012.5,2016-01-07,,21.9,9.0,S,SSW,0.0,,15.2,No,,Moree,59.0,1011.2,1.0,28.6,8.8,1.0
9.0,32.0,24.0,No,1018.4,2016-01-08,ENE,25.1,,,NNW,0.0,,,No,35.0,Moree,36.0,1015.6,,30.9,,
7.0,32.6,30.0,No,1019.7,2016-01-09,NE,22.9,30.0,NE,WNW,0.0,,18.6,No,39.0,Moree,57.0,1016.7,,30.8,,
11.0,34.7,26.0,No,1017.9,2016-01-10,NE,25.3,19.0,NNE,SSE,0.0,,18.2,No,30.0,Moree,63.0,1014.8,,33.5,,1.0
15.0,36.7,29.0,No,1016.1,2016-01-11,NE,25.8,28.0,NNE,NNE,0.0,12.9,21.7,No,43.0,Moree,59.0,1012.0,1.0,34.5,37.4,1.0
11.0,38.8,22.0,No,1014.4,2016-01-12,E,28.7,22.0,NNE,NE,0.0,10.8,23.2,No,50.0,Moree,43.0,1011.5,1.0,38.0,10.4,6.0
19.0,38.6,23.0,No,1016.5,2016-01-13,NW,30.5,20.0,NE,NE,0.0,8.7,23.4,No,48.0,Moree,37.0,1013.6,1.0,37.9,11.2,3.0
20.0,38.9,16.0,,1017.1,2016-01-14,SW,28.8,24.0,N,N,0.0,,24.8,No,50.0,Moree,34.0,1013.1,1.0,37.8,11.0,3.0
39.0,27.6,71.0,,1014.9,2016-01-15,SSW,24.7,28.0,SW,SSW,,,23.0,,56.0,Moree,63.0,1014.4,7.0,20.7,,8.0
17.0,25.5,69.0,Yes,1020.9,2016-01-16,ESE,20.2,20.0,ESE,NNW,,,16.6,,31.0,Moree,60.0,1019.3,8.0,21.6,,8.0
9.0,30.6,28.0,No,1020.6,2016-01-17,ESE,22.2,20.0,ESE,NE,2.0,13.1,15.0,Yes,39.0,Moree,51.0,1016.9,1.0,28.8,23.4,2.0
11.0,32.1,26.0,No,1018.6,2016-01-18,ENE,22.3,19.0,NE,SW,0.0,13.1,17.3,No,35.0,Moree,50.0,1014.8,1.0,30.6,9.6,4.0
9.0,34.3,22.0,No,1018.7,2016-01-19,NNE,23.7,30.0,NNE,S,0.0,12.8,20.0,No,43.0,Moree,54.0,1014.2,1.0,33.2,9.2,2.0
20.0,37.0,16.0,No,1016.1,2016-01-20,NNE,26.5,28.0,N,N,0.0,12.7,20.5,No,41.0,Moree,49.0,1012.4,1.0,35.1,11.4,2.0
19.0,37.1,24.0,,1013.9,2016-01-21,NNE,27.7,26.0,N,N,0.0,,23.9,No,41.0,Moree,46.0,1010.9,7.0,35.3,11.8,7.0
17.0,40.6,22.0,,1011.6,2016-01-22,SW,29.0,20.0,N,N,,,26.4,,59.0,Moree,39.0,1006.3,,38.6,,2.0
33.0,35.7,38.0,,1008.8,2016-01-23,WSW,25.6,20.0,W,WSW,,,23.7,,50.0,Moree,84.0,1005.6,8.0,33.1,,1.0
13.0,36.5,24.0,Yes,1009.6,2016-01-24,E,27.0,20.0,E,SSE,,,20.8,,28.0,Moree,56.0,1006.3,,35.4,,2.0
15.0,36.3,33.0,Yes,1010.9,2016-01-25,ENE,26.5,35.0,NE,NW,2.2,10.3,23.7,Yes,52.0,Moree,56.0,1006.4,4.0,34.1,43.0,7.0
15.0,34.2,42.0,,1012.8,2016-01-26,E,24.8,24.0,ENE,ENE,1.4,,21.0,Yes,48.0,Moree,68.0,1010.7,2.0,31.7,9.4,5.0
17.0,28.0,69.0,Yes,1013.2,2016-01-27,NE,24.4,35.0,NE,E,,,21.2,,50.0,Moree,56.0,1009.4,6.0,24.8,,8.0
19.0,32.0,52.0,,1007.2,2016-01-28,NE,21.4,26.0,NNE,WNW,29.0,,20.8,Yes,43.0,Moree,89.0,1004.4,7.0,30.8,18.0,5.0
30.0,28.6,88.0,,1003.2,2016-01-29,SSW,25.1,24.0,ESE,E,,,21.3,,54.0,Moree,78.0,1000.1,7.0,23.1,,8.0
31.0,36.1,21.0,Yes,1003.4,2016-01-30,NW,25.6,31.0,NNE,NW,,,20.3,,63.0,Moree,77.0,1001.7,,35.4,,2.0
20.0,33.0,21.0,No,1008.1,2016-01-31,WNW,23.8,11.0,WNW,W,7.6,12.0,18.7,Yes,41.0,Moree,38.0,1005.6,0.0,31.3,21.8,2.0
30.0,34.1,20.0,No,1006.8,2016-02-01,W,24.5,13.0,WNW,WNW,0.0,12.6,17.0,No,50.0,Moree,42.0,1003.7,3.0,32.9,10.4,1.0
24.0,33.5,28.0,No,1004.8,2016-02-02,WSW,25.4,11.0,ENE,WSW,0.0,4.3,14.9,No,35.0,Moree,39.0,1003.4,2.0,31.7,11.2,7.0
19.0,31.0,85.0,No,1003.6,2016-02-03,E,24.5,13.0,NE,E,0.4,2.6,23.1,No,33.0,Moree,82.0,1001.6,8.0,25.6,5.2,8.0
20.0,33.7,52.0,No,1004.3,2016-02-04,SE,25.2,15.0,E,SSW,0.4,,23.2,No,43.0,Moree,87.0,1003.2,5.0,30.9,3.2,4.0
28.0,33.9,32.0,No,1009.8,2016-02-05,ESE,25.3,24.0,SSE,ESE,0.2,,18.0,No,52.0,Moree,52.0,1007.7,,31.9,,6.0
15.0,31.5,36.0,No,1012.1,2016-02-06,E,24.1,22.0,ESE,ENE,0.0,,18.7,No,37.0,Moree,51.0,1010.0,7.0,29.9,,2.0
15.0,33.4,37.0,No,1014.4,2016-02-07,SSW,22.8,11.0,ESE,SW,1.0,,21.3,No,33.0,Moree,71.0,1011.5,8.0,31.6,,1.0
13.0,34.5,30.0,No,1015.7,2016-02-08,ENE,24.1,19.0,E,SE,0.0,12.9,19.7,No,31.0,Moree,54.0,1012.4,1.0,32.3,36.2,3.0
9.0,34.5,25.0,No,1016.9,2016-02-09,E,24.7,20.0,ESE,SSE,0.0,13.0,19.0,No,39.0,Moree,47.0,1013.3,0.0,33.6,10.2,1.0
7.0,33.5,25.0,No,1014.9,2016-02-10,E,24.0,24.0,E,NNE,0.0,12.8,18.3,No,33.0,Moree,47.0,1011.1,0.0,31.3,11.6,1.0
17.0,35.5,23.0,No,1013.6,2016-02-11,SE,24.0,15.0,NE,S,0.0,,19.5,No,33.0,Moree,57.0,1009.8,0.0,34.3,9.8,2.0
17.0,35.3,25.0,No,1014.3,2016-02-12,S,24.3,15.0,NE,SSE,0.0,,21.4,No,35.0,Moree,53.0,1010.5,,33.3,,1.0
28.0,36.9,21.0,No,1013.1,2016-02-13,SSW,23.8,22.0,E,SSW,0.0,,19.6,No,41.0,Moree,51.0,1008.7,,33.9,,
