WindDir9am,Humidity3pm,RainToday,Location,RainTomorrow,Humidity9am,Cloud3pm,WindGustDir,Temp9amC,Date,Temp3pmC,MinTempC,Pressure9am,WindSpeed3pm,Evaporation,WindGustSpeed,Rainfall,Pressure3pm,Sunshine,WindSpeed9am,WindDir3pm,MaxTempC,Cloud9am
W,41.0,Yes,Sydney,No,96.0,1.0,WSW,8.6,2015-07-13,16.5,8.1,1000.9,39.0,4.8,76.0,4.8,1002.9,5.5,15.0,WSW,16.9,7.0
W,31.0,No,Sydney,No,62.0,4.0,WSW,11.5,2015-07-14,17.6,8.6,1011.5,17.0,2.0,44.0,0.6,1010.4,8.3,13.0,W,17.6,1.0
W,42.0,No,Sydney,No,62.0,3.0,WNW,8.7,2015-07-15,14.9,6.2,1018.1,13.0,3.4,24.0,0.2,1016.1,9.6,9.0,ENE,16.8,1.0
SSW,68.0,No,Sydney,Yes,91.0,6.0,NW,10.3,2015-07-16,12.9,8.3,1016.8,13.0,3.4,43.0,0.2,1013.7,2.6,13.0,W,13.4,7.0
W,51.0,Yes,Sydney,Yes,95.0,7.0,SSW,6.7,2015-07-17,13.5,6.2,1010.1,26.0,0.0,57.0,17.2,1012.9,1.7,26.0,SW,14.3,8.0
WNW,78.0,Yes,Sydney,No,58.0,7.0,SSW,10.4,2015-07-18,11.8,6.6,1025.6,28.0,3.0,48.0,9.0,1027.2,4.3,19.0,SSW,14.6,3.0
W,55.0,No,Sydney,No,84.0,2.0,W,10.3,2015-07-19,15.8,7.8,1032.6,17.0,2.0,33.0,0.6,1031.1,9.0,17.0,S,16.7,3.0
W,64.0,No,Sydney,Yes,84.0,6.0,W,10.0,2015-07-20,15.9,7.8,1034.6,15.0,1.6,26.0,0.0,1032.1,4.2,20.0,SE,17.9,3.0
WNW,54.0,Yes,Sydney,No,93.0,1.0,NNE,9.9,2015-07-21,18.3,8.2,1033.1,15.0,0.8,33.0,3.0,1029.3,9.9,17.0,NE,19.3,1.0
SE,57.0,No,Sydney,Yes,71.0,7.0,N,13.4,2015-07-22,16.5,9.9,1027.4,17.0,4.0,28.0,0.0,1025.0,0.9,2.0,NNW,16.9,7.0
W,70.0,Yes,Sydney,No,96.0,7.0,W,12.0,2015-07-23,16.4,11.2,1026.1,9.0,0.8,28.0,1.8,1023.4,2.2,24.0,ESE,19.1,8.0
W,58.0,No,Sydney,No,95.0,7.0,NNW,12.9,2015-07-24,18.6,11.6,1020.0,9.0,2.0,33.0,0.0,1014.5,3.7,13.0,E,20.0,7.0
NNW,29.0,No,Sydney,No,50.0,1.0,NNW,14.3,2015-07-25,20.5,10.8,1017.5,15.0,2.6,31.0,0.0,1015.8,10.1,11.0,WNW,20.8,1.0
N,31.0,No,Sydney,No,53.0,1.0,NW,13.8,2015-07-26,19.5,11.0,1017.0,35.0,4.6,59.0,0.0,1012.4,9.3,9.0,WNW,20.2,6.0
W,28.0,No,Sydney,No,41.0,1.0,W,10.2,2015-07-27,15.2,7.3,1025.0,26.0,5.0,63.0,0.0,1024.5,10.1,20.0,WSW,15.7,1.0
WNW,40.0,No,Sydney,No,56.0,2.0,,9.6,2015-07-28,16.6,6.4,1032.9,19.0,,,0.0,1030.8,9.6,24.0,S,17.3,1.0
W,50.0,No,Sydney,No,70.0,1.0,,9.3,2015-07-29,16.4,8.1,1035.0,11.0,,,0.0,1030.2,8.5,20.0,ESE,18.4,3.0
W,30.0,No,Sydney,No,80.0,5.0,,10.7,2015-07-30,19.2,8.2,1026.3,,1.0,,0.0,1020.1,7.6,11.0,,20.5,5.0
N,31.0,No,Sydney,No,49.0,1.0,,14.7,2015-07-31,20.4,10.7,1021.4,9.0,4.8,,0.0,1019.5,9.5,6.0,WNW,21.0,2.0
NW,28.0,No,Sydney,No,54.0,6.0,WNW,14.3,2015-08-01,20.7,9.4,1018.6,28.0,3.4,61.0,0.0,1015.6,9.2,15.0,NW,22.3,6.0
WNW,30.0,No,Sydney,No,51.0,5.0,WNW,16.9,2015-08-02,23.8,14.3,1015.1,20.0,5.4,43.0,0.0,1010.4,7.8,9.0,NW,24.7,5.0
WNW,29.0,No,Sydney,No,48.0,1.0,WSW,11.7,2015-08-03,19.0,8.4,1015.2,17.0,5.4,57.0,0.0,1013.7,10.1,20.0,WSW,19.4,1.0
W,42.0,No,Sydney,No,57.0,4.0,WSW,8.9,2015-08-04,14.4,8.3,1023.0,2.0,3.8,33.0,0.0,1018.9,4.6,19.0,SSE,15.1,7.0
WNW,46.0,No,Sydney,No,46.0,6.0,W,9.4,2015-08-05,13.0,5.0,1014.5,19.0,0.6,48.0,0.0,1010.3,4.8,20.0,WNW,14.2,6.0
WNW,39.0,No,Sydney,No,53.0,7.0,WSW,9.5,2015-08-06,14.3,6.8,1016.5,11.0,3.8,37.0,0.0,1016.7,8.5,22.0,S,16.4,3.0
W,40.0,No,Sydney,No,60.0,2.0,WNW,10.0,2015-08-07,16.1,6.7,1024.0,17.0,2.8,33.0,0.0,1021.0,10.1,26.0,SSE,18.5,1.0
WNW,44.0,No,Sydney,No,63.0,1.0,SSW,11.0,2015-08-08,16.3,7.9,1024.7,24.0,2.6,33.0,0.0,1022.5,8.9,19.0,SSE,17.5,5.0
W,56.0,No,Sydney,No,68.0,1.0,W,9.1,2015-08-09,16.3,6.2,1024.8,13.0,1.8,30.0,0.0,1019.6,9.5,20.0,E,17.6,1.0
W,41.0,No,Sydney,No,66.0,1.0,NNE,11.8,2015-08-10,18.8,8.6,1017.7,20.0,2.6,33.0,0.0,1012.9,10.2,13.0,E,20.6,1.0
W,27.0,No,Sydney,No,52.0,1.0,W,13.3,2015-08-11,20.4,9.8,1014.6,9.0,5.0,30.0,0.0,1011.1,10.5,17.0,WNW,21.0,1.0
W,37.0,No,Sydney,No,54.0,1.0,NW,11.1,2015-08-12,16.2,8.4,1007.9,28.0,3.8,74.0,0.0,1004.0,8.7,19.0,WNW,17.5,1.0
WSW,23.0,No,Sydney,No,50.0,1.0,WSW,12.3,2015-08-13,19.3,9.4,1014.9,17.0,4.8,48.0,0.0,1014.7,10.5,28.0,SW,19.8,1.0
W,38.0,No,Sydney,No,55.0,1.0,WSW,11.8,2015-08-14,18.0,7.9,1025.1,19.0,4.0,30.0,0.0,1023.4,10.5,15.0,E,20.4,1.0
WNW,61.0,No,Sydney,No,63.0,5.0,W,12.4,2015-08-15,17.0,8.2,1030.5,19.0,3.0,30.0,0.0,1028.8,7.3,20.0,SSE,18.1,3.0
W,63.0,No,Sydney,Yes,70.0,4.0,NW,14.0,2015-08-16,17.4,10.5,1027.4,15.0,3.0,28.0,0.0,1021.4,9.2,13.0,NE,19.8,5.0
W,29.0,Yes,Sydney,No,53.0,1.0,WSW,13.4,2015-08-17,20.4,9.3,1017.1,13.0,2.8,46.0,5.6,1013.3,10.4,13.0,NW,20.5,3.0
WSW,46.0,No,Sydney,No,40.0,2.0,SW,12.6,2015-08-18,14.7,10.9,1020.8,19.0,4.4,39.0,0.0,1021.0,10.4,20.0,SSE,16.2,1.0
W,54.0,No,Sydney,No,58.0,6.0,WNW,12.5,2015-08-19,16.4,9.0,1027.2,13.0,3.6,24.0,0.0,1025.0,6.6,17.0,E,17.0,3.0
WNW,59.0,No,Sydney,No,71.0,1.0,NE,12.1,2015-08-20,18.7,8.2,1028.3,20.0,2.6,31.0,0.0,1025.0,9.8,11.0,NE,18.9,1.0
WNW,63.0,No,Sydney,No,73.0,7.0,NNE,13.0,2015-08-21,19.8,9.4,1025.8,15.0,3.8,31.0,0.0,1021.2,9.4,13.0,NE,21.0,0.0
N,32.0,No,Sydney,Yes,45.0,5.0,NNW,19.8,2015-08-22,26.9,12.9,1021.0,11.0,4.2,33.0,0.0,1016.2,9.4,19.0,N,28.3,2.0
N,73.0,Yes,Sydney,Yes,85.0,7.0,NNW,15.6,2015-08-23,17.9,15.4,1021.8,7.0,6.4,22.0,2.4,1018.4,0.2,7.0,NNW,18.5,7.0
S,95.0,Yes,Sydney,Yes,90.0,7.0,E,16.3,2015-08-24,16.4,15.1,1018.4,9.0,1.8,59.0,4.2,1015.0,0.6,17.0,SSE,17.4,8.0
WNW,53.0,Yes,Sydney,Yes,66.0,7.0,NW,16.1,2015-08-25,18.7,12.5,1013.4,20.0,5.0,56.0,54.4,1012.8,4.4,22.0,W,19.9,7.0
SSE,59.0,Yes,Sydney,No,80.0,7.0,SSW,16.3,2015-08-26,18.9,12.3,1018.1,13.0,2.8,28.0,5.2,1017.8,6.3,13.0,S,20.2,7.0
W,44.0,No,Sydney,No,87.0,6.0,W,15.1,2015-08-27,20.1,11.6,1019.7,17.0,3.0,52.0,0.0,1015.1,4.3,9.0,NW,20.5,7.0
W,43.0,No,Sydney,No,48.0,5.0,WSW,14.6,2015-08-28,18.5,10.6,1019.8,20.0,2.8,48.0,0.0,1018.9,9.2,22.0,S,20.8,3.0
W,31.0,No,Sydney,No,60.0,2.0,WSW,13.0,2015-08-29,20.1,9.0,1022.7,15.0,4.2,30.0,0.0,1017.9,10.8,13.0,WNW,20.3,1.0
WNW,44.0,No,Sydney,No,52.0,3.0,SSW,12.1,2015-08-30,18.1,8.3,1020.3,22.0,3.6,39.0,0.0,1017.5,10.8,20.0,S,18.7,1.0
WSW,39.0,No,Sydney,No,48.0,2.0,SSE,13.9,2015-08-31,18.4,9.6,1017.3,22.0,4.8,35.0,0.0,1013.8,10.9,15.0,SSE,19.7,1.0
W,39.0,No,Sydney,No,50.0,1.0,W,12.7,2015-09-01,17.0,9.0,1015.8,13.0,3.2,31.0,0.0,1013.3,10.8,17.0,ESE,19.7,1.0
W,46.0,No,Sydney,Yes,61.0,1.0,WNW,11.9,2015-09-02,18.6,8.0,1018.0,19.0,4.0,31.0,0.0,1012.0,10.4,11.0,ENE,18.8,5.0
WNW,28.0,Yes,Sydney,Yes,69.0,6.0,SW,14.4,2015-09-03,20.6,11.2,1006.0,24.0,5.6,52.0,2.8,1005.6,8.0,20.0,WSW,20.8,3.0
SSW,54.0,Yes,Sydney,No,92.0,2.0,S,13.7,2015-09-04,18.3,12.5,1021.5,20.0,4.0,48.0,20.4,1020.5,5.7,19.0,S,19.5,7.0
WNW,53.0,No,Sydney,No,68.0,5.0,ESE,15.2,2015-09-05,18.7,11.5,1022.3,24.0,2.8,37.0,0.0,1019.6,9.3,17.0,SE,21.7,1.0
NNE,68.0,No,Sydney,No,84.0,7.0,ENE,14.6,2015-09-06,16.0,12.7,1024.9,6.0,5.4,24.0,0.4,1021.9,1.0,11.0,ENE,17.5,7.0
W,32.0,No,Sydney,No,62.0,4.0,W,17.4,2015-09-07,22.7,11.1,1018.3,15.0,0.6,54.0,0.2,1013.3,9.3,9.0,W,24.9,2.0
WSW,32.0,No,Sydney,No,42.0,2.0,W,13.3,2015-09-08,19.7,10.0,1018.8,24.0,6.8,52.0,0.0,1015.7,11.0,30.0,W,20.0,1.0
W,39.0,No,Sydney,No,48.0,1.0,,15.4,2015-09-09,18.9,9.8,1023.1,17.0,5.0,,0.0,1022.0,10.9,20.0,SSE,20.2,1.0
WNW,41.0,No,Sydney,No,59.0,7.0,SSW,15.5,2015-09-10,18.9,11.3,1030.9,15.0,4.8,37.0,0.0,1029.8,6.5,13.0,SSE,19.6,1.0
WNW,44.0,No,Sydney,No,56.0,0.0,NNE,17.6,2015-09-11,20.5,14.0,1032.1,24.0,4.0,39.0,0.0,1027.6,9.1,11.0,NE,21.3,1.0
W,51.0,No,Sydney,No,61.0,5.0,ENE,17.2,2015-09-12,21.3,10.9,1028.5,19.0,7.4,24.0,0.0,1024.7,10.4,11.0,E,25.4,1.0
WNW,60.0,No,Sydney,No,61.0,1.0,NNE,18.3,2015-09-13,21.4,12.4,1028.5,20.0,3.8,30.0,0.0,1025.0,10.6,11.0,E,22.3,1.0
NNE,59.0,No,Sydney,No,58.0,1.0,NE,20.7,2015-09-14,21.4,15.3,1025.9,24.0,5.0,43.0,0.0,1020.5,10.7,17.0,NE,23.6,1.0
NNE,25.0,No,Sydney,No,33.0,3.0,,23.5,2015-09-15,29.2,15.8,1015.4,35.0,6.4,,0.0,1009.0,11.0,9.0,NNW,29.8,1.0
W,60.0,No,Sydney,No,42.0,3.0,ESE,17.2,2015-09-16,19.3,12.4,1017.7,26.0,10.2,37.0,0.0,1015.0,10.2,19.0,ESE,21.1,2.0
WNW,57.0,No,Sydney,Yes,53.0,7.0,S,18.0,2015-09-17,17.7,12.2,1018.4,28.0,4.2,43.0,0.0,1018.3,8.2,9.0,SE,19.9,3.0
S,44.0,Yes,Sydney,Yes,65.0,2.0,S,15.8,2015-09-18,18.9,13.6,1026.2,26.0,6.4,52.0,2.2,1025.5,7.7,20.0,S,20.0,5.0
W,54.0,Yes,Sydney,No,88.0,6.0,E,14.7,2015-09-19,18.1,12.5,1026.5,24.0,5.4,33.0,10.8,1023.9,7.3,17.0,ESE,19.5,7.0
W,72.0,No,Sydney,No,62.0,7.0,ENE,16.6,2015-09-20,17.4,12.5,1024.5,13.0,4.0,37.0,0.4,1021.7,3.4,11.0,E,18.6,5.0
W,60.0,No,Sydney,No,74.0,2.0,SSW,16.3,2015-09-21,21.3,12.4,1019.9,15.0,1.6,35.0,0.2,1015.2,10.4,15.0,NE,22.5,1.0
SW,47.0,No,Sydney,No,36.0,2.0,SSW,18.7,2015-09-22,17.8,14.6,1016.8,37.0,6.2,59.0,0.2,1017.5,9.2,24.0,S,19.5,3.0
SSW,74.0,No,Sydney,Yes,55.0,7.0,S,13.3,2015-09-23,11.7,10.0,1025.5,35.0,8.8,69.0,0.2,1025.4,6.5,31.0,SSW,16.2,3.0
SSW,62.0,Yes,Sydney,Yes,63.0,7.0,S,13.0,2015-09-24,13.6,8.3,1025.6,28.0,4.0,65.0,3.2,1024.6,6.1,22.0,SSW,16.3,7.0
S,63.0,Yes,Sydney,Yes,91.0,7.0,S,13.4,2015-09-25,15.9,10.1,1029.3,26.0,2.8,54.0,31.8,1027.8,4.3,13.0,SSE,16.4,7.0
W,48.0,Yes,Sydney,Yes,86.0,3.0,S,14.4,2015-09-26,18.4,11.1,1028.5,24.0,4.4,43.0,3.4,1025.4,7.7,22.0,SSE,20.1,6.0
SW,51.0,Yes,Sydney,No,70.0,7.0,SW,15.3,2015-09-27,18.3,12.3,1023.7,20.0,3.8,46.0,3.6,1021.1,6.2,20.0,S,19.2,7.0
W,49.0,No,Sydney,No,56.0,1.0,W,17.3,2015-09-28,19.1,10.9,1021.1,17.0,4.2,28.0,0.2,1017.8,11.0,15.0,ESE,20.8,1.0
N,55.0,No,Sydney,No,58.0,1.0,NW,19.1,2015-09-29,21.7,11.9,1019.5,17.0,5.8,50.0,0.0,1015.8,3.4,15.0,NE,23.4,0.0
SSE,62.0,No,Sydney,No,57.0,7.0,SSE,21.0,2015-09-30,18.7,16.7,1022.1,20.0,5.6,33.0,0.0,1021.4,6.4,17.0,ESE,21.4,7.0
W,65.0,No,Sydney,No,68.0,1.0,ENE,19.9,2015-10-01,21.7,16.8,1026.4,24.0,5.6,33.0,0.0,1022.8,9.6,6.0,E,22.9,4.0
NNW,57.0,No,Sydney,No,57.0,1.0,SSE,21.3,2015-10-02,21.1,16.5,1033.4,24.0,4.8,33.0,0.0,1031.8,10.5,4.0,ENE,23.0,1.0
W,47.0,No,Sydney,No,62.0,1.0,E,21.5,2015-10-03,27.3,14.2,1030.6,11.0,7.2,22.0,0.0,1024.7,11.1,13.0,E,27.5,0.0
W,13.0,No,Sydney,No,28.0,7.0,WSW,26.4,2015-10-04,32.6,19.8,1023.4,28.0,8.0,46.0,0.0,1021.8,8.2,4.0,W,33.8,7.0
WNW,16.0,No,Sydney,No,42.0,7.0,S,21.1,2015-10-05,35.6,16.1,1024.0,11.0,11.0,20.0,0.0,1021.1,11.4,11.0,E,37.0,1.0
WNW,26.0,No,Sydney,No,37.0,1.0,NNE,23.8,2015-10-06,30.6,20.3,1023.2,17.0,8.6,43.0,0.0,1019.7,11.4,15.0,ENE,32.3,1.0
SSE,56.0,No,Sydney,No,61.0,7.0,SSW,20.3,2015-10-07,19.0,19.7,1029.6,26.0,13.2,67.0,0.0,1033.6,1.3,39.0,SE,21.5,5.0
ESE,57.0,No,Sydney,No,53.0,7.0,ENE,18.5,2015-10-08,19.9,17.0,1038.8,20.0,6.6,35.0,0.0,1036.0,2.2,13.0,E,21.1,7.0
N,51.0,No,Sydney,No,51.0,5.0,ENE,20.1,2015-10-09,22.0,16.8,1034.4,24.0,5.4,43.0,0.0,1029.7,8.7,15.0,NE,22.7,7.0
SE,60.0,No,Sydney,No,62.0,4.0,E,21.2,2015-10-10,22.3,15.7,1028.9,17.0,6.8,24.0,0.0,1025.8,9.5,2.0,E,24.3,1.0
WNW,65.0,No,Sydney,Yes,77.0,7.0,W,18.7,2015-10-11,21.4,15.0,1022.7,11.0,5.6,41.0,0.0,1018.6,6.4,9.0,ENE,24.3,6.0
WSW,55.0,Yes,Sydney,Yes,50.0,6.0,SSE,22.7,2015-10-12,23.4,16.5,1016.7,19.0,5.0,43.0,3.6,1012.4,9.6,11.0,NE,29.5,1.0
S,77.0,Yes,Sydney,Yes,82.0,8.0,SSW,18.3,2015-10-13,19.8,17.5,1022.3,20.0,7.8,37.0,1.6,1022.3,0.8,20.0,ESE,20.4,4.0
W,60.0,Yes,Sydney,No,75.0,1.0,NE,20.1,2015-10-14,22.7,16.9,1026.8,20.0,1.4,37.0,3.4,1025.2,8.3,6.0,NE,23.3,7.0
NNE,63.0,No,Sydney,No,65.0,0.0,NE,21.6,2015-10-15,23.1,16.3,1026.2,30.0,7.0,44.0,0.0,1022.0,12.0,13.0,ENE,24.0,1.0
ESE,52.0,No,Sydney,No,60.0,1.0,NNE,23.3,2015-10-16,27.3,17.3,1021.7,20.0,6.8,43.0,0.0,1018.7,11.9,6.0,E,27.5,0.0
SSE,64.0,No,Sydney,Yes,66.0,4.0,SSE,21.5,2015-10-17,23.0,19.1,1023.1,15.0,9.8,31.0,0.0,1021.4,9.7,17.0,ESE,26.0,1.0
SE,56.0,Yes,Sydney,No,69.0,7.0,SSE,19.5,2015-10-18,22.1,18.8,1029.2,15.0,7.2,35.0,1.4,1027.9,3.8,17.0,E,23.2,8.0
N,54.0,No,Sydney,No,81.0,4.0,NE,21.8,2015-10-19,24.4,19.4,1026.6,24.0,4.2,39.0,0.2,1022.4,8.2,11.0,ENE,24.6,7.0
SE,55.0,No,Sydney,No,60.0,2.0,W,23.7,2015-10-20,26.0,18.7,1020.6,15.0,6.8,35.0,0.4,1016.3,7.7,6.0,ENE,26.8,2.0
WNW,43.0,No,Sydney,Yes,58.0,7.0,NNE,24.5,2015-10-21,26.3,19.7,1013.8,9.0,7.6,31.0,1.0,1011.5,3.4,2.0,W,27.9,4.0
S,74.0,Yes,Sydney,Yes,89.0,7.0,S,19.6,2015-10-22,20.1,18.6,1011.4,31.0,5.0,61.0,8.4,1010.3,0.7,11.0,SSW,20.5,7.0
SSW,55.0,Yes,Sydney,No,70.0,7.0,SSW,16.6,2015-10-23,19.4,14.5,1022.1,17.0,2.8,41.0,14.8,1021.6,3.4,19.0,SSW,21.4,7.0
WNW,54.0,No,Sydney,No,62.0,1.0,ENE,17.8,2015-10-24,20.7,12.9,1024.4,26.0,4.6,39.0,0.2,1020.9,12.0,13.0,ENE,22.3,5.0
E,59.0,No,Sydney,No,62.0,3.0,NE,21.1,2015-10-25,22.3,15.2,1022.1,19.0,7.4,43.0,0.0,1017.8,10.2,7.0,NE,24.9,2.0
ESE,53.0,No,Sydney,Yes,54.0,7.0,WSW,24.6,2015-10-26,22.2,17.5,1014.4,13.0,7.0,69.0,0.0,1015.1,5.2,9.0,WSW,29.4,3.0
S,47.0,Yes,Sydney,No,65.0,7.0,S,16.5,2015-10-27,19.3,15.5,1025.8,30.0,7.8,54.0,7.6,1025.8,2.0,19.0,SSE,19.6,8.0
W,45.0,No,Sydney,No,70.0,5.0,SSE,16.4,2015-10-28,20.6,13.4,1025.3,20.0,3.8,31.0,0.4,1022.5,8.2,9.0,E,21.2,7.0
WNW,40.0,No,Sydney,No,55.0,1.0,E,18.2,2015-10-29,21.9,15.7,1023.6,22.0,5.4,31.0,0.0,1022.1,11.4,7.0,E,23.0,5.0
W,48.0,No,Sydney,No,59.0,7.0,ENE,19.0,2015-10-30,21.8,14.1,1023.8,24.0,8.0,39.0,0.0,1020.8,9.3,7.0,NE,23.1,1.0
NE,61.0,No,Sydney,No,59.0,8.0,NE,22.2,2015-10-31,22.5,17.1,1021.8,28.0,8.0,48.0,0.0,1018.6,5.7,19.0,NE,24.2,7.0
E,59.0,No,Sydney,Yes,67.0,3.0,NE,21.9,2015-11-01,25.4,17.5,1015.2,17.0,7.8,44.0,0.0,1010.6,9.0,15.0,NE,26.8,1.0
NW,53.0,Yes,Sydney,Yes,75.0,5.0,WSW,21.6,2015-11-02,26.4,18.2,1011.2,15.0,6.6,46.0,26.0,1009.0,9.1,13.0,E,30.7,5.0
SSE,89.0,Yes,Sydney,Yes,91.0,8.0,S,19.0,2015-11-03,19.2,18.6,1017.0,17.0,6.8,35.0,1.4,1016.5,0.0,19.0,SE,20.0,8.0
ESE,83.0,Yes,Sydney,Yes,91.0,8.0,E,19.5,2015-11-04,19.4,17.1,1017.6,31.0,1.4,56.0,3.8,1016.3,0.0,24.0,E,19.6,8.0
NE,80.0,Yes,Sydney,Yes,94.0,8.0,ENE,18.2,2015-11-05,20.5,16.0,1014.8,26.0,0.0,50.0,13.0,1010.5,0.7,30.0,NE,23.4,8.0
W,87.0,Yes,Sydney,Yes,77.0,7.0,S,23.3,2015-11-06,20.5,18.2,1007.7,13.0,3.2,33.0,11.6,1006.3,5.2,9.0,NE,28.3,4.0
ESE,69.0,Yes,Sydney,No,69.0,7.0,SSE,22.5,2015-11-07,21.8,18.4,1012.3,28.0,5.6,46.0,10.0,1012.3,5.3,9.0,ESE,24.6,3.0
SSW,65.0,No,Sydney,No,67.0,6.0,SSW,18.0,2015-11-08,20.4,16.2,1020.7,26.0,7.2,46.0,0.4,1020.0,4.6,17.0,SSE,21.7,7.0
W,48.0,No,Sydney,No,59.0,1.0,E,19.5,2015-11-09,21.8,13.7,1021.3,17.0,6.4,30.0,0.0,1017.5,12.3,11.0,E,23.3,5.0
S,45.0,No,Sydney,No,61.0,7.0,ENE,20.6,2015-11-10,24.8,15.2,1016.0,19.0,6.0,30.0,0.0,1013.5,11.3,2.0,ENE,25.6,3.0
S,66.0,No,Sydney,Yes,82.0,7.0,SSW,20.0,2015-11-11,22.1,18.9,1020.3,11.0,8.6,31.0,0.0,1020.3,0.0,13.0,ESE,23.9,7.0
NNE,69.0,Yes,Sydney,No,53.0,8.0,NNE,23.5,2015-11-12,22.2,18.3,1020.4,17.0,,43.0,2.4,1018.0,4.2,17.0,ENE,25.5,7.0
W,60.0,No,Sydney,Yes,63.0,7.0,SSW,22.7,2015-11-13,23.3,18.0,1013.1,6.0,8.4,48.0,0.4,1009.8,7.4,7.0,NE,28.8,1.0
S,70.0,Yes,Sydney,Yes,81.0,8.0,SSE,18.7,2015-11-14,18.9,17.7,1014.4,19.0,9.0,33.0,18.2,1013.4,0.0,15.0,ESE,20.1,8.0
SSE,70.0,Yes,Sydney,Yes,64.0,7.0,SSW,18.2,2015-11-15,18.5,14.9,1017.7,19.0,2.2,46.0,29.6,1017.4,0.8,24.0,S,20.9,7.0
SSE,43.0,Yes,Sydney,No,56.0,1.0,ESE,19.1,2015-11-16,21.7,14.3,1020.0,20.0,4.4,31.0,5.0,1018.0,13.0,17.0,ESE,22.6,5.0
W,46.0,No,Sydney,No,55.0,2.0,NNE,20.2,2015-11-17,23.7,14.4,1019.1,22.0,8.0,44.0,0.0,1016.0,12.6,6.0,NE,25.1,0.0
W,17.0,No,Sydney,No,45.0,1.0,SSW,25.1,2015-11-18,35.6,17.4,1013.6,22.0,11.0,57.0,0.0,1009.7,13.0,11.0,W,36.5,5.0
W,54.0,No,Sydney,No,62.0,4.0,SSW,23.1,2015-11-19,28.6,18.8,1015.0,17.0,10.4,28.0,0.0,1011.7,12.5,9.0,E,31.2,1.0
SW,13.0,No,Sydney,No,63.0,1.0,W,25.2,2015-11-20,40.7,21.4,1012.5,28.0,8.8,54.0,0.0,1006.3,12.4,2.0,WNW,40.9,1.0
SE,56.0,No,Sydney,No,65.0,7.0,S,20.8,2015-11-21,20.7,20.3,1015.6,24.0,14.6,54.0,0.0,1017.3,0.3,13.0,SE,22.1,7.0
E,58.0,No,Sydney,No,59.0,8.0,NNE,19.8,2015-11-22,20.8,19.0,1019.7,17.0,6.2,33.0,0.0,1016.7,2.7,17.0,ENE,22.4,7.0
WNW,52.0,No,Sydney,No,60.0,2.0,SSE,22.4,2015-11-23,25.4,17.1,1011.9,30.0,3.8,52.0,0.0,1010.8,11.5,11.0,SE,26.5,1.0
ENE,55.0,No,Sydney,No,57.0,1.0,NE,23.6,2015-11-24,23.0,18.7,1017.4,28.0,8.0,52.0,0.0,1014.1,11.4,13.0,NE,25.2,4.0
W,44.0,No,Sydney,No,62.0,0.0,NNE,22.4,2015-11-25,28.7,17.3,1013.1,24.0,9.0,50.0,0.0,1007.4,,9.0,NNE,32.7,1.0
NNW,14.0,No,Sydney,No,31.0,2.0,W,32.4,2015-11-26,36.0,22.4,999.8,35.0,12.6,74.0,0.0,1000.0,9.6,28.0,W,37.8,1.0
SE,60.0,No,Sydney,No,54.0,4.0,ENE,21.1,2015-11-27,21.6,16.5,1016.1,22.0,14.6,37.0,0.6,1013.8,7.1,4.0,ESE,22.6,7.0
ENE,55.0,No,Sydney,No,69.0,8.0,ENE,21.5,2015-11-28,22.5,19.1,1016.7,17.0,7.4,37.0,0.0,1016.0,0.3,20.0,NE,23.8,8.0
NNE,65.0,No,Sydney,No,80.0,2.0,ENE,21.1,2015-11-29,25.1,19.9,1013.7,22.0,6.4,43.0,0.0,1009.7,7.1,17.0,NE,26.0,7.0
WSW,65.0,No,Sydney,No,65.0,1.0,S,21.1,2015-11-30,23.8,18.2,1012.4,22.0,7.4,48.0,0.2,1008.7,11.1,7.0,E,26.3,4.0
ESE,34.0,No,Sydney,No,58.0,5.0,S,26.3,2015-12-01,32.0,19.0,1010.3,31.0,8.0,63.0,0.0,1006.7,10.4,9.0,NE,33.3,1.0
S,59.0,No,Sydney,No,66.0,7.0,SSE,21.0,2015-12-02,19.4,19.2,1015.1,35.0,14.2,61.0,0.0,1017.0,5.3,22.0,S,22.8,7.0
ESE,49.0,No,Sydney,No,52.0,5.0,ESE,19.4,2015-12-03,20.3,17.1,1027.1,20.0,9.2,31.0,0.0,1026.0,8.1,11.0,ESE,21.7,7.0
WNW,44.0,No,Sydney,No,53.0,3.0,E,20.3,2015-12-04,22.8,14.6,1026.3,19.0,6.4,28.0,0.0,1024.1,9.3,6.0,E,23.6,4.0
W,52.0,No,Sydney,No,56.0,1.0,NE,21.0,2015-12-05,24.1,15.5,1022.6,20.0,8.0,39.0,0.0,1018.9,,7.0,NE,24.9,1.0
SE,46.0,No,Sydney,No,58.0,5.0,ENE,23.0,2015-12-06,24.9,16.6,1020.5,24.0,9.0,35.0,0.0,1017.8,12.7,7.0,ENE,25.8,3.0
ESE,57.0,No,Sydney,No,61.0,7.0,E,23.2,2015-12-07,24.1,18.8,1021.4,22.0,9.2,39.0,0.0,1019.9,7.9,9.0,E,25.5,7.0
NE,64.0,No,Sydney,No,68.0,7.0,NE,22.7,2015-12-08,24.4,20.9,1018.6,17.0,7.6,43.0,0.0,1015.8,0.3,11.0,ENE,25.0,7.0
NNE,58.0,No,Sydney,Yes,70.0,3.0,S,24.6,2015-12-09,27.5,21.3,1014.2,17.0,4.6,61.0,0.8,1012.1,8.6,7.0,ENE,33.3,5.0
