Wind_Dir_3_pm,Temp_3_pm_F,Rain_Tomorrow,Rainfall,Humidity_9_am,Evaporation,Wind_Dir_9_am,Humidity_3_pm,Min_Temp_F,Temp_9_am_F,Pressure_3_pm,Cloud_3_pm,Wind_Speed_9_am,Max_Temp_F,Sunshine,Location,Cloud_9_am,Date,Pressure_9_am,Wind_Gust_Dir,Wind_Gust_Speed,Wind_Speed_3_pm,Rain_Today
ESE,85.82,No,0.0,77.0,6.0,SSE,59.0,75.74000000000001,82.04,1011.2,5.0,15.0,89.78,10.7,Cairns,6.0,2015-03-22,1014.3,SE,33.0,20.0,No
ENE,87.98,No,0.0,69.0,6.5,SSE,55.0,74.48,82.75999999999999,1010.6,7.0,17.0,88.88000000000001,10.3,Cairns,5.0,2015-03-23,1014.1,ENE,30.0,19.0,No
NE,86.0,No,0.6,71.0,8.2,SE,65.0,73.75999999999999,83.66,1012.3,4.0,9.0,86.9,9.3,Cairns,6.0,2015-03-24,1014.8,ENE,26.0,15.0,No
NE,85.46000000000001,No,0.0,77.0,3.8,NW,65.0,72.14,81.14,1012.4,4.0,6.0,87.98,11.0,Cairns,1.0,2015-03-25,1016.0,NE,26.0,13.0,No
E,89.24,No,0.0,67.0,6.2,SSE,46.0,74.12,83.48,1012.8,4.0,13.0,90.86,10.6,Cairns,1.0,2015-03-26,1016.0,ESE,31.0,19.0,No
E,87.26,Yes,0.0,64.0,8.0,S,54.0,73.4,82.58,1013.1,6.0,13.0,89.24,9.6,Cairns,5.0,2015-03-27,1016.2,E,33.0,19.0,No
ESE,87.61999999999999,No,1.6,73.0,6.2,SSE,44.0,73.94,82.04,1012.9,1.0,15.0,90.32,10.9,Cairns,3.0,2015-03-28,1016.2,SE,43.0,30.0,Yes
ESE,87.8,No,0.0,61.0,9.6,SSE,49.0,76.46,82.04,1013.5,2.0,24.0,89.96000000000001,10.4,Cairns,4.0,2015-03-29,1016.3,SE,50.0,31.0,No
SE,87.8,Yes,0.0,70.0,8.8,SSE,53.0,75.38,81.32,1013.9,2.0,20.0,89.78,10.6,Cairns,2.0,2015-03-30,1017.0,SSE,50.0,30.0,No
ESE,86.36,No,6.0,91.0,9.0,SE,60.0,75.92,78.25999999999999,1012.3,3.0,15.0,87.98,7.2,Cairns,7.0,2015-03-31,1015.9,ESE,48.0,33.0,Yes
ESE,86.18,No,0.2,67.0,7.0,SSE,59.0,73.94,82.94,1010.5,3.0,20.0,90.14,10.8,Cairns,2.0,2015-04-01,1014.6,ESE,41.0,30.0,No
ESE,88.16,No,0.0,71.0,7.4,SSE,54.0,73.75999999999999,82.58,1009.2,2.0,17.0,89.96000000000001,10.4,Cairns,1.0,2015-04-02,1013.3,SE,37.0,22.0,No
ENE,88.52,No,0.0,67.0,7.4,S,53.0,72.86,82.04,1009.2,1.0,15.0,90.14,10.4,Cairns,1.0,2015-04-03,1013.0,NNE,31.0,22.0,No
NE,86.9,No,0.0,65.0,7.8,SSE,58.0,70.88,82.4,1007.9,1.0,13.0,88.52,10.8,Cairns,2.0,2015-04-04,1011.4,NE,30.0,17.0,No
ENE,85.46000000000001,No,0.0,67.0,6.8,SE,59.0,74.84,83.84,1007.1,1.0,7.0,88.16,9.2,Cairns,1.0,2015-04-05,1010.7,NE,24.0,11.0,No
NNE,85.64,No,0.0,77.0,5.2,ESE,69.0,74.12,81.32,1006.9,5.0,4.0,87.8,3.7,Cairns,7.0,2015-04-06,1009.7,N,31.0,13.0,No
NE,86.53999999999999,No,0.0,71.0,4.0,SE,62.0,75.38,84.38000000000001,1009.8,4.0,11.0,88.88000000000001,8.9,Cairns,5.0,2015-04-07,1011.8,ENE,28.0,17.0,No
ESE,87.8,Yes,0.0,66.0,6.0,SSE,52.0,74.66,83.48,1011.1,7.0,17.0,89.96000000000001,9.7,Cairns,7.0,2015-04-08,1014.1,SE,37.0,28.0,No
SE,83.84,Yes,2.6,83.0,8.0,SSE,68.0,74.3,79.34,1011.3,7.0,15.0,88.52,6.6,Cairns,8.0,2015-04-09,1014.2,SE,52.0,28.0,Yes
SE,81.86,Yes,27.2,84.0,7.8,S,63.0,73.94,78.25999999999999,1010.8,7.0,19.0,83.66,2.3,Cairns,7.0,2015-04-10,1013.8,SE,46.0,31.0,Yes
SE,86.53999999999999,No,6.2,65.0,2.4,SSE,62.0,72.86,82.58,1010.4,,17.0,88.7,10.2,Cairns,2.0,2015-04-11,1013.5,SE,41.0,30.0,Yes
SE,85.64,No,0.0,72.0,7.8,S,56.0,74.66,82.04,1011.8,4.0,13.0,87.8,9.5,Cairns,4.0,2015-04-12,1014.9,SE,35.0,17.0,No
NW,78.62,Yes,0.0,69.0,5.8,SSE,81.0,72.5,82.04,1013.0,6.0,17.0,86.18,6.2,Cairns,2.0,2015-04-13,1015.6,S,35.0,7.0,No
S,75.56,Yes,6.0,71.0,4.0,SSE,85.0,71.24000000000001,80.06,1014.8,7.0,20.0,87.08000000000001,7.4,Cairns,2.0,2015-04-14,1016.5,SE,54.0,20.0,Yes
SSE,80.96,Yes,11.8,77.0,5.4,S,66.0,72.5,78.8,1016.4,7.0,17.0,86.36,6.7,Cairns,5.0,2015-04-15,1018.4,ESE,50.0,26.0,Yes
ESE,84.38000000000001,Yes,1.4,68.0,4.0,SSE,56.0,73.04,80.96,1015.0,3.0,24.0,87.08000000000001,10.8,Cairns,4.0,2015-04-16,1018.7,SE,52.0,37.0,Yes
SE,80.96,Yes,3.8,76.0,6.6,SSE,66.0,73.4,79.88,1012.9,6.0,19.0,84.74,3.4,Cairns,2.0,2015-04-17,1016.3,SE,48.0,20.0,Yes
S,81.32,Yes,4.4,98.0,5.8,SSE,79.0,73.94,74.66,1012.2,6.0,17.0,82.58,3.9,Cairns,8.0,2015-04-18,1015.2,SSE,41.0,17.0,Yes
SE,87.08000000000001,No,18.0,78.0,3.2,SSE,54.0,74.66,81.86,1012.7,5.0,17.0,87.44,10.7,Cairns,7.0,2015-04-19,1015.7,S,37.0,28.0,Yes
ESE,85.46000000000001,Yes,0.0,77.0,7.0,SSE,62.0,75.74000000000001,80.24000000000001,1011.6,7.0,20.0,87.61999999999999,8.2,Cairns,7.0,2015-04-20,1014.6,SE,46.0,28.0,No
SSE,81.32,No,1.6,70.0,6.0,SSE,62.0,73.58,77.9,1011.7,7.0,28.0,85.1,7.1,Cairns,7.0,2015-04-21,1014.3,SSE,48.0,28.0,Yes
ESE,82.22,No,0.0,57.0,5.6,SSE,50.0,71.78,80.06,1009.6,1.0,28.0,84.38000000000001,11.1,Cairns,3.0,2015-04-22,1013.4,SSE,41.0,20.0,No
NE,82.4,No,0.0,60.0,7.6,SSE,56.0,65.12,76.28,1008.7,1.0,11.0,83.84,10.3,Cairns,1.0,2015-04-23,1013.2,SSE,30.0,20.0,No
NNE,81.32,No,0.0,64.0,5.2,SSE,60.0,66.74000000000001,77.18,1008.9,3.0,11.0,83.12,8.9,Cairns,4.0,2015-04-24,1012.2,NNE,24.0,13.0,No
NNE,82.04,No,0.0,76.0,4.0,SE,65.0,66.74000000000001,76.28,1009.7,1.0,15.0,84.2,8.7,Cairns,6.0,2015-04-25,1012.2,ENE,22.0,15.0,No
SE,83.84,No,0.0,49.0,4.0,W,36.0,65.3,78.62,1012.1,,6.0,86.36,10.8,Cairns,3.0,2015-04-26,1014.5,SE,44.0,22.0,No
ESE,83.3,No,0.0,50.0,9.2,SE,39.0,61.16,74.84,1013.6,1.0,19.0,85.1,11.2,Cairns,0.0,2015-04-27,1016.3,ESE,41.0,30.0,No
SE,81.68,No,0.0,53.0,7.4,SE,45.0,64.04,76.82,1013.7,1.0,19.0,84.02,10.0,Cairns,1.0,2015-04-28,1017.6,SE,44.0,33.0,No
ESE,83.48,No,0.0,59.0,7.2,S,46.0,67.28,77.72,1014.7,2.0,19.0,85.28,10.9,Cairns,1.0,2015-04-29,1017.9,SE,43.0,24.0,No
SE,84.74,No,0.0,63.0,6.8,SSE,49.0,68.0,77.72,1011.9,2.0,15.0,86.0,10.6,Cairns,3.0,2015-04-30,1015.9,ESE,31.0,22.0,No
ENE,84.02,No,0.0,70.0,6.4,ESE,58.0,65.84,77.54,1011.6,3.0,19.0,85.64,10.8,Cairns,3.0,2015-05-01,1015.3,NE,28.0,20.0,No
NNE,81.32,No,0.0,69.0,4.6,E,69.0,66.02,77.72,1010.8,6.0,7.0,84.2,10.3,Cairns,6.0,2015-05-02,1014.6,N,22.0,13.0,No
ENE,84.56,No,0.0,71.0,4.0,S,63.0,68.54,79.16,1010.3,1.0,13.0,86.0,10.7,Cairns,1.0,2015-05-03,1014.8,NNE,30.0,19.0,No
ENE,82.04,No,0.0,67.0,6.0,SSE,59.0,71.6,79.16,1010.8,2.0,13.0,85.82,7.7,Cairns,2.0,2015-05-04,1013.7,NE,30.0,20.0,No
ESE,82.94,No,0.0,67.0,4.6,SSE,51.0,69.8,78.44,1009.9,3.0,17.0,86.53999999999999,9.1,Cairns,3.0,2015-05-05,1013.4,E,33.0,19.0,No
SE,86.9,No,0.0,64.0,6.0,SE,39.0,65.12,77.18,1010.8,1.0,19.0,88.16,11.1,Cairns,1.0,2015-05-06,1014.6,SE,39.0,30.0,No
ESE,85.82,No,0.0,62.0,7.0,SSE,40.0,64.22,80.24000000000001,1012.2,1.0,17.0,87.08000000000001,10.7,Cairns,1.0,2015-05-07,1015.4,SE,46.0,28.0,No
ESE,80.42,No,0.0,70.0,7.2,SSE,64.0,67.82,78.98,1012.2,5.0,15.0,85.1,9.3,Cairns,2.0,2015-05-08,1014.8,,,19.0,No
SE,82.58,No,0.0,55.0,5.6,SSE,48.0,64.58,76.64,1012.9,1.0,15.0,83.66,10.8,Cairns,1.0,2015-05-09,1016.5,SE,37.0,28.0,No
SE,84.2,No,0.0,60.0,7.4,SE,45.0,61.16,75.38,1013.1,1.0,19.0,86.18,11.1,Cairns,1.0,2015-05-10,1016.9,SE,37.0,22.0,No
ESE,83.66,No,0.0,67.0,6.8,S,55.0,66.74000000000001,77.18,1014.4,2.0,13.0,85.82,10.1,Cairns,2.0,2015-05-11,1017.8,SE,35.0,22.0,No
ESE,82.58,No,0.0,65.0,6.0,SE,44.0,65.12,75.2,1013.9,1.0,17.0,83.84,10.9,Cairns,1.0,2015-05-12,1017.3,E,33.0,20.0,No
E,82.4,No,0.0,59.0,7.2,SE,48.0,61.88,74.3,1013.3,2.0,17.0,84.91999999999999,11.1,Cairns,1.0,2015-05-13,1017.3,E,33.0,20.0,No
SE,77.54,No,0.0,44.0,5.8,SSE,51.0,63.14,76.46,1016.0,7.0,28.0,82.58,10.0,Cairns,6.0,2015-05-14,1017.5,SSE,56.0,31.0,No
SSE,76.46,No,0.0,42.0,10.0,SSE,45.0,67.82,71.42,1017.2,1.0,24.0,78.8,9.5,Cairns,4.0,2015-05-15,1020.3,SSE,56.0,33.0,No
SSE,74.66,Yes,0.6,84.0,7.6,SSE,78.0,69.25999999999999,71.78,1016.1,7.0,20.0,78.08,3.5,Cairns,7.0,2015-05-16,1019.1,SE,46.0,19.0,No
SE,80.06,No,12.4,73.0,2.6,SSE,64.0,70.16,76.28,1016.0,7.0,28.0,83.48,6.5,Cairns,3.0,2015-05-17,1018.3,SE,50.0,37.0,Yes
SSE,77.36,No,0.4,75.0,4.2,SSE,77.0,71.24000000000001,77.0,1015.5,7.0,24.0,82.04,3.8,Cairns,3.0,2015-05-18,1018.3,SE,43.0,26.0,No
ESE,80.42,No,0.4,73.0,4.2,S,66.0,71.6,77.0,1014.5,7.0,17.0,82.58,5.8,Cairns,2.0,2015-05-19,1017.7,SE,33.0,20.0,No
ESE,83.12,No,0.0,70.0,5.2,SE,54.0,68.72,77.18,1014.4,1.0,17.0,85.82,10.9,Cairns,1.0,2015-05-20,1017.5,ESE,35.0,15.0,No
ENE,82.58,No,0.0,67.0,4.0,SSE,61.0,67.64,78.08,1014.5,2.0,13.0,86.53999999999999,9.3,Cairns,1.0,2015-05-21,1018.3,,,22.0,No
ESE,84.2,No,0.0,71.0,5.2,SSE,53.0,68.36,76.28,1014.0,2.0,13.0,87.26,10.6,Cairns,2.0,2015-05-22,1017.6,SSE,33.0,19.0,No
SE,77.72,No,0.0,39.0,7.8,SSE,52.0,70.34,75.56,1016.2,2.0,28.0,80.24000000000001,10.5,Cairns,1.0,2015-05-23,1018.5,SSE,48.0,31.0,No
SE,81.32,Yes,0.0,56.0,7.6,SSE,51.0,62.42,74.84,1017.1,2.0,22.0,82.58,10.2,Cairns,2.0,2015-05-24,1020.1,SE,48.0,31.0,No
SSE,77.18,Yes,1.4,79.0,6.2,SSE,71.0,71.24000000000001,75.56,1019.1,7.0,24.0,77.54,2.6,Cairns,7.0,2015-05-25,1021.7,SE,52.0,22.0,Yes
S,76.64,Yes,4.0,85.0,3.2,SSE,73.0,69.08,73.22,1017.8,7.0,20.0,81.86,5.5,Cairns,6.0,2015-05-26,1021.2,SE,48.0,17.0,Yes
ESE,80.96,No,2.0,76.0,4.2,SSE,63.0,69.98,75.92,1015.8,3.0,22.0,83.48,10.1,Cairns,3.0,2015-05-27,1019.0,SSE,41.0,30.0,Yes
ESE,81.14,No,0.0,76.0,6.0,SSE,61.0,72.14,76.46,1015.6,7.0,20.0,84.38000000000001,7.3,Cairns,6.0,2015-05-28,1018.9,SSE,46.0,30.0,No
SE,80.78,Yes,0.4,80.0,5.6,SSE,61.0,71.42,76.82,1016.5,6.0,20.0,84.2,9.6,Cairns,7.0,2015-05-29,1019.3,SE,46.0,28.0,No
E,75.74000000000001,Yes,1.8,92.0,6.6,S,91.0,71.6,73.4,1015.1,7.0,13.0,79.7,1.5,Cairns,7.0,2015-05-30,1018.9,S,33.0,19.0,Yes
SSE,79.88,No,4.0,81.0,2.2,SSE,63.0,72.32,75.38,1015.0,7.0,13.0,82.22,3.0,Cairns,6.0,2015-05-31,1017.8,SE,31.0,15.0,Yes
ESE,78.44,Yes,0.0,72.0,3.4,SSE,74.0,72.14,77.36,1013.8,8.0,13.0,80.6,0.3,Cairns,7.0,2015-06-01,1016.0,SE,35.0,15.0,No
ESE,81.68,Yes,1.4,75.0,2.6,SSE,59.0,71.06,77.54,1014.6,7.0,17.0,84.38000000000001,10.2,Cairns,7.0,2015-06-02,1017.6,SE,43.0,28.0,Yes
SE,78.98,No,2.6,81.0,5.8,SSE,65.0,71.06,75.92,1014.8,6.0,17.0,83.12,7.3,Cairns,3.0,2015-06-03,1017.8,SE,33.0,26.0,Yes
ESE,81.32,No,0.0,72.0,5.2,SSE,57.0,73.04,76.64,1015.2,2.0,17.0,83.12,8.3,Cairns,1.0,2015-06-04,1019.1,SE,33.0,24.0,No
ESE,79.52,No,0.0,62.0,5.4,SSE,44.0,71.42,76.64,1016.7,1.0,24.0,82.75999999999999,10.5,Cairns,1.0,2015-06-05,1019.2,SSE,41.0,30.0,No
SE,78.62,No,0.0,60.0,6.8,SSE,52.0,58.28,73.58,1018.0,2.0,24.0,81.14,9.8,Cairns,1.0,2015-06-06,1019.7,SE,50.0,33.0,No
SE,78.25999999999999,Yes,0.0,56.0,7.0,SSE,52.0,68.0,71.24000000000001,1017.7,6.0,20.0,79.16,7.3,Cairns,6.0,2015-06-07,1020.9,SE,48.0,31.0,No
SE,78.44,Yes,1.2,74.0,5.4,SSE,55.0,68.72,73.4,1015.8,6.0,17.0,81.32,5.8,Cairns,7.0,2015-06-08,1018.1,SE,48.0,28.0,Yes
SE,78.98,Yes,3.0,82.0,4.2,S,67.0,68.18,73.4,1015.1,5.0,19.0,82.58,5.2,Cairns,8.0,2015-06-09,1017.0,SE,48.0,31.0,Yes
SE,75.56,Yes,5.4,93.0,4.8,SSE,77.0,68.72,71.06,1014.6,7.0,22.0,79.34,3.8,Cairns,8.0,2015-06-10,1017.1,SE,56.0,31.0,Yes
SSE,73.94,Yes,13.8,98.0,3.0,SSE,87.0,69.25999999999999,69.8,1015.1,8.0,24.0,77.18,1.0,Cairns,8.0,2015-06-11,1017.2,SE,54.0,28.0,Yes
SE,76.82,Yes,28.2,76.0,2.0,SSE,71.0,68.72,75.2,1014.7,7.0,24.0,78.98,5.0,Cairns,6.0,2015-06-12,1017.6,SE,50.0,31.0,Yes
SE,76.82,Yes,18.0,79.0,4.0,SSE,69.0,68.9,73.04,1014.4,6.0,17.0,79.88,5.4,Cairns,5.0,2015-06-13,1017.1,SE,44.0,26.0,Yes
SSE,75.74000000000001,Yes,2.2,80.0,3.4,S,81.0,69.62,74.48,1014.3,7.0,19.0,78.98,3.3,Cairns,6.0,2015-06-14,1016.8,SE,43.0,17.0,Yes
SE,79.88,Yes,6.8,85.0,2.0,SSE,68.0,70.52,75.56,1014.3,5.0,15.0,80.6,5.8,Cairns,7.0,2015-06-15,1016.8,ESE,56.0,24.0,Yes
SE,76.82,No,1.8,87.0,3.6,SSE,74.0,71.6,73.58,1012.7,7.0,17.0,81.14,2.7,Cairns,7.0,2015-06-16,1016.1,SSE,35.0,26.0,Yes
ENE,81.86,No,0.2,86.0,2.6,ESE,62.0,70.88,73.4,1012.6,6.0,15.0,82.75999999999999,5.8,Cairns,7.0,2015-06-17,1016.1,S,33.0,15.0,No
SE,80.6,No,0.0,69.0,3.8,S,60.0,65.48,76.82,1012.3,3.0,17.0,83.12,8.6,Cairns,2.0,2015-06-18,1015.5,SE,28.0,20.0,No
ESE,80.96,No,0.0,72.0,3.8,S,59.0,67.64,75.74000000000001,1012.3,3.0,15.0,83.3,9.0,Cairns,2.0,2015-06-19,1015.5,E,30.0,15.0,No
SE,80.6,Yes,0.0,77.0,5.4,SSE,64.0,71.96,75.74000000000001,1012.9,,13.0,81.5,5.7,Cairns,7.0,2015-06-20,1015.3,SE,35.0,22.0,No
SSE,72.5,No,14.4,91.0,3.0,S,77.0,69.25999999999999,70.52,1015.5,7.0,20.0,74.84,0.0,Cairns,7.0,2015-06-21,1017.1,SSE,43.0,26.0,Yes
SE,78.08,Yes,0.0,60.0,3.0,S,55.0,67.1,72.32,1016.8,1.0,19.0,79.88,10.3,Cairns,1.0,2015-06-22,1019.7,SE,41.0,28.0,No
SE,77.18,Yes,22.0,73.0,5.8,S,58.0,67.28,71.78,1017.3,3.0,20.0,78.62,7.4,Cairns,5.0,2015-06-23,1019.5,SSE,50.0,33.0,Yes
SSE,76.28,Yes,11.2,89.0,5.2,S,66.0,66.74000000000001,69.25999999999999,1016.6,4.0,19.0,77.9,4.3,Cairns,8.0,2015-06-24,1019.5,SSE,39.0,17.0,Yes
SE,78.08,No,2.2,66.0,,SSE,50.0,62.059999999999995,73.4,1016.8,6.0,15.0,81.14,10.8,Cairns,1.0,2015-06-25,1019.6,SE,37.0,28.0,Yes
SSE,74.66,Yes,0.0,48.0,4.0,S,42.0,60.440000000000005,71.42,1018.3,5.0,17.0,76.64,6.1,Cairns,2.0,2015-06-26,1020.0,SE,35.0,20.0,No
ESE,76.82,No,1.8,65.0,5.0,SSE,49.0,66.2,71.42,1018.9,,28.0,78.08,10.5,Cairns,2.0,2015-06-27,1022.2,SSE,48.0,28.0,Yes
SSE,76.64,Yes,1.0,94.0,6.8,SSE,62.0,66.74000000000001,67.46,1018.5,6.0,20.0,80.06,7.3,Cairns,7.0,2015-06-28,1020.9,SSE,48.0,28.0,No
SSE,77.72,Yes,11.2,80.0,4.0,S,74.0,67.1,71.96,1016.4,5.0,20.0,79.16,5.6,Cairns,7.0,2015-06-29,1019.7,ESE,46.0,17.0,Yes
SE,77.36,No,29.2,87.0,4.4,SSE,67.0,68.9,73.04,1017.5,8.0,19.0,77.9,1.5,Cairns,7.0,2015-06-30,1019.7,SE,44.0,30.0,Yes
SE,78.44,No,0.8,71.0,4.6,SSE,57.0,68.36,71.6,1017.5,5.0,28.0,79.88,8.5,Cairns,5.0,2015-07-01,1020.6,SSE,46.0,28.0,No
ESE,78.44,No,0.0,68.0,4.0,S,53.0,64.58,73.04,1016.9,2.0,19.0,79.88,10.4,Cairns,2.0,2015-07-02,1020.3,SE,39.0,28.0,No
SE,75.92,No,0.0,62.0,5.8,S,48.0,61.16,72.5,1015.3,5.0,15.0,78.98,7.9,Cairns,3.0,2015-07-03,1018.0,ESE,44.0,33.0,No
SSE,75.74000000000001,No,0.0,64.0,5.4,S,50.0,61.34,68.9,1015.6,2.0,19.0,77.18,7.9,Cairns,6.0,2015-07-04,1018.5,SSE,41.0,22.0,No
SE,76.1,No,0.0,79.0,4.0,S,62.0,63.86,69.8,1015.6,6.0,20.0,78.98,3.8,Cairns,7.0,2015-07-05,1018.2,SSE,37.0,20.0,No
ESE,78.44,No,1.0,80.0,2.2,SSE,52.0,66.2,69.44,1014.8,1.0,15.0,79.7,6.9,Cairns,8.0,2015-07-06,1018.1,SE,37.0,22.0,No
ESE,78.8,No,0.6,75.0,4.4,W,40.0,61.16,70.34,1014.4,1.0,9.0,79.88,10.8,Cairns,1.0,2015-07-07,1017.7,SSE,33.0,19.0,No
SE,77.54,No,0.0,68.0,6.2,SSE,47.0,60.440000000000005,70.7,1015.1,1.0,24.0,80.06,10.6,Cairns,2.0,2015-07-08,1017.5,SE,43.0,31.0,No
SSE,77.9,Yes,0.0,73.0,6.8,S,65.0,68.54,71.24000000000001,1016.6,3.0,17.0,78.8,5.1,Cairns,7.0,2015-07-09,1019.3,SE,37.0,26.0,No
SE,72.32,No,2.4,92.0,2.6,S,82.0,66.74000000000001,67.64,1016.9,7.0,15.0,74.66,0.4,Cairns,8.0,2015-07-10,1019.7,SE,31.0,24.0,Yes
ENE,78.08,No,0.4,73.0,2.0,SSE,67.0,66.38,73.94,1015.4,6.0,17.0,80.78,7.5,Cairns,2.0,2015-07-11,1018.2,ESE,30.0,17.0,No
E,77.9,No,0.0,77.0,3.6,ENE,59.0,62.42,72.5,1014.9,2.0,6.0,79.88,10.0,Cairns,1.0,2015-07-12,1018.4,ENE,26.0,9.0,No
SSE,71.78,No,0.0,66.0,4.0,S,42.0,57.379999999999995,66.02,1016.7,1.0,15.0,73.4,10.7,Cairns,5.0,2015-07-13,1020.9,SE,30.0,13.0,No
ESE,70.88,No,0.0,47.0,6.0,SSE,37.0,52.16,64.94,1016.6,4.0,17.0,72.5,10.5,Cairns,7.0,2015-07-14,1020.2,SE,39.0,19.0,No
ENE,74.3,No,0.0,59.0,5.2,WSW,43.0,49.82,66.56,1016.0,1.0,7.0,76.1,11.0,Cairns,1.0,2015-07-15,1018.8,SE,30.0,15.0,No
ENE,73.94,No,0.0,65.0,4.0,SE,58.0,52.879999999999995,67.1,1015.3,1.0,9.0,76.82,10.7,Cairns,1.0,2015-07-16,1018.5,NE,26.0,17.0,No
SE,72.86,No,0.0,53.0,4.8,SSE,35.0,58.28,67.64,1017.3,0.0,24.0,74.66,10.5,Cairns,0.0,2015-07-17,1020.0,SSE,37.0,22.0,No
ESE,71.78,No,0.0,38.0,6.6,SSE,35.0,51.26,66.02,1018.6,3.0,20.0,74.12,10.9,Cairns,1.0,2015-07-18,1021.5,SE,50.0,30.0,No
SSE,73.94,No,0.0,65.0,7.0,SE,54.0,57.92,65.3,1018.2,7.0,20.0,76.46,5.7,Cairns,7.0,2015-07-19,1020.9,SE,48.0,26.0,No
SSE,70.52,No,0.0,90.0,5.4,S,78.0,64.94,67.1,1017.7,8.0,28.0,76.46,3.5,Cairns,8.0,2015-07-20,1020.2,SSE,44.0,22.0,No
SSE,75.92,Yes,0.2,91.0,2.6,SSE,67.0,64.75999999999999,68.0,1017.8,7.0,20.0,78.44,2.9,Cairns,8.0,2015-07-21,1020.6,S,44.0,28.0,No
SE,76.64,Yes,1.2,89.0,3.2,S,74.0,68.0,72.5,1018.1,7.0,19.0,80.42,5.2,Cairns,7.0,2015-07-22,1020.5,SE,50.0,28.0,Yes
SE,79.52,Yes,1.8,93.0,3.8,SSE,72.0,70.16,71.06,1017.2,6.0,13.0,80.6,3.2,Cairns,8.0,2015-07-23,1020.2,SSE,35.0,24.0,Yes
SE,82.04,No,3.4,81.0,,S,52.0,70.52,76.28,1016.5,1.0,15.0,83.3,,Cairns,6.0,2015-07-24,1020.5,S,31.0,22.0,Yes
ESE,80.96,No,0.0,72.0,,SSE,57.0,65.66,73.75999999999999,1017.2,2.0,19.0,82.75999999999999,10.0,Cairns,,2015-07-25,1019.8,SE,30.0,17.0,No
SE,78.25999999999999,No,0.0,74.0,9.8,SSE,69.0,69.62,76.1,1017.0,7.0,20.0,83.3,6.5,Cairns,2.0,2015-07-26,1020.3,SE,43.0,26.0,No
SE,81.86,No,0.0,72.0,4.8,SSE,49.0,67.82,75.74000000000001,1017.9,1.0,19.0,83.3,10.9,Cairns,2.0,2015-07-27,1021.7,SE,41.0,28.0,No
SE,76.1,Yes,0.6,79.0,6.2,SSE,71.0,68.54,74.48,1018.9,6.0,20.0,81.32,7.2,Cairns,2.0,2015-07-28,1021.3,SE,54.0,33.0,No
SSE,73.22,Yes,5.4,70.0,6.2,SSE,68.0,68.0,70.52,1019.3,8.0,35.0,78.8,5.8,Cairns,6.0,2015-07-29,1022.3,SSE,57.0,37.0,Yes
SE,77.72,Yes,3.8,67.0,5.0,SSE,47.0,67.82,72.68,1018.4,1.0,30.0,79.34,10.4,Cairns,1.0,2015-07-30,1021.2,SE,54.0,30.0,Yes
SE,77.72,Yes,3.4,87.0,6.2,SSE,57.0,65.3,69.62,1016.7,2.0,17.0,78.98,8.8,Cairns,5.0,2015-07-31,1020.6,ESE,52.0,37.0,Yes
SE,78.44,No,5.2,70.0,6.4,SSE,51.0,66.74000000000001,72.14,1016.7,1.0,20.0,80.06,10.7,Cairns,1.0,2015-08-01,1020.1,SE,50.0,28.0,Yes
SE,77.0,No,0.0,76.0,6.0,S,57.0,68.18,71.78,1017.7,4.0,17.0,81.32,8.7,Cairns,6.0,2015-08-02,1020.7,SE,37.0,19.0,No
NE,79.7,No,0.0,68.0,5.2,SSE,47.0,63.14,73.04,1016.1,1.0,19.0,80.96,10.9,Cairns,1.0,2015-08-03,1019.5,SSE,31.0,19.0,No
NE,80.42,No,0.0,69.0,6.6,W,53.0,56.66,69.25999999999999,1013.5,1.0,6.0,81.68,11.1,Cairns,1.0,2015-08-04,1017.8,NE,24.0,15.0,No
SE,78.8,No,0.0,65.0,4.0,SE,51.0,60.440000000000005,72.5,1014.2,1.0,19.0,79.34,8.6,Cairns,2.0,2015-08-05,1017.0,SE,41.0,24.0,No
ESE,75.2,No,0.0,52.0,5.0,SSE,27.0,59.540000000000006,69.44,1016.4,0.0,20.0,77.36,10.9,Cairns,1.0,2015-08-06,1019.2,SSE,37.0,24.0,No
ESE,74.66,No,0.0,44.0,7.6,S,37.0,49.28,70.16,1017.4,,15.0,77.36,10.9,Cairns,1.0,2015-08-07,1020.4,,,26.0,No
E,73.58,No,0.0,51.0,6.8,S,44.0,54.5,68.54,1017.2,4.0,17.0,77.36,8.9,Cairns,5.0,2015-08-08,1020.4,,,17.0,No
ENE,77.36,No,0.0,59.0,4.8,SE,42.0,52.16,68.0,1016.9,1.0,19.0,78.98,10.6,Cairns,1.0,2015-08-09,1020.2,SE,28.0,15.0,No
NE,77.18,No,0.0,65.0,4.4,ESE,55.0,55.4,71.24000000000001,1017.0,3.0,13.0,79.52,9.4,Cairns,2.0,2015-08-10,1020.2,SE,26.0,17.0,No
NNE,77.36,No,0.0,67.0,4.0,SW,62.0,56.48,71.96,1017.4,1.0,6.0,78.98,11.0,Cairns,1.0,2015-08-11,1020.3,NNE,22.0,13.0,No
NNE,76.1,No,0.0,70.0,4.4,W,65.0,57.92,73.04,1014.8,8.0,2.0,79.16,10.9,Cairns,6.0,2015-08-12,1018.6,NNE,30.0,17.0,No
SE,78.25999999999999,No,0.0,50.0,4.0,SSE,27.0,60.8,74.3,1017.0,5.0,26.0,80.42,,Cairns,5.0,2015-08-13,1019.5,,,26.0,No
