MinTempF,Location,MaxTempF,Temp3pmF,Temp9amF,WindDir3pm,Humidity9am,Cloud3pm,Rainfall,WindSpeed3pm,Cloud9am,WindSpeed9am,RainToday,Date,WindDir9am,RainTomorrow,Humidity3pm
54.32,Newcastle,62.6,62.059999999999995,56.3,,58.0,8.0,1.8,0.0,0.0,4.0,Yes,2015-06-12,NW,No,
55.04,Newcastle,69.25999999999999,,60.440000000000005,,79.0,,0.0,,7.0,0.0,No,2015-06-13,,No,
45.68,Newcastle,68.72,64.4,51.44,,96.0,4.0,0.0,0.0,5.0,0.0,No,2015-06-14,,No,75.0
47.120000000000005,Newcastle,65.66,62.059999999999995,52.7,,94.0,8.0,0.0,0.0,4.0,0.0,No,2015-06-15,,No,87.0
52.16,Newcastle,65.12,60.440000000000005,60.8,,96.0,8.0,0.8,0.0,5.0,0.0,No,2015-06-16,,Yes,96.0
56.66,Newcastle,62.059999999999995,61.7,58.64,NW,97.0,8.0,11.4,4.0,8.0,0.0,Yes,2015-06-17,,Yes,85.0
50.9,Newcastle,65.66,63.5,55.76,SW,71.0,2.0,3.8,19.0,1.0,0.0,Yes,2015-06-18,,No,62.0
49.46,Newcastle,57.2,56.120000000000005,51.8,,92.0,6.0,1.0,0.0,8.0,0.0,No,2015-06-19,,Yes,89.0
46.04,Newcastle,60.26,58.64,51.44,SE,83.0,3.0,10.6,9.0,7.0,0.0,Yes,2015-06-20,,No,56.0
44.6,Newcastle,60.8,59.0,49.64,,84.0,6.0,0.0,0.0,7.0,0.0,No,2015-06-21,,No,73.0
41.72,Newcastle,63.68,61.7,46.76,,97.0,5.0,0.2,0.0,1.0,4.0,No,2015-06-22,NW,No,51.0
42.44,Newcastle,65.66,65.3,49.28,,87.0,1.0,0.1,0.0,1.0,0.0,No,2015-06-23,,No,57.0
47.48,Newcastle,64.75999999999999,64.04,51.8,,87.0,7.0,0.1,0.0,1.0,4.0,No,2015-06-24,NW,No,61.0
50.36,Newcastle,70.16,61.7,57.92,,82.0,7.0,0.0,0.0,6.0,0.0,No,2015-06-25,,Yes,93.0
52.52,Newcastle,65.66,62.6,57.02,,84.0,4.0,43.0,0.0,3.0,0.0,Yes,2015-06-26,,No,61.0
43.519999999999996,Newcastle,66.2,63.5,50.9,NW,91.0,1.0,0.0,4.0,0.0,0.0,No,2015-06-27,,No,59.0
41.9,Newcastle,66.56,62.6,50.0,,93.0,4.0,0.2,0.0,0.0,0.0,No,2015-06-28,,No,75.0
46.22,Newcastle,67.64,61.7,50.72,,92.0,5.0,0.0,0.0,1.0,0.0,No,2015-06-29,,No,72.0
45.14,Newcastle,59.36,59.0,47.48,,97.0,7.0,0.2,0.0,8.0,0.0,No,2015-06-30,,No,81.0
46.76,Newcastle,62.959999999999994,60.8,57.02,,79.0,6.0,0.0,0.0,7.0,0.0,No,2015-07-01,,No,74.0
42.08,Newcastle,59.9,58.1,44.6,NW,78.0,1.0,0.0,9.0,5.0,9.0,No,2015-07-02,NW,No,52.0
44.239999999999995,Newcastle,60.8,59.9,50.0,SE,62.0,2.0,0.0,19.0,5.0,0.0,No,2015-07-03,,No,54.0
,Newcastle,62.959999999999994,61.88,,NW,,1.0,0.0,19.0,,,No,2015-07-04,,No,46.0
36.5,Newcastle,64.75999999999999,62.6,44.42,,69.0,1.0,0.0,0.0,1.0,0.0,No,2015-07-05,,No,47.0
42.44,Newcastle,62.24,60.440000000000005,48.56,NW,70.0,0.0,0.0,9.0,0.0,0.0,No,2015-07-06,,No,38.0
42.44,Newcastle,63.14,57.56,49.28,SE,69.0,7.0,0.0,4.0,1.0,4.0,No,2015-07-07,NW,No,70.0
48.02,Newcastle,61.519999999999996,59.0,52.7,,79.0,6.0,0.0,0.0,2.0,4.0,No,2015-07-08,SE,No,68.0
42.260000000000005,Newcastle,64.75999999999999,61.7,50.9,,81.0,5.0,0.6,0.0,1.0,0.0,No,2015-07-09,,No,68.0
43.16,Newcastle,68.36,65.84,50.0,N,97.0,4.0,0.0,4.0,0.0,0.0,No,2015-07-10,,No,47.0
46.76,Newcastle,67.64,65.12,51.26,NW,90.0,5.0,0.4,4.0,0.0,4.0,No,2015-07-11,NW,Yes,57.0
44.06,Newcastle,55.4,52.879999999999995,44.96,NW,82.0,4.0,4.0,46.0,7.0,37.0,Yes,2015-07-12,NW,No,57.0
,Newcastle,62.24,61.7,50.0,NW,80.0,1.0,0.0,28.0,8.0,19.0,No,2015-07-13,NE,Yes,46.0
46.04,Newcastle,62.059999999999995,59.72,52.16,NW,73.0,0.0,2.6,19.0,1.0,28.0,Yes,2015-07-14,NW,No,51.0
41.72,Newcastle,62.059999999999995,59.36,49.28,,73.0,6.0,0.0,0.0,1.0,9.0,No,2015-07-15,NW,No,51.0
41.36,Newcastle,59.9,56.120000000000005,48.56,NW,89.0,6.0,0.0,28.0,6.0,4.0,No,2015-07-16,NW,No,73.0
41.18,Newcastle,,55.4,44.96,NW,83.0,7.0,0.0,28.0,8.0,9.0,No,2015-07-17,NW,Yes,55.0
43.16,Newcastle,60.26,57.2,52.879999999999995,SW,68.0,7.0,1.2,9.0,2.0,9.0,Yes,2015-07-18,SW,Yes,62.0
47.3,Newcastle,,55.4,52.7,,94.0,7.0,2.2,0.0,5.0,0.0,Yes,2015-07-19,,Yes,91.0
,Newcastle,62.6,59.9,,SE,,7.0,9.8,9.0,,,Yes,2015-07-20,,No,74.0
41.9,Newcastle,,64.4,45.68,,100.0,6.0,0.4,0.0,8.0,0.0,No,2015-07-21,,No,65.0
,Newcastle,65.84,,,,,,0.0,,,,No,2015-07-22,,Yes,
44.6,Newcastle,65.66,62.78,53.24,,95.0,7.0,1.4,0.0,8.0,0.0,Yes,2015-07-23,,No,73.0
48.74,Newcastle,66.56,63.68,54.32,NW,99.0,8.0,0.2,4.0,8.0,0.0,No,2015-07-24,,Yes,79.0
51.620000000000005,Newcastle,68.0,66.2,59.0,NW,70.0,1.0,2.8,4.0,0.0,0.0,Yes,2015-07-25,,No,45.0
49.46,Newcastle,68.0,66.56,55.22,NW,62.0,1.0,0.0,28.0,7.0,28.0,No,2015-07-26,NW,No,37.0
45.5,Newcastle,60.440000000000005,59.9,49.64,NW,58.0,2.0,0.0,9.0,1.0,9.0,No,2015-07-27,NW,No,36.0
,Newcastle,62.959999999999994,61.16,47.84,SE,63.0,1.0,0.0,4.0,1.0,0.0,No,2015-07-28,,No,43.0
40.28,Newcastle,64.04,62.24,47.3,SE,85.0,3.0,0.0,9.0,6.0,0.0,No,2015-07-29,,No,60.0
41.54,Newcastle,67.46,66.92,49.28,NW,91.0,2.0,0.0,33.0,5.0,4.0,No,2015-07-30,NW,No,41.0
48.56,Newcastle,70.16,68.9,58.1,NW,62.0,1.0,0.0,9.0,7.0,0.0,No,2015-07-31,,No,37.0
41.72,Newcastle,74.66,73.4,52.7,NW,70.0,2.0,0.0,19.0,4.0,4.0,No,2015-08-01,NW,No,34.0
49.64,Newcastle,83.66,78.8,59.0,SW,63.0,1.0,0.0,46.0,2.0,0.0,No,2015-08-02,,No,26.0
51.44,Newcastle,,,53.6,,65.0,,0.0,,1.0,19.0,No,2015-08-03,NW,No,
43.519999999999996,Newcastle,,,51.44,,54.0,,0.0,,7.0,0.0,No,2015-08-04,,No,
39.2,Newcastle,59.9,,46.04,,55.0,,0.0,,0.0,19.0,No,2015-08-05,NW,No,
41.9,Newcastle,62.6,,50.36,,65.0,,0.0,,1.0,4.0,No,2015-08-06,NW,No,
39.56,Newcastle,64.75999999999999,,49.1,,65.0,,0.0,,0.0,9.0,No,2015-08-07,NW,No,
40.1,Newcastle,62.959999999999994,,53.96,,69.0,,0.0,,5.0,0.0,No,2015-08-08,,No,
39.74,Newcastle,65.84,,49.64,,84.0,,0.0,,6.0,0.0,No,2015-08-09,,No,
45.32,Newcastle,68.0,,52.7,,,,0.0,,1.0,9.0,No,2015-08-10,NW,No,
41.72,Newcastle,71.96,,56.3,,58.0,,0.0,,0.0,4.0,No,2015-08-11,NW,No,
39.2,Newcastle,66.74000000000001,,52.16,,66.0,,0.0,,1.0,0.0,No,2015-08-12,,No,
46.22,Newcastle,67.64,,53.6,,65.0,,0.0,,0.0,9.0,No,2015-08-13,NW,No,
40.1,Newcastle,65.84,,52.7,,61.0,,0.0,,0.0,19.0,No,2015-08-14,SW,No,
40.28,Newcastle,62.24,,51.8,,81.0,,0.0,,6.0,0.0,No,2015-08-15,,Yes,
50.9,Newcastle,68.36,,57.56,,93.0,,2.2,,1.0,0.0,Yes,2015-08-16,,No,
44.96,Newcastle,67.64,,55.22,,73.0,,0.2,,0.0,0.0,No,2015-08-17,,No,
42.44,Newcastle,63.86,,55.04,,64.0,,0.0,,1.0,0.0,No,2015-08-18,,No,
42.44,Newcastle,,,52.16,,78.0,,0.0,,1.0,0.0,No,2015-08-19,,No,
46.76,Newcastle,70.52,,54.68,,81.0,,0.0,,1.0,0.0,No,2015-08-20,,No,
45.68,Newcastle,74.84,,53.6,,92.0,,0.0,,0.0,0.0,No,2015-08-21,,No,
52.7,Newcastle,80.96,,62.959999999999994,,66.0,,0.0,,3.0,9.0,No,2015-08-22,NW,Yes,
57.56,Newcastle,61.16,,59.0,,94.0,,7.8,,8.0,0.0,Yes,2015-08-23,,Yes,
58.64,Newcastle,65.12,,59.9,,97.0,,13.0,,8.0,0.0,Yes,2015-08-24,,Yes,
56.48,Newcastle,69.08,,62.059999999999995,,82.0,,3.0,,8.0,0.0,Yes,2015-08-25,,No,
54.86,Newcastle,66.56,,58.459999999999994,,71.0,,0.2,,7.0,19.0,No,2015-08-26,NW,No,
52.7,Newcastle,66.2,,59.18,,78.0,,0.0,,6.0,0.0,No,2015-08-27,,No,
49.1,Newcastle,68.0,,57.02,,63.0,,0.2,,0.0,19.0,No,2015-08-28,SW,No,
45.5,Newcastle,68.18,,56.66,,68.0,,0.0,,0.0,4.0,No,2015-08-29,NW,No,
40.46,Newcastle,66.56,,53.96,,63.0,,0.0,,3.0,9.0,No,2015-08-30,N,No,
47.120000000000005,Newcastle,66.2,,59.36,,58.0,,0.0,,1.0,9.0,No,2015-08-31,SW,No,
42.620000000000005,Newcastle,69.25999999999999,,54.68,,68.0,,0.8,,1.0,9.0,No,2015-09-01,NW,No,
42.8,Newcastle,68.9,,59.0,,56.0,,0.0,,4.0,9.0,No,2015-09-02,NW,Yes,
52.16,Newcastle,64.4,,60.8,,69.0,,3.0,,1.0,19.0,Yes,2015-09-03,NW,Yes,
54.86,Newcastle,62.059999999999995,,56.3,,97.0,,5.0,,8.0,9.0,Yes,2015-09-04,NW,Yes,
49.28,Newcastle,68.9,,54.32,,95.0,,4.8,,7.0,0.0,Yes,2015-09-05,,Yes,
53.6,Newcastle,66.56,,60.440000000000005,,89.0,,8.2,,6.0,0.0,Yes,2015-09-06,,No,
48.56,Newcastle,75.2,,59.36,,82.0,,0.0,,0.0,19.0,No,2015-09-07,NW,No,
43.519999999999996,Newcastle,71.6,,55.4,,50.0,,0.0,,0.0,19.0,No,2015-09-08,NE,No,
,Newcastle,69.44,,59.36,,55.0,,0.0,,1.0,4.0,No,2015-09-09,NW,No,
51.08,Newcastle,64.4,,61.519999999999996,,68.0,,0.0,,6.0,9.0,No,2015-09-10,SE,No,
,Newcastle,70.34,,60.8,,74.0,,0.0,,6.0,0.0,No,2015-09-11,,No,
47.3,Newcastle,78.44,,62.959999999999994,,64.0,,0.0,,0.0,19.0,No,2015-09-12,NW,No,
50.36,Newcastle,75.74000000000001,,63.68,,73.0,,0.0,,0.0,0.0,No,2015-09-13,,No,
53.6,Newcastle,77.36,,63.32,,74.0,,0.0,,0.0,4.0,No,2015-09-14,NE,No,
59.72,Newcastle,82.75999999999999,,69.8,,55.0,,0.0,,0.0,9.0,No,2015-09-15,NW,No,
50.9,Newcastle,70.16,,65.48,,53.0,,0.0,,1.0,0.0,No,2015-09-16,,No,
53.96,Newcastle,66.02,,64.4,,71.0,,0.0,,8.0,0.0,No,2015-09-17,,Yes,
54.5,Newcastle,66.56,,64.4,,56.0,,5.6,,6.0,28.0,Yes,2015-09-18,SE,Yes,
55.04,Newcastle,68.0,,59.72,,93.0,,2.2,,6.0,4.0,Yes,2015-09-19,NW,Yes,
55.76,Newcastle,67.82,,59.0,,96.0,,58.2,,8.0,0.0,Yes,2015-09-20,,Yes,
52.7,Newcastle,75.74000000000001,,61.7,,79.0,,1.8,,0.0,0.0,Yes,2015-09-21,,No,
52.52,Newcastle,,,62.959999999999994,,67.0,,0.8,,7.0,9.0,No,2015-09-22,NW,,
,Newcastle,69.8,,,,,,,,,,,2015-09-23,,Yes,
44.96,Newcastle,62.059999999999995,,56.3,,60.0,,8.8,,5.0,28.0,Yes,2015-09-24,SW,Yes,
49.64,Newcastle,61.88,,54.68,,100.0,,15.6,,7.0,0.0,Yes,2015-09-25,,Yes,
52.7,Newcastle,65.84,,58.82,,88.0,,8.6,,6.0,4.0,Yes,2015-09-26,SW,Yes,
52.16,Newcastle,64.75999999999999,,59.36,,81.0,,4.4,,7.0,4.0,Yes,2015-09-27,SE,No,
46.76,Newcastle,70.7,,64.04,,59.0,,0.0,,1.0,0.0,No,2015-09-28,,No,
47.84,Newcastle,77.9,,61.16,,77.0,,0.0,,0.0,0.0,No,2015-09-29,,No,
51.8,Newcastle,71.96,,68.9,,73.0,,0.0,,5.0,4.0,No,2015-09-30,SW,No,
,Newcastle,78.08,,67.64,,81.0,,0.0,,5.0,0.0,No,2015-10-01,,No,
59.9,Newcastle,75.74000000000001,,71.6,,66.0,,0.0,,3.0,4.0,No,2015-10-02,SE,No,
54.32,Newcastle,88.34,,70.16,,70.0,,0.0,,0.0,4.0,No,2015-10-03,NW,No,
59.0,Newcastle,95.18,,71.78,,53.0,,0.0,,3.0,4.0,No,2015-10-04,NW,No,
57.56,Newcastle,95.9,,73.4,,48.0,,0.0,,1.0,4.0,No,2015-10-05,NE,No,
59.18,Newcastle,94.64,,75.2,,47.0,,0.0,,0.0,9.0,No,2015-10-06,W,No,
59.72,Newcastle,70.16,,69.44,,75.0,,0.0,,0.0,56.0,No,2015-10-07,SE,No,
60.440000000000005,Newcastle,70.16,,66.92,,61.0,,0.0,,8.0,19.0,No,2015-10-08,SE,No,
56.84,Newcastle,77.36,,66.2,,61.0,,0.0,,0.0,4.0,No,2015-10-09,NE,No,
,Newcastle,79.7,,64.4,,81.0,,0.0,,0.0,9.0,No,2015-10-10,N,No,
55.04,Newcastle,78.44,,67.64,,74.0,,0.0,,4.0,4.0,No,2015-10-11,NE,Yes,
59.0,Newcastle,86.36,,68.0,,81.0,,9.4,,1.0,9.0,Yes,2015-10-12,N,No,
66.56,Newcastle,73.75999999999999,,69.44,,85.0,,0.0,,8.0,4.0,No,2015-10-13,SE,No,
62.24,Newcastle,76.64,,69.62,,74.0,,0.6,,5.0,9.0,No,2015-10-14,N,No,
59.0,Newcastle,80.06,,67.1,,82.0,,0.0,,6.0,4.0,No,2015-10-15,N,No,
58.28,Newcastle,88.16,,63.32,,96.0,,0.0,,6.0,4.0,No,2015-10-16,N,No,
62.24,Newcastle,77.36,,71.6,,81.0,,0.0,,4.0,19.0,No,2015-10-17,SE,Yes,
67.1,Newcastle,71.6,,68.72,,85.0,,1.2,,8.0,19.0,Yes,2015-10-18,SE,No,
62.6,Newcastle,80.96,,71.6,,78.0,,0.4,,0.0,0.0,No,2015-10-19,,No,
59.72,Newcastle,87.26,,68.0,,77.0,,0.0,,0.0,4.0,No,2015-10-20,NE,No,
63.68,Newcastle,92.3,,79.16,,42.0,,0.0,,0.0,9.0,No,2015-10-21,N,Yes,
63.32,Newcastle,,,65.3,,93.0,,5.6,,8.0,0.0,Yes,2015-10-22,,Yes,
53.96,Newcastle,70.16,,60.8,,94.0,,14.0,,8.0,0.0,Yes,2015-10-23,,No,
52.7,Newcastle,73.75999999999999,,65.3,,70.0,,0.4,,1.0,0.0,No,2015-10-24,,No,
55.4,Newcastle,80.24000000000001,,65.3,,78.0,,0.0,,5.0,0.0,No,2015-10-25,,No,
60.440000000000005,Newcastle,,,73.75999999999999,,65.0,,0.0,,0.0,19.0,No,2015-10-26,NE,,
,Newcastle,92.84,,,,,,,,,,,2015-10-27,,,
56.120000000000005,Newcastle,71.24000000000001,,65.84,,57.0,,,,8.0,9.0,,2015-10-28,S,Yes,
56.3,Newcastle,74.12,,68.9,,65.0,,18.0,,6.0,0.0,Yes,2015-10-29,,No,
55.58,Newcastle,76.28,,66.56,,72.0,,0.0,,1.0,0.0,No,2015-10-30,,No,
58.1,Newcastle,78.44,,69.8,,65.0,,0.0,,6.0,0.0,No,2015-10-31,,No,
60.26,Newcastle,84.2,,64.4,,92.0,,0.0,,8.0,0.0,No,2015-11-01,,Yes,
64.4,Newcastle,88.16,,71.6,,81.0,,1.8,,6.0,0.0,Yes,2015-11-02,,No,
68.36,Newcastle,72.68,,70.7,,91.0,,1.0,,8.0,0.0,No,2015-11-03,,Yes,
65.66,Newcastle,71.06,,66.2,,98.0,,17.0,,0.0,0.0,Yes,2015-11-04,,Yes,
62.059999999999995,Newcastle,75.56,,64.4,,98.0,,12.0,,8.0,0.0,Yes,2015-11-05,,Yes,
63.86,Newcastle,86.0,,75.2,,75.0,,2.0,,5.0,9.0,Yes,2015-11-06,N,Yes,
62.6,Newcastle,,,74.3,,71.0,,2.0,,1.0,9.0,Yes,2015-11-07,SE,,
,Newcastle,77.72,,,,,,,,,,,2015-11-08,,Yes,
59.0,Newcastle,73.4,,68.36,,67.0,,10.4,,1.0,4.0,Yes,2015-11-09,SW,No,
56.120000000000005,Newcastle,79.7,,66.2,,84.0,,0.0,,1.0,0.0,No,2015-11-10,,No,
61.16,Newcastle,77.36,,73.4,,63.0,,0.0,,2.0,0.0,No,2015-11-11,,No,
62.42,Newcastle,82.4,,73.75999999999999,,58.0,,0.0,,4.0,19.0,No,2015-11-12,NE,Yes,
63.32,Newcastle,85.1,,71.24000000000001,,84.0,,3.0,,1.0,0.0,Yes,2015-11-13,,Yes,
62.24,Newcastle,68.36,,64.4,,95.0,,25.0,,8.0,28.0,Yes,2015-11-14,SW,Yes,
61.34,Newcastle,71.6,,66.56,,84.0,,11.0,,7.0,28.0,Yes,2015-11-15,SE,Yes,
63.68,Newcastle,71.96,,64.4,,78.0,,4.0,,4.0,0.0,Yes,2015-11-16,,No,
55.04,Newcastle,78.44,,66.2,,72.0,,0.8,,0.0,0.0,No,2015-11-17,,No,
58.28,Newcastle,94.46000000000001,,75.2,,56.0,,0.0,,1.0,19.0,No,2015-11-18,NW,No,
63.68,Newcastle,89.24,,74.66,,77.0,,0.0,,4.0,0.0,No,2015-11-19,,No,
68.0,Newcastle,103.46000000000001,,81.68,,56.0,,0.0,,1.0,9.0,No,2015-11-20,NE,No,
68.9,Newcastle,76.46,,73.4,,66.0,,0.0,,7.0,28.0,No,2015-11-21,SE,No,
64.58,Newcastle,82.04,,71.24000000000001,,58.0,,0.0,,8.0,19.0,No,2015-11-22,NW,No,
59.72,Newcastle,85.64,,70.52,,74.0,,0.0,,1.0,9.0,No,2015-11-23,NW,No,
63.32,Newcastle,78.8,,72.32,,69.0,,0.0,,5.0,9.0,No,2015-11-24,SE,No,
59.72,Newcastle,88.88000000000001,,71.6,,74.0,,0.0,,0.0,0.0,No,2015-11-25,,No,
68.0,Newcastle,104.9,,86.0,,48.0,,0.0,,4.0,9.0,No,2015-11-26,NW,No,
65.48,Newcastle,72.86,,68.0,,62.0,,0.0,,8.0,9.0,No,2015-11-27,SE,No,
65.12,Newcastle,75.56,,70.7,,81.0,,0.0,,8.0,9.0,No,2015-11-28,SE,No,
69.62,Newcastle,84.2,,73.22,,75.0,,0.0,,8.0,28.0,No,2015-11-29,NE,No,
66.2,Newcastle,81.86,,73.4,,74.0,,0.0,,6.0,19.0,No,2015-11-30,SW,No,
62.959999999999994,Newcastle,100.4,,77.72,,69.0,,0.0,,3.0,9.0,No,2015-12-01,NW,No,
68.36,Newcastle,76.64,,73.22,,63.0,,0.0,,6.0,28.0,No,2015-12-02,SE,Yes,
60.440000000000005,Newcastle,73.4,,68.36,,62.0,,2.8,,8.0,9.0,Yes,2015-12-03,SE,No,
57.74,Newcastle,75.92,,68.9,,56.0,,0.0,,4.0,9.0,No,2015-12-04,NE,No,
57.56,Newcastle,78.8,,72.32,,63.0,,0.0,,4.0,7.0,No,2015-12-05,NE,No,
57.92,Newcastle,82.94,,70.7,,69.0,,0.0,,1.0,0.0,No,2015-12-06,,No,
62.959999999999994,Newcastle,80.6,,74.48,,63.0,,0.0,,1.0,9.0,No,2015-12-07,NE,No,
65.84,Newcastle,86.0,,73.4,,71.0,,0.0,,7.0,19.0,No,2015-12-08,NW,No,
70.16,Newcastle,93.2,,72.5,,94.0,,0.6,,8.0,0.0,No,2015-12-09,,Yes,
66.2,Newcastle,80.6,,73.4,,91.0,,14.4,,7.0,0.0,Yes,2015-12-10,,Yes,
63.32,Newcastle,100.4,,78.8,,67.0,,2.0,,1.0,9.0,Yes,2015-12-11,NW,No,
65.3,Newcastle,77.0,,72.68,,58.0,,0.0,,6.0,9.0,No,2015-12-12,SE,No,
65.84,Newcastle,82.04,,69.44,,71.0,,0.0,,8.0,9.0,No,2015-12-13,NE,No,
61.519999999999996,Newcastle,86.0,,73.4,,66.0,,0.0,,5.0,9.0,No,2015-12-14,NW,No,
64.75999999999999,Newcastle,87.08000000000001,,75.2,,79.0,,0.0,,4.0,9.0,No,2015-12-15,SE,No,
68.72,Newcastle,77.9,,74.48,,82.0,,0.0,,8.0,0.0,No,2015-12-16,,No,
62.959999999999994,Newcastle,82.04,,74.3,,73.0,,0.0,,5.0,9.0,No,2015-12-17,SE,No,
62.959999999999994,Newcastle,86.9,,73.75999999999999,,69.0,,0.0,,0.0,0.0,No,2015-12-18,,No,
63.5,Newcastle,92.84,,76.1,,67.0,,0.0,,0.0,9.0,No,2015-12-19,NE,No,
63.32,Newcastle,101.3,,75.2,,67.0,,0.0,,1.0,0.0,No,2015-12-20,,No,
70.52,Newcastle,96.61999999999999,,87.8,,33.0,,0.0,,5.0,9.0,No,2015-12-21,NW,Yes,
64.94,Newcastle,69.8,,65.3,,97.0,,37.9,,8.0,9.0,Yes,2015-12-22,SE,Yes,
62.24,Newcastle,72.5,,67.1,,90.0,,29.5,,7.0,9.0,Yes,2015-12-23,SE,Yes,
65.48,Newcastle,,,71.78,,69.0,,1.8,,6.0,19.0,Yes,2015-12-24,SE,No,
,Newcastle,78.8,,,,,,0.0,,,,No,2015-12-25,,No,
62.959999999999994,Newcastle,88.7,,71.96,,77.0,,0.0,,5.0,9.0,No,2015-12-26,NW,Yes,
62.959999999999994,Newcastle,70.7,,66.92,,74.0,,10.0,,8.0,37.0,Yes,2015-12-27,SE,No,
62.24,Newcastle,71.24000000000001,,68.72,,65.0,,0.6,,8.0,9.0,No,2015-12-28,SE,No,
58.459999999999994,Newcastle,74.3,,69.8,,68.0,,0.0,,5.0,9.0,No,2015-12-29,S,No,
54.68,Newcastle,76.46,,70.7,,65.0,,0.0,,3.0,9.0,No,2015-12-30,SE,No,
61.519999999999996,Newcastle,80.06,,74.3,,61.0,,0.0,,6.0,0.0,No,2015-12-31,,No,
62.24,Newcastle,78.44,,74.48,,54.0,,0.0,,6.0,0.0,No,2016-01-01,,No,
63.32,Newcastle,77.72,,72.5,,63.0,,0.0,,7.0,0.0,No,2016-01-02,,No,
65.12,Newcastle,75.56,,74.12,,73.0,,1.0,,8.0,19.0,No,2016-01-03,ESE,Yes,
64.04,Newcastle,74.84,,66.92,,96.0,,52.0,,8.0,0.0,Yes,2016-01-04,,Yes,
65.66,Newcastle,71.24000000000001,,67.46,,97.0,,21.5,,8.0,37.0,Yes,2016-01-05,SE,Yes,
59.9,Newcastle,,,65.84,,98.0,,216.3,,8.0,37.0,Yes,2016-01-06,SE,Yes,
,Newcastle,73.75999999999999,,,,,,25.4,,,,Yes,2016-01-07,,No,
57.92,Newcastle,79.16,,65.12,,79.0,,0.6,,1.0,0.0,No,2016-01-08,,No,
62.24,Newcastle,,,70.52,,86.0,,0.0,,8.0,0.0,No,2016-01-09,,No,
,Newcastle,81.86,,,,,,0.0,,,,No,2016-01-10,,No,
64.75999999999999,Newcastle,98.06,,74.48,,74.0,,0.0,,0.0,9.0,No,2016-01-11,NW,Yes,
70.16,Newcastle,100.4,,82.4,,70.0,,1.8,,4.0,0.0,Yes,2016-01-12,,No,
72.5,Newcastle,86.0,,75.2,,70.0,,0.0,,8.0,0.0,No,2016-01-13,,No,
71.24000000000001,Newcastle,100.76,,84.56,,73.0,,0.0,,0.0,9.0,No,2016-01-14,NE,Yes,
59.0,Newcastle,72.5,,59.9,,99.0,,46.8,,8.0,9.0,Yes,2016-01-15,SE,Yes,
58.28,Newcastle,74.66,,71.96,,61.0,,20.2,,6.0,28.0,Yes,2016-01-16,SW,Yes,
62.959999999999994,Newcastle,75.56,,64.75999999999999,,96.0,,4.0,,8.0,0.0,Yes,2016-01-17,,Yes,
61.88,Newcastle,80.24000000000001,,71.6,,69.0,,4.2,,1.0,0.0,Yes,2016-01-18,,No,
61.7,Newcastle,90.5,,69.44,,97.0,,0.0,,2.0,0.0,No,2016-01-19,,No,
65.66,Newcastle,98.6,,77.0,,65.0,,0.0,,0.0,19.0,No,2016-01-20,NE,No,
71.6,Newcastle,98.96000000000001,,80.42,,62.0,,0.0,,7.0,9.0,No,2016-01-21,NE,Yes,
70.7,Newcastle,88.16,,75.56,,84.0,,8.8,,8.0,0.0,Yes,2016-01-22,,Yes,
71.96,Newcastle,86.18,,80.6,,73.0,,23.6,,2.0,9.0,Yes,2016-01-23,NW,No,
68.0,Newcastle,78.25999999999999,,73.4,,79.0,,0.6,,8.0,0.0,No,2016-01-24,,No,
68.72,Newcastle,82.4,,77.0,,68.0,,0.4,,6.0,9.0,No,2016-01-25,SE,No,
72.5,Newcastle,,,76.1,,53.0,,0.0,,8.0,9.0,No,2016-01-26,NE,No,
,Newcastle,81.5,,,,,,0.0,,,,No,2016-01-27,,Yes,
68.0,Newcastle,83.48,,70.7,,82.0,,2.2,,8.0,9.0,Yes,2016-01-28,NE,No,
70.16,Newcastle,86.0,,76.28,,87.0,,0.0,,4.0,9.0,No,2016-01-29,NE,No,
70.16,Newcastle,85.1,,77.9,,86.0,,0.0,,3.0,0.0,No,2016-01-30,,No,
67.28,Newcastle,91.22,,79.52,,43.0,,0.0,,0.0,9.0,No,2016-01-31,NW,No,
61.519999999999996,Newcastle,87.8,,76.64,,54.0,,0.0,,1.0,9.0,No,2016-02-01,NW,No,
62.959999999999994,Newcastle,80.96,,72.5,,64.0,,0.0,,1.0,9.0,No,2016-02-02,SW,No,
63.32,Newcastle,85.64,,73.4,,71.0,,0.0,,6.0,9.0,No,2016-02-03,NE,Yes,
67.64,Newcastle,76.28,,70.16,,85.0,,26.0,,8.0,9.0,Yes,2016-02-04,SE,Yes,
65.3,Newcastle,76.64,,70.7,,74.0,,4.6,,6.0,37.0,Yes,2016-02-05,SE,Yes,
60.8,Newcastle,,,68.36,,84.0,,12.5,,8.0,9.0,Yes,2016-02-06,SE,No,
,Newcastle,80.6,,,,,,0.6,,,,No,2016-02-07,,No,
66.38,Newcastle,81.32,,71.24000000000001,,82.0,,0.4,,7.0,9.0,No,2016-02-08,SW,No,
67.28,Newcastle,81.32,,75.56,,85.0,,0.0,,4.0,37.0,No,2016-02-09,S,No,
63.5,Newcastle,83.84,,73.4,,74.0,,0.0,,1.0,0.0,No,2016-02-10,,No,
64.4,Newcastle,84.02,,73.4,,71.0,,0.0,,0.0,9.0,No,2016-02-11,NE,No,
67.64,Newcastle,84.56,,85.28,,35.0,,0.0,,5.0,0.0,No,2016-02-12,,No,
65.84,Newcastle,85.82,,74.84,,76.0,,0.0,,0.0,9.0,No,2016-02-13,NE,No,
