wind speed 3 pm,rain tomorrow,min temp f,sunshine,temp 9 am f,date,wind dir 9 am,pressure 9 am,cloud 3 pm,humidity 3 pm,humidity 9 am,evaporation,rain today,wind gust speed,wind gust dir,cloud 9 am,temp 3 pm f,max temp f,pressure 3 pm,location,wind speed 9 am,wind dir 3 pm,rainfall
24.0,No,57.74,,62.6,2015-11-21,SE,1023.7,,21.0,56.0,,No,50.0,SE,1.0,79.16,82.04,1020.5,Woomera,31.0,S,0.0
20.0,No,56.66,,65.12,2015-11-22,SSE,1021.1,,15.0,48.0,,No,48.0,SSE,,81.5,84.38000000000001,1017.3,Woomera,20.0,SSW,0.0
19.0,No,54.86,,62.42,2015-11-23,SE,1020.7,0.0,19.0,52.0,59.4,No,41.0,SSE,0.0,79.7,82.4,1017.9,Woomera,24.0,SSE,0.0
9.0,No,57.56,,71.24000000000001,2015-11-24,ESE,1017.9,0.0,9.0,38.0,9.4,No,37.0,NNW,0.0,90.14,93.91999999999999,1013.3,Woomera,17.0,W,0.0
41.0,No,67.28,11.6,84.38000000000001,2015-11-25,N,1006.7,2.0,3.0,7.0,13.2,No,70.0,NW,0.0,102.02,106.52,1002.3,Woomera,37.0,NW,0.0
28.0,No,59.540000000000006,,60.62,2015-11-26,S,1015.7,0.0,15.0,51.0,22.8,No,65.0,SSW,6.0,71.42,75.92,1016.2,Woomera,31.0,SSW,0.0
19.0,No,53.06,,62.42,2015-11-27,ESE,1019.6,,16.0,35.0,,No,43.0,SSE,,73.58,77.54,1017.5,Woomera,28.0,SSW,0.0
15.0,No,55.94,,68.72,2015-11-28,NE,1017.3,3.0,16.0,33.0,,No,44.0,SSW,,83.12,88.88000000000001,1014.7,Woomera,13.0,NNW,0.0
19.0,No,63.68,,75.74000000000001,2015-11-29,E,1014.5,2.0,11.0,25.0,34.0,No,37.0,NNW,2.0,94.28,99.32,1010.4,Woomera,28.0,NW,0.0
43.0,No,75.2,12.0,87.44,2015-11-30,NNE,1005.7,2.0,12.0,11.0,14.2,No,67.0,N,2.0,101.3,105.08000000000001,1003.1,Woomera,33.0,W,0.0
33.0,No,57.379999999999995,13.6,64.75999999999999,2015-12-01,SSW,1015.1,0.0,17.0,42.0,19.6,No,63.0,SSW,0.0,80.42,80.96,1014.2,Woomera,35.0,WSW,0.0
26.0,No,52.34,13.0,59.9,2015-12-02,SSE,1025.0,0.0,11.0,31.0,14.8,No,50.0,SSE,0.0,75.38,78.98,1022.5,Woomera,26.0,SSE,0.0
13.0,No,56.66,,69.8,2015-12-03,E,1023.6,0.0,11.0,20.0,13.4,No,37.0,SE,0.0,83.66,87.61999999999999,1020.1,Woomera,26.0,ENE,0.0
15.0,No,63.32,,81.14,2015-12-04,ENE,1018.5,,30.0,23.0,,No,39.0,NNE,,94.46000000000001,96.8,1014.2,Woomera,26.0,N,0.0
11.0,No,69.25999999999999,,88.34,2015-12-05,NE,1013.9,,3.0,6.0,,No,44.0,NNE,,102.2,105.61999999999999,1010.4,Woomera,20.0,NW,0.0
9.0,No,74.84,,94.46000000000001,2015-12-06,NE,1009.8,,5.0,5.0,,No,72.0,W,,106.7,112.1,1006.7,Woomera,22.0,NNE,0.0
30.0,No,80.6,,90.32,2015-12-07,SW,1009.0,5.0,17.0,21.0,64.0,No,122.0,WNW,4.0,96.44,100.58000000000001,1006.9,Woomera,11.0,WNW,0.0
28.0,No,68.36,12.2,77.0,2015-12-08,SSW,1012.9,0.0,19.0,35.0,13.6,No,54.0,WSW,0.0,89.78,92.84,1011.9,Woomera,20.0,SW,0.4
11.0,No,63.5,,70.88,2015-12-09,ESE,1017.5,0.0,19.0,51.0,12.0,No,39.0,SSW,0.0,89.06,93.74,1014.8,Woomera,13.0,SW,0.0
11.0,No,64.58,,71.6,2015-12-10,SSE,1016.1,,12.0,54.0,,No,46.0,SW,,91.58000000000001,95.72,1013.0,Woomera,22.0,W,0.0
22.0,No,63.14,,64.04,2015-12-11,SE,1014.5,6.0,33.0,83.0,,No,50.0,SE,8.0,75.02,81.86,1015.1,Woomera,28.0,S,0.0
13.0,No,58.64,,68.54,2015-12-12,ESE,1017.3,,98.0,38.0,,No,43.0,SSE,,86.72,90.32,1013.7,Woomera,24.0,WNW,0.0
20.0,No,65.66,,82.04,2015-12-13,NNE,1013.1,1.0,9.0,15.0,56.6,No,41.0,NW,1.0,96.26,100.58000000000001,1010.4,Woomera,22.0,W,0.0
17.0,No,76.1,2.9,90.5,2015-12-14,N,1011.6,7.0,10.0,11.0,14.4,No,43.0,SSW,,96.44,99.86,1009.9,Woomera,9.0,SSW,0.0
13.0,Yes,78.98,7.4,90.32,2015-12-15,NNE,1011.3,4.0,12.0,21.0,14.0,No,65.0,NW,,103.1,105.44,1007.8,Woomera,17.0,WSW,0.0
13.0,No,70.52,12.9,86.36,2015-12-16,S,1011.3,,13.0,35.0,10.6,Yes,41.0,WNW,,101.66,104.72,1009.0,Woomera,15.0,WSW,2.6
15.0,No,78.25999999999999,11.9,91.4,2015-12-17,SE,1008.8,,10.0,23.0,16.0,No,41.0,SSE,,105.08000000000001,109.58000000000001,1006.6,Woomera,19.0,SSW,0.0
15.0,No,81.14,9.1,93.38000000000001,2015-12-18,NE,1007.3,,8.0,17.0,19.4,No,48.0,NW,,108.32,112.64,1005.1,Woomera,15.0,W,0.0
19.0,No,89.24,9.3,98.41999999999999,2015-12-19,NNE,1005.6,,7.0,11.0,17.6,No,56.0,NNE,,108.14,112.28,1001.4,Woomera,26.0,N,0.0
35.0,No,80.78,2.1,86.72,2015-12-20,ENE,1007.7,,41.0,37.0,18.0,No,56.0,SE,1.0,85.46000000000001,88.34,1007.7,Woomera,11.0,S,0.4
20.0,No,66.92,5.0,70.52,2015-12-21,SE,1015.3,2.0,36.0,49.0,11.2,No,50.0,SSE,7.0,81.68,85.1,1015.6,Woomera,31.0,E,0.4
15.0,No,65.3,11.6,74.3,2015-12-22,ESE,1017.1,0.0,25.0,39.0,8.0,No,37.0,SSW,0.0,89.96000000000001,94.46000000000001,1013.8,Woomera,20.0,E,0.0
13.0,No,73.75999999999999,12.2,80.96,2015-12-23,ESE,1013.7,1.0,16.0,32.0,11.6,No,33.0,SSE,4.0,95.0,99.32,1010.4,Woomera,15.0,SE,0.0
20.0,No,71.24000000000001,11.2,88.7,2015-12-24,NE,1010.3,,8.0,9.0,14.0,No,44.0,NNE,,99.32,101.84,1006.8,Woomera,24.0,E,0.0
35.0,No,76.82,4.2,88.7,2015-12-25,NE,1003.9,7.0,14.0,17.0,18.2,No,72.0,SSW,,95.0,101.3,1002.5,Woomera,35.0,W,0.0
33.0,No,58.1,11.9,63.5,2015-12-26,S,1014.1,,15.0,37.0,14.8,No,65.0,SSW,,79.52,82.4,1012.9,Woomera,39.0,S,0.0
19.0,No,57.56,13.4,64.04,2015-12-27,ESE,1020.6,0.0,8.0,31.0,14.4,No,50.0,SSE,0.0,80.78,86.72,1018.8,Woomera,35.0,SE,0.0
17.0,No,61.7,13.4,72.32,2015-12-28,ESE,1021.1,0.0,10.0,24.0,14.6,No,44.0,SSE,0.0,85.64,92.11999999999999,1018.3,Woomera,24.0,SSE,0.0
7.0,No,66.92,13.7,78.44,2015-12-29,ESE,1017.7,0.0,8.0,19.0,14.6,No,43.0,SE,0.0,94.64,98.24,1014.2,Woomera,22.0,SSE,0.0
15.0,No,75.56,1.8,83.12,2015-12-30,E,1012.6,7.0,15.0,12.0,12.8,No,44.0,NE,5.0,95.72,97.34,1009.6,Woomera,17.0,NNE,0.0
11.0,No,78.62,0.0,85.46000000000001,2015-12-31,E,1010.4,,13.0,17.0,15.6,No,57.0,ENE,,92.3,95.18,1009.9,Woomera,11.0,NW,0.0
35.0,No,74.12,7.7,83.84,2016-01-01,E,1013.3,,12.0,25.0,16.0,No,61.0,E,,93.38000000000001,95.9,1011.1,Woomera,20.0,E,0.0
31.0,No,67.46,12.9,71.78,2016-01-02,SSE,1013.0,,20.0,57.0,18.0,No,52.0,SSW,,91.76,94.46000000000001,1009.6,Woomera,28.0,S,0.0
24.0,No,62.24,13.1,69.8,2016-01-03,SSE,1012.3,,14.0,60.0,14.4,No,46.0,S,,88.88000000000001,91.4,1010.7,Woomera,26.0,S,0.0
22.0,No,62.059999999999995,13.2,69.98,2016-01-04,S,1012.6,1.0,24.0,62.0,14.1,No,50.0,SSE,0.0,89.78,93.38000000000001,1010.2,Woomera,26.0,SW,0.0
17.0,No,68.9,13.3,75.74000000000001,2016-01-05,SE,1014.3,1.0,12.0,49.0,13.2,No,48.0,SSW,0.0,90.68,95.0,1012.4,Woomera,17.0,SSW,0.0
28.0,No,68.0,13.1,76.46,2016-01-06,SE,1015.6,0.0,14.0,48.0,19.2,No,56.0,SSE,0.0,93.38000000000001,96.44,1013.7,Woomera,24.0,SSW,0.0
19.0,No,64.04,13.2,70.52,2016-01-07,SSE,1017.2,0.0,12.0,61.0,16.8,No,52.0,SSE,0.0,92.66,95.9,1015.9,Woomera,28.0,SW,0.0
13.0,No,66.02,13.2,73.94,2016-01-08,SE,1019.8,,12.0,43.0,16.0,No,46.0,SSE,,93.91999999999999,98.6,1016.8,Woomera,28.0,S,0.0
9.0,No,71.24000000000001,12.6,82.4,2016-01-09,E,1018.5,,7.0,17.0,14.0,No,35.0,N,,101.11999999999999,103.1,1015.5,Woomera,22.0,WSW,0.0
24.0,No,77.54,4.7,87.61999999999999,2016-01-10,NNE,1014.8,5.0,6.0,12.0,14.2,No,44.0,NNW,4.0,102.56,105.98,1012.4,Woomera,11.0,NNW,0.0
44.0,No,78.25999999999999,6.5,90.14,2016-01-11,N,1009.4,5.0,9.0,16.0,16.6,No,72.0,NNW,2.0,104.9,109.03999999999999,1006.4,Woomera,19.0,WSW,0.0
22.0,No,77.0,13.0,88.34,2016-01-12,ESE,1009.4,1.0,10.0,28.0,18.4,No,52.0,SW,2.0,107.6,108.86,1008.1,Woomera,15.0,WNW,0.0
6.0,No,83.66,5.4,94.28,2016-01-13,NW,1010.9,4.0,19.0,26.0,15.8,No,61.0,SSW,5.0,103.82,107.6,1010.1,Woomera,20.0,NW,0.0
35.0,No,65.12,0.6,66.74000000000001,2016-01-14,S,1020.7,7.0,59.0,58.0,12.4,No,61.0,S,6.0,67.64,70.52,1022.7,Woomera,33.0,SSE,0.0
28.0,No,56.84,11.7,62.78,2016-01-15,SE,1026.7,,9.0,37.0,13.8,No,59.0,SSE,,81.32,86.53999999999999,1022.8,Woomera,43.0,ESE,0.0
13.0,No,59.9,13.2,72.68,2016-01-16,SE,1022.1,,8.0,29.0,15.6,No,35.0,SE,,88.7,91.94,1018.3,Woomera,24.0,SE,0.0
20.0,No,66.74000000000001,13.3,81.32,2016-01-17,E,1017.2,,8.0,20.0,14.8,No,41.0,ENE,,95.18,97.34,1013.5,Woomera,17.0,NE,0.0
9.0,No,75.56,6.5,88.52,2016-01-18,ENE,1013.4,4.0,18.0,22.0,12.2,No,43.0,NE,0.0,98.06,100.76,1010.4,Woomera,19.0,NNE,0.0
20.0,No,79.88,5.4,89.06,2016-01-19,NNE,1010.8,4.0,18.0,20.0,13.6,No,61.0,WSW,2.0,102.56,107.78,1006.9,Woomera,26.0,NNW,0.0
11.0,No,81.68,7.6,87.61999999999999,2016-01-20,SSW,1010.4,3.0,19.0,40.0,16.0,No,48.0,SW,3.0,100.4,102.91999999999999,1008.3,Woomera,15.0,W,0.0
19.0,No,80.96,6.0,86.18,2016-01-21,NE,1009.4,3.0,21.0,37.0,16.2,No,69.0,NW,3.0,98.96000000000001,103.46000000000001,1007.4,Woomera,17.0,N,0.0
11.0,No,74.3,10.9,81.32,2016-01-22,SE,1009.2,4.0,35.0,57.0,12.3,No,50.0,SSW,,91.94,95.53999999999999,1008.5,Woomera,20.0,SSE,0.4
20.0,No,69.08,12.9,71.6,2016-01-23,S,1014.6,,32.0,67.0,12.0,No,56.0,SSW,1.0,85.64,89.41999999999999,1012.9,Woomera,28.0,SSW,0.0
20.0,No,65.3,13.6,69.25999999999999,2016-01-24,SSE,1014.5,3.0,22.0,61.0,12.0,No,44.0,SE,4.0,86.72,89.96000000000001,1011.9,Woomera,24.0,SW,0.0
19.0,No,65.12,12.0,71.42,2016-01-25,SSE,1013.6,1.0,22.0,60.0,12.6,No,44.0,SSE,0.0,90.14,94.28,1010.9,Woomera,20.0,SE,0.0
15.0,No,71.24000000000001,8.1,79.88,2016-01-26,ESE,1012.5,1.0,14.0,38.0,13.6,No,43.0,SE,3.0,95.53999999999999,100.22,1009.2,Woomera,24.0,SSW,0.0
22.0,No,77.9,11.7,78.25999999999999,2016-01-27,SW,1010.3,3.0,17.0,42.0,18.2,No,50.0,SW,6.0,94.82,97.16,1007.5,Woomera,26.0,WSW,0.0
33.0,No,63.86,9.9,66.74000000000001,2016-01-28,SSW,1012.2,1.0,27.0,62.0,18.2,No,61.0,SW,2.0,82.4,86.9,1009.5,Woomera,28.0,SW,0.0
39.0,No,62.059999999999995,12.3,63.68,2016-01-29,SSW,1011.5,1.0,23.0,50.0,16.0,No,63.0,SW,1.0,77.0,81.14,1008.3,Woomera,30.0,WSW,0.0
31.0,No,56.84,12.5,62.24,2016-01-30,SW,1008.2,,30.0,58.0,14.4,No,59.0,SSW,,75.02,79.88,1006.7,Woomera,39.0,S,0.0
31.0,No,60.8,11.9,67.64,2016-01-31,SSE,1008.7,0.0,20.0,57.0,9.8,No,46.0,WSW,0.0,86.72,91.76,1005.5,Woomera,9.0,WSW,0.0
28.0,Yes,66.38,10.2,77.18,2016-02-01,E,1005.1,2.0,16.0,38.0,15.4,No,81.0,NNW,1.0,101.48,104.9,999.9,Woomera,19.0,N,0.0
43.0,No,71.06,5.7,71.42,2016-02-02,WSW,1001.2,5.0,53.0,80.0,17.0,Yes,65.0,W,7.0,77.72,79.16,1004.7,Woomera,41.0,SW,15.2
31.0,No,60.980000000000004,11.2,65.48,2016-02-03,SSW,1013.3,6.0,35.0,55.0,12.0,No,57.0,SSW,0.0,78.25999999999999,81.86,1012.8,Woomera,39.0,S,0.0
30.0,No,59.36,12.8,63.86,2016-02-04,SSE,1017.1,0.0,20.0,57.0,12.0,No,54.0,SSE,0.0,82.58,84.56,1014.3,Woomera,33.0,SSE,0.0
20.0,No,60.8,12.7,67.28,2016-02-05,S,1014.6,,23.0,63.0,14.0,No,50.0,SSE,,88.16,91.76,1011.6,Woomera,31.0,SSE,0.0
22.0,No,66.56,12.8,74.12,2016-02-06,ESE,1012.7,,12.0,52.0,13.8,No,50.0,S,,93.38000000000001,97.52,1010.5,Woomera,20.0,S,0.0
17.0,No,69.44,12.7,75.74000000000001,2016-02-07,SSE,1015.3,,13.0,55.0,16.8,No,50.0,SE,,95.53999999999999,99.32,1013.8,Woomera,19.0,S,0.0
22.0,No,67.46,12.9,72.5,2016-02-08,SSE,1018.8,,14.0,52.0,17.2,No,48.0,SSE,,96.44,99.5,1016.1,Woomera,26.0,SW,0.0
9.0,No,68.36,12.8,75.2,2016-02-09,SE,1016.8,,12.0,50.0,17.6,No,43.0,SSE,,99.86,102.91999999999999,1013.3,Woomera,24.0,E,0.0
9.0,No,73.94,12.5,80.6,2016-02-10,SE,1012.8,1.0,11.0,38.0,14.8,No,44.0,SSE,0.0,102.2,103.82,1009.8,Woomera,20.0,WNW,0.0
24.0,No,68.9,12.8,73.04,2016-02-11,S,1012.6,0.0,13.0,52.0,16.0,No,43.0,SSE,0.0,95.53999999999999,99.5,1010.4,Woomera,28.0,SSW,0.0
20.0,No,67.28,12.8,73.22,2016-02-12,SSE,1012.9,,12.0,53.0,19.1,No,44.0,SSE,,97.7,100.03999999999999,1010.2,Woomera,22.0,S,0.0
11.0,No,71.06,12.9,81.5,2016-02-13,SSE,1011.9,,4.0,19.0,15.1,No,46.0,SSE,,104.0,107.06,1008.8,Woomera,19.0,W,0.0
31.0,No,65.84,12.0,68.0,2016-02-14,S,1014.9,,22.0,63.0,17.6,No,56.0,SSW,,86.53999999999999,88.34,1012.4,Woomera,33.0,SSW,0.0
24.0,No,63.68,9.3,68.0,2016-02-15,S,1016.2,0.0,27.0,59.0,16.0,No,46.0,SSE,2.0,79.16,84.38000000000001,1014.8,Woomera,30.0,SSW,0.0
28.0,No,61.16,12.7,65.66,2016-02-16,S,1018.9,0.0,31.0,63.0,12.4,No,50.0,SSE,1.0,79.34,83.66,1016.5,Woomera,28.0,SSE,0.0
20.0,No,59.0,12.7,65.48,2016-02-17,SE,1017.4,0.0,19.0,46.0,16.0,No,48.0,SSE,0.0,82.58,85.1,1014.6,Woomera,22.0,S,0.0
19.0,No,61.88,12.7,68.72,2016-02-18,SE,1012.5,0.0,11.0,59.0,12.4,No,44.0,SSW,0.0,89.24,92.11999999999999,1009.5,Woomera,15.0,SW,0.0
13.0,No,65.84,12.6,69.98,2016-02-19,S,1012.7,,24.0,65.0,16.0,No,56.0,SSE,,89.06,93.74,1011.3,Woomera,24.0,E,0.0
20.0,No,63.5,12.3,68.54,2016-02-20,SSE,1018.7,,25.0,56.0,13.6,No,54.0,SSE,,88.52,91.94,1016.4,Woomera,28.0,SE,0.0
15.0,No,68.18,10.3,81.14,2016-02-21,E,1017.7,0.0,12.0,27.0,12.2,No,44.0,ENE,0.0,101.48,107.06,1015.1,Woomera,24.0,NNE,0.0
9.0,No,76.28,11.5,88.88000000000001,2016-02-22,N,1017.2,0.0,11.0,15.0,15.4,No,35.0,NNW,5.0,105.8,111.02,1013.7,Woomera,6.0,SSE,0.0
24.0,No,79.88,10.0,91.94,2016-02-23,NW,1012.9,1.0,11.0,18.0,15.6,No,54.0,SSE,0.0,107.6,110.11999999999999,1009.8,Woomera,13.0,NNW,0.0
22.0,No,77.9,9.7,81.68,2016-02-24,S,1009.5,0.0,26.0,40.0,19.6,No,54.0,SSE,2.0,93.91999999999999,96.8,1007.8,Woomera,24.0,S,0.0
28.0,No,72.86,10.8,75.56,2016-02-25,S,1014.1,0.0,37.0,66.0,11.4,No,52.0,SSW,3.0,86.18,88.7,1014.8,Woomera,22.0,SW,0.0
26.0,No,63.14,11.7,65.66,2016-02-26,SSE,1020.7,,25.0,57.0,18.8,No,52.0,S,,81.86,86.0,1018.4,Woomera,28.0,S,0.0
15.0,No,61.88,12.4,67.28,2016-02-27,SSE,1020.7,,18.0,64.0,12.8,No,50.0,SSE,,86.72,89.6,1017.7,Woomera,19.0,S,0.0
13.0,No,64.4,11.9,69.25999999999999,2016-02-28,SSE,1019.6,,22.0,66.0,13.8,No,41.0,SE,,88.7,91.4,1016.8,Woomera,22.0,SSW,0.0
9.0,No,64.75999999999999,12.2,73.04,2016-02-29,ESE,1018.3,0.0,23.0,43.0,9.2,No,33.0,SE,0.0,92.3,95.9,1015.2,Woomera,19.0,W,0.0
15.0,No,67.1,10.8,78.25999999999999,2016-03-01,E,1015.0,0.0,7.0,34.0,13.8,No,33.0,SSW,0.0,99.86,102.02,1012.2,Woomera,17.0,SE,0.0
13.0,No,75.92,11.6,85.82,2016-03-02,ESE,1014.9,0.0,9.0,22.0,15.8,No,48.0,ESE,1.0,102.74,106.88000000000001,1012.6,Woomera,17.0,SW,0.0
20.0,No,70.52,11.7,73.58,2016-03-03,SSE,1017.3,0.0,22.0,59.0,18.8,No,43.0,SSE,1.0,97.34,99.68,1014.5,Woomera,24.0,WSW,0.0
19.0,No,69.25999999999999,11.3,77.36,2016-03-04,SE,1014.9,,16.0,49.0,13.2,No,43.0,E,,100.94,104.53999999999999,1011.6,Woomera,11.0,NNE,0.0
28.0,No,77.18,11.3,87.61999999999999,2016-03-05,N,1014.6,,17.0,36.0,14.8,No,50.0,NNE,,101.66,104.18,1012.3,Woomera,20.0,NNE,0.0
31.0,No,80.24000000000001,9.4,88.7,2016-03-06,N,1014.1,1.0,15.0,36.0,16.0,No,54.0,N,1.0,102.91999999999999,104.53999999999999,1011.2,Woomera,17.0,NNW,0.0
26.0,No,72.5,4.8,75.74000000000001,2016-03-07,SSW,1015.5,2.0,36.0,69.0,13.6,No,69.0,WNW,3.0,88.88000000000001,96.61999999999999,1012.8,Woomera,30.0,ESE,0.2
20.0,Yes,71.24000000000001,5.5,79.7,2016-03-08,ESE,1012.9,5.0,25.0,60.0,9.8,No,69.0,N,0.0,98.96000000000001,102.02,1010.8,Woomera,15.0,NNW,0.0
11.0,Yes,71.6,3.0,73.58,2016-03-09,NE,1013.4,6.0,68.0,84.0,11.8,Yes,50.0,N,5.0,78.98,80.96,1013.3,Woomera,31.0,ESE,13.2
11.0,No,72.32,7.0,73.75999999999999,2016-03-10,ESE,1015.3,,51.0,94.0,0.5,Yes,26.0,SE,8.0,87.61999999999999,89.41999999999999,1013.4,Woomera,13.0,SE,6.4
13.0,No,73.4,8.6,78.25999999999999,2016-03-11,ESE,1015.0,1.0,38.0,78.0,12.2,No,28.0,SE,,92.66,93.91999999999999,1012.9,Woomera,11.0,E,0.0
24.0,No,75.2,9.3,79.7,2016-03-12,SSE,1017.2,6.0,33.0,65.0,10.0,No,43.0,E,,94.28,96.08000000000001,1014.6,Woomera,11.0,ESE,0.0
17.0,No,76.28,2.5,78.08,2016-03-13,SE,1016.2,,52.0,65.0,7.0,No,30.0,N,4.0,85.1,89.6,1014.9,Woomera,17.0,NE,0.0
15.0,Yes,73.75999999999999,0.6,74.3,2016-03-14,SSE,1016.4,6.0,63.0,76.0,8.8,No,41.0,S,3.0,78.62,80.06,1015.1,Woomera,24.0,SE,0.0
17.0,No,66.92,3.1,68.36,2016-03-15,SE,1015.4,4.0,45.0,82.0,4.4,Yes,37.0,SSE,7.0,83.3,86.53999999999999,1013.0,Woomera,11.0,ESE,3.0
6.0,No,68.36,6.6,74.66,2016-03-16,SE,1012.9,6.0,39.0,66.0,5.4,No,24.0,W,0.0,88.88000000000001,92.66,1009.8,Woomera,15.0,SSE,0.0
33.0,Yes,73.04,1.6,81.86,2016-03-17,N,1008.6,6.0,65.0,54.0,6.2,No,63.0,WNW,0.0,81.5,93.38000000000001,1006.6,Woomera,15.0,W,0.0
35.0,No,61.88,10.8,63.14,2016-03-18,SSW,1012.8,,23.0,59.0,6.6,Yes,57.0,S,3.0,73.04,75.2,1012.2,Woomera,37.0,SSW,1.2
20.0,No,59.72,10.3,61.519999999999996,2016-03-19,SE,1017.9,,30.0,57.0,12.0,No,48.0,SSE,,74.3,76.46,1015.9,Woomera,19.0,SSE,0.0
7.0,No,58.64,8.5,63.32,2016-03-20,ESE,1018.5,0.0,22.0,50.0,8.8,No,35.0,E,0.0,79.16,81.68,1016.3,Woomera,22.0,S,0.0
9.0,No,60.8,11.2,66.02,2016-03-21,E,1018.2,0.0,19.0,45.0,8.0,No,30.0,SE,0.0,82.94,84.56,1015.3,Woomera,19.0,WNW,0.0
9.0,No,59.9,11.2,69.08,2016-03-22,NE,1016.0,3.0,16.0,32.0,8.4,No,33.0,NE,0.0,84.38000000000001,87.08000000000001,1014.0,Woomera,13.0,NE,0.0
13.0,No,66.74000000000001,5.9,73.22,2016-03-23,NNE,1016.4,2.0,12.0,23.0,10.2,No,26.0,N,3.0,88.52,91.22,1014.8,Woomera,11.0,NE,0.0
17.0,No,73.04,4.0,76.28,2016-03-24,E,1018.2,3.0,10.0,34.0,9.0,No,43.0,SE,7.0,93.02,96.61999999999999,1016.0,Woomera,11.0,WNW,0.0
26.0,No,69.8,7.9,71.42,2016-03-25,S,1019.1,,47.0,62.0,12.2,No,52.0,S,,77.9,83.84,1018.3,Woomera,26.0,SSE,0.0
20.0,No,58.64,10.0,62.42,2016-03-26,S,1021.9,,28.0,66.0,10.6,No,44.0,SSE,,78.62,80.96,1019.9,Woomera,31.0,S,0.0
7.0,No,60.8,7.4,62.78,2016-03-27,SSE,1020.4,,27.0,63.0,11.8,No,30.0,SE,,76.64,78.8,1017.1,Woomera,17.0,N,0.0
13.0,No,62.6,1.4,66.02,2016-03-28,S,1017.1,7.0,48.0,59.0,10.2,No,28.0,SE,7.0,70.52,71.42,1016.4,Woomera,15.0,NNW,0.0
20.0,No,64.22,8.3,65.3,2016-03-29,SSW,1019.5,6.0,35.0,60.0,4.0,No,41.0,SSE,8.0,75.02,77.36,1018.3,Woomera,20.0,S,0.0
13.0,No,53.24,9.9,58.28,2016-03-30,SSE,1024.3,0.0,25.0,57.0,8.4,No,37.0,SSE,0.0,72.5,75.38,1021.7,Woomera,20.0,SSW,0.0
9.0,No,54.68,10.4,60.26,2016-03-31,ESE,1021.3,,21.0,61.0,9.4,No,28.0,SW,0.0,77.54,80.96,1017.8,Woomera,15.0,N,0.0
19.0,No,57.2,11.1,64.94,2016-04-01,N,1017.0,,13.0,36.0,8.6,No,41.0,NW,,87.44,90.32,1013.7,Woomera,13.0,NW,0.0
22.0,No,62.24,9.4,66.2,2016-04-02,S,1019.9,,32.0,58.0,12.3,No,43.0,S,,82.22,84.56,1019.5,Woomera,28.0,SSW,0.0
6.0,No,58.82,10.5,67.28,2016-04-03,SE,1024.3,0.0,25.0,48.0,8.0,No,39.0,SE,3.0,80.42,83.48,1020.6,Woomera,26.0,SE,0.0
11.0,No,57.92,11.1,68.18,2016-04-04,ESE,1020.3,0.0,17.0,46.0,8.0,No,30.0,SE,0.0,85.46000000000001,87.26,1015.0,Woomera,17.0,W,0.0
19.0,No,60.980000000000004,10.3,76.46,2016-04-05,N,1014.4,0.0,16.0,24.0,8.0,No,44.0,S,0.0,93.02,95.9,1010.4,Woomera,22.0,NW,0.0
31.0,No,65.66,6.8,65.66,2016-04-06,SSW,1019.2,3.0,53.0,75.0,9.4,No,52.0,SSW,2.0,70.7,73.22,1019.9,Woomera,37.0,S,0.0
20.0,No,56.48,,60.980000000000004,2016-04-07,SSE,1024.5,7.0,39.0,50.0,10.4,No,,,4.0,66.56,69.08,1021.8,Woomera,22.0,S,0.0
20.0,No,50.54,8.9,59.540000000000006,2016-04-08,S,1024.6,0.0,34.0,68.0,,No,33.0,SSE,,73.4,74.48,1021.3,Woomera,24.0,S,1.0
15.0,No,53.96,,62.959999999999994,2016-04-09,SE,1023.0,0.0,26.0,54.0,6.8,No,37.0,SSW,0.0,77.54,79.16,1019.8,Woomera,19.0,S,0.0
24.0,No,55.76,10.6,64.75999999999999,2016-04-10,SSE,1024.4,,25.0,58.0,,No,41.0,SSW,,78.62,79.88,1021.7,Woomera,20.0,SSW,0.0
20.0,No,55.58,10.9,63.5,2016-04-11,SSE,1027.0,0.0,37.0,59.0,8.6,No,37.0,S,0.0,75.2,76.46,1023.3,Woomera,19.0,S,0.0
20.0,No,56.66,10.7,64.58,2016-04-12,SE,1026.5,0.0,32.0,64.0,8.0,No,37.0,SE,0.0,75.92,76.46,1022.7,Woomera,28.0,S,0.0
9.0,No,54.68,10.9,64.75999999999999,2016-04-13,E,1025.3,2.0,21.0,52.0,6.2,No,37.0,SW,0.0,79.16,80.96,1021.8,Woomera,22.0,WSW,0.0
6.0,No,53.24,8.2,66.56,2016-04-14,ESE,1024.4,7.0,16.0,42.0,8.2,No,22.0,SSW,7.0,81.32,82.94,1020.8,Woomera,9.0,NNW,0.0
22.0,No,57.92,9.8,68.18,2016-04-15,SSE,1022.2,6.0,16.0,30.0,6.0,No,39.0,SSW,7.0,82.94,84.74,1019.1,Woomera,7.0,S,0.0
30.0,No,59.540000000000006,10.6,64.4,2016-04-16,SSE,1022.1,2.0,28.0,72.0,8.4,No,46.0,SSW,1.0,78.8,79.7,1019.2,Woomera,28.0,SSW,0.0
13.0,No,56.48,10.8,63.5,2016-04-17,SE,1022.2,0.0,31.0,58.0,8.0,No,44.0,S,0.0,77.18,78.62,1017.4,Woomera,26.0,S,0.0
17.0,No,57.379999999999995,7.7,66.38,2016-04-18,E,1017.8,7.0,24.0,43.0,8.0,No,33.0,NNE,7.0,80.78,83.66,1013.7,Woomera,17.0,NNE,0.0
