WindDir3pm,Temp9amF,Temp3pmF,Date,RainToday,Cloud9am,RainTomorrow,Sunshine,MaxTempF,MinTempF,Rainfall,Location,WindGustDir,Pressure9am,Humidity3pm,Pressure3pm,WindGustSpeed,Cloud3pm,Evaporation,WindSpeed9am,WindSpeed3pm,WindDir9am,Humidity9am
ENE,82.75999999999999,84.56,2016-05-05,No,,No,,88.88000000000001,70.16,0.0,Townsville,NE,1016.6,66.0,1013.1,35.0,,5.4,15.0,28.0,ESE,69.0
ENE,81.14,83.66,2016-05-06,No,,No,,87.44,75.2,0.0,Townsville,NE,1016.4,69.0,1012.8,33.0,1.0,8.0,19.0,26.0,SE,73.0
ENE,81.5,84.56,2016-05-07,No,2.0,No,,86.9,73.94,0.0,Townsville,E,1015.5,63.0,1012.6,37.0,,6.6,22.0,26.0,SE,70.0
E,78.25999999999999,82.75999999999999,2016-05-08,No,8.0,No,,85.64,73.4,0.0,Townsville,E,1016.0,63.0,1012.4,39.0,1.0,8.0,22.0,31.0,ESE,76.0
NNE,80.06,81.68,2016-05-09,No,8.0,No,,83.48,75.56,0.4,Townsville,E,1015.3,69.0,1012.4,24.0,4.0,5.0,6.0,17.0,E,75.0
ENE,80.96,85.82,2016-05-10,No,3.0,No,,88.34,73.94,0.0,Townsville,NE,1014.6,64.0,1011.0,26.0,,2.4,7.0,17.0,W,73.0
SW,78.8,79.7,2016-05-11,No,5.0,No,,83.48,76.46,0.0,Townsville,SSW,1016.1,31.0,1013.4,50.0,8.0,9.0,30.0,24.0,SSW,30.0
NE,73.4,79.52,2016-05-12,No,,No,,82.58,65.3,0.0,Townsville,ENE,1018.2,38.0,1014.9,31.0,,8.0,11.0,20.0,SSW,39.0
NE,76.1,82.22,2016-05-13,No,,No,,85.64,59.72,0.0,Townsville,ENE,1019.8,44.0,1016.0,35.0,1.0,8.0,15.0,26.0,S,42.0
E,75.56,82.58,2016-05-14,No,,No,,84.91999999999999,64.75999999999999,0.0,Townsville,E,1019.3,56.0,1016.3,39.0,1.0,7.6,11.0,26.0,SSW,46.0
ENE,77.36,81.86,2016-05-15,No,3.0,No,,84.74,64.04,0.0,Townsville,ENE,1018.4,53.0,1014.5,37.0,,6.2,19.0,28.0,SSE,56.0
ESE,74.66,80.6,2016-05-16,No,8.0,No,,86.0,62.959999999999994,0.0,Townsville,E,1017.7,69.0,1014.5,41.0,8.0,6.0,11.0,30.0,SSE,68.0
NE,79.7,83.48,2016-05-17,No,,No,,86.0,69.98,0.0,Townsville,E,1017.7,50.0,1013.7,35.0,,4.6,26.0,24.0,ESE,57.0
NE,77.54,82.4,2016-05-18,No,,No,,84.38000000000001,65.48,0.0,Townsville,ENE,1015.8,60.0,1013.1,31.0,,8.0,11.0,20.0,ESE,68.0
ENE,78.08,82.22,2016-05-19,No,1.0,No,,85.64,66.56,0.0,Townsville,ENE,1015.5,66.0,1011.9,37.0,3.0,5.4,4.0,30.0,ENE,69.0
ENE,78.62,81.86,2016-05-20,No,1.0,No,,86.72,68.18,0.0,Townsville,ENE,1016.3,62.0,1013.5,44.0,,5.4,6.0,33.0,S,58.0
ESE,78.44,84.2,2016-05-21,No,,No,,86.53999999999999,76.28,0.0,Townsville,ESE,1018.3,57.0,1015.0,52.0,7.0,9.2,28.0,28.0,ESE,65.0
ESE,78.62,81.68,2016-05-22,No,8.0,No,,83.12,74.48,0.0,Townsville,ESE,1019.4,62.0,1016.7,54.0,8.0,8.0,24.0,22.0,ESE,70.0
ESE,78.44,79.16,2016-05-23,No,8.0,No,,80.96,73.58,0.0,Townsville,SE,1017.9,63.0,1015.4,33.0,8.0,4.2,13.0,17.0,SSE,66.0
ENE,78.8,81.32,2016-05-24,No,8.0,No,,83.84,69.98,0.0,Townsville,ENE,1017.7,52.0,1015.1,31.0,8.0,3.6,15.0,19.0,SE,53.0
NE,76.64,81.14,2016-05-25,No,8.0,No,,84.38000000000001,70.16,0.0,Townsville,E,1016.9,58.0,1013.9,28.0,,4.0,6.0,19.0,ESE,69.0
NE,77.9,83.12,2016-05-26,No,,No,,84.74,65.48,0.0,Townsville,NE,1016.7,56.0,1013.1,26.0,,6.0,6.0,19.0,NNW,70.0
N,79.88,83.48,2016-05-27,No,,No,,86.0,68.36,0.0,Townsville,NNW,1014.8,67.0,1010.7,31.0,,4.6,13.0,17.0,NW,70.0
NE,78.98,87.08000000000001,2016-05-28,No,1.0,No,,89.06,69.98,0.0,Townsville,NE,1015.8,39.0,1012.0,35.0,,5.0,19.0,20.0,SSW,45.0
ENE,79.52,81.5,2016-05-29,No,,No,,86.9,68.0,0.0,Townsville,NE,1017.2,70.0,1015.1,31.0,8.0,7.0,11.0,26.0,SSW,65.0
W,78.44,78.25999999999999,2016-05-30,No,8.0,No,,81.32,73.94,0.0,Townsville,ESE,1019.1,78.0,1017.0,33.0,8.0,5.2,20.0,9.0,ESE,74.0
E,77.54,80.6,2016-05-31,No,7.0,No,,84.02,72.32,0.0,Townsville,E,1020.3,53.0,1017.7,48.0,,6.2,33.0,35.0,ESE,70.0
E,77.36,81.68,2016-06-01,No,,No,,85.64,66.02,0.0,Townsville,,1019.1,58.0,1016.0,,1.0,6.2,17.0,28.0,SE,65.0
E,74.66,81.68,2016-06-02,No,1.0,No,,84.74,65.48,0.6,Townsville,E,1017.9,55.0,1014.5,46.0,,6.6,13.0,31.0,SSW,67.0
E,77.36,80.24000000000001,2016-06-03,No,5.0,No,,84.74,66.2,0.0,Townsville,ENE,1016.2,65.0,1012.1,33.0,8.0,6.6,9.0,17.0,S,68.0
SW,73.75999999999999,81.14,2016-06-04,No,,No,,81.14,69.25999999999999,0.2,Townsville,SSW,1012.5,33.0,1008.9,48.0,,8.2,26.0,26.0,SW,58.0
WSW,67.1,77.54,2016-06-05,No,,No,,78.62,60.440000000000005,0.0,Townsville,SSW,1014.5,22.0,1009.5,41.0,,7.2,24.0,15.0,SSW,41.0
NNE,69.8,78.98,2016-06-06,No,,No,,82.58,51.620000000000005,0.0,Townsville,SSW,1016.0,23.0,1011.6,31.0,,6.0,7.0,15.0,SSE,36.0
N,71.78,79.52,2016-06-07,No,,No,,83.84,56.120000000000005,0.0,Townsville,NE,1015.6,50.0,1012.7,30.0,,2.0,0.0,17.0,,63.0
ENE,74.48,81.32,2016-06-08,No,,No,,83.12,58.28,0.0,Townsville,ENE,1016.4,59.0,1013.6,30.0,,4.8,0.0,15.0,,72.0
N,76.64,82.58,2016-06-09,No,1.0,No,,84.2,60.980000000000004,0.0,Townsville,NNW,1018.0,53.0,1014.8,24.0,,3.0,0.0,11.0,,74.0
ENE,75.38,84.2,2016-06-10,No,,No,,85.64,62.6,0.0,Townsville,ENE,1019.6,54.0,1016.1,22.0,,5.6,4.0,13.0,NW,77.0
ENE,77.36,81.68,2016-06-11,No,,No,,85.28,63.68,0.0,Townsville,SE,1020.7,63.0,1017.6,33.0,,3.6,2.0,24.0,ESE,70.0
E,77.0,79.34,2016-06-12,No,,Yes,,83.12,67.64,0.0,Townsville,E,1022.2,59.0,1019.3,46.0,8.0,8.2,15.0,28.0,SE,62.0
ESE,67.28,72.14,2016-06-13,Yes,8.0,Yes,,74.3,65.84,4.4,Townsville,ESE,1022.7,81.0,1020.0,52.0,8.0,5.4,0.0,33.0,,93.0
SSE,72.32,77.18,2016-06-14,Yes,8.0,No,,80.6,66.92,5.4,Townsville,ESE,1022.9,66.0,1020.0,52.0,8.0,1.4,22.0,13.0,S,78.0
E,75.56,80.96,2016-06-15,No,,No,,83.48,70.7,0.0,Townsville,SE,1021.9,53.0,1017.5,46.0,,4.0,20.0,30.0,S,61.0
E,73.58,78.08,2016-06-16,No,8.0,No,,81.5,66.74000000000001,0.0,Townsville,E,1018.8,64.0,1015.3,44.0,8.0,8.0,17.0,22.0,SSE,67.0
E,75.56,78.98,2016-06-17,No,7.0,No,,82.04,69.98,0.6,Townsville,E,1017.8,60.0,1014.5,37.0,3.0,4.6,17.0,28.0,SE,65.0
ENE,74.48,80.6,2016-06-18,No,,Yes,,82.4,65.48,0.0,Townsville,ESE,1016.1,65.0,1012.8,31.0,1.0,4.6,17.0,22.0,SE,76.0
SE,64.04,66.74000000000001,2016-06-19,Yes,8.0,Yes,,67.82,64.04,43.4,Townsville,SW,1015.1,93.0,1010.5,48.0,8.0,10.0,22.0,9.0,SW,89.0
S,67.28,75.56,2016-06-20,Yes,,No,,77.18,59.36,4.4,Townsville,SW,1015.7,45.0,1012.4,41.0,,0.8,26.0,11.0,SSW,68.0
NE,66.38,77.9,2016-06-21,No,,No,,79.52,56.3,0.0,Townsville,,1014.9,40.0,1012.7,,,4.6,0.0,17.0,,61.0
ENE,73.94,79.7,2016-06-22,No,8.0,No,,82.75999999999999,64.75999999999999,0.0,Townsville,NE,1015.5,69.0,1012.2,28.0,5.0,4.0,0.0,17.0,,77.0
NE,75.02,79.16,2016-06-23,No,8.0,No,,81.86,68.54,0.0,Townsville,ENE,1015.1,76.0,1011.3,31.0,,3.4,13.0,24.0,ESE,84.0
N,76.64,84.38000000000001,2016-06-24,No,8.0,No,,85.1,70.88,0.0,Townsville,NE,1015.5,58.0,1011.9,26.0,,3.6,7.0,13.0,SW,90.0
NE,73.22,79.7,2016-06-25,No,,No,,82.04,68.18,0.0,Townsville,ENE,1017.5,50.0,1014.4,33.0,,5.4,20.0,24.0,SSW,51.0
E,70.88,73.75999999999999,2016-06-26,No,8.0,No,,77.9,66.92,0.0,Townsville,ENE,1017.6,72.0,1014.3,30.0,8.0,6.0,15.0,20.0,SSE,71.0
NE,77.36,81.14,2016-06-27,No,8.0,No,,83.12,70.7,0.0,Townsville,SSW,1016.8,71.0,1014.2,30.0,,2.6,9.0,13.0,E,76.0
SSW,65.84,77.54,2016-06-28,No,,No,,78.08,63.68,0.0,Townsville,SW,1021.0,21.0,1018.7,48.0,,7.0,33.0,20.0,SSW,50.0
NE,61.88,72.5,2016-06-29,No,,No,,73.04,51.98,0.0,Townsville,NE,1024.1,41.0,1020.6,30.0,,7.6,15.0,19.0,SW,38.0
ESE,68.36,76.64,2016-06-30,No,,No,,78.8,54.32,0.0,Townsville,E,1021.4,58.0,1017.7,24.0,8.0,4.8,7.0,13.0,S,64.0
NE,71.24000000000001,78.25999999999999,2016-07-01,No,,No,,80.96,60.440000000000005,0.0,Townsville,ENE,1020.5,52.0,1016.6,37.0,,2.6,2.0,26.0,S,76.0
ENE,72.32,77.54,2016-07-02,No,,No,,80.96,61.34,0.0,Townsville,ENE,1021.1,50.0,1018.5,39.0,,4.0,9.0,30.0,S,66.0
ENE,68.18,73.58,2016-07-03,No,,No,,75.56,55.04,0.0,Townsville,E,1022.0,60.0,1018.9,41.0,8.0,9.2,4.0,20.0,SW,50.0
WSW,67.1,71.42,2016-07-04,No,8.0,Yes,,74.66,66.92,1.0,Townsville,SSE,1018.8,90.0,1015.5,26.0,8.0,3.4,9.0,13.0,S,95.0
NNW,74.12,79.88,2016-07-05,Yes,1.0,No,,82.4,63.32,2.4,Townsville,NE,1017.5,58.0,1013.8,28.0,6.0,0.4,0.0,15.0,,80.0
SSW,66.92,79.34,2016-07-06,No,,No,,80.06,64.04,0.0,Townsville,SW,1019.4,27.0,1015.2,46.0,,6.4,28.0,17.0,SW,39.0
NE,64.04,73.94,2016-07-07,No,,No,,75.56,55.04,0.0,Townsville,SW,1019.3,31.0,1015.3,33.0,,8.0,13.0,22.0,SW,32.0
NE,66.56,75.2,2016-07-08,No,,No,,77.54,50.72,0.0,Townsville,NE,1019.6,42.0,1016.0,30.0,,6.4,0.0,19.0,,59.0
ENE,66.2,75.38,2016-07-09,No,,No,,77.0,52.7,0.0,Townsville,ENE,1019.6,37.0,1016.0,35.0,,5.2,9.0,30.0,SW,69.0
ENE,68.18,76.64,2016-07-10,No,8.0,No,,80.78,57.02,0.0,Townsville,ENE,1019.9,57.0,1016.4,31.0,7.0,6.2,11.0,20.0,S,74.0
ENE,73.4,77.54,2016-07-11,No,2.0,No,,80.96,66.2,0.0,Townsville,ESE,1019.3,66.0,1015.6,33.0,,4.0,17.0,22.0,SE,72.0
NE,72.32,77.9,2016-07-12,No,,No,,81.68,62.24,0.0,Townsville,E,1018.2,71.0,1015.6,33.0,,6.0,9.0,20.0,SSE,82.0
ENE,73.04,79.34,2016-07-13,No,1.0,No,,85.64,62.059999999999995,0.0,Townsville,E,1019.6,59.0,1015.6,39.0,,4.0,7.0,26.0,SE,76.0
S,71.06,63.14,2016-07-14,No,8.0,Yes,,74.66,69.25999999999999,0.0,Townsville,SSW,1020.7,64.0,1018.0,54.0,8.0,7.2,19.0,26.0,SSE,44.0
SSW,58.82,58.28,2016-07-15,Yes,8.0,Yes,,63.14,52.34,31.6,Townsville,SW,1017.0,82.0,1014.3,43.0,7.0,4.6,19.0,33.0,SW,91.0
SW,62.959999999999994,69.25999999999999,2016-07-16,Yes,4.0,No,,71.24000000000001,55.94,6.8,Townsville,W,1015.3,56.0,1012.6,37.0,8.0,1.8,19.0,19.0,SW,74.0
SE,66.56,76.82,2016-07-17,No,5.0,Yes,,77.9,60.8,0.0,Townsville,SW,1016.0,68.0,1012.4,41.0,8.0,3.0,19.0,9.0,SSW,64.0
ENE,72.68,75.74000000000001,2016-07-18,Yes,7.0,Yes,,78.44,65.48,2.4,Townsville,NE,1017.8,79.0,1015.6,41.0,7.0,2.4,30.0,9.0,NE,84.0
E,78.44,79.16,2016-07-19,Yes,8.0,Yes,,81.86,71.96,1.6,Townsville,ESE,1017.5,78.0,1015.1,43.0,8.0,1.6,24.0,26.0,ESE,80.0
E,74.84,78.62,2016-07-20,Yes,7.0,No,,80.6,70.88,7.4,Townsville,ESE,1018.4,71.0,1016.1,43.0,8.0,2.8,28.0,24.0,ESE,82.0
NE,73.22,78.44,2016-07-21,No,8.0,No,,80.96,68.18,0.0,Townsville,E,1017.9,70.0,1015.0,33.0,2.0,4.0,13.0,22.0,SE,84.0
NE,74.3,77.72,2016-07-22,No,8.0,No,,79.16,65.48,0.0,Townsville,ENE,1017.3,66.0,1014.1,24.0,,4.0,11.0,15.0,ESE,75.0
ENE,72.68,78.62,2016-07-23,No,,No,,81.32,62.78,0.0,Townsville,NE,1016.1,68.0,1012.5,24.0,,2.8,0.0,19.0,,83.0
NE,72.32,80.24000000000001,2016-07-24,No,,No,,82.04,62.24,0.0,Townsville,NNE,1016.6,58.0,1013.5,24.0,,4.4,0.0,13.0,,91.0
NE,75.02,81.86,2016-07-25,No,,No,,83.48,64.4,0.0,Townsville,SSE,1017.7,43.0,1014.0,28.0,,2.8,13.0,17.0,SSW,48.0
NE,73.4,79.7,2016-07-26,No,,No,,80.24000000000001,62.959999999999994,0.0,Townsville,NE,1017.6,62.0,1014.3,28.0,7.0,5.4,7.0,15.0,E,70.0
NE,73.22,78.25999999999999,2016-07-27,No,,No,,81.86,65.66,0.0,Townsville,ENE,1018.5,70.0,1015.4,31.0,4.0,5.0,4.0,26.0,WSW,73.0
ENE,71.06,76.46,2016-07-28,No,,No,,78.62,63.86,0.0,Townsville,NE,1021.1,41.0,1017.8,37.0,,5.6,24.0,26.0,S,35.0
NNE,66.02,76.28,2016-07-29,No,,No,,77.72,54.32,0.0,Townsville,NE,1021.1,42.0,1016.7,30.0,,6.8,11.0,13.0,SW,42.0
NE,68.9,77.36,2016-07-30,No,,No,,79.52,58.1,0.0,Townsville,ENE,1018.9,47.0,1015.0,33.0,,4.6,9.0,20.0,SSW,59.0
ENE,70.34,76.64,2016-07-31,No,,No,,78.8,59.540000000000006,0.0,Townsville,NE,1018.3,56.0,1014.5,35.0,,7.4,9.0,28.0,S,64.0
ENE,72.14,76.64,2016-08-01,No,1.0,No,,78.98,60.62,0.0,Townsville,NE,1016.8,63.0,1013.3,30.0,,4.4,15.0,20.0,SE,63.0
NE,74.66,79.16,2016-08-02,No,,No,,80.78,62.959999999999994,0.0,Townsville,ENE,1014.5,65.0,1010.5,28.0,,5.4,0.0,17.0,,80.0
SSW,64.04,73.4,2016-08-03,No,,No,,74.66,60.980000000000004,0.0,Townsville,SSW,1016.6,28.0,1012.5,52.0,,7.2,39.0,31.0,SW,40.0
SSW,61.519999999999996,72.32,2016-08-04,No,,No,,74.3,55.58,0.0,Townsville,SSW,1018.4,28.0,1014.7,46.0,,9.0,28.0,20.0,SSW,41.0
ENE,69.8,76.64,2016-08-05,No,,No,,78.25999999999999,52.52,0.0,Townsville,ESE,1019.7,45.0,1016.5,37.0,,4.0,11.0,24.0,SSE,41.0
E,69.08,76.64,2016-08-06,No,8.0,No,,79.7,56.3,0.0,Townsville,ENE,1020.9,45.0,1017.6,46.0,1.0,8.0,17.0,33.0,SSE,57.0
ENE,71.6,75.2,2016-08-07,No,7.0,No,,79.52,62.059999999999995,0.0,Townsville,ESE,1020.7,58.0,1017.8,41.0,1.0,4.6,19.0,26.0,SE,54.0
E,71.06,75.38,2016-08-08,No,,No,,79.16,59.9,0.0,Townsville,ENE,1021.1,56.0,1018.1,48.0,7.0,6.0,9.0,30.0,SSE,60.0
ENE,71.42,75.92,2016-08-09,No,,No,,78.98,57.2,0.0,Townsville,ENE,1021.3,53.0,1017.6,37.0,,8.0,15.0,30.0,SE,60.0
ENE,70.7,75.56,2016-08-10,No,,No,,78.62,58.1,0.0,Townsville,ENE,1021.3,63.0,1017.9,35.0,,7.2,11.0,28.0,SE,68.0
NE,71.06,77.72,2016-08-11,No,,No,,79.16,57.74,0.0,Townsville,NE,1020.7,55.0,1017.1,31.0,,5.4,7.0,20.0,S,74.0
ENE,72.5,76.1,2016-08-12,No,,No,,80.06,59.72,0.0,Townsville,NE,1021.0,66.0,1016.9,37.0,,4.6,7.0,28.0,SSE,72.0
NE,71.6,76.46,2016-08-13,No,,No,,80.42,59.540000000000006,0.0,Townsville,ENE,1021.1,61.0,1017.4,41.0,3.0,6.0,9.0,30.0,SE,72.0
ENE,72.14,76.28,2016-08-14,No,,No,,80.06,59.18,0.0,Townsville,E,1021.5,46.0,1017.5,44.0,,8.0,13.0,33.0,SE,53.0
SSE,72.14,69.62,2016-08-15,No,7.0,Yes,,74.3,65.84,0.0,Townsville,ESE,1020.8,69.0,1018.6,44.0,8.0,7.8,19.0,17.0,SE,56.0
ESE,67.64,73.04,2016-08-16,Yes,8.0,No,,76.28,63.86,4.2,Townsville,SE,1021.7,66.0,1018.2,46.0,8.0,3.2,15.0,28.0,SE,77.0
E,73.22,78.62,2016-08-17,No,3.0,No,,80.42,64.58,0.2,Townsville,ESE,1020.3,50.0,1016.8,46.0,8.0,3.0,19.0,31.0,SSE,58.0
E,72.32,76.46,2016-08-18,No,3.0,No,,79.16,58.82,0.0,Townsville,ENE,1018.7,49.0,1015.8,50.0,8.0,8.0,17.0,33.0,SSE,60.0
ENE,67.64,76.82,2016-08-19,No,8.0,No,,80.78,58.459999999999994,0.0,Townsville,SE,1018.7,56.0,1015.4,31.0,4.0,6.0,17.0,19.0,SE,84.0
NE,75.2,76.28,2016-08-20,No,,No,,79.34,65.48,0.0,Townsville,E,1018.1,63.0,1014.5,37.0,8.0,4.8,19.0,28.0,ESE,61.0
ENE,74.66,76.64,2016-08-21,No,8.0,No,,80.42,60.8,0.0,Townsville,ENE,1016.6,63.0,1012.9,35.0,,6.0,9.0,28.0,S,66.0
NE,74.12,76.28,2016-08-22,No,7.0,No,,80.06,65.3,0.0,Townsville,ENE,1014.9,71.0,1011.4,35.0,,6.4,26.0,30.0,ESE,72.0
NNE,75.02,79.7,2016-08-23,No,1.0,No,,81.32,61.519999999999996,0.0,Townsville,ENE,1013.4,55.0,1009.4,31.0,,6.0,13.0,19.0,ENE,76.0
N,76.46,82.22,2016-08-24,No,1.0,No,,84.2,69.25999999999999,0.0,Townsville,N,1012.7,60.0,1008.2,37.0,,4.8,19.0,22.0,NNW,75.0
ENE,73.75999999999999,76.46,2016-08-25,No,8.0,Yes,,81.14,72.32,0.0,Townsville,SSW,1013.3,69.0,1010.4,37.0,8.0,6.8,17.0,26.0,SSW,65.0
SSW,68.54,78.08,2016-08-26,Yes,7.0,No,,79.52,65.66,15.8,Townsville,SSW,1017.3,31.0,1013.5,44.0,2.0,6.0,28.0,28.0,SW,41.0
ENE,68.0,71.78,2016-08-27,No,,No,,75.56,56.84,0.0,Townsville,ENE,1021.4,37.0,1018.1,37.0,,6.2,11.0,31.0,SSE,34.0
NE,67.82,71.6,2016-08-28,No,,No,,73.94,53.78,0.0,Townsville,NE,1023.4,47.0,1019.4,33.0,,9.2,17.0,24.0,SE,39.0
E,71.24000000000001,75.56,2016-08-29,No,,No,,79.88,56.66,0.0,Townsville,ENE,1022.3,52.0,1019.7,39.0,8.0,6.0,17.0,30.0,ESE,56.0
E,72.14,78.08,2016-08-30,No,4.0,No,,81.5,65.84,0.6,Townsville,ESE,1022.9,56.0,1020.1,41.0,8.0,7.8,28.0,28.0,ESE,72.0
ENE,73.94,78.8,2016-08-31,No,8.0,No,,81.68,68.18,0.2,Townsville,E,1021.9,58.0,1018.1,37.0,,6.0,22.0,22.0,ESE,74.0
NE,74.3,78.98,2016-09-01,No,8.0,No,,80.96,70.34,0.0,Townsville,,1018.7,58.0,1013.9,,,8.0,24.0,24.0,ESE,68.0
N,78.62,80.24000000000001,2016-09-02,No,,No,,82.94,68.36,0.0,Townsville,NNE,1014.1,62.0,1010.8,37.0,1.0,6.2,15.0,24.0,NNE,67.0
NE,75.74000000000001,80.96,2016-09-03,No,3.0,No,,84.02,69.44,0.0,Townsville,SSW,1016.4,49.0,1014.1,37.0,6.0,5.4,24.0,19.0,S,65.0
ENE,76.46,78.8,2016-09-04,No,,No,,84.38000000000001,63.32,0.0,Townsville,ENE,1020.8,55.0,1017.6,48.0,,7.0,9.0,39.0,SSE,46.0
ENE,75.02,77.36,2016-09-05,No,,No,,80.78,61.7,0.0,Townsville,E,1022.5,49.0,1019.0,48.0,,10.0,30.0,33.0,ESE,55.0
E,73.4,78.62,2016-09-06,No,8.0,No,,80.42,62.42,0.0,Townsville,E,1022.5,51.0,1019.3,44.0,6.0,9.6,24.0,31.0,SE,63.0
E,73.04,79.16,2016-09-07,No,8.0,No,,81.68,64.04,0.0,Townsville,ENE,1021.7,54.0,1018.1,50.0,2.0,7.0,11.0,37.0,SE,65.0
ENE,74.12,78.8,2016-09-08,No,,No,,81.5,60.62,0.0,Townsville,E,1020.6,64.0,1016.5,48.0,,6.0,17.0,30.0,SSE,59.0
ENE,75.2,81.14,2016-09-09,No,5.0,No,,83.66,65.84,0.0,Townsville,ENE,1018.7,67.0,1014.8,35.0,,9.0,11.0,28.0,SE,72.0
ENE,76.82,78.8,2016-09-10,No,,No,,82.94,65.48,0.0,Townsville,NE,1017.0,71.0,1013.4,37.0,,7.0,11.0,31.0,E,75.0
ENE,78.08,80.78,2016-09-11,No,2.0,Yes,,84.02,70.16,0.0,Townsville,ENE,1017.1,63.0,1013.0,41.0,,4.8,7.0,31.0,NNE,57.0
ENE,72.32,80.24000000000001,2016-09-12,Yes,4.0,,,81.68,70.7,10.6,Townsville,ENE,1017.7,64.0,1014.8,37.0,2.0,7.6,11.0,28.0,ESE,95.0
ENE,72.68,80.96,2016-09-13,,8.0,Yes,,81.86,71.24000000000001,,Townsville,ENE,1018.8,63.0,1015.2,37.0,1.0,4.8,22.0,30.0,ESE,91.0
ENE,77.72,80.6,2016-09-14,Yes,5.0,No,,83.12,71.96,4.4,Townsville,ENE,1017.8,69.0,1014.2,37.0,,6.4,20.0,28.0,ENE,73.0
N,80.06,82.4,2016-09-15,No,3.0,No,,84.38000000000001,70.52,0.0,Townsville,N,1016.7,55.0,1013.8,35.0,,7.0,19.0,19.0,NE,95.0
NE,78.8,80.06,2016-09-16,No,8.0,No,,82.58,71.78,0.0,Townsville,E,1019.8,68.0,1016.4,33.0,,6.2,15.0,24.0,ESE,70.0
E,79.16,76.1,2016-09-17,No,8.0,No,,83.84,71.78,0.0,Townsville,NE,1019.1,83.0,1015.7,35.0,8.0,6.0,17.0,20.0,E,68.0
NE,79.16,83.12,2016-09-18,No,8.0,No,,84.38000000000001,71.6,0.0,Townsville,NE,1016.1,64.0,1012.7,31.0,,5.8,13.0,24.0,NNE,70.0
NE,79.16,84.38000000000001,2016-09-19,No,6.0,No,,86.53999999999999,73.58,0.0,Townsville,NNW,1015.4,50.0,1012.2,28.0,5.0,4.8,6.0,20.0,WNW,73.0
ENE,82.4,82.94,2016-09-20,No,6.0,No,,85.1,71.06,0.0,Townsville,ENE,1016.0,63.0,1013.1,35.0,,5.6,26.0,22.0,NE,65.0
ENE,79.7,80.6,2016-09-21,No,8.0,No,,84.02,73.22,0.0,Townsville,NE,1016.5,69.0,1013.3,30.0,8.0,7.2,15.0,19.0,ENE,68.0
NE,79.52,84.56,2016-09-22,No,3.0,No,,87.44,71.96,0.2,Townsville,NE,1014.7,51.0,1010.5,31.0,3.0,4.2,7.0,22.0,S,71.0
NE,79.7,83.48,2016-09-23,No,6.0,No,,86.9,71.06,0.0,Townsville,ENE,1013.6,58.0,1009.2,31.0,,7.8,7.0,19.0,S,42.0
NNE,82.04,83.3,2016-09-24,No,8.0,No,,86.53999999999999,75.2,0.2,Townsville,NNE,1013.0,55.0,1008.5,43.0,,7.4,17.0,28.0,NNW,64.0
N,83.48,84.02,2016-09-25,No,4.0,No,,86.9,74.12,0.0,Townsville,N,1011.8,66.0,1008.4,33.0,,9.0,17.0,22.0,NNE,65.0
ENE,83.48,89.6,2016-09-26,No,,No,,91.22,69.98,0.0,Townsville,NNW,1013.6,51.0,1008.9,30.0,,5.0,7.0,20.0,SW,60.0
NE,79.7,87.8,2016-09-27,No,5.0,No,,89.78,73.04,0.0,Townsville,ENE,1015.1,54.0,1009.9,31.0,,8.6,2.0,19.0,WNW,71.0
ENE,81.68,83.48,2016-09-28,No,1.0,Yes,,86.18,73.58,0.0,Townsville,NE,1014.4,59.0,1010.6,37.0,,7.6,22.0,26.0,ENE,60.0
NNE,77.0,82.94,2016-09-29,Yes,8.0,No,,85.64,75.56,1.8,Townsville,NNE,1011.5,65.0,1006.7,46.0,8.0,9.8,11.0,31.0,N,83.0
ENE,84.2,86.18,2016-09-30,No,,No,,91.76,75.92,0.2,Townsville,ENE,1010.8,50.0,1007.5,44.0,,4.8,15.0,33.0,SSW,55.0
ENE,80.96,84.74,2016-10-01,No,8.0,No,,87.8,69.08,0.0,Townsville,ENE,1014.7,62.0,1011.4,35.0,,10.6,17.0,28.0,NE,73.0
N,82.94,84.56,2016-10-02,No,3.0,No,,87.8,77.0,0.0,Townsville,NNE,1015.0,57.0,1011.1,37.0,1.0,6.4,19.0,20.0,NNE,64.0
NNW,82.04,85.64,2016-10-03,No,8.0,No,,88.34,77.36,0.0,Townsville,N,1013.3,55.0,1008.8,35.0,,10.6,24.0,20.0,NNE,69.0
NE,80.6,87.61999999999999,2016-10-04,No,7.0,No,,89.41999999999999,76.1,0.0,Townsville,SSW,1014.6,33.0,1011.5,44.0,,7.6,7.0,20.0,SW,51.0
ENE,77.72,82.75999999999999,2016-10-05,No,7.0,No,,85.1,70.16,0.0,Townsville,NE,1018.2,45.0,1014.6,46.0,,8.2,13.0,33.0,SE,54.0
ENE,80.6,82.4,2016-10-06,No,,No,,86.72,67.64,0.0,Townsville,ENE,1020.4,41.0,1018.0,52.0,,8.2,20.0,35.0,ESE,38.0
ENE,79.34,81.86,2016-10-07,No,,No,,85.1,65.84,0.0,Townsville,ENE,1021.6,45.0,1018.6,46.0,,12.4,28.0,28.0,SE,45.0
ENE,79.52,82.75999999999999,2016-10-08,No,,No,,86.18,68.54,0.0,Townsville,ENE,1021.2,49.0,1016.5,41.0,,11.6,20.0,30.0,E,47.0
