WindGustSpeed,Pressure9am,Temp3pmF,WindGustDir,MaxTempF,MinTempF,Humidity3pm,Date,RainTomorrow,RainToday,Temp9amF,WindDir3pm,Humidity9am,Rainfall,WindSpeed3pm,WindDir9am,Pressure3pm,Location,WindSpeed9am
30.0,1036.3,59.9,S,63.68,53.96,88.0,2015-06-11,Yes,Yes,55.58,S,88.0,7.8,13.0,W,1034.1,NorahHead,13.0
22.0,1034.5,62.42,ESE,63.5,54.86,72.0,2015-06-12,No,Yes,57.379999999999995,E,95.0,2.2,11.0,W,1031.3,NorahHead,4.0
28.0,1031.1,64.4,N,68.72,55.76,63.0,2015-06-13,No,No,60.440000000000005,NNE,70.0,0.0,15.0,NW,1027.1,NorahHead,6.0
22.0,1027.9,62.959999999999994,WSW,65.12,51.620000000000005,71.0,2015-06-14,Yes,No,56.3,S,83.0,0.2,11.0,WSW,1025.3,NorahHead,13.0
54.0,1027.4,61.88,NE,66.38,54.32,96.0,2015-06-15,Yes,Yes,57.92,NE,89.0,2.4,24.0,W,1024.9,NorahHead,9.0
44.0,1022.7,60.440000000000005,NNE,66.38,57.379999999999995,97.0,2015-06-16,Yes,Yes,65.84,N,79.0,9.4,22.0,N,1019.3,NorahHead,24.0
33.0,1012.9,61.519999999999996,N,61.88,59.0,98.0,2015-06-17,Yes,Yes,60.980000000000004,NNW,100.0,10.4,9.0,N,1009.5,NorahHead,22.0
39.0,1014.0,61.34,SW,65.48,51.8,85.0,2015-06-18,Yes,Yes,58.1,S,79.0,2.0,20.0,WNW,1013.0,NorahHead,7.0
56.0,1016.8,55.58,SSW,56.66,50.54,95.0,2015-06-19,Yes,Yes,50.72,SSW,99.0,7.4,24.0,W,1016.9,NorahHead,11.0
50.0,1023.2,56.84,SSW,58.1,49.1,65.0,2015-06-20,Yes,Yes,51.44,SW,84.0,28.6,13.0,WSW,1022.9,NorahHead,17.0
22.0,1027.9,59.0,W,61.16,49.64,78.0,2015-06-21,Yes,Yes,52.879999999999995,SSW,78.0,3.8,11.0,W,1027.2,NorahHead,7.0
26.0,1029.5,61.7,N,64.4,50.18,62.0,2015-06-22,No,Yes,55.22,N,83.0,1.8,15.0,WNW,1026.3,NorahHead,7.0
30.0,1026.6,65.12,NNE,66.92,49.28,61.0,2015-06-23,No,No,56.120000000000005,N,79.0,0.0,19.0,NNW,1023.7,NorahHead,9.0
26.0,1023.2,64.75999999999999,N,69.08,54.14,65.0,2015-06-24,No,No,61.88,N,72.0,0.0,17.0,N,1020.2,NorahHead,7.0
54.0,1022.9,63.68,SSE,65.3,56.84,84.0,2015-06-25,Yes,No,60.08,S,75.0,0.0,19.0,W,1022.8,NorahHead,11.0
54.0,1032.3,61.519999999999996,SSE,62.959999999999994,57.02,69.0,2015-06-26,No,Yes,57.2,SSW,82.0,3.6,15.0,WSW,1030.9,NorahHead,11.0
24.0,1032.4,63.86,N,68.54,51.44,68.0,2015-06-27,No,No,56.120000000000005,NNE,72.0,0.0,17.0,WNW,1028.9,NorahHead,7.0
24.0,1032.2,60.8,W,61.88,49.28,76.0,2015-06-28,No,No,52.879999999999995,SSW,85.0,0.2,13.0,W,1030.9,NorahHead,15.0
22.0,1032.7,62.24,WSW,65.48,52.879999999999995,74.0,2015-06-29,No,No,57.379999999999995,SE,81.0,0.0,7.0,WSW,1029.9,NorahHead,11.0
26.0,1028.8,62.6,N,65.84,51.620000000000005,83.0,2015-06-30,No,No,56.120000000000005,NNE,89.0,0.2,11.0,NNW,1025.1,NorahHead,6.0
22.0,1025.9,59.0,SW,61.7,53.6,72.0,2015-07-01,No,No,54.14,SSE,93.0,0.6,11.0,WSW,1022.5,NorahHead,11.0
44.0,1020.4,59.9,SW,60.8,44.06,51.0,2015-07-02,No,No,48.74,W,70.0,0.0,11.0,WNW,1017.5,NorahHead,11.0
41.0,1025.5,57.74,SSW,59.18,46.4,68.0,2015-07-03,No,No,50.9,SSW,60.0,0.0,22.0,SW,1024.3,NorahHead,19.0
24.0,1022.6,60.08,W,62.24,44.6,35.0,2015-07-04,No,No,48.2,SW,88.0,0.0,6.0,NW,1019.9,NorahHead,6.0
26.0,1021.7,60.26,W,66.38,45.32,50.0,2015-07-05,No,No,54.68,NE,53.0,0.0,7.0,WNW,1018.2,NorahHead,6.0
28.0,1016.2,62.059999999999995,NW,63.14,47.84,37.0,2015-07-06,No,No,53.96,WNW,56.0,0.0,7.0,NW,1013.3,NorahHead,13.0
54.0,1019.5,55.04,SSE,59.18,46.4,91.0,2015-07-07,Yes,No,53.6,SSW,61.0,0.0,26.0,W,1021.0,NorahHead,9.0
35.0,1028.1,58.28,S,58.82,47.84,72.0,2015-07-08,No,Yes,51.26,S,85.0,10.0,15.0,SW,1027.1,NorahHead,11.0
26.0,1029.9,59.540000000000006,W,60.980000000000004,46.76,76.0,2015-07-09,No,No,51.98,S,83.0,0.0,13.0,WSW,1026.8,NorahHead,13.0
33.0,1022.9,63.32,SW,66.92,48.74,74.0,2015-07-10,No,No,54.32,NE,88.0,0.0,13.0,ENE,1018.5,NorahHead,4.0
70.0,1015.6,65.3,NNW,68.18,50.18,59.0,2015-07-11,Yes,No,58.1,NNW,84.0,0.4,19.0,N,1009.9,NorahHead,9.0
44.0,1004.8,53.78,W,57.56,47.120000000000005,65.0,2015-07-12,No,Yes,48.2,NW,68.0,2.8,19.0,WNW,1002.8,NorahHead,17.0
39.0,1002.6,61.88,NW,63.14,46.76,51.0,2015-07-13,Yes,No,48.56,WNW,89.0,0.8,15.0,WNW,1003.2,NorahHead,11.0
30.0,1011.8,60.62,WNW,61.7,48.379999999999995,42.0,2015-07-14,No,Yes,55.04,W,65.0,2.2,6.0,WNW,1011.0,NorahHead,11.0
20.0,1017.9,57.56,WNW,60.980000000000004,44.42,53.0,2015-07-15,No,No,51.620000000000005,ESE,61.0,0.0,11.0,WNW,1016.1,NorahHead,7.0
28.0,1016.6,57.2,NW,58.1,48.92,60.0,2015-07-16,No,No,49.1,W,83.0,0.0,6.0,WNW,1013.3,NorahHead,13.0
50.0,1010.5,54.68,SW,55.76,43.879999999999995,61.0,2015-07-17,No,No,46.22,SW,83.0,0.0,20.0,W,1012.5,NorahHead,11.0
63.0,1025.0,56.120000000000005,S,57.02,46.22,78.0,2015-07-18,Yes,No,51.98,SSW,65.0,0.2,33.0,SW,1026.0,NorahHead,13.0
46.0,1032.0,58.64,S,59.72,47.84,82.0,2015-07-19,Yes,Yes,48.74,SSW,96.0,9.0,28.0,WSW,1030.4,NorahHead,13.0
24.0,1034.1,59.9,W,61.7,48.74,75.0,2015-07-20,Yes,Yes,51.44,SSE,96.0,10.8,9.0,W,1031.7,NorahHead,13.0
52.0,1032.9,62.6,N,66.74000000000001,51.44,72.0,2015-07-21,No,Yes,57.56,NNE,85.0,2.0,22.0,NW,1029.6,NorahHead,6.0
26.0,1027.5,60.440000000000005,N,60.980000000000004,51.08,76.0,2015-07-22,No,No,55.76,N,89.0,0.0,13.0,N,1025.5,NorahHead,19.0
30.0,1025.4,61.7,WNW,64.22,53.06,74.0,2015-07-23,No,No,55.04,SSE,93.0,0.4,7.0,W,1023.2,NorahHead,11.0
33.0,1020.2,63.86,N,67.1,53.42,85.0,2015-07-24,Yes,No,54.68,N,96.0,0.8,20.0,NNW,1015.0,NorahHead,7.0
28.0,1018.2,66.74000000000001,WNW,68.54,52.879999999999995,37.0,2015-07-25,No,Yes,59.36,WNW,60.0,1.6,9.0,NW,1016.3,NorahHead,9.0
37.0,1017.9,66.56,WNW,67.82,51.8,41.0,2015-07-26,No,No,56.120000000000005,WNW,71.0,0.0,15.0,NNW,1013.5,NorahHead,17.0
33.0,1025.5,57.56,WSW,59.36,45.5,35.0,2015-07-27,No,No,51.26,SW,52.0,0.0,11.0,W,1024.5,NorahHead,13.0
31.0,1032.6,58.64,S,60.26,44.239999999999995,53.0,2015-07-28,No,No,50.54,S,60.0,0.0,20.0,W,1030.7,NorahHead,9.0
24.0,1034.4,60.440000000000005,W,61.34,46.58,68.0,2015-07-29,No,No,52.52,S,74.0,0.0,15.0,W,1030.4,NorahHead,11.0
33.0,1026.8,66.38,NNW,68.18,48.92,44.0,2015-07-30,No,No,56.120000000000005,NNW,81.0,0.0,19.0,NNW,1020.9,NorahHead,11.0
31.0,1021.3,64.94,NNE,68.0,54.86,50.0,2015-07-31,No,No,60.440000000000005,ESE,55.0,0.0,7.0,WNW,1019.7,NorahHead,9.0
35.0,1019.6,71.24000000000001,WNW,73.22,50.36,34.0,2015-08-01,No,No,60.440000000000005,NW,61.0,0.0,13.0,NNW,1016.1,NorahHead,20.0
43.0,1015.6,75.38,NW,82.04,57.74,36.0,2015-08-02,No,No,66.92,WNW,49.0,0.0,9.0,N,1010.4,NorahHead,9.0
33.0,1015.4,65.84,WNW,66.74000000000001,51.26,34.0,2015-08-03,No,No,55.76,WNW,49.0,0.0,11.0,WNW,1013.5,NorahHead,15.0
24.0,1022.7,54.32,SW,56.48,47.66,65.0,2015-08-04,No,No,49.1,S,70.0,0.0,9.0,WSW,1019.2,NorahHead,11.0
31.0,1015.0,56.84,NW,57.2,40.28,48.0,2015-08-05,No,No,49.1,WNW,52.0,0.0,11.0,NW,1010.8,NorahHead,9.0
30.0,1016.5,58.82,SSW,60.440000000000005,44.239999999999995,49.0,2015-08-06,No,No,51.98,S,60.0,0.0,19.0,W,1016.6,NorahHead,6.0
26.0,1023.6,59.540000000000006,SSE,61.34,44.239999999999995,54.0,2015-08-07,No,No,52.16,S,61.0,0.0,20.0,W,1020.9,NorahHead,7.0
37.0,1023.9,58.82,SSW,60.08,47.48,66.0,2015-08-08,No,No,53.42,S,68.0,0.0,28.0,WSW,1021.9,NorahHead,13.0
26.0,1024.0,61.7,W,64.04,46.58,61.0,2015-08-09,No,No,52.7,SE,74.0,0.0,11.0,W,1019.6,NorahHead,13.0
31.0,1018.3,67.64,N,69.08,48.74,40.0,2015-08-10,No,No,58.1,NW,64.0,0.0,13.0,NW,1013.3,NorahHead,7.0
31.0,1014.7,65.12,N,69.62,50.72,51.0,2015-08-11,No,No,61.7,SE,56.0,0.0,22.0,NW,1011.0,NorahHead,9.0
43.0,1007.7,63.14,N,64.04,47.120000000000005,44.0,2015-08-12,No,No,58.459999999999994,W,56.0,0.0,11.0,N,1004.4,NorahHead,22.0
31.0,1015.1,65.84,WNW,66.56,48.2,31.0,2015-08-13,No,No,55.58,SW,53.0,0.0,9.0,W,1014.7,NorahHead,11.0
19.0,1025.3,61.7,SSE,64.22,46.22,50.0,2015-08-14,No,No,55.58,E,57.0,0.0,6.0,W,1023.6,NorahHead,7.0
39.0,1029.9,60.26,S,62.059999999999995,48.74,81.0,2015-08-15,No,No,51.98,S,77.0,0.0,24.0,W,1028.4,NorahHead,13.0
37.0,1027.3,64.4,NNE,68.36,51.26,70.0,2015-08-16,No,No,57.92,NE,81.0,0.0,20.0,W,1021.7,NorahHead,11.0
26.0,1017.8,66.56,SSE,69.44,50.18,46.0,2015-08-17,No,No,57.02,SE,59.0,0.0,15.0,WNW,1013.5,NorahHead,9.0
33.0,1020.5,58.459999999999994,SSE,59.36,49.64,61.0,2015-08-18,No,No,55.22,S,53.0,0.0,22.0,SW,1020.7,NorahHead,15.0
24.0,1026.4,63.14,NE,66.56,49.1,58.0,2015-08-19,No,No,56.84,ENE,70.0,0.0,13.0,SW,1024.8,NorahHead,6.0
39.0,1028.2,67.1,NNE,68.18,52.52,69.0,2015-08-20,No,No,60.26,NE,73.0,0.0,19.0,NW,1024.9,NorahHead,9.0
35.0,1025.8,65.3,NE,72.68,52.34,78.0,2015-08-21,No,No,60.26,NE,83.0,0.0,28.0,N,1021.4,NorahHead,6.0
41.0,1021.8,74.12,NNE,77.36,57.92,55.0,2015-08-22,Yes,No,65.84,N,75.0,0.0,20.0,NNW,1017.3,NorahHead,7.0
37.0,1022.3,61.519999999999996,SSW,62.24,59.0,95.0,2015-08-23,Yes,Yes,59.540000000000006,NNW,96.0,7.4,11.0,W,1018.2,NorahHead,4.0
37.0,1017.7,60.26,N,64.22,59.0,100.0,2015-08-24,,Yes,59.9,WNW,100.0,7.6,7.0,WSW,1016.0,NorahHead,9.0
39.0,1014.9,61.519999999999996,NW,69.44,57.02,88.0,2015-08-25,,,60.08,W,89.0,,9.0,NW,1013.7,NorahHead,6.0
31.0,1017.9,64.4,NNW,64.58,55.76,81.0,2015-08-26,,,57.2,S,86.0,,13.0,W,1017.7,NorahHead,9.0
28.0,1019.9,65.48,NW,66.92,54.68,61.0,2015-08-27,Yes,,60.62,WNW,87.0,,9.0,NW,1016.2,NorahHead,7.0
30.0,1020.0,63.5,WNW,66.2,51.98,54.0,2015-08-28,No,Yes,58.82,S,56.0,2.8,13.0,WNW,1019.2,NorahHead,11.0
24.0,1022.8,63.5,SSE,67.1,49.28,63.0,2015-08-29,No,No,57.92,SE,64.0,0.0,17.0,WNW,1018.1,NorahHead,4.0
37.0,1019.8,60.980000000000004,S,61.88,47.66,62.0,2015-08-30,Yes,No,55.94,S,58.0,0.0,24.0,SW,1017.3,NorahHead,13.0
31.0,1017.1,60.26,SSE,63.32,50.72,65.0,2015-08-31,,Yes,58.28,SSE,66.0,1.4,22.0,SSW,1013.7,NorahHead,17.0
24.0,1015.9,62.24,S,64.58,48.74,54.0,2015-09-01,,,55.58,SSE,58.0,,17.0,W,1013.4,NorahHead,6.0
41.0,1018.1,64.58,NNE,68.54,48.74,54.0,2015-09-02,,,60.980000000000004,NNE,55.0,,26.0,NNW,1012.2,NorahHead,9.0
43.0,1005.8,66.74000000000001,SW,67.1,54.86,49.0,2015-09-03,,,63.32,WNW,70.0,,9.0,WNW,1005.8,NorahHead,13.0
54.0,1021.1,62.059999999999995,SSW,62.6,55.04,76.0,2015-09-04,,,57.2,S,98.0,,24.0,SW,1020.3,NorahHead,15.0
43.0,1022.1,65.12,SE,68.36,54.14,57.0,2015-09-05,,,61.519999999999996,SSE,77.0,,17.0,WNW,1019.3,NorahHead,6.0
41.0,1024.8,62.24,NNE,66.56,56.3,80.0,2015-09-06,,,57.56,ESE,94.0,,6.0,W,1021.8,NorahHead,2.0
43.0,1018.9,73.04,N,75.92,52.7,40.0,2015-09-07,,,66.38,NNW,72.0,,11.0,NNW,1014.1,NorahHead,7.0
33.0,1019.6,64.22,W,67.1,48.379999999999995,37.0,2015-09-08,,,56.120000000000005,SSW,46.0,,13.0,WNW,1015.8,NorahHead,11.0
37.0,1022.7,62.78,S,64.04,49.46,62.0,2015-09-09,,,59.18,S,54.0,,28.0,WSW,1021.5,NorahHead,6.0
39.0,1030.5,63.14,S,63.86,53.96,65.0,2015-09-10,,,56.66,S,82.0,,19.0,SW,1029.6,NorahHead,13.0
46.0,1032.2,66.38,N,72.14,56.120000000000005,57.0,2015-09-11,No,,61.7,NE,72.0,,24.0,WSW,1028.2,NorahHead,2.0
20.0,1028.2,68.18,ESE,70.7,52.7,69.0,2015-09-12,No,No,64.75999999999999,ESE,67.0,0.0,15.0,N,1024.8,NorahHead,4.0
39.0,1028.4,69.44,NNE,70.7,57.2,76.0,2015-09-13,No,No,67.64,ENE,78.0,0.0,19.0,,1025.1,NorahHead,0.0
46.0,1026.1,67.82,NNE,71.42,56.48,78.0,2015-09-14,No,No,64.94,NE,72.0,0.0,31.0,N,1020.8,NorahHead,9.0
,1016.0,81.32,,82.22,59.36,36.0,2015-09-15,,No,69.98,NW,64.0,0.0,15.0,N,1011.7,NorahHead,22.0
,,65.3,,,,61.0,2015-09-16,,,,SE,,,13.0,,1014.7,NorahHead,
57.0,1017.4,59.36,SSE,64.04,56.3,87.0,2015-09-17,Yes,,60.440000000000005,SE,80.0,,15.0,SSW,1017.7,NorahHead,19.0
61.0,1025.4,63.68,SSE,67.28,56.48,65.0,2015-09-18,Yes,Yes,63.32,S,62.0,7.4,37.0,S,1024.6,NorahHead,31.0
39.0,1025.7,60.62,SE,67.1,55.58,87.0,2015-09-19,Yes,Yes,66.56,SSE,70.0,1.2,26.0,SE,1023.6,NorahHead,19.0
41.0,1024.4,64.22,NNE,65.3,56.84,85.0,2015-09-20,Yes,Yes,57.74,S,99.0,11.8,13.0,WSW,1021.2,NorahHead,6.0
39.0,1019.9,66.92,N,74.48,54.32,81.0,2015-09-21,No,Yes,64.04,NNE,79.0,5.6,26.0,N,1015.6,NorahHead,9.0
74.0,1016.2,62.959999999999994,S,66.92,57.92,69.0,2015-09-22,Yes,No,64.04,S,61.0,0.2,44.0,SW,1016.5,NorahHead,11.0
87.0,1024.7,57.02,S,58.459999999999994,47.48,76.0,2015-09-23,Yes,Yes,50.9,SSW,80.0,14.2,50.0,SW,1023.9,NorahHead,20.0
80.0,1024.7,57.56,S,60.62,46.94,74.0,2015-09-24,Yes,Yes,52.16,SSW,83.0,16.0,39.0,SW,1023.5,NorahHead,19.0
78.0,1028.1,59.540000000000006,S,63.68,51.26,82.0,2015-09-25,Yes,Yes,57.74,S,89.0,23.0,52.0,SSW,1026.1,NorahHead,24.0
54.0,1028.0,61.34,SSE,65.84,52.879999999999995,69.0,2015-09-26,Yes,Yes,59.0,S,82.0,2.8,24.0,WSW,1024.8,NorahHead,7.0
54.0,1023.8,61.88,S,62.78,54.32,72.0,2015-09-27,Yes,Yes,55.4,S,98.0,8.4,30.0,SW,1020.6,NorahHead,15.0
24.0,1020.9,66.56,SE,69.25999999999999,50.9,49.0,2015-09-28,No,Yes,61.7,SE,62.0,2.2,17.0,WSW,1017.7,NorahHead,9.0
30.0,1019.4,69.62,NE,74.3,54.5,69.0,2015-09-29,No,No,66.38,ENE,72.0,0.0,22.0,N,1016.2,NorahHead,11.0
59.0,1021.6,67.46,ESE,70.7,58.28,74.0,2015-09-30,Yes,No,67.46,SE,79.0,0.0,26.0,S,1020.9,NorahHead,26.0
30.0,1026.4,69.98,NE,78.08,60.08,79.0,2015-10-01,No,Yes,69.8,NE,76.0,1.4,24.0,NNW,1023.1,NorahHead,2.0
48.0,1033.6,69.25999999999999,SSW,74.48,63.14,66.0,2015-10-02,No,No,72.14,ESE,69.0,0.0,13.0,SE,1032.5,NorahHead,11.0
33.0,1030.8,70.52,NE,81.32,57.56,86.0,2015-10-03,No,No,70.34,NE,80.0,0.0,26.0,N,1025.1,NorahHead,13.0
33.0,1024.5,87.08000000000001,WSW,93.56,63.86,25.0,2015-10-04,No,No,72.32,S,69.0,0.0,4.0,NE,1021.9,NorahHead,6.0
26.0,1023.9,84.02,N,85.82,62.42,41.0,2015-10-05,No,No,71.24000000000001,N,74.0,0.0,6.0,N,1021.5,NorahHead,9.0
39.0,1023.1,75.02,NNE,83.12,62.42,72.0,2015-10-06,No,No,74.12,NNE,58.0,0.0,33.0,NNW,1019.6,NorahHead,4.0
78.0,1028.0,64.22,SSW,67.46,66.2,77.0,2015-10-07,No,No,67.1,S,81.0,0.0,44.0,S,1032.5,NorahHead,56.0
41.0,1038.3,67.64,SSE,68.9,62.6,67.0,2015-10-08,No,No,65.84,ENE,68.0,0.0,22.0,ESE,1035.6,NorahHead,22.0
41.0,1034.2,71.78,NE,76.46,62.959999999999994,68.0,2015-10-09,No,No,67.1,NE,61.0,0.0,31.0,NNE,1029.8,NorahHead,28.0
22.0,1028.6,73.22,E,78.44,59.36,72.0,2015-10-10,No,No,68.36,ENE,79.0,0.0,15.0,ENE,1025.7,NorahHead,4.0
39.0,1022.7,71.6,W,80.24000000000001,58.82,79.0,2015-10-11,Yes,No,67.64,ENE,84.0,0.0,24.0,N,1018.2,NorahHead,6.0
43.0,1017.0,75.74000000000001,SE,78.8,60.980000000000004,79.0,2015-10-12,No,Yes,70.88,NE,82.0,6.6,26.0,N,1012.2,NorahHead,2.0
44.0,1021.2,69.98,S,73.58,66.74000000000001,80.0,2015-10-13,No,No,68.36,ESE,85.0,0.4,20.0,SSE,1021.6,NorahHead,26.0
43.0,1026.5,75.56,NE,79.34,65.84,68.0,2015-10-14,No,No,70.52,ENE,77.0,0.8,24.0,NE,1025.3,NorahHead,19.0
44.0,1026.3,72.32,NE,75.92,62.059999999999995,80.0,2015-10-15,No,No,69.98,NE,81.0,0.2,30.0,NNE,1022.3,NorahHead,7.0
35.0,1022.2,71.6,NE,73.4,62.959999999999994,85.0,2015-10-16,No,No,69.08,NE,85.0,0.0,26.0,NNE,1019.1,NorahHead,7.0
37.0,1022.5,73.94,S,75.56,64.94,80.0,2015-10-17,No,No,68.18,S,97.0,0.2,13.0,SSW,1021.3,NorahHead,20.0
37.0,1028.0,69.8,SSE,71.24000000000001,66.74000000000001,77.0,2015-10-18,Yes,No,69.25999999999999,S,79.0,0.2,19.0,SSE,1027.6,NorahHead,30.0
44.0,1026.4,75.2,NE,78.62,65.48,73.0,2015-10-19,No,Yes,69.98,NE,92.0,2.8,26.0,ENE,1022.6,NorahHead,2.0
44.0,1020.8,71.6,NNE,78.44,63.68,83.0,2015-10-20,No,No,69.25999999999999,NE,80.0,0.0,28.0,NNE,1016.4,NorahHead,11.0
48.0,1014.2,72.14,NNE,84.2,65.3,82.0,2015-10-21,Yes,No,71.78,NNE,84.0,0.0,7.0,S,1011.1,NorahHead,4.0
78.0,1011.5,65.12,S,76.28,63.86,95.0,2015-10-22,Yes,Yes,66.74000000000001,SSW,92.0,4.0,35.0,NNW,1009.5,NorahHead,9.0
67.0,1021.2,66.92,SSW,67.64,58.1,57.0,2015-10-23,No,Yes,61.88,S,84.0,18.4,26.0,S,1021.0,NorahHead,22.0
44.0,1024.3,72.14,NNE,75.56,56.66,66.0,2015-10-24,No,No,65.66,NE,74.0,0.2,26.0,NW,1021.2,NorahHead,4.0
44.0,1022.1,71.78,NNE,77.9,59.0,77.0,2015-10-25,No,No,67.28,NE,74.0,0.0,30.0,NNE,1017.9,NorahHead,4.0
63.0,1015.1,70.34,WSW,86.9,63.86,77.0,2015-10-26,Yes,No,70.88,W,83.0,0.0,11.0,NE,1014.8,NorahHead,15.0
70.0,1024.1,64.94,S,65.48,60.980000000000004,66.0,2015-10-27,No,Yes,63.5,S,82.0,36.0,43.0,S,1024.7,NorahHead,44.0
39.0,1025.0,68.0,SE,70.16,57.92,49.0,2015-10-28,No,No,64.04,E,75.0,0.0,15.0,SW,1022.5,NorahHead,4.0
30.0,1023.2,69.62,NE,75.2,57.92,56.0,2015-10-29,No,No,68.0,E,60.0,0.0,20.0,SE,1022.2,NorahHead,15.0
44.0,1023.6,71.24000000000001,NNE,77.0,58.82,60.0,2015-10-30,No,No,67.1,NE,76.0,0.0,26.0,SSW,1021.1,NorahHead,6.0
52.0,1021.5,69.62,NE,79.52,63.86,82.0,2015-10-31,No,No,68.54,NE,76.0,0.0,31.0,NNE,1018.7,NorahHead,22.0
50.0,1015.7,71.96,NE,74.12,62.6,82.0,2015-11-01,Yes,No,68.36,NE,86.0,0.0,35.0,NNE,1010.9,NorahHead,17.0
37.0,1011.4,73.58,ENE,80.42,66.02,85.0,2015-11-02,Yes,Yes,73.94,ESE,81.0,3.0,17.0,NW,1009.2,NorahHead,7.0
43.0,1016.0,66.2,SSW,67.28,66.2,100.0,2015-11-03,Yes,Yes,66.38,S,100.0,6.2,30.0,SSW,1015.4,NorahHead,28.0
70.0,1016.7,64.22,ESE,68.36,64.22,99.0,2015-11-04,Yes,Yes,66.02,E,100.0,20.6,50.0,SSW,1015.4,NorahHead,17.0
57.0,1015.9,68.0,NNE,72.68,62.78,95.0,2015-11-05,Yes,Yes,64.22,NE,100.0,5.8,43.0,NNE,1010.2,NorahHead,26.0
57.0,1007.8,69.25999999999999,SW,77.18,63.86,100.0,2015-11-06,Yes,Yes,71.96,ENE,99.0,2.0,9.0,NNW,1005.8,NorahHead,2.0
52.0,1012.1,72.86,S,74.3,64.58,84.0,2015-11-07,Yes,Yes,69.62,ESE,96.0,15.4,17.0,SSW,1011.7,NorahHead,15.0
54.0,1019.9,64.94,S,68.54,60.26,84.0,2015-11-08,Yes,Yes,60.8,S,96.0,5.6,24.0,WSW,1019.6,NorahHead,13.0
31.0,1021.0,69.98,S,73.04,58.64,64.0,2015-11-09,No,Yes,66.2,ESE,69.0,1.6,17.0,SSW,1017.8,NorahHead,11.0
28.0,1016.2,76.28,NE,78.44,60.08,71.0,2015-11-10,No,No,69.44,ENE,78.0,0.0,19.0,NE,1013.8,NorahHead,2.0
31.0,1020.3,72.86,NNE,76.46,64.94,73.0,2015-11-11,No,No,71.24000000000001,ESE,86.0,0.0,7.0,S,1020.2,NorahHead,9.0
46.0,1020.3,72.14,NE,75.02,66.2,76.0,2015-11-12,Yes,No,69.08,NE,81.0,0.0,33.0,NNE,1017.1,NorahHead,24.0
50.0,1013.1,78.98,S,81.32,64.75999999999999,70.0,2015-11-13,Yes,Yes,71.42,NE,88.0,3.8,19.0,N,1009.4,NorahHead,9.0
46.0,1013.9,66.02,SSE,71.96,61.88,85.0,2015-11-14,Yes,Yes,63.68,S,100.0,27.2,22.0,ESE,1012.2,NorahHead,19.0
63.0,1016.8,61.519999999999996,SSE,68.36,61.16,93.0,2015-11-15,Yes,Yes,62.24,S,98.0,9.2,20.0,SSE,1017.2,NorahHead,39.0
31.0,1019.6,69.98,SSW,70.7,58.459999999999994,67.0,2015-11-16,No,Yes,64.58,SSE,82.0,9.8,20.0,SSW,1018.1,NorahHead,15.0
44.0,1019.6,71.06,NE,79.34,59.0,68.0,2015-11-17,No,No,67.82,NE,68.0,0.0,30.0,NNE,1016.6,NorahHead,6.0
50.0,1014.3,94.64,SSW,96.44,62.059999999999995,24.0,2015-11-18,No,No,79.16,WNW,63.0,0.0,9.0,NNW,1010.4,NorahHead,7.0
44.0,1015.1,73.04,SSW,81.32,65.84,89.0,2015-11-19,No,No,72.68,NNE,76.0,0.0,13.0,SSW,1012.7,NorahHead,4.0
50.0,1012.9,104.36,SSW,104.53999999999999,68.54,16.0,2015-11-20,No,No,73.75999999999999,W,96.0,0.0,11.0,S,1007.2,NorahHead,11.0
50.0,1015.2,68.36,SSW,71.6,68.18,73.0,2015-11-21,No,No,71.6,SSE,73.0,0.0,37.0,SE,1016.6,NorahHead,20.0
30.0,1019.4,71.06,NNE,73.4,64.04,69.0,2015-11-22,No,No,69.44,NE,64.0,0.2,20.0,ENE,1016.5,NorahHead,19.0
43.0,1012.0,72.5,S,78.98,62.059999999999995,81.0,2015-11-23,No,No,72.32,S,75.0,0.0,31.0,NNE,1010.4,NorahHead,7.0
50.0,1017.5,73.94,NNE,81.32,67.1,71.0,2015-11-24,No,No,76.46,NE,69.0,0.0,28.0,ENE,1014.6,NorahHead,9.0
44.0,1013.5,75.02,NNE,87.61999999999999,63.5,81.0,2015-11-25,No,No,73.75999999999999,NE,78.0,0.0,31.0,NE,1007.8,NorahHead,6.0
70.0,1000.9,102.38000000000001,SSE,102.74,69.44,12.0,2015-11-26,No,No,87.44,WNW,49.0,0.0,9.0,NNW,999.2,NorahHead,30.0
44.0,1015.9,69.8,SSE,75.38,65.12,64.0,2015-11-27,No,No,68.72,NE,68.0,0.0,24.0,ENE,1013.9,NorahHead,17.0
41.0,1016.2,71.42,ENE,73.4,66.56,72.0,2015-11-28,No,No,69.08,ENE,86.0,0.0,26.0,ENE,1016.0,NorahHead,24.0
41.0,1013.5,72.32,NE,77.18,67.46,87.0,2015-11-29,No,No,68.36,NE,96.0,0.0,31.0,NE,1009.6,NorahHead,15.0
39.0,1012.4,72.32,SSW,75.38,65.12,84.0,2015-11-30,No,No,69.8,E,85.0,0.0,19.0,SSW,1009.0,NorahHead,9.0
44.0,1010.4,72.68,N,83.48,64.4,84.0,2015-12-01,No,No,70.88,NE,100.0,0.2,30.0,ENE,1007.2,NorahHead,4.0
61.0,1014.5,66.2,S,69.8,65.84,86.0,2015-12-02,No,No,66.56,S,95.0,0.4,48.0,SSW,1015.6,NorahHead,24.0
